"Reservoir","Site","DateTime","Depth_m","Temp_C","DO_mgL","DOSat","Cond_uScm","PAR_umolm2s","ORP_mV","pH","Flag_DateTime","Flag_Temp","Flag_DO","Flag_DOSat","Flag_Cond","Flag_PAR","Flag_ORP","Flag_pH"
"FCR",50,2019-06-03 10:38:00,3.8,"14.8",11.99,116.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 10:41:00,5,"11.5",8.21,74.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 10:43:00,6.2,"9.9",4.02,34.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 10:45:00,8,"9",2.71,23,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 10:48:00,9,"8.8",0.77,6.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-06-03 12:51:00,0.1,"18.6",9.29,97.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-06-03 13:07:00,0.1,"19.8",8.98,96.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 16:45:00,1,"25.1",9.58,14.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 16:46:00,1,"24.6",9.66,113.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 16:47:00,2,"24.1",10.11,117.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 16:50:00,9,"9.4",1.43,12.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-10 10:00:00,0.1,"21.5",9.94,110.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-10 10:00:00,1,"21.5",9.94,110,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-10 10:00:00,2,"21.1",9.89,107.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-10 10:00:00,3,"19.5",9.73,140.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-10 10:00:00,4,"14.7",13.01,110.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-10 10:00:00,5,"12.5",11.3,62,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-10 10:00:00,6,"10.2",11.3,59.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-10 10:00:00,7,"10",6.83,59.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-10 10:00:00,8,"9.9",6.85,59.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-10 10:00:00,9,"9.8",6.83,59.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-06-10 12:18:00,0.1,"19.5",9.58,102.9,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-06-10 13:33:00,0.1,"18.4",9.27,96.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-13 12:22:00,0.1,"24",10.4,120.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-13 12:24:00,0.8,"23.1",10.6,120,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-13 12:25:00,1.6,"21.8",11.6,129,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-13 12:26:00,2.8,"20.2",11.8,127,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-13 12:28:00,3.8,"15.7",12.4,122,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-13 12:29:00,5,"11.3",6.19,55.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-13 12:31:00,6.2,"10.5",8.5,75,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-13 12:33:00,8,"10.3",8.5,75,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-13 12:34:00,9,"10.3",8.5,75,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-06-13 13:26:00,0.1,"21.4",9.24,102.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-06-13 13:43:00,0.1,"21.7",8.97,99.9,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-06-24 13:24:00,0.1,"22.5",5.29,61.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-06-24 13:44:00,0.1,"20.9",8.76,98.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-07-01 01:52:00,0.1,"21.5",8.61,95.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-07-01 13:15:00,0.1,"23.8",8.51,98.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-07-08 13:14:00,0.1,"22.1",7.59,85.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-07-08 13:22:00,0.1,"23.9",7.28,84.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-07-15 12:46:00,0.1,"21.3",8.03,88.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-07-15 13:13:00,0.1,"24.4",7.97,92.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-07-22 13:45:00,0.1,"21.2",8.35,92.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-07-22 15:05:00,0.1,"22.4",7.75,88,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-07-29 12:00:00,0.1,"20.1",8.66,93.4,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",100,2019-07-29 13:25:00,0.1,"20.8",8.64,94.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-08-05 13:53:00,0.1,"22",8.08,90.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-08-05 14:38:00,0.1,"20.3",8.75,95.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-08-12 12:00:00,0.1,"19.3",NA,NA,NA,"NA","NA","NA",1,0,1,1,NA,1,1,1
"FCR",100,2019-08-12 13:31:00,0.1,"20.8",9.06,99.78,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-08-19 12:00:00,0.1,"20.1",8.16,89.4,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",100,2019-08-19 12:00:00,0.1,"21.9",8.63,96.2,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",200,2019-08-19 12:00:00,0.1,"20.7",8.16,89.4,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",100,2019-08-19 12:00:00,0.1,"21.9",8.63,96.2,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",200,2019-09-02 12:00:00,0.1,"18.4",8.59,89.1,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",100,2019-09-02 12:43:00,0.1,"19.6",8.51,91.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-09-11 12:00:00,0.1,"20.7",8.9,96.4,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",100,2019-09-20 15:40:00,0.1,"16.8",9.67,99.9,"37.1","NA","NA","NA",NA,0,0,0,0,1,1,1
"FCR",200,2019-10-18 12:00:00,0.1,"18.4",8.59,89.1,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",100,2019-10-23 13:00:00,0.1,"11.8",10.65,96.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-10-30 12:20:00,0.1,"14.4",8.55,81.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-10-30 12:37:00,0.1,"14",10.25,96.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-11-08 16:15:00,0.1,"6.7",11.99,95.9,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
