"Reservoir","DateTime","Site","Duration_days","Depth_m","TrapXSA_m2","Filter1ID","Filter2ID","CombinedCollectionVol_L","CombinedFilterVol_L","CombinedSedMass_g","ICPTFe_mgL","ICPTMn_mgL","AcidVol_L","DilutionFactor","TFe_g","TMn_g","TOC_g","TN_g","TOCFlux_gm2d","TNFlux_gm2d"
"FCR",2022-08-22,50,14,8,0.0040715,"F_sed_8m_R2_F1_22Aug22","F_sed_8m_R2_F2_22Aug22",3682,164,0.05,110.52091014743,0.578582582265288,0.01,20,0.496265842881509,0.00259797691207414,NA,NA,NA,NA
"BVR",2022-08-22,50,14,4,0.0040715,"B_sed_4m_R1_F1_22Aug22","B_sed_4m_R1_F2_22Aug22",3594,276,0.027,13.967453851124,0.741512274138554,0.01,20,0.0363761080731448,0.00193115587916954,NA,NA,NA,NA
"BVR",2022-08-22,50,14,4,0.0040715,"B_sed_4m_R2_F1_22Aug22","B_sed_4m_R2_F2_22Aug22",3600,282,0.016,10.2542264670597,0.934934314418463,0.01,20,0.0261810037456842,0.00238706633468544,NA,NA,NA,NA
"BVR",2022-08-22,50,14,8,0.0040715,"B_sed_8m_R1_F1_22Aug22","B_sed_8m_R1_F2_22Aug22",3314,164,0.028,26.2696802026576,0.308925374854676,0.01,20,0.106167951453179,0.00124851060032731,NA,NA,NA,NA
"BVR",2022-08-22,50,14,8,0.0040715,"B_sed_8m_R2_F1_22Aug22","B_sed_8m_R2_F2_22Aug22",940,166,0.019,25.2742145151166,0.309791453352987,0.01,20,0.0286238092098911,0.00035084815199013,NA,NA,NA,NA
"BVR",2022-09-05,50,14,4,NA,"B_sed_4m_R1_F3_05Sep22","B_sed_4m_R2_F3_05Sep22",3540,322,0.018,NA,NA,NA,NA,NA,NA,0.0394786956521739,0.00817937888198758,0.346298272417799,0.071747678830087
"FCR",2022-09-05,50,14,8,NA,"F_sed_8m_R1_F3_05Sep22","F_sed_8m_R2_F3_05Sep22",3530,163,0.045,NA,NA,NA,NA,NA,NA,0.133815153374233,0.0586543067484662,1.17379654193991,0.514502436347312
"BVR",2022-09-05,50,14,8,NA,"B_sed_8m_R1_F3_05Sep22","B_sed_8m_R2_F3_05Sep22",3586,160,0.033,NA,NA,NA,NA,NA,NA,0.1183873075,0.05106464,1.03846693479062,0.447927580217891
"FCR",2022-09-05,50,14,4,NA,"F_sed_4m_R1_F3_05Sep22","F_sed_4m_R2_F3_05Sep22",3628,282,0.023,NA,NA,NA,NA,NA,NA,0.0525648312056737,0.0180267858156028,0.461086921331852,0.158126925980271
"FCR",2022-09-05,50,14,4,0.0040715,"F_sed_4m_R1_F1_05Sep22","F_sed_4m_R1_F2_05Sep22",3666,279,0.023,17.4942811534181,0.232057629229631,0.01,20,0.0459742184289827,0.000609837468642171,NA,NA,NA,NA
"FCR",2022-09-05,50,14,4,0.0040715,"F_sed_4m_R2_F1_05Sep22","F_sed_4m_R2_F2_05Sep22",3590,282,0.024,21.4022692309392,0.353370517344909,0.01,20,0.0544923025099799,0.000899716423594486,NA,NA,NA,NA
"FCR",2022-09-05,50,14,8,0.0040715,"F_sed_8m_R1_F1_05Sep22","F_sed_8m_R1_F2_05Sep22",3506,161,0.044,70.6872589640981,0.386006594560788,0.01,20,0.307862770097053,0.00168116660935419,NA,NA,NA,NA
"FCR",2022-09-05,50,14,8,0.0040715,"F_sed_8m_R2_F1_05Sep22","F_sed_8m_R2_F2_05Sep22",3554,157,0.04,64.6244486566562,0.434833770715437,0.01,20,0.292579987930899,0.00196866142818174,NA,NA,NA,NA
"BVR",2022-09-05,50,14,4,0.0040715,"B_sed_4m_R1_F1_05Sep22","B_sed_4m_R1_F2_05Sep22",3564,274,0.021,9.31883186529445,0.823091086158144,0.01,20,0.0242425669838755,0.00214123841683768,NA,NA,NA,NA
"BVR",2022-09-05,50,14,4,0.0040715,"B_sed_4m_R2_F1_05Sep22","B_sed_4m_R2_F2_05Sep22",3516,366,0.02,9.58901821565176,1.05200386643157,0.01,20,0.0184234907356457,0.0020212271007505,NA,NA,NA,NA
"BVR",2022-09-05,50,14,8,0.0040715,"B_sed_8m_R1_F1_05Sep22","B_sed_8m_R1_F2_05Sep22",3536,166,0.033,33.4580570412122,0.308711165581362,0.01,20,0.142539385177983,0.00131518395360927,NA,NA,NA,NA
"BVR",2022-09-05,50,14,8,0.0040715,"B_sed_8m_R2_F1_05Sep22","B_sed_8m_R2_F2_05Sep22",3636,160,0.027,29.08427286864,0.274295326228267,0.01,20,0.132188020187969,0.00124667225770748,NA,NA,NA,NA
"FCR",2022-09-13,50,8,8,NA,"F_sed_8m_R1_F3_13Sep22","F_sed_8m_R2_F3_13Sep22",3640,156,0.029,NA,NA,NA,NA,NA,NA,0.0914993333333333,0.0304033333333333,1.40457038765402,0.466709648368742
"FCR",2022-09-13,50,8,4,NA,"F_sed_4m_R1_F3_13Sep22","F_sed_4m_R2_F3_13Sep22",3478,282,0.019,NA,NA,NA,NA,NA,NA,0.0428114666666667,0.020757,0.657182037742028,0.318632567849687
"FCR",2022-09-13,50,8,4,0.0040715,"F_sed_4m_R1_F1_13Sep22","F_sed_4m_R1_F2_13Sep22",3420,284,0.021,25.222116278605,0.255787654316412,0.01,20,0.0607462237132599,0.000616051956170514,NA,NA,NA,NA
"FCR",2022-09-13,50,8,4,0.0040715,"F_sed_4m_R2_F1_13Sep22","F_sed_4m_R2_F2_13Sep22",3536,278,0.02,21.2930597331975,0.222456339506644,0.01,20,0.054167092961573,0.00056590332121978,NA,NA,NA,NA
"FCR",2022-09-13,50,8,8,0.0040715,"F_sed_8m_R1_F1_13Sep22","F_sed_8m_R1_F2_13Sep22",3652,164,0.03,46.2014971910838,0.454435498426575,0.01,20,0.205765692368095,0.00202390053689494,NA,NA,NA,NA
"FCR",2022-09-13,50,8,8,0.0040715,"F_sed_8m_R2_F1_13Sep22","F_sed_8m_R2_F2_13Sep22",3628,160,0.04,57.3540519148219,0.351202135651257,0.01,20,0.260100625433717,0.00159270168517845,NA,NA,NA,NA
"BVR",2022-09-19,50,14,8,NA,"B_sed_8m_R1_F3_19Sep22","B_sed_8m_R2_F3_19Sep22",3608,158,0.032,NA,NA,NA,NA,NA,NA,0.0967081012658228,0.0301062481012658,0.848301795282739,0.264085262550357
"BVR",2022-09-19,50,14,4,NA,"B_sed_4m_R1_F3_19Sep22","B_sed_4m_R2_F3_19Sep22",3589,362,0.025,NA,NA,NA,NA,NA,NA,0.0305203801104972,0.0228367475138122,0.267717935742331,0.200318832246909
"BVR",2022-09-19,50,14,4,0.0040715,"B_sed_4m_R1_F1_19Sep22","B_sed_4m_R1_F2_19Sep22",3560,276,0.021,8.93647122705049,0.772951922904741,0.01,20,0.0230535054842752,0.00199399191705861,NA,NA,NA,NA
"BVR",2022-09-19,50,14,4,0.0040715,"B_sed_4m_R2_F1_19Sep22","B_sed_4m_R2_F2_19Sep22",3618,438,0.025,10.2537873730139,0.99032968949543,0.01,20,0.0169398185915818,0.00163607891168697,NA,NA,NA,NA
"BVR",2022-09-19,50,14,8,0.0040715,"B_sed_8m_R1_F1_19Sep22","B_sed_8m_R1_F2_19Sep22",3572,272,0.03,35.8919039257442,0.568160111020112,0.01,20,0.094269030016734,0.00149225582100282,NA,NA,NA,NA
"BVR",2022-09-19,50,14,8,0.0040715,"B_sed_8m_R2_F1_19Sep22","B_sed_8m_R2_F2_19Sep22",3644,156,0.032,26.9237563118444,0.424173020455497,0.01,20,0.125782266667129,0.00198164934171773,NA,NA,NA,NA
"FCR",2022-09-26,50,13,4,NA,"F_sed_4m_R1_F3_26Sep22","F_sed_4m_R2_F3_26Sep22",3596,276,0.024,NA,NA,NA,NA,NA,NA,0.0599958724637681,0.0225974724637681,0.566752684833298,0.213467654746107
"FCR",2022-09-26,50,13,8,NA,"F_sed_8m_R1_F3_26Sep22","F_sed_8m_R2_F3_26Sep22",3516,166,0.043,NA,NA,NA,NA,NA,NA,0.130812144578313,0.0416328289156626,1.23572057716692,0.393285681100923
"FCR",2022-09-26,50,13,4,0.0040715,"F_sed_4m_R1_F1_26Sep22","F_sed_4m_R1_F2_26Sep22",3584,278,0.024,27.6818814438671,0.413710377381744,0.01,20,0.0713754410754098,0.00106671798024185,NA,NA,NA,NA
"FCR",2022-09-26,50,13,4,0.0040715,"F_sed_4m_R2_F1_26Sep22","F_sed_4m_R2_F2_26Sep22",3608,276,0.023,24.4391897205088,0.326367941931839,0.01,20,0.0638960844286926,0.000853286619195706,NA,NA,NA,NA
"FCR",2022-09-26,50,13,8,0.0040715,"F_sed_8m_R1_F1_26Sep22","F_sed_8m_R1_F2_26Sep22",3460,158,0.037,57.0474432080664,0.514169989258898,0.01,20,0.249853358860645,0.00225193438333644,NA,NA,NA,NA
"FCR",2022-09-26,50,13,8,0.0040715,"F_sed_8m_R2_F1_26Sep22","F_sed_8m_R2_F2_26Sep22",3572,158,0.051,93.9784708905369,0.582100184644064,0.01,20,0.424925440532909,0.00263197703740328,NA,NA,NA,NA
"FCR",2022-10-11,50,15,8,NA,"F_sed_8m_R1_F3_11Oct22","F_sed_8m_R2_F3_11Oct22",3548,160,0.056,NA,NA,NA,NA,NA,NA,0.165545245,0.05062109,1.35531740963609,0.414434401735642
"BVR",2022-10-11,50,22,8,NA,"B_sed_8m_R1_F3_11Oct22","B_sed_8m_R2_F3_11Oct22",3554,164,0.086,NA,NA,NA,NA,NA,NA,0.216689980487805,0.0610247804878049,1.20957197195475,0.340642718719954
"FCR",2022-10-11,50,15,4,NA,"F_sed_4m_R1_F3_11Oct22","F_sed_4m_R2_F3_11Oct22",3598,280,0.023,NA,NA,NA,NA,NA,NA,0.04868351,0.02113054,0.398571451962831,0.172995538089975
"BVR",2022-10-11,50,22,4,NA,"B_sed_4m_R1_F3_11Oct22","B_sed_4m_R2_F3_11Oct22",3478,278,0.059,NA,NA,NA,NA,NA,NA,0.0820782978417266,0.0203400446043165,0.458164278531068,0.113538926932873
"FCR",2022-10-11,50,15,4,0.0040715,"F_sed_4m_R1_F1_11Oct22","F_sed_4m_R1_F2_11Oct22",3540,282,0.022,18.4470203873125,1.26565036302895,0.01,20,0.0463137958660186,0.00317759027313652,NA,NA,NA,NA
"FCR",2022-10-11,50,15,4,0.0040715,"F_sed_4m_R2_F1_11Oct22","F_sed_4m_R2_F2_11Oct22",3656,282,0.027,23.4458244737459,1.24466606161612,0.01,20,0.0607928611886632,0.00322730434132521,NA,NA,NA,NA
"FCR",2022-10-11,50,15,8,0.0040715,"F_sed_8m_R1_F1_11Oct22","F_sed_8m_R1_F2_11Oct22",3548,156,0.064,73.9548469167658,1.28917957890754,0.01,20,0.336399739564981,0.00586411428969738,NA,NA,NA,NA
"FCR",2022-10-11,50,15,8,0.0040715,"F_sed_8m_R2_F1_11Oct22","F_sed_8m_R2_F2_11Oct22",3548,154,0.052,57.4016927919803,0.976654566115924,0.01,20,0.264495072760969,0.00450022129945364,NA,NA,NA,NA
"BVR",2022-10-11,50,22,4,0.0040715,"B_sed_4m_R1_F1_11Oct22","B_sed_4m_R1_F2_11Oct22",3448,278,0.067,29.7507188944303,5.19258016821495,0.01,20,0.0737989055740976,0.0128805873525217,NA,NA,NA,NA
"BVR",2022-10-11,50,22,4,0.0040715,"B_sed_4m_R2_F1_11Oct22","B_sed_4m_R2_F2_11Oct22",3508,278,0.069,34.4145258809279,4.62715592753621,0.01,20,0.0868533502088454,0.0116777431610051,NA,NA,NA,NA
"BVR",2022-10-11,50,22,8,0.0040715,"B_sed_8m_R1_F1_11Oct22","B_sed_8m_R1_F2_11Oct22",3468,160,0.094,57.2516366050295,0.946451574441165,0.01,20,0.248185844682803,0.00410286757520245,NA,NA,NA,NA
"BVR",2022-10-11,50,22,8,0.0040715,"B_sed_8m_R2_F1_11Oct22","B_sed_8m_R2_F2_11Oct22",3640,166,0.074,60.4901272784785,0.847054152191327,0.01,20,0.265282003968267,0.00371479170358606,NA,NA,NA,NA
"FCR",2022-10-17,50,6,4,NA,"F_sed_4m_R1_F3_17Oct22","F_sed_4m_R2_F3_17Oct22",3488,436,0.009,NA,NA,NA,NA,NA,NA,0.0120656,0.0097696,0.246952392648082,0.199959065045642
"FCR",2022-10-17,50,6,8,NA,"F_sed_8m_R1_F3_17Oct22","F_sed_8m_R2_F3_17Oct22",3410,164,0.031,NA,NA,NA,NA,NA,NA,0.0796110243902439,0.0322660853658537,1.62943682488526,0.660405365873627
"FCR",2022-10-17,50,6,4,0.0040715,"F_sed_4m_R1_F1_17Oct22","F_sed_4m_R1_F2_17Oct22",3540,438,0.00900000000000001,6.35540072127925,1.98751500118026,0.01,20,0.0102731134946706,0.00321269548135987,NA,NA,NA,NA
"FCR",2022-10-17,50,6,4,0.0040715,"F_sed_4m_R2_F1_17Oct22","F_sed_4m_R2_F2_17Oct22",3436,438,0.00800000000000001,7.08714508259236,2.15149123087707,0.01,20,0.0111193746592636,0.00337558167547653,NA,NA,NA,NA
"FCR",2022-10-17,50,6,8,0.0040715,"F_sed_8m_R1_F1_17Oct22","F_sed_8m_R1_F2_17Oct22",3212,162,0.029,25.1160001979496,0.827039049437496,0.01,20,0.0995957933775483,0.0032795671935719,NA,NA,NA,NA
"FCR",2022-10-17,50,6,8,0.0040715,"F_sed_8m_R2_F1_17Oct22","F_sed_8m_R2_F2_17Oct22",3608,162,0.032,31.8102115017369,0.853340219224883,0.01,20,0.141692892713909,0.00380105124810293,NA,NA,NA,NA
"BVR",2022-10-24,50,13,8,NA,"B_sed_8m_R1_F3_24Oct22","B_sed_8m_R2_F3_24Oct22",3472,166,0.039,NA,NA,NA,NA,NA,NA,0.0769863710843374,0.0410365301204819,0.727253904574362,0.387652727878423
"BVR",2022-10-24,50,13,4,NA,"B_sed_4m_R1_F3_24Oct22","B_sed_4m_R2_F3_24Oct22",2764,280,0.043,NA,NA,NA,NA,NA,NA,0.0327178628571429,0.0212196228571429,0.309070205246062,0.200451759955628
"BVR",2022-10-24,50,13,4,0.0040715,"B_sed_4m_R1_F1_24Oct22","B_sed_4m_R1_F2_24Oct22",3110,282,0.042,27.6300465166536,3.0862246247724,0.01,20,0.060942868558009,0.00680720466882423,NA,NA,NA,NA
"BVR",2022-10-24,50,13,4,0.0040715,"B_sed_4m_R2_F1_24Oct22","B_sed_4m_R2_F2_24Oct22",2418,282,0.047,29.6939703363434,3.15759103852865,0.01,20,0.0509220001938144,0.00541493271713638,NA,NA,NA,NA
"BVR",2022-10-24,50,13,8,0.0040715,"B_sed_8m_R1_F1_24Oct22","B_sed_8m_R1_F2_24Oct22",3476,164,0.038,32.4220186486849,0.592739552573035,0.01,20,0.137437727832718,0.00251263742041935,NA,NA,NA,NA
"BVR",2022-10-24,50,13,8,0.0040715,"B_sed_8m_R2_F1_24Oct22","B_sed_8m_R2_F2_24Oct22",3468,162,0.037,35.0259217896898,0.501709069798575,0.01,20,0.149962835514376,0.0021480580914339,NA,NA,NA,NA
"FCR",2022-11-01,50,15,4,NA,"F_sed_4m_R1_F3_01Nov22","F_sed_4m_R2_F3_01Nov22",1919,240,0.039,NA,NA,NA,NA,NA,NA,0.0392563433333333,0.0132299058333333,0.321391324518673,0.108313118288373
"FCR",2022-11-01,50,15,8,NA,"F_sed_8m_R1_F3_01Nov22","F_sed_8m_R2_F3_01Nov22",3479,162,0.068,NA,NA,NA,NA,NA,NA,0.149090182716049,0.0501792061728395,1.22059996492734,0.410816702876413
"FCR",2022-11-01,50,15,4,0.0040715,"F_sed_4m_R1_F1_01Nov22","F_sed_4m_R1_F2_01Nov22",2198,244,0.033,28.1907792319934,5.57061532599683,0.01,20,0.0507896170097718,0.0100362397430664,NA,NA,NA,NA
"FCR",2022-11-01,50,15,4,0.0040715,"F_sed_4m_R2_F1_01Nov22","F_sed_4m_R2_F2_01Nov22",1640,240,0.046,32.6171492618365,6.33546702463211,0.01,20,0.0445767706578433,0.00865847160033054,NA,NA,NA,NA
"FCR",2022-11-01,50,15,8,0.0040715,"F_sed_8m_R1_F1_01Nov22","F_sed_8m_R1_F2_01Nov22",3428,160,0.062,52.036794508786,1.69751529084911,0.01,20,0.222977664470148,0.00727385302128846,NA,NA,NA,NA
"FCR",2022-11-01,50,15,8,0.0040715,"F_sed_8m_R2_F1_01Nov22","F_sed_8m_R2_F2_01Nov22",3530,158,0.068,53.0626674520025,1.90566566791616,0.01,20,0.237102805196923,0.00851518963005574,NA,NA,NA,NA
"BVR",2022-11-08,50,15,8,NA,"B_sed_8m_R1_F3_08Nov22","B_sed_8m_R2_F3_08Nov22",3540,166,0.024,NA,NA,NA,NA,NA,NA,0.0594847951807229,0.0536459277108434,0.487001475137934,0.439198720462101
"BVR",2022-11-08,50,15,4,NA,"B_sed_4m_R1_F3_08Nov22","B_sed_4m_R2_F3_08Nov22",3544,298,0.028,NA,NA,NA,NA,NA,NA,0.0631069852348993,0.0331946738255034,0.516656312046333,0.271764491591988
"BVR",2022-11-08,50,15,4,0.0040715,"B_sed_4m_R1_F1_08Nov22","B_sed_4m_R1_F2_08Nov22",3572,296,0.028,13.2922274494297,1.42639133756448,0.01,20,0.0320809705738938,0.00344261476877048,NA,NA,NA,NA
"BVR",2022-11-08,50,15,4,0.0040715,"B_sed_4m_R2_F1_08Nov22","B_sed_4m_R2_F2_08Nov22",3516,296,0.019,9.0821318398005,1.51126937281889,0.01,20,0.0215761996950936,0.00359028588839947,NA,NA,NA,NA
"BVR",2022-11-08,50,15,8,0.0040715,"B_sed_8m_R1_F1_08Nov22","B_sed_8m_R1_F2_08Nov22",3548,160,0.023,18.256540721878,0.464340748512364,0.01,20,0.0809677581015289,0.00205935121965234,NA,NA,NA,NA
"BVR",2022-11-08,50,15,8,0.0040715,"B_sed_8m_R2_F1_08Nov22","B_sed_8m_R2_F2_08Nov22",3532,164,0.023,18.3101420017792,0.401928866220129,0.01,20,0.0788675872564442,0.00173123506767012,NA,NA,NA,NA
"FCR",2022-11-16,50,15,8,NA,"F_sed_8m_R1_F3_16Nov22","F_sed_8m_R2_F3_16Nov22",3570,182,0.09,NA,NA,NA,NA,NA,NA,0.174576923076923,0.0522985384615385,1.42925967560623,0.428167656977678
"BVR",2022-11-16,50,8,8,NA,"B_sed_8m_R1_F3_16Nov22","B_sed_8m_R2_F3_16Nov22",3608,300,0.04,NA,NA,NA,NA,NA,NA,0.04307952,0.024657072,0.661296819354046,0.378501043841336
"FCR",2022-11-16,50,15,4,NA,"F_sed_4m_R1_F3_16Nov22","F_sed_4m_R2_F3_16Nov22",3650,282,0.023,NA,NA,NA,NA,NA,NA,0.0461789716312057,0.0239320921985816,0.378066819200177,0.195931820365808
"BVR",2022-11-16,50,8,4,NA,"B_sed_4m_R1_F3_16Nov22","B_sed_4m_R2_F3_16Nov22",3555,280,0.032,NA,NA,NA,NA,NA,NA,0.0292551107142857,0.0117518142857143,0.44908373318012,0.180397493026438
"FCR",2022-11-16,50,15,4,0.0040715,"F_sed_4m_R1_F1_16Nov22","F_sed_4m_R1_F2_16Nov22",3684,282,0.023,10.8349474384986,2.44452106794233,0.01,20,0.0283091818180346,0.00638696142858124,NA,NA,NA,NA
"FCR",2022-11-16,50,15,4,0.0040715,"F_sed_4m_R2_F1_16Nov22","F_sed_4m_R2_F2_16Nov22",3616,284,0.023,9.58710411676065,1.62482852941049,0.01,20,0.0244133580888778,0.00413759152278053,NA,NA,NA,NA
"FCR",2022-11-16,50,15,8,0.0040715,"F_sed_8m_R1_F1_16Nov22","F_sed_8m_R1_F2_16Nov22",3594,202,0.101,55.0651422111939,2.46133544365776,0.01,20,0.195944674363397,0.00875845503416435,NA,NA,NA,NA
"FCR",2022-11-16,50,15,8,0.0040715,"F_sed_8m_R2_F1_16Nov22","F_sed_8m_R2_F2_16Nov22",3546,160,0.078,44.7558150647518,2.15953882803294,0.01,20,0.198380150274512,0.00957215585525602,NA,NA,NA,NA
"BVR",2022-11-16,50,8,4,0.0040715,"B_sed_4m_R1_F1_16Nov22","B_sed_4m_R1_F2_16Nov22",3520,282,0.031,10.6645169020724,0.826579169080161,0.01,20,0.0266234748193579,0.00206351679089515,NA,NA,NA,NA
"BVR",2022-11-16,50,8,4,0.0040715,"B_sed_4m_R2_F1_16Nov22","B_sed_4m_R2_F2_16Nov22",3590,278,0.03,10.5048204145034,0.856608859046742,0.01,20,0.0271311548835016,0.00221239266473223,NA,NA,NA,NA
"BVR",2022-11-16,50,8,8,0.0040715,"B_sed_8m_R1_F1_16Nov22","B_sed_8m_R1_F2_16Nov22",3604,302,0.038,17.8477046885661,0.430770265943386,0.01,20,0.042598097812975,0.00102814307182779,NA,NA,NA,NA
"BVR",2022-11-16,50,8,8,0.0040715,"B_sed_8m_R2_F1_16Nov22","B_sed_8m_R2_F2_16Nov22",3612,298,0.041,17.6646936963811,0.451906670076705,0.01,20,0.0428220628398179,0.00109549455860205,NA,NA,NA,NA
"BVR",2022-11-28,50,12,8,NA,"B_sed_8m_R1_F3_28Nov22","B_sed_8m_R2_F3_28Nov22",3154,252,0.031,NA,NA,NA,NA,NA,NA,0.028816546031746,0.0250042111111111,0.294900999137767,0.255886560144819
"FCR",2022-11-28,50,12,4,NA,"F_sed_4m_R1_F3_28Nov22","F_sed_4m_R2_F3_28Nov22",3586,288,0.027,NA,NA,NA,NA,NA,NA,0.0691450527777778,0.0293952388888889,0.707612394876763,0.300823190561309
"BVR",2022-11-28,50,12,4,NA,"B_sed_4m_R1_F3_28Nov22","B_sed_4m_R2_F3_28Nov22",3316,302,0.032,NA,NA,NA,NA,NA,NA,0.0281069430463576,0.0190549218543046,0.287639107683057,0.195003089098046
"FCR",2022-11-28,50,12,8,NA,"F_sed_8m_R1_F3_28Nov22","F_sed_8m_R2_F3_28Nov22",3552,180,0.036,NA,NA,NA,NA,NA,NA,0.0906509866666667,0.0338821333333333,0.927698500416172,0.346740895383902
"FCR",2022-11-28,50,12,4,0.0040715,"F_sed_4m_R1_F1_28Nov22","F_sed_4m_R1_F2_28Nov22",3548,298,0.027,11.6438599272577,2.03440098227204,0.01,20,0.0277264530348391,0.00484433200342362,NA,NA,NA,NA
"FCR",2022-11-28,50,12,4,0.0040715,"F_sed_4m_R2_F1_28Nov22","F_sed_4m_R2_F2_28Nov22",3624,282,0.024,11.1402665183737,1.60367509929211,0.01,20,0.0286328552216924,0.00412178621264866,NA,NA,NA,NA
"FCR",2022-11-28,50,12,8,0.0040715,"F_sed_8m_R1_F1_28Nov22","F_sed_8m_R1_F2_28Nov22",3584,202,0.039,20.0987729439363,1.29523671083014,0.01,20,0.071320794288186,0.00459616670456953,NA,NA,NA,NA
"FCR",2022-11-28,50,12,8,0.0040715,"F_sed_8m_R2_F1_28Nov22","F_sed_8m_R2_F2_28Nov22",3520,160,0.032,17.7035749130801,1.21738614402854,0.01,20,0.0778957296175524,0.00535649903372556,NA,NA,NA,NA
"BVR",2022-11-28,50,12,4,0.0040715,"B_sed_4m_R1_F1_28Nov22","B_sed_4m_R1_F2_28Nov22",3284,302,0.03,12.5350712408121,1.28398354659168,0.01,20,0.0272617046058456,0.00279245163377952,NA,NA,NA,NA
"BVR",2022-11-28,50,12,4,0.0040715,"B_sed_4m_R2_F1_28Nov22","B_sed_4m_R2_F2_28Nov22",3348,300,0.03,9.32905398546079,0.7372272985953,0.01,20,0.0208224484955485,0.00164549133046471,NA,NA,NA,NA
"BVR",2022-11-28,50,12,8,0.0040715,"B_sed_8m_R1_F1_28Nov22","B_sed_8m_R1_F2_28Nov22",2844,240,0.03,11.6906220136456,0.745863762503021,0.01,20,0.0277067741723401,0.00176769711713216,NA,NA,NA,NA
"BVR",2022-11-28,50,12,8,0.0040715,"B_sed_8m_R2_F1_28Nov22","B_sed_8m_R2_F2_28Nov22",3464,242,0.025,10.3438783645869,0.667876863876193,0.01,20,0.0296125575660569,0.00191200450947697,NA,NA,NA,NA
