Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent.Rate..m.s.,Flag,Density_mg_m3
2018-09-03T13:41:19Z,5.6,12.1608,1.4487,4.0811,90.002,66.862127,0.09,0.838,6.291,201.6124,1.2446,6.8384870787250005,0.044,0,NA
2018-09-03T13:41:19Z,6,12.0282,0.9832,4.4106,83.564,61.872803,0.0844,0.784,6.356,185.15,0.81649,6.336211003603974,0.045,0,NA
2018-09-03T13:41:19Z,6.3,11.9993,0.9162,4.8499,82.795,61.264042,0.0798,0.741,6.36,176.9333,0.55433,6.278372588143137,0.06,0,NA
2018-09-03T13:41:19Z,6.6,11.9884,0.7072,5.7164,84.19,62.280018,0.0847,0.787,6.364,171.1459,0.41084,6.393955640681045,0.031,0,NA
2018-09-03T13:41:19Z,7,11.9807,0.7495,5.792,85.807,63.47081,0.0779,0.723,6.356,165.8888,0.2799,6.527372699734424,0.055,0,NA
2018-09-03T13:41:19Z,7.3,11.9749,0.7095,5.4874,87.437,64.662427,0.0769,0.713,6.356,160.14940000000001,0.17398,6.661796001088768,0.072,0,NA
2018-09-03T13:41:19Z,7.6,11.9663,0.7402,5.1856,88.717,65.593348,0.0759,0.703,6.368,154.9302,0.13873,6.768264635516655,0.051,0,NA
2018-09-03T13:41:19Z,8,11.959,0.7191,4.8251,90.288,66.742278,0.073,0.677,6.375,149.4621,0.1274,6.898598939085408,0.052,0,NA
2018-09-03T13:41:19Z,8.3,11.9395,0.8409,3.6805,94.126,69.540884,0.0773,0.717,6.387,143.0335,0.12556,7.218446797722966,0.046,0,NA
2018-09-03T13:41:19Z,8.6,11.9208,0.8583,3.354,98.669,72.848147,0.0757,0.701,6.399,135.5491,0.12556,7.598122194611691,0.046,0,NA
2018-09-03T13:41:19Z,9,11.8747,1.3119,2.11,119.027,87.840025,0.075,0.694,6.404,130.1885,0.12561,9.31403803905014,0.07,0,NA
2018-09-03T13:41:19Z,9.3,11.8648,1.7597,1.4782,147.988,109.053094,0.0745,0.689,6.411,120.5561,0.12553,11.793385845101552,0.046,0,NA
2018-09-03T17:21:31Z,0.1,26.8473,2.0264,1.4839,37.351,38.742667,8.6582,108.395,8.121,226.7822,499.47,1.889912492822071,0.046,0,NA
2018-09-03T17:21:31Z,0.3,26.6259,2.5851,1.3444,37.101,38.311924,8.6589,107.952,8.124,226.7055,120.11,1.8852549816834336,0.086,0,NA
2018-09-03T17:21:31Z,0.6,26.2538,2.6931,1.2764,37.071,37.982472,8.5105,105.333,8.102,232.4141,98.955,1.8984816365734825,0.098,0,NA
2018-09-03T17:21:31Z,1,26.0739,3.0763,1.2644,37.124,37.86669,8.5235,105.058,8.016,236.5666,149.67,1.9086127996604532,0.103,0,NA
2018-09-03T17:21:31Z,1.3,25.8057,3.5869,1.6772,37.131,37.617665,8.5313,104.494,7.914,242.072,127.08,1.9199036747530405,0.098,0,NA
2018-09-03T17:21:31Z,1.6,25.2022,4.1813,1.4689,37.02,37.165036,9.7847,118.845,7.987,242.7456,128.31,1.9386902011782308,0.052,0,NA
2018-09-03T17:21:31Z,2,24.592,4.871,1.437,37.205,36.754905,9.6501,115.488,8.14,241.9072,102.82,1.9748064415163706,0.087,0,NA
2018-09-03T17:21:31Z,2.3,23.8745,7.352,1.4601,38.378,37.206615,8.2139,96.624,8.068,244.1715,67.253,2.0730825082056845,0.093,0,NA
2018-09-03T17:21:31Z,2.6,22.7643,11.6798,1.7291,40.915,38.805183,2.692,31.044,7.771,252.0815,52.595,2.2740021702085023,0.047,0,NA
2018-09-03T17:21:31Z,3,21.1833,15.9722,1.6871,45.346,41.537553,0.4359,4.871,7.43,257.9654,38.976,2.628917941488033,0.092,0,NA
2018-09-03T17:21:31Z,3.3,19.7404,9.9333,1.6271,51.631,45.58338,0.6873,7.434,7.169,260.1195,25.714,3.1212202203835315,0.123,0,NA
2018-09-03T17:21:31Z,3.6,17.9125,13.1306,1.9108,52.4,44.601874,0.1695,1.774,6.968,262.8724,19.249,3.3116831412683148,0.066,0,NA
2018-09-03T17:21:31Z,4,16.2103,8.005,4.3853,56.033,45.649689,0.1562,1.573,6.771,229.0989,11.847,3.708553176252278,0.059,0,NA
2018-09-03T17:21:31Z,4.3,14.6865,5.5912,5.2711,58.636,46.28795,0.1502,1.473,6.655,185.5485,8.1258,4.044791559439088,0.049,0,NA
2018-09-03T17:21:31Z,4.6,13.3152,2.474,3.4861,65.455,49.963525,0.1259,1.2,6.522,168.5066,5.1463,4.713382456336678,0.067,0,NA
2018-09-03T17:21:31Z,5,12.8623,1.7904,4.6873,67.975,51.335613,0.1057,0.999,6.478,152.3947,3.8304,4.966414840036396,0.05,0,NA
2018-09-03T17:21:31Z,5.3,12.4289,1.7678,4.8033,83.893,62.800415,0.0891,0.835,6.421,143.3414,2.7252,6.295786498483699,0.05,0,NA
2018-09-03T17:21:31Z,5.6,12.358,1.4572,4.4297,87.105,64.874519,0.0927,0.864,6.409,132.01,1.8255,6.567569275674072,0.081,0,NA
2018-09-03T17:21:31Z,6,12.1025,1.153,4.0054,83.001,61.493194,0.086,0.799,6.435,119.0213,1.2405,6.2779227343662996,0.097,0,NA
2018-09-03T17:21:31Z,6.3,12.0253,0.8699,5.3078,83.17,61.591966,0.0853,0.792,6.438,118.4918,0.84728,6.304568160076558,0.125,0,NA
2018-09-03T17:21:31Z,6.6,12.0208,0.812,5.9092,83.843,62.085597,0.0804,0.747,6.439,116.4135,0.58848,6.360144629737102,0.108,0,NA
2018-09-03T17:21:31Z,7,11.9944,0.8076,6.0529,86.707,64.148607,0.0799,0.741,6.438,113.5311,0.39328,6.598604140288258,0.095,0,NA
2018-09-03T17:21:31Z,7.3,11.9863,0.8158,5.859,87.206,64.509666,0.0769,0.713,6.437,109.9759,0.27797,6.640853189599886,0.068,0,NA
2018-09-03T17:21:31Z,7.6,11.9728,0.8104,6.0926,87.82,64.945541,0.0714,0.663,6.442,109.5158,0.20207,6.693528457166097,0.069,0,NA
2018-09-03T17:21:31Z,8,11.9719,0.8593,6.0276,88.499,65.440659,0.0739,0.685,6.445,106.0806,0.1326,6.749336531191083,0.083,0,NA
2018-09-03T17:21:31Z,8.3,11.9652,0.8949,6.2499,89.973,66.512681,0.0701,0.65,6.448,103.6131,0.12555,6.8715386545069705,0.098,0,NA
2018-09-03T17:21:31Z,8.6,11.9587,0.8535,6.2321,89.658,66.278193,0.0739,0.686,6.447,101.528,0.12535,6.846815941986814,0.134,0,NA
2018-09-03T17:21:31Z,9,11.9602,0.9784,5.6365,89.523,66.17811,0.0716,0.664,6.45,99.012200000000007,0.12554,6.835418052763133,0.076,0,NA
2018-09-03T17:21:31Z,9.3,11.9568,0.9269,5.6365,89.643,66.262,0.071,0.658,6.449,94.1411,0.12547,6.845864850158772,0.085,0,NA
2018-09-07T19:22:22Z,0.1,28.0762,1.7662,1.4674,40.493,42.813649,5.9974,76.437,7.987,195.4112,533.19,2.006942141378714,0.081,0,NA
2018-09-07T19:22:22Z,0.3,27.0618,1.9554,1.4547,38.23,39.808817,8.9099,111.949,8.039,192.2056,279.86,1.9283978777251585,0.02,0,NA
2018-09-07T19:22:22Z,0.6,26.8348,2.1387,1.6481,37.37,38.708174,8.8674,110.866,8.139,203.9846,249.75,1.8914170779864075,0.026,0,NA
2018-09-07T19:22:22Z,1,26.5807,2.2878,1.6946,37.492,38.677805,9.0079,112.202,8.23,207.4793,171.14,1.9081192646119176,0.018,0,NA
2018-09-07T19:22:22Z,1.3,26.3624,2.7993,2.1029,37.947,38.929093,9.3677,116.082,8.17,209.4042,112.03,1.9415873062441849,0.052,0,NA
2018-09-07T19:22:22Z,1.6,26.1092,3.2938,2.0696,37.329,38.081657,10.1344,124.929,8.293,208.4997,72.615,1.9183354309113803,0.055,0,NA
2018-09-07T19:22:22Z,2,25.3733,3.8931,2.0691,37.474,37.662818,10.022,121.853,8.408,207.1913,47.244,1.9566935171270525,0.053,0,NA
2018-09-07T19:22:22Z,2.3,24.3197,4.3559,2.0677,38.096,37.375188,9.6459,114.706,8.26,210.6369,31.319,2.0370055871572195,0.049,0,NA
2018-09-07T19:22:22Z,2.6,22.7747,8.2682,2.0423,41.014,38.993342,3.3866,39.137,7.83,223.2421,19.773,2.2793166639111284,0.041,0,NA
2018-09-07T19:22:22Z,3,20.9058,15.4451,1.6828,46.983,42.780386,0.5747,6.388,7.179,232.9563,12.924,2.7474619251128223,0.058,0,NA
2018-09-07T19:22:22Z,3.3,19.0649,13.3928,1.6179,52.703,45.904005,0.2148,2.294,6.758,236.3446,8.6805,3.2415624121686037,0.072,0,NA
2018-09-07T19:22:22Z,3.6,17.0939,22.0653,2.9661,55.409,46.186151,0.1607,1.651,6.541,234.6048,5.5989,3.5855938006983097,0.055,0,NA
2018-09-07T19:22:22Z,4,15.3696,11.9122,4.7582,59.1,47.310167,0.1394,1.383,6.388,170.1252,2.6325,4.009146242516669,0.077,0,NA
2018-09-07T19:22:22Z,4.3,14.317,3.7005,5.6273,61.977,48.656228,0.1115,1.088,6.359,127.0038,1.721,4.3323636637384295,0.048,0,NA
2018-09-07T19:22:22Z,4.6,13.6553,2.9094,4.5153,65.949,50.862408,0.1085,1.042,6.321,106.2298,1.0889,4.709713656912607,0.066,0,NA
2018-09-07T19:22:22Z,5,13.1274,2.3607,3.7091,71.063,54.166506,0.0902,0.858,6.339,93.1925,0.75903,5.17257189692312,0.039,0,NA
2018-09-07T19:22:22Z,5.3,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,5.6,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,6,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,6.3,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,6.6,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,7,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,7.3,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,7.6,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,8,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,8.3,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,8.6,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,9,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-07T19:22:22Z,9.3,12.4849,2.1028,3.8604,70.947,53.292831,0.083,0.78,6.35,82.4897,0.64681,5.251376887704232,0.028,0,NA
2018-09-10T17:24:46Z,0.1,23.8694,4.7998,1.9779,35.376006,36.189,8.1003,96.261,7.15,220.128,185.99,0.0238,-0.309,0,NA
2018-09-10T17:24:46Z,0.3,23.9981,4.9656,2.0987,35.477051,36.207,7.914,94.05,7.606,205.7801,87.356,0.0239,0.058,0,NA
2018-09-10T17:24:46Z,0.6,24.0061,5.0667,2.1659,35.53576,36.238,7.9518,94.475,7.599,209.2629,55.522,0.0239,0.076,0,NA
2018-09-10T17:24:46Z,1,23.9875,5.4549,2.045,35.354688,36.084,7.8233,92.887,7.614,214.9794,34.29,0.0238,0.06,0,NA
2018-09-10T17:24:46Z,1.3,23.9494,5.2082,1.9913,35.284712,36.055,7.7928,92.448,7.401,231.6366,34.053,0.0238,0.053,0,NA
2018-09-10T17:24:46Z,1.6,23.8996,5.3134,1.8839,35.314599,36.095,6.6945,79.049,7.376,233.113,24.43,0.0238,0.028,0,NA
2018-09-10T17:24:46Z,2,23.4408,5.653,1.8705,36.917549,38.112,3.6617,42.814,7.165,237.0123,16.854,0.0245,0.022,0,NA
2018-09-10T17:24:46Z,2.3,22.8053,5.7299,2.7164,38.320779,40.036,0.5929,6.86,7.004,232.2423,8.9084,0.0252,0.047,0,NA
2018-09-10T17:24:46Z,2.6,22.1126,5.1233,2.8776,39.281772,41.674,0.2538,2.902,6.703,234.6273,5.8632,0.0256,0.06,0,NA
2018-09-10T17:24:46Z,3,14.4149,2.4626,5.684,49.04772,63.717,0.0452,0.478,6.174,236.823,3.8557,0.0323,-0.475,0,NA
2018-09-10T17:24:46Z,3.3,19.4151,20.6509,2.0584,48.027029,54.092,0.1344,1.44,6.462,242.8045,2.2807,0.0301,0.055,0,NA
2018-09-10T17:24:46Z,3.6,17.3765,10.5418,2.0047,47.845461,56.162,0.1324,1.37,6.384,238.943,1.3033,0.0305,0.089,0,NA
2018-09-10T17:24:46Z,4,15.7725,2.6001,5.6706,48.738951,59.72,0.115,1.131,6.299,256.6224,1.3954,0.0314,0.043,0,NA
2018-09-10T17:24:46Z,4.3,14.4436,2.5354,5.2812,50.902973,64.324,0.1111,1.083,6.332,237.1637,0.70067,0.033,0.056,0,NA
2018-09-10T17:24:46Z,4.6,13.4572,1.7469,5.4826,51.523764,67.181,0.0946,0.907,6.353,235.0816,0.43238,0.0338,0.016,0,NA
2018-09-10T17:24:46Z,5,12.5049,1.4355,9.2021,48.338273,64.346,0.0875,0.819,6.3,259.3102,0.46622,0.0322,0.048,0,NA
2018-09-10T17:24:46Z,5.3,12.2786,0.9584,14.4793,44.279725,59.368,0.0874,0.816,6.3,232.5073,0.19104,0.0299,0.052,0,NA
2018-09-10T17:24:46Z,5.6,12.2787,0.6672,21.1396,44.088057,59.12,0.0844,0.788,6.261,239.8895,0.1603,0.0298,0.039,0,NA
2018-09-10T17:24:46Z,6,12.2682,0.6591,21.6901,44.082546,59.133,0.085,0.794,6.216,239.9652,0.12577,0.0298,0.06,0,NA
2018-09-10T17:24:46Z,6.3,12.3646,0.7198,22.4286,44.29093,59.303,0.0852,0.797,6.172,240.1166,0.12579,0.0299,-0.025,0,NA
2018-09-10T17:24:46Z,6.6,12.2618,0.6834,22.6301,44.15923,59.26,0.0763,0.712,6.14,265.216,0.12566,0.0299,0.048,0,NA
2018-09-10T17:24:46Z,7,12.273,0.6187,22.8449,44.219027,59.313,0.0731,0.682,6.131,265.4431,0.12568,0.0299,0.037,0,NA
2018-09-10T17:24:46Z,7.3,12.2517,0.6672,22.8718,44.236625,59.353,0.0694,0.648,6.12,265.746,0.12572,0.0299,0.063,0,NA
2018-09-10T17:24:46Z,7.6,12.2493,0.7521,22.912,44.640457,59.92,0.0696,0.649,6.119,266.3517,0.12566,0.0302,0.049,0,NA
2018-09-10T17:24:46Z,8,12.2574,0.6713,22.2272,44.482024,59.727,0.0706,0.659,6.111,265.9731,0.12566,0.0301,0.03,0,NA
2018-09-10T17:24:46Z,8.3,12.2594,0.6551,22.5092,44.41063,59.571,0.0667,0.623,6.098,266.4274,0.12565,0.03,0.025,0,NA
2018-09-10T17:24:46Z,8.6,12.2575,0.8654,22.3749,44.537389,59.779,0.068,0.635,6.104,268.2067,0.12558,0.0301,0.035,0,NA
2018-09-10T17:24:46Z,9,12.2505,0.6551,21.8109,44.568791,59.84,0.0683,0.638,6.106,265.9731,0.1258,0.0301,0.035,0,NA
2018-09-10T17:24:46Z,9.3,12.2504,0.6834,21.5558,44.829646,60.18,0.0661,0.616,6.094,265.2917,0.12557,0.0303,0.049,0,NA
2018-09-12T20:26:48Z,0.1,24.3203,2.2784,1.9671,37.463,36.940711,8.2141,98.134,8.116,221.6896,916.06,2.001151796699304,0.064,0,NA
2018-09-12T20:26:48Z,0.3,24.4697,3.368,1.9385,37.697,37.276122,6.4337,77.062,8.394,219.4299,421.54,2.0078639165143706,0.044,0,NA
2018-09-12T20:26:48Z,0.6,23.9761,3.8923,1.8881,36.481,35.663882,9.0494,107.262,8.415,226.632,241.93,1.9602587611733682,0.045,0,NA
2018-09-12T20:26:48Z,1,23.7735,3.8766,1.9182,36.455,35.5583,8.7441,103.431,8.282,227.7967,156.86,1.9674929925111693,0.036,0,NA
2018-09-12T20:26:48Z,1.3,23.6507,4.3347,1.9274,36.828,35.842075,8.2545,97.44,8.109,232.687,106.25,1.9942086173934455,0.035,0,NA
2018-09-12T20:26:48Z,1.6,23.3807,5.14,1.9025,39.193,37.892593,7.1278,83.635,7.861,238.473,95.66,2.1430133979818256,0.039,0,NA
2018-09-12T20:26:48Z,2,23.0814,6.1681,2.2903,41.388,39.748635,4.0943,47.75,7.549,243.6799,57.249,2.285745604913219,0.054,0,NA
2018-09-12T20:26:48Z,2.3,22.6974,4.9512,2.6456,44.828,42.723533,1.9333,22.392,7.17,248.7634,33.86,2.509533936353646,0.033,0,NA
2018-09-12T20:26:48Z,2.6,22.0216,3.8174,3.1076,43.454,40.811098,0.3702,4.23,6.858,252.8126,21.497,2.464991747369158,0.035,0,NA
2018-09-12T20:26:48Z,3,21.057,10.4262,3.5266,48.918,44.922311,0.0883,0.989,6.643,254.4796,13.749,2.8581494878434857,0.066,0,NA
2018-09-12T20:26:48Z,3.3,20.2288,20.5904,2.982,54.55,48.970733,0.0946,1.038,6.528,195.1774,8.1345,3.272216961048496,0.056,0,NA
2018-09-12T20:26:48Z,3.6,18.4313,9.075,1.9435,55.64,47.998845,0.1063,1.126,6.446,147.3327,4.5258,3.4868681846846097,0.051,0,NA
2018-09-12T20:26:48Z,4,16.5377,5.4317,3.1614,61.016,50.602818,0.0921,0.943,6.381,132.3118,3.122,4.029222938864114,0.036,0,NA
2018-09-12T20:26:48Z,4.3,15.1265,3.7992,5.4364,66.045,52.898058,0.0877,0.871,6.337,128.1098,2.2054,4.542863225028964,0.041,0,NA
2018-09-12T20:26:48Z,4.6,14.0202,2.545,4.5705,76.665,59.587893,0.0809,0.783,6.354,118.8354,1.4715,5.482726309728859,0.036,0,NA
2018-09-12T20:26:48Z,5,13.1156,2.4714,3.3605,75.181,57.207911,0.076,0.722,6.378,108.3182,0.99284,5.496396119782335,0.032,0,NA
2018-09-12T20:26:48Z,5.3,12.6265,2.0782,4.3342,68.223,51.312418,0.072,0.677,6.377,100.0202,0.77634,5.016808031859775,0.036,0,NA
2018-09-12T20:26:48Z,5.6,12.4038,1.3048,8.5276,66.177,49.470779,0.0736,0.689,6.315,97.2474,0.57699,4.884407259377493,0.035,0,NA
2018-09-12T20:26:48Z,6,12.3071,0.7666,12.2345,65.128,48.597229,0.0713,0.666,6.255,100.7233,0.42177,4.813816124127466,0.04,0,NA
2018-09-12T20:26:48Z,6.3,12.2903,0.6822,12.8429,64.854,48.372929,0.0621,0.58,6.226,103.8611,0.23147,4.7942445090239785,0.031,0,NA
2018-09-12T20:26:48Z,6.6,12.26,0.7822,13.2085,64.572,48.127001,0.064,0.598,6.202,106.0399,0.13,4.775737414531074,0.048,0,NA
2018-09-12T20:26:48Z,7,12.255,0.6932,13.6888,65.06,48.478087,0.0638,0.595,6.187,107.3317,0.12557,4.815006221596497,0.048,0,NA
2018-09-12T20:26:48Z,7.3,12.2525,0.6667,13.4398,67.99,50.660187,0.0629,0.587,6.188,108.6626,0.12547,5.04794684805159,0.05,0,NA
2018-09-12T20:26:48Z,7.6,12.2355,0.7094,12.6227,68.736,51.192418,0.0638,0.596,6.187,109.1006,0.12549,5.1095967583311515,0.037,0,NA
2018-09-12T20:26:48Z,8,12.2276,0.7274,12.1749,71.274,53.079869,0.0617,0.576,6.188,109.9802,0.12549,5.313179993487698,0.06,0,NA
2018-09-12T20:26:48Z,8.3,12.2172,0.8427,10.4574,76.43,56.89293,0.0593,0.553,6.196,106.9742,0.12544,5.728106321612744,0.048,0,NA
2018-09-12T20:26:48Z,8.6,12.2145,0.8687,10.1146,87.693,65.264637,0.0594,0.554,6.227,103.6474,0.1255,6.640198892771716,0.066,0,NA
2018-09-12T20:26:48Z,9,12.1695,1.2373,7.7944,94.598,70.324467,0.0634,0.591,6.287,96.4871,0.1255,7.213057801852088,0.066,0,NA
2018-09-12T20:26:48Z,9.3,12.1694,1.5946,5.5228,96.293,71.579269,0.0579,0.54,6.352,83.5288,0.1256,7.352313675161219,0.023,0,NA
2018-09-17T17:52:17Z,0.1,22.8417,5.5184,2.7232,36.809,35.22447,6.0098,69.861,7.347,213.1094,182.28,2.029168581528047,0.065,0,NA
2018-09-17T17:52:17Z,0.3,22.6444,4.8907,2.9179,36.245,34.53414,7.1564,82.861,7.315,217.3712,132.39,2.005023305754188,0.055,0,NA
2018-09-17T17:52:17Z,0.6,22.6039,4.7806,2.8604,36.19,34.450529,6.8106,78.792,7.241,221.7637,90.807,2.0036041828625626,0.074,0,NA
2018-09-17T17:52:17Z,1,22.5649,4.8154,2.9045,36.179,34.415559,6.7238,77.737,7.173,222.4155,59.343,2.00469903114937,0.036,0,NA
2018-09-17T17:52:17Z,1.3,22.4527,4.3497,3.5019,36.437,34.585785,6.2902,72.582,7.099,224.3001,40.036,2.024931595204664,0.032,0,NA
2018-09-17T17:52:17Z,1.6,22.404,4.4742,3.7688,36.676,34.772839,5.94,68.469,6.996,227.272,25.591,2.04123714909731,0.044,0,NA
2018-09-17T17:52:17Z,2,22.3991,4.7205,3.5758,36.93,35.010566,5.5927,64.461,6.941,229.8374,16.378,2.056448690300064,0.03,0,NA
2018-09-17T17:52:17Z,2.3,22.1865,4.8141,3.9362,37.888,35.739223,4.4521,51.082,6.859,232.6023,9.8909,2.1231852377877307,0.041,0,NA
2018-09-17T17:52:17Z,2.6,22.0942,4.6201,4.1653,37.67,35.471906,4.3204,49.493,6.743,236.1199,5.7208,2.1146128009626413,0.066,0,NA
2018-09-17T17:52:17Z,3,22.0024,4.0339,4.177,37.898,35.632596,4.0801,46.677,6.71,238.2467,3.252,2.1325966088727735,0.018,0,NA
2018-09-17T17:52:17Z,3.3,21.8165,3.0767,5.3082,38.767,36.255045,3.6345,41.377,6.641,242.4158,1.7635,2.1937130346199054,0.052,0,NA
2018-09-17T17:52:17Z,3.6,21.5502,2.4216,6.4402,40.032,37.221419,3.1572,35.757,6.558,244.9922,0.94573,2.2835265639649096,0.072,0,NA
2018-09-17T17:52:17Z,4,21.1957,2.3592,6.4984,53.556,49.216116,1.3555,15.192,6.485,245.4317,0.49952,3.1377792303607266,0.055,0,NA
2018-09-17T17:52:17Z,4.3,19.9634,5.2246,5.4895,58.313,51.996713,0.1418,1.547,6.337,227.6052,0.29778,3.5354813079979275,0.068,0,NA
2018-09-17T17:52:17Z,4.6,18.9808,9.1285,3.7829,59.042,51.763572,0.1116,1.2,6.31,208.0457,0.19174,3.666603215619412,0.05,0,NA
2018-09-17T17:52:17Z,5,17.4184,3.7774,3.8628,62.673,52.996868,0.1086,1.13,6.267,193.703,0.13652,4.057715202898641,0.055,0,NA
2018-09-17T17:52:17Z,5.3,16.6233,3.4469,4.153,63.975,53.152123,0.0991,1.015,6.25,184.2267,0.12552,4.229545190637019,0.05,0,NA
2018-09-17T17:52:17Z,5.6,15.989,3.2492,3.2573,66.697,54.639219,0.0954,0.966,6.254,175.7442,0.12552,4.492512996370846,0.053,0,NA
2018-09-17T17:52:17Z,6,15.4742,3.2464,2.9218,69.07,55.831881,0.0862,0.863,6.261,165.3977,0.12548,4.724371097441274,0.054,0,NA
2018-09-17T17:52:17Z,6.3,14.6849,3.1102,2.4475,73.331,58.016998,0.0835,0.821,6.277,154.2726,0.12544,5.139018774517603,0.058,0,NA
2018-09-17T17:52:17Z,6.6,14.0884,3.112,1.5195,77.92,60.832032,0.0824,0.801,6.293,148.0245,0.12561,5.569177417334333,0.049,0,NA
2018-09-17T17:52:17Z,7,13.8652,3.0164,1.0348,86.374,67.071098,0.0771,0.745,6.315,139.8428,0.12542,6.256650208642773,0.058,0,NA
2018-09-17T17:52:17Z,7.3,13.6801,3.4248,1.0472,87.175,67.373859,0.0736,0.709,6.359,125.7845,0.12539,6.349356537238569,0.052,0,NA
2018-09-17T17:52:17Z,7.6,13.5599,3.187,1.0697,91.886,70.798828,0.0748,0.718,6.372,114.4847,0.12557,6.740137040196028,0.091,0,NA
2018-09-17T17:52:17Z,8,13.457,3.0536,1.2374,96.7,74.309809,0.0705,0.676,6.402,101.1169,0.12551,7.140068079605014,0.063,0,NA
2018-09-17T17:52:17Z,8.3,13.3183,3.1309,1.2717,95.955,73.54019,0.0705,0.675,6.417,93.9742,0.12537,7.106441436976121,0.073,0,NA
2018-09-17T17:52:17Z,8.6,13.1814,3.042,1.4722,91.917,70.121572,0.0766,0.73,6.436,84.8378,0.12556,6.809292211423222,0.064,0,NA
2018-09-17T17:52:17Z,9,13.0473,2.8829,1.4201,93.214,70.777696,0.0699,0.663,6.433,78.3898,0.12546,6.9370177817791685,0.055,0,NA
2018-09-17T17:52:17Z,9.3,12.9026,2.6811,1.2729,95.318,72.259278,0.0679,0.643,6.429,72.5663,0.12553,7.132722402554934,0.001,0,NA
2018-09-21T20:01:59Z,0.1,24.7236,3.1783,0.9708,36.91577,37.08,8.5969,103.19,7.975,195.2558,803.79,0.0244,0.054,0,NA
2018-09-21T20:01:59Z,0.3,24.4212,3.3643,1.3602,36.73864,37.136,8.5272,101.988,7.992,195.3693,682.02,0.0244,0.067,0,NA
2018-09-21T20:01:59Z,0.6,24.24,3.3724,1.1991,36.60614,37.131,8.7669,104.016,7.846,203.7358,474.91,0.0243,0.063,0,NA
2018-09-21T20:01:59Z,1,23.8721,4.258,1.2796,36.061085,36.864,8.8006,104.151,7.815,208.3922,306.7,0.0241,0.058,0,NA
2018-09-21T20:01:59Z,1.3,23.5552,4.5289,1.1185,35.858222,36.868,8.7519,102.767,7.765,211.8751,239.32,0.0241,0.087,0,NA
2018-09-21T20:01:59Z,1.6,23.2568,4.7998,1.2125,35.543652,36.774,8.6331,100.985,7.736,211.9887,176.15,0.0239,0.059,0,NA
2018-09-21T20:01:59Z,2,22.9537,6.2677,0.9439,35.350933,36.85,8.4107,97.812,7.707,218.538,118.72,0.0239,0.029,0,NA
2018-09-21T20:01:59Z,2.3,22.6989,6.1545,1.2528,35.193392,36.831,7.2037,83.282,7.598,221.188,91.617,0.0238,0.053,0,NA
2018-09-21T20:01:59Z,2.6,22.4375,4.1609,1.1185,35.358615,37.214,4.7613,54.625,7.467,223.0051,66.725,0.0239,0.064,0,NA
2018-09-21T20:01:59Z,3,21.9539,4.2135,1.2125,35.366335,37.606,2.5883,29.467,7.259,229.8951,48.97,0.0239,0.054,0,NA
2018-09-21T20:01:59Z,3.3,21.7627,3.1015,1.2931,35.495234,37.908,2.003,22.744,6.865,233.378,35.419,0.024,0.007,0,NA
2018-09-21T20:01:59Z,3.6,21.3995,3.1945,1.4676,35.843834,38.598,0.4861,5.477,6.708,237.2773,25.323,0.0241,0.044,0,NA
2018-09-21T20:01:59Z,4,21.0497,2.8548,1.7228,37.531077,40.752,0.1306,1.459,6.584,238.6023,17.524,0.0249,0.038,0,NA
2018-09-21T20:01:59Z,4.3,20.0944,5.1476,2.2196,51.833751,57.211,0.1144,1.248,6.473,237.2394,11.97,0.0317,0.064,0,NA
