Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR_umolm2s,Desc_rate,Flag,Reservoir,Site
2023-07-03T08:54:25Z,-0.086,25.7975,3.5381,29.0685,49.399,50.197812,13.5131,165.469,9.832,166.6593,611.83,0.001,0,FCR,50
2023-07-03T08:54:25Z,-0.086,25.8039,3.5426,29.1459,49.407,50.200668,13.5057,165.219,9.833,165.9184,592.99,0.001,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.8091,3.5467,29.484,49.448,50.239937,13.5183,165.156,9.834,164.7657,578.69,0.001,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.8098,3.5461,30.0133,49.438,50.228144,13.5049,165.219,9.835,164.1652,564.57,0.001,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.8027,3.5344,30.2505,49.398,50.185061,13.466,165.365,9.837,165.6269,545.74,0.001,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.7952,3.5313,30.2345,49.38,50.163483,13.4459,165.44,9.838,168.6734,529.89,0.001,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.7926,3.5337,30.2301,49.38,50.15772,13.4463,165.335,9.84,169.7678,513.73,0,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.7939,3.5377,30.4363,49.41,50.178872,13.4491,165.221,9.842,168.878,496.23,1.0769e-7,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.7907,3.5472,30.8484,49.469,50.228729,13.4664,165.15,9.843,169.1855,485.31,0,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.7872,3.5484,31.0796,49.499,50.252577,13.4835,165.074,9.843,171.5072,480.13,0,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.7831,3.5433,31.0451,49.462,50.213224,13.4617,165.096,9.843,172.7726,483.7,0,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.7712,3.5353,30.8072,49.38,50.133873,13.4567,165.275,9.844,171.9234,486.16,0.001,0,FCR,50
2023-07-03T08:54:25Z,-0.085,25.7616,3.535,30.4925,49.3,50.055087,13.4582,165.523,9.843,170.8769,471.83,0.004,0,FCR,50
2023-07-03T08:54:25Z,-0.084,25.753,3.5484,30.3826,49.206,49.959072,13.4473,165.77,9.829,171.2183,453.58,0.008,0,FCR,50
2023-07-03T08:54:25Z,-0.083,25.75,3.5557,30.4349,49.113,49.861857,13.4481,166.01,9.804,172.6091,446.07,0.011,0,FCR,50
2023-07-03T08:54:25Z,-0.08,25.7577,3.5482,30.9197,49.089,49.832067,13.4644,166.189,9.785,173.4111,442.88,0.013,0,FCR,50
2023-07-03T08:54:25Z,-0.073,25.762,3.5331,31.8373,49.122,49.852849,13.4876,166.34,9.779,173.2567,433.27,0.013,0,FCR,50
2023-07-03T08:54:25Z,-0.066,25.7588,3.5231,32.3411,49.147,49.85914,13.5043,166.464,9.778,172.3775,420.62,0.013,0,FCR,50
2023-07-03T08:54:25Z,-0.063,25.757,3.5353,32.4,49.211,49.908098,13.5305,166.457,9.781,171.5566,421.67,0.011,0,FCR,50
2023-07-03T08:54:25Z,-0.063,25.7546,3.5727,32.2414,49.307,50.000319,13.5423,166.355,9.787,171.6775,450.16,0.008,0,FCR,50
2023-07-03T08:54:25Z,-0.062,25.7411,3.6005,31.79,49.265,49.958279,13.5557,166.274,9.794,172.032,503.48,0.004,0,FCR,50
2023-07-03T08:54:25Z,-0.062,25.7166,3.597,31.4507,49.091,49.780755,13.5803,166.324,9.799,171.9717,560.4,0.002,0,FCR,50
2023-07-03T08:54:25Z,-0.062,25.698,3.5887,31.3844,48.96,49.631703,13.5799,166.545,9.807,171.1199,603.03,0.001,0,FCR,50
2023-07-03T08:54:25Z,-0.061,25.6948,3.6079,31.5348,48.862,49.48943,13.5696,166.83,9.819,169.9064,622.33,0.002,0,FCR,50
2023-07-03T08:54:25Z,-0.061,25.6983,3.6542,31.8346,48.45,49.012862,13.5588,167.009,9.822,169.5176,617.73,0.005,0,FCR,50
2023-07-03T08:54:25Z,-0.061,25.7008,3.6827,31.9686,47.754,48.250259,13.5593,166.957,9.812,169.516,605.57,0.01,0,FCR,50
2023-07-03T08:54:25Z,-0.061,25.6922,3.6783,31.9605,47.271,47.697017,13.5843,166.648,9.807,168.8555,598.22,0.015,0,FCR,50
2023-07-03T08:54:25Z,-0.057,25.6438,3.6755,31.9752,46.934,47.275646,13.6247,166.057,9.812,167.6401,600.04,0.02,0,FCR,50
2023-07-03T08:54:25Z,-0.047,25.5694,3.757,31.9081,46.586,46.837529,13.6621,165.159,9.817,167.0382,599.12,0.025,0,FCR,50
2023-07-03T08:54:25Z,-0.037,25.5155,3.9146,31.7629,46.361,46.526134,13.6715,164.192,9.822,167.1698,570.48,0.028,0,FCR,50
2023-07-03T08:54:25Z,-0.029,25.4529,3.9991,31.6541,46.281,46.367221,13.6605,163.409,9.825,167.2526,525.85,0.029,0,FCR,50
2023-07-03T08:54:25Z,-0.021,25.3597,4.013,31.6524,46.363,46.376096,13.6411,162.701,9.827,167.4372,500.57,0.027,0,FCR,50
2023-07-03T08:54:25Z,-0.015,25.2605,4.041,31.8792,46.554,46.506375,13.5836,161.974,9.83,168.1109,496.33,0.022,0,FCR,50
2023-07-03T08:54:25Z,-0.01,25.1703,4.0633,32.244,46.756,46.672675,13.5112,161.289,9.835,169.0315,505.53,0.017,0,FCR,50
2023-07-03T08:54:25Z,-0.005,25.087,4.0655,32.4427,46.955,46.863166,13.4797,160.779,9.838,169.7059,521.73,0.012,0,FCR,50
2023-07-03T08:54:25Z,-0.004,25.0044,4.076,32.402,47.169,47.095528,13.4429,160.613,9.841,170.1558,540.87,0.008,0,FCR,50
2023-07-03T08:54:25Z,-0.004,24.9337,4.074,31.8884,47.358,47.323712,13.3964,160.72,9.844,170.5133,554.89,0.004,0,FCR,50
2023-07-03T08:54:25Z,-0.004,24.8932,4.0336,31.0153,47.456,47.463689,13.3491,160.863,9.849,170.7602,554.57,0.003,0,FCR,50
