"Date","Depth_m","Temp_C","Chla_ugL","Turb_NTU","Cond_uScm","Spec_Cond_uScm","DO_mgL","DO_pSat","pH","ORP_mV","PAR","Salinity","Descent.Rate..m.s.","Flag"
"2022-06-20T08:39:46Z","0.39","23.66","1.8539","14.1202","29.081","27.969446","6.0438","84.974","9.776","132.472","118.49","1.55287757580834","0.014","0"
"2022-06-20T08:39:46Z","0.39","23.4148","1.8868","13.9622","29.126","27.99575","6.2086","88.195","9.777","132.2801","117.79","1.56382785757668","0.011","0"
"2022-06-20T08:39:46Z","0.396","23.2222","1.8978","13.8302","29.155","28.020981","6.5554","90.615","9.778","131.9153","114.78","1.57214131898025","0.007","0"
"2022-06-20T08:39:46Z","0.406","23.129","1.8951","13.8221","29.149","28.020969","6.944","92.262","9.78","131.9326","113.26","1.57504268584074","0.004","0"
"2022-06-20T08:39:46Z","0.41","23.0733","1.8958","13.8297","29.118","27.995623","7.3021","93.128","9.78","132.146","116.46","1.57521433433625","0.002","0"
"2022-06-20T08:39:46Z","0.405","23.0457","1.8408","13.6833","29.091","27.968078","7.5823","93.285","9.78","132.2585","121.67","1.57463388041893","-0.001","0"
"2022-06-20T08:39:46Z","0.396","23.0429","1.7288","13.3838","29.068","27.941468","7.7874","92.98","9.781","132.3458","124.7","1.57341632868982","-0.004","0"
"2022-06-20T08:39:46Z","0.394","23.0613","1.6657","13.1804","29.058","27.927412","7.9282","92.524","9.782","132.5133","125.48","1.57220323805561","-0.002","0"
"2022-06-20T08:39:46Z","0.395","23.0723","1.66","13.1374","29.064","27.924899","7.9991","92.114","9.782","132.7352","126.46","1.57216301565636","0.005","0"
"2022-06-20T08:39:46Z","0.395","23.0657","1.6771","13.3419","29.059","27.911071","8.0056","91.787","9.782","132.9638","127.44","1.57210710899085","0.015","0"
"2022-06-20T08:39:46Z","0.399","23.0572","1.7139","13.7392","29.041","27.886973","7.9693","91.493","9.782","133.2122","125.89","1.57137406428118","0.023","0"
"2022-06-20T08:39:46Z","0.409","23.0524","1.7301","13.9109","29.047","27.887067","7.9255","91.208","9.781","133.5015","122.2","1.57188410039763","0.028","0"
"2022-06-20T08:39:46Z","0.421","23.0364","1.7227","13.9154","29.078","27.912194","7.892","90.962","9.78","133.7947","118.15","1.57421456527558","0.032","0"
"2022-06-20T08:39:46Z","0.432","23.0171","1.7332","14.0664","29.104","27.937235","7.8692","90.767","9.779","134.0894","115.33","1.57637598208902","0.034","0"
"2022-06-20T08:39:46Z","0.44","23.0066","1.7651","14.2681","29.096","27.936289","7.8471","90.628","9.777","134.3118","113.5","1.57628497219594","0.035","0"
"2022-06-20T08:39:46Z","0.446","22.9993","1.7844","14.3384","29.054","27.90077","7.8209","90.527","9.776","134.3323","111.38","1.57413561203198","0.034","0"
"2022-06-20T08:39:46Z","0.453","22.9862","1.7831","14.336","29.042","27.888105","7.8028","90.434","9.775","134.3374","109","1.57390578083285","0.034","0"
"2022-06-20T08:39:46Z","0.463","22.984","1.7744","14.2394","29.067","27.909916","7.7854","90.355","9.774","134.6321","106.8","1.57541407763797","0.034","0"
"2022-06-20T08:39:46Z","0.473","23.0038","1.7705","14.0242","29.067","27.910945","7.7711","90.303","9.774","134.7972","105.36","1.57472220050115","0.034","0"
"2022-06-20T08:39:46Z","0.482","23.0168","1.7789","13.8854","29.052","27.900543","7.7626","90.281","9.775","134.6994","104.07","1.57340986501607","0.033","0"
"2022-06-20T08:39:46Z","0.491","23.0078","1.7836","13.8934","29.061","27.910922","7.7545","90.277","9.776","134.7395","102.4","1.57423883605552","0.032","0"
"2022-06-20T08:39:46Z","0.5","22.9994","1.8024","14.0864","29.059","27.909662","7.7492","90.274","9.775","134.9387","101.4","1.57441741333206","0.03","0"
"2022-06-20T08:39:46Z","0.507","23.0063","1.8558","14.4084","29.033","27.885315","7.7431","90.27","9.774","135.3014","101.05","1.57268829022797","0.028","0"
"2022-06-20T08:39:46Z","0.512","23.0149","1.8972","14.6112","29.018","27.87009","7.7406","90.273","9.773","135.6824","100.32","1.57153003331341","0.026","0"
"2022-06-20T08:39:46Z","0.518","23.0156","1.9038","14.6257","29.006","27.85236","7.7409","90.301","9.773","135.9321","99.002","1.57081890571272","0.024","0"
"2022-06-20T08:39:46Z","0.524","23.0163","1.8934","14.6177","28.959","27.7977","7.7403","90.346","9.772","135.9118","97.491","1.56810531929187","0.022","0"
"2022-06-20T08:39:46Z","0.53","23.0197","1.8958","15.0946","28.887","27.716269","7.7396","90.366","9.772","135.6087","95.857","1.56386847964591","0.022","0"
"2022-06-20T08:39:46Z","0.537","23.0188","1.9164","15.9859","28.811","27.628399","7.7391","90.347","9.773","135.6228","94.181","1.55955293772178","0.022","0"
"2022-06-20T08:39:46Z","0.542","23.0073","1.9181","16.4439","28.757","27.559255","7.7427","90.275","9.773","135.9961","92.828","1.55686183071837","0.022","0"
"2022-06-20T08:39:46Z","0.546","22.9899","1.9076","16.4312","28.795","27.577467","7.7518","90.091","9.772","136.0781","91.7","1.55963691738017","0.022","0"
"2022-06-20T08:39:46Z","0.551","22.9708","1.8891","16.1054","28.89","27.658414","7.7561","89.752","9.771","135.8399","90.42","1.56573684388025","0.021","0"
"2022-06-20T08:39:46Z","0.556","22.9435","1.8611","15.5789","28.944","27.713958","7.7584","89.302","9.771","135.6975","88.901","1.56977970671126","0.021","0"
"2022-06-20T08:39:46Z","0.564","22.9145","1.8521","15.3594","28.963","27.741969","7.7587","88.882","9.772","135.8194","87.855","1.5718800118773","0.02","0"
"2022-06-20T08:39:46Z","0.57","22.8759","1.8473","15.2971","28.953","27.74356","7.7509","88.645","9.773","136.0226","87.631","1.57265427580643","0.019","0"
"2022-06-20T08:39:46Z","0.573","22.8507","1.8189","14.8258","28.934","27.733214","7.7238","88.638","9.773","136.176","87.631","1.5724441944256","0.019","0"
"2022-06-20T08:39:46Z","0.576","22.8662","1.7837","14.0671","28.942","27.743664","7.6783","88.784","9.772","136.2975","87.463","1.57236176828302","0.019","0"
"2022-06-20T08:39:46Z","0.58","22.8885","1.7798","13.6726","28.942","27.743137","7.6332","88.992","9.771","136.4586","87.112","1.57158282581854","0.02","0"
"2022-06-20T08:39:46Z","0.585","22.907","1.7973","13.6772","28.927","27.726848","7.6082","89.195","9.771","136.6615","86.268","1.57007691136732","0.021","0"
"2022-06-20T08:39:46Z","0.591","22.923","1.8038","13.7467","28.879","27.67348","7.6097","89.382","9.771","136.7716","84.728","1.56676759545721","0.022","0"
"2022-06-20T08:39:46Z","0.599","22.9259","1.8088","13.8297","28.754","27.541554","7.6234","89.545","9.771","136.9296","83.093","1.55950315997499","0.023","0"
"2022-06-20T08:39:46Z","0.606","22.9246","1.8242","13.8956","28.627","27.399414","7.645","89.642","9.771","137.0233","81.914","1.55227209608859","0.024","0"
"2022-06-20T08:39:46Z","0.611","22.923","1.84","13.9276","28.544","27.285934","7.6616","89.603","9.772","136.9583","80.997","1.54757308190166","0.025","0"
"2022-06-20T08:39:46Z","0.616","22.9085","1.8493","14.0464","28.476","27.183574","7.6801","89.365","9.773","137.0029","79.751","1.54417585673158","0.026","0"
"2022-06-20T08:39:46Z","0.622","22.8917","1.8541","14.2392","28.436","27.112484","7.6979","88.911","9.774","137.0466","78.214","1.54245994686674","0.027","0"
"2022-06-20T08:39:46Z","0.629","22.8621","1.8479","14.3118","28.409","27.060185","7.7125","88.255","9.774","137.2293","76.599","1.54192642866838","0.03","0"
"2022-06-20T08:39:46Z","0.638","22.7916","1.8417","14.343","28.363","26.994882","7.7225","87.452","9.773","137.5773","74.712","1.54170363166433","0.033","0"
"2022-06-20T08:39:46Z","0.648","22.7178","1.8456","14.4111","28.34","26.956714","7.7121","86.587","9.773","137.641","72.828","1.54291502038114","0.034","0"
"2022-06-20T08:39:46Z","0.658","22.6635","1.8362","14.2472","28.379","26.978976","7.6816","85.756","9.773","137.4825","71.204","1.54702804321162","0.033","0"
"2022-06-20T08:39:46Z","0.667","22.6158","1.8026","13.864","28.424","27.010488","7.6292","85.006","9.773","137.3818","69.749","1.55126819420562","0.031","0"
"2022-06-20T08:39:46Z","0.676","22.5822","1.7728","13.6727","28.439","27.020797","7.5631","84.364","9.773","137.3698","68.714","1.55329675122798","0.028","0"
"2022-06-20T08:39:46Z","0.681","22.5542","1.7759","13.7101","28.455","27.040239","7.4881","83.896","9.772","137.3374","68.153","1.55519149998321","0.025","0"
"2022-06-20T08:39:46Z","0.685","22.5259","1.7979","13.7699","28.464","27.055407","7.4192","83.662","9.772","137.4202","67.496","1.55669452401959","0.022","0"
"2022-06-20T08:39:46Z","0.69","22.5054","1.8145","13.8152","28.42","27.014053","7.3574","83.639","9.772","137.5977","66.559","1.55486440623583","0.022","0"
"2022-06-20T08:39:46Z","0.695","22.4952","1.8261","13.8474","28.332","26.920538","7.3004","83.708","9.772","137.5907","65.644","1.55013218475857","0.022","0"
"2022-06-20T08:39:46Z","0.7","22.5058","1.8391","13.8868","28.24","26.812066","7.2562","83.767","9.772","137.5928","64.574","1.54444976993691","0.023","0"
"2022-06-20T08:39:46Z","0.706","22.5243","1.8462","13.9151","28.165","26.716631","7.2333","83.768","9.771","137.7092","63.173","1.53948119103742","0.026","0"
"2022-06-20T08:39:46Z","0.713","22.5294","1.8372","13.8825","28.122","26.653958","7.2362","83.689","9.771","137.7928","61.663","1.53682362784518","0.029","0"
"2022-06-20T08:39:46Z","0.721","22.5108","1.8295","13.8344","28.107","26.624693","7.2475","83.519","9.772","137.8298","59.949","1.53659594710475","0.031","0"
"2022-06-20T08:39:46Z","0.729","22.4678","1.8367","13.8802","28.108","26.616302","7.2598","83.229","9.772","137.7271","58.034","1.53813073221303","0.033","0"
"2022-06-20T08:39:46Z","0.739","22.4205","1.8331","14.1284","28.113","26.615874","7.2671","82.79","9.771","137.4976","56.262","1.54004755593975","0.034","0"
"2022-06-20T08:39:46Z","0.748","22.3807","1.8029","14.4444","28.118","26.619508","7.2657","82.27","9.768","137.2913","54.592","1.54170910501298","0.034","0"
"2022-06-20T08:39:46Z","0.756","22.353","1.7701","14.5581","28.16","26.660246","7.2556","81.772","9.766","137.1252","52.926","1.54509935724935","0.034","0"
"2022-06-20T08:39:46Z","0.766","22.3381","1.7612","14.5465","28.229","26.728132","7.2349","81.328","9.765","137.0384","51.336","1.54961550922492","0.033","0"
"2022-06-20T08:39:46Z","0.775","22.3293","1.7796","14.5775","28.241","26.743113","7.1953","80.996","9.764","137.0157","49.861","1.55061682183348","0.032","0"
"2022-06-20T08:39:46Z","0.782","22.3283","1.8001","14.6254","28.208","26.714627","7.1452","80.866","9.762","137.1089","48.606","1.54873750238053","0.031","0"
"2022-06-20T08:39:46Z","0.789","22.3296","1.7931","14.6129","28.193","26.700621","7.1028","80.961","9.76","137.305","47.425","1.54782241352108","0.031","0"
"2022-06-20T08:39:46Z","0.797","22.3327","1.7707","14.5637","28.192","26.700533","7.0621","81.214","9.758","137.4082","46.187","1.54765681187145","0.032","0"
"2022-06-20T08:39:46Z","0.805","22.3449","1.7703","14.5429","28.202","26.713558","7.0272","81.493","9.756","137.4964","44.958","1.54781356600547","0.033","0"
"2022-06-20T08:39:46Z","0.813","22.3508","1.8043","14.5669","28.217","26.731356","7.0149","81.683","9.753","137.5113","43.639","1.548478438669","0.035","0"
"2022-06-20T08:39:46Z","0.822","22.3474","1.8405","14.6141","28.209","26.725577","7.0257","81.765","9.748","137.4162","42.141","1.54813242796409","0.037","0"
"2022-06-20T08:39:46Z","0.832","22.3494","1.8504","14.6017","28.19","26.707074","7.0518","81.789","9.745","137.4644","40.595","1.54696154485954","0.039","0"
"2022-06-20T08:39:46Z","0.843","22.3562","1.8407","14.5536","28.184","26.697775","7.0796","81.784","9.742","137.4924","39.119","1.54637808459001","0.04","0"
"2022-06-20T08:39:46Z","0.854","22.362","1.823","14.6121","28.165","26.676527","7.0955","81.758","9.737","137.4094","37.696","1.5450761300128","0.042","0"
"2022-06-20T08:39:46Z","0.864","22.3665","1.803","14.729","28.13","26.640308","7.0997","81.756","9.732","137.4083","36.346","1.54289253292202","0.042","0"
"2022-06-20T08:39:46Z","0.875","22.3648","1.7814","14.772","28.133","26.640147","7.1005","81.768","9.727","137.4791","35.086","1.54312488044234","0.041","0"
"2022-06-20T08:39:46Z","0.885","22.3582","1.7695","14.7904","28.172","26.674577","7.1031","81.758","9.724","137.7489","33.872","1.54561272677366","0.039","0"
"2022-06-20T08:39:46Z","0.896","22.3522","1.7926","14.8147","28.176","26.676292","7.0977","81.768","9.721","138.175","32.757","1.54605204813444","0.037","0"
"2022-06-20T08:39:46Z","0.906","22.3461","1.8362","14.8265","28.162","26.660887","7.099","81.794","9.718","138.5017","31.841","1.54545156631833","0.035","0"
"2022-06-20T08:39:46Z","0.914","22.3406","1.8475","14.831","28.181","26.678457","7.1047","81.793","9.714","138.6873","31.066","1.54674331022965","0.032","0"
"2022-06-20T08:39:46Z","0.921","22.3369","1.837","14.7998","28.199","26.698581","7.0996","81.781","9.712","138.6983","30.336","1.54791504174432","0.028","0"
"2022-06-20T08:39:46Z","0.928","22.3334","1.8434","14.7228","28.213","26.714064","7.1021","81.797","9.709","138.6353","29.67","1.54884813190625","0.025","0"
"2022-06-20T08:39:46Z","0.934","22.3274","1.8499","14.6506","28.237","26.738896","7.1077","81.845","9.707","138.6135","29.115","1.55044818971716","0.023","0"
"2022-06-20T08:39:46Z","0.939","22.3273","1.8491","14.6446","28.239","26.745299","7.1064","81.9","9.705","138.6069","28.644","1.5505675803814","0.021","0"
"2022-06-20T08:39:46Z","0.943","22.3344","1.8419","14.6505","28.216","26.728109","7.1027","81.94","9.703","138.641","28.179","1.54898713331256","0.021","0"
"2022-06-20T08:39:46Z","0.948","22.3374","1.8295","14.6875","28.205","26.721203","7.1036","81.955","9.702","138.767","27.692","1.54824517960509","0.022","0"
"2022-06-20T08:39:46Z","0.953","22.3408","1.8396","14.8526","28.209","26.725184","7.1086","81.956","9.699","138.927","27.194","1.54835911113007","0.022","0"
"2022-06-20T08:39:46Z","0.959","22.35","1.8571","15.0081","28.199","26.712872","7.1126","81.983","9.697","139.0267","26.632","1.547460357311","0.023","0"
"2022-06-20T08:39:46Z","0.966","22.3593","1.8496","15.0304","28.19","26.699095","7.1153","82.039","9.696","139.2835","26.022","1.54661642569343","0.024","0"
"2022-06-20T08:39:46Z","0.973","22.366","1.8316","14.985","28.18","26.685361","7.1157","82.084","9.694","139.7948","25.519","1.54580489364735","0.024","0"
"2022-06-20T08:39:46Z","0.978","22.367","1.8231","14.9374","28.172","26.673578","7.1135","82.094","9.692","140.3049","25.09","1.54530668446682","0.024","0"
"2022-06-20T08:39:46Z","0.984","22.36","1.8302","14.8996","28.186","26.683378","7.1165","82.059","9.69","140.7193","24.609","1.54636009689615","0.023","0"
"2022-06-20T08:39:46Z","0.99","22.35","1.8418","14.8689","28.182","26.677092","7.1251","82.005","9.689","141.0193","24.088","1.54647444630991","0.021","0"
"2022-06-20T08:39:46Z","0.996","22.3423","1.8385","14.8397","28.167","26.660952","7.13","81.961","9.686","141.1798","23.62","1.54587145299184","0.019","0"
"2022-06-20T08:39:46Z","1.001","22.3355","1.8159","14.7182","28.187","26.678371","7.1327","81.894","9.683","141.3683","23.242","1.54726646858345","0.016","0"
"2022-06-20T08:39:46Z","1.006","22.3283","1.7926","14.5263","28.206","26.697547","7.1296","81.779","9.681","141.7503","22.932","1.54861785854341","0.014","0"
"2022-06-20T08:39:46Z","1.009","22.3226","1.79","14.4665","28.211","26.702665","7.1239","81.641","9.68","142.1849","22.755","1.54910553373812","0.014","0"
"2022-06-20T08:39:46Z","1.01","22.3195","1.8014","14.507","28.183","26.676879","7.1225","81.513","9.679","142.493","22.665","1.54758898684655","0.014","0"
"2022-06-20T08:39:46Z","1.011","22.3184","1.8135","14.7439","28.143","26.639293","7.118","81.43","9.676","142.8086","22.424","1.54530710123813","0.014","0"
"2022-06-20T08:39:46Z","1.016","22.3199","1.8289","15.2473","28.132","26.628505","7.1061","81.42","9.674","143.0757","22.046","1.54461708142908","0.015","0"
"2022-06-20T08:39:46Z","1.022","22.3224","1.8455","15.5722","28.113","26.609825","7.0933","81.486","9.672","143.2273","21.829","1.54342863762223","0.017","0"
"2022-06-20T08:39:46Z","1.026","22.3224","1.8475","15.5637","28.107","26.603581","7.0808","81.599","9.671","143.4372","21.759","1.54308067294221","0.019","0"
"2022-06-20T08:39:46Z","1.031","22.3226","1.8118","15.3833","28.122","26.616392","7.0727","81.711","9.669","143.5479","21.624","1.54394352562702","0.02","0"
"2022-06-20T08:39:46Z","1.037","22.3232","1.7555","15.1665","28.145","26.637958","7.0715","81.758","9.667","143.7064","21.43","1.54525644556118","0.02","0"
"2022-06-20T08:39:46Z","1.043","22.3214","1.7326","15.0604","28.183","26.674192","7.0787","81.721","9.666","144.0626","21.235","1.54752258897034","0.019","0"
"2022-06-20T08:39:46Z","1.048","22.3191","1.7346","15.0573","28.183","26.674202","7.0902","81.651","9.666","144.2407","21.068","1.54760223340714","0.018","0"
"2022-06-20T08:39:46Z","1.052","22.3169","1.7292","15.0264","28.145","26.638073","7.1021","81.566","9.665","144.3111","20.938","1.54547429744375","0.017","0"
"2022-06-20T08:39:46Z","1.056","22.3162","1.7253","14.687","28.125","26.617658","7.1084","81.473","9.664","144.5706","20.812","1.54433849707975","0.015","0"
