Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,PAR,Salinity,Descent Rate (m/s),Flag,CDOM_ugL,Phycoerythrin,Phycocyanin
2023-05-22T13:05:01Z,-0.107,21.2198,NA,NA,NA,NA,NA,NA,2105.6,NA,0.148,0,NA,NA,NA
2023-05-22T13:05:01Z,-0.07,21.1725,NA,NA,NA,NA,NA,NA,1018.5,NA,0.138,0,NA,NA,NA
2023-05-22T13:05:01Z,-0.034,21.1445,NA,NA,NA,NA,NA,NA,362.52,NA,0.126,0,NA,NA,NA
2023-05-22T13:05:01Z,-0.003,21.1296,NA,NA,NA,NA,NA,NA,359.3,NA,0.112,0,NA,NA,NA
2023-05-22T13:05:01Z,0.026,21.3043,3.2949,3.0335,35.338596,38.145,6.4516,71.114,346.35,2.181713905571746,0.026,0,3.24,0.0852,1.8189
2023-05-22T13:05:01Z,0.033,21.3079,3.2873,3.0486,35.326989,38.133,6.4078,70.843,349.07,2.1808062743293544,0.027,0,3.24,0.0852,1.8189
2023-05-22T13:05:01Z,0.04,21.3113,3.2987,3.1087,35.312095,38.119,6.3671,70.663,352.42,2.17978742269984,0.027,0,3.24,0.0852,1.8189
2023-05-22T13:05:01Z,0.047,21.3142,3.3712,3.0486,35.297862,38.109,6.3308,70.599,352.96,2.1790362740116005,0.028,0,3.24,0.0852,1.8189
2023-05-22T13:05:01Z,0.054,21.3159,3.3674,3.1388,35.284456,38.102,6.3,70.701,352.19,2.1785268877213944,0.029,0,3.33,0.0426,1.6074
2023-05-22T13:05:01Z,0.062,21.3157,3.3674,3.0486,35.268302,38.096,6.2761,71.048,341.64,2.178172641821755,0.031,0,3.33,0.0426,1.6074
2023-05-22T13:05:01Z,0.07,21.3126,3.3597,3.1087,35.245092,38.089,6.2606,71.779,339.35,2.1779018188053527,0.032,0,3.33,0.0426,1.6074
2023-05-22T13:05:01Z,0.078,21.3066,3.2987,3.3191,35.214578,38.084,6.2558,73.126,338.83,2.1778964153776537,0.032,0,3.33,0.0426,1.6074
2023-05-22T13:05:01Z,0.087,21.2974,3.3178,3.2891,35.184466,38.094,6.2661,75.498,336.12,2.1789604981417314,0.033,0,3.33,0.0852,1.6497
2023-05-22T13:05:01Z,0.095,21.2834,3.3102,3.3943,35.16455,38.127,6.2989,79.499,330.47,2.181660387074377,0.033,0,3.33,0.0852,1.6497
2023-05-22T13:05:01Z,0.104,21.2616,3.3216,3.3041,35.161397,38.18,6.3669,85.606,329.25,2.1859662356982255,0.032,0,3.33,0.0852,1.6497
2023-05-22T13:05:01Z,0.112,21.2275,3.2873,3.2891,35.170202,38.236,6.4913,93.674,325.06,2.1910746278165014,0.032,0,3.33,0.0852,1.6497
2023-05-22T13:05:01Z,0.12,21.176,3.2911,3.3642,35.177467,38.278,6.7094,102.919,324.7,2.196212527252322,0.031,0,3.33,0.0426,1.8612
2023-05-22T13:05:01Z,0.128,21.1098,3.3102,3.2891,35.181167,38.303,7.0748,112.298,324.21,2.2010659138157522,0.03,0,3.33,0.0426,1.8612
2023-05-22T13:05:01Z,0.135,21.0424,3.3025,3.3041,35.18625,38.321,7.6284,120.811,321.96,2.2055656502537038,0.029,0,3.33,0.0426,1.8612
2023-05-22T13:05:01Z,0.143,20.9861,3.2262,3.3041,35.19011,38.331,8.356,127.643,321.33,2.2090257228402255,0.028,0,3.33,0.0426,1.8612
2023-05-22T13:05:01Z,0.15,20.9456,3.272,3.3041,35.193776,38.335,9.187,132.263,318.14,2.211324039963341,0.027,0,3.24,0.0426,1.8189
2023-05-22T13:05:01Z,0.156,20.9199,3.2339,3.3642,35.200207,38.338,10.0283,134.506,318.69,2.2128126243404234,0.026,0,3.24,0.0426,1.8189
2023-05-22T13:05:01Z,0.163,20.905,3.2491,3.3943,35.205176,38.337,10.7907,134.632,314.97,2.2135084069554276,0.025,0,3.24,0.0426,1.8189
2023-05-22T13:05:01Z,0.169,20.8982,3.2606,3.3492,35.208029,38.333,11.4016,133.257,317.45,2.2136088337965107,0.024,0,3.24,0.0426,1.8189
2023-05-22T13:05:01Z,0.175,20.8981,3.2567,3.4394,35.209527,38.33,11.8138,131.066,313.74,2.2134299129034627,0.024,0,3.24,0.0426,1.8189
2023-05-22T13:05:01Z,0.181,20.9031,3.2453,3.244,35.212049,38.329,12.0126,128.578,315.45,2.213114345622011,0.024,0,3.24,0.0426,1.8189
2023-05-22T13:05:01Z,0.187,20.9108,3.2339,3.244,35.22023,38.334,12.022,126.102,315.25,2.213029223759192,0.024,0,3.24,0.0426,1.8189
2023-05-22T13:05:01Z,0.193,20.9187,3.314,3.4093,35.230309,38.342,11.8972,123.802,314.29,2.213117720467201,0.024,0,3.24,0.0426,1.8189
2023-05-22T13:05:01Z,0.199,20.9249,3.3216,3.3492,35.239034,38.348,11.7001,121.756,312.38,2.2131700502370473,0.024,0,3.24,0.0426,1.8189
2023-05-22T13:05:01Z,0.205,20.9293,3.3025,3.3041,35.244769,38.352,11.4769,119.985,309.28,2.2131913236290237,0.024,0,3.24,0.0426,1.7766
2023-05-22T13:05:01Z,0.212,20.9335,3.2949,3.3642,35.245084,38.35,11.255,118.484,309.07,2.2128553238097517,0.024,0,3.24,0.0426,1.7766
2023-05-22T13:05:01Z,0.218,20.9376,3.3063,3.5446,35.240063,38.345,11.0488,117.238,309.54,2.2123407691417447,0.024,0,3.24,0.0426,1.7766
2023-05-22T13:05:01Z,0.223,20.9415,3.3178,3.7249,35.230346,38.335,10.8654,116.226,306.8,2.21153034110621,0.023,0,3.24,0.0426,1.7766
2023-05-22T13:05:01Z,0.229,20.9446,3.2949,3.5897,35.219285,38.324,10.7067,115.417,306.07,2.2106994383704412,0.023,0,3.24,0,1.8189
2023-05-22T13:05:01Z,0.235,20.9465,3.2987,3.6648,35.211851,38.317,10.5723,114.769,307.27,2.210174409392696,0.023,0,3.24,0,1.8189
2023-05-22T13:05:01Z,0.24,20.9467,3.314,3.6949,35.212004,38.319,10.4611,114.229,305.27,2.2102865436506103,0.022,0,3.24,0,1.8189
