"","Reservoir","Site","Date","Depth_m","Temp_C","DO_mgL","DO_pSat","Cond_uScm","Spec_Cond_uScm","Chla_ugL","Turb_NTU","pH","ORP_mV","PAR_umolm2s","Desc_rate","Flag_Temp","Flag_DO","Flag_Cond","Flag_SpecCond","Flag_Chla","Flag_Turb","Flag_pH","Flag_ORP","Flag_PAR","Flag_DescRate"
"1137","FCR",50,2020-07-09 09:42:08,2.4,18.3148,7.709,116.807,32.441,27.847686,2.5459,2.8609,7.431,182.2324,155.57,0.066,0,0,0,0,0,0,0,0,0,0
"1138","FCR",50,2020-07-09 15:22:06,2.4,18.6899,7.8027,112.914,32.659,28.350088,2.8328,2.5354,7.312,124.8272,63.13,0.064,0,0,0,0,0,0,0,0,0,0
"1139","FCR",50,2020-07-13 11:08:51,2.4,19.6676,7.7358,121.385,32.155,28.457642,2.9647,3.0601,7.447,246.1935,137.83,0.054,0,0,0,0,0,0,0,0,0,0
"1140","FCR",50,2020-07-13 13:18:57,2.4,18.9235,7.5799,115.565,32.377,28.457721,2.6704,2.952,7.624,246.1685,106.79,0.011,0,0,0,0,0,0,0,0,0,0
"1141","FCR",50,2020-07-17 09:52:45,2.4,19.8817,7.5463,115.379,33.005,29.433038,3.2245,4.1918,7.688,263.1885,80.801,0.057,0,0,0,0,0,0,0,0,0,0
"1142","FCR",50,2020-07-23 14:47:15,2.4,21.9138,7.5947,122.456,33.394,30.893824,6.6122,39.0295,6.96,142.6425,39.727,0.046,0,0,0,0,0,0,0,0,0,0
"1143","FCR",50,2020-07-27 09:24:05,2.4,20.6499,5.4643,86.925,34.995,31.950106,3.1479,2.1871,7.897,171.096,12.902,0.013,0,0,0,0,0,0,0,0,0,0
"1144","FCR",50,2020-07-30 14:06:20,2.4,21.1439,4.478,75.48,35.482,32.7528,1.9158,2.4542,7.003,122.9616,1.6951,0.026,0,0,0,0,0,0,0,0,0,0
"1145","FCR",50,2020-08-03 11:16:39,2.4,20.6069,2.8574,45.387,36.691,33.439133,0.4956,1.3883,7.14,192.3621,5.9513,0.009,0,0,0,0,0,0,0,0,0,0
"1146","FCR",50,2020-08-06 09:42:29,2.4,20.7839,1.5118,22.33,37.054,33.844225,1.2093,1.9039,NA,154.5571,4.8822,0.032,0,0,0,0,0,0,2,0,0,0
"1147","FCR",50,2020-08-10 11:11:15,2.4,21.3093,0.7127,6.405,40.454,37.410582,7.4531,2.3628,NA,182.1454,28.223,0.025,0,0,0,0,0,0,2,0,0,0
"1148","FCR",50,2020-08-17 09:25:40,2.4,20.3482,0.0486,0.785,43.043,39.098285,11.5522,5.9712,NA,199.0803,11.855,0.01,0,0,0,0,0,0,2,0,0,0
"1149","FCR",50,2020-08-24 08:54:31,2.4,21.1592,0.183,2.471,42.399,38.857306,6.0981,2.5985,NA,162.1893,11.545,0.062,0,0,0,0,0,0,2,0,0,0
"1150","FCR",50,2020-09-02 09:40:29,2.4,21.159,0.0483,0.771,40.805,37.557583,33.0556,5.4799,NA,219.6832,14.121,0.046,0,0,0,0,0,0,2,0,0,0
"1151","FCR",50,2020-09-03 09:10:45,2.4,20.7926,0.056,0.91,42.025,38.347823,18.8243,3.557,NA,216.0135,10.472,0.029,0,0,0,0,0,0,2,0,0,0
"1152","FCR",50,2020-09-09 13:42:23,2.4,21.0289,0.1037,1.732,45.812,41.842778,24.8414,4.3989,NA,239.1054,2.4319,0.053,0,0,0,0,0,0,2,0,0,0
"1153","FCR",50,2020-09-11 09:05:27,2.4,21.5876,0.0791,1.255,41.344,38.232948,32.6931,4.2858,NA,184.8538,1.9866,0.064,0,0,0,0,0,0,2,0,0,0
"1154","FCR",50,2020-09-15 08:20:40,2.4,20.7797,0.0566,0.922,47.326,43.316059,24.2655,3.623,NA,132.6015,0.51437,0.007,0,0,0,0,0,0,2,0,0,0
"1155","FCR",50,2020-09-21 09:17:16,2.4,18.5384,5.1961,79.634,36.78,32.027144,3.8022,11.5819,NA,211.8825,0.97577,0.019,0,0,0,0,0,0,2,0,0,0
"1156","FCR",50,2020-09-25 09:25:12,2.4,17.6594,4.589,67.267,37.252,31.779807,3.1355,10.6155,NA,248.1324,0.12375,0.029,0,0,0,0,0,0,2,0,0,0
"1157","FCR",50,2020-09-25 15:53:40,2.4,17.7443,4.6186,69.006,37.156,31.764456,3.1741,12.847,NA,256.1782,0.12376,0.033,0,0,0,0,0,0,2,0,0,0
"1158","FCR",50,2020-09-30 09:19:00,2.4,17.3077,7.2386,75.307,36.909,31.233593,2.5525,10.242,NA,268.2153,1.4707,0.007,0,0,0,0,0,0,2,0,0,0
"1159","FCR",50,2020-10-04 13:07:59,2.4,16.6296,5.8307,85.163,37.32,31.076652,2.8208,11.5609,NA,229.9038,1.4747,0.015,0,0,0,0,0,0,2,0,0,0
"1160","FCR",50,2020-10-06 09:28:34,2.4,16.249,8.9201,90.679,37.355,30.823903,2.7288,12.5268,NA,241.0229,1.0572,0.013,0,0,0,0,0,0,2,0,0,0
"1161","FCR",50,2020-10-13 10:45:52,2.4,16.326,6.9139,68.502,37.885,31.29014,1.4829,8.5224,NA,185.1791,0.16605,0.076,0,0,0,0,0,0,2,0,0,0
"1162","FCR",50,2020-10-16 14:15:32,2.4,16.6874,9.2783,95.283,37.979,31.666857,3.7939,14.3591,NA,231.7292,0.22011,0.026,0,0,0,0,0,0,2,0,0,0
"1163","FCR",50,2020-10-16 18:29:09,2.4,16.4544,9.1673,93.451,37.974,31.487331,3.8473,14.4784,NA,213.311,0.12381,0.046,0,0,0,0,0,0,2,0,0,0
"1164","FCR",50,2020-10-16 21:13:15,2.4,16.1054,6.9215,69.093,39.516,32.480746,3.5159,13.5847,NA,215.9792,0.12373,0.027,0,0,0,0,0,0,2,0,0,0
"1165","FCR",50,2020-10-17 01:25:34,2.4,15.8045,8.1817,83.055,38.548,31.456425,3.3106,12.4143,NA,194.3049,0.12376,0.029,0,0,0,0,0,0,2,0,0,0
"1166","FCR",50,2020-10-17 05:25:42,2.4,15.525,7.6354,76.139,38.865,31.50629,3.1277,13.0243,NA,203.6672,0.12381,0.041,0,0,0,0,0,0,2,0,0,0
"1167","FCR",50,2020-10-17 09:22:30,2.4,15.3337,7.472,74.968,39.104,31.55354,3.5158,13.2961,NA,181.695,0.55266,0.042,0,0,0,0,0,0,2,0,0,0
"1168","FCR",50,2020-10-17 13:57:15,2.4,15.5332,7.6153,76.328,39.209,31.805505,3.8159,11.3007,NA,212.6755,3.4382,0.033,0,0,0,0,0,0,2,0,0,0
"1169","FCR",50,2020-10-19 11:51:56,2.4,14.7464,7.2509,71.555,39.544,31.436819,3.1251,9.4994,NA,218.9009,2.7731,0.041,0,0,0,0,0,0,2,0,0,0
"1170","FCR",50,2020-10-28 09:58:30,2.4,14.944,3.5337,35.153,38.986,31.112578,8.7287,5.6342,NA,219.0247,2.6496,0.063,0,0,0,0,0,0,2,0,0,0
"1171","FCR",50,2020-10-28 13:45:32,2.4,14.8979,3.6721,35.225,39.004,31.118559,9.3528,6.0792,NA,210.664,5.476,0.057,0,0,0,0,0,0,2,0,0,0
"1172","FCR",50,2020-11-02 10:13:10,2.4,13.0691,4.9273,46.865,46.862,35.683174,4.0173,12.0736,NA,298.5036,2.1425,0.029,0,0,0,0,0,0,2,0,0,0
"1173","FCR",50,2020-11-02 15:25:21,2.4,13.195,5.9266,55.79,44.874,34.273766,5.6504,9.7713,NA,273.0725,4.1618,0.048,0,0,0,0,0,0,2,0,0,0
"1174","FCR",50,2020-11-04 13:43:23,2.4,11.9371,6.6432,61.425,42.497,31.395096,5.1588,7.2897,NA,304.9751,9.0349,0.07,0,0,0,0,0,0,2,0,0,0
"1175","FCR",50,2020-11-09 10:58:11,2.4,11.9287,7.4229,68.616,42.061,31.013616,6.8582,4.7109,NA,306.77,11.927,0.115,0,0,0,0,0,0,2,0,0,0
"1176","FCR",50,2020-12-14 13:20:56,2.4,6.9868,11.0981,91.068,34.719,22.206134,2.6498,2.808,NA,330.6275,33.885,0.033,0,0,0,0,0,0,2,0,0,0
"1177","FCR",50,2020-06-18 20:01:02,2.5,15.5435,5.3509,74.996,30.456,24.628595,4.1944,21.6592,6.938,242.8293,0.18926,0.04,0,0,0,0,0,0,0,0,0,0
"1178","FCR",50,2020-06-22 08:34:20,2.5,15.5655,4.2916,63.623,30.68,24.811151,5.6407,13.515,7.066,228.3193,8.899,0.029,0,0,0,0,0,0,0,0,0,0
"1179","FCR",50,2020-06-25 09:31:50,2.5,15.2792,2.9822,41.325,32.345,25.972751,8.6397,10.6307,6.991,175.4915,60.881,0.025,0,0,0,0,0,0,0,0,0,0
"1180","FCR",50,2020-06-28 21:40:34,2.5,15.1453,1.7452,23.748,33.822,27.131035,5.6924,7.8261,7.069,225.3476,0.12377,0.018,0,0,0,0,0,0,0,0,0,0
"1181","FCR",50,2020-06-28 22:41:31,2.5,15.4139,2.1613,28.879,33.403,26.978149,7.7666,7.9854,7.223,189.6953,0.12355,0.01,0,0,0,0,0,0,0,0,0,0
"1182","FCR",50,2020-06-29 10:47:05,2.5,15.6693,2.8527,39.684,32.891,26.738147,10.2597,7.5027,7.147,217.2384,158.14,0.023,0,0,0,0,0,0,0,0,0,0
"1183","FCR",50,2020-06-29 18:00:17,2.5,16.0921,5.3858,70.93,32.496,26.600736,4.5401,6.8229,7.243,188.9786,52.35,0.028,0,0,0,0,0,0,0,0,0,0
"1184","FCR",50,2020-07-02 09:32:25,2.5,16.3731,6.1535,86.567,32.285,26.656431,3.9679,5.2743,7.249,164.3593,121.48,0.031,0,0,0,0,0,0,0,0,0,0
"1185","FCR",50,2020-07-06 10:24:12,2.5,17.7821,7.2756,107.373,31.731,27.140627,3.154,3.2375,7.334,234.2445,128.38,0.014,0,0,0,0,0,0,0,0,0,0
"1186","FCR",50,2020-07-09 09:42:08,2.5,17.5646,7.681,106.244,33.679,28.430542,3.1271,2.8372,7.383,182.9123,136.37,0.054,0,0,0,0,0,0,0,0,0,0
"1187","FCR",50,2020-07-09 15:22:06,2.5,18.2,7.0319,106.649,33.384,28.798577,2.9021,2.4152,7.324,127.9548,58.226,0.056,0,0,0,0,0,0,0,0,0,0
"1188","FCR",50,2020-07-13 11:08:51,2.5,18.6393,7.5151,110.65,32.744,28.528128,3.0065,3.1015,7.453,247.5742,121.33,0.027,0,0,0,0,0,0,0,0,0,0
"1189","FCR",50,2020-07-13 13:18:57,2.5,18.0713,7.2371,106.793,33.63,28.913255,3.5544,2.7676,7.621,246.7767,108.82,0.01,0,0,0,0,0,0,0,0,0,0
"1190","FCR",50,2020-07-17 09:52:45,2.5,19.3515,7.2805,110.849,33.638,29.667013,4.6892,3.4245,7.704,267.7728,66.821,0.054,0,0,0,0,0,0,0,0,0,0
"1191","FCR",50,2020-07-23 14:47:15,2.5,20.6399,6.8405,108.667,33.821,30.682646,7.2995,38.9351,6.955,146.296,31.415,0.044,0,0,0,0,0,0,0,0,0,0
"1192","FCR",50,2020-07-27 09:24:05,2.5,20.0695,5.3278,82.674,35.369,31.839445,1.9385,1.8458,7.832,175.4742,11.348,0.01,0,0,0,0,0,0,0,0,0,0
"1193","FCR",50,2020-07-30 14:06:20,2.5,21.4924,4.8549,79.482,35.601,32.513432,2.5127,2.3874,6.989,123.687,1.5756,0.066,0,0,0,0,0,0,0,0,0,0
"1194","FCR",50,2020-08-03 11:16:39,2.5,20.2321,2.5532,41.241,36.847,33.299747,0.3007,1.3725,7.129,195.011,5.4979,0.016,0,0,0,0,0,0,0,0,0,0
"1195","FCR",50,2020-08-06 09:42:29,2.5,20.5473,1.227,18.74,37.592,34.133659,1.339,1.8584,NA,156.3642,4.4043,0.046,0,0,0,0,0,0,2,0,0,0
"1196","FCR",50,2020-08-10 11:11:15,2.5,20.7742,0.2649,4.111,44.999,41.055716,9.8796,2.5756,NA,178.8834,26.127,0.023,0,0,0,0,0,0,2,0,0,0
"1197","FCR",50,2020-08-17 09:25:40,2.5,20.0759,0.0433,0.72,44.585,40.119181,48.4143,9.0078,NA,201.583,10.274,0.015,0,0,0,0,0,0,2,0,0,0
"1198","FCR",50,2020-08-24 08:54:31,2.5,20.5434,0.1391,1.886,45.266,40.77386,7.728,2.8937,NA,161.3368,9.8137,0.066,0,0,0,0,0,0,2,0,0,0
"1199","FCR",50,2020-09-02 09:40:29,2.5,20.7993,0.0503,0.77,43.844,39.851547,26.5154,4.2468,NA,216.7793,12.18,0.03,0,0,0,0,0,0,2,0,0,0
"1200","FCR",50,2020-09-03 09:10:45,2.5,20.1103,0.0557,0.813,46.396,41.702849,18.3988,3.7194,NA,209.9134,8.2849,0.037,0,0,0,0,0,0,2,0,0,0
"1201","FCR",50,2020-09-09 13:42:23,2.5,20.5016,0.1,1.328,47.067,42.663084,48.5929,4.3866,NA,241.2989,2.0854,0.051,0,0,0,0,0,0,2,0,0,0
"1202","FCR",50,2020-09-11 09:05:27,2.5,21.0605,0.0674,1.047,41.959,38.67877,31.0421,4.0606,NA,178.3921,1.7282,0.04,0,0,0,0,0,0,2,0,0,0
"1203","FCR",50,2020-09-15 08:20:40,2.5,20.5128,0.0476,0.718,49.837,45.336971,12.9492,3.3438,NA,107.7567,0.42751,0.007,0,0,0,0,0,0,2,0,0,0
"1204","FCR",50,2020-09-21 09:17:16,2.5,18.5165,5.2109,79.415,36.779,32.015854,3.9953,12.1521,NA,211.7134,0.699,0.031,0,0,0,0,0,0,2,0,0,0
"1205","FCR",50,2020-09-25 09:25:12,2.5,17.6626,4.3511,66.462,37.342,31.845613,3.1394,11.1043,NA,249.1636,0.12381,0.062,0,0,0,0,0,0,2,0,0,0
"1206","FCR",50,2020-09-25 15:53:40,2.5,17.7285,4.5172,67.049,37.203,31.791408,3.0839,10.5332,NA,254.1661,0.12374,0.022,0,0,0,0,0,0,2,0,0,0
"1207","FCR",50,2020-09-30 09:19:00,2.5,17.3092,7.2571,75.046,36.874,31.204526,2.6138,12.3731,NA,269.6615,1.1536,0.028,0,0,0,0,0,0,2,0,0,0
"1208","FCR",50,2020-10-04 13:07:59,2.5,16.5712,5.7626,83.695,37.658,31.302686,2.5646,11.2778,NA,231.2008,1.1821,0.014,0,0,0,0,0,0,2,0,0,0
"1209","FCR",50,2020-10-06 09:28:34,2.5,16.2793,8.8945,90.605,37.43,30.896444,2.7771,12.4554,NA,242.9156,0.82584,0.018,0,0,0,0,0,0,2,0,0,0
"1210","FCR",50,2020-10-13 10:45:52,2.5,16.2932,6.7127,67.033,37.879,31.256369,1.2773,8.0707,NA,187.256,0.12906,0.083,0,0,0,0,0,0,2,0,0,0
"1211","FCR",50,2020-10-16 14:15:32,2.5,16.6842,9.3061,95.496,37.926,31.621755,3.8666,14.2872,NA,232.1143,0.16069,0.034,0,0,0,0,0,0,2,0,0,0
"1212","FCR",50,2020-10-16 18:29:09,2.5,16.4441,9.1358,93.668,38.049,31.534225,3.8703,14.8469,NA,213.5429,0.12376,0.036,0,0,0,0,0,0,2,0,0,0
"1213","FCR",50,2020-10-16 21:13:15,2.5,16.0713,6.3832,65.671,39.123,32.134498,3.2619,11.9451,NA,218.1215,0.1237,0.027,0,0,0,0,0,0,2,0,0,0
"1214","FCR",50,2020-10-17 01:25:34,2.5,15.8259,8.2812,83.493,38.485,31.430276,3.3733,13.0867,NA,195.513,0.12373,0.016,0,0,0,0,0,0,2,0,0,0
"1215","FCR",50,2020-10-17 05:25:42,2.5,15.5388,7.645,76.082,38.86,31.511006,3.4364,12.4549,NA,203.483,0.12369,0.025,0,0,0,0,0,0,2,0,0,0
"1216","FCR",50,2020-10-17 09:22:30,2.5,15.3444,7.4995,74.954,39.103,31.554699,3.3637,12.3673,NA,181.7983,0.47427,0.045,0,0,0,0,0,0,2,0,0,0
"1217","FCR",50,2020-10-17 13:57:15,2.5,15.5496,7.6643,76.436,39.199,31.764852,3.739,11.7358,NA,212.6617,2.6736,0.073,0,0,0,0,0,0,2,0,0,0
"1218","FCR",50,2020-10-19 11:51:56,2.5,14.7425,7.2127,71.453,39.576,31.458309,2.9219,9.4138,NA,219.3919,2.3408,0.032,0,0,0,0,0,0,2,0,0,0
"1219","FCR",50,2020-10-28 09:58:30,2.5,14.9011,3.4025,33.194,38.98,31.092083,8.7771,5.4488,NA,220.0649,2.2258,0.055,0,0,0,0,0,0,2,0,0,0
"1220","FCR",50,2020-10-28 13:45:32,2.5,14.873,3.4923,34.175,39.052,31.138564,7.6564,5.7478,NA,212.0855,4.4198,0.073,0,0,0,0,0,0,2,0,0,0
"1221","FCR",50,2020-11-02 10:13:10,2.5,13.0679,4.9108,46.464,46.679,35.537446,4.0746,12.6347,NA,298.4871,1.6517,0.064,0,0,0,0,0,0,2,0,0,0
"1222","FCR",50,2020-11-02 15:25:21,2.5,13.1908,5.5251,54.456,45.58,34.776546,5.8363,9.4895,NA,272.4716,3.4845,0.039,0,0,0,0,0,0,2,0,0,0
"1223","FCR",50,2020-11-04 13:43:23,2.5,11.9352,6.626,61.76,42.481,31.382524,5.4607,7.4273,NA,305.5542,7.5136,0.103,0,0,0,0,0,0,2,0,0,0
"1224","FCR",50,2020-11-09 10:58:11,2.5,11.8797,7.2507,66.944,41.97,30.96958,6.4219,4.2617,NA,307.1869,10.831,0.016,0,0,0,0,0,0,2,0,0,0
"1225","FCR",50,2020-12-14 13:20:56,2.5,6.9746,11.0814,91.063,34.67,22.165672,2.6943,2.9158,NA,330.1312,28.967,0.068,0,0,0,0,0,0,2,0,0,0
"1226","FCR",50,2020-06-18 20:01:02,2.6,15.1771,5.0312,69.361,31.705,25.384039,3.7034,22.682,6.927,243.5009,0.13719,0.039,0,0,0,0,0,0,0,0,0,0
"1227","FCR",50,2020-06-22 08:34:20,2.6,15.286,4.1918,55.755,31.33,25.219625,4.7945,14.3459,7.038,230.2218,7.5976,0.02,0,0,0,0,0,0,0,0,0,0
"1228","FCR",50,2020-06-25 09:31:50,2.6,15.2795,2.2332,31.358,32.688,26.280177,7.9728,10.6047,7.068,177.7323,63.781,0.007,0,0,0,0,0,0,0,0,0,0
"1229","FCR",50,2020-06-28 21:40:34,2.6,14.915,0.8358,11.088,34.485,27.506479,5.572,7.6204,7.028,228.7191,0.12359,0.012,0,0,0,0,0,0,0,0,0,0
"1230","FCR",50,2020-06-28 22:41:31,2.6,15.1983,1.2194,15.896,34.15,27.435537,8.641,8.3577,7.14,191.6622,0.12364,0.008,0,0,0,0,0,0,0,0,0,0
"1231","FCR",50,2020-06-29 10:47:05,2.6,15.4743,2.2624,30.358,33.456,27.047114,10.2332,7.7439,7.115,217.0331,136.17,0.02,0,0,0,0,0,0,0,0,0,0
"1232","FCR",50,2020-06-29 18:00:17,2.6,15.7241,3.5003,47.483,33.395,27.146339,5.1632,6.7968,7.257,185.9442,45.474,0.026,0,0,0,0,0,0,0,0,0,0
"1233","FCR",50,2020-07-02 09:32:25,2.6,16.2617,4.9775,71.009,32.683,26.858516,4.3708,5.3422,7.252,164.7671,103.6,0.03,0,0,0,0,0,0,0,0,0,0
"1234","FCR",50,2020-07-06 10:24:12,2.6,17.3392,6.7063,96.017,32.612,27.577394,3.2255,2.9761,7.291,236.8738,124.51,0.021,0,0,0,0,0,0,0,0,0,0
"1235","FCR",50,2020-07-09 09:42:08,2.6,16.9173,5.9455,78.049,34.099,28.512861,3.7997,2.7715,7.373,183.8243,123.83,0.029,0,0,0,0,0,0,0,0,0,0
"1236","FCR",50,2020-07-09 15:22:06,2.6,17.9361,7.0622,99.085,33.983,29.035858,3.2462,2.4828,7.314,130.4473,52.632,0.044,0,0,0,0,0,0,0,0,0,0
"1237","FCR",50,2020-07-13 11:08:51,2.6,18.1539,7.0925,105.002,34.464,29.461013,3.2594,2.9397,7.462,247.6793,101.03,0.03,0,0,0,0,0,0,0,0,0,0
"1238","FCR",50,2020-07-13 13:18:57,2.6,17.5306,5.9392,88.352,34.872,29.5228,4.1366,2.8366,7.606,249.2373,89.88,0.02,0,0,0,0,0,0,0,0,0,0
"1239","FCR",50,2020-07-17 09:52:45,2.6,18.8563,7.072,104.982,34.239,29.867544,8.9684,3.0254,7.711,269.4403,56.922,0.048,0,0,0,0,0,0,0,0,0,0
"1240","FCR",50,2020-07-23 14:47:15,2.6,19.9764,6.7713,102.041,34.308,30.680006,8.1075,38.7408,6.951,145.8257,27.251,0.037,0,0,0,0,0,0,0,0,0,0
"1241","FCR",50,2020-07-27 09:24:05,2.6,19.5034,4.8311,74.414,35.81,31.807415,1.8465,1.5312,7.759,177.3194,9.9381,0.01,0,0,0,0,0,0,0,0,0,0
"1242","FCR",50,2020-07-30 14:06:20,2.6,19.8119,3.6414,55.764,36.499,32.622638,3.9406,1.8644,6.986,124.7224,1.5316,0.03,0,0,0,0,0,0,0,0,0,0
"1243","FCR",50,2020-08-03 11:16:39,2.6,19.8896,2.56,38.235,37.712,33.785176,0.1431,1.4534,7.116,197.9738,5.0594,0.019,0,0,0,0,0,0,0,0,0,0
"1244","FCR",50,2020-08-06 09:42:29,2.6,20.0715,0.9138,13.362,38.102,34.261079,1.3538,1.8765,NA,159.1926,4.0634,0.027,0,0,0,0,0,0,2,0,0,0
"1245","FCR",50,2020-08-10 11:11:15,2.6,20.4066,0.1627,2.056,47.433,42.875239,16.1535,3.3042,NA,163.533,23.567,0.04,0,0,0,0,0,0,2,0,0,0
"1246","FCR",50,2020-08-17 09:25:40,2.6,19.4175,0.0447,0.707,46.376,41.11463,22.4204,10.9234,NA,203.228,8.8614,0.013,0,0,0,0,0,0,2,0,0,0
"1247","FCR",50,2020-08-24 08:54:31,2.6,19.9288,0.1143,1.63,47.098,41.836692,20.2896,3.5686,NA,163.4483,8.7907,0.067,0,0,0,0,0,0,2,0,0,0
"1248","FCR",50,2020-09-02 09:40:29,2.6,19.8372,0.0485,0.722,46.833,41.961226,20.5301,3.4706,NA,211.5383,10.171,0.023,0,0,0,0,0,0,2,0,0,0
"1249","FCR",50,2020-09-03 09:10:45,2.6,19.838,0.0488,0.743,47.699,42.592337,26.0727,3.7611,NA,209.9583,6.7818,0.035,0,0,0,0,0,0,2,0,0,0
"1250","FCR",50,2020-09-09 13:42:23,2.6,19.9569,0.0741,1.12,47.858,43.015723,32.0999,4.1808,NA,239.6532,1.8165,0.029,0,0,0,0,0,0,2,0,0,0
"1251","FCR",50,2020-09-11 09:05:27,2.6,20.7267,0.067,1.056,44.651,40.813332,24.1487,3.9579,NA,165.8004,1.3859,0.033,0,0,0,0,0,0,2,0,0,0
"1252","FCR",50,2020-09-15 08:20:40,2.6,20.1565,0.0457,0.687,49.142,44.32256,7.3708,2.9319,NA,96.3474,0.32361,0.012,0,0,0,0,0,0,2,0,0,0
"1253","FCR",50,2020-09-21 09:17:16,2.6,18.5416,5.2372,79.782,36.776,32.029748,3.6146,11.5405,NA,213.5096,0.53264,0.035,0,0,0,0,0,0,2,0,0,0
"1254","FCR",50,2020-09-25 09:25:12,2.6,17.6205,4.4477,65.223,37.371,31.858379,2.8625,10.2903,NA,249.3774,0.12373,0.054,0,0,0,0,0,0,2,0,0,0
"1255","FCR",50,2020-09-25 15:53:40,2.6,17.7057,4.4192,65.893,37.21,31.778419,2.9942,11.4584,NA,255.8889,0.12367,0.033,0,0,0,0,0,0,2,0,0,0
"1256","FCR",50,2020-09-30 09:19:00,2.6,17.3057,7.2011,74.978,36.883,31.209245,2.6136,12.0299,NA,268.6528,0.93327,0.016,0,0,0,0,0,0,2,0,0,0
"1257","FCR",50,2020-10-04 13:07:59,2.6,16.5327,5.331,77.191,38.539,31.990364,2.6207,12.5377,NA,233.1619,0.91958,0.019,0,0,0,0,0,0,2,0,0,0
"1258","FCR",50,2020-10-06 09:28:34,2.6,16.268,8.8962,90.698,37.334,30.817255,2.7589,13.4339,NA,243.7306,0.65261,0.012,0,0,0,0,0,0,2,0,0,0
"1259","FCR",50,2020-10-13 10:45:52,2.6,16.2374,6.5522,65.254,38.052,31.345131,1.1316,7.0492,NA,189.9898,0.12374,0.071,0,0,0,0,0,0,2,0,0,0
"1260","FCR",50,2020-10-16 14:15:32,2.6,16.6838,9.286,95.546,38.014,31.692867,3.7698,13.6721,NA,231.906,0.13367,0.021,0,0,0,0,0,0,2,0,0,0
"1261","FCR",50,2020-10-16 18:29:09,2.6,16.4223,8.8768,90.67,38.058,31.529098,3.876,14.2311,NA,212.4578,0.12376,0.041,0,0,0,0,0,0,2,0,0,0
"1262","FCR",50,2020-10-16 21:13:15,2.6,16.0495,6.8668,69.507,38.958,31.98847,3.1269,11.833,NA,216.6408,0.12368,0.021,0,0,0,0,0,0,2,0,0,0
"1263","FCR",50,2020-10-17 01:25:34,2.6,15.8281,8.318,83.226,38.424,31.377689,3.3323,13.3214,NA,195.5246,0.12374,0.051,0,0,0,0,0,0,2,0,0,0
"1264","FCR",50,2020-10-17 05:25:42,2.6,15.5448,7.6438,76.491,38.791,31.459105,3.2587,13.1427,NA,202.9864,0.12366,0.054,0,0,0,0,0,0,2,0,0,0
"1265","FCR",50,2020-10-17 09:22:30,2.6,15.3461,7.4991,74.992,39.074,31.532329,3.4462,11.8482,NA,182.0876,0.34045,0.031,0,0,0,0,0,0,2,0,0,0
"1266","FCR",50,2020-10-17 13:57:15,2.6,15.4897,7.6158,75.519,39.224,31.736373,3.4251,11.7283,NA,212.3972,2.0292,0.078,0,0,0,0,0,0,2,0,0,0
"1267","FCR",50,2020-10-19 11:51:56,2.6,14.7356,7.2418,71.407,39.61,31.479724,3.0552,9.3376,NA,219.7936,1.9643,0.03,0,0,0,0,0,0,2,0,0,0
"1268","FCR",50,2020-10-28 09:58:30,2.6,14.8607,3.3428,32.727,39.013,31.118681,9.3353,5.88,NA,221.3136,1.8845,0.052,0,0,0,0,0,0,2,0,0,0
"1269","FCR",50,2020-10-28 13:45:32,2.6,14.8587,3.4482,33.844,39.101,31.155074,6.8055,5.7324,NA,212.7094,3.7017,0.058,0,0,0,0,0,0,2,0,0,0
"1270","FCR",50,2020-11-02 10:13:10,2.6,13.0621,4.9166,46.898,46.869,35.687557,4.1867,12.29,NA,299.0154,1.3808,0.041,0,0,0,0,0,0,2,0,0,0
"1271","FCR",50,2020-11-02 15:25:21,2.6,13.1349,5.4975,50.339,45.617,34.767076,5.3656,9.4746,NA,272.9334,2.836,0.039,0,0,0,0,0,0,2,0,0,0
"1272","FCR",50,2020-11-04 13:43:23,2.6,11.9348,6.6686,61.873,42.514,31.403402,5.2741,7.1109,NA,305.431,6.3528,0.09,0,0,0,0,0,0,2,0,0,0
"1273","FCR",50,2020-11-09 10:58:11,2.6,12.0123,7.5524,70.273,41.884,30.999885,7.7214,4.4304,NA,307.4214,9.368,0.036,0,0,0,0,0,0,2,0,0,0
"1274","FCR",50,2020-12-14 13:20:56,2.6,6.9645,11.0691,91.188,34.669,22.164528,2.7962,3.0694,NA,329.8887,25.633,0.061,0,0,0,0,0,0,2,0,0,0
"1275","FCR",50,2020-06-18 20:01:02,2.7,14.8367,4.6693,61.457,32.454,25.747298,3.6115,22.4886,6.902,244.2653,0.12407,0.041,0,0,0,0,0,0,0,0,0,0
"1276","FCR",50,2020-06-22 08:34:20,2.7,15.1921,3.5655,52.145,31.768,25.491899,4.9582,14.4926,7,231.3782,6.4256,0.012,0,0,0,0,0,0,0,0,0,0
"1277","FCR",50,2020-06-25 09:31:50,2.7,14.6571,1.449,17.755,33.946,26.900474,7.4568,10.4001,7.071,176.9204,53.615,0.015,0,0,0,0,0,0,0,0,0,0
"1278","FCR",50,2020-06-28 21:40:34,2.7,14.6524,0.4445,4.926,35.131,27.844517,5.3192,7.679,6.938,230.4024,0.12375,0.008,0,0,0,0,0,0,0,0,0,0
"1279","FCR",50,2020-06-28 22:41:31,2.7,14.9051,0.6099,6.16,34.497,27.507969,6.6215,8.2665,7.079,194.1309,0.12369,0.02,0,0,0,0,0,0,0,0,0,0
