"","Reservoir","Site","Date","Depth_m","Temp_C","DO_mgL","DO_pSat","Cond_uScm","Spec_Cond_uScm","Chla_ugL","Turb_NTU","pH","ORP_mV","PAR_umolm2s","Desc_rate","Flag_Temp","Flag_DO","Flag_Cond","Flag_SpecCond","Flag_Chla","Flag_Turb","Flag_pH","Flag_ORP","Flag_PAR","Flag_DescRate"
"1","FCR",50,2020-06-18 20:01:02,0.1,18.5038,6.3413,96.52,29.485,25.651834,2.7208,7.9786,7.431,227.894,18.136,0.027,0,0,0,0,0,0,0,0,0,0
"2","FCR",50,2020-06-22 08:34:20,0.1,22.0244,6.1143,99.403,31.844,29.684957,1.7091,3.4925,8.186,195.3369,129.01,0.066,0,0,0,0,0,0,0,0,0,0
"3","FCR",50,2020-06-25 09:31:50,0.1,22.684,6.0754,100.626,31.49,30.034667,0.9158,2.3476,7.93,136.8468,1292.9,0.023,0,0,0,0,0,0,0,0,0,0
"4","FCR",50,2020-06-28 21:40:34,0.1,22.4383,5.2314,84.974,31.708,30.080908,2.3324,1.5661,7.497,207.108,0.12376,0.037,0,0,0,0,0,0,0,0,0,0
"5","FCR",50,2020-06-28 22:41:31,0.1,23.0989,6.2332,106.547,31.594,30.355613,1.8748,1.434,7.314,169.7734,0.12356,0.039,0,0,0,0,0,0,0,0,0,0
"6","FCR",50,2020-06-29 10:47:05,0.1,22.9834,5.9318,98.956,31.617,30.341534,0.4519,1.5951,7.5,181.542,325.11,0.025,0,0,0,0,0,0,0,0,0,0
"7","FCR",50,2020-06-29 18:00:17,0.1,23.9264,6.2041,105.378,31.603,30.914582,1.1683,1.4128,7.436,185.2967,442.25,0.015,0,0,0,0,0,0,0,0,0,0
"8","FCR",50,2020-07-02 09:32:25,0.1,24.7463,5.6729,98.309,31.575,31.416793,0.383,1.1099,7.868,141.2144,550.07,0.034,0,0,0,0,0,0,0,0,0,0
"9","FCR",50,2020-07-06 10:24:12,0.1,26.7874,5.7236,101.353,32.2,33.354734,0.8453,1.1293,8.022,242.1122,417.04,0.011,0,0,0,0,0,0,0,0,0,0
"10","FCR",50,2020-07-09 09:42:08,0.1,26.9767,5.4492,97.574,32.896,34.200325,0.5933,1.3679,7.717,160.8488,965.33,0.02,0,0,0,0,0,0,0,0,0,0
"11","FCR",50,2020-07-09 15:22:06,0.1,27.8321,5.5846,101.785,32.381,34.194709,1.0104,1.0967,7.83,90.5904,372.06,0.036,0,0,0,0,0,0,0,0,0,0
"12","FCR",50,2020-07-13 11:08:51,0.1,26.1109,4.696,77.77,31.984,32.698643,0.8814,1.6796,7.385,230.1116,99.511,0.024,0,0,0,0,0,0,0,0,0,0
"13","FCR",50,2020-07-13 13:18:57,0.1,26.9532,4.2341,76.506,31.854,33.098418,0.9404,1.6262,7.48,231.2448,118.98,0.022,0,0,0,0,0,0,0,0,0,0
"14","FCR",50,2020-07-17 09:52:45,0.1,26.787,5.1168,94.168,35.835,37.221493,0.593,1.967,9.058,195.6093,1119.1,0.078,0,0,0,0,0,0,0,0,0,0
"15","FCR",50,2020-07-23 14:47:15,0.1,27.8846,5.3113,99.172,32.129,33.924978,0.4686,28.8759,7.072,170.1936,497.19,0.165,0,0,0,0,0,0,0,0,0,0
"16","FCR",50,2020-07-27 09:24:05,0.1,26.8112,5.4689,103.312,32.969,34.162486,1.1938,6.1552,8.975,131.849,586.81,0.105,0,0,0,0,0,0,0,0,0,0
"17","FCR",50,2020-07-30 14:06:20,0.1,26.9068,8.5107,150.396,35.458,36.777891,2.3478,9.4514,7.053,93.9312,105.07,0.032,0,0,0,0,0,0,0,0,0,0
"18","FCR",50,2020-08-03 11:16:39,0.1,26.2773,6.0147,107.639,32.955,33.800109,5.0229,9.1948,7.357,117.7533,253.89,0.016,0,0,0,0,0,0,0,0,0,0
"19","FCR",50,2020-08-06 09:42:29,0.1,25.5965,7.0105,123.09,33.298,33.69692,2.2118,8.4941,NA,109.1187,460.6,-0.062,0,0,0,0,0,0,2,0,0,0
"20","FCR",50,2020-08-10 11:11:15,0.1,27.0549,6.0687,105.71,33.638,35.01584,2.0793,4.8336,NA,132.9343,179.72,0.073,0,0,0,0,0,0,2,0,0,0
"21","FCR",50,2020-08-17 09:25:40,0.1,23.2411,4.5351,76.117,32.971,31.81405,2.0741,5.9112,NA,164.6721,399.83,0.013,0,0,0,0,0,0,2,0,0,0
"22","FCR",50,2020-08-24 08:54:31,0.1,24.7968,5.4263,92.78,34.032,33.904218,2.9886,4.2736,NA,140.564,249.17,0.056,0,0,0,0,0,0,2,0,0,0
"23","FCR",50,2020-09-02 09:40:29,0.1,24.0047,5.192,88.14,34.662,33.964054,4.4264,6.1513,NA,218.4883,351.76,0.018,0,0,0,0,0,0,2,0,0,0
"24","FCR",50,2020-09-03 09:10:45,0.1,25.188,5.7238,98.756,34.191,34.324799,3.3128,5.3787,NA,159.373,285.08,0.116,0,0,0,0,0,0,2,0,0,0
"25","FCR",50,2020-09-09 13:42:23,0.1,24.8999,5.7838,100.044,36.323,36.256514,3.9159,7.898,NA,228.5359,257.13,0.038,0,0,0,0,0,0,2,0,0,0
"26","FCR",50,2020-09-11 09:05:27,0.1,24.4949,6.614,114.309,36.44,36.078804,6.2954,9.2272,NA,138.2203,135.61,0.006,0,0,0,0,0,0,2,0,0,0
"27","FCR",50,2020-09-15 08:20:40,0.1,23.1985,5.8381,103.783,36.486,35.225654,5.8779,13.1458,NA,181.6969,91.682,0.114,0,0,0,0,0,0,2,0,0,0
"28","FCR",50,2020-09-21 09:17:16,0.1,17.9402,6.2939,96.862,35.285,30.342776,1.959,11.0828,NA,89.4104,606.81,0.105,0,0,0,0,0,0,2,0,0,0
"29","FCR",50,2020-09-25 09:25:12,0.1,17.9328,5.1261,80.678,36.648,31.47257,2.6487,12.9236,NA,218.9251,22.917,-0.163,0,0,0,0,0,0,2,0,0,0
"30","FCR",50,2020-09-25 15:53:40,0.1,18.1489,6.7865,99.978,36.458,31.464382,2.9432,13.9782,NA,237.8941,29.541,0.036,0,0,0,0,0,0,2,0,0,0
"31","FCR",50,2020-09-30 09:19:00,0.1,17.3266,7.3421,76.398,36.781,31.13733,2.1573,11.2291,NA,246.2887,215.37,0.043,0,0,0,0,0,0,2,0,0,0
"32","FCR",50,2020-10-04 13:07:59,0.1,16.8436,6.6539,97.395,37.23,31.147153,2.5572,12.2914,NA,200.5286,731.05,0.055,0,0,0,0,0,0,2,0,0,0
"33","FCR",50,2020-10-06 09:28:34,0.1,16.1189,8.7331,89.32,37.852,31.165956,2.3688,12.5295,NA,194.247,386.45,0.066,0,0,0,0,0,0,2,0,0,0
"34","FCR",50,2020-10-13 10:45:52,0.1,18.0097,7.4276,78.561,37.148,31.973155,7.6532,16.5106,NA,139.7045,126.15,0.052,0,0,0,0,0,0,2,0,0,0
"35","FCR",50,2020-10-16 14:15:32,0.1,16.554,9.1508,94.47,39.24,32.620898,3.4059,14.8711,NA,243.0208,73.806,0.04,0,0,0,0,0,0,2,0,0,0
"36","FCR",50,2020-10-16 18:29:09,0.1,16.3441,9.1974,93.899,39.498,32.673997,3.6467,14.3613,NA,218.1935,8.5468,0.066,0,0,0,0,0,0,2,0,0,0
"37","FCR",50,2020-10-16 21:13:15,0.1,15.2125,6.8739,68.943,36.761,29.528018,3.6608,14.5521,NA,216.6166,0.12357,0.043,0,0,0,0,0,0,2,0,0,0
"38","FCR",50,2020-10-17 01:25:34,0.1,15.5162,8.2394,82.752,40.44,32.749213,3.3457,13.9133,NA,179.3617,0.12365,0.054,0,0,0,0,0,0,2,0,0,0
"39","FCR",50,2020-10-17 05:25:42,0.1,14.3061,6.2956,60.702,36.888,29.016891,3.3262,13.2331,NA,195.5398,0.12376,0.054,0,0,0,0,0,0,2,0,0,0
"40","FCR",50,2020-10-17 09:22:30,0.1,15.0064,7.4585,73.982,39.501,31.653048,3.0115,13.2079,NA,172.3592,127.5,0.058,0,0,0,0,0,0,2,0,0,0
"41","FCR",50,2020-10-17 13:57:15,0.1,16.0754,9.5555,91.839,39.057,32.065175,1.3725,10.3396,NA,235.4639,979.06,0.014,0,0,0,0,0,0,2,0,0,0
"42","FCR",50,2020-10-19 11:51:56,0.1,14.8023,7.6075,75.716,39.487,31.434066,3.8045,10.4083,NA,206.0664,112.97,0.059,0,0,0,0,0,0,2,0,0,0
"43","FCR",50,2020-10-28 09:58:30,0.1,16.3808,9.839,100.366,39.274,32.506632,5.6099,4.1662,NA,194.7148,62.492,0.017,0,0,0,0,0,0,2,0,0,0
"44","FCR",50,2020-10-28 13:45:32,0.1,16.7579,10.3237,106.305,39.365,32.883751,5.7642,4.4224,NA,182.0212,202.38,0.025,0,0,0,0,0,0,2,0,0,0
"45","FCR",50,2020-11-02 10:13:10,0.1,12.999,5.0119,46.457,47.08,35.784049,2.3037,12.0108,NA,301.3481,213.67,0.003,0,0,0,0,0,0,2,0,0,0
"46","FCR",50,2020-11-02 15:25:21,0.1,13.4564,9.9835,90.999,45.619,35.114789,2.382,10.5649,NA,249.2703,445.34,0.03,0,0,0,0,0,0,2,0,0,0
"47","FCR",50,2020-11-04 13:43:23,0.1,13.2491,5.7952,54.51,45.026,34.459879,5.326,7.1836,NA,307.1562,102.77,-0.045,0,0,0,0,0,0,2,0,0,0
"48","FCR",50,2020-11-09 10:58:11,0.1,13.698,10.3079,99.913,41.581,32.150257,5.9121,5.67,NA,283.3998,197.31,0.082,0,0,0,0,0,0,2,0,0,0
"49","FCR",50,2020-12-14 13:20:56,0.1,7.1505,10.9833,90.382,35.016,22.48086,1.2018,2.968,NA,316.5408,278.49,0.079,0,0,0,0,0,0,2,0,0,0
"50","FCR",50,2020-06-18 20:01:02,0.2,18.4718,6.3434,96.63,29.501,25.651689,3.3877,7.7148,7.427,227.6777,16.016,0.021,0,0,0,0,0,0,0,0,0,0
"51","FCR",50,2020-06-22 08:34:20,0.2,20.5639,6.3914,109.858,31.032,28.343453,1.8529,3.4775,8.104,197.4557,116.54,0.044,0,0,0,0,0,0,0,0,0,0
"52","FCR",50,2020-06-25 09:31:50,0.2,22.7102,6.0704,100.911,31.491,30.045683,0.9261,2.413,8.076,138.0739,753.16,0.014,0,0,0,0,0,0,0,0,0,0
"53","FCR",50,2020-06-28 21:40:34,0.2,22.3881,5.1999,83.56,31.675,30.021324,2.6089,1.6539,7.435,207.6465,0.12374,0.026,0,0,0,0,0,0,0,0,0,0
"54","FCR",50,2020-06-28 22:41:31,0.2,23.3564,6.0723,101.9,31.424,30.398814,1.7223,1.3906,7.312,169.2819,0.12371,0.008,0,0,0,0,0,0,0,0,0,0
"55","FCR",50,2020-06-29 10:47:05,0.2,22.9723,6.0081,99.583,31.627,30.340382,0.4017,1.6337,7.417,185.6506,303.78,0.019,0,0,0,0,0,0,0,0,0,0
"56","FCR",50,2020-06-29 18:00:17,0.2,23.803,6.2016,104.701,31.517,30.704645,1.4754,1.5799,7.412,184.3954,445.81,0.031,0,0,0,0,0,0,0,0,0,0
"57","FCR",50,2020-07-02 09:32:25,0.2,24.7405,5.7067,98.259,31.53,31.368647,0.4576,1.1805,7.765,143.4738,1144.4,0.044,0,0,0,0,0,0,0,0,0,0
"58","FCR",50,2020-07-06 10:24:12,0.2,26.7168,5.6892,101.685,31.674,32.768368,0.9959,1.1123,7.772,239.5017,1008.7,0.007,0,0,0,0,0,0,0,0,0,0
"59","FCR",50,2020-07-09 09:42:08,0.2,26.9769,5.4357,97.409,32.725,34.023166,0.9911,1.3398,7.66,164.7119,397.71,0.019,0,0,0,0,0,0,0,0,0,0
"60","FCR",50,2020-07-09 15:22:06,0.2,27.7523,5.5592,101.118,32.331,34.102667,0.9392,1.0757,7.726,92.8424,318.4,0.038,0,0,0,0,0,0,0,0,0,0
"61","FCR",50,2020-07-13 11:08:51,0.2,26.1083,4.0945,73.102,31.986,32.698758,0.8723,1.7148,7.348,230.8581,768.41,0.039,0,0,0,0,0,0,0,0,0,0
"62","FCR",50,2020-07-13 13:18:57,0.2,26.9088,3.9425,71.768,31.735,32.94775,0.9338,1.6384,7.474,230.1383,132.5,0.02,0,0,0,0,0,0,0,0,0,0
"63","FCR",50,2020-07-17 09:52:45,0.2,26.9273,4.3009,74.434,33.624,34.930471,1.3586,2.3904,8.429,231.8077,484.84,0.047,0,0,0,0,0,0,0,0,0,0
"64","FCR",50,2020-07-23 14:47:15,0.2,27.7869,5.4545,99.328,32.001,33.751326,0.7235,31.2103,7.068,165.536,638.62,0.073,0,0,0,0,0,0,0,0,0,0
"65","FCR",50,2020-07-27 09:24:05,0.2,26.8259,6.8452,121.009,32.764,33.964501,1.9203,7.2199,8.742,133.6779,335.9,0.034,0,0,0,0,0,0,0,0,0,0
"66","FCR",50,2020-07-30 14:06:20,0.2,26.8724,8.3935,150.642,35.084,36.365414,2.6738,9.4256,7.044,93.8304,85.857,0.036,0,0,0,0,0,0,0,0,0,0
"67","FCR",50,2020-08-03 11:16:39,0.2,26.194,6.49,114.273,32.508,33.278223,4.9598,9.5895,7.35,119.0768,200.34,0.007,0,0,0,0,0,0,0,0,0,0
"68","FCR",50,2020-08-06 09:42:29,0.2,25.584,7.0292,122.393,33.597,34.000319,2.2914,9.6162,NA,114.4237,360.61,0.044,0,0,0,0,0,0,2,0,0,0
"69","FCR",50,2020-08-10 11:11:15,0.2,26.8039,4.9667,89.349,33.348,34.552708,2.7582,5.1561,NA,145.3302,139.27,0.033,0,0,0,0,0,0,2,0,0,0
"70","FCR",50,2020-08-17 09:25:40,0.2,23.2393,4.5796,76.884,33.006,31.848031,2.2051,5.363,NA,166.8105,419.43,0.011,0,0,0,0,0,0,2,0,0,0
"71","FCR",50,2020-08-24 08:54:31,0.2,24.8082,5.3733,93.341,34.011,33.885984,2.93,4.2327,NA,141.4897,216.39,0.059,0,0,0,0,0,0,2,0,0,0
"72","FCR",50,2020-09-02 09:40:29,0.2,23.9719,5.1599,87.652,34.542,33.822726,4.7201,6.6685,NA,220.4027,234.49,0.032,0,0,0,0,0,0,2,0,0,0
"73","FCR",50,2020-09-03 09:10:45,0.2,25.1879,5.6335,93.979,34.119,34.249176,3.4743,5.4094,NA,170.096,286.69,0.043,0,0,0,0,0,0,2,0,0,0
"74","FCR",50,2020-09-09 13:42:23,0.2,24.8953,7.9269,134.247,37.136,37.054633,4.5454,9.0095,NA,215.1474,182.77,0.063,0,0,0,0,0,0,2,0,0,0
"75","FCR",50,2020-09-11 09:05:27,0.2,24.4291,5.5989,95.345,35.231,34.830934,6.743,9.6326,NA,147.9221,108.49,0.087,0,0,0,0,0,0,2,0,0,0
"76","FCR",50,2020-09-15 08:20:40,0.2,23.2709,6.1968,107.277,36.368,35.134716,5.749,12.8404,NA,183.4856,64.345,0.126,0,0,0,0,0,0,2,0,0,0
"77","FCR",50,2020-09-21 09:17:16,0.2,18.3903,5.2391,79.927,36.813,31.996038,2.4588,11.9856,NA,165.9919,312.09,0.036,0,0,0,0,0,0,2,0,0,0
"78","FCR",50,2020-09-25 09:25:12,0.2,17.9242,5.1569,78.636,36.667,31.48977,2.6698,12.8433,NA,218.7121,17.307,-0.228,0,0,0,0,0,0,2,0,0,0
"79","FCR",50,2020-09-25 15:53:40,0.2,18.1431,6.1336,90.301,36.301,31.320816,2.9017,13.7289,NA,237.6368,21.617,0.051,0,0,0,0,0,0,2,0,0,0
"80","FCR",50,2020-09-30 09:19:00,0.2,17.3248,7.3533,76.814,36.729,31.096407,2.2763,11.8779,NA,247.949,66.088,0.032,0,0,0,0,0,0,2,0,0,0
"81","FCR",50,2020-10-04 13:07:59,0.2,16.8163,6.584,96.512,37.288,31.192155,2.4151,11.6515,NA,200.6171,575.87,0.028,0,0,0,0,0,0,2,0,0,0
"82","FCR",50,2020-10-06 09:28:34,0.2,16.15,8.7634,89.54,37.955,31.289337,2.3146,12.4621,NA,194.416,272.09,0.087,0,0,0,0,0,0,2,0,0,0
"83","FCR",50,2020-10-13 10:45:52,0.2,18.0359,7.5568,83.632,37.178,31.92241,7.6924,18.003,NA,137.8489,89.347,0.048,0,0,0,0,0,0,2,0,0,0
"84","FCR",50,2020-10-16 14:15:32,0.2,16.5566,9.1057,93.966,39.377,32.730505,3.466,14.4722,NA,241.6176,56.11,0.056,0,0,0,0,0,0,2,0,0,0
"85","FCR",50,2020-10-16 18:29:09,0.2,16.3676,9.2021,94.562,38.542,31.880688,3.8419,13.7746,NA,219.0143,6.4644,0.059,0,0,0,0,0,0,2,0,0,0
"86","FCR",50,2020-10-16 21:13:15,0.2,15.2273,6.9685,68.968,37.073,29.916576,3.5625,15.3891,NA,216.2535,0.12374,0.034,0,0,0,0,0,0,2,0,0,0
"87","FCR",50,2020-10-17 01:25:34,0.2,15.5049,8.2565,82.79,39.938,32.433744,3.5082,14.1959,NA,179.2904,0.12389,0.049,0,0,0,0,0,0,2,0,0,0
"88","FCR",50,2020-10-17 05:25:42,0.2,14.4094,6.2182,60.887,37.327,29.275673,3.2611,13.085,NA,195.3069,0.12377,0.054,0,0,0,0,0,0,2,0,0,0
"89","FCR",50,2020-10-17 09:22:30,0.2,15.0894,7.4587,73.576,39.219,31.449582,2.9393,13.0696,NA,172.0676,75.789,0.057,0,0,0,0,0,0,2,0,0,0
"90","FCR",50,2020-10-17 13:57:15,0.2,16.0151,8.0417,80.18,40.762,33.433877,2.5384,11.0082,NA,222.1898,662.22,-0.008,0,0,0,0,0,0,2,0,0,0
"91","FCR",50,2020-10-19 11:51:56,0.2,14.7986,7.6691,75.646,39.482,31.432921,4.1299,10.8635,NA,206.105,104.57,0.062,0,0,0,0,0,0,2,0,0,0
"92","FCR",50,2020-10-28 09:58:30,0.2,16.3806,9.7981,100.584,39.361,32.579319,5.6092,4.5033,NA,200.1001,58.952,0.045,0,0,0,0,0,0,2,0,0,0
"93","FCR",50,2020-10-28 13:45:32,0.2,16.7405,10.2955,106.238,39.531,33.02796,5.952,4.4505,NA,181.6336,172.37,0.03,0,0,0,0,0,0,2,0,0,0
"94","FCR",50,2020-11-02 10:13:10,0.2,13.0608,5.0213,47.487,46.801,35.63162,2.7247,12.5677,NA,296.1579,235.98,0.009,0,0,0,0,0,0,2,0,0,0
"95","FCR",50,2020-11-02 15:25:21,0.2,13.5225,6.1007,58.349,45.651,35.169821,3.6076,10.6605,NA,261.0923,334.43,0.019,0,0,0,0,0,0,2,0,0,0
"96","FCR",50,2020-11-04 13:43:23,0.2,13.3163,5.6974,55.825,44.768,34.294944,5.0078,7.4121,NA,304.1218,79.914,0.066,0,0,0,0,0,0,2,0,0,0
"97","FCR",50,2020-11-09 10:58:11,0.2,13.3224,11.3141,107.98,41.03,31.421266,7.4438,3.7579,NA,286.2129,175.68,0.086,0,0,0,0,0,0,2,0,0,0
"98","FCR",50,2020-12-14 13:20:56,0.2,7.0867,10.9339,90.219,34.881,22.371793,1.2886,2.8197,NA,318.109,242.24,0.103,0,0,0,0,0,0,2,0,0,0
"99","FCR",50,2020-06-18 20:01:02,0.3,18.3982,6.3248,96.242,29.464,25.556694,3.146,7.8343,7.501,231.0962,13.253,0.031,0,0,0,0,0,0,0,0,0,0
"100","FCR",50,2020-06-22 08:34:20,0.3,20.5127,7.1443,109.537,31.039,28.106097,1.7983,3.4563,7.977,201.4936,109.15,0.05,0,0,0,0,0,0,0,0,0,0
"101","FCR",50,2020-06-25 09:31:50,0.3,22.6947,6.0841,100.785,31.353,29.905126,1.0789,2.3851,7.986,143.6954,635.26,0.013,0,0,0,0,0,0,0,0,0,0
"102","FCR",50,2020-06-28 21:40:34,0.3,22.4058,5.4493,87.659,31.685,30.059775,2.5984,1.7943,7.4,211.9584,0.12368,0.015,0,0,0,0,0,0,0,0,0,0
"103","FCR",50,2020-06-28 22:41:31,0.3,23.4465,6.0169,100.999,31.445,30.4671,1.9187,1.4456,7.298,169.9869,0.12373,0.008,0,0,0,0,0,0,0,0,0,0
"104","FCR",50,2020-06-29 10:47:05,0.3,22.9541,5.9794,99.689,31.671,30.379735,0.4978,1.5968,7.3,185.549,285.76,0.014,0,0,0,0,0,0,0,0,0,0
"105","FCR",50,2020-06-29 18:00:17,0.3,23.6436,6.2602,105.608,31.513,30.619334,1.6005,1.6315,7.355,184.7345,311.45,0.02,0,0,0,0,0,0,0,0,0,0
"106","FCR",50,2020-07-02 09:32:25,0.3,24.7385,5.7098,97.969,31.563,31.399519,0.336,1.1349,7.689,148.2479,623.21,0.02,0,0,0,0,0,0,0,0,0,0
"107","FCR",50,2020-07-06 10:24:12,0.3,26.596,5.648,100.227,31.484,32.493963,0.6136,1.1329,7.802,236.6884,903.29,0.012,0,0,0,0,0,0,0,0,0,0
"108","FCR",50,2020-07-09 09:42:08,0.3,26.9598,5.4564,98.571,32.082,33.340873,1.2792,1.2036,7.598,168.2256,377.6,0.026,0,0,0,0,0,0,0,0,0,0
"109","FCR",50,2020-07-09 15:22:06,0.3,27.593,5.6662,103.582,32.524,34.176358,1.1043,1.1326,7.637,94.2605,298.07,0.035,0,0,0,0,0,0,0,0,0,0
"110","FCR",50,2020-07-13 11:08:51,0.3,26.1105,3.3002,64.728,31.905,32.617536,0.8124,1.6662,7.375,237.5563,594.03,0.07,0,0,0,0,0,0,0,0,0,0
"111","FCR",50,2020-07-13 13:18:57,0.3,26.9177,3.9716,71.732,31.67,32.882439,0.9386,1.685,7.466,235.6173,205.1,0.021,0,0,0,0,0,0,0,0,0,0
"112","FCR",50,2020-07-17 09:52:45,0.3,26.9349,4.0634,71.951,33.65,34.956325,1.3374,2.1131,8.247,233.0828,443,0.056,0,0,0,0,0,0,0,0,0,0
"113","FCR",50,2020-07-23 14:47:15,0.3,27.7377,7.2759,136.125,32.333,33.972356,0.8656,33.113,7.02,137.5924,650.09,0.033,0,0,0,0,0,0,0,0,0,0
"114","FCR",50,2020-07-27 09:24:05,0.3,26.8086,6.7982,121.931,32.791,33.979333,1.7439,6.0859,8.739,135.5285,322.65,0.022,0,0,0,0,0,0,0,0,0,0
"115","FCR",50,2020-07-30 14:06:20,0.3,26.7407,8.3645,147.902,34.695,35.888033,2.6349,9.848,7.046,97.5625,68.259,0.044,0,0,0,0,0,0,0,0,0,0
"116","FCR",50,2020-08-03 11:16:39,0.3,26.1265,6.5273,115.643,32.157,32.880364,3.9395,9.0097,7.336,124.5919,162.82,0.018,0,0,0,0,0,0,0,0,0,0
"117","FCR",50,2020-08-06 09:42:29,0.3,25.5927,7.0059,122.659,33.338,33.733401,2.3538,10.0804,NA,117.478,337.23,0.077,0,0,0,0,0,0,2,0,0,0
"118","FCR",50,2020-08-10 11:11:15,0.3,26.8103,5.0478,89.712,33.207,34.414227,2.6039,5.102,NA,146.8147,668.92,0.05,0,0,0,0,0,0,2,0,0,0
"119","FCR",50,2020-08-17 09:25:40,0.3,23.2333,4.5651,76.514,32.895,31.735987,2.6872,5.955,NA,171.4225,369.59,0.013,0,0,0,0,0,0,2,0,0,0
"120","FCR",50,2020-08-24 08:54:31,0.3,24.814,5.4385,94.137,33.854,33.733349,2.9671,4.4412,NA,143.9345,218.81,0.067,0,0,0,0,0,0,2,0,0,0
"121","FCR",50,2020-09-02 09:40:29,0.3,23.9587,5.1216,87.878,34.721,33.983423,4.8697,6.4241,NA,223.9135,176.78,0.05,0,0,0,0,0,0,2,0,0,0
"122","FCR",50,2020-09-03 09:10:45,0.3,25.1946,6.4974,107.944,34.407,34.540329,3.634,5.6532,NA,211.2041,213.09,0.059,0,0,0,0,0,0,2,0,0,0
"123","FCR",50,2020-09-09 13:42:23,0.3,24.8913,7.7114,132.596,37.134,37.054821,4.3943,8.2362,NA,213.9873,160.91,0.026,0,0,0,0,0,0,2,0,0,0
"124","FCR",50,2020-09-11 09:05:27,0.3,24.4247,5.5173,100.116,35.101,34.707959,6.328,9.989,NA,147.9533,82.442,0.095,0,0,0,0,0,0,2,0,0,0
"125","FCR",50,2020-09-15 08:20:40,0.3,23.2799,6.3326,108.051,36.452,35.21409,5.8225,12.7908,NA,184.2724,47.207,0.115,0,0,0,0,0,0,2,0,0,0
"126","FCR",50,2020-09-21 09:17:16,0.3,18.5235,5.2564,80.126,36.821,32.069588,2.5305,12.2936,NA,169.5451,300.8,0.035,0,0,0,0,0,0,2,0,0,0
"127","FCR",50,2020-09-25 09:25:12,0.3,18.0736,5.6202,81.569,36.583,31.516334,2.8907,11.9741,NA,228.0139,11.908,0.037,0,0,0,0,0,0,2,0,0,0
"128","FCR",50,2020-09-25 15:53:40,0.3,18.1256,5.7891,87.633,36.309,31.320769,2.9732,13.0981,NA,239.6561,16.168,0.041,0,0,0,0,0,0,2,0,0,0
"129","FCR",50,2020-09-30 09:19:00,0.3,17.3269,7.3706,77.072,36.73,31.096588,2.2056,11.4957,NA,251.3657,29.796,0.042,0,0,0,0,0,0,2,0,0,0
"130","FCR",50,2020-10-04 13:07:59,0.3,16.8324,6.5491,97.072,37.341,31.241056,2.4346,11.8422,NA,202.9537,150.75,0.036,0,0,0,0,0,0,2,0,0,0
"131","FCR",50,2020-10-06 09:28:34,0.3,16.2404,8.7456,89.862,37.9,31.248267,2.291,12.2136,NA,198.7254,201.41,0.019,0,0,0,0,0,0,2,0,0,0
"132","FCR",50,2020-10-13 10:45:52,0.3,17.9453,8.1669,86.723,37.268,32.004925,7.663,17.9841,NA,139.8282,64.885,0.056,0,0,0,0,0,0,2,0,0,0
"133","FCR",50,2020-10-16 14:15:32,0.3,16.5634,9.1482,94.184,39.564,32.893181,3.5182,13.7383,NA,243.8782,42.825,0.056,0,0,0,0,0,0,2,0,0,0
"134","FCR",50,2020-10-16 18:29:09,0.3,16.3552,9.21,93.622,38.766,32.064789,3.9606,13.7381,NA,219.7809,4.8292,0.033,0,0,0,0,0,0,2,0,0,0
"135","FCR",50,2020-10-16 21:13:15,0.3,15.3444,7.1345,71.654,37.387,30.112599,3.7182,14.4524,NA,219.2156,0.12356,0.049,0,0,0,0,0,0,2,0,0,0
"136","FCR",50,2020-10-17 01:25:34,0.3,15.5636,8.2487,83.003,39.371,31.980319,3.5029,13.4784,NA,181.5532,0.12377,0.051,0,0,0,0,0,0,2,0,0,0
"137","FCR",50,2020-10-17 05:25:42,0.3,14.4192,6.8236,66.247,36.906,29.082326,3.2946,11.5684,NA,197.0237,0.12373,0.031,0,0,0,0,0,0,2,0,0,0
"138","FCR",50,2020-10-17 09:22:30,0.3,15.1649,7.4086,74.086,39.13,31.485154,3.2468,13.5124,NA,173.3372,49.339,0.06,0,0,0,0,0,0,2,0,0,0
"139","FCR",50,2020-10-17 13:57:15,0.3,15.9796,7.8422,80.005,39.914,32.713819,2.9308,11.6607,NA,215.2287,538.69,0.057,0,0,0,0,0,0,2,0,0,0
"140","FCR",50,2020-10-19 11:51:56,0.3,14.8047,7.6647,75.594,39.488,31.444462,3.8012,9.8486,NA,207.2405,101.21,0.014,0,0,0,0,0,0,2,0,0,0
"141","FCR",50,2020-10-28 09:58:30,0.3,16.3825,9.8422,100.411,39.45,32.656496,5.8465,4.4292,NA,201.3783,50.899,0.078,0,0,0,0,0,0,2,0,0,0
"142","FCR",50,2020-10-28 13:45:32,0.3,16.5958,10.2375,105.121,39.308,32.671889,6.1834,4.2542,NA,186.7292,144.48,0.053,0,0,0,0,0,0,2,0,0,0
"143","FCR",50,2020-11-02 10:13:10,0.3,13.0576,4.9597,46.968,46.842,35.65953,2.8025,12.1215,NA,297.0334,230.56,0.061,0,0,0,0,0,0,2,0,0,0
"144","FCR",50,2020-11-02 15:25:21,0.3,13.5119,6.0816,58.368,45.593,35.115041,3.6759,10.8029,NA,263.8204,216.05,0.08,0,0,0,0,0,0,2,0,0,0
"145","FCR",50,2020-11-04 13:43:23,0.3,13.2515,5.9121,61.204,45.02,34.337914,5.2735,7.4207,NA,303.8749,89.99,0.056,0,0,0,0,0,0,2,0,0,0
