"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:06:13","19:10:12","CO2",-0.1,0.97,28.67,-0.581,"FCR",50,2024-07-01,""
2,"2001-12-31","19:22:57","19:26:56","CO2",-0.079,1,30.67,-0.456,"FCR",50,2024-07-01,""
1,"2001-12-31","19:06:13","19:10:12","CH4",0.005,0.98,28.67,0.029,"FCR",50,2024-07-01,""
2,"2001-12-31","19:22:57","19:26:56","CH4",0.002,1,30.67,0.012,"FCR",50,2024-07-01,""
