"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:06:42","19:10:41","CO2",0.005,0.36,27.45,0.029,"FCR",50,2024-07-15,""
2,"2001-12-31","19:14:06","19:18:05","CO2",0.008,0.2,30.02,0.046,"FCR",50,2024-07-15,""
1,"2001-12-31","19:06:42","19:10:41","CH4",0.001,0.99,27.45,0.006,"FCR",50,2024-07-15,""
2,"2001-12-31","19:14:06","19:18:05","CH4",0.001,0.96,30.02,0.006,"FCR",50,2024-07-15,""
