"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:06:05","19:10:04","CO2",-0.063,0.99,35.2,-0.358,"FCR",50,2024-07-08,""
2,"2001-12-31","19:13:17","19:17:16","CO2",-0.049,0.99,37.32,-0.277,"FCR",50,2024-07-08,""
1,"2001-12-31","19:06:05","19:10:04","CH4",0.003,0.9,35.2,0.017,"FCR",50,2024-07-08,""
2,"2001-12-31","19:13:17","19:17:16","CH4",0.003,0.97,37.32,0.017,"FCR",50,2024-07-08,""
