"","Reservoir","Site","DateTime","Depth_m","Chla_ugL","Pheo_ugL","Flag_DateTime","Flag_Chla_ugL","Flag_Pheo_ugL"
"719","BVR",50,2019-09-20 12:00:00,0.1,10.2,NA,1,0,2
"720","FCR",20,2019-09-20 12:00:00,0.1,24.7,NA,1,0,2
"721","FCR",20,2019-09-20 12:00:00,0.1,25.1,NA,1,0,2
"722","FCR",30,2019-09-20 12:00:00,0.1,26.5,NA,1,0,2
"723","FCR",45,2019-09-20 12:00:00,0.1,23.8,NA,1,0,2
"724","FCR",45,2019-09-20 12:00:00,0.1,17.9,NA,1,0,2
"725","FCR",50,2019-09-20 12:00:00,0.1,29.4,NA,1,0,2
"726","FCR",50,2019-09-20 12:00:00,0.1,26,NA,1,0,2
"727","BVR",1,2019-10-04 12:00:00,0.1,12.7,NA,1,0,2
"728","BVR",100,2019-10-04 12:00:00,0.1,1.1,NA,1,0,2
"729","BVR",20,2019-10-04 12:00:00,0.1,14.1,NA,1,0,2
"730","BVR",200,2019-10-04 12:00:00,0.1,1.3,NA,1,0,2
"731","BVR",30,2019-10-04 12:00:00,0.1,15.8,NA,1,0,2
"732","BVR",45,2019-10-04 12:00:00,0.1,8.2,NA,1,0,2
"733","BVR",50,2019-10-04 12:00:00,0.1,8.6,NA,1,0,2
"734","FCR",1,2019-10-04 12:00:00,0.1,1.8,NA,1,0,2
"735","FCR",100,2019-10-04 12:00:00,0.1,0.3,NA,1,0,2
"736","FCR",101,2019-10-04 12:00:00,0.1,0.2,NA,1,0,2
"737","FCR",102,2019-10-04 12:00:00,0.1,0.3,NA,1,0,2
"738","FCR",20,2019-10-04 12:00:00,0.1,36.4,NA,1,0,2
"739","FCR",200,2019-10-04 12:00:00,0.1,1.5,NA,1,0,2
"740","FCR",30,2019-10-04 12:00:00,0.1,39.1,NA,1,0,2
"741","FCR",45,2019-10-04 12:00:00,0.1,39.5,NA,1,0,2
"742","FCR",50,2019-10-04 12:00:00,0.1,38.7,NA,1,0,2
"743","FCR",99,2019-10-04 12:00:00,0.1,0.3,NA,1,0,2
"744","FCR",50,2020-05-11 12:00:00,1.6,2.81,0.7,1,0,0
"745","FCR",50,2020-05-18 12:00:00,1.6,2.98,0.5,1,0,0
"746","FCR",50,2020-05-18 12:00:00,1.6,2.81,0.7,1,0,0
"747","FCR",50,2020-05-25 12:00:00,1.6,8.43,0.8,1,0,0
"748","FCR",50,2020-06-03 12:00:00,1.6,2.54,1.2,1,0,0
"749","FCR",50,2020-06-03 12:00:00,1.6,2.29,1.4,1,0,0
"750","FCR",50,2020-06-08 12:00:00,1.6,4.11,0.8,1,0,0
"751","FCR",50,2020-06-08 12:00:00,1.6,3.82,1.1,1,0,0
"752","FCR",50,2020-06-12 12:00:00,1.6,2.29,0.7,1,0,0
"753","FCR",50,2020-06-12 12:00:00,1.6,2.12,0.9,1,0,0
"754","FCR",50,2020-06-22 12:00:00,1.6,4.58,1.1,1,0,0
"755","FCR",50,2020-06-22 12:00:00,1.6,3.94,1.8,1,0,0
"756","FCR",50,2020-07-13 12:00:00,1.6,3.52,0.7,1,0,0
"757","FCR",50,2020-07-13 12:00:00,1.6,4.01,0.8,1,0,0
"758","BVR",50,2020-07-20 12:00:00,1.6,17.01,0.5,1,0,0
"759","FCR",50,2020-07-20 12:00:00,1.6,17.54,0.9,1,0,0
"760","FCR",50,2020-07-23 12:00:00,1.6,3.51,0.8,1,0,0
"761","BVR",50,2020-07-23 12:00:00,1.6,2.83,1.5,1,0,0
"762","FCR",50,2020-07-27 12:00:00,1.6,40.34,0,1,0,4
"763","FCR",50,2020-07-27 12:00:00,1.6,39.61,0,1,0,4
"764","BVR",50,2020-07-30 12:00:00,1.6,2.14,0.5,1,0,0
"765","BVR",50,2020-07-30 12:00:00,1.6,1.68,1,1,0,0
"766","FCR",50,2020-08-03 12:00:00,1.6,43.07,0.2,1,0,4
"767","FCR",50,2020-08-03 12:00:00,1.6,43.37,0.5,1,0,4
"768","FCR",50,2020-08-10 12:00:00,1.6,29.67,0.4,1,0,4
"769","FCR",50,2020-08-10 12:00:00,1.6,29.33,0.9,1,0,0
"770","FCR",50,2020-08-17 12:00:00,1.6,30.64,1.2,1,0,0
"771","FCR",50,2020-08-17 12:00:00,1.6,31.07,2.3,1,0,0
"772","BVR",50,2020-08-20 12:00:00,1.6,3.85,1.1,1,0,0
"773","BVR",50,2020-08-20 12:00:00,1.6,3.85,1.5,1,0,0
"774","FCR",50,2020-08-24 12:00:00,1.6,18.84,1,1,0,0
"775","FCR",50,2020-08-24 12:00:00,1.6,18.46,1.1,1,0,0
"776","BVR",50,2020-09-03 12:00:00,1.6,6.99,1.4,1,0,0
"777","BVR",50,2020-09-03 12:00:00,1.6,5.87,1.7,1,0,0
"778","FCR",50,2020-09-15 12:00:00,1.6,73.6,0,1,0,4
"779","BVR",50,2020-09-15 12:00:00,1.6,65.46,0,1,0,4
"780","BVR",50,2020-09-16 12:00:00,1.6,21.13,3.6,1,0,0
"781","BVR",50,2020-09-16 12:00:00,1.6,26.78,4.2,1,0,0
"782","FCR",50,2020-09-30 12:00:00,1.6,53.84,0,1,0,4
"783","FCR",50,2020-09-30 12:00:00,1.6,52.7,0,1,0,4
"784","BVR",50,2020-10-01 12:00:00,1.6,11.74,1.2,1,0,0
"785","BVR",50,2020-10-01 12:00:00,1.6,12.17,1.4,1,0,0
"786","FCR",50,2020-10-19 12:00:00,1.6,28.26,3.1,1,0,0
"787","FCR",50,2020-10-19 12:00:00,1.6,25.97,4.1,1,0,0
"788","FCR",50,2020-11-02 12:00:00,1.6,14.51,3.6,1,0,0
"789","FCR",50,2020-11-02 12:00:00,1.6,14.51,4,1,0,0
"790","FCR",50,2020-11-09 12:00:00,1.6,22.53,3,1,0,0
"791","BVR",50,2020-11-10 12:00:00,1.6,9.85,2.5,1,0,0
"792","BVR",50,2020-11-16 12:00:00,1.6,9.85,1.5,1,0,0
"793","BVR",50,2020-12-02 12:00:00,1.6,10.08,1.5,1,0,0
"794","FCR",50,2020-12-02 12:00:00,1.6,10.08,2.3,1,0,0
"795","FCR",50,2020-12-02 12:00:00,1.6,8.97,3,1,0,0
"796","FCR",50,2020-12-02 12:00:00,1.6,9.55,3,1,0,0
"797","BVR",50,2021-03-08 12:00:00,1.6,6.07,0.11,1,0,4
"798","FCR",50,2021-03-22 12:00:00,1.6,7.77,0,1,0,4
"799","FCR",50,2021-03-22 12:00:00,1.6,4.09,0.86,1,0,0
"800","BVR",50,2021-04-05 12:00:00,1.6,9.16,0,1,0,4
"801","FCR",50,2021-04-16 12:00:00,1.6,3.32,0,1,0,4
"802","FCR",50,2021-04-16 12:00:00,1.6,3.67,0.29,1,0,4
"803","FCR",50,2021-05-06 12:00:00,1.6,5.11,0,1,0,4
"804","FCR",50,2021-05-14 12:00:00,1.6,5.73,0,1,0,4
"805","BVR",50,2021-05-14 12:00:00,1.6,1.88,0,1,0,4
"806","FCR",50,2021-05-24 12:00:00,1.6,14.32,0,1,0,4
"807","FCR",50,2021-05-24 12:00:00,1.6,14.32,0.77,1,0,0
"808","FCR",50,2021-05-31 12:00:00,1.6,47.66,0,1,0,4
"809","BVR",50,2021-05-31 12:00:00,1.6,2.37,0,1,0,4
"810","CCR",2,2021-06-01 12:00:00,0.1,1.53,0,1,0,4
"811","CCR",4,2021-06-01 12:00:00,0.1,1.07,0.2,1,0,0
"812","CCR",1,2021-06-01 12:00:00,0.1,1.18,0.3,1,0,0
"813","CCR",3,2021-06-01 12:00:00,0.1,0.95,0.3,1,0,0
"814","CCR",5,2021-06-01 12:00:00,0.1,1.07,0.4,1,0,0
"815","CCR",50,2021-06-01 12:00:00,0.1,1.18,0.4,1,0,0
"816","CCR",5,2021-06-06 12:00:00,0.1,0.84,0.1,1,0,4
"817","CCR",1,2021-06-06 12:00:00,0.1,0.95,0.1,1,0,4
"818","CCR",3,2021-06-06 12:00:00,0.1,0.84,0.2,1,0,0
"819","CCR",50,2021-06-06 12:00:00,0.1,0.95,0.2,1,0,0
"820","CCR",4,2021-06-06 12:00:00,0.1,0.84,0.3,1,0,0
"821","CCR",4,2021-06-06 12:00:00,0.1,0.95,0.3,1,0,0
"822","CCR",2,2021-06-06 12:00:00,0.1,1.41,0.3,1,0,0
"823","FCR",50,2021-06-07 12:00:00,1.6,71.17,0,1,0,4
"824","CCR",3,2021-06-09 12:00:00,0.1,0.73,0.2,1,0,0
"825","CCR",5,2021-06-09 12:00:00,0.1,3.13,0.2,1,0,0
"826","CCR",5,2021-06-09 12:00:00,0.1,0.95,0.3,1,0,0
"827","CCR",2,2021-06-09 12:00:00,0.1,1.07,0.3,1,0,0
"828","CCR",4,2021-06-09 12:00:00,0.1,0.73,0.4,1,0,0
"829","CCR",1,2021-06-09 12:00:00,0.1,0.84,0.5,1,0,0
"830","CCR",50,2021-06-09 12:00:00,0.1,0.95,0.5,1,0,0
"831","FCR",50,2021-06-15 12:00:00,1.6,24.71,0,1,0,4
"832","BVR",50,2021-06-15 12:00:00,1.6,2.37,0,1,0,4
"833","SNP",200,2021-06-16 12:00:00,1,0.29,0.3,1,0,0
"834","FCR",50,2021-06-21 12:00:00,1.6,47.92,0,1,0,4
"835","SNP",200,2021-06-23 12:00:00,1,0.54,0.2,1,0,0
"836","SNP",200,2021-06-23 12:00:00,1,0.63,0.2,1,0,0
"837","BVR",50,2021-06-28 12:00:00,1.6,4.58,0,1,0,4
"838","BVR",50,2021-06-28 12:00:00,1.6,4.09,0,1,0,4
"839","FCR",50,2021-06-28 12:00:00,1.6,42.2,0.28,1,0,4
"840","SNP",200,2021-06-30 12:00:00,1,0.63,0.2,1,0,0
"841","SNP",200,2021-07-07 12:00:00,1,0.54,0.2,1,0,0
"842","SNP",200,2021-07-07 12:00:00,1,0.54,0.4,1,0,0
"843","FCR",50,2021-07-07 12:00:00,1.6,4.58,1.5,1,0,0
"844","FCR",50,2021-07-07 12:00:00,1.6,4.58,2.7,1,0,0
"845","FCR",50,2021-07-12 12:00:00,1.6,6.87,4.9,1,0,0
"846","SNP",200,2021-07-15 12:00:00,9,1.75,0.4,1,0,0
"847","SNP",200,2021-07-15 12:00:00,1,0.51,0.4,1,0,0
"848","SNP",200,2021-07-20 12:00:00,1,0.75,0,1,0,4
"849","SNP",200,2021-07-20 12:00:00,1,0.54,0.2,1,0,0
"850","FCR",50,2021-07-21 12:00:00,1.6,12.89,0,1,0,4
"851","BVR",50,2021-07-21 12:00:00,1.6,4.47,0.2,1,0,4
"852","BVR",50,2021-07-26 12:00:00,1.6,5.38,0.9,1,0,0
"853","BVR",50,2021-07-26 12:00:00,1.6,6.19,0.9,1,0,0
"854","FCR",50,2021-07-26 12:00:00,1.6,8.59,1.2,1,0,0
"855","FCR",50,2021-08-02 12:00:00,1.6,3.87,0.4,1,0,4
"856","FCR",50,2021-08-02 12:00:00,1.6,3.87,1.3,1,0,0
"857","FCR",50,2021-08-09 12:00:00,1.6,13.32,0.5,1,0,4
"858","BVR",50,2021-08-09 12:00:00,1.6,12.89,1.5,1,0,0
"859","FCR",50,2021-08-16 12:00:00,1.6,5.87,1.3,1,0,0
"860","FCR",50,2021-08-24 12:00:00,1.6,4.35,0.4,1,0,0
"861","BVR",50,2021-08-24 12:00:00,1.6,13.17,0.5,1,0,0
"862","BVR",50,2021-08-24 12:00:00,1.6,8.82,0.7,1,0,0
"863","FCR",50,2021-09-06 12:00:00,1.6,3.32,0.5,1,0,0
"864","BVR",50,2021-09-06 12:00:00,1.6,15.04,0.6,1,0,0
"865","FCR",50,2021-09-14 12:00:00,1.6,4.7,0.3,1,0,4
"866","FCR",50,2021-09-14 12:00:00,1.6,5.73,1.3,1,0,0
"867","FCR",50,2021-09-21 12:00:00,1.6,5.04,0.5,1,0,0
"868","FCR",50,2021-09-21 12:00:00,1.6,5.73,1,1,0,0
"869","FCR",50,2021-10-04 12:00:00,1.6,3.32,1.2,1,0,0
"870","FCR",50,2021-10-04 12:00:00,1.6,3.32,2.5,1,0,0
"871","FCR",50,2021-10-11 12:00:00,1.6,12.72,2.5,1,0,0
"872","FCR",50,2021-10-11 12:00:00,1.6,12.03,2.7,1,0,0
"873","BVR",50,2021-10-12 12:00:00,1.6,11.89,2.1,1,0,0
"874","FCR",50,2021-10-18 12:00:00,1.6,11,3.3,1,0,0
"875","SNP",200,2021-10-20 12:00:00,0.1,1.03,0.2,1,0,0
"876","SNP",210,2021-10-20 12:00:00,0.1,4.12,1.2,1,0,0
"877","FCR",50,2021-10-25 12:00:00,1.6,12.37,1.9,1,0,0
"878","BVR",50,2021-10-26 12:00:00,1.6,8.45,3.7,1,0,0
"879","BVR",50,2021-10-26 12:00:00,1.6,7.59,4,1,0,0
"880","FCR",50,2021-10-31 12:00:00,1.6,6.19,1.2,1,0,0
"881","FCR",50,2021-11-03 12:00:00,1.6,17.18,3.5,1,0,0
"882","FCR",50,2021-11-03 12:00:00,1.6,16.19,4.8,1,0,0
"883","FCR",50,2021-11-08 12:00:00,1.6,21.19,4.1,1,0,0
"884","BVR",50,2021-11-09 12:00:00,1.6,7.16,3.2,1,0,0
"885","BVR",50,2021-12-06 12:00:00,1.6,16.61,1.4,1,0,0
"886","FCR",50,2021-12-06 12:00:00,1.6,55.7,1.9,1,0,0
"887","FCR",50,2022-03-17 12:00:00,1.6,6.01,1.41,1,0,0
"888","FCR",50,2022-04-12 12:00:00,1.6,5.37,1.13,1,0,0
"889","BVR",50,2022-04-12 12:00:00,1.6,4.87,2.66,1,0,0
"890","FCR",50,2022-04-19 12:00:00,1.6,8.38,1.52,1,0,0
"891","FCR",50,2022-05-02 12:00:00,1.6,11.17,1.05,1,5,5
"892","BVR",50,2022-05-02 12:00:00,1.6,1.86,1.33,1,1,1
"893","BVR",50,2022-05-09 12:00:00,1.6,4.05,1.26,1,1,1
"894","FCR",50,2022-05-09 12:00:00,1.6,9.19,1.35,1,5,5
"895","BVR",50,2022-05-23 12:00:00,1.6,10.53,0.92,1,0,0
"896","FCR",50,2022-05-23 12:00:00,1.6,30.55,0,1,0,4
"897","FCR",50,2022-05-31 12:00:00,1.6,29.4,0,1,0,4
"898","FCR",50,2022-06-07 12:00:00,1.6,97.66,0,1,0,4
"899","FCR",50,2022-06-07 12:00:00,1.6,91.36,0,1,0,4
"900","FCR",50,2022-06-13 12:00:00,1.6,54.13,0,1,0,4
"901","BVR",50,2022-06-13 12:00:00,1.6,39.76,0,1,5,45
"902","SNP",200,2022-06-16 12:00:00,1,0.61,0.31,1,1,1
"903","SNP",200,2022-06-16 12:00:00,8,0.69,0.23,1,1,1
"904","BVR",50,2022-06-20 12:00:00,1.6,55.28,0,1,0,4
"905","FCR",50,2022-06-20 12:00:00,1.6,60.43,0,1,0,4
"906","BVR",50,2022-06-27 12:00:00,1.6,70.17,0,1,0,4
"907","FCR",50,2022-06-27 12:00:00,1.6,67.78,0,1,0,4
"908","SNP",200,2022-06-29 12:00:00,1,0.41,0.03,1,1,4
"909","SNP",200,2022-06-29 12:00:00,8,1.02,0.25,1,0,0
"910","BVR",50,2022-07-05 12:00:00,1.6,23.1,1.37,1,5,5
"911","SNP",200,2022-07-07 12:00:00,8,0.93,0.62,1,0,0
"912","BVR",50,2022-07-11 12:00:00,1.6,6.49,3.54,1,0,0
"913","FCR",50,2022-07-11 12:00:00,1.6,54.03,2.6,1,0,0
"914","SNP",200,2022-07-13 12:00:00,1,0.46,0.24,1,1,1
"915","SNP",200,2022-07-13 12:00:00,8,0.86,0.36,1,0,0
"916","BVR",50,2022-07-18 12:00:00,1.6,4.2,1.71,1,1,1
"917","FCR",50,2022-07-18 12:00:00,1.6,26.54,2.47,1,0,0
"918","SNP",200,2022-07-19 12:00:00,1,0.46,0.3,1,1,1
"919","SNP",200,2022-07-19 12:00:00,8,0.98,0.59,1,0,0
"920","FCR",50,2022-07-25 12:00:00,1.6,11.74,0.63,1,0,4
"921","BVR",50,2022-07-25 12:00:00,1.6,4.77,0.31,1,1,4
"922","SNP",200,2022-07-26 12:00:00,8,1.02,0.49,1,0,0
"923","SNP",200,2022-07-26 12:00:00,1,0.61,0.08,1,1,4
"924","BVR",50,2022-08-01 12:00:00,1.6,11.17,2.03,1,0,0
"925","FCR",50,2022-08-01 12:00:00,1.6,12.22,1.53,1,0,0
"926","BVR",50,2022-08-08 12:00:00,1.6,8.21,2.44,1,5,5
"927","FCR",50,2022-08-08 12:00:00,1.6,8.78,3.73,1,0,0
"928","FCR",50,2022-08-18 12:00:00,1.6,7.06,1.94,1,1,1
"929","BVR",50,2022-08-18 12:00:00,1.6,5.35,1.8,1,1,1
"930","BVR",50,2022-08-22 12:00:00,3,50.12,8.44,1,0,0
"931","BVR",50,2022-08-22 12:00:00,1.6,3.63,1.46,1,1,1
"932","FCR",50,2022-08-22 12:00:00,1.6,6.49,3.13,1,0,0
"933","FCR",50,2022-08-29 12:00:00,1.6,4.77,1.14,1,1,1
"934","FCR",50,2022-09-05 12:00:00,1.6,7.2,1.93,1,0,0
"935","BVR",50,2022-09-05 12:00:00,1.6,5.69,1.11,1,0,0
"936","FCR",50,2022-09-13 12:00:00,1.6,6.09,2.16,1,0,0
"937","FCR",50,2022-09-19 12:00:00,1.6,8.78,2.9,1,0,0
"938","BVR",50,2022-09-19 12:00:00,1.6,9.93,1.76,1,0,0
"939","FCR",50,2022-09-26 12:00:00,1.6,9.55,3,1,5,5
"940","FCR",50,2022-10-03 12:00:00,1.6,13.32,2.77,1,0,0
"941","FCR",50,2022-10-11 12:00:00,1.6,10.26,3.42,1,5,5
"942","BVR",50,2022-10-11 12:00:00,1.6,6.49,0.24,1,1,4
"943","FCR",50,2022-10-17 12:00:00,1.6,10.41,2.65,1,0,0
"944","BVR",50,2022-10-24 12:00:00,1.6,6.66,1.69,1,0,0
"945","FCR",50,2022-10-24 12:00:00,1.6,6.97,2.17,1,0,0
"946","FCR",50,2022-11-08 12:00:00,1.6,17.04,3.79,1,0,0
"947","BVR",50,2022-11-08 12:00:00,1.6,8.45,0.62,1,0,0
"948","BVR",50,2022-11-16 12:00:00,1.6,3.29,1.24,1,0,0
"949","FCR",50,2022-11-16 12:00:00,1.6,18.45,2.21,1,5,5
"950","FCR",50,2022-11-28 12:00:00,1.6,17.04,2.96,1,0,0
"951","BVR",50,2022-11-28 12:00:00,1.6,3.58,0.96,1,0,0
"952","FCR",50,2022-12-12 12:00:00,1.6,9.91,1.89,1,0,0
"953","BVR",50,2022-12-16 12:00:00,1.6,7.27,0.81,1,0,0
"954","BVR",50,2023-03-05 12:00:00,1.6,NA,NA,1,2,2
"955","BVR",50,2023-03-21 12:05:00,1.6,3.09,0.87,0,1,1
"956","FCR",50,2023-04-04 11:03:00,1.6,1.15,0.78,0,1,1
"957","BVR",50,2023-04-13 12:00:00,1.6,NA,NA,1,2,2
"958","FCR",50,2023-04-18 10:27:00,1.6,1.72,1.17,0,0,0
"959","FCR",50,2023-05-01 10:08:00,1.6,6.01,1.2,0,0,0
"960","BVR",50,2023-05-01 10:40:00,1.6,0.76,0.2,0,1,4
"961","FCR",50,2023-05-22 10:05:00,1.6,12.72,0.89,0,0,0
"962","BVR",50,2023-05-22 11:05:00,1.6,2.06,0.41,0,0,0
"963","BVR",50,2023-05-29 10:42:00,1.6,3.25,0.6,0,0,0
"964","FCR",50,2023-05-29 11:10:00,1.6,19.48,0.73,0,0,0
"965","BVR",50,2023-06-05 11:51:00,1.6,1.72,0.45,0,5,5
"966","FCR",50,2023-06-05 14:33:00,1.6,33.34,0,0,6,4
"967","FCR",50,2023-06-14 10:34:00,1.6,61.29,0,0,6,4
"968","BVR",50,2023-06-14 10:40:00,1.6,1.81,0.01,0,1,4
"969","FCR",50,2023-06-19 09:45:00,1.6,77.9,0,0,6,4
"970","BVR",50,2023-06-19 10:09:00,1.6,1.72,0.38,0,1,1
"971","FCR",50,2023-06-26 09:10:00,1.6,52.84,0,0,6,4
"972","BVR",50,2023-06-26 09:51:00,1.6,0.33,0.14,0,1,4
"973","FCR",50,2023-07-03 09:50:00,1.6,80.19,0,0,6,4
"974","BVR",50,2023-07-03 10:10:00,1.6,1.37,0.36,0,1,1
"975","FCR",50,2023-07-10 10:20:00,1.6,54.99,0.69,0,0,0
"976","BVR",50,2023-07-10 10:45:00,1.6,1.55,0.43,0,1,1
"977","FCR",50,2023-07-17 10:15:00,1.6,12.89,2.27,0,5,5
"978","BVR",50,2023-07-17 13:45:00,1.6,2.86,0.23,0,1,4
"979","FCR",50,2023-07-24 10:20:00,1.6,8.21,1.41,0,0,0
"980","BVR",50,2023-07-24 14:05:00,1.6,5.16,1.03,0,0,0
"981","FCR",50,2023-07-31 10:05:00,1.6,13.26,1.24,0,0,0
"982","BVR",50,2023-07-31 10:55:00,1.6,5.8,0.54,0,0,0
"983","FCR",50,2023-08-07 09:40:00,1.6,22.68,2.56,0,0,0
"984","BVR",50,2023-08-07 11:40:00,1.6,14.43,0.91,0,0,0
"985","FCR",50,2023-08-14 01:05:00,1.6,19.59,1.94,0,0,0
"986","BVR",50,2023-08-14 10:28:00,1.6,15.04,1.87,0,5,5
"987","BVR",50,2023-08-22 10:36:00,1.6,12.52,2.15,0,0,0
"988","FCR",50,2023-08-22 13:33:00,1.6,13.17,0.64,0,0,0
"989","BVR",50,2023-08-29 11:10:00,1.6,13.75,4.5,0,5,5
"990","FCR",50,2023-08-29 13:15:00,1.6,20.13,5.32,0,0,0
"991","FCR",50,2023-09-05 10:24:00,1.6,3.93,1.02,0,0,0
"992","BVR",50,2023-09-05 10:28:00,1.6,9.02,1.8,0,0,0
"993","BVR",50,2023-09-12 11:04:00,1.6,8.59,1.92,0,0,0
"994","FCR",50,2023-09-12 14:37:00,1.6,20.87,2.46,0,0,0
"995","FCR",50,2023-09-18 10:17:00,1.6,16.94,4.98,0,0,0
"996","BVR",50,2023-09-18 11:45:00,1.6,16.2,1.83,0,0,0
"997","FCR",50,2023-09-25 12:00:00,1.6,NA,NA,1,2,2
"998","BVR",50,2023-09-26 12:05:00,1.6,15.67,3.47,0,5,5
"999","BVR",50,2023-10-03 11:15:00,1.6,6.63,1.33,0,0,0
"1000","FCR",50,2023-10-03 11:26:00,1.6,12.03,2.51,0,0,0
"1001","FCR",50,2023-10-09 09:57:00,1.6,11.46,3.05,0,5,5
"1002","BVR",50,2023-10-09 11:11:00,1.6,10.88,1.59,0,5,5
"1003","FCR",50,2023-10-17 10:56:00,1.6,13.92,2.41,0,0,0
"1004","BVR",50,2023-10-17 11:40:00,1.6,11.74,1.45,0,0,0
"1005","BVR",50,2023-10-24 11:04:00,1.6,10.31,1.65,0,0,0
"1006","FCR",50,2023-10-24 13:44:00,1.6,23.29,3.93,0,5,5
"1007","BVR",50,2023-10-31 11:35:00,1.6,20.91,1.78,0,0,0
"1008","FCR",50,2023-10-31 13:30:00,1.6,60.14,3.42,0,0,0
"1009","FCR",50,2023-11-06 10:08:00,1.6,38.54,3.53,0,0,0
"1010","BVR",50,2023-11-06 10:26:00,1.6,18.33,1.26,0,5,5
"1011","FCR",50,2023-11-14 11:19:00,1.6,37.8,3.73,0,0,0
"1012","BVR",50,2023-11-14 11:24:00,1.6,16.69,2.04,0,5,5
"1013","FCR",50,2023-12-04 09:46:00,1.6,24.92,3.91,0,0,0
"1014","BVR",50,2023-12-04 10:33:00,1.6,39.52,0.81,0,0,0
"1015","FCR",50,2024-01-29 10:10:00,1.6,NA,NA,0,2,2
"1016","FCR",50,2024-02-13 12:00:00,1.6,9.67,4.56,1,0,0
"1017","FCR",50,2024-02-27 10:48:00,1.6,8.81,0.32,0,0,0
"1018","BVR",50,2024-03-05 10:45:00,1.6,5.16,1.65,0,0,0
"1019","FCR",50,2024-03-05 10:55:00,1.6,5.16,2.58,0,0,0
"1020","BVR",50,2024-03-18 10:35:00,1.6,12.03,2.66,0,0,0
"1021","FCR",50,2024-03-18 10:57:00,1.6,4.94,2.64,0,0,0
"1022","FCR",50,2024-03-25 09:45:00,1.6,4.08,2.88,0,0,0
"1023","FCR",50,2024-04-01 10:18:00,1.6,5.69,5.29,0,5,5
"1024","BVR",50,2024-04-01 11:30:00,1.6,11.74,1.25,0,0,0
"1025","FCR",50,2024-04-08 11:25:00,1.6,4.73,1.31,0,0,0
"1026","FCR",50,2024-04-15 09:47:00,1.6,3.44,1.82,0,0,0
"1027","BVR",50,2024-04-15 10:37:00,1.6,10.8,1.04,0,0,0
"1028","FCR",50,2024-04-22 12:06:00,1.6,2.32,1.89,0,5,5
"1029","FCR",50,2024-04-29 09:57:00,1.6,3.26,0.94,0,0,0
"1030","BVR",50,2024-04-29 10:28:00,1.6,3.78,7.11,0,0,0
"1031","BVR",50,2024-05-06 10:25:00,1.6,9.02,2.73,0,0,0
"1032","FCR",50,2024-05-06 12:00:00,1.6,6.44,2.53,1,0,0
"1033","FCR",50,2024-05-13 10:35:00,1.6,5.16,1.86,0,0,0
"1034","BVR",50,2024-05-13 10:54:00,1.6,14.32,1.35,0,0,0
"1035","FCR",50,2024-05-20 11:07:00,1.6,8.31,0,0,6,4
"1036","BVR",50,2024-05-20 12:10:00,1.6,8.59,8.73,0,0,0
"1037","CCR",50,2024-05-22 12:00:00,0.1,1.45,0.07,1,5,5
"1038","CCR",88,2024-05-22 12:00:00,0.1,3.29,0.01,1,0,4
"1039","CCR",90,2024-05-22 12:00:00,0.1,6.06,0,1,6,4
"1040","CCR",101,2024-05-22 12:00:00,0.1,0.34,0,1,6,4
"1041","CCR",100,2024-05-22 12:00:00,0.1,0.23,0.02,1,1,4
"1042","CCR",98,2024-05-22 12:00:00,0.1,13.94,1.32,1,0,0
"1043","CCR",92,2024-05-22 12:00:00,0.1,2.63,0.25,1,0,0
"1044","BVR",50,2024-05-27 11:04:00,1.6,32.94,0.88,0,5,45
"1045","FCR",50,2024-05-27 11:30:00,1.6,3.44,1.1,0,0,0
"1046","FCR",50,2024-06-03 10:08:00,1.6,0.38,6.49,0,0,0
"1047","BVR",50,2024-06-03 12:00:00,1.6,30.93,10.72,1,0,0
"1048","BVR",50,2024-06-10 10:46:00,1.6,32.22,5.83,0,0,0
"1049","FCR",50,2024-06-10 10:50:00,1.6,5.99,1.03,0,0,0
"1050","SNP",41,2024-06-13 12:00:00,0.1,0.46,0.2,1,1,1
"1051","SNP",200,2024-06-13 12:00:00,0.1,0.61,0.21,1,1,1
"1052","SNP",111,2024-06-13 12:00:00,0.1,0.63,0,1,6,4
"1053","FCR",50,2024-06-17 10:07:00,1.6,27.76,0.48,0,0,4
"1054","BVR",50,2024-06-17 11:15:00,1.6,48.97,1.34,0,0,0
"1055","SNP",41,2024-06-18 12:00:00,0.1,0.55,0.04,1,1,4
"1056","SNP",111,2024-06-18 12:00:00,0.1,0.84,0,1,6,4
"1057","SNP",200,2024-06-18 12:00:00,0.1,0.58,0.09,1,1,4
"1058","CCR",90,2024-06-19 12:00:00,0.1,1.15,0.06,1,1,45
"1059","CCR",98,2024-06-19 12:00:00,0.1,1.91,0.29,1,0,0
"1060","CCR",88,2024-06-19 12:00:00,0.1,0.86,0.1,1,1,4
"1061","CCR",92,2024-06-19 12:00:00,0.1,0.76,0.13,1,1,1
"1062","CCR",100,2024-06-19 12:00:00,0.1,0.57,0.39,1,1,1
"1063","CCR",101,2024-06-19 12:00:00,0.1,0.19,0.29,1,1,1
"1064","CCR",50,2024-06-19 12:00:00,0.1,0.95,0.01,1,1,4
"1065","CCR",96,2024-06-19 12:00:00,0.1,1.62,0.16,1,0,0
"1066","SNP",41,2024-06-20 12:00:00,0.1,0.57,0.25,1,1,1
"1067","SNP",200,2024-06-20 12:00:00,0.1,0.6,0.08,1,1,4
"1068","SNP",111,2024-06-20 12:00:00,0.1,0.43,0,1,1,4
"1069","BVR",50,2024-06-24 09:43:00,1.6,111.12,6,0,0,0
