"","Reservoir","Site","DateTime","Depth_m","Chla_ugL","Pheo_ugL","Flag_DateTime","Flag_Chla_ugL","Flag_Pheo_ugL"
"360","FCR",50,2016-05-30 12:00:00,1.6,4.2,3.8,1,0,0
"361","FCR",50,2016-05-31 12:00:00,5,4.8,3.1,1,0,0
"362","FCR",50,2016-05-31 12:00:00,6.2,4.8,4.6,1,0,0
"363","BVR",50,2016-05-31 12:00:00,9,38,10.3,1,0,0
"364","FCR",50,2016-06-02 12:00:00,1.6,4.8,2.6,1,0,0
"365","FCR",50,2016-06-02 12:00:00,5,5.5,2.9,1,0,0
"366","BVR",50,2016-06-02 12:00:00,7,15.2,5.2,1,0,0
"367","FCR",50,2016-06-06 12:00:00,5,9.7,2.8,1,0,0
"368","FCR",50,2016-06-06 12:00:00,3.8,11.1,2.9,1,0,0
"369","BVR",50,2016-06-08 12:00:00,6,3.5,2.9,1,0,0
"370","BVR",50,2016-06-08 12:00:00,9,68.7,10.7,1,0,0
"371","FCR",50,2016-06-13 12:00:00,1.6,4.2,1.8,1,0,0
"372","FCR",50,2016-06-13 12:00:00,3.8,11.4,2.8,1,0,0
"373","FCR",50,2016-06-13 12:00:00,5,9,3.5,1,0,0
"374","BVR",50,2016-06-16 12:00:00,6,2.9,1,1,0,0
"375","BVR",50,2016-06-16 12:00:00,9,76.7,15.1,1,0,0
"376","FCR",50,2016-06-20 12:00:00,3.8,13.4,7.8,1,0,0
"377","FCR",50,2016-06-20 12:00:00,5,12.3,7.8,1,0,0
"378","BVR",50,2016-06-23 12:00:00,5,5.4,2,1,0,0
"379","BVR",50,2016-06-23 12:00:00,9,48.1,10.2,1,0,0
"380","BVR",50,2016-06-26 12:00:00,6,9.2,4.7,1,0,0
"381","BVR",50,2016-06-26 12:00:00,9,85.8,16.1,1,0,0
"382","FCR",50,2016-06-27 12:00:00,5,9.8,7.1,1,0,0
"383","FCR",50,2016-06-27 12:00:00,3.8,9.7,7.2,1,0,0
"384","BVR",50,2016-06-28 12:00:00,4,5.5,1.7,1,0,0
"385","FCR",50,2016-06-28 12:00:00,1.6,5.2,3.8,1,0,0
"386","FCR",50,2016-06-28 12:00:00,5,6.9,4.2,1,0,0
"387","FCR",50,2016-06-28 12:00:00,3.8,6.1,4.5,1,0,0
"388","BVR",50,2016-06-28 12:00:00,9,95.1,13.5,1,0,0
"389","BVR",50,2016-06-30 12:00:00,4,8.6,3.8,1,0,0
"390","FCR",50,2016-06-30 12:00:00,4.1,6.9,3.9,1,0,0
"391","FCR",50,2016-06-30 12:00:00,5,7.5,5.8,1,0,0
"392","BVR",50,2016-06-30 12:00:00,9,158,22,1,0,0
"393","FCR",50,2016-07-05 12:00:00,1.6,7.8,4.2,1,0,0
"394","FCR",50,2016-07-05 12:00:00,3.8,10.7,6,1,0,0
"395","BVR",50,2016-07-07 12:00:00,5,13.4,6.1,1,0,0
"396","BVR",50,2016-07-07 12:00:00,9,93.6,12.9,1,0,0
"397","FCR",50,2016-07-11 12:00:00,3.8,7.9,4,1,0,0
"398","FCR",50,2016-07-11 12:00:00,5,11.1,4.8,1,0,0
"399","BVR",50,2016-07-14 12:00:00,4,13.8,6.8,1,0,0
"400","BVR",50,2016-07-14 12:00:00,7.5,54.6,14.8,1,0,0
"401","FCR",50,2016-07-18 12:00:00,5,7.1,3.7,1,0,0
"402","FCR",50,2016-07-18 12:00:00,3.8,11.5,4.7,1,0,0
"403","BVR",50,2016-07-21 12:00:00,5,17.6,4.8,1,3,3
"404","BVR",50,2016-07-21 12:00:00,7,74.7,5.7,1,3,3
"405","BVR",50,2016-07-24 12:00:00,6.8,41.2,8.6,1,3,3
"406","FCR",50,2016-07-25 12:00:00,3.8,3.9,0.7,1,3,3
"407","FCR",50,2016-07-25 12:00:00,6,18.7,2.7,1,3,3
"408","FCR",50,2016-07-27 12:00:00,4,6.5,2,1,3,3
"409","FCR",50,2016-07-27 12:00:00,7,24.9,5.2,1,3,3
"410","BVR",50,2016-07-28 12:00:00,4,6.7,1.4,1,3,3
"411","BVR",50,2016-07-28 12:00:00,7,33.4,9.3,1,3,3
"412","FCR",50,2016-08-01 12:00:00,2.8,8.5,1.7,1,3,3
"413","FCR",50,2016-08-01 12:00:00,4.5,7.5,1.9,1,3,3
"414","FCR",50,2016-08-01 12:00:00,6.2,57.1,12.7,1,3,3
"415","BVR",50,2016-08-04 12:00:00,7,68.8,10.6,1,3,3
"416","FCR",50,2016-08-08 12:00:00,1.6,7,2.2,1,0,0
"417","FCR",50,2016-08-08 12:00:00,5,56.7,12.8,1,3,3
"418","BVR",50,2016-08-11 12:00:00,3.5,11.3,2.9,1,0,0
"419","BVR",50,2016-08-11 12:00:00,7,55.7,7.1,1,3,3
"420","FCR",50,2016-08-15 12:00:00,3.8,10.8,6.3,1,3,3
"421","FCR",50,2016-08-15 12:00:00,5,25.9,10.7,1,3,3
"422","BVR",50,2016-08-18 12:00:00,4,9.1,1.3,1,3,3
"423","BVR",50,2016-08-18 12:00:00,6,19,3.4,1,3,3
"424","BVR",50,2016-08-23 12:00:00,4,17.5,6.7,1,0,0
"425","BVR",50,2016-08-23 12:00:00,6.5,68.1,15,1,0,0
"426","FCR",50,2016-08-26 12:00:00,3.8,16.1,13.3,1,3,3
"427","FCR",50,2016-08-26 12:00:00,5,34.2,18.3,1,3,3
"428","FCR",50,2016-09-02 12:00:00,1.6,10.6,5.9,1,0,0
"429","FCR",50,2016-09-02 12:00:00,3.8,11.4,14.8,1,0,0
"430","BVR",50,2016-09-06 12:00:00,3,8.3,3.2,1,0,0
"431","BVR",50,2016-09-06 12:00:00,7,31.5,16.1,1,0,0
"432","FCR",50,2016-09-09 12:00:00,3.8,20.8,11.9,1,0,0
"433","FCR",50,2016-09-09 12:00:00,5,21.8,14.8,1,0,0
"434","BVR",50,2016-09-17 12:00:00,3,12.8,5.1,1,0,0
"435","BVR",50,2016-09-17 12:00:00,6,130.7,NA,1,0,2
"436","FCR",50,2016-09-20 12:00:00,5,11.8,6.9,1,0,0
"437","FCR",50,2016-09-20 12:00:00,1.6,13.1,7.4,1,0,0
"438","BVR",50,2016-09-27 12:00:00,1.5,10.6,7,1,0,0
"439","BVR",50,2016-09-27 12:00:00,7,11,7.9,1,0,0
"440","FCR",50,2016-09-30 12:00:00,2,14.5,6.1,1,0,0
"441","FCR",50,2016-09-30 12:00:00,6,28.2,9.5,1,0,0
"442","FCR",50,2016-10-07 12:00:00,5,7.3,5.1,1,0,0
"443","FCR",50,2016-10-07 12:00:00,1.6,12.1,5.3,1,0,0
"444","BVR",50,2016-10-11 12:00:00,3,6.1,3.6,1,0,0
"445","BVR",50,2016-10-11 12:00:00,9,74.8,NA,1,0,2
"446","BVR",50,2016-10-25 12:00:00,3,5.2,2.1,1,0,0
"447","FCR",50,2018-04-23 12:00:00,1.6,1.9,0.7,1,0,0
"448","FCR",50,2018-04-23 12:00:00,0.1,1.9,1,1,0,0
"449","FCR",50,2018-04-23 12:00:00,3.8,3.7,1.6,1,0,0
"450","FCR",50,2018-04-23 12:00:00,3.8,3.7,2.6,1,0,0
"451","FCR",50,2018-04-23 12:00:00,5,8.4,3.6,1,0,0
"452","BVR",50,2018-05-04 12:00:00,0.1,3,0.4,1,0,0
"453","BVR",50,2018-05-04 12:00:00,0.1,2.6,0.7,1,0,0
"454","BVR",50,2018-05-04 12:00:00,3,4.5,1.7,1,0,0
"455","FCR",50,2018-05-07 12:00:00,0.1,1.9,0.3,1,0,0
"456","FCR",50,2018-05-07 12:00:00,0.1,1.9,0.4,1,0,0
"457","FCR",50,2018-05-07 12:00:00,3.8,2.3,0.5,1,0,0
"458","FCR",50,2018-05-07 12:00:00,1.6,1.9,0.6,1,0,0
"459","FCR",50,2018-05-07 12:00:00,5,1.9,0.8,1,0,0
"460","BVR",50,2018-05-11 12:00:00,0.1,3.2,0.6,1,0,0
"461","BVR",50,2018-05-11 12:00:00,3,3.5,1.1,1,0,0
"462","BVR",50,2018-05-11 12:00:00,6,2.9,2.3,1,0,0
"463","FCR",50,2018-05-14 12:00:00,0.1,1.2,0.4,1,0,0
"464","FCR",50,2018-05-14 12:00:00,3.8,3.1,0.9,1,0,0
"465","CCR",50,2018-05-16 12:00:00,6,3.6,1.2,1,0,0
"466","CCR",50,2018-05-16 12:00:00,6,4,1.4,1,0,0
"467","CCR",50,2018-05-16 12:00:00,12,3.5,1.6,1,0,0
"468","BVR",50,2018-05-17 12:00:00,3,3.9,0.9,1,0,0
"469","BVR",50,2018-05-17 12:00:00,0.1,4.8,1,1,0,0
"470","BVR",50,2018-05-17 12:00:00,6,2.8,1.2,1,0,0
"471","BVR",50,2018-05-17 12:00:00,3,3.9,1.6,1,0,0
"472","FCR",50,2018-05-21 12:00:00,0.1,3.3,0.9,1,0,0
"473","FCR",50,2018-05-21 12:00:00,1.6,4.4,1.7,1,0,0
"474","FCR",50,2018-05-21 12:00:00,5,3.3,2.1,1,0,0
"475","FCR",50,2018-05-21 12:00:00,3.8,3.7,2.7,1,0,0
"476","BVR",50,2018-05-24 12:00:00,0.1,3.2,1.4,1,0,0
"477","BVR",50,2018-05-24 12:00:00,6,2.2,1.5,1,0,0
"478","BVR",50,2018-05-24 12:00:00,3,4,1.7,1,0,0
"479","BVR",50,2018-05-24 12:00:00,3,4.2,1.8,1,0,0
"480","FCR",50,2018-05-28 12:00:00,0.1,6.7,2.6,1,0,0
"481","FCR",50,2018-05-28 12:00:00,1.6,8.3,2.7,1,0,0
"482","FCR",50,2018-05-28 12:00:00,5,3.1,2.8,1,0,0
"483","FCR",50,2018-05-28 12:00:00,1.6,8.5,3.3,1,0,0
"484","FCR",50,2018-05-28 12:00:00,3.8,5.3,3.5,1,0,0
"485","CCR",50,2018-05-30 12:00:00,0.1,2.8,1.1,1,0,0
"486","CCR",50,2018-05-30 12:00:00,6,5.2,1.2,1,0,0
"487","CCR",50,2018-05-30 12:00:00,12,3.2,1.4,1,0,0
"488","CCR",50,2018-05-30 12:00:00,6,4.7,1.6,1,0,0
"489","BVR",50,2018-05-31 12:00:00,6,2.4,0.9,1,0,0
"490","BVR",50,2018-05-31 12:00:00,6,2.2,1.9,1,0,0
"491","BVR",50,2018-05-31 12:00:00,0.1,8.6,2.4,1,0,0
"492","BVR",50,2018-05-31 12:00:00,3,10.1,3.4,1,0,0
"493","FCR",50,2018-06-04 12:00:00,0.1,2.2,1.6,1,0,0
"494","FCR",50,2018-06-04 12:00:00,1.6,3,2.6,1,0,0
"495","FCR",50,2018-06-04 12:00:00,5,3,2.9,1,0,0
"496","FCR",50,2018-06-04 12:00:00,3.8,3.5,2.9,1,0,0
"497","BVR",50,2018-06-07 12:00:00,0.1,5.9,1.1,1,0,0
"498","BVR",50,2018-06-07 12:00:00,3,6,2,1,0,0
"499","BVR",50,2018-06-07 12:00:00,6,8.9,2.3,1,0,0
"500","BVR",50,2018-06-07 12:00:00,6,8.4,2.5,1,0,0
"501","FCR",50,2018-06-11 12:00:00,1.6,3.5,0.4,1,0,0
"502","FCR",50,2018-06-11 12:00:00,0.1,3.2,1.1,1,0,0
"503","FCR",50,2018-06-11 12:00:00,3.8,3.7,1.8,1,0,0
"504","FCR",50,2018-06-11 12:00:00,5,5.7,2.7,1,0,0
"505","CCR",50,2018-06-13 12:00:00,0.1,1.3,0.6,1,0,0
"506","CCR",50,2018-06-13 12:00:00,12,2.6,1.1,1,0,0
"507","CCR",50,2018-06-13 12:00:00,6,5.7,1.8,1,0,0
"508","CCR",50,2018-06-13 12:00:00,6,5.2,2.4,1,0,0
"509","BVR",50,2018-06-14 12:00:00,0.1,9,1.7,1,0,0
"510","BVR",50,2018-06-14 12:00:00,6,4.9,2.8,1,0,0
"511","BVR",50,2018-06-14 12:00:00,3,13.5,6.2,1,0,0
"512","BVR",50,2018-06-14 12:00:00,3,13.5,7.2,1,0,0
"513","FCR",50,2018-06-18 12:00:00,1.6,3.7,0.7,1,0,0
"514","FCR",50,2018-06-18 12:00:00,0.1,3.7,0.8,1,0,0
"515","FCR",50,2018-06-18 12:00:00,5,5.2,2.5,1,0,0
"516","FCR",50,2018-06-18 12:00:00,3.8,5.2,2.6,1,0,0
"517","BVR",50,2018-06-21 12:00:00,3,9.3,1.1,1,0,0
"518","BVR",50,2018-06-21 12:00:00,6,8.9,2.5,1,0,0
"519","BVR",50,2018-06-21 12:00:00,6,8.4,2.6,1,0,0
"520","BVR",50,2018-06-21 12:00:00,3,12.1,3.1,1,0,0
"521","FCR",50,2018-06-25 12:00:00,0.1,10.4,2.1,1,0,0
"522","FCR",50,2018-06-25 12:00:00,0.1,10.6,2.2,1,0,0
"523","FCR",50,2018-06-25 12:00:00,3.8,9,2.5,1,0,0
"524","FCR",50,2018-06-25 12:00:00,1.6,9.9,2.5,1,0,0
"525","FCR",50,2018-06-25 12:00:00,5,5.6,2.9,1,0,0
"526","CCR",50,2018-06-27 12:00:00,12,1,1.5,1,0,0
"527","CCR",50,2018-06-27 12:00:00,0.1,3.9,1.5,1,0,0
"528","CCR",50,2018-06-27 12:00:00,6,4,2.2,1,0,0
"529","CCR",50,2018-06-27 12:00:00,6,4,2.4,1,0,0
"530","BVR",50,2018-06-28 12:00:00,0.1,23.9,2.3,1,0,0
"531","BVR",50,2018-06-28 12:00:00,6,24.2,4.2,1,0,0
"532","BVR",50,2018-06-28 12:00:00,3,23.9,4.3,1,0,0
"533","BVR",50,2018-06-28 12:00:00,6,24.9,4.8,1,0,0
"534","FCR",50,2018-07-02 12:00:00,1.6,5.9,3.3,1,0,0
"535","FCR",50,2018-07-02 12:00:00,3.8,5,3.9,1,0,0
"536","BVR",50,2018-07-05 12:00:00,0.1,23.2,3.2,1,0,0
"537","FCR",50,2018-07-09 12:00:00,1.6,7.2,3,1,0,0
"538","CCR",50,2018-07-11 12:00:00,6,5.2,3.9,1,0,0
"539","BVR",50,2018-07-12 12:00:00,6,30.5,4.9,1,0,0
"540","BVR",50,2018-07-19 12:00:00,0.1,12.1,2.3,1,0,0
"541","BVR",50,2018-07-19 12:00:00,3,17.9,4.5,1,0,0
"542","CCR",50,2018-07-25 12:00:00,6,4.5,2.7,1,0,0
"543","BVR",50,2018-07-26 12:00:00,3,19,6.1,1,0,0
"544","FCR",50,2018-07-30 12:00:00,3.8,7.2,5.1,1,0,0
"545","BVR",50,2018-08-02 12:00:00,3,18.3,9.1,1,0,0
"546","FCR",50,2018-08-06 12:00:00,1.6,9.1,3,1,0,0
"547","CCR",50,2018-08-08 12:00:00,6,4.5,2.7,1,0,0
"548","BVR",50,2018-08-09 12:00:00,0.1,13.8,4.6,1,0,0
"549","FCR",50,2018-08-13 12:00:00,1,7.8,5.7,1,0,0
"550","BVR",50,2018-08-16 12:00:00,0.1,16.7,4.9,1,0,0
"551","BVR",50,2018-08-16 12:00:00,3,18.6,7.2,1,0,0
"552","BVR",50,2018-08-16 12:00:00,6,53,8.4,1,0,0
"553","FCR",50,2018-08-20 12:00:00,1.6,6.9,2.2,1,0,0
"554","CCR",50,2018-08-22 12:00:00,0.1,3.1,1.1,1,0,0
"555","CCR",50,2018-08-22 12:00:00,6,6.2,3.4,1,0,0
"556","BVR",50,2018-08-23 12:00:00,6,35.2,5.5,1,0,0
"557","BVR",50,2018-08-23 12:00:00,0.1,13.3,10,1,0,0
"558","FCR",50,2018-08-27 12:00:00,0.1,7.3,2.4,1,0,0
"559","FCR",50,2018-09-03 12:00:00,0.1,6.2,3.7,1,0,0
"560","BVR",50,2018-09-07 12:00:00,0.1,9.3,3.6,1,0,0
"561","FCR",50,2019-04-01 12:00:00,3.8,0.8,0.1,1,4,4
"562","FCR",50,2019-04-01 12:00:00,1.6,1.8,0.8,1,0,0
"563","FCR",50,2019-04-01 12:00:00,5,3.2,1.2,1,0,0
"564","BVR",50,2019-04-08 12:00:00,0.1,1.2,0.4,1,0,0
"565","FCR",50,2019-04-15 12:00:00,1.6,4.3,2.2,1,0,0
"566","FCR",50,2019-04-15 12:00:00,5,1.7,2.7,1,0,0
"567","FCR",50,2019-04-15 12:00:00,3.8,2.4,3.1,1,0,0
"568","FCR",50,2019-04-22 12:00:00,5,4.3,2.4,1,0,0
"569","FCR",50,2019-04-22 12:00:00,1.6,3.6,3,1,0,0
"570","FCR",50,2019-04-29 12:00:00,1.6,1.5,1,1,0,0
"571","FCR",50,2019-04-29 12:00:00,3.8,4.1,4.3,1,0,0
"572","FCR",50,2019-04-29 12:00:00,5,4.4,4.4,1,0,0
"573","BVR",50,2019-04-29 12:00:00,6,23.3,5.9,1,0,0
"574","BVR",1,2019-04-29 12:00:00,0.1,2,NA,1,0,2
"575","BVR",100,2019-04-29 12:00:00,0.1,0.3,NA,1,0,2
"576","BVR",20,2019-04-29 12:00:00,0.1,1.7,NA,1,0,2
"577","BVR",200,2019-04-29 12:00:00,0.1,1.3,NA,1,0,2
"578","BVR",30,2019-04-29 12:00:00,0.1,1.8,NA,1,0,2
"579","BVR",45,2019-04-29 12:00:00,0.1,2.7,NA,1,0,2
"580","BVR",50,2019-04-29 12:00:00,0.1,2.7,NA,1,0,2
"581","FCR",1,2019-04-29 12:00:00,0.1,1.3,NA,1,0,2
"582","FCR",100,2019-04-29 12:00:00,0.1,1.1,NA,1,0,2
"583","FCR",101,2019-04-29 12:00:00,0.1,1.5,NA,1,0,2
"584","FCR",102,2019-04-29 12:00:00,0.1,2,NA,1,0,2
"585","FCR",20,2019-04-29 12:00:00,0.1,1.8,NA,1,0,2
"586","FCR",200,2019-04-29 12:00:00,0.1,0.7,NA,1,0,2
"587","FCR",30,2019-04-29 12:00:00,0.1,2,NA,1,0,2
"588","FCR",45,2019-04-29 12:00:00,0.1,2,NA,1,0,2
"589","FCR",50,2019-04-29 12:00:00,0.1,1.8,NA,1,0,2
"590","FCR",99,2019-04-29 12:00:00,0.1,0.7,NA,1,0,2
"591","FCR",50,2019-05-06 12:00:00,1.6,2,1.9,1,0,0
"592","FCR",50,2019-05-06 12:00:00,5,4.9,4.5,1,0,0
"593","FCR",50,2019-05-06 12:00:00,3.8,19,12.7,1,0,0
"594","FCR",50,2019-05-13 12:00:00,1.6,2.7,2.3,1,0,0
"595","FCR",50,2019-05-13 12:00:00,5,6.3,3.1,1,0,0
"596","BVR",50,2019-05-16 12:00:00,0.1,1,0.5,1,0,0
"597","BVR",50,2019-05-16 12:00:00,6,40.9,13.7,1,0,0
"598","FCR",50,2019-05-20 12:00:00,1.6,2.2,1.3,1,0,0
"599","FCR",50,2019-05-20 12:00:00,3.8,5.3,2.4,1,0,0
"600","BVR",50,2019-05-23 12:00:00,0.1,0.7,0.1,1,0,0
"601","BVR",50,2019-05-23 12:00:00,6,2,1.8,1,0,0
"602","FCR",50,2019-05-27 12:00:00,1.6,2.4,0.8,1,0,0
"603","FCR",50,2019-05-27 12:00:00,0.1,1.6,1.2,1,0,0
"604","FCR",50,2019-05-27 12:00:00,3.8,5.4,2.3,1,0,0
"605","FCR",50,2019-05-27 12:00:00,5,3.6,4,1,0,0
"606","FCR",50,2019-05-27 12:00:00,5,8.5,5.6,1,0,0
"607","BVR",50,2019-05-30 12:00:00,6,2.9,1.5,1,0,0
"608","BVR",50,2019-05-30 12:00:00,9,42.4,5.9,1,0,0
"609","BVR",1,2019-05-30 12:00:00,0.1,1,NA,1,0,2
"610","BVR",100,2019-05-30 12:00:00,0.1,0.5,NA,1,0,2
"611","BVR",20,2019-05-30 12:00:00,0.1,1.5,NA,1,0,2
"612","BVR",200,2019-05-30 12:00:00,0.1,1.7,NA,1,0,2
"613","BVR",30,2019-05-30 12:00:00,0.1,1.7,NA,1,0,2
"614","BVR",45,2019-05-30 12:00:00,0.1,1,NA,1,0,2
"615","BVR",50,2019-05-30 12:00:00,0.1,1.4,NA,1,0,2
"616","FCR",1,2019-05-30 12:00:00,0.1,0.9,NA,1,0,2
"617","FCR",100,2019-05-30 12:00:00,0.1,0.5,NA,1,0,2
"618","FCR",101,2019-05-30 12:00:00,0.1,0.5,NA,1,0,2
"619","FCR",102,2019-05-30 12:00:00,0.1,0.9,NA,1,0,2
"620","FCR",20,2019-05-30 12:00:00,0.1,4.8,NA,1,0,2
"621","FCR",200,2019-05-30 12:00:00,0.1,0.7,NA,1,0,2
"622","FCR",30,2019-05-30 12:00:00,0.1,4.6,NA,1,0,2
"623","FCR",45,2019-05-30 12:00:00,0.1,4.6,NA,1,0,2
"624","FCR",50,2019-05-30 12:00:00,0.1,3.8,NA,1,0,2
"625","FCR",99,2019-05-30 12:00:00,0.1,0.5,NA,1,0,2
"626","FCR",50,2019-06-03 12:00:00,1.6,4.8,1.8,1,0,0
"627","FCR",50,2019-06-03 12:00:00,0.1,4.1,2.1,1,0,0
"628","BVR",50,2019-06-06 12:00:00,0.1,1.3,0.6,1,0,0
"629","BVR",50,2019-06-06 12:00:00,9,37.5,4.3,1,0,0
"630","FCR",50,2019-06-10 12:00:00,1.6,7.7,2.6,1,0,0
"631","FCR",50,2019-06-10 12:00:00,3.8,4.2,3,1,0,0
"632","FCR",50,2019-06-10 12:00:00,5,3.2,3.9,1,0,0
"633","BVR",50,2019-06-13 12:00:00,0.1,1.1,0.6,1,0,0
"634","BVR",50,2019-06-13 12:00:00,9,56.2,10.6,1,0,0
"635","FCR",50,2019-06-17 12:00:00,1.6,6.3,1.7,1,0,0
"636","FCR",50,2019-06-17 12:00:00,3.8,5.5,3.3,1,0,0
"637","FCR",50,2019-06-17 12:00:00,5,4,3.6,1,0,0
"638","BVR",50,2019-06-20 12:00:00,0.1,1.8,0.5,1,0,0
"639","BVR",50,2019-06-20 12:00:00,9,35.5,8.6,1,0,0
"640","FCR",50,2019-06-24 12:00:00,1.6,6.8,1.9,1,0,0
"641","FCR",50,2019-06-24 12:00:00,0.1,6.7,1.9,1,0,0
"642","BVR",50,2019-06-27 12:00:00,6,2.3,2.4,1,0,0
"643","BVR",1,2019-06-27 12:00:00,0.1,0.9,NA,1,0,2
"644","BVR",100,2019-06-27 12:00:00,0.1,0.3,NA,1,0,2
"645","BVR",20,2019-06-27 12:00:00,0.1,1.4,NA,1,0,2
"646","BVR",200,2019-06-27 12:00:00,0.1,0.5,NA,1,0,2
"647","BVR",30,2019-06-27 12:00:00,0.1,1.1,NA,1,0,2
"648","BVR",45,2019-06-27 12:00:00,0.1,1.1,NA,1,0,2
"649","BVR",50,2019-06-27 12:00:00,0.1,0.9,NA,1,0,2
"650","FCR",1,2019-06-27 12:00:00,0.1,2.2,NA,1,0,2
"651","FCR",100,2019-06-27 12:00:00,0.1,0.3,NA,1,0,2
"652","FCR",101,2019-06-27 12:00:00,0.1,0.4,NA,1,0,2
"653","FCR",102,2019-06-27 12:00:00,0.1,0.4,NA,1,0,2
"654","FCR",20,2019-06-27 12:00:00,0.1,9.6,NA,1,0,2
"655","FCR",200,2019-06-27 12:00:00,0.1,0.4,NA,1,0,2
"656","FCR",30,2019-06-27 12:00:00,0.1,8.6,NA,1,0,2
"657","FCR",45,2019-06-27 12:00:00,0.1,10.1,NA,1,0,2
"658","FCR",50,2019-06-27 12:00:00,0.1,7.2,NA,1,0,2
"659","FCR",99,2019-06-27 12:00:00,0.1,0.3,NA,1,0,2
"660","FCR",50,2019-07-01 12:00:00,1.6,10.9,2.5,1,0,0
"661","BVR",50,2019-07-03 12:00:00,0.1,1.3,0.3,1,0,0
"662","BVR",50,2019-07-03 12:00:00,9,46.6,15.1,1,0,0
"663","FCR",50,2019-07-08 12:00:00,1.6,10.4,1.8,1,0,0
"664","FCR",50,2019-07-15 12:00:00,1.6,29.3,4.3,1,0,0
"665","BVR",1,2019-07-18 12:00:00,0.1,1.7,NA,1,0,2
"666","BVR",100,2019-07-18 12:00:00,0.1,0.1,NA,1,1,2
"667","BVR",20,2019-07-18 12:00:00,0.1,2.1,NA,1,0,2
"668","BVR",200,2019-07-18 12:00:00,0.1,1.2,NA,1,0,2
"669","BVR",30,2019-07-18 12:00:00,0.1,2.3,NA,1,0,2
"670","BVR",45,2019-07-18 12:00:00,0.1,1.8,NA,1,0,2
"671","BVR",50,2019-07-18 12:00:00,0.1,1.5,NA,1,0,2
"672","FCR",1,2019-07-18 12:00:00,0.1,2,NA,1,0,2
"673","FCR",100,2019-07-18 12:00:00,0.1,0.3,NA,1,0,2
"674","FCR",101,2019-07-18 12:00:00,0.1,0.2,NA,1,1,2
"675","FCR",20,2019-07-18 12:00:00,0.1,18.2,NA,1,0,2
"676","FCR",200,2019-07-18 12:00:00,0.1,1.1,NA,1,0,2
"677","FCR",30,2019-07-18 12:00:00,0.1,17.2,NA,1,0,2
"678","FCR",45,2019-07-18 12:00:00,0.1,14.1,NA,1,0,2
"679","FCR",50,2019-07-18 12:00:00,0.1,15.1,NA,1,0,2
"680","FCR",99,2019-07-18 12:00:00,0.1,0.2,NA,1,1,2
"681","FCR",50,2019-07-22 12:00:00,1.6,15.5,1.7,1,0,0
"682","FCR",102,2019-07-22 12:00:00,0.1,0.3,NA,1,0,2
"683","FCR",50,2019-07-29 12:00:00,1.6,19.3,1.4,1,0,0
"684","FCR",50,2019-08-05 12:00:00,1.6,28.8,2.2,1,0,0
"685","FCR",50,2019-08-05 12:00:00,3.8,11.7,7,1,0,0
"686","FCR",50,2019-08-12 12:00:00,1.6,33.9,1.7,1,0,0
"687","FCR",50,2019-08-19 12:00:00,1.6,27.5,5,1,0,0
"688","FCR",50,2019-08-19 12:00:00,0.1,26.8,6.4,1,0,0
"689","FCR",50,2019-08-19 12:00:00,5,20.6,7.3,1,0,0
"690","FCR",50,2019-08-19 12:00:00,3.8,13.8,13.2,1,0,0
"691","BVR",1,2019-08-22 12:00:00,0.1,5.8,NA,1,0,2
"692","BVR",100,2019-08-22 12:00:00,0.1,0.5,NA,1,0,2
"693","BVR",20,2019-08-22 12:00:00,0.1,5.9,NA,1,0,2
"694","BVR",200,2019-08-22 12:00:00,0.1,1.3,NA,1,0,2
"695","BVR",30,2019-08-22 12:00:00,0.1,6.4,NA,1,0,2
"696","BVR",45,2019-08-22 12:00:00,0.1,4.4,NA,1,0,2
"697","BVR",50,2019-08-22 12:00:00,0.1,4.6,NA,1,0,2
"698","FCR",1,2019-08-22 12:00:00,0.1,6.2,NA,1,0,2
"699","FCR",100,2019-08-22 12:00:00,0.1,1,NA,1,0,2
"700","FCR",101,2019-08-22 12:00:00,0.1,1.6,NA,1,0,2
"701","FCR",102,2019-08-22 12:00:00,0.1,0.1,NA,1,1,2
"702","FCR",20,2019-08-22 12:00:00,0.1,41.5,NA,1,0,2
"703","FCR",200,2019-08-22 12:00:00,0.1,0.7,NA,1,0,2
"704","FCR",30,2019-08-22 12:00:00,0.1,36.7,NA,1,0,2
"705","FCR",45,2019-08-22 12:00:00,0.1,36.1,NA,1,0,2
"706","FCR",50,2019-08-22 12:00:00,0.1,35.8,NA,1,0,2
"707","FCR",99,2019-08-22 12:00:00,0.1,0.6,NA,1,0,2
"708","FCR",50,2019-08-28 12:00:00,0.1,24.1,6.2,1,0,0
"709","FCR",50,2019-08-28 12:00:00,3.8,31.6,14.1,1,0,0
"710","BVR",1,2019-09-20 12:00:00,0.1,10,NA,1,0,2
"711","BVR",1,2019-09-20 12:00:00,0.1,10.7,NA,1,0,2
"712","BVR",20,2019-09-20 12:00:00,0.1,13.7,NA,1,0,2
"713","BVR",20,2019-09-20 12:00:00,0.1,11.7,NA,1,0,2
"714","BVR",30,2019-09-20 12:00:00,0.1,13.7,NA,1,0,2
"715","BVR",30,2019-09-20 12:00:00,0.1,14.8,NA,1,0,2
"716","BVR",45,2019-09-20 12:00:00,0.1,8.6,NA,1,0,2
"717","BVR",45,2019-09-20 12:00:00,0.1,8.9,NA,1,0,2
"718","BVR",50,2019-09-20 12:00:00,0.1,10.1,NA,1,0,2
