"Reservoir","Site","DateTime","Depth_m","Temp_C","DO_mgL","DOSat","Cond_uScm","Sp_cond_uScm","PAR_umolm2s","ORP_mV","pH","Flag_DateTime","Flag_Temp","Flag_DO","Flag_DOSat","Flag_Cond","Flag_Sp_Cond","Flag_PAR","Flag_ORP","Flag_pH"
"BVR",50,2022-07-11 11:41:00,5,"12.3",0.29,2.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-07-11 11:42:00,6,"11",0.29,2.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-07-11 11:43:00,7,"10.3",0.29,2.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-07-11 11:43:00,8,"10",0.29,2.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-07-11 11:44:00,9,"9.9",0.29,2.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:34:00,0.1,"22.8",10.52,122.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:35:00,1,"22.8",10.53,122.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:36:00,2,"22.8",10.58,122.5,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:37:00,3,"21.9",3.56,40.2,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:40:00,3.3,"20.6",1.25,13.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:42:00,3.1,"21",3.04,34.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:46:00,3.2,"20.9",2.3,26,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:48:00,4,"18.8",0.44,4.7,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:49:00,5,"14",0.36,3.5,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:49:00,6,"11.5",0.38,3.5,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:51:00,7,"11",0.36,3.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-19 10:52:00,8,"10.3",0.34,3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-09-26 10:08:00,0.1,"NA",NA,NA,"NA",NA,"NA",NA,"NA",NA,1,1,1,1,NA,1,1,1
"BVR",50,2022-09-26 10:08:00,0.5,"NA",NA,NA,"NA",NA,"NA",NA,"NA",NA,1,1,1,1,NA,1,1,1
"BVR",50,2022-09-26 10:08:00,1,"NA",NA,NA,"NA",NA,"NA",NA,"NA",NA,1,1,1,1,NA,1,1,1
"BVR",50,2022-09-26 10:08:00,1.5,"NA",NA,NA,"NA",NA,"NA",NA,"NA",NA,1,1,1,1,NA,1,1,1
"BVR",50,2022-09-26 10:08:00,2,"NA",NA,NA,"NA",NA,"NA",NA,"NA",NA,1,1,1,1,NA,1,1,1
"BVR",50,2022-10-24 11:36:00,0.1,"13.5",8.98,85.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-10-24 11:38:00,1,"13",9.02,85.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-10-24 11:38:00,2,"12.4",8.81,82.2,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-10-24 11:40:00,3,"12.1",8.68,79.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-10-24 11:41:00,4,"11.8",8.06,74.5,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-10-24 11:41:00,5,"11.5",6.87,61.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-10-24 11:42:00,6,"11.3",6.02,54.7,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-10-24 11:43:00,7,"11.2",5.54,50.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"BVR",50,2022-10-24 11:43:00,7.5,"11.1",5.15,46.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 10:45:00,0.1,"6.3",13.1,102.5,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 10:46:00,1,"6.1",13.1,102.8,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 10:48:00,2,"6",13.2,102.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 10:49:00,3,"5.9",13.1,102.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 10:50:00,4,"5.8",13.2,102,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 10:53:00,5,"5.8",13.2,102.8,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 10:54:00,6,"5.8",13.1,101.5,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 10:55:00,7,"5.8",13.1,101.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 10:56:00,8,"5.8",13.1,101.5,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 10:58:00,9,"5.8",13,100.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 11:00:00,10,"5.8",13,101.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 11:01:00,11,"5.8",12.9,101.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 11:03:00,15,"5.6",12.9,100.2,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-02-28 11:05:00,19,"5.4",12.6,97,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",100,2022-02-28 12:00:00,0.1,"6.8",12.5,99.5,"NA","24.9","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",301,2022-02-28 12:00:00,0.1,"8.9",11.8,100.2,"NA","16.1","NA",NA,"NA",1,0,0,0,1,0,1,1,1
"CCR",400,2022-02-28 13:45:00,0.1,"9.9",11.57,99.4,"NA","329.8","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",301,2022-02-28 14:45:00,0.1,"8.9",11.88,100.2,"NA","23.68","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",500,2022-02-28 16:00:00,0.1,"9.2",11.6,98.7,"NA","139.7","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",50,2022-04-20 10:31:00,0.1,"13.4",11.04,102.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:32:00,1,"13.1",11.07,102,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:33:00,2,"13.1",11.12,102.2,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:34:00,3,"13.1",11.07,101.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:35:00,4,"13",11.06,101.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:36:00,5,"13",11.15,102,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:37:00,6,"13",11.02,101,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:38:00,7,"12.8",10.92,100.4,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:39:00,8,"10.7",10.75,93.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:40:00,9,"10.2",10.64,91.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:41:00,10,"10",10.63,90.4,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:42:00,11,"9.8",10.38,88.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:43:00,15,"9.4",10.45,88.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",50,2022-04-20 10:45:00,19,"9.3",10.41,87.7,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",100,2022-04-20 12:20:00,0.1,"10.2",11.66,99.6,"NA","23.6","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",400,2022-06-09 10:12:00,0.1,"23.9",8.11,94.5,"NA","87.4","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",301,2022-06-09 11:34:00,0,"18",9.01,94,"NA","22.7","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",100,2022-06-09 12:11:00,0.1,"18.7",NA,NA,"NA",NA,"NA",NA,"NA",NA,0,1,1,1,NA,1,1,1
"CCR",500,2022-06-09 12:20:00,0.1,NA,8.96,98.5,"NA","28.81","NA",NA,"NA",NA,2,0,0,1,0,1,1,1
"CCR",201,2022-06-09 12:53:00,0.1,"20.3",8.4,91.5,"NA","86.4","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",301,2022-06-30 13:09:00,0.1,"21.5",8.05,89.1,"NA","30.5","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",201,2022-06-30 14:05:00,0.1,"22.3",6.73,75,"NA","211.5","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",301,2022-07-14 13:30:00,0.1,"20.7",8.04,87.2,"NA","29.3","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",201,2022-07-14 14:10:00,0.1,"22.7",8.37,95.5,"NA","108.8","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",301,2022-07-28 14:00:00,0.1,"21.1",8.1,90,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"CCR",301,2022-08-19 12:39:00,0.1,"19",8.75,91.7,"NA","22.2","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",201,2022-08-19 13:32:00,0.1,"20.7",8.71,95.4,"NA","93","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",201,2022-09-29 09:45:00,0.1,"15.3",6.52,63.2,"NA","126","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",301,2022-09-29 10:34:00,0.1,"12.4",10.07,91.3,"NA","26.3","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",400,2022-10-14 12:25:00,0.1,"13.2",10.3,96.6,"NA","540","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",201,2022-10-22 10:20:00,0.1,"12.3",9.59,87.5,"NA","108.7","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",301,2022-10-22 11:25:00,0.1,"12.2",10.4,94.8,"NA","30.6","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",201,2022-11-17 09:30:00,0.1,"8.8",11.57,97.8,"NA","46.9","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",501,2022-11-17 10:30:00,0.1,"7",12.87,103.3,"NA","334.1","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",301,2022-11-17 11:00:00,0.1,"9.1",12.2,102.7,"NA","15.9","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"CCR",501,2022-12-12 12:00:00,0.1,"9.2",11.6,98.7,"NA","139.9","NA",NA,"NA",1,0,0,0,1,0,1,1,1
"FCR",100,2022-01-26 11:22:00,0.1,"0.7",13.3,91.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-01-31 10:24:00,-0.1,"NA",NA,NA,"NA","NA","220.2",NA,"NA",NA,1,1,1,1,1,0,1,1
"FCR",50,2022-01-31 10:25:00,0.1,"4",12.87,97.5,"NA","39.2","NA",NA,"NA",NA,0,0,0,1,0,1,1,1
"FCR",50,2022-01-31 10:26:00,0.5,"NA",NA,NA,"NA","NA","43.5",NA,"NA",NA,1,1,1,1,1,0,1,1
"FCR",50,2022-01-31 10:27:00,1,"4.1",12.75,96.7,"NA","39.7","20.24",NA,"NA",NA,0,0,0,1,0,0,1,1
"FCR",50,2022-01-31 10:27:00,1.5,"NA",NA,NA,"NA","NA","13.82",NA,"NA",NA,1,1,1,1,1,0,1,1
"FCR",50,2022-01-31 10:27:00,2,"4.1",12.65,95.3,"NA","39.7","8.81",NA,"NA",NA,0,0,0,1,0,0,1,1
"FCR",50,2022-01-31 10:28:00,2.5,"NA",NA,NA,"NA","NA","6.05",NA,"NA",NA,1,1,1,1,1,0,1,1
"FCR",50,2022-01-31 10:28:00,3,"4.1",12.15,92.2,"NA","39.8","4.8",NA,"NA",NA,0,0,0,1,0,0,1,1
"FCR",50,2022-01-31 10:29:00,3.5,"NA",NA,NA,"NA","NA","3.17",NA,"NA",NA,1,1,1,1,1,0,1,1
"FCR",50,2022-01-31 10:29:00,4,"4.1",11.55,87.5,"NA","39.8","2.17",NA,"NA",NA,0,0,0,1,0,0,1,1
"FCR",50,2022-01-31 10:30:00,4.5,"NA",NA,NA,"NA","NA","1.6",NA,"NA",NA,1,1,1,1,1,0,1,1
"FCR",50,2022-01-31 10:30:00,5,"4.1",10.87,82.6,"NA","NA","1.18",NA,"NA",NA,0,0,0,1,1,0,1,1
"FCR",50,2022-01-31 10:31:00,6,"4.1",9.39,71.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-01-31 10:33:00,7,"4.1",7.36,55.8,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-01-31 10:34:00,8,"4.3",4.86,36,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-01-31 10:35:00,9,"4.4",3.95,30,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-01-31 10:36:00,10,"4.6",1.85,14.2,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:26:00,0.1,"5.5",12.56,96.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:27:00,1,"5.4",12.4,97.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:28:00,2,"5.3",12.32,96.4,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:30:00,3,"5.2",12.27,96.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:31:00,4,"5.1",12.22,95.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:32:00,5,"5",12.19,95.2,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:33:00,6,"5",12.15,94.8,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:35:00,7,"5",12.15,94.8,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:36:00,8,"5",12.1,94.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:37:00,9,"4.9",12.07,94,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-02-24 10:38:00,10,"4.9",11.98,93.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:12:00,0.1,"10.7",11.5,103.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:14:00,1,"10.4",11.69,104.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:15:00,2,"10.3",11.75,104.4,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:16:00,3,"10.2",11.8,105,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:17:00,4,"8.3",11.3,95.3,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:18:00,5,"7.5",10.52,87.4,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:19:00,6,"7.1",9.95,81.4,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:20:00,7,"7",9.69,78.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:21:00,8,"6.9",9.52,78.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:23:00,9,"6.7",9.02,73.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-17 12:24:00,10,"6.6",7.82,63.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:34:00,0.1,"8.3",11.6,97.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:36:00,1,"8.9",11.33,96.8,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:38:00,2,"8.9",11.26,96,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:39:00,3,"8.8",11.12,95.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:40:00,4,"8.5",10.02,84.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:41:00,5,"8.3",9.25,76.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:43:00,6,"7.8",8.4,68.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:44:00,7,"7.5",8.09,66.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:45:00,8,"7.3",7.83,65.7,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:47:00,9,"7.2",7.28,60.4,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-03-29 11:48:00,10,"7.2",7.18,59.1,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",200,2022-03-29 15:10:00,0.1,"10.3",11.21,98.9,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",100,2022-03-29 15:38:00,0.1,"7",11.15,91.2,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-04-19 11:45:00,0.1,"12.6",11.57,105.6,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-04-19 11:47:00,1,"12.8",10.96,103.5,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-04-19 11:49:00,2,"13.1",10.81,102.2,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-04-19 11:51:00,3,"12.7",10.41,100.5,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
"FCR",50,2022-04-19 11:53:00,4,"10.4",9.73,84.2,"NA","NA","NA",NA,"NA",NA,0,0,0,1,1,1,1,1
