"Reservoir","Site","DateTime","CastID","Depth_m","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","TotalConc_ugL","YellowSubstances_ugL","Temp_C","Transmission_perc","RFU_370nm","RFU_470nm","RFU_525nm","RFU_570nm","RFU_590nm","RFU_610nm","Flag_GreenAlgae_ugL","Flag_Bluegreens_ugL","Flag_BrownAlgae_ugL","Flag_MixedAlgae_ugL","Flag_YellowSubstances_ugL","Flag_TotalConc_ugL","Flag_Temp_C","Flag_Transmission_perc","Flag_RFU_525nm","Flag_RFU_570nm","Flag_RFU_610nm","Flag_RFU_370nm","Flag_RFU_590nm","Flag_RFU_470nm"
"FCR",50,2025-02-10 07:17:56,1271,0.24,9.16,0,10.74,1.08,20.98,0.01,6.7,83.19,51.7,77.73,31.8,8.07,25.61,20.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:17:59,1271,0.34,10.56,0,11.94,0.62,23.12,0,6.93,83.46,54.91,86.68,33.38,6.83,27.2,21.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:02,1271,0.39,11.69,0,12.64,0.58,24.91,0,6.76,83.23,59.29,92.9,35.43,7.66,27.94,23.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:04,1271,0.48,11.41,0,13.78,0.26,25.44,0,7.19,83.09,60.6,95.24,36.9,6.41,27.93,23.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:07,1271,0.59,10.28,0,15.86,0.32,26.45,0,7.21,83.89,63.24,100.16,40.82,7.91,29.12,24.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:10,1271,0.7,12.15,0,16.28,0.56,28.99,0,6.91,83.27,67.85,109.93,43.21,8.24,31.9,27.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:13,1271,0.75,12.71,0,16.99,0.4,30.1,0,5.89,83.54,69.52,114.74,44.26,8.91,32.27,28.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:15,1271,0.84,12.59,0,17.65,0.13,30.37,0,6.26,83.38,71.41,115.19,45.08,8.7,32.13,28.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:18,1271,1,12.88,0,18.68,0.6,32.16,0,6.16,83.81,75.12,122.56,48.65,9.98,34.97,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:21,1271,1.12,14.54,0,18.41,0.55,33.5,0,5.92,83.45,77.81,127.03,48.85,9.16,36.13,31.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:23,1271,1.19,13.29,0,20.09,0.38,33.76,0,5.97,83.8,78.1,129.58,50.99,9.77,36.79,30.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:26,1271,1.32,13.31,0,20.78,0.29,34.39,0,5.81,83.45,79.65,131.94,52.33,9.39,36.87,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:29,1271,1.44,14.58,0,20.99,0.4,35.98,0,5.76,83.84,83.11,137.58,53.69,10.82,37.73,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:32,1271,1.51,14.5,0,21.39,0.2,36.1,0,5.93,83.4,84.2,137.57,54.15,10.19,37.52,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:34,1271,1.6,14.44,0,21.55,0.36,36.35,0,5.84,83.8,84.66,138.75,54.85,10.82,38.06,34.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:37,1271,1.67,14.68,0,22.19,0.1,36.98,0,5.84,83.83,85.62,141.56,55.46,10.48,38.2,34.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:40,1271,1.76,13.82,0,22.07,0.23,36.13,0,6.04,83.77,83.4,139.02,55,10.56,38.25,33.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:43,1271,1.89,14.52,0,21.48,0.51,36.51,0,6.11,83.61,84.45,139.78,55.01,11.25,38.59,34.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:45,1271,2.03,14.22,0,21.28,0.48,35.99,0,6.01,83.62,83.17,137.88,54.35,10.8,38.21,34.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:48,1271,2.06,15.25,0,21.42,0.31,36.98,0,5.63,83.73,85.32,141.31,54.64,10.92,38.49,34.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:50,1271,2.16,14.62,0,21.41,0.41,36.44,0,5.82,84.08,84.64,139.07,54.83,10.18,38.39,34.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:53,1271,2.25,14.79,0,22.03,0.38,37.2,0,5.96,83.31,86.52,142.07,56.04,11.52,38.7,35.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:56,1271,2.37,14.43,0,22.32,0.15,36.91,0,6.03,83.47,85.43,141.54,55.74,10.14,38.74,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:18:59,1271,2.48,14.86,0,21.56,0.38,36.81,0,5.94,83.62,85.52,140.46,55.1,10.97,38.55,34.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:02,1271,2.58,14.68,0,21.86,0.19,36.73,0,5.85,83.69,85.08,140.49,55.03,10.49,38.11,34.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:04,1271,2.71,13.96,0,21.44,0.14,35.55,0,5.75,83.83,82.18,136.38,53.53,10.37,37.15,32.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:07,1271,2.86,14.23,0,21.07,0.45,35.75,0,5.59,83.72,82.96,136.64,53.94,10.5,37.78,34.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:10,1271,3.02,14.4,0,20.87,0.56,35.82,0,5.53,83.25,83.52,136.47,54.01,10.5,38.16,34.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:13,1271,3.16,13.86,0,20.96,0.41,35.23,0,5.51,83.88,82.25,134.41,53.48,10.47,37.17,33.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:15,1271,3.25,13.46,0,20.9,0.29,34.65,0,5.45,83.96,81.03,132.34,52.79,10.37,36.56,32.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:18,1271,3.33,14.09,0,20.81,0.22,35.13,0,5.4,83.91,81.4,134.32,52.61,10.02,36.74,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:21,1271,3.37,13.97,0,20.78,0.32,35.07,0,5.39,83.6,81.59,133.96,52.8,10.29,37.04,32.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:24,1271,3.51,14.25,0,20.44,0.48,35.17,0,5.54,83.68,82.21,133.79,52.83,10.3,37.39,33.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:26,1271,3.59,14.06,0,21.03,0.28,35.37,0,5.57,83.73,82.71,134.79,53.41,10.18,37.1,33.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:29,1271,3.69,14.34,0,20.51,0.45,35.3,0,5.61,83.63,82.27,134.33,52.92,10.55,36.91,34.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:32,1271,3.83,14.03,0,20.58,0.22,34.83,0,5.59,83.7,81.35,132.71,52.19,10.09,36.49,32.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:34,1271,3.94,14.1,0,20.76,0.38,35.25,0,5.55,83.42,82.27,134.34,53.13,10.44,37.05,33.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:37,1271,3.99,14.76,0,21.41,0.14,36.31,0,5.65,83.46,84.5,138.4,54.08,10.45,37.34,34.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:40,1271,4.06,14.5,0,21.11,0.24,35.85,0,5.89,83.4,83.53,136.62,53.6,10.45,37.27,33.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:43,1271,4.13,14.17,0,21.14,0.18,35.48,0,5.91,83.62,82.39,135.63,53.21,10.25,37.01,33.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:46,1271,4.24,14.82,0,21.29,0.32,36.43,0,5.91,83.52,84.82,138.76,54.4,10.62,37.85,34.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:48,1271,4.31,14.74,0,21.69,0.41,36.84,0,5.83,83.54,86.25,140.13,55.61,10.76,38.45,35.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:51,1271,4.51,14.17,0,21.34,0.32,35.83,0,5.73,83.62,83.48,136.86,54.16,10.22,37.84,33.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:54,1271,4.61,14.33,0,21.85,0.39,36.57,0,5.53,83.48,85.92,139.19,55.71,10.74,38.47,34.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:56,1271,4.68,14.43,0,21.79,0.23,36.45,0,5.63,83.24,85.39,138.85,55.12,10.44,37.93,34.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:19:59,1271,4.74,15.13,0,22.37,0.38,37.88,0,5.83,83.42,88.74,144.11,57.16,11.31,39.37,36.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:02,1271,4.79,15.29,0,22.53,0.12,37.94,0,5.97,83.4,88.48,144.6,56.7,10.88,38.99,35.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:05,1271,4.85,15.71,0,23.56,0.25,39.52,0,5.83,83.46,92.4,150.57,59.54,11.64,40.63,37.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:08,1271,4.9,16.57,0,23.25,0.65,40.47,0,5.76,83.54,94.59,153.57,60.62,12.29,41.76,39.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:10,1271,4.93,15.96,0,23.18,0.44,39.59,0,5.83,83.54,92.79,150.39,59.53,11.88,40.86,37.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:13,1271,4.94,16.02,0,22.47,0.17,38.66,0,5.88,83.34,89.7,147.2,57.07,10.88,39.4,36.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:15,1271,5,15.05,0,21.73,0.43,37.21,0,6.02,83.45,86.77,141.66,55.83,11.05,38.71,35.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:19,1271,5.08,15.18,0,22.14,0.52,37.84,0,5.96,83.59,88.74,143.77,57.15,11.45,39.48,36.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:21,1271,5.1,14.82,0,21.56,0.3,36.68,0,5.86,83.42,85.64,139.66,54.95,10.7,38.18,34.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:24,1271,5.14,15.31,0,21.63,0.44,37.38,0,6,83.24,87.3,142.08,55.83,10.89,39.03,35.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:27,1271,5.2,15.3,0,23.02,0.2,38.52,0,6.07,83.47,90.21,146.7,58.04,11.1,39.86,35.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:29,1271,5.31,15.65,0,22.74,0.08,38.47,0,6.05,83.5,89.47,146.71,57.14,11.15,39.34,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:32,1271,5.27,15.25,0,22.64,0.18,38.08,0,6.06,83.23,88.78,145.23,57.07,10.92,39.44,35.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:35,1271,5.32,15.94,0,22.46,0.44,38.83,0,6.13,83.48,91.08,147.27,57.98,11.62,40.18,37.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:38,1271,5.41,15.35,0,22.4,0.37,38.12,0,6.07,83.34,89.33,144.96,57.31,11.17,39.78,35.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:40,1271,5.5,14.97,0,21.15,0.46,36.58,0,5.95,83.27,85.67,138.86,54.75,10.78,38.28,35.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:43,1271,5.65,15.29,0,21.24,0.49,37.02,0,5.92,83.14,87.07,140.17,55.29,10.79,38.82,35.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:46,1271,5.78,16.46,0,22.02,0.91,39.4,0,5.49,82.8,93.16,148.44,58.98,12.12,41.52,38.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:49,1271,5.9,15.89,0,22.9,0.24,39.03,0,5.43,82.66,92.23,147.74,58.46,11.16,40.34,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:51,1271,5.99,15.69,0,22.8,0.48,38.97,0,5.4,82.53,92.34,147.35,58.93,11.6,40.5,37.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:54,1271,6.04,16.9,0,24.29,0.61,41.8,0,5.28,82.64,99.08,157.88,63.17,12.56,43.25,40.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:20:57,1271,6.05,18.14,0,25.11,0.58,43.83,0,5.28,82.58,104.66,164.73,65.63,13.44,44.94,41.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:00,1271,6.07,19.12,0.43,24.54,0.31,44.39,0,5.54,82.52,104.52,164.99,64.41,13.15,44.78,44.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:02,1271,6.11,17.27,0,21.97,0.61,39.85,0,5.77,82.68,94.33,149.6,58.51,11.42,41.07,38.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:05,1271,6.18,16.83,0,23.58,0.57,40.99,0,5.67,82.71,96.84,154.88,61.46,11.91,42.67,39.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:08,1271,6.21,16.42,0,23.75,0.45,40.62,0,5.46,82.76,96.12,153.66,61.21,11.89,42.16,38.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:10,1271,6.29,18.03,0,23.79,0.63,42.44,0,5.43,82.52,100.17,159.78,62.75,12.51,43.24,41.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:13,1271,6.38,18.38,0,24.33,0.53,43.23,0,5.62,82.68,102.18,162.66,63.83,12.57,43.74,42.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:16,1271,6.42,17.97,0,25.48,0.5,43.94,0,5.47,82.62,104.03,165.9,65.92,13.17,44.77,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:19,1271,6.45,18.03,0,27,0.65,45.69,0,5.43,82.4,108.87,172.45,69.85,13.61,47,43.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:21,1271,6.49,18.82,0,26.08,0.66,45.56,0,5.48,82.59,107.06,172.29,68.05,13.12,46.63,44.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:24,1271,6.61,17.99,0,24.47,0.37,42.83,0,5.54,82.33,101.02,161.59,63.36,12.62,43.14,41.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:27,1271,6.75,16.98,0,22.84,0.55,40.37,0,5.34,82.58,96.18,151.57,60.12,11.74,41.62,38.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:30,1271,6.82,16.43,0,22.27,0.71,39.41,0,5.21,82.6,93.86,148.1,59.07,11.58,41.23,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:32,1271,7.02,15.81,0,20.72,0.55,37.08,0,5.12,82.59,88.37,139.1,54.93,10.9,38.72,35.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:35,1271,7.21,16.7,0,21.15,0.61,38.45,0,5.08,83.02,91.58,144,56.53,11.15,39.93,37.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:38,1271,7.4,17.04,0,21.94,0.77,39.75,0,5.1,82.75,94.59,149.03,58.88,11.76,41.5,38.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:41,1271,7.56,16.52,0,22.34,0.61,39.47,0,5.12,82.75,93.71,148.51,58.87,11.56,41.12,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:43,1271,7.72,18.16,0,23.63,0.72,42.51,0,5.14,82.68,101.36,159.29,62.96,12.61,43.91,40.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:46,1271,7.83,16.94,0,23.99,0.45,41.39,0,5.16,82.59,99.22,155.46,62.35,12.15,42.7,38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:49,1271,7.97,17.07,0,21.95,0.72,39.74,0,5.14,82.57,95.3,148.46,58.92,11.71,41.43,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:52,1271,8.1,16.83,0,22.1,0.76,39.7,0,5.12,82.76,94.79,148.83,59.1,11.83,41.77,37.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:55,1271,8.28,17.93,0,22.23,0.86,41.02,0,5.16,82.58,97.67,153.42,60.26,12.29,42.65,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:21:57,1271,8.45,16.32,0,20.18,0.75,37.24,0,5.12,82.68,88.96,139.19,54.72,10.9,39.34,35.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:22:00,1271,8.62,16.55,0,20.54,0.8,37.89,0,5.03,82.55,90.66,141.52,55.79,11.21,40.06,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:22:03,1271,8.76,16.27,0,19.93,0.76,36.96,0,5.02,82.56,88.52,137.87,54.27,10.92,38.98,35.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:22:05,1271,8.92,16.86,0,20.05,0.81,37.72,0,5.04,82.35,90.21,140.58,54.94,11.27,39.62,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:22:08,1271,9.11,16.27,0,18.73,1.07,36.07,0,5.02,82.31,86.22,134.26,52.59,10.75,38.86,35.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:22:11,1271,9.22,17.02,0,20.34,0.95,38.32,0,5.02,82.32,91.66,142.82,56.12,11.56,40.45,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-10 07:22:14,1271,9.43,16,0,19.28,0.77,36.05,0,5.03,82.5,86.2,134.52,52.72,10.62,38.24,34.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:08,1272,0.2,6.81,0.25,6.8,0.23,14.09,0.03,7.36,80.65,34.91,50.75,20,4.07,17.1,15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:11,1272,0.3,6.65,0.14,8.01,0,14.81,0,8.34,81.32,36.51,53.98,21.77,3.58,17.03,15.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:13,1272,0.39,7.64,0.16,7.23,0.05,15.09,0.14,8.03,81.28,38.91,55.25,21.01,4.52,17.07,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:16,1272,0.48,7.09,0.24,7.21,0.71,15.26,0.22,7.82,81.44,40.41,56.52,22.94,4.26,19.96,16.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:19,1272,0.59,8.2,0,7.75,0.28,16.23,0,8.17,81.48,39.54,59.48,22.57,4.74,18.59,16.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:22,1272,0.67,7.75,0,8.87,0.03,16.66,0,8.45,80.33,41.04,61.29,24.04,5.35,18.13,16.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:25,1272,0.79,8.09,0,8.02,0.65,16.77,0.12,7.76,80.89,43.03,62.11,24.55,5.67,19.96,17.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:27,1272,0.92,8.51,0,8.59,0.47,17.57,0,6.53,81.36,43.03,64.41,25.2,5.28,20.21,18.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:30,1272,1.03,8.53,0,9.33,0.12,17.97,0,6.67,81.64,44.05,66.11,25.69,5.56,19.6,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:33,1272,1.17,9.23,0,9.67,0.41,19.31,0,5.7,81.39,46.58,71.42,27.57,4.98,22.3,18.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:35,1272,1.25,8.17,0,12.16,0,20.34,0,4.59,81,49.11,76.48,31.14,4.94,22.38,19.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:38,1272,1.35,9.34,0,11.57,0,20.91,0,4.49,81.35,50.37,78.1,30.41,5.12,23.14,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:41,1272,1.45,9.39,0.2,11.1,0.25,20.94,0,6.42,81.51,50.63,76.78,30.52,5.76,23.39,21.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:43,1272,1.58,9.96,0,12.24,0.28,22.48,0,5.56,80.94,53.93,83.98,32.99,6.32,24.71,21.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:46,1272,1.71,10.93,0,13.14,0.16,24.23,0,4.79,81.26,57.71,90.72,34.91,6.65,26.37,22.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:49,1272,1.82,10.66,0,15,0.11,25.78,0,4.47,81.14,60.85,97.75,38.38,7.64,27.9,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:52,1272,1.93,10.94,0,14.58,0.3,25.83,0,4.24,81.35,60.4,97.93,38.19,7.04,28.2,24.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:54,1272,2.03,10.43,0,14.46,0,24.88,0,5.05,80.72,58.45,94.4,36.84,6.69,26.16,23.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:58:57,1272,2.12,11.09,0,15.49,0.11,26.69,0,5.1,81.39,63.16,100.78,39.86,7.18,28.16,25.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:00,1272,2.24,10.95,0,15.41,0.08,26.44,0,5.85,81.09,61.91,100.43,39.32,7.41,27.98,25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:03,1272,2.31,11.43,0.02,14.89,0.44,26.77,0,5.61,80.96,63.54,100.52,39.88,7.04,29.05,26.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:06,1272,2.43,10.85,0,15.85,0.18,26.87,0,6.01,81.01,62.88,102.2,40.58,6.75,28.82,26.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:08,1272,2.54,11.2,0,16.1,0.28,27.58,0,5.66,81.38,64.46,104.92,41.47,7.72,29.63,26.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:11,1272,2.63,11.29,0,16.6,0.01,27.91,0,5.11,81.34,65.23,106.32,41.77,7.78,29.33,26.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:14,1272,2.73,11.25,0,16.96,0.1,28.31,0,5.06,81.22,66.55,107.62,42.92,7.73,29.76,27.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:17,1272,2.84,11.64,0,16.88,0.05,28.57,0,5.36,81.21,66.52,108.92,42.61,7.84,30.04,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:19,1272,2.93,11.17,0,16.58,0,27.74,0,5.28,81.03,64.76,105.9,41.63,7.52,28.83,26.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:22,1272,3.05,11.31,0,16.4,0.07,27.78,0,4.94,81.05,65.51,105.37,41.66,7.56,29.6,26.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:25,1272,3.16,11.61,0,16.65,0.21,28.46,0,4.88,81.13,67.16,107.72,42.84,7.99,29.86,28.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:28,1272,3.26,11.06,0,16.43,0.4,27.88,0,4.5,81.2,65.29,106.19,42.47,8.08,30.15,27.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:30,1272,3.35,11.42,0,16.74,0.05,28.21,0,5.25,81.24,66.36,107.11,42.43,7.55,29.61,27.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCR",50,2025-02-24 05:59:33,1272,3.43,11.39,0,16.79,0.09,28.27,0,5.81,81.22,66.11,107.64,42.5,7.78,29.82,27.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
