Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/10/2026 10:27:45 AM	1.14	0.00	1.04	0.00	0.00	0.00	0.00	0.00	2.18	91.42	0.01	27.87	605	0	466	0	0	0	0	0	1071	166.74	3.26	1.08	3.67	4.96	4.92	8.64	1.00	23.88	23.94
7/10/2026 10:27:48 AM	1.26	0.00	1.04	0.00	0.00	0.00	0.00	0.00	2.30	92.92	0.10	27.82	667	0	469	0	0	0	0	0	1135	169.47	3.27	1.25	2.97	5.26	5.03	9.24	1.01	23.91	23.96
7/10/2026 10:27:51 AM	1.21	0.00	1.02	0.00	0.00	0.00	0.00	0.00	2.23	93.00	0.23	27.90	640	0	461	0	0	0	0	0	1101	169.61	3.41	0.83	2.94	5.71	4.74	8.61	1.02	23.99	23.97
7/10/2026 10:27:54 AM	1.00	0.00	1.16	0.00	0.00	0.00	0.00	0.00	2.16	92.74	0.35	27.98	528	0	522	0	0	0	0	0	1050	169.14	3.43	1.15	3.34	5.01	5.28	8.60	1.03	24.04	23.99
7/10/2026 10:27:57 AM	0.85	0.00	1.35	0.00	0.00	0.00	0.00	0.00	2.20	92.91	0.51	27.96	451	0	606	0	0	0	0	0	1057	169.45	3.76	1.22	3.09	5.24	5.30	8.88	1.05	24.08	24.01
7/10/2026 10:27:59 AM	1.21	0.00	1.06	0.00	0.00	0.00	0.00	0.00	2.27	92.82	0.69	27.97	642	0	479	0	0	0	0	0	1120	169.29	3.32	1.24	3.08	5.29	5.07	9.07	1.07	24.09	23.99
7/10/2026 10:28:02 AM	1.23	0.00	1.06	0.00	0.00	0.00	0.00	0.00	2.29	92.96	0.89	27.97	650	0	478	0	0	0	0	0	1128	169.55	3.38	0.87	3.07	5.39	5.36	9.00	1.09	24.16	24.09
7/10/2026 10:28:05 AM	1.12	0.00	1.21	0.00	0.00	0.00	0.00	0.00	2.33	92.76	1.15	27.92	593	0	545	0	0	0	0	0	1138	169.18	3.58	1.34	3.36	5.40	5.40	9.26	1.11	24.22	24.10
7/10/2026 10:28:08 AM	1.40	0.00	0.99	0.00	0.00	0.00	0.00	0.00	2.39	92.92	1.35	27.87	743	0	445	0	0	0	0	0	1188	169.48	3.34	0.98	3.21	5.73	5.08	9.27	1.13	24.27	24.12
7/10/2026 10:28:10 AM	1.13	0.00	1.12	0.00	0.00	0.00	0.00	0.00	2.24	92.89	1.57	27.91	597	0	502	0	0	0	0	0	1099	169.42	3.46	1.08	3.13	5.40	4.85	8.89	1.15	24.30	24.14
7/10/2026 10:28:13 AM	1.25	0.00	1.06	0.00	0.00	0.00	0.00	0.00	2.31	92.96	1.79	27.88	663	0	476	0	0	0	0	0	1138	169.55	3.38	1.10	3.13	5.48	5.13	9.07	1.18	24.33	24.17
