"Reservoir","Site","DateTime","Depth_m","Rep","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_DateTime","Flag_TN_ugL","Flag_TP_ugL","Flag_NH4_ugL","Flag_NO3NO2_ugL","Flag_SRP_ugL","Flag_DOC_mgL","Flag_DIC_mgL","Flag_DC_mgL","Flag_DN_mgL"
"FCR",100,2015-08-03 12:00:00,0.1,"1",219,NA,7,109,11,1.5,NA,NA,NA,1,0,1,0,0,0,0,1,1,1
"FCR",50,2015-08-10 12:00:00,0.1,"1",213,16.8,12,1,6,3.2,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-10 12:00:00,1.6,"1",NA,NA,7,2,7,3.2,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2015-08-10 12:00:00,3.8,"1",300.5,25.8,5,2,8,15.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-10 12:00:00,5,"1",NA,NA,6,3,6,2.4,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2015-08-10 12:00:00,6.2,"1",497,17.4,348,8,5,11.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-10 12:00:00,8,"1",642,14.1,553,12,5,2.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-10 12:00:00,9,"1",758.3,14.3,643,15,5,3.4,NA,NA,NA,1,0,0,7,7,0,0,1,1,1
"FCR",100,2015-08-10 12:00:00,0.1,"1",219,19.3,5,128,13,1.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-17 12:00:00,0.1,"1",210,16.4,3,0,10,3.2,NA,NA,NA,1,0,0,0,3,0,0,1,1,1
"FCR",50,2015-08-17 12:00:00,1.6,"1",247.3,18.3,5,3,10,17.2,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-17 12:00:00,3.8,"1",215.8,19.8,6,1,18,3.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-17 12:00:00,5,"1",296.7,27.9,2,2,11,3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-17 12:00:00,6.2,"1",364,17.6,239,5,5,3.2,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-17 12:00:00,8,"1",650,11.8,NA,NA,NA,2.2,NA,NA,NA,1,0,0,1,1,1,0,1,1,1
"FCR",50,2015-08-17 12:00:00,9,"1",851,11.3,725,16,5,2.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2015-08-17 12:00:00,0.1,"1",174,9.2,4,96,14,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-24 12:00:00,0.1,"1",281.9,20.1,2,2,8,3.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-24 12:00:00,1.6,"1",249,22,4,3,4,3.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-24 12:00:00,3.8,"1",231,24,6,2,7,3.1,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-24 12:00:00,5,"1",348.5,30.5,81,3,24,2.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-24 12:00:00,6.2,"1",674.6,6.8,556,12,4,2.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-24 12:00:00,8,"1",631.6,17.9,357,10,6,2.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-24 12:00:00,9,"1",982.2,14,798,17,4,2,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2015-08-24 12:00:00,0.1,"1",232.7,22.9,5,111,13,1.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-31 12:00:00,0.1,"1",296.4,20.2,3,3,8,4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-31 12:00:00,1.6,"1",285,23.1,4,0,18,3.7,NA,NA,NA,1,0,0,0,3,0,0,1,1,1
"FCR",50,2015-08-31 12:00:00,3.8,"1",NA,NA,5,2,19,3.1,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2015-08-31 12:00:00,5,"1",227.7,8.7,105,3,7,2.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-31 12:00:00,6.2,"1",560.9,26.5,350,9,5,11.2,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-31 12:00:00,8,"1",1046.7,14.3,886,20,5,2.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-08-31 12:00:00,9,"1",973,15.6,902,20,7,2,NA,NA,NA,1,0,0,0,0,7,0,1,1,1
"FCR",100,2015-08-31 12:00:00,0.1,"1",NA,NA,1,102,10,NA,NA,NA,NA,1,1,1,0,0,0,1,1,1,1
"FCR",50,2015-09-07 12:00:00,0.1,"1",330.1,25.3,3,2,12,3.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-07 12:00:00,1.6,"1",342.1,24.1,3,2,8,3.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-07 12:00:00,3.8,"1",351.8,28.9,4,2,10,3.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-07 12:00:00,5,"1",338.1,31.9,16,2,4,2.8,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-07 12:00:00,6.2,"1",424,22.9,232,5,7,2.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-07 12:00:00,8,"1",876,20.4,760,31,6,2.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-07 12:00:00,9,"1",1089.6,16.9,970,38,1,2.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2015-09-07 12:00:00,0.1,"1",204.4,27.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1,1
"FCR",50,2015-09-14 12:00:00,0.1,"1",306.7,24.8,6,2,10,18.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-14 12:00:00,1.6,"1",252.8,20,2,3,6,3.5,NA,NA,NA,1,0,0,0,0,7,0,1,1,1
"FCR",50,2015-09-14 12:00:00,3.8,"1",267,24.4,7,2,8,4.1,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-14 12:00:00,5,"1",132.7,4.9,16,2,5,2.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-14 12:00:00,6.2,"1",1025.2,23.2,813,18,5,2.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-14 12:00:00,8,"1",1047.3,7.6,938,21,7,2.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-14 12:00:00,9,"1",1100,13.6,985,25,6,2.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2015-09-14 12:00:00,0.1,"1",181.2,13.4,4,100,15,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-21 12:00:00,0.1,"1",306,24.9,5,7,10,4.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-21 12:00:00,1.6,"1",285,24.3,5,4,9,3.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-21 12:00:00,3.8,"1",248.9,16.6,2,2,6,4.4,NA,NA,NA,1,0,0,7,7,7,0,1,1,1
"FCR",50,2015-09-21 12:00:00,5,"1",291.8,28,2,1,7,4.8,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2015-09-21 12:00:00,6.2,"1",1036.3,18.9,6,2,8,12.6,NA,NA,NA,1,0,0,7,7,7,0,1,1,1
"FCR",50,2015-09-21 12:00:00,8,"1",1000,24.9,790,18,5,12.7,NA,NA,NA,1,0,0,7,7,7,0,1,1,1
"FCR",50,2015-09-21 12:00:00,9,"1",1257.3,16.9,1050,26,14,2.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2015-09-21 12:00:00,0.1,"1",461.1,74.1,9,62,15,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-09-28 12:00:00,0.1,"1",234,18.9,3,1,6,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-09-28 12:00:00,1.6,"1",266,22.1,6,1,9,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-09-28 12:00:00,3.8,"1",232,16.5,8,2,8,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-09-28 12:00:00,5,"1",236,21.2,5,1,8,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-09-28 12:00:00,6.2,"1",397,18,232,7,6,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-09-28 12:00:00,8,"1",1120,11.9,1190,30,6,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-09-28 12:00:00,9,"1",1020,12.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1,1
"FCR",100,2015-09-28 12:00:00,0.1,"1",148.5,10.4,2,10,4,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-05 12:00:00,0.1,"1",225,15.8,32,4,7,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-05 12:00:00,1.6,"1",220,15.7,32,3,5,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-05 12:00:00,3.8,"1",222,17,24,4,8,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-05 12:00:00,5,"1",234,18.3,25,4,7,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-05 12:00:00,6.2,"1",229,18,24,5,8,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-05 12:00:00,8,"1",231,15.1,33,8,7,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-05 12:00:00,9,"1",234,16.8,13,7,6,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",100,2015-10-05 12:00:00,0.1,"1",180,14.3,2,9,5,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-19 12:00:00,0.1,"1",201,14.7,13,4,7,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-19 12:00:00,1.6,"1",220,19,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1,1
"FCR",50,2015-10-19 12:00:00,3.8,"1",197,14.2,4,2,6,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-19 12:00:00,5,"1",194,13.6,5,1,7,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-19 12:00:00,6.2,"1",205,16.1,6,2,7,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-19 12:00:00,8,"1",208,15.8,9,2,6,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-10-19 12:00:00,9,"1",201,13.9,8,2,5,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",100,2015-10-19 12:00:00,0.1,"1",152,9.8,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1,1
"FCR",50,2015-11-09 12:00:00,0.1,"1",176,14.6,3,NA,8,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1
"FCR",50,2015-11-09 12:00:00,1.6,"1",190,17.1,5,1,6,NA,NA,NA,NA,1,0,0,0,4,0,1,1,1,1
"FCR",50,2015-11-09 12:00:00,3.8,"1",159,12.9,3,NA,4,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1
"FCR",50,2015-11-09 12:00:00,5,"1",193,16.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1,1
"FCR",50,2015-11-09 12:00:00,6.2,"1",191,15.9,4,NA,5,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1
"FCR",50,2015-11-09 12:00:00,8,"1",173,14.9,3,NA,4,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1
"FCR",50,2015-11-09 12:00:00,9,"1",199,16.8,3,NA,4,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1
"FCR",100,2015-11-09 12:00:00,0.1,"1",122,8.7,5,13,8,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-12-07 12:00:00,0.1,"1",156,13.8,4,5,6,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-12-07 12:00:00,1.6,"1",163,13.6,4,0,9,NA,NA,NA,NA,1,0,0,0,3,0,1,1,1,1
"FCR",50,2015-12-07 12:00:00,3.8,"1",162,13.8,3,1,6,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-12-07 12:00:00,5,"1",164,13.9,3,1,6,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1
"FCR",50,2015-12-07 12:00:00,6.2,"1",197,17.7,2,NA,5,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1
"FCR",50,2015-12-07 12:00:00,8,"1",162,13.9,3,NA,6,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1
"FCR",50,2015-12-07 12:00:00,9,"1",158,13.3,4,NA,3,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1
"FCR",100,2015-12-07 12:00:00,0.1,"1",163,12.6,3,7,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,1,1,1
"FCR",50,2016-01-11 12:00:00,0.1,"1",NA,NA,7,3,5,2,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-01-11 12:00:00,1.6,"1",142,14.9,5,3,5,1.9,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-01-11 12:00:00,3.8,"1",NA,NA,7,3,7,2,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-01-11 12:00:00,5,"1",155,16.6,5,3,5,1.9,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-01-11 12:00:00,6.2,"1",125,15.5,4,1,5,1.8,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-01-11 12:00:00,8,"1",NA,NA,1,1,7,1.9,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-01-11 12:00:00,9,"1",146,16.6,3,2,6,1.8,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2016-01-11 12:00:00,0.1,"1",NA,NA,5,14,6,1.7,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-02-05 12:00:00,0.1,"1",NA,NA,7,11,5,1.8,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-02-05 12:00:00,1.6,"1",NA,NA,6,8,5,1.5,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-02-05 12:00:00,3.8,"1",NA,NA,8,9,6,1.6,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-02-05 12:00:00,5,"1",150,15.7,9,10,6,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-02-05 12:00:00,6.2,"1",137.8,15.4,26,18,7,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-02-05 12:00:00,8,"1",168,18.3,53,26,6,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-02-05 12:00:00,9,"1",168,16.6,56,25,7,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2016-02-05 12:00:00,0.1,"1",NA,NA,11,17,8,2.3,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-03-30 12:00:00,0.1,"1",104.5,16.4,11,6,7,2.2,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-03-30 12:00:00,1.6,"1",129,17.3,6,8,6,2,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-03-30 12:00:00,3.8,"1",149,16.7,6,4,7,2.1,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-03-30 12:00:00,5,"1",133,18.2,6,6,7,1.8,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-03-30 12:00:00,6.2,"1",NA,NA,5,3,6,1.7,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-03-30 12:00:00,8,"1",123,17,12,4,6,1.9,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-03-30 12:00:00,9,"1",NA,NA,6,3,6,1.7,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",100,2016-03-30 12:00:00,0.1,"1",NA,NA,3,18,5,1.4,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-04-05 12:00:00,0.1,"1",NA,NA,NA,NA,NA,1.8,NA,NA,NA,1,1,1,1,1,1,0,1,1,1
"FCR",50,2016-04-05 12:00:00,1.6,"1",NA,NA,NA,NA,NA,1.5,NA,NA,NA,1,1,1,1,1,1,0,1,1,1
"FCR",50,2016-04-05 12:00:00,3.8,"1",NA,NA,NA,NA,NA,1.6,NA,NA,NA,1,1,1,1,1,1,0,1,1,1
"FCR",50,2016-04-05 12:00:00,5,"1",NA,NA,NA,NA,NA,1.7,NA,NA,NA,1,1,1,1,1,1,0,1,1,1
"FCR",50,2016-04-05 12:00:00,6.2,"1",NA,NA,NA,NA,NA,1.7,NA,NA,NA,1,1,1,1,1,1,0,1,1,1
"FCR",50,2016-04-05 12:00:00,8,"1",NA,NA,NA,NA,NA,1.5,NA,NA,NA,1,1,1,1,1,1,0,1,1,1
"FCR",50,2016-04-05 12:00:00,9,"1",NA,NA,NA,NA,NA,1.5,NA,NA,NA,1,1,1,1,1,1,0,1,1,1
"FCR",100,2016-04-05 12:00:00,0.1,"1",NA,NA,NA,NA,NA,2.3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1
"FCR",50,2016-04-11 12:00:00,0.1,"1",124,12.6,4,3,7,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-11 12:00:00,1.6,"1",127,18.2,6,3,6,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-11 12:00:00,3.8,"1",120,13.4,4,3,6,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-11 12:00:00,5,"1",128,14.2,4,2,6,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-11 12:00:00,6.2,"1",135,16.1,4,3,5,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-11 12:00:00,8,"1",135,12.2,5,3,4,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-11 12:00:00,9,"1",NA,NA,11,2,6,1.6,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",100,2016-04-11 12:00:00,0.1,"1",159,17.3,3,14,7,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-18 12:00:00,0.1,"1",123,11.6,5,4,8,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-18 12:00:00,1.6,"1",121,15,4,2,8,1.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-18 12:00:00,3.8,"1",127,15.3,3,0,7,1.6,NA,NA,NA,1,0,0,0,3,0,0,1,1,1
"FCR",50,2016-04-18 12:00:00,5,"1",128,14.1,4,2,6,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-18 12:00:00,6.2,"1",141,16.8,6,3,4,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-18 12:00:00,8,"1",138,14.5,9,2,4,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-18 12:00:00,9,"1",162,22.2,26,3,6,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2016-04-18 12:00:00,0.1,"1",NA,NA,7,17,7,1.6,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-04-25 12:00:00,0.1,"1",154,22,5,0,5,1.6,NA,NA,NA,1,0,0,0,3,0,0,1,1,1
"FCR",50,2016-04-25 12:00:00,1.6,"1",132,15.1,4,3,6,1.8,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-25 12:00:00,3.8,"1",124,17.3,4,2,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-25 12:00:00,5,"1",182,19.7,5,0,5,1.7,NA,NA,NA,1,0,0,0,3,0,0,1,1,1
"FCR",50,2016-04-25 12:00:00,6.2,"1",138,13.9,8,3,5,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-25 12:00:00,8,"1",172,20.4,20,4,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-04-25 12:00:00,9,"1",175,23,28,5,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2016-04-25 12:00:00,0.1,"1",NA,NA,3,14,6,1.4,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-05-02 12:00:00,0.1,"1",140,17.7,6,3,7,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-02 12:00:00,1.6,"1",153,14.1,5,2,7,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-02 12:00:00,3.8,"1",137,19.5,5,2,8,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-02 12:00:00,5,"1",135,14.9,5,2,7,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-02 12:00:00,6.2,"1",148,16.7,13,4,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-02 12:00:00,8,"1",160,16.2,34,7,5,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-02 12:00:00,9,"1",161,14,39,7,5,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2016-05-02 12:00:00,0.1,"1",188,28.3,7,26,9,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-09 12:00:00,0.1,"1",124,13.4,4,2,6,1.9,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-09 12:00:00,1.6,"1",131,18.3,4,4,6,1.8,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-09 12:00:00,3.8,"1",152,16.1,5,4,5,1.8,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-09 12:00:00,5,"1",138,13.9,4,2,7,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-09 12:00:00,6.2,"1",180,16.4,26,10,7,1.8,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-09 12:00:00,8,"1",174,13.7,34,11,6,1.8,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-09 12:00:00,9,"1",166,15.1,32,11,6,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2016-05-09 12:00:00,0.1,"1",NA,NA,4,26,7,1.8,NA,NA,NA,1,1,1,0,0,0,0,1,1,1
"FCR",50,2016-05-16 12:00:00,0.1,"1",134,14.8,8,0,12,1.5,NA,NA,NA,1,0,0,0,3,0,0,1,1,1
"FCR",50,2016-05-16 12:00:00,1.6,"1",123,12.2,8,5,4,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-16 12:00:00,3.8,"1",148,18.9,4,0,10,1.7,NA,NA,NA,1,0,0,0,3,0,0,1,1,1
"FCR",50,2016-05-16 12:00:00,5,"1",162.4,21.8,4,0,10,1.4,NA,NA,NA,1,0,0,0,3,0,0,1,1,1
"FCR",50,2016-05-16 12:00:00,6.2,"1",150,15.7,5,11,9,1.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-16 12:00:00,8,"1",134,14.7,6,9,6,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-16 12:00:00,9,"1",149.4,12.1,4,9,7,1.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-23 12:00:00,0.1,"1",170,15.6,22,2,10,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-23 12:00:00,1.6,"1",125,11.8,9,8,8,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-23 12:00:00,3.8,"1",143,20,4,3,16,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-23 12:00:00,5,"1",178,20.5,4,2,9,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-23 12:00:00,6.2,"1",NA,NA,NA,NA,NA,1.4,NA,NA,NA,1,1,1,1,1,1,0,1,1,1
"FCR",50,2016-05-23 12:00:00,8,"1",156,22.4,3,4,4,1.2,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-23 12:00:00,9,"1",168,19.7,6,3,10,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2016-05-23 12:00:00,0.1,"1",180,20.8,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1,1
"FCR",50,2016-05-30 09:00:00,0.1,"1",152,17.6,3,2,10,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-30 09:00:00,1.6,"1",153,14.1,5,47,3,1.5,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-30 09:00:00,3.8,"1",145,14.8,4,0,12,1.6,NA,NA,NA,1,0,0,0,3,0,0,1,1,1
"FCR",50,2016-05-30 09:00:00,5,"1",164,17.8,6,3,12,1.7,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-30 09:00:00,6.2,"1",169,15.7,11,5,3,1.3,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-30 09:00:00,8,"1",176,16.8,8,6,5,1.6,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",50,2016-05-30 09:00:00,9,"1",142.4,19.7,12,4,10,1.4,NA,NA,NA,1,0,0,0,0,0,0,1,1,1
"FCR",100,2016-05-30 09:00:00,0.1,"1",208,28.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1,1
