attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Reservoir	Three-letter code corresponding to sampled reservoir; BVR=Beaverdam Reservoir	categorical			NA	value is missing
Site	Sampling site within each reservoir; 50=Deep hole or site nearest to dam in the reservoir, attached to the platform	numeric	 		NA	value is missing
Station	Code corresponding to data set nickname; BVR_sensor_string	categorical			NA	value is missing
DateTime_start	Date and time maintenance began. All data were collected in the GMT -5 time zone (Eastern Standard Time), No time zone shifts were observed throughout the dataset.	Date		YYYY-MM-DD hh:mm:ss	NA	value is missing
DateTime_end	Date and time maintenance ended. All data were collected in the GMT -5 time zone (Eastern Standard Time), No time zone shifts were observed throughout the dataset.	Date		YYYY-MM-DD hh:mm:ss	NA	value is missing
Parameter	Name of variable corresponding to water quality data table names	categorical			NA	value is missing
ColumnNumber	Column number associated with parameter in raw file before QAQC	numeric	number		NA	value is missing
Flag	Data flag applying to associated variable. 0=no flag applied, 1=value removed due to maintenance and set to NA, 4=potentially questionable value see note	numeric			0	value is missing
Notes	Additional information describing Flag for associated variable	categorical			NA	value is missing
