Advanced Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,0,0,0,0,0,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,26-Jul-2012 19:21:15,0,-0.00018900001305155456,0.9953789710998535,-0.000032000003557186574,0.0035760002210736275,0.34736597537994385,0,1,0
,Power,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0

Field Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Power,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5
,,19-Feb-2018 12:38:03,1,0.12999999523162842,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0

Sensor/File information
Sensor SN,0021230019,,Modbus Addr.,1
Sensor Type,DO2,,Initialized w/fw Rev,v2.130
Sensor Name,FCR DO (1)
File Name,FCR_8m_DO_20210721

# Records,4517
Statistical Data,,Temperature (°C),Pressure (psi),Power (V),DO (ppm),DO Temp (°C)
829,30-Jul-2021 04:00:56,10.563,26.279,12.639,1.780,9.98
830,30-Jul-2021 04:15:56,10.563,26.285,12.609,1.780,9.97
831,30-Jul-2021 04:30:56,10.563,26.283,12.609,1.780,9.98
832,30-Jul-2021 04:45:56,10.563,26.270,12.579,1.780,9.97
833,30-Jul-2021 05:00:56,10.563,26.267,12.579,1.780,9.98
834,30-Jul-2021 05:15:56,10.563,26.272,12.609,1.780,9.98
835,30-Jul-2021 05:30:56,10.625,26.273,12.579,1.790,9.99
836,30-Jul-2021 05:45:56,10.563,26.272,12.579,1.780,9.98
837,30-Jul-2021 06:00:56,10.563,26.253,12.579,1.780,9.98
838,30-Jul-2021 06:15:56,10.625,26.303,12.609,1.780,9.98
839,30-Jul-2021 06:30:56,10.563,26.264,12.579,1.780,9.97
840,30-Jul-2021 06:45:56,10.563,26.270,12.579,1.780,9.98
841,30-Jul-2021 07:00:56,10.563,26.270,12.579,1.780,9.98
842,30-Jul-2021 07:15:56,10.563,26.250,12.579,1.780,9.98
843,30-Jul-2021 07:30:56,10.563,26.287,12.609,1.790,9.98
844,30-Jul-2021 07:45:56,10.563,26.271,12.639,1.780,9.98
845,30-Jul-2021 08:00:56,10.563,26.273,12.639,1.780,9.98
846,30-Jul-2021 08:15:56,10.563,26.278,12.609,1.790,9.97
847,30-Jul-2021 08:30:56,10.563,26.306,12.698,1.790,9.98
848,30-Jul-2021 08:45:56,10.563,26.304,12.698,1.780,9.97
849,30-Jul-2021 09:00:56,10.563,26.311,12.698,1.780,9.98
850,30-Jul-2021 09:15:56,10.625,26.304,12.698,1.790,9.97
851,30-Jul-2021 09:30:56,10.563,26.294,12.817,1.790,9.97
852,30-Jul-2021 09:45:56,10.563,26.293,12.966,1.790,9.97
853,30-Jul-2021 10:00:56,10.625,26.282,12.877,1.780,9.98
854,30-Jul-2021 10:15:56,10.625,26.297,12.847,1.790,9.97
855,30-Jul-2021 10:30:56,10.563,26.303,12.847,1.780,9.98
856,30-Jul-2021 10:45:56,10.563,26.313,12.966,1.780,9.99
857,30-Jul-2021 11:00:56,10.563,26.315,13.056,1.780,9.98
858,30-Jul-2021 11:15:56,10.625,26.303,13.086,1.790,9.99
859,30-Jul-2021 11:30:56,10.625,26.312,13.026,1.790,10.00
860,30-Jul-2021 11:45:56,10.625,26.306,13.056,1.780,10.00
861,30-Jul-2021 12:00:56,10.625,26.311,13.026,1.780,10.01
862,30-Jul-2021 12:15:56,10.625,26.265,12.996,1.780,10.01
863,30-Jul-2021 12:30:56,10.563,26.305,13.026,1.780,10.00
864,30-Jul-2021 12:45:56,10.625,26.290,13.026,1.780,10.00
865,30-Jul-2021 13:00:56,10.625,26.307,13.294,1.780,10.00
866,30-Jul-2021 13:15:56,10.625,26.314,13.443,1.780,10.00
867,30-Jul-2021 13:30:56,10.625,26.307,13.414,1.790,10.00
868,30-Jul-2021 13:45:56,10.625,26.301,13.503,1.780,10.01
869,30-Jul-2021 14:00:56,10.625,26.295,13.324,1.780,10.01
870,30-Jul-2021 14:15:56,10.625,26.296,13.592,1.780,10.00
871,30-Jul-2021 14:30:56,10.625,26.294,13.026,1.780,10.02
872,30-Jul-2021 14:45:56,10.625,26.307,12.996,1.780,10.03
873,30-Jul-2021 15:00:56,10.625,26.303,12.996,1.780,10.01
874,30-Jul-2021 15:15:56,10.625,26.301,12.966,1.790,10.00
875,30-Jul-2021 15:30:56,10.625,26.261,12.937,1.780,10.00
876,30-Jul-2021 15:45:56,10.625,26.285,12.937,1.790,9.99
877,30-Jul-2021 16:00:56,10.625,26.280,12.937,1.790,10.01
878,30-Jul-2021 16:15:56,10.625,26.285,12.937,1.790,10.01
879,30-Jul-2021 16:30:56,10.625,26.283,12.937,1.780,10.01
880,30-Jul-2021 16:45:56,10.625,26.282,12.937,1.790,10.00
881,30-Jul-2021 17:00:56,10.625,26.284,12.937,1.780,10.00
882,30-Jul-2021 17:15:56,10.625,26.291,12.937,1.780,10.00
883,30-Jul-2021 17:30:56,10.625,26.293,12.937,1.780,10.00
884,30-Jul-2021 17:45:56,10.625,26.281,12.937,1.790,10.00
885,30-Jul-2021 18:00:56,10.625,26.269,12.937,1.780,10.01
886,30-Jul-2021 18:15:56,10.625,26.279,12.937,1.780,10.01
887,30-Jul-2021 18:30:56,10.625,26.296,12.937,1.780,10.02
888,30-Jul-2021 18:45:56,10.625,26.298,12.937,1.780,10.02
889,30-Jul-2021 19:00:56,10.625,26.290,12.907,1.780,10.01
890,30-Jul-2021 19:15:56,10.625,26.289,12.877,1.790,10.01
891,30-Jul-2021 19:30:56,10.625,26.297,12.847,1.790,10.01
892,30-Jul-2021 19:45:56,10.625,26.297,12.817,1.780,10.00
893,30-Jul-2021 20:00:56,10.625,26.307,12.817,1.780,10.01
894,30-Jul-2021 20:15:56,10.625,26.292,12.817,1.780,10.01
895,30-Jul-2021 20:30:56,10.625,26.284,12.788,1.780,10.00
896,30-Jul-2021 20:45:56,10.625,26.299,12.788,1.780,10.01
897,30-Jul-2021 21:00:56,10.625,26.308,12.788,1.780,10.01
898,30-Jul-2021 21:15:56,10.625,26.304,12.788,1.780,10.01
899,30-Jul-2021 21:30:56,10.625,26.309,12.788,1.780,10.01
900,30-Jul-2021 21:45:56,10.625,26.305,12.758,1.790,10.00
901,30-Jul-2021 22:00:56,10.625,26.319,12.758,1.790,10.00
902,30-Jul-2021 22:15:56,10.625,26.320,12.758,1.790,10.00
903,30-Jul-2021 22:30:56,10.625,26.321,12.758,1.780,10.01
904,30-Jul-2021 22:45:56,10.625,26.337,12.758,1.780,10.00
905,30-Jul-2021 23:00:56,10.625,26.319,12.728,1.770,10.01
906,30-Jul-2021 23:15:56,10.625,26.323,12.728,1.790,10.01
907,30-Jul-2021 23:30:56,10.625,26.320,12.728,1.780,10.01
908,30-Jul-2021 23:45:56,10.625,26.320,12.698,1.780,10.01
909,31-Jul-2021 00:00:56,10.625,26.323,12.698,1.790,10.02
910,31-Jul-2021 00:15:56,10.625,26.316,12.698,1.780,10.03
911,31-Jul-2021 00:30:56,10.625,26.317,12.668,1.780,10.03
912,31-Jul-2021 00:45:56,10.625,26.327,12.698,1.780,10.04
913,31-Jul-2021 01:00:56,10.625,26.336,12.698,1.770,10.04
914,31-Jul-2021 01:15:56,10.625,26.335,12.668,1.780,10.02
915,31-Jul-2021 01:30:56,10.625,26.318,12.668,1.780,10.02
916,31-Jul-2021 01:45:56,10.625,26.326,12.639,1.780,10.03
917,31-Jul-2021 02:00:56,10.625,26.322,12.668,1.790,10.02
918,31-Jul-2021 02:15:56,10.625,26.326,12.639,1.780,10.04
919,31-Jul-2021 02:30:56,10.688,26.323,12.639,1.780,10.04
920,31-Jul-2021 02:45:56,10.625,26.315,12.639,1.780,10.04
921,31-Jul-2021 03:00:56,10.688,26.316,12.609,1.780,10.03
922,31-Jul-2021 03:15:56,10.625,26.315,12.609,1.780,10.02
923,31-Jul-2021 03:30:56,10.625,26.317,12.609,1.790,10.03
924,31-Jul-2021 03:45:56,10.625,26.313,12.609,1.780,10.04
925,31-Jul-2021 04:00:56,10.625,26.303,12.579,1.780,10.02
926,31-Jul-2021 04:15:56,10.625,26.334,12.609,1.780,10.02
927,31-Jul-2021 04:30:56,10.625,26.298,12.579,1.780,10.02
928,31-Jul-2021 04:45:56,10.625,26.297,12.579,1.780,10.02
929,31-Jul-2021 05:00:56,10.625,26.293,12.579,1.790,10.02
930,31-Jul-2021 05:15:56,10.625,26.326,12.579,1.780,10.03
931,31-Jul-2021 05:30:56,10.625,26.315,12.549,1.780,10.02
932,31-Jul-2021 05:45:56,10.625,26.323,12.579,1.770,10.02
933,31-Jul-2021 06:00:56,10.625,26.320,12.579,1.780,10.03
934,31-Jul-2021 06:15:56,10.625,26.319,12.579,1.780,10.03
935,31-Jul-2021 06:30:56,10.625,26.321,12.549,1.780,10.03
936,31-Jul-2021 06:45:56,10.625,26.300,12.519,1.780,10.04
937,31-Jul-2021 07:00:56,10.625,26.311,12.549,1.780,10.03
938,31-Jul-2021 07:15:56,10.625,26.316,12.549,1.770,10.03
939,31-Jul-2021 07:30:56,10.625,26.307,12.549,1.780,10.04
940,31-Jul-2021 07:45:56,10.625,26.300,12.579,1.770,10.04
941,31-Jul-2021 08:00:56,10.688,26.331,12.609,1.780,10.04
942,31-Jul-2021 08:15:56,10.688,26.320,12.549,1.780,10.04
943,31-Jul-2021 08:30:56,10.625,26.326,12.668,1.780,10.04
944,31-Jul-2021 08:45:56,10.625,26.328,12.639,1.780,10.03
945,31-Jul-2021 09:00:56,10.688,26.335,12.639,1.780,10.04
946,31-Jul-2021 09:15:56,10.625,26.329,12.728,1.780,10.04
947,31-Jul-2021 09:30:56,10.625,26.310,12.668,1.780,10.04
948,31-Jul-2021 09:45:56,10.688,26.323,12.698,1.780,10.04
949,31-Jul-2021 10:00:56,10.688,26.324,12.698,1.780,10.03
950,31-Jul-2021 10:15:56,10.625,26.332,12.758,1.780,10.03
951,31-Jul-2021 10:30:56,10.688,26.331,12.907,1.780,10.04
952,31-Jul-2021 10:45:56,10.625,26.330,13.086,1.770,10.04
953,31-Jul-2021 11:00:56,10.688,26.330,13.086,1.770,10.04
954,31-Jul-2021 11:15:56,10.625,26.334,13.026,1.780,10.04
955,31-Jul-2021 11:30:56,10.688,26.328,12.996,1.780,10.04
956,31-Jul-2021 11:45:56,10.688,26.331,13.116,1.780,10.04
957,31-Jul-2021 12:00:56,10.688,26.324,13.086,1.780,10.04
958,31-Jul-2021 12:15:56,10.688,26.327,13.145,1.780,10.04
959,31-Jul-2021 12:30:56,10.625,26.323,13.175,1.780,10.03
960,31-Jul-2021 12:45:56,10.625,26.333,13.235,1.790,10.04
961,31-Jul-2021 13:00:56,10.688,26.304,13.265,1.770,10.04
962,31-Jul-2021 13:15:56,10.625,26.313,12.966,1.780,10.04
963,31-Jul-2021 13:30:56,10.688,26.309,13.265,1.780,10.04
964,31-Jul-2021 13:45:56,10.688,26.318,12.996,1.780,10.04
965,31-Jul-2021 14:00:56,10.688,26.307,12.937,1.780,10.04
966,31-Jul-2021 14:15:56,10.688,26.318,12.966,1.780,10.04
967,31-Jul-2021 14:30:56,10.688,26.315,12.937,1.780,10.03
968,31-Jul-2021 14:45:56,10.688,26.298,12.937,1.780,10.03
969,31-Jul-2021 15:00:56,10.688,26.303,12.907,1.780,10.04
970,31-Jul-2021 15:15:56,10.688,26.294,12.907,1.780,10.04
971,31-Jul-2021 15:30:56,10.688,26.312,12.937,1.780,10.04
972,31-Jul-2021 15:45:56,10.688,26.304,12.907,1.780,10.06
973,31-Jul-2021 16:00:56,10.688,26.288,12.877,1.780,10.05
974,31-Jul-2021 16:15:56,10.688,26.304,12.937,1.770,10.05
975,31-Jul-2021 16:30:56,10.688,26.290,12.907,1.780,10.06
976,31-Jul-2021 16:45:56,10.688,26.300,12.907,1.790,10.05
977,31-Jul-2021 17:00:56,10.688,26.287,12.907,1.780,10.06
978,31-Jul-2021 17:15:56,10.688,26.289,12.907,1.780,10.06
979,31-Jul-2021 17:30:56,10.688,26.290,12.907,1.780,10.06
980,31-Jul-2021 17:45:56,10.688,26.281,12.907,1.780,10.07
981,31-Jul-2021 18:00:56,10.688,26.272,12.877,1.780,10.05
982,31-Jul-2021 18:15:56,10.688,26.281,12.907,1.780,10.05
983,31-Jul-2021 18:30:56,10.688,26.266,13.026,1.780,10.07
984,31-Jul-2021 18:45:56,10.688,26.273,12.937,1.780,10.06
985,31-Jul-2021 19:00:56,10.688,26.269,12.847,1.770,10.07
986,31-Jul-2021 19:15:56,10.688,26.255,12.847,1.780,10.07
987,31-Jul-2021 19:30:56,10.688,26.265,12.817,1.780,10.06
988,31-Jul-2021 19:45:56,10.688,26.265,12.758,1.780,10.08
989,31-Jul-2021 20:00:56,10.625,26.277,12.758,1.780,10.07
990,31-Jul-2021 20:15:56,10.688,26.271,12.728,1.780,10.06
991,31-Jul-2021 20:30:56,10.688,26.257,12.698,1.780,10.08
992,31-Jul-2021 20:45:56,10.688,26.277,12.758,1.780,10.07
993,31-Jul-2021 21:00:56,10.688,26.277,12.698,1.780,10.06
994,31-Jul-2021 21:15:56,10.625,26.277,12.728,1.780,10.06
995,31-Jul-2021 21:30:56,10.688,26.275,12.698,1.770,10.06
996,31-Jul-2021 21:45:56,10.688,26.269,12.698,1.780,10.07
997,31-Jul-2021 22:00:56,10.688,26.295,12.698,1.770,10.06
998,31-Jul-2021 22:15:56,10.688,26.278,12.668,1.770,10.06
999,31-Jul-2021 22:30:56,10.688,26.289,12.698,1.780,10.06
1000,31-Jul-2021 22:45:56,10.688,26.285,12.668,1.780,10.06
1001,31-Jul-2021 23:00:56,10.625,26.281,12.639,1.780,10.06
1002,31-Jul-2021 23:15:56,10.688,26.304,12.668,1.780,10.06
1003,31-Jul-2021 23:30:56,10.688,26.270,12.639,1.780,10.05
1004,31-Jul-2021 23:45:56,10.625,26.268,12.609,1.780,10.06
1005,01-Aug-2021 00:00:56,10.688,26.262,12.639,1.780,10.06
1006,01-Aug-2021 00:15:56,10.688,26.259,12.579,1.780,10.06
1007,01-Aug-2021 00:30:56,10.688,26.296,12.639,1.770,10.06
1008,01-Aug-2021 00:45:56,10.688,26.278,12.579,1.780,10.06
1009,01-Aug-2021 01:00:56,10.688,26.280,12.579,1.780,10.07
1010,01-Aug-2021 01:15:56,10.688,26.274,12.579,1.780,10.06
1011,01-Aug-2021 01:30:56,10.688,26.289,12.579,1.780,10.06
1012,01-Aug-2021 01:45:56,10.688,26.276,12.579,1.780,10.07
1013,01-Aug-2021 02:00:56,10.688,26.290,12.579,1.780,10.06
1014,01-Aug-2021 02:15:56,10.688,26.280,12.579,1.780,10.06
1015,01-Aug-2021 02:30:56,10.688,26.283,12.549,1.780,10.07
1016,01-Aug-2021 02:45:56,10.688,26.277,12.549,1.780,10.06
1017,01-Aug-2021 03:00:56,10.688,26.270,12.549,1.780,10.07
1018,01-Aug-2021 03:15:56,10.625,26.268,12.519,1.780,10.08
1019,01-Aug-2021 03:30:56,10.688,26.271,12.519,1.770,10.08
1020,01-Aug-2021 03:45:56,10.688,26.271,12.519,1.780,10.09
1021,01-Aug-2021 04:00:56,10.688,26.267,12.519,1.780,10.08
1022,01-Aug-2021 04:15:56,10.688,26.274,12.519,1.770,10.08
1023,01-Aug-2021 04:30:56,10.688,26.273,12.519,1.780,10.09
1024,01-Aug-2021 04:45:56,10.688,26.273,12.519,1.780,10.09
1025,01-Aug-2021 05:00:56,10.688,26.267,12.519,1.780,10.08
1026,01-Aug-2021 05:15:56,10.688,26.269,12.519,1.780,10.08
1027,01-Aug-2021 05:30:56,10.688,26.258,12.519,1.780,10.08
1028,01-Aug-2021 05:45:56,10.688,26.259,12.490,1.780,10.07
1029,01-Aug-2021 06:00:56,10.688,26.257,12.490,1.770,10.08
1030,01-Aug-2021 06:15:56,10.688,26.259,12.519,1.780,10.07
1031,01-Aug-2021 06:30:56,10.688,26.258,12.519,1.780,10.08
1032,01-Aug-2021 06:45:56,10.688,26.247,12.490,1.780,10.09
1033,01-Aug-2021 07:00:56,10.688,26.215,12.490,1.770,10.09
1034,01-Aug-2021 07:15:56,10.688,26.257,12.519,1.770,10.08
1035,01-Aug-2021 07:30:56,10.688,26.263,12.519,1.780,10.08
1036,01-Aug-2021 07:45:56,10.688,26.237,12.519,1.780,10.07
1037,01-Aug-2021 08:00:56,10.688,26.261,12.519,1.780,10.08
1038,01-Aug-2021 08:15:56,10.688,26.267,12.519,1.780,10.08
1039,01-Aug-2021 08:30:56,10.688,26.258,12.579,1.780,10.08
1040,01-Aug-2021 08:45:56,10.688,26.260,12.728,1.780,10.08
1041,01-Aug-2021 09:00:56,10.688,26.258,12.877,1.780,10.08
1042,01-Aug-2021 09:15:56,10.688,26.254,12.907,1.770,10.08
1043,01-Aug-2021 09:30:56,10.688,26.261,12.758,1.780,10.07
1044,01-Aug-2021 09:45:56,10.688,26.243,12.907,1.780,10.08
1045,01-Aug-2021 10:00:56,10.688,26.248,12.966,1.780,10.08
1046,01-Aug-2021 10:15:56,10.688,26.253,13.056,1.780,10.09
1047,01-Aug-2021 10:30:56,10.688,26.255,13.086,1.780,10.09
1048,01-Aug-2021 10:45:56,10.688,26.257,13.056,1.780,10.08
1049,01-Aug-2021 11:00:56,10.688,26.262,13.056,1.780,10.09
1050,01-Aug-2021 11:15:56,10.688,26.268,13.175,1.780,10.08
1051,01-Aug-2021 11:30:56,10.688,26.251,13.116,1.770,10.08
1052,01-Aug-2021 11:45:56,10.688,26.266,13.175,1.780,10.09
1053,01-Aug-2021 12:00:56,10.688,26.247,13.265,1.780,10.09
1054,01-Aug-2021 12:15:56,10.688,26.254,12.966,1.780,10.09
1055,01-Aug-2021 12:30:56,10.688,26.258,13.116,1.790,10.08
1056,01-Aug-2021 12:45:56,10.688,26.267,12.937,1.780,10.09
1057,01-Aug-2021 13:00:56,10.688,26.265,12.907,1.780,10.09
1058,01-Aug-2021 13:15:56,10.688,26.257,12.907,1.780,10.09
1059,01-Aug-2021 13:30:56,10.688,26.259,12.907,1.780,10.09
1060,01-Aug-2021 13:45:56,10.688,26.261,12.937,1.780,10.10
1061,01-Aug-2021 14:00:56,10.688,26.257,12.907,1.780,10.09
1062,01-Aug-2021 14:15:56,10.688,26.259,12.907,1.780,10.10
1063,01-Aug-2021 14:30:56,10.688,26.257,12.907,1.780,10.10
1064,01-Aug-2021 14:45:56,10.688,26.255,12.907,1.780,10.09
1065,01-Aug-2021 15:00:56,10.688,26.226,12.877,1.780,10.10
1066,01-Aug-2021 15:15:56,10.688,26.229,12.877,1.780,10.10
1067,01-Aug-2021 15:30:56,10.688,26.227,12.847,1.780,10.10
1068,01-Aug-2021 15:45:56,10.750,26.244,12.907,1.780,10.10
1069,01-Aug-2021 16:00:56,10.688,26.234,12.877,1.770,10.10
1070,01-Aug-2021 16:15:56,10.688,26.240,12.907,1.780,10.09
1071,01-Aug-2021 16:30:56,10.688,26.236,12.907,1.770,10.09
1072,01-Aug-2021 16:45:56,10.688,26.226,12.907,1.780,10.09
1073,01-Aug-2021 17:00:56,10.688,26.234,12.907,1.780,10.09
1074,01-Aug-2021 17:15:56,10.688,26.239,12.877,1.780,10.10
1075,01-Aug-2021 17:30:56,10.688,26.237,12.877,1.780,10.09
1076,01-Aug-2021 17:45:56,10.688,26.237,12.907,1.780,10.10
1077,01-Aug-2021 18:00:56,10.688,26.229,12.877,1.770,10.11
1078,01-Aug-2021 18:15:56,10.688,26.242,12.907,1.780,10.10
1079,01-Aug-2021 18:30:56,10.688,26.240,12.877,1.770,10.11
1080,01-Aug-2021 18:45:56,10.688,26.243,12.907,1.780,10.10
1081,01-Aug-2021 19:00:56,10.688,26.244,12.877,1.780,10.10
1082,01-Aug-2021 19:15:56,10.688,26.242,12.817,1.770,10.12
1083,01-Aug-2021 19:30:56,10.688,26.245,12.788,1.780,10.12
1084,01-Aug-2021 19:45:56,10.750,26.257,12.758,1.780,10.11
1085,01-Aug-2021 20:00:56,10.688,26.258,12.758,1.770,10.12
1086,01-Aug-2021 20:15:56,10.688,26.258,12.728,1.780,10.10
1087,01-Aug-2021 20:30:56,10.750,26.248,12.728,1.770,10.10
1088,01-Aug-2021 20:45:56,10.688,26.264,12.698,1.780,10.09
1089,01-Aug-2021 21:00:56,10.688,26.271,12.698,1.780,10.10
1090,01-Aug-2021 21:15:56,10.688,26.271,12.698,1.780,10.10
1091,01-Aug-2021 21:30:56,10.688,26.274,12.668,1.780,10.10
1092,01-Aug-2021 21:45:56,10.688,26.274,12.668,1.780,10.10
1093,01-Aug-2021 22:00:56,10.688,26.270,12.668,1.780,10.10
1094,01-Aug-2021 22:15:56,10.688,26.279,12.668,1.780,10.11
1095,01-Aug-2021 22:30:56,10.688,26.282,12.639,1.780,10.10
1096,01-Aug-2021 22:45:56,10.688,26.272,12.639,1.770,10.11
1097,01-Aug-2021 23:00:56,10.688,26.257,12.609,1.770,10.10
1098,01-Aug-2021 23:15:56,10.688,26.289,12.609,1.780,10.10
1099,01-Aug-2021 23:30:56,10.688,26.286,12.579,1.770,10.10
1100,01-Aug-2021 23:45:56,10.688,26.280,12.579,1.770,10.10
1101,02-Aug-2021 00:00:56,10.688,26.277,12.579,1.780,10.10
1102,02-Aug-2021 00:15:56,10.688,26.264,12.519,1.780,10.11
1103,02-Aug-2021 00:30:56,10.688,26.277,12.549,1.780,10.10
1104,02-Aug-2021 00:45:56,10.688,26.269,12.549,1.780,10.10
1105,02-Aug-2021 01:00:56,10.688,26.278,12.519,1.770,10.11
1106,02-Aug-2021 01:15:56,10.688,26.266,12.519,1.780,10.12
1107,02-Aug-2021 01:30:56,10.688,26.290,12.549,1.780,10.11
1108,02-Aug-2021 01:45:56,10.688,26.288,12.519,1.780,10.12
1109,02-Aug-2021 02:00:56,10.688,26.299,12.490,1.780,10.12
1110,02-Aug-2021 02:15:56,10.688,26.294,12.519,1.780,10.13
1111,02-Aug-2021 02:30:56,10.688,26.286,12.549,1.780,10.11
1112,02-Aug-2021 02:45:56,10.688,26.287,12.519,1.770,10.12
1113,02-Aug-2021 03:00:56,10.688,26.277,12.490,1.770,10.12
1114,02-Aug-2021 03:15:56,10.688,26.273,12.519,1.780,10.13
1115,02-Aug-2021 03:30:56,10.750,26.283,12.490,1.780,10.12
1116,02-Aug-2021 03:45:56,10.688,26.285,12.519,1.780,10.11
1117,02-Aug-2021 04:00:56,10.688,26.283,12.490,1.770,10.12
1118,02-Aug-2021 04:15:56,10.688,26.285,12.519,1.770,10.11
1119,02-Aug-2021 04:30:56,10.688,26.287,12.519,1.780,10.11
1120,02-Aug-2021 04:45:56,10.688,26.294,12.490,1.770,10.12
1121,02-Aug-2021 05:00:56,10.688,26.295,12.519,1.780,10.11
1122,02-Aug-2021 05:15:56,10.688,26.295,12.490,1.780,10.12
1123,02-Aug-2021 05:30:56,10.688,26.293,12.490,1.780,10.12
1124,02-Aug-2021 05:45:56,10.688,26.290,12.490,1.780,10.12
1125,02-Aug-2021 06:00:56,10.688,26.310,12.490,1.780,10.11
1126,02-Aug-2021 06:15:56,10.688,26.296,12.490,1.780,10.12
1127,02-Aug-2021 06:30:56,10.688,26.304,12.490,1.780,10.12
1128,02-Aug-2021 06:45:56,10.688,26.311,12.490,1.780,10.12
1129,02-Aug-2021 07:00:56,10.688,26.322,12.490,1.780,10.13
1130,02-Aug-2021 07:15:56,10.688,26.310,12.490,1.770,10.13
1131,02-Aug-2021 07:30:56,10.750,26.317,12.519,1.770,10.13
1132,02-Aug-2021 07:45:56,10.688,26.315,12.519,1.780,10.14
1133,02-Aug-2021 08:00:56,10.688,26.324,12.549,1.770,10.13
1134,02-Aug-2021 08:15:56,10.688,26.325,12.549,1.780,10.12
1135,02-Aug-2021 08:30:56,10.688,26.323,12.549,1.780,10.12
1136,02-Aug-2021 08:45:56,10.750,26.324,12.579,1.770,10.12
1137,02-Aug-2021 09:00:56,10.688,26.329,12.579,1.770,10.11
1138,02-Aug-2021 09:15:56,10.750,26.335,12.609,1.780,10.11
1139,02-Aug-2021 09:30:56,10.688,26.331,12.609,1.780,10.12
1140,02-Aug-2021 09:45:56,10.688,26.338,12.609,1.780,10.12
1141,02-Aug-2021 10:00:56,10.750,26.329,12.639,1.780,10.13
1142,02-Aug-2021 10:15:56,10.688,26.332,12.698,1.780,10.13
1143,02-Aug-2021 10:30:56,10.750,26.329,12.698,1.780,10.12
1144,02-Aug-2021 10:45:56,10.688,26.332,12.788,1.780,10.12
1145,02-Aug-2021 11:00:56,10.750,26.320,12.788,1.780,10.12
1146,02-Aug-2021 11:15:56,10.750,26.321,12.788,1.780,10.12
1147,02-Aug-2021 11:30:56,10.688,26.330,12.877,1.770,10.12
1148,02-Aug-2021 11:45:56,10.750,26.332,12.877,1.770,10.12
1149,02-Aug-2021 12:00:56,10.750,26.330,12.907,1.780,10.13
1150,02-Aug-2021 12:15:56,10.750,26.322,12.937,1.780,10.12
1151,02-Aug-2021 12:30:56,10.750,26.328,12.996,1.780,10.14
1152,02-Aug-2021 12:45:56,10.750,26.318,12.877,1.780,10.14
1153,02-Aug-2021 13:00:56,10.750,26.335,12.847,1.770,10.14
1154,02-Aug-2021 13:15:56,10.750,26.332,12.847,1.770,10.13
1155,02-Aug-2021 13:30:56,10.750,26.323,12.847,1.780,10.13
1156,02-Aug-2021 13:45:56,10.750,26.329,12.847,1.770,10.14
1157,02-Aug-2021 14:00:56,10.750,26.329,12.847,1.780,10.14
1158,02-Aug-2021 14:15:56,10.750,26.326,12.847,1.770,10.14
1159,02-Aug-2021 14:30:56,10.750,26.322,12.847,1.780,10.12
1160,02-Aug-2021 14:45:56,10.750,26.320,12.847,1.780,10.14
1161,02-Aug-2021 15:00:56,10.750,26.329,12.847,1.780,10.14
1162,02-Aug-2021 15:15:56,10.750,26.320,12.847,1.770,10.13
1163,02-Aug-2021 15:30:56,10.750,26.315,13.354,1.780,10.12
1164,02-Aug-2021 15:45:56,10.750,26.314,13.086,1.780,10.14
1165,02-Aug-2021 16:00:56,10.813,26.303,13.384,1.770,10.15
1166,02-Aug-2021 16:15:56,10.813,26.309,13.354,1.780,10.14
1167,02-Aug-2021 16:30:56,10.813,26.306,13.414,1.770,10.15
1168,02-Aug-2021 16:45:56,10.813,26.282,13.354,1.770,10.16
1169,02-Aug-2021 17:00:56,10.813,26.273,12.966,1.770,10.14
1170,02-Aug-2021 17:15:56,10.750,26.310,12.996,1.780,10.15
1171,02-Aug-2021 17:30:56,10.750,26.298,12.966,1.770,10.14
1172,02-Aug-2021 17:45:56,10.750,26.303,12.966,1.770,10.14
1173,02-Aug-2021 18:00:56,10.750,26.298,12.966,1.780,10.14
1174,02-Aug-2021 18:15:56,10.813,26.285,12.937,1.770,10.14
1175,02-Aug-2021 18:30:56,10.750,26.293,12.966,1.770,10.14
1176,02-Aug-2021 18:45:56,10.750,26.298,12.966,1.780,10.14
1177,02-Aug-2021 19:00:56,10.750,26.306,12.937,1.770,10.14
1178,02-Aug-2021 19:15:56,10.750,26.304,12.877,1.770,10.14
1179,02-Aug-2021 19:30:56,10.750,26.305,12.847,1.770,10.13
1180,02-Aug-2021 19:45:56,10.750,26.308,12.817,1.780,10.14
