Advanced Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,0,0,0,0,0,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,26-Jul-2012 19:21:15,0,-0.00018900001305155456,0.9953789710998535,-0.000032000003557186574,0.0035760002210736275,0.34736597537994385,0,1,0
,Power,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0

Field Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Power,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5
,,19-Feb-2018 12:38:03,1,0.12999999523162842,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0

Sensor/File information
Sensor SN,0021230019,,Modbus Addr.,1
Sensor Type,DO2,,Initialized w/fw Rev,v2.130
Sensor Name,FCR DO (1)
File Name,FCR_8m_DO_20210721

# Records,4517
Statistical Data,,Temperature (°C),Pressure (psi),Power (V),DO (ppm),DO Temp (°C)
18,21-Jul-2021 17:15:56,10.375,26.296,13.026,1.790,9.77
19,21-Jul-2021 17:30:56,10.375,26.313,13.056,1.790,9.78
20,21-Jul-2021 17:45:56,10.375,26.301,13.056,1.790,9.78
21,21-Jul-2021 18:00:56,10.375,26.311,13.086,1.790,9.78
22,21-Jul-2021 18:15:56,10.375,26.304,13.056,1.790,9.78
23,21-Jul-2021 18:30:56,10.438,26.311,13.086,1.780,9.82
24,21-Jul-2021 18:45:56,10.438,26.313,13.086,1.790,9.80
25,21-Jul-2021 19:00:56,10.375,26.310,13.086,1.790,9.79
26,21-Jul-2021 19:15:56,10.375,26.316,12.996,1.780,9.78
27,21-Jul-2021 19:30:56,10.438,26.321,12.966,1.800,9.78
28,21-Jul-2021 19:45:56,10.375,26.332,12.907,1.790,9.79
29,21-Jul-2021 20:00:56,10.375,26.323,12.877,1.790,9.79
30,21-Jul-2021 20:15:56,10.375,26.321,12.847,1.790,9.79
31,21-Jul-2021 20:30:56,10.375,26.327,12.817,1.780,9.81
32,21-Jul-2021 20:45:56,10.438,26.335,12.847,1.790,9.78
33,21-Jul-2021 21:00:56,10.375,26.337,12.817,1.790,9.78
34,21-Jul-2021 21:15:56,10.375,26.338,12.817,1.790,9.78
35,21-Jul-2021 21:30:56,10.438,26.330,12.758,1.790,9.78
36,21-Jul-2021 21:45:56,10.375,26.345,12.788,1.790,9.77
37,21-Jul-2021 22:00:56,10.375,26.346,12.788,1.790,9.77
38,21-Jul-2021 22:15:56,10.375,26.360,12.788,1.790,9.82
39,21-Jul-2021 22:30:56,10.438,26.349,12.788,1.790,9.82
40,21-Jul-2021 22:45:56,10.375,26.348,12.758,1.790,9.82
41,21-Jul-2021 23:00:56,10.375,26.347,12.728,1.790,9.78
42,21-Jul-2021 23:15:56,10.375,26.351,12.758,1.790,9.76
43,21-Jul-2021 23:30:56,10.375,26.353,12.758,1.790,9.77
44,21-Jul-2021 23:45:56,10.375,26.355,12.758,1.790,9.79
45,22-Jul-2021 00:00:56,10.375,26.350,12.728,1.780,9.78
46,22-Jul-2021 00:15:56,10.375,26.357,12.728,1.790,9.78
47,22-Jul-2021 00:30:56,10.375,26.370,12.728,1.790,9.75
48,22-Jul-2021 00:45:56,10.375,26.364,12.728,1.790,9.74
49,22-Jul-2021 01:00:56,10.375,26.367,12.728,1.790,9.77
50,22-Jul-2021 01:15:56,10.375,26.363,12.698,1.790,9.76
51,22-Jul-2021 01:30:56,10.375,26.363,12.728,1.800,9.76
52,22-Jul-2021 01:45:56,10.375,26.363,12.698,1.780,9.77
53,22-Jul-2021 02:00:56,10.375,26.363,12.698,1.790,9.76
54,22-Jul-2021 02:15:56,10.375,26.366,12.698,1.790,9.77
55,22-Jul-2021 02:30:56,10.375,26.359,12.698,1.800,9.77
56,22-Jul-2021 02:45:56,10.375,26.366,12.728,1.790,9.77
57,22-Jul-2021 03:00:56,10.375,26.368,12.698,1.790,9.78
58,22-Jul-2021 03:15:56,10.375,26.373,12.698,1.790,9.75
59,22-Jul-2021 03:30:56,10.375,26.368,12.668,1.800,9.78
60,22-Jul-2021 03:45:56,10.375,26.363,12.639,1.790,9.76
61,22-Jul-2021 04:00:56,10.375,26.370,12.668,1.790,9.79
62,22-Jul-2021 04:15:56,10.375,26.371,12.668,1.780,9.81
63,22-Jul-2021 04:30:56,10.375,26.373,12.668,1.790,9.76
64,22-Jul-2021 04:45:56,10.375,26.372,12.639,1.790,9.76
65,22-Jul-2021 05:00:56,10.375,26.370,12.639,1.790,9.77
66,22-Jul-2021 05:15:56,10.375,26.370,12.639,1.780,9.77
67,22-Jul-2021 05:30:56,10.375,26.376,12.639,1.790,9.78
68,22-Jul-2021 05:45:56,10.375,26.376,12.639,1.780,9.81
69,22-Jul-2021 06:00:56,10.375,26.379,12.639,1.790,9.79
70,22-Jul-2021 06:15:56,10.438,26.374,12.609,1.790,9.76
71,22-Jul-2021 06:30:56,10.375,26.376,12.609,1.790,9.75
72,22-Jul-2021 06:45:56,10.375,26.379,12.609,1.790,9.76
73,22-Jul-2021 07:00:56,10.438,26.384,12.609,1.790,9.76
74,22-Jul-2021 07:15:56,10.375,26.384,12.639,1.790,9.76
75,22-Jul-2021 07:30:56,10.438,26.381,12.668,1.790,9.76
76,22-Jul-2021 07:45:56,10.438,26.390,12.668,1.790,9.77
77,22-Jul-2021 08:00:56,10.438,26.381,12.728,1.790,9.79
78,22-Jul-2021 08:15:56,10.375,26.389,12.817,1.790,9.77
79,22-Jul-2021 08:30:56,10.375,26.391,12.877,1.790,9.75
80,22-Jul-2021 08:45:56,10.375,26.395,13.026,1.790,9.75
81,22-Jul-2021 09:00:56,10.375,26.399,12.966,1.790,9.76
82,22-Jul-2021 09:15:56,10.375,26.403,12.907,1.790,9.76
83,22-Jul-2021 09:30:56,10.438,26.402,12.847,1.780,9.80
84,22-Jul-2021 09:45:56,10.375,26.415,12.877,1.790,9.79
85,22-Jul-2021 10:00:56,10.375,26.400,13.026,1.790,9.81
86,22-Jul-2021 10:15:56,10.438,26.401,13.116,1.780,9.81
87,22-Jul-2021 10:30:56,10.375,26.409,13.265,1.790,9.82
88,22-Jul-2021 10:45:56,10.375,26.400,13.235,1.790,9.80
89,22-Jul-2021 11:00:56,10.375,26.407,13.235,1.790,9.77
90,22-Jul-2021 11:15:56,10.438,26.406,13.265,1.780,9.77
91,22-Jul-2021 11:30:56,10.375,26.393,13.265,1.800,9.76
92,22-Jul-2021 11:45:56,10.438,26.401,13.354,1.790,9.76
93,22-Jul-2021 12:00:56,10.438,26.399,13.354,1.800,9.76
94,22-Jul-2021 12:15:56,10.438,26.415,13.354,1.790,9.76
95,22-Jul-2021 12:30:56,10.438,26.401,13.443,1.780,9.76
96,22-Jul-2021 12:45:56,10.438,26.398,13.473,1.800,9.77
97,22-Jul-2021 13:00:56,10.438,26.406,13.831,1.780,9.77
98,22-Jul-2021 13:15:56,10.375,26.387,13.831,1.780,9.78
99,22-Jul-2021 13:30:56,10.438,26.386,13.116,1.790,9.78
100,22-Jul-2021 13:45:56,10.375,26.392,13.116,1.790,9.78
101,22-Jul-2021 14:00:56,10.438,26.391,13.086,1.800,9.78
102,22-Jul-2021 14:15:56,10.375,26.390,13.116,1.790,9.78
103,22-Jul-2021 14:30:56,10.375,26.380,13.116,1.790,9.79
104,22-Jul-2021 14:45:56,10.375,26.386,13.086,1.790,9.79
105,22-Jul-2021 15:00:56,10.438,26.384,13.116,1.790,9.80
106,22-Jul-2021 15:15:56,10.438,26.383,13.086,1.790,9.81
107,22-Jul-2021 15:30:56,10.375,26.386,13.116,1.790,9.79
108,22-Jul-2021 15:45:56,10.375,26.383,13.116,1.790,9.81
109,22-Jul-2021 16:00:56,10.438,26.380,13.116,1.790,9.77
110,22-Jul-2021 16:15:56,10.438,26.359,13.086,1.790,9.76
111,22-Jul-2021 16:30:56,10.438,26.354,13.086,1.800,9.79
112,22-Jul-2021 16:45:56,10.438,26.343,13.056,1.790,9.83
113,22-Jul-2021 17:00:56,10.375,26.379,13.116,1.790,9.83
114,22-Jul-2021 17:15:56,10.438,26.376,13.116,1.790,9.86
115,22-Jul-2021 17:30:56,10.375,26.360,13.086,1.780,9.82
116,22-Jul-2021 17:45:56,10.438,26.354,13.086,1.790,9.85
117,22-Jul-2021 18:00:56,10.438,26.350,13.086,1.790,9.85
118,22-Jul-2021 18:15:56,10.438,26.368,13.086,1.790,9.83
119,22-Jul-2021 18:30:56,10.438,26.368,13.116,1.790,9.82
120,22-Jul-2021 18:45:56,10.438,26.375,13.116,1.780,9.81
121,22-Jul-2021 19:00:56,10.438,26.375,13.086,1.790,9.81
122,22-Jul-2021 19:15:56,10.438,26.379,13.056,1.790,9.76
123,22-Jul-2021 19:30:56,10.375,26.378,13.026,1.790,9.71
124,22-Jul-2021 19:45:56,10.438,26.384,12.966,1.790,9.72
125,22-Jul-2021 20:00:56,10.375,26.385,12.877,1.780,9.79
126,22-Jul-2021 20:15:56,10.375,26.390,12.877,1.790,9.77
127,22-Jul-2021 20:30:56,10.375,26.385,12.817,1.790,9.80
128,22-Jul-2021 20:45:56,10.375,26.384,12.817,1.790,9.75
129,22-Jul-2021 21:00:56,10.375,26.396,12.817,1.790,9.77
130,22-Jul-2021 21:15:56,10.375,26.393,12.817,1.790,9.76
131,22-Jul-2021 21:30:56,10.375,26.408,12.817,1.790,9.77
132,22-Jul-2021 21:45:56,10.375,26.398,12.788,1.790,9.78
133,22-Jul-2021 22:00:56,10.375,26.403,12.788,1.780,9.77
134,22-Jul-2021 22:15:56,10.375,26.410,12.788,1.790,9.76
135,22-Jul-2021 22:30:56,10.375,26.406,12.758,1.790,9.76
136,22-Jul-2021 22:45:56,10.375,26.408,12.758,1.790,9.75
137,22-Jul-2021 23:00:56,10.375,26.411,12.728,1.790,9.76
138,22-Jul-2021 23:15:56,10.375,26.409,12.728,1.790,9.75
139,22-Jul-2021 23:30:56,10.375,26.406,12.728,1.790,9.75
140,22-Jul-2021 23:45:56,10.375,26.411,12.728,1.790,9.77
141,23-Jul-2021 00:00:56,10.375,26.405,12.728,1.800,9.78
142,23-Jul-2021 00:15:56,10.375,26.389,12.728,1.790,9.75
143,23-Jul-2021 00:30:56,10.375,26.398,12.698,1.800,9.74
144,23-Jul-2021 00:45:56,10.375,26.403,12.728,1.790,9.74
145,23-Jul-2021 01:00:56,10.375,26.402,12.728,1.790,9.74
146,23-Jul-2021 01:15:56,10.375,26.400,12.728,1.790,9.74
147,23-Jul-2021 01:30:56,10.375,26.388,12.698,1.790,9.78
148,23-Jul-2021 01:45:56,10.375,26.394,12.698,1.800,9.75
149,23-Jul-2021 02:00:56,10.375,26.402,12.728,1.780,9.74
150,23-Jul-2021 02:15:56,10.375,26.388,12.698,1.790,9.73
151,23-Jul-2021 02:30:56,10.375,26.394,12.698,1.800,9.75
152,23-Jul-2021 02:45:56,10.375,26.380,12.668,1.790,9.76
153,23-Jul-2021 03:00:56,10.375,26.380,12.668,1.790,9.76
154,23-Jul-2021 03:15:56,10.375,26.392,12.668,1.790,9.75
155,23-Jul-2021 03:30:56,10.375,26.388,12.668,1.790,9.74
156,23-Jul-2021 03:45:56,10.438,26.372,12.668,1.800,9.75
157,23-Jul-2021 04:00:56,10.375,26.373,12.639,1.790,9.75
158,23-Jul-2021 04:15:56,10.375,26.386,12.668,1.790,9.77
159,23-Jul-2021 04:30:56,10.375,26.384,12.668,1.790,9.80
160,23-Jul-2021 04:45:56,10.375,26.377,12.639,1.790,9.83
161,23-Jul-2021 05:00:56,10.375,26.369,12.639,1.790,9.77
162,23-Jul-2021 05:15:56,10.375,26.356,12.639,1.790,9.75
163,23-Jul-2021 05:30:56,10.375,26.368,12.639,1.790,9.74
164,23-Jul-2021 05:45:56,10.375,26.379,12.609,1.780,9.75
165,23-Jul-2021 06:00:56,10.375,26.376,12.609,1.790,9.75
166,23-Jul-2021 06:15:56,10.375,26.377,12.609,1.790,9.76
167,23-Jul-2021 06:30:56,10.375,26.377,12.609,1.790,9.77
168,23-Jul-2021 06:45:56,10.375,26.380,12.579,1.790,9.80
169,23-Jul-2021 07:00:56,10.375,26.391,12.609,1.790,9.75
170,23-Jul-2021 07:15:56,10.375,26.389,12.609,1.800,9.74
171,23-Jul-2021 07:30:56,10.375,26.396,12.609,1.790,9.75
172,23-Jul-2021 07:45:56,10.375,26.377,12.609,1.800,9.75
173,23-Jul-2021 08:00:56,10.375,26.390,12.639,1.790,9.74
174,23-Jul-2021 08:15:56,10.375,26.401,12.668,1.780,9.75
175,23-Jul-2021 08:30:56,10.375,26.400,12.698,1.790,9.76
176,23-Jul-2021 08:45:56,10.375,26.409,12.728,1.790,9.76
177,23-Jul-2021 09:00:56,10.375,26.392,12.758,1.790,9.78
178,23-Jul-2021 09:15:56,10.438,26.407,12.758,1.800,9.82
179,23-Jul-2021 09:30:56,10.375,26.411,12.907,1.780,9.87
180,23-Jul-2021 09:45:56,10.375,26.416,13.056,1.790,9.89
181,23-Jul-2021 10:00:56,10.438,26.413,13.205,1.780,9.90
182,23-Jul-2021 10:15:56,10.438,26.415,13.235,1.790,9.89
183,23-Jul-2021 10:30:56,10.438,26.394,13.205,1.790,9.88
184,23-Jul-2021 10:45:56,10.438,26.406,13.294,1.780,9.83
185,23-Jul-2021 11:00:56,10.438,26.405,13.235,1.790,9.79
186,23-Jul-2021 11:15:56,10.438,26.399,13.205,1.790,9.77
187,23-Jul-2021 11:30:56,10.438,26.403,13.235,1.790,9.77
188,23-Jul-2021 11:45:56,10.438,26.384,13.265,1.800,9.77
189,23-Jul-2021 12:00:56,10.438,26.390,13.235,1.790,9.78
190,23-Jul-2021 12:15:56,10.438,26.384,13.205,1.790,9.82
191,23-Jul-2021 12:30:56,10.438,26.396,13.294,1.790,9.82
192,23-Jul-2021 12:45:56,10.438,26.366,13.384,1.780,9.84
193,23-Jul-2021 13:00:56,10.438,26.381,13.145,1.790,9.87
194,23-Jul-2021 13:15:56,10.438,26.363,13.324,1.790,9.91
195,23-Jul-2021 13:30:56,10.438,26.394,13.116,1.780,9.91
196,23-Jul-2021 13:45:56,10.438,26.384,13.086,1.790,9.88
197,23-Jul-2021 14:00:56,10.375,26.394,13.086,1.790,9.88
198,23-Jul-2021 14:15:56,10.438,26.349,13.056,1.780,9.88
199,23-Jul-2021 14:30:56,10.375,26.372,13.056,1.790,9.89
200,23-Jul-2021 14:45:56,10.375,26.386,13.056,1.780,9.88
201,23-Jul-2021 15:00:56,10.438,26.383,13.056,1.790,9.86
202,23-Jul-2021 15:15:56,10.375,26.382,13.086,1.790,9.86
203,23-Jul-2021 15:30:56,10.375,26.385,13.086,1.790,9.86
204,23-Jul-2021 15:45:56,10.438,26.378,13.086,1.790,9.85
205,23-Jul-2021 16:00:56,10.375,26.358,13.056,1.790,9.84
206,23-Jul-2021 16:15:56,10.375,26.363,13.026,1.790,9.89
207,23-Jul-2021 16:30:56,10.375,26.354,13.056,1.790,9.85
208,23-Jul-2021 16:45:56,10.375,26.374,13.086,1.790,9.85
209,23-Jul-2021 17:00:56,10.375,26.345,13.056,1.780,9.86
210,23-Jul-2021 17:15:56,10.438,26.351,13.056,1.780,9.88
211,23-Jul-2021 17:30:56,10.375,26.341,13.026,1.790,9.92
212,23-Jul-2021 17:45:56,10.438,26.360,13.056,1.780,9.96
213,23-Jul-2021 18:00:56,10.375,26.374,13.086,1.780,9.96
214,23-Jul-2021 18:15:56,10.375,26.365,13.056,1.780,9.96
215,23-Jul-2021 18:30:56,10.375,26.358,13.086,1.780,9.92
216,23-Jul-2021 18:45:56,10.438,26.351,13.086,1.770,9.94
217,23-Jul-2021 19:00:56,10.375,26.350,13.086,1.780,9.93
218,23-Jul-2021 19:15:56,10.375,26.344,12.937,1.790,9.82
219,23-Jul-2021 19:30:56,10.375,26.344,12.907,1.790,9.79
220,23-Jul-2021 19:45:56,10.375,26.336,12.877,1.790,9.84
221,23-Jul-2021 20:00:56,10.375,26.361,12.847,1.790,9.85
222,23-Jul-2021 20:15:56,10.375,26.358,12.817,1.780,9.84
223,23-Jul-2021 20:30:56,10.375,26.363,12.817,1.780,9.83
224,23-Jul-2021 20:45:56,10.375,26.369,12.817,1.780,9.88
225,23-Jul-2021 21:00:56,10.375,26.354,12.788,1.780,9.86
226,23-Jul-2021 21:15:56,10.375,26.367,12.788,1.790,9.87
227,23-Jul-2021 21:30:56,10.375,26.372,12.788,1.780,9.86
228,23-Jul-2021 21:45:56,10.375,26.373,12.758,1.790,9.82
229,23-Jul-2021 22:00:56,10.375,26.373,12.758,1.790,9.78
230,23-Jul-2021 22:15:56,10.375,26.386,12.758,1.790,9.77
231,23-Jul-2021 22:30:56,10.375,26.377,12.728,1128.000,1128.00
232,23-Jul-2021 22:45:56,10.375,26.376,12.728,1.790,9.75
233,23-Jul-2021 23:00:56,10.375,26.382,12.728,1.790,9.76
234,23-Jul-2021 23:15:56,10.375,26.376,12.728,1.790,9.76
235,23-Jul-2021 23:30:56,10.438,26.369,12.728,1.800,9.74
236,23-Jul-2021 23:45:56,10.375,26.349,12.698,1.790,9.73
237,24-Jul-2021 00:00:56,10.375,26.354,12.698,1.790,9.78
238,24-Jul-2021 00:15:56,10.375,26.359,12.698,1.780,9.89
239,24-Jul-2021 00:30:56,10.375,26.345,12.668,1.780,9.88
240,24-Jul-2021 00:45:56,10.438,26.359,12.698,1.790,9.87
241,24-Jul-2021 01:00:56,10.375,26.367,12.698,1.790,9.81
242,24-Jul-2021 01:15:56,10.375,26.366,12.668,1.790,9.81
243,24-Jul-2021 01:30:56,10.375,26.364,12.668,1.790,9.83
244,24-Jul-2021 01:45:56,10.375,26.341,12.639,1.790,9.83
245,24-Jul-2021 02:00:56,10.438,26.354,12.639,1.790,9.82
246,24-Jul-2021 02:15:56,10.375,26.360,12.639,1.790,9.82
247,24-Jul-2021 02:30:56,10.375,26.352,12.639,1.790,9.82
248,24-Jul-2021 02:45:56,10.375,26.351,12.639,1.790,9.82
249,24-Jul-2021 03:00:56,10.375,26.339,12.609,1.790,9.83
250,24-Jul-2021 03:15:56,10.375,26.344,12.639,1.790,9.81
251,24-Jul-2021 03:30:56,10.375,26.350,12.639,1.790,9.82
252,24-Jul-2021 03:45:56,10.375,26.351,12.609,1.790,9.83
253,24-Jul-2021 04:00:56,10.375,26.343,12.609,1.780,9.81
254,24-Jul-2021 04:15:56,10.375,26.333,12.609,1.790,9.80
255,24-Jul-2021 04:30:56,10.375,26.341,12.609,1.780,9.79
256,24-Jul-2021 04:45:56,10.375,26.352,12.609,1.800,9.78
257,24-Jul-2021 05:00:56,10.375,26.356,12.579,1.790,9.78
258,24-Jul-2021 05:15:56,10.375,26.348,12.579,1.790,9.77
259,24-Jul-2021 05:30:56,10.375,26.334,12.579,1.790,9.79
260,24-Jul-2021 05:45:56,10.375,26.341,12.579,1.790,9.80
261,24-Jul-2021 06:00:56,10.375,26.348,12.579,1.790,9.80
262,24-Jul-2021 06:15:56,10.375,26.355,12.579,1.780,9.83
263,24-Jul-2021 06:30:56,10.375,26.350,12.579,1.790,9.80
264,24-Jul-2021 06:45:56,10.375,26.340,12.579,1.790,9.79
265,24-Jul-2021 07:00:56,10.438,26.351,12.579,1.790,9.77
266,24-Jul-2021 07:15:56,10.375,26.367,12.609,1.800,9.76
267,24-Jul-2021 07:30:56,10.375,26.357,12.609,1.800,9.75
268,24-Jul-2021 07:45:56,10.375,26.350,12.609,1.790,9.76
269,24-Jul-2021 08:00:56,10.375,26.339,12.639,1.790,9.74
270,24-Jul-2021 08:15:56,10.375,26.348,12.668,1.790,9.75
271,24-Jul-2021 08:30:56,10.375,26.363,12.698,1.800,9.75
272,24-Jul-2021 08:45:56,10.375,26.373,12.698,1.790,9.76
273,24-Jul-2021 09:00:56,10.375,26.368,12.758,1.790,9.78
274,24-Jul-2021 09:15:56,10.375,26.358,12.788,1.790,9.80
275,24-Jul-2021 09:30:56,10.375,26.376,12.817,1.790,9.79
276,24-Jul-2021 09:45:56,10.438,26.371,12.847,1.790,9.75
277,24-Jul-2021 10:00:56,10.438,26.370,12.877,1.790,9.73
278,24-Jul-2021 10:15:56,10.375,26.372,12.907,1.790,9.73
279,24-Jul-2021 10:30:56,10.375,26.372,12.966,1.790,9.73
280,24-Jul-2021 10:45:56,10.375,26.368,12.966,1.790,9.74
281,24-Jul-2021 11:00:56,10.375,26.362,13.026,1.790,9.73
282,24-Jul-2021 11:15:56,10.438,26.364,13.026,1.790,9.73
283,24-Jul-2021 11:30:56,10.375,26.360,13.026,1.790,9.79
284,24-Jul-2021 11:45:56,10.438,26.361,13.056,1.790,9.79
285,24-Jul-2021 12:00:56,10.375,26.369,13.086,1.790,9.75
286,24-Jul-2021 12:15:56,10.438,26.368,13.086,1.790,9.78
287,24-Jul-2021 12:30:56,10.375,26.362,13.116,1.790,9.82
288,24-Jul-2021 12:45:56,10.438,26.360,13.145,1.790,9.78
289,24-Jul-2021 13:00:56,10.375,26.360,13.235,1.790,9.79
290,24-Jul-2021 13:15:56,10.375,26.341,13.443,1.800,9.79
291,24-Jul-2021 13:30:56,10.375,26.343,13.116,1.790,9.79
292,24-Jul-2021 13:45:56,10.375,26.325,13.086,1.790,9.80
293,24-Jul-2021 14:00:56,10.375,26.345,13.086,1.790,9.84
294,24-Jul-2021 14:15:56,10.375,26.352,13.116,1.790,9.82
295,24-Jul-2021 14:30:56,10.375,26.346,13.086,1.780,9.82
296,24-Jul-2021 14:45:56,10.375,26.337,13.116,1.790,9.77
297,24-Jul-2021 15:00:56,10.375,26.322,13.086,1.790,9.81
298,24-Jul-2021 15:15:56,10.375,26.330,13.116,1.780,9.81
299,24-Jul-2021 15:30:56,10.375,26.335,13.116,1.790,9.82
300,24-Jul-2021 15:45:56,10.375,26.299,13.086,1.790,9.82
301,24-Jul-2021 16:00:56,10.375,26.332,13.116,1.790,9.85
302,24-Jul-2021 16:15:56,10.375,26.338,13.116,1.780,9.85
303,24-Jul-2021 16:30:56,10.375,26.327,13.116,1.780,9.79
304,24-Jul-2021 16:45:56,10.438,26.319,13.056,1.790,9.77
305,24-Jul-2021 17:00:56,10.375,26.324,13.026,1.780,9.82
306,24-Jul-2021 17:15:56,10.375,26.329,13.086,1.790,9.81
307,24-Jul-2021 17:30:56,10.438,26.316,13.026,1.790,9.82
308,24-Jul-2021 17:45:56,10.375,26.323,13.086,1.790,9.82
309,24-Jul-2021 18:00:56,10.438,26.300,13.086,1.790,9.76
310,24-Jul-2021 18:15:56,10.375,26.306,13.086,1.790,9.75
311,24-Jul-2021 18:30:56,10.438,26.291,12.996,1.790,9.75
312,24-Jul-2021 18:45:56,10.438,26.298,12.907,1.790,9.77
313,24-Jul-2021 19:00:56,10.375,26.317,12.877,1.790,9.80
314,24-Jul-2021 19:15:56,10.375,26.314,12.907,1.790,9.82
315,24-Jul-2021 19:30:56,10.375,26.316,12.877,1.780,9.80
316,24-Jul-2021 19:45:56,10.375,26.310,12.847,1.790,9.80
317,24-Jul-2021 20:00:56,10.375,26.320,12.817,1.790,9.78
318,24-Jul-2021 20:15:56,10.375,26.297,12.758,1.790,9.74
319,24-Jul-2021 20:30:56,10.375,26.300,12.758,1.790,9.73
320,24-Jul-2021 20:45:56,10.375,26.287,12.758,1.790,9.77
321,24-Jul-2021 21:00:56,10.375,26.316,12.817,1.800,9.77
322,24-Jul-2021 21:15:56,10.375,26.303,12.758,1.800,9.76
323,24-Jul-2021 21:30:56,10.438,26.315,12.758,1.790,9.75
324,24-Jul-2021 21:45:56,10.375,26.311,12.758,1.800,9.75
325,24-Jul-2021 22:00:56,10.375,26.299,12.728,1.790,9.78
326,24-Jul-2021 22:15:56,10.375,26.319,12.728,1.780,9.81
327,24-Jul-2021 22:30:56,10.375,26.319,12.728,1.790,9.82
328,24-Jul-2021 22:45:56,10.375,26.325,12.728,1.790,9.80
329,24-Jul-2021 23:00:56,10.375,26.324,12.728,1.780,9.81
330,24-Jul-2021 23:15:56,10.375,26.316,12.728,1.780,9.84
