Advanced Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,0,0,0,0,0,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,26-Jul-2012 19:21:15,0,-0.00018900001305155456,0.9953789710998535,-0.000032000003557186574,0.0035760002210736275,0.34736597537994385,0,1,0
,Power,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0

Field Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Power,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5
,,19-Feb-2018 12:38:03,1,0.12999999523162842,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0

Sensor/File information
Sensor SN,0021230019,,Modbus Addr.,1
Sensor Type,DO2,,Initialized w/fw Rev,v2.130
Sensor Name,FCR DO (1)
File Name,FCR_DO_8m_20210416

# Records,4825
Statistical Data,,Temperature (°C),Pressure (psi),Power (V),DO (ppm),DO Temp (°C)
1224,29-Apr-2021 06:10:15,8.500,26.301,11.864,3.180,7.72
1225,29-Apr-2021 06:25:15,8.438,26.291,11.983,3.160,7.71
1226,29-Apr-2021 06:40:15,8.438,26.264,11.983,3.000,7.71
1227,29-Apr-2021 06:55:15,8.438,26.294,11.983,3.060,7.72
1228,29-Apr-2021 07:10:15,8.438,26.262,11.953,3.080,7.73
1229,29-Apr-2021 07:25:15,8.438,26.297,11.267,3.080,7.73
1230,29-Apr-2021 07:40:15,8.438,26.291,12.013,3.070,7.72
1231,29-Apr-2021 07:55:15,8.438,26.283,11.983,2.960,7.71
1232,29-Apr-2021 08:10:15,8.438,26.304,12.013,2.850,7.72
1233,29-Apr-2021 08:25:15,8.438,26.298,12.013,2.620,7.70
1234,29-Apr-2021 08:40:15,8.438,26.281,12.013,2.630,7.72
1235,29-Apr-2021 08:55:15,8.438,26.310,12.042,2.640,7.73
1236,29-Apr-2021 09:10:15,8.438,26.284,12.072,2.560,7.74
1237,29-Apr-2021 09:25:15,8.438,26.290,12.072,2.550,7.75
1238,29-Apr-2021 09:40:15,8.438,26.285,12.132,2.690,7.75
1239,29-Apr-2021 09:55:15,8.438,26.282,12.162,2.580,7.73
1240,29-Apr-2021 10:10:15,8.438,26.305,12.221,2.820,7.75
1241,29-Apr-2021 10:25:15,8.438,26.294,12.221,2.840,7.74
1242,29-Apr-2021 10:40:15,8.438,26.261,12.191,2.870,7.75
1243,29-Apr-2021 10:55:15,8.438,26.293,12.251,2.880,7.74
1244,29-Apr-2021 11:10:15,8.438,26.297,12.191,3.070,7.75
1245,29-Apr-2021 11:25:15,7.938,26.298,12.221,2.730,7.76
1246,29-Apr-2021 11:40:15,7.813,26.285,12.311,2.590,7.75
1247,29-Apr-2021 11:55:15,7.813,26.269,12.281,2.930,7.71
1248,29-Apr-2021 12:10:15,7.750,26.286,12.311,2.720,7.71
1249,29-Apr-2021 12:25:15,7.750,26.275,12.311,2.950,7.73
1250,29-Apr-2021 12:40:15,7.813,26.276,12.311,3.000,7.74
1251,29-Apr-2021 12:55:15,7.813,26.273,12.281,2.920,7.75
1252,29-Apr-2021 13:10:15,7.750,26.267,12.341,3.200,7.74
1253,29-Apr-2021 13:25:15,7.813,26.246,12.341,3.160,7.73
1254,29-Apr-2021 13:40:15,7.750,26.268,12.311,2.670,7.75
1255,29-Apr-2021 13:55:15,7.750,26.268,12.341,2.950,7.76
1256,29-Apr-2021 14:10:15,7.750,26.256,12.341,3.000,7.76
1257,29-Apr-2021 14:25:15,7.813,26.261,12.370,3.230,7.76
1258,29-Apr-2021 14:40:15,7.813,26.276,12.430,3.420,7.77
1259,29-Apr-2021 14:55:15,7.813,26.266,12.400,3.430,7.77
1260,29-Apr-2021 15:10:15,7.813,26.255,12.400,3.620,7.78
1261,29-Apr-2021 15:25:15,7.813,26.237,12.400,3.710,7.78
1262,29-Apr-2021 15:40:15,7.813,26.265,12.430,3.880,7.81
1263,29-Apr-2021 15:55:15,7.813,26.251,12.251,3.920,7.80
1264,29-Apr-2021 16:10:15,7.875,26.253,12.400,3.940,7.79
1265,29-Apr-2021 16:25:15,7.938,26.236,12.460,3.570,7.77
1266,29-Apr-2021 16:40:15,8.188,26.236,12.400,3.590,7.76
1267,29-Apr-2021 16:55:15,8.438,26.222,12.430,3.220,7.73
1268,29-Apr-2021 17:10:15,8.500,26.219,12.430,2.480,7.69
1269,29-Apr-2021 17:25:15,8.438,26.223,12.281,2.000,7.68
1270,29-Apr-2021 17:40:15,8.500,26.209,11.595,2.100,7.68
1271,29-Apr-2021 17:55:15,8.500,26.207,12.221,2.230,7.73
1272,29-Apr-2021 18:10:15,8.500,26.231,12.221,3.130,7.82
1273,29-Apr-2021 18:25:15,8.563,26.236,12.191,3.690,7.86
1274,29-Apr-2021 18:40:15,8.563,26.222,12.221,3.860,7.85
1275,29-Apr-2021 18:55:15,8.625,26.208,12.191,3.920,7.79
1276,29-Apr-2021 19:10:15,8.625,26.210,12.191,2.860,7.69
1277,29-Apr-2021 19:25:15,8.563,26.237,12.191,2.510,7.68
1278,29-Apr-2021 19:40:15,8.500,26.213,12.132,2.170,7.67
1279,29-Apr-2021 19:55:15,8.563,26.227,12.162,2.320,7.67
1280,29-Apr-2021 20:10:15,8.500,26.233,12.102,2.410,7.68
1281,29-Apr-2021 20:25:15,8.438,26.235,12.162,2.510,7.71
1282,29-Apr-2021 20:40:15,8.438,26.211,12.132,2.850,7.70
1283,29-Apr-2021 20:55:15,8.438,26.224,12.162,2.560,7.71
1284,29-Apr-2021 21:10:15,8.438,26.204,12.132,2.860,7.73
1285,29-Apr-2021 21:25:15,8.500,26.219,12.132,3.200,7.75
1286,29-Apr-2021 21:40:15,8.563,26.220,12.132,3.290,7.72
1287,29-Apr-2021 21:55:15,8.500,26.202,12.132,3.020,7.71
1288,29-Apr-2021 22:10:15,8.500,26.224,12.132,3.060,7.71
1289,29-Apr-2021 22:25:15,8.438,26.223,12.132,2.940,7.71
1290,29-Apr-2021 22:40:15,8.438,26.213,12.102,2.920,7.70
1291,29-Apr-2021 22:55:15,8.375,26.193,12.102,3.010,7.71
1292,29-Apr-2021 23:10:15,8.375,26.211,12.042,2.720,7.70
1293,29-Apr-2021 23:25:15,8.375,26.221,12.132,2.630,7.71
1294,29-Apr-2021 23:40:15,8.438,26.222,12.102,2.960,7.73
1295,29-Apr-2021 23:55:15,8.438,26.226,12.132,2.990,7.75
1296,30-Apr-2021 00:10:15,8.500,26.207,12.102,3.210,7.77
1297,30-Apr-2021 00:25:15,8.438,26.236,12.102,3.410,7.76
1298,30-Apr-2021 00:40:15,8.438,26.232,12.102,3.230,7.76
1299,30-Apr-2021 00:55:15,8.438,26.218,12.102,3.360,7.76
1300,30-Apr-2021 01:10:15,8.500,26.217,12.102,3.360,7.76
1301,30-Apr-2021 01:25:15,8.438,26.233,12.102,2.940,7.75
1302,30-Apr-2021 01:40:15,8.500,26.228,12.102,3.310,7.76
1303,30-Apr-2021 01:55:15,8.438,26.203,12.072,3.370,7.75
1304,30-Apr-2021 02:10:15,8.438,26.235,12.072,3.230,7.77
1305,30-Apr-2021 02:25:15,8.438,26.236,12.102,3.510,7.78
1306,30-Apr-2021 02:40:15,8.563,26.241,12.102,3.670,7.79
1307,30-Apr-2021 02:55:15,8.438,26.220,12.072,3.610,7.77
1308,30-Apr-2021 03:10:15,8.438,26.244,12.102,3.570,7.78
1309,30-Apr-2021 03:25:15,8.438,26.223,12.072,3.420,7.73
1310,30-Apr-2021 03:40:15,8.438,26.227,12.072,2.660,7.77
1311,30-Apr-2021 03:55:15,8.438,26.238,11.804,3.250,7.77
1312,30-Apr-2021 04:10:15,8.438,26.232,12.072,3.360,7.78
1313,30-Apr-2021 04:25:15,8.500,26.257,12.072,3.540,7.80
1314,30-Apr-2021 04:40:15,8.438,26.235,12.013,3.600,7.79
1315,30-Apr-2021 04:55:15,8.438,26.248,12.042,3.540,7.77
1316,30-Apr-2021 05:10:15,8.563,26.262,12.042,2.820,7.77
1317,30-Apr-2021 05:25:15,8.500,26.245,12.013,2.500,7.77
1318,30-Apr-2021 05:40:15,8.438,26.268,12.042,2.590,7.75
1319,30-Apr-2021 05:55:15,8.438,26.265,12.042,2.100,7.77
1320,30-Apr-2021 06:10:15,8.500,26.260,12.013,2.420,7.75
1321,30-Apr-2021 06:25:15,8.500,26.277,12.042,2.830,7.79
1322,30-Apr-2021 06:40:15,8.563,26.258,11.983,3.390,7.84
1323,30-Apr-2021 06:55:15,8.688,26.265,11.983,3.840,7.86
1324,30-Apr-2021 07:10:15,8.813,26.278,12.013,3.900,7.83
1325,30-Apr-2021 07:25:15,8.875,26.272,12.042,3.590,7.70
1326,30-Apr-2021 07:40:15,8.563,26.278,12.013,2.540,7.72
1327,30-Apr-2021 07:55:15,8.750,26.258,12.042,3.060,7.75
1328,30-Apr-2021 08:10:15,8.688,26.246,12.013,3.070,7.70
1329,30-Apr-2021 08:25:15,8.500,26.257,12.013,2.290,7.71
1330,30-Apr-2021 08:40:15,8.688,26.264,12.042,2.850,7.77
1331,30-Apr-2021 08:55:15,8.500,26.282,12.042,3.140,7.76
1332,30-Apr-2021 09:10:15,8.500,26.254,12.072,3.120,7.72
1333,30-Apr-2021 09:25:15,8.500,26.276,12.042,2.720,7.69
1334,30-Apr-2021 09:40:15,8.438,26.243,12.042,2.480,7.71
1335,30-Apr-2021 09:55:15,8.438,26.264,12.042,2.700,7.74
1336,30-Apr-2021 10:10:15,8.438,26.256,12.072,2.870,7.71
1337,30-Apr-2021 10:25:15,8.438,26.271,12.042,2.430,7.77
1338,30-Apr-2021 10:40:15,8.438,26.258,12.042,3.080,7.79
1339,30-Apr-2021 10:55:15,8.500,26.240,12.102,3.380,7.81
1340,30-Apr-2021 11:10:15,8.500,26.273,12.102,3.490,7.79
1341,30-Apr-2021 11:25:15,8.500,26.252,12.132,3.220,7.77
1342,30-Apr-2021 11:40:15,8.500,26.258,12.132,2.770,7.76
1343,30-Apr-2021 11:55:15,8.438,26.264,12.162,2.480,7.76
1344,30-Apr-2021 12:10:15,8.500,26.261,12.162,2.680,7.79
1345,30-Apr-2021 12:25:15,8.500,26.251,12.162,3.220,7.78
1346,30-Apr-2021 12:40:15,8.563,26.275,12.221,3.180,7.80
1347,30-Apr-2021 12:55:15,8.563,26.265,12.400,2.830,7.83
1348,30-Apr-2021 13:10:15,8.563,26.272,12.430,3.470,7.84
1349,30-Apr-2021 13:25:15,8.563,26.244,12.519,3.620,7.88
1350,30-Apr-2021 13:40:15,8.625,26.269,12.639,3.640,7.90
1351,30-Apr-2021 13:55:15,8.625,26.244,12.609,3.750,7.92
1352,30-Apr-2021 14:10:15,8.625,26.260,12.579,3.670,7.92
1353,30-Apr-2021 14:25:15,8.688,26.239,12.698,3.700,7.91
1354,30-Apr-2021 14:40:15,8.750,26.272,12.639,3.750,7.95
1355,30-Apr-2021 14:55:15,8.750,26.251,12.758,3.940,8.06
1356,30-Apr-2021 15:10:15,8.813,26.257,12.788,4.200,7.83
1357,30-Apr-2021 15:25:15,8.875,26.263,12.788,3.120,7.70
1358,30-Apr-2021 15:40:15,8.688,26.243,12.817,2.340,7.74
1359,30-Apr-2021 15:55:15,8.563,26.250,12.609,2.870,7.79
1360,30-Apr-2021 16:10:15,8.563,26.229,12.847,3.420,7.75
1361,30-Apr-2021 16:25:15,8.500,26.253,12.698,3.060,7.79
1362,30-Apr-2021 16:40:15,8.563,26.242,12.698,3.060,7.84
1363,30-Apr-2021 16:55:15,8.625,26.266,12.937,3.650,7.89
1364,30-Apr-2021 17:10:15,8.625,26.256,12.758,3.740,7.91
1365,30-Apr-2021 17:25:15,8.625,26.265,12.758,3.800,7.85
1366,30-Apr-2021 17:40:15,8.563,26.248,12.609,3.490,7.83
1367,30-Apr-2021 17:55:15,8.625,26.227,12.698,3.360,7.79
1368,30-Apr-2021 18:10:15,8.563,26.263,12.728,3.210,7.77
1369,30-Apr-2021 18:25:15,8.500,26.260,12.609,2.850,7.80
1370,30-Apr-2021 18:40:15,8.563,26.252,12.549,3.180,7.81
1371,30-Apr-2021 18:55:15,8.625,26.252,12.460,3.340,7.88
1372,30-Apr-2021 19:10:15,8.563,26.249,12.460,3.520,7.84
1373,30-Apr-2021 19:25:15,8.563,26.257,12.311,3.410,7.84
1374,30-Apr-2021 19:40:15,8.563,26.260,12.400,3.500,7.78
1375,30-Apr-2021 19:55:15,8.563,26.262,12.430,2.890,7.78
1376,30-Apr-2021 20:10:15,8.563,26.262,12.400,2.670,7.82
1377,30-Apr-2021 20:25:15,8.563,26.280,12.430,2.950,7.91
1378,30-Apr-2021 20:40:15,8.625,26.261,12.370,3.610,7.95
1379,30-Apr-2021 20:55:15,8.625,26.275,12.370,3.840,7.92
1380,30-Apr-2021 21:10:15,8.625,26.249,12.132,3.560,7.90
1381,30-Apr-2021 21:25:15,8.625,26.298,12.370,3.580,7.84
1382,30-Apr-2021 21:40:15,8.625,26.309,12.370,3.410,7.86
1383,30-Apr-2021 21:55:15,8.625,26.305,12.370,3.450,7.89
1384,30-Apr-2021 22:10:15,8.625,26.288,12.370,3.690,7.97
1385,30-Apr-2021 22:25:15,8.688,26.301,12.341,3.800,7.98
1386,30-Apr-2021 22:40:15,8.688,26.317,12.370,3.870,7.84
1387,30-Apr-2021 22:55:15,8.625,26.327,12.370,2.980,7.81
1388,30-Apr-2021 23:10:15,8.625,26.320,12.341,3.010,7.84
1389,30-Apr-2021 23:25:15,8.625,26.313,12.341,3.240,7.82
1390,30-Apr-2021 23:40:15,8.625,26.318,12.341,3.290,7.85
1391,30-Apr-2021 23:55:15,8.625,26.322,12.341,3.520,7.93
1392,01-May-2021 00:10:15,8.625,26.318,12.311,3.660,7.96
1393,01-May-2021 00:25:15,8.688,26.341,12.341,3.750,7.86
1394,01-May-2021 00:40:15,8.688,26.330,12.341,3.510,7.79
1395,01-May-2021 00:55:15,8.688,26.330,12.370,2.920,7.75
1396,01-May-2021 01:10:15,8.625,26.330,12.341,2.660,7.78
1397,01-May-2021 01:25:15,8.500,26.325,12.311,2.810,7.78
1398,01-May-2021 01:40:15,8.500,26.307,12.311,2.810,7.79
1399,01-May-2021 01:55:15,8.500,26.333,12.191,2.800,7.80
1400,01-May-2021 02:10:15,8.563,26.340,12.341,2.870,7.81
1401,01-May-2021 02:25:15,8.563,26.325,12.311,3.180,7.87
1402,01-May-2021 02:40:15,8.563,26.318,12.281,3.500,7.89
1403,01-May-2021 02:55:15,8.563,26.335,12.311,3.550,7.88
1404,01-May-2021 03:10:15,8.563,26.345,12.102,3.480,7.87
1405,01-May-2021 03:25:15,8.563,26.348,12.311,3.410,7.85
1406,01-May-2021 03:40:15,8.563,26.348,12.311,3.260,7.83
1407,01-May-2021 03:55:15,8.500,26.348,12.281,3.290,7.85
1408,01-May-2021 04:10:15,8.563,26.338,12.281,3.300,7.85
1409,01-May-2021 04:25:15,8.563,26.359,12.311,3.240,7.86
1410,01-May-2021 04:40:15,8.563,26.346,12.281,3.110,7.89
1411,01-May-2021 04:55:15,8.625,26.356,12.251,3.370,7.93
1412,01-May-2021 05:10:15,8.688,26.343,12.281,3.680,7.97
1413,01-May-2021 05:25:15,8.688,26.325,12.281,3.690,8.01
1414,01-May-2021 05:40:15,8.750,26.340,12.281,3.670,7.96
1415,01-May-2021 05:55:15,8.688,26.360,12.281,3.660,7.92
1416,01-May-2021 06:10:15,8.625,26.344,12.281,3.620,7.93
1417,01-May-2021 06:25:15,8.625,26.359,12.311,3.530,7.92
1418,01-May-2021 06:40:15,8.625,26.338,12.251,3.570,7.92
1419,01-May-2021 06:55:15,8.625,26.374,12.281,3.440,7.91
1420,01-May-2021 07:10:15,8.625,26.377,12.311,3.530,7.92
1421,01-May-2021 07:25:15,8.625,26.378,12.281,3.660,7.85
1422,01-May-2021 07:40:15,8.625,26.384,12.281,3.090,7.82
1423,01-May-2021 07:55:15,8.625,26.366,12.251,2.920,7.81
1424,01-May-2021 08:10:15,8.500,26.395,12.311,2.950,7.80
1425,01-May-2021 08:25:15,8.500,26.392,12.341,2.700,7.82
1426,01-May-2021 08:40:15,8.563,26.383,12.311,2.750,7.83
1427,01-May-2021 08:55:15,8.625,26.376,12.341,2.960,7.83
1428,01-May-2021 09:10:15,8.625,26.386,12.311,3.000,7.84
1429,01-May-2021 09:25:15,8.625,26.400,12.341,3.130,7.87
1430,01-May-2021 09:40:15,8.625,26.393,12.341,3.320,7.88
1431,01-May-2021 09:55:15,8.625,26.384,12.311,3.360,7.88
1432,01-May-2021 10:10:15,8.625,26.369,12.341,3.220,7.87
1433,01-May-2021 10:25:15,8.625,26.384,12.341,3.180,7.87
1434,01-May-2021 10:40:15,8.625,26.391,12.370,3.190,7.87
1435,01-May-2021 10:55:15,8.625,26.404,12.341,3.190,7.88
1436,01-May-2021 11:10:15,8.625,26.377,12.341,3.260,7.89
1437,01-May-2021 11:25:15,8.625,26.389,12.370,3.290,7.90
1438,01-May-2021 11:40:15,8.625,26.366,12.341,3.340,7.91
1439,01-May-2021 11:55:15,8.625,26.394,12.370,3.210,7.93
1440,01-May-2021 12:10:15,8.625,26.394,12.370,3.270,7.95
1441,01-May-2021 12:25:15,8.688,26.384,12.370,3.480,7.89
1442,01-May-2021 12:40:15,8.625,26.375,12.490,3.090,7.86
1443,01-May-2021 12:55:15,8.688,26.381,12.668,2.990,7.87
1444,01-May-2021 13:10:15,8.688,26.383,12.758,2.910,7.87
1445,01-May-2021 13:25:15,8.688,26.384,12.877,2.980,7.86
1446,01-May-2021 13:40:15,8.625,26.371,12.937,3.050,7.85
1447,01-May-2021 13:55:15,8.688,26.375,12.996,3.020,7.88
1448,01-May-2021 14:10:15,8.688,26.364,13.116,2.940,7.90
1449,01-May-2021 14:25:15,8.688,26.363,13.145,3.020,7.90
1450,01-May-2021 14:40:15,8.688,26.374,13.116,3.110,7.91
1451,01-May-2021 14:55:15,8.688,26.365,13.145,3.140,7.92
1452,01-May-2021 15:10:15,8.750,26.363,13.175,3.320,7.95
1453,01-May-2021 15:25:15,8.813,26.350,13.175,3.490,8.00
1454,01-May-2021 15:40:15,8.813,26.353,12.907,3.680,7.94
1455,01-May-2021 15:55:15,8.813,26.353,13.175,3.050,7.86
1456,01-May-2021 16:10:15,8.750,26.339,13.116,3.030,7.83
1457,01-May-2021 16:25:15,8.688,26.356,13.175,2.910,7.83
1458,01-May-2021 16:40:15,8.688,26.340,13.265,2.860,7.84
1459,01-May-2021 16:55:15,8.750,26.338,12.966,3.150,7.89
1460,01-May-2021 17:10:15,8.750,26.335,13.026,3.100,7.92
1461,01-May-2021 17:25:15,8.750,26.312,13.026,3.300,7.95
1462,01-May-2021 17:40:15,8.750,26.330,13.056,3.410,7.87
1463,01-May-2021 17:55:15,8.688,26.324,13.056,3.050,7.86
1464,01-May-2021 18:10:15,8.688,26.332,13.056,3.010,7.86
1465,01-May-2021 18:25:15,8.625,26.318,12.847,3.040,7.86
1466,01-May-2021 18:40:15,8.625,26.319,12.728,3.060,7.86
1467,01-May-2021 18:55:15,8.563,26.328,12.758,3.080,7.86
1468,01-May-2021 19:10:15,8.625,26.328,12.698,3.110,7.89
1469,01-May-2021 19:25:15,8.625,26.327,12.698,3.260,7.90
1470,01-May-2021 19:40:15,8.625,26.316,12.668,3.370,7.94
1471,01-May-2021 19:55:15,8.625,26.327,12.668,3.390,7.95
1472,01-May-2021 20:10:15,8.688,26.310,12.609,3.450,7.97
1473,01-May-2021 20:25:15,8.688,26.336,12.460,3.580,8.02
1474,01-May-2021 20:40:15,8.750,26.323,12.609,3.640,8.04
1475,01-May-2021 20:55:15,8.750,26.334,12.639,3.690,8.04
1476,01-May-2021 21:10:15,8.750,26.335,12.609,3.650,8.03
1477,01-May-2021 21:25:15,8.750,26.345,12.609,3.730,8.05
1478,01-May-2021 21:40:15,8.750,26.321,12.579,3.700,7.96
1479,01-May-2021 21:55:15,8.750,26.335,12.609,3.180,7.87
1480,01-May-2021 22:10:15,8.750,26.325,11.983,2.910,7.87
1481,01-May-2021 22:25:15,8.750,26.335,12.609,3.020,7.89
1482,01-May-2021 22:40:15,8.750,26.322,12.579,3.210,7.91
1483,01-May-2021 22:55:15,8.750,26.343,12.609,3.150,7.94
1484,01-May-2021 23:10:15,8.750,26.327,12.579,3.540,7.93
1485,01-May-2021 23:25:15,8.750,26.338,12.579,3.450,7.91
1486,01-May-2021 23:40:15,8.750,26.344,12.549,3.330,7.90
1487,01-May-2021 23:55:15,8.688,26.345,12.490,2.960,7.89
1488,02-May-2021 00:10:15,8.750,26.327,12.519,2.850,7.91
1489,02-May-2021 00:25:15,8.750,26.340,12.549,2.960,7.91
1490,02-May-2021 00:40:15,8.688,26.335,12.519,2.880,7.92
1491,02-May-2021 00:55:15,8.750,26.344,12.519,3.350,7.94
1492,02-May-2021 01:10:15,8.875,26.344,12.519,3.340,7.92
1493,02-May-2021 01:25:15,8.750,26.324,12.519,3.110,7.90
1494,02-May-2021 01:40:15,8.688,26.336,12.519,3.080,7.90
1495,02-May-2021 01:55:15,8.688,26.322,12.519,3.070,7.90
1496,02-May-2021 02:10:15,8.688,26.330,12.549,2.890,7.90
1497,02-May-2021 02:25:15,8.688,26.311,12.490,2.840,7.89
1498,02-May-2021 02:40:15,8.625,26.322,12.549,2.930,7.88
1499,02-May-2021 02:55:15,8.625,26.301,12.490,2.960,7.88
1500,02-May-2021 03:10:15,8.625,26.317,12.549,2.890,7.91
1501,02-May-2021 03:25:15,8.625,26.325,12.519,2.960,7.93
1502,02-May-2021 03:40:15,8.625,26.326,12.549,2.980,7.90
1503,02-May-2021 03:55:15,8.625,26.308,12.519,3.120,7.92
1504,02-May-2021 04:10:15,8.688,26.323,12.549,3.040,7.93
1505,02-May-2021 04:25:15,8.625,26.314,12.519,3.140,7.93
1506,02-May-2021 04:40:15,8.625,26.330,12.490,3.380,7.94
1507,02-May-2021 04:55:15,8.625,26.316,12.519,3.360,7.96
1508,02-May-2021 05:10:15,8.688,26.333,12.549,3.220,7.98
1509,02-May-2021 05:25:15,8.688,26.320,12.549,3.420,8.00
1510,02-May-2021 05:40:15,8.688,26.325,12.579,3.520,8.02
1511,02-May-2021 05:55:15,8.688,26.326,12.549,3.640,8.05
1512,02-May-2021 06:10:15,8.750,26.330,12.519,3.720,8.05
1513,02-May-2021 06:25:15,8.750,26.332,12.519,3.630,8.04
1514,02-May-2021 06:40:15,8.750,26.335,12.579,3.600,8.03
1515,02-May-2021 06:55:15,8.750,26.315,12.549,3.600,8.01
1516,02-May-2021 07:10:15,8.750,26.324,12.579,3.540,8.00
1517,02-May-2021 07:25:15,8.750,26.311,12.579,3.540,8.00
1518,02-May-2021 07:40:15,8.750,26.336,12.609,3.570,7.98
1519,02-May-2021 07:55:15,8.750,26.332,12.639,3.430,7.95
1520,02-May-2021 08:10:15,8.750,26.324,12.639,3.430,7.92
1521,02-May-2021 08:25:15,8.750,26.329,12.639,3.220,7.92
1522,02-May-2021 08:40:15,8.750,26.334,12.758,3.250,7.91
1523,02-May-2021 08:55:15,8.750,26.325,12.788,3.140,7.89
1524,02-May-2021 09:10:15,8.688,26.339,12.877,3.040,7.88
1525,02-May-2021 09:25:15,8.688,26.334,12.847,2.990,7.88
1526,02-May-2021 09:40:15,8.688,26.343,12.877,2.960,7.89
1527,02-May-2021 09:55:15,8.688,26.326,12.907,3.030,7.91
1528,02-May-2021 10:10:15,8.688,26.333,12.877,3.090,7.93
1529,02-May-2021 10:25:15,8.688,26.327,12.817,3.130,7.95
1530,02-May-2021 10:40:15,8.750,26.331,12.847,2.980,7.93
1531,02-May-2021 10:55:15,8.750,26.331,12.788,2.870,7.95
1532,02-May-2021 11:10:15,8.750,26.337,12.758,3.110,7.95
1533,02-May-2021 11:25:15,8.750,26.339,12.817,2.920,7.91
1534,02-May-2021 11:40:15,8.750,26.313,12.788,3.060,7.90
1535,02-May-2021 11:55:15,8.688,26.317,12.847,3.060,7.88
1536,02-May-2021 12:10:15,8.688,26.298,12.847,3.040,7.89
1537,02-May-2021 12:25:15,8.688,26.329,12.847,2.850,7.92
1538,02-May-2021 12:40:15,8.688,26.309,12.966,2.800,7.91
1539,02-May-2021 12:55:15,8.688,26.314,12.966,2.820,7.90
1540,02-May-2021 13:10:15,8.688,26.317,12.996,3.020,7.91
1541,02-May-2021 13:25:15,8.688,26.316,13.026,3.110,7.92
1542,02-May-2021 13:40:15,8.688,26.295,12.996,3.120,7.91
1543,02-May-2021 13:55:15,8.688,26.273,12.996,3.140,7.93
1544,02-May-2021 14:10:15,8.750,26.301,13.026,3.190,7.93
1545,02-May-2021 14:25:15,8.688,26.282,13.026,3.190,7.92
1546,02-May-2021 14:40:15,8.688,26.300,12.966,2.930,7.93
1547,02-May-2021 14:55:15,8.750,26.288,13.056,3.120,7.93
1548,02-May-2021 15:10:15,8.750,26.282,13.056,3.240,7.94
1549,02-May-2021 15:25:15,8.750,26.263,13.056,3.250,7.94
1550,02-May-2021 15:40:15,8.750,26.289,13.056,3.270,7.95
1551,02-May-2021 15:55:15,8.750,26.269,13.056,3.310,7.96
1552,02-May-2021 16:10:15,8.750,26.276,13.056,3.310,7.95
1553,02-May-2021 16:25:15,8.750,26.264,13.056,3.240,7.96
1554,02-May-2021 16:40:15,8.750,26.286,13.056,3.270,7.95
1555,02-May-2021 16:55:15,8.750,26.274,13.056,3.310,7.95
1556,02-May-2021 17:10:15,8.750,26.285,13.056,3.100,7.96
1557,02-May-2021 17:25:15,8.750,26.278,13.086,3.230,7.98
1558,02-May-2021 17:40:15,8.813,26.260,13.086,3.330,8.02
1559,02-May-2021 17:55:15,8.813,26.273,13.086,3.550,8.06
1560,02-May-2021 18:10:15,8.875,26.273,13.086,3.620,8.08
1561,02-May-2021 18:25:15,8.813,26.275,13.086,3.660,8.08
1562,02-May-2021 18:40:15,8.813,26.270,12.996,3.680,8.08
1563,02-May-2021 18:55:15,8.813,26.277,12.877,3.730,7.98
1564,02-May-2021 19:10:15,8.813,26.285,12.817,3.450,7.97
1565,02-May-2021 19:25:15,8.813,26.275,12.758,3.120,7.89
1566,02-May-2021 19:40:15,8.750,26.283,12.758,2.910,7.87
1567,02-May-2021 19:55:15,8.750,26.264,12.728,2.850,7.88
1568,02-May-2021 20:10:15,8.750,26.283,12.728,2.900,7.90
1569,02-May-2021 20:25:15,8.750,26.277,12.728,3.010,7.90
1570,02-May-2021 20:40:15,8.688,26.289,12.728,2.990,7.94
1571,02-May-2021 20:55:15,8.688,26.294,12.728,3.310,7.95
1572,02-May-2021 21:10:15,8.750,26.272,12.698,3.300,7.93
1573,02-May-2021 21:25:15,8.688,26.298,12.698,3.140,7.88
1574,02-May-2021 21:40:15,8.688,26.285,12.698,2.900,7.87
1575,02-May-2021 21:55:15,8.688,26.297,12.698,2.840,7.88
1576,02-May-2021 22:10:15,8.688,26.294,12.698,2.850,7.89
1577,02-May-2021 22:25:15,8.688,26.295,12.639,2.820,7.91
1578,02-May-2021 22:40:15,8.688,26.285,12.698,2.920,7.90
1579,02-May-2021 22:55:15,8.688,26.264,12.668,3.070,7.93
1580,02-May-2021 23:10:15,8.688,26.291,12.698,3.150,7.93
1581,02-May-2021 23:25:15,8.625,26.275,12.668,3.180,7.92
