Advanced Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,0,0,0,0,0,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,26-Jul-2012 19:25:42,0.0000010000001111620804,-0.000219000008655712,1.0031330585479736,-0.000022000000171829015,0.0019970000721514225,0.42111098766326904,0,1,0
,Power,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0

Field Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Power,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5
,,19-Feb-2018 12:42:00,1,0.559999942779541,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0

Sensor/File information
Sensor SN,0021230023,,Modbus Addr.,3
Sensor Type,DO2,,Initialized w/fw Rev,v2.131
Sensor Name,FCR DO 1m  (3)
File Name,FCR_DO_1m_20210416

# Records,13736
Statistical Data,,Temperature (°C),Pressure (psi),Power (V),DO (ppm),DO Temp (°C)
3829,26-May-2021 09:33:26,24.938,15.382,12.519,11.200,22.24
3830,26-May-2021 09:48:26,25.000,15.378,12.519,11.470,22.26
3831,26-May-2021 10:03:26,25.063,15.375,12.460,11.490,22.30
3832,26-May-2021 10:18:26,28.625,15.379,12.698,11.220,22.37
3833,26-May-2021 10:33:26,25.500,15.367,12.758,11.320,22.44
3834,26-May-2021 10:48:26,25.125,15.366,12.788,11.600,22.49
3835,26-May-2021 11:03:26,25.125,15.373,12.877,12.570,22.57
3836,26-May-2021 11:18:26,25.188,15.370,12.966,13.470,22.66
3837,26-May-2021 11:33:26,25.250,15.362,12.996,14.100,22.74
3838,26-May-2021 11:48:26,25.375,15.369,13.026,14.450,22.69
3839,26-May-2021 12:03:26,25.438,15.366,13.056,15.710,22.65
3840,26-May-2021 12:18:26,25.375,15.368,13.086,16.400,22.69
3841,26-May-2021 12:33:26,25.375,15.372,13.086,16.720,22.61
3842,26-May-2021 12:48:26,25.438,15.368,13.056,17.330,22.60
3843,26-May-2021 13:03:26,25.375,15.362,13.026,17.730,22.53
3844,26-May-2021 13:18:26,25.313,15.352,13.026,18.030,22.60
3845,26-May-2021 13:33:26,25.438,15.345,13.116,17.590,22.64
3846,26-May-2021 13:48:26,25.438,15.345,13.086,15.620,22.56
3847,26-May-2021 14:03:26,25.438,15.343,13.116,17.130,22.67
3848,26-May-2021 14:18:26,25.500,15.337,13.026,15.900,22.56
3849,26-May-2021 14:33:26,25.375,15.345,12.996,14.580,22.49
3850,26-May-2021 14:48:26,25.375,15.332,13.324,15.890,22.70
3851,26-May-2021 15:03:26,25.563,15.325,13.384,16.340,22.75
3852,26-May-2021 15:18:26,25.563,15.314,13.205,15.840,22.40
3853,26-May-2021 15:33:26,25.625,15.311,13.086,15.810,22.47
3854,26-May-2021 15:48:26,25.625,15.311,13.086,15.670,22.52
3855,26-May-2021 16:03:26,25.625,15.312,13.086,15.810,22.39
3856,26-May-2021 16:18:26,25.625,15.300,13.086,16.060,22.30
3857,26-May-2021 16:33:26,25.563,15.300,13.086,15.770,22.25
3858,26-May-2021 16:48:26,25.375,15.315,13.086,14.620,22.10
3859,26-May-2021 17:03:26,25.125,15.305,13.116,14.700,22.21
3860,26-May-2021 17:18:26,25.250,15.310,13.056,14.930,22.41
3861,26-May-2021 17:33:26,25.313,15.305,13.086,15.050,22.52
3862,26-May-2021 17:48:26,25.438,15.300,13.086,13.860,22.55
3863,26-May-2021 18:03:26,25.563,15.298,13.026,13.420,22.64
3864,26-May-2021 18:18:26,25.563,15.304,13.116,12.910,22.81
3865,26-May-2021 18:33:26,25.688,15.293,13.116,13.980,22.94
3866,26-May-2021 18:48:26,25.875,15.293,13.116,13.860,22.98
3867,26-May-2021 19:03:26,25.938,15.297,13.026,12.680,22.94
3868,26-May-2021 19:18:26,25.938,15.291,13.026,11.740,22.87
3869,26-May-2021 19:33:26,25.938,15.294,12.907,10.770,22.69
3870,26-May-2021 19:48:26,25.813,15.302,12.877,9.880,22.90
3871,26-May-2021 20:03:26,25.938,15.297,12.877,10.030,22.96
3872,26-May-2021 20:18:26,26.000,15.309,12.847,9.440,22.91
3873,26-May-2021 20:33:26,25.938,15.304,12.847,8.560,22.93
3874,26-May-2021 20:48:26,26.000,15.306,12.817,8.030,22.88
3875,26-May-2021 21:03:26,26.063,15.304,12.817,7.830,23.23
3876,26-May-2021 21:18:26,26.375,15.308,12.788,7.850,23.29
3877,26-May-2021 21:33:26,26.500,15.305,12.788,7.820,23.26
3878,26-May-2021 21:48:26,26.563,15.309,12.788,7.430,23.24
3879,26-May-2021 22:03:26,26.563,15.311,12.788,7.230,23.67
3880,26-May-2021 22:18:26,26.563,15.321,12.788,7.320,23.57
3881,26-May-2021 22:33:26,26.563,15.326,12.788,7.320,24.02
3882,26-May-2021 22:48:26,26.625,15.331,12.758,7.290,24.11
3883,26-May-2021 23:03:26,26.625,15.338,12.758,7.270,24.12
3884,26-May-2021 23:18:26,26.688,15.350,12.758,7.340,24.12
3885,26-May-2021 23:33:26,26.625,15.348,12.758,7.370,24.09
3886,26-May-2021 23:48:26,26.625,15.351,12.728,7.310,24.08
3887,27-May-2021 00:03:26,26.625,15.352,12.728,7.410,24.10
3888,27-May-2021 00:18:26,26.625,15.355,12.728,7.380,24.06
3889,27-May-2021 00:33:26,26.563,15.362,12.728,7.360,24.03
3890,27-May-2021 00:48:26,26.500,15.364,12.728,7.350,23.96
3891,27-May-2021 01:03:26,26.500,15.370,12.728,7.340,23.94
3892,27-May-2021 01:18:26,26.438,15.369,12.728,7.400,23.91
3893,27-May-2021 01:33:26,26.438,15.373,12.728,7.390,23.90
3894,27-May-2021 01:48:26,26.375,15.366,12.698,7.560,23.88
3895,27-May-2021 02:03:26,26.375,15.376,12.698,7.390,23.83
3896,27-May-2021 02:18:26,26.375,15.379,12.698,7.420,23.81
3897,27-May-2021 02:33:26,26.313,15.366,12.698,7.370,23.79
3898,27-May-2021 02:48:26,26.313,15.374,12.698,7.450,23.76
3899,27-May-2021 03:03:26,26.250,15.376,12.668,7.290,23.74
3900,27-May-2021 03:18:26,26.250,15.369,12.698,7.260,23.71
3901,27-May-2021 03:33:26,26.250,15.369,12.668,7.210,23.69
3902,27-May-2021 03:48:26,26.188,15.370,12.698,7.180,23.65
3903,27-May-2021 04:03:26,26.188,15.376,12.668,7.170,23.63
3904,27-May-2021 04:18:26,26.125,15.375,12.698,7.100,23.60
3905,27-May-2021 04:33:26,26.063,15.378,12.668,7.050,23.57
3906,27-May-2021 04:48:26,26.063,15.381,12.668,6.970,23.54
3907,27-May-2021 05:03:26,26.000,15.384,12.639,7.080,23.50
3908,27-May-2021 05:18:26,26.000,15.387,12.639,7.330,23.45
3909,27-May-2021 05:33:26,25.938,15.384,12.639,7.330,23.42
3910,27-May-2021 05:48:26,25.875,15.379,12.639,7.430,23.40
3911,27-May-2021 06:03:26,25.875,15.383,12.639,7.510,23.38
3912,27-May-2021 06:18:26,25.875,15.383,12.639,7.550,23.34
3913,27-May-2021 06:33:26,25.813,15.383,12.639,7.630,23.32
3914,27-May-2021 06:48:26,25.813,15.388,12.639,7.900,23.28
3915,27-May-2021 07:03:26,25.750,15.391,12.609,7.970,23.25
3916,27-May-2021 07:18:26,25.688,15.391,12.639,8.080,23.21
3917,27-May-2021 07:33:26,25.688,15.400,12.639,8.380,23.16
3918,27-May-2021 07:48:26,25.625,15.403,12.639,8.650,23.14
3919,27-May-2021 08:03:26,25.625,15.395,12.639,8.980,23.13
3920,27-May-2021 08:18:26,25.625,15.394,12.668,9.490,23.11
3921,27-May-2021 08:33:26,25.625,15.394,12.668,9.990,23.13
3922,27-May-2021 08:48:26,25.688,15.395,12.668,10.490,23.13
3923,27-May-2021 09:03:26,25.750,15.394,12.698,10.740,23.13
3924,27-May-2021 09:18:26,25.750,15.395,12.788,11.260,23.13
3925,27-May-2021 09:33:26,25.813,15.397,12.907,11.780,23.14
3926,27-May-2021 09:48:26,25.813,15.390,12.966,12.340,23.24
3927,27-May-2021 10:03:26,25.875,15.400,12.966,11.830,23.29
3928,27-May-2021 10:18:26,25.938,15.400,12.937,11.300,23.34
3929,27-May-2021 10:33:26,25.938,15.395,12.966,11.170,23.44
3930,27-May-2021 10:48:26,26.063,15.390,13.056,12.140,23.53
3931,27-May-2021 11:03:26,26.125,15.394,13.116,13.290,23.60
3932,27-May-2021 11:18:26,26.250,15.392,13.205,14.120,23.61
3933,27-May-2021 11:33:26,26.375,15.393,13.175,14.420,23.61
3934,27-May-2021 11:48:26,26.438,15.398,13.205,15.040,23.66
3935,27-May-2021 12:03:26,26.438,15.391,13.175,15.260,23.45
3936,27-May-2021 12:18:26,26.438,15.386,13.294,16.130,23.20
3937,27-May-2021 12:33:26,26.375,15.389,13.116,16.770,23.19
3938,27-May-2021 12:48:26,26.188,15.382,13.116,17.320,23.23
3939,27-May-2021 13:03:26,26.063,15.394,13.116,17.500,23.27
3940,27-May-2021 13:18:26,26.063,15.381,13.116,16.860,23.31
3941,27-May-2021 13:33:26,26.188,15.364,13.116,17.820,23.43
3942,27-May-2021 13:48:26,26.250,15.383,13.116,17.340,23.47
3943,27-May-2021 14:03:26,26.375,15.354,13.116,17.470,23.52
3944,27-May-2021 14:18:26,26.438,15.375,13.116,16.980,23.46
3945,27-May-2021 14:33:26,26.375,15.372,13.145,16.950,23.46
3946,27-May-2021 14:48:26,26.375,15.363,13.145,16.590,23.48
3947,27-May-2021 15:03:26,26.375,15.367,13.145,16.260,23.46
3948,27-May-2021 15:18:26,26.313,15.365,13.145,15.330,23.44
3949,27-May-2021 15:33:26,26.375,15.356,13.145,15.570,23.60
3950,27-May-2021 15:48:26,26.438,15.350,13.145,15.320,23.48
3951,27-May-2021 16:03:26,26.438,15.345,13.145,14.620,23.46
3952,27-May-2021 16:18:26,26.438,15.344,13.145,14.830,23.62
3953,27-May-2021 16:33:26,26.500,15.330,13.145,14.600,23.65
3954,27-May-2021 16:48:26,26.500,15.346,13.145,13.230,23.31
3955,27-May-2021 17:03:26,26.375,15.341,13.175,13.060,23.22
3956,27-May-2021 17:18:26,26.375,15.341,13.145,12.730,23.17
3957,27-May-2021 17:33:26,26.375,15.330,13.175,13.850,23.18
3958,27-May-2021 17:48:26,26.375,15.335,13.056,13.170,23.10
3959,27-May-2021 18:03:26,26.313,15.335,13.116,12.590,23.06
3960,27-May-2021 18:18:26,26.188,15.327,13.145,12.280,22.94
3961,27-May-2021 18:33:26,26.250,15.324,13.175,12.370,22.87
3962,27-May-2021 18:48:26,26.188,15.321,13.205,14.070,22.75
3963,27-May-2021 19:03:26,26.125,15.322,13.026,12.930,22.82
3964,27-May-2021 19:18:26,26.125,15.317,12.907,11.400,22.87
3965,27-May-2021 19:33:26,26.125,15.326,12.937,10.690,22.91
3966,27-May-2021 19:48:26,26.063,15.325,12.907,10.480,23.02
3967,27-May-2021 20:03:26,26.063,15.327,12.847,10.280,23.06
3968,27-May-2021 20:18:26,26.125,15.331,12.847,9.170,23.12
3969,27-May-2021 20:33:26,26.125,15.325,12.817,8.300,23.21
3970,27-May-2021 20:48:26,26.125,15.324,12.788,7.780,23.32
3971,27-May-2021 21:03:26,26.250,15.317,12.788,7.640,23.40
3972,27-May-2021 21:18:26,26.500,15.316,12.788,7.410,23.51
3973,27-May-2021 21:33:26,26.750,15.317,12.758,7.370,23.52
3974,27-May-2021 21:48:26,27.000,15.311,12.788,7.200,23.63
3975,27-May-2021 22:03:26,27.125,15.322,12.758,7.120,23.68
3976,27-May-2021 22:18:26,27.250,15.320,12.758,7.350,23.87
3977,27-May-2021 22:33:26,27.250,15.330,12.758,7.630,24.21
3978,27-May-2021 22:48:26,27.250,15.332,12.728,7.770,24.41
3979,27-May-2021 23:03:26,27.313,15.338,12.728,7.590,24.53
3980,27-May-2021 23:18:26,27.250,15.341,12.728,7.360,24.62
3981,27-May-2021 23:33:26,27.250,15.349,12.728,7.240,24.63
3982,27-May-2021 23:48:26,27.188,15.353,12.728,7.180,24.59
3983,28-May-2021 00:03:26,27.125,15.355,12.728,7.260,24.55
3984,28-May-2021 00:18:26,27.063,15.355,12.698,7.240,24.51
3985,28-May-2021 00:33:26,27.000,15.356,12.728,7.310,24.47
3986,28-May-2021 00:48:26,26.938,15.365,12.698,7.380,24.42
3987,28-May-2021 01:03:26,26.875,15.362,12.698,7.350,24.37
3988,28-May-2021 01:18:26,26.875,15.367,12.698,7.270,24.34
3989,28-May-2021 01:33:26,26.813,15.357,12.668,7.220,24.31
3990,28-May-2021 01:48:26,26.813,15.366,12.698,7.190,24.26
3991,28-May-2021 02:03:26,26.750,15.369,12.668,7.130,24.20
3992,28-May-2021 02:18:26,26.688,15.367,12.668,7.240,24.15
3993,28-May-2021 02:33:26,26.625,15.367,12.668,7.300,24.10
3994,28-May-2021 02:48:26,26.625,15.360,12.668,7.300,24.06
3995,28-May-2021 03:03:26,26.563,15.363,12.668,7.270,24.02
3996,28-May-2021 03:18:26,26.500,15.364,12.668,7.230,23.99
3997,28-May-2021 03:33:26,26.500,15.363,12.639,7.150,23.96
3998,28-May-2021 03:48:26,26.438,15.358,12.668,7.070,23.93
3999,28-May-2021 04:03:26,26.438,15.356,12.639,7.120,23.91
4000,28-May-2021 04:18:26,26.438,15.355,12.639,7.260,23.89
4001,28-May-2021 04:33:26,26.438,15.354,12.639,7.150,23.86
4002,28-May-2021 04:48:26,26.375,15.353,12.639,7.140,23.82
4003,28-May-2021 05:03:26,26.313,15.353,12.639,7.190,23.80
4004,28-May-2021 05:18:26,26.250,15.355,12.639,7.230,23.75
4005,28-May-2021 05:33:26,26.250,15.355,12.639,7.230,23.71
4006,28-May-2021 05:48:26,26.188,15.357,12.609,7.250,23.68
4007,28-May-2021 06:03:26,26.188,15.354,12.609,7.350,23.65
4008,28-May-2021 06:18:26,26.125,15.346,12.609,7.440,23.63
4009,28-May-2021 06:33:26,26.063,15.353,12.609,7.800,23.57
4010,28-May-2021 06:48:26,26.063,15.350,12.609,8.080,23.53
4011,28-May-2021 07:03:26,26.000,15.355,12.639,8.400,23.51
4012,28-May-2021 07:18:26,26.000,15.352,12.639,8.970,23.50
4013,28-May-2021 07:33:26,26.000,15.354,12.609,8.590,23.47
4014,28-May-2021 07:48:26,25.938,15.359,12.609,8.380,23.42
4015,28-May-2021 08:03:26,25.938,15.358,12.609,8.650,23.42
4016,28-May-2021 08:18:26,25.938,15.356,12.639,8.920,23.40
4017,28-May-2021 08:33:26,25.938,15.354,12.728,9.980,23.40
4018,28-May-2021 08:48:26,25.938,15.352,12.817,10.960,23.39
4019,28-May-2021 09:03:26,26.000,15.349,12.877,11.330,23.38
4020,28-May-2021 09:18:26,26.000,15.351,12.996,11.600,23.37
4021,28-May-2021 09:33:26,26.000,15.346,13.056,12.040,23.38
4022,28-May-2021 09:48:26,26.063,15.340,13.205,13.010,23.42
4023,28-May-2021 10:03:26,26.125,15.339,13.205,13.660,23.26
4024,28-May-2021 10:18:26,26.125,15.333,13.145,14.110,23.26
4025,28-May-2021 10:33:26,26.125,15.336,13.056,13.280,23.14
4026,28-May-2021 10:48:26,26.063,15.330,13.026,12.830,23.06
4027,28-May-2021 11:03:26,26.063,15.330,13.026,13.090,23.00
4028,28-May-2021 11:18:26,26.063,15.322,12.966,13.420,22.83
4029,28-May-2021 11:33:26,26.000,15.322,12.966,14.210,22.83
4030,28-May-2021 11:48:26,26.000,15.312,12.966,14.510,22.92
4031,28-May-2021 12:03:26,26.000,15.309,12.937,15.060,22.90
4032,28-May-2021 12:18:26,26.000,15.309,12.996,15.950,22.75
4033,28-May-2021 12:33:26,25.938,15.308,13.205,17.390,22.74
4034,28-May-2021 12:48:26,25.813,15.307,13.294,17.830,22.78
4035,28-May-2021 13:03:26,25.750,15.303,13.116,18.750,22.69
4036,28-May-2021 13:18:26,25.688,15.273,13.116,17.210,22.63
4037,28-May-2021 13:33:26,25.625,15.280,13.056,15.710,22.61
4038,28-May-2021 13:48:26,25.625,15.267,12.966,13.800,22.55
4039,28-May-2021 14:03:26,25.563,15.276,12.847,12.520,22.74
4040,28-May-2021 14:18:26,25.875,15.271,12.877,11.820,23.51
4041,28-May-2021 14:33:26,26.313,15.275,12.877,10.690,23.94
4042,28-May-2021 14:48:26,26.563,15.277,13.086,13.850,23.95
4043,28-May-2021 15:03:26,26.750,15.268,13.086,16.020,23.92
4044,28-May-2021 15:18:26,26.813,15.268,13.116,17.180,23.28
4045,28-May-2021 15:33:26,26.750,15.231,13.116,16.770,23.26
4046,28-May-2021 15:48:26,26.500,15.229,12.966,14.340,23.15
4047,28-May-2021 16:03:26,26.125,15.214,12.847,12.120,23.09
4048,28-May-2021 16:18:26,26.063,15.189,12.877,10.840,23.07
4049,28-May-2021 16:33:26,26.188,15.208,12.847,11.120,23.15
4050,28-May-2021 16:48:26,26.375,15.205,12.847,11.310,23.37
4051,28-May-2021 17:03:26,26.750,15.215,12.817,11.480,23.60
4052,28-May-2021 17:18:26,26.938,15.209,12.817,10.990,23.80
4053,28-May-2021 17:33:26,27.063,15.198,12.877,10.980,24.43
4054,28-May-2021 17:48:26,27.063,15.203,12.788,10.980,24.32
4055,28-May-2021 18:03:26,27.063,15.239,12.728,9.600,24.31
4056,28-May-2021 18:18:26,27.063,15.214,12.758,9.620,24.15
4057,28-May-2021 18:33:26,27.000,15.229,12.728,9.270,24.27
4058,28-May-2021 18:48:26,26.938,15.258,12.728,9.560,24.36
4059,28-May-2021 19:03:26,26.875,15.236,12.698,9.260,24.29
4060,28-May-2021 19:18:26,26.813,15.250,12.639,9.060,24.24
4061,28-May-2021 19:33:26,26.750,15.270,12.698,8.800,24.27
4062,28-May-2021 19:48:26,26.750,15.270,12.668,8.520,24.23
4063,28-May-2021 20:03:26,26.813,15.206,12.639,8.380,24.10
4064,28-May-2021 20:18:26,26.750,15.245,12.639,8.380,24.05
4065,28-May-2021 20:33:26,26.750,15.250,12.639,8.310,24.08
4066,28-May-2021 20:48:26,26.688,15.263,12.579,7.920,24.09
4067,28-May-2021 21:03:26,26.688,15.142,12.549,8.000,23.99
4068,28-May-2021 21:18:26,26.625,15.224,12.579,7.940,24.02
4069,28-May-2021 21:33:26,26.625,15.209,12.549,7.840,24.01
4070,28-May-2021 21:48:26,26.563,15.221,12.549,7.700,24.03
4071,28-May-2021 22:03:26,26.563,15.253,12.549,7.620,23.88
4072,28-May-2021 22:18:26,26.563,15.248,12.519,7.960,23.89
4073,28-May-2021 22:33:26,26.500,15.235,12.549,7.840,23.89
4074,28-May-2021 22:48:26,26.500,15.261,12.549,8.020,23.84
4075,28-May-2021 23:03:26,26.438,15.223,12.519,7.920,23.82
4076,28-May-2021 23:18:26,26.438,15.266,12.519,8.120,23.73
4077,28-May-2021 23:33:26,26.375,15.251,12.519,7.990,23.80
4078,28-May-2021 23:48:26,26.375,15.236,12.519,8.000,23.70
4079,29-May-2021 00:03:26,26.313,15.259,12.519,8.180,23.59
4080,29-May-2021 00:18:26,26.313,15.262,12.519,8.240,23.55
4081,29-May-2021 00:33:26,26.313,15.272,12.519,8.060,23.66
4082,29-May-2021 00:48:26,26.250,15.262,12.519,7.870,23.66
4083,29-May-2021 01:03:26,26.250,15.271,12.519,8.290,23.55
4084,29-May-2021 01:18:26,26.250,15.294,12.519,8.570,23.33
4085,29-May-2021 01:33:26,26.188,15.294,12.519,8.750,23.23
4086,29-May-2021 01:48:26,26.188,15.276,12.519,8.460,23.25
4087,29-May-2021 02:03:26,26.188,15.282,12.519,8.300,23.35
4088,29-May-2021 02:18:26,26.125,15.276,12.519,8.250,23.46
4089,29-May-2021 02:33:26,26.063,15.285,12.519,8.480,23.48
4090,29-May-2021 02:48:26,26.063,15.283,12.519,8.500,23.47
4091,29-May-2021 03:03:26,26.063,15.273,12.519,8.550,23.45
4092,29-May-2021 03:18:26,26.000,15.281,12.519,8.390,23.46
4093,29-May-2021 03:33:26,26.000,15.259,12.549,8.280,23.42
4094,29-May-2021 03:48:26,25.875,15.272,12.549,8.430,23.39
4095,29-May-2021 04:03:26,25.875,15.271,12.549,8.540,23.29
4096,29-May-2021 04:18:26,25.813,15.275,12.549,8.300,23.26
4097,29-May-2021 04:33:26,25.750,15.271,12.549,8.220,23.25
4098,29-May-2021 04:48:26,25.688,15.280,12.549,8.260,23.20
4099,29-May-2021 05:03:26,25.625,15.283,12.519,8.310,23.16
4100,29-May-2021 05:18:26,25.688,15.254,12.549,8.310,23.13
4101,29-May-2021 05:33:26,25.563,15.271,12.549,8.290,23.09
4102,29-May-2021 05:48:26,25.625,15.228,12.519,8.290,23.05
4103,29-May-2021 06:03:26,25.500,15.242,12.549,8.260,23.02
4104,29-May-2021 06:18:26,25.438,15.278,12.549,8.300,22.97
4105,29-May-2021 06:33:26,25.375,15.267,12.549,8.470,22.94
4106,29-May-2021 06:48:26,25.375,15.274,12.549,8.740,22.90
4107,29-May-2021 07:03:26,25.313,15.276,12.579,8.930,22.90
4108,29-May-2021 07:18:26,25.375,15.296,12.579,9.200,22.86
4109,29-May-2021 07:33:26,25.313,15.248,12.579,9.030,22.85
4110,29-May-2021 07:48:26,25.313,15.266,12.579,9.060,22.86
4111,29-May-2021 08:03:26,25.375,15.269,12.668,9.810,22.86
4112,29-May-2021 08:18:26,25.375,15.280,12.728,10.310,22.85
4113,29-May-2021 08:33:26,25.375,15.260,12.788,10.790,22.86
4114,29-May-2021 08:48:26,25.438,15.267,12.788,10.800,22.88
4115,29-May-2021 09:03:26,25.500,15.241,12.937,11.280,22.91
4116,29-May-2021 09:18:26,25.438,15.261,13.026,11.560,22.91
4117,29-May-2021 09:33:26,25.500,15.274,13.086,11.880,22.93
4118,29-May-2021 09:48:26,25.563,15.267,13.086,11.930,22.94
4119,29-May-2021 10:03:26,25.563,15.290,13.086,11.860,22.96
4120,29-May-2021 10:18:26,25.563,15.265,13.175,12.130,22.97
4121,29-May-2021 10:33:26,25.625,15.266,13.175,12.570,22.99
4122,29-May-2021 10:48:26,25.625,15.279,13.086,12.170,23.00
4123,29-May-2021 11:03:26,25.563,15.309,13.056,11.220,22.97
4124,29-May-2021 11:18:26,25.563,15.290,13.086,11.070,22.96
4125,29-May-2021 11:33:26,25.500,15.315,13.116,11.490,22.89
4126,29-May-2021 11:48:26,25.438,15.298,13.086,11.650,22.85
4127,29-May-2021 12:03:26,25.438,15.315,13.026,11.210,22.83
4128,29-May-2021 12:18:26,25.375,15.333,13.086,10.890,22.84
4129,29-May-2021 12:33:26,25.438,15.303,13.235,12.460,22.84
4130,29-May-2021 12:48:26,25.500,15.291,13.294,13.600,22.85
4131,29-May-2021 13:03:26,25.500,15.303,13.145,13.140,22.89
4132,29-May-2021 13:18:26,25.500,15.320,13.086,11.610,22.89
4133,29-May-2021 13:33:26,25.500,15.308,13.175,12.130,22.89
4134,29-May-2021 13:48:26,25.500,15.326,13.265,12.590,22.89
4135,29-May-2021 14:03:26,25.563,15.304,13.265,12.950,22.90
4136,29-May-2021 14:18:26,25.563,15.305,13.265,12.890,22.89
4137,29-May-2021 14:33:26,25.563,15.341,13.205,12.960,22.90
4138,29-May-2021 14:48:26,25.563,15.326,13.116,12.210,22.89
4139,29-May-2021 15:03:26,25.500,15.340,13.056,11.620,22.87
4140,29-May-2021 15:18:26,25.500,15.353,12.907,10.800,22.86
4141,29-May-2021 15:33:26,25.438,15.341,12.877,10.380,22.84
4142,29-May-2021 15:48:26,25.438,15.344,12.877,10.110,22.82
4143,29-May-2021 16:03:26,25.375,15.347,12.877,10.240,22.80
4144,29-May-2021 16:18:26,25.375,15.333,12.937,10.680,22.75
4145,29-May-2021 16:33:26,25.375,15.337,12.877,10.410,22.74
4146,29-May-2021 16:48:26,25.313,15.356,12.966,10.840,22.71
4147,29-May-2021 17:03:26,25.313,15.349,12.937,10.930,22.68
4148,29-May-2021 17:18:26,25.250,15.351,12.877,10.850,22.64
4149,29-May-2021 17:33:26,25.250,15.354,12.907,10.900,22.64
4150,29-May-2021 17:48:26,25.188,15.363,12.877,10.700,22.62
4151,29-May-2021 18:03:26,25.188,15.373,12.788,10.020,22.58
4152,29-May-2021 18:18:26,25.125,15.370,12.758,9.640,22.55
4153,29-May-2021 18:33:26,25.125,15.376,12.758,9.370,22.51
4154,29-May-2021 18:48:26,25.063,15.383,12.728,9.320,22.47
4155,29-May-2021 19:03:26,25.000,15.369,12.758,9.270,22.44
4156,29-May-2021 19:18:26,24.938,15.335,12.728,9.200,22.41
4157,29-May-2021 19:33:26,24.938,15.359,12.698,9.400,22.36
4158,29-May-2021 19:48:26,24.938,15.366,12.728,9.300,22.34
4159,29-May-2021 20:03:26,24.875,15.368,12.698,9.110,22.28
4160,29-May-2021 20:18:26,24.813,15.392,12.698,8.860,22.25
4161,29-May-2021 20:33:26,24.750,15.395,12.698,8.640,22.24
4162,29-May-2021 20:48:26,24.750,15.384,12.668,8.450,22.19
4163,29-May-2021 21:03:26,24.688,15.394,12.668,8.450,22.16
4164,29-May-2021 21:18:26,24.688,15.392,12.668,8.490,22.12
4165,29-May-2021 21:33:26,24.625,15.373,12.668,8.400,22.10
4166,29-May-2021 21:48:26,24.625,15.367,12.639,8.250,22.07
4167,29-May-2021 22:03:26,24.563,15.392,12.639,8.380,22.01
4168,29-May-2021 22:18:26,24.500,15.379,12.639,8.270,21.98
4169,29-May-2021 22:33:26,24.438,15.381,12.609,8.320,21.92
4170,29-May-2021 22:48:26,24.438,15.381,12.609,8.390,21.90
4171,29-May-2021 23:03:26,24.375,15.410,12.609,8.310,21.86
4172,29-May-2021 23:18:26,24.375,15.369,12.609,8.320,21.82
4173,29-May-2021 23:33:26,24.313,15.380,12.609,8.350,21.77
4174,29-May-2021 23:48:26,24.250,15.376,12.549,8.340,21.73
4175,30-May-2021 00:03:26,24.250,15.364,12.579,8.190,21.70
4176,30-May-2021 00:18:26,24.188,15.389,12.549,8.130,21.68
4177,30-May-2021 00:33:26,24.188,15.396,12.549,7.980,21.65
4178,30-May-2021 00:48:26,24.125,15.364,12.549,8.100,21.62
4179,30-May-2021 01:03:26,24.125,15.376,12.519,8.260,21.58
4180,30-May-2021 01:18:26,24.063,15.361,12.519,8.180,21.56
4181,30-May-2021 01:33:26,24.063,15.379,12.519,8.180,21.51
4182,30-May-2021 01:48:26,24.000,15.369,12.519,8.340,21.47
4183,30-May-2021 02:03:26,23.938,15.361,12.490,8.600,21.44
4184,30-May-2021 02:18:26,23.938,15.348,12.519,8.510,21.43
4185,30-May-2021 02:33:26,23.875,15.375,12.490,8.320,21.39
4186,30-May-2021 02:48:26,23.875,15.366,12.490,8.540,21.35
4187,30-May-2021 03:03:26,23.813,15.386,12.490,8.540,21.31
4188,30-May-2021 03:18:26,23.813,15.360,12.519,8.460,21.27
4189,30-May-2021 03:33:26,23.750,15.394,12.490,8.330,21.25
4190,30-May-2021 03:48:26,23.750,15.375,12.490,8.270,21.22
4191,30-May-2021 04:03:26,23.688,15.336,12.490,8.270,21.17
4192,30-May-2021 04:18:26,23.688,15.366,12.519,8.180,21.14
4193,30-May-2021 04:33:26,23.625,15.376,12.490,8.090,21.10
4194,30-May-2021 04:48:26,23.563,15.412,12.490,8.260,21.06
4195,30-May-2021 05:03:26,23.563,15.338,12.490,8.370,21.01
