Advanced Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,0,0,0,0,0,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,26-Jul-2012 19:21:15,0,-0.00018900001305155456,0.9953789710998535,-0.000032000003557186574,0.0035760002210736275,0.34736597537994385,0,1,0
,Power,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0

Field Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Power,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5
,,19-Feb-2018 12:38:03,1,0.12999999523162842,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0

Sensor/File information
Sensor SN,0021230019,,Modbus Addr.,1
Sensor Type,DO2,,Initialized w/fw Rev,v2.130
Sensor Name,FCR DO (1)
File Name,FCR_DO_8m_20200902

# Records,1813
Statistical Data,,Temperature (°C),Pressure (psi),Power (V),DO (ppm),DO Temp (°C)
55,03-Sep-2020 05:51:34,11.813,26.305,12.877,2.580,11.89
56,03-Sep-2020 06:06:34,11.813,26.264,12.847,2.580,11.90
57,03-Sep-2020 06:21:34,12.125,26.275,12.877,2.530,11.90
58,03-Sep-2020 06:36:34,11.938,26.289,12.847,2.520,11.90
59,03-Sep-2020 06:51:34,11.813,26.269,12.877,2.540,11.90
60,03-Sep-2020 07:06:34,11.875,26.289,12.817,2.540,11.90
61,03-Sep-2020 07:21:34,11.813,26.305,12.847,2.550,11.90
62,03-Sep-2020 07:36:34,11.813,26.296,12.847,2.530,11.90
63,03-Sep-2020 07:51:34,11.813,26.299,12.877,2.510,11.90
64,03-Sep-2020 08:06:34,11.813,26.282,12.877,2.530,11.90
65,03-Sep-2020 08:21:34,11.813,26.305,12.996,2.550,11.90
66,03-Sep-2020 08:36:34,11.813,26.292,13.324,2.580,11.91
67,03-Sep-2020 08:51:34,11.813,26.287,13.384,2.610,11.90
68,03-Sep-2020 09:06:34,12.313,26.295,13.324,2.630,11.90
69,03-Sep-2020 09:21:34,11.875,26.277,13.384,2.620,11.90
70,03-Sep-2020 09:36:34,11.813,26.296,13.414,2.630,11.91
71,03-Sep-2020 09:51:34,11.813,26.300,13.443,2.610,11.90
72,03-Sep-2020 10:06:34,12.313,26.297,13.324,2.620,11.91
73,03-Sep-2020 10:21:34,11.875,26.282,13.443,2.630,11.91
74,03-Sep-2020 10:36:34,11.813,26.309,13.473,2.600,11.92
75,03-Sep-2020 10:51:34,12.375,26.262,13.473,2.600,11.91
76,03-Sep-2020 11:06:34,12.375,26.278,13.503,2.530,11.93
77,03-Sep-2020 11:21:34,11.875,26.303,13.592,2.550,11.94
78,03-Sep-2020 11:36:34,12.375,26.275,13.652,2.570,11.94
79,03-Sep-2020 11:51:34,12.375,26.278,13.831,2.590,11.92
80,03-Sep-2020 12:06:34,12.438,26.309,13.920,2.520,11.93
81,03-Sep-2020 12:21:34,11.938,26.285,13.950,2.520,11.94
82,03-Sep-2020 12:36:34,12.375,26.291,13.950,2.550,11.93
83,03-Sep-2020 12:51:34,12.438,26.287,13.980,2.610,11.91
84,03-Sep-2020 13:06:34,12.438,26.284,13.980,2.600,11.91
85,03-Sep-2020 13:21:34,12.063,26.281,13.950,2.600,11.93
86,03-Sep-2020 13:36:34,12.438,26.256,13.950,2.580,11.94
87,03-Sep-2020 13:51:34,12.500,26.278,13.980,2.580,11.95
88,03-Sep-2020 14:06:34,12.438,26.261,13.950,2.560,11.93
89,03-Sep-2020 14:21:34,12.500,26.281,13.950,2.580,11.93
90,03-Sep-2020 14:36:34,12.500,26.269,13.980,2.590,11.91
91,03-Sep-2020 14:51:34,12.500,26.258,13.950,2.600,11.91
92,03-Sep-2020 15:06:34,12.438,26.238,13.950,2.670,11.92
93,03-Sep-2020 15:21:34,12.500,26.235,13.950,2.670,11.91
94,03-Sep-2020 15:36:34,12.500,26.248,13.980,2.690,11.92
95,03-Sep-2020 15:51:34,12.500,26.238,13.980,2.670,11.91
96,03-Sep-2020 16:06:34,12.500,26.244,13.950,2.620,11.91
97,03-Sep-2020 16:21:34,12.500,26.214,13.950,2.540,11.90
98,03-Sep-2020 16:36:34,12.500,26.244,13.950,2.480,11.90
99,03-Sep-2020 16:51:34,12.500,26.210,13.950,2.480,11.91
100,03-Sep-2020 17:06:34,12.500,26.205,13.801,2.570,11.90
101,03-Sep-2020 17:21:34,12.500,26.242,13.682,2.510,11.91
102,03-Sep-2020 17:36:34,12.438,26.222,13.205,2.500,11.90
103,03-Sep-2020 17:51:34,12.500,26.224,13.741,2.530,11.90
104,03-Sep-2020 18:06:34,12.438,26.219,12.996,2.550,11.90
105,03-Sep-2020 18:21:34,12.000,26.255,13.056,2.550,11.91
106,03-Sep-2020 18:36:34,12.063,26.255,13.056,2.540,11.90
107,03-Sep-2020 18:51:34,11.875,26.230,13.414,2.510,11.90
108,03-Sep-2020 19:06:34,12.438,26.231,13.056,2.590,11.91
109,03-Sep-2020 19:21:34,11.875,26.241,13.116,2.580,11.90
110,03-Sep-2020 19:36:34,11.875,26.250,12.996,2.560,11.90
111,03-Sep-2020 19:51:34,11.813,26.219,12.996,2.550,11.90
112,03-Sep-2020 20:06:34,12.313,26.221,12.937,2.540,11.90
113,03-Sep-2020 20:21:34,11.875,26.243,12.996,2.560,11.91
114,03-Sep-2020 20:36:34,11.813,26.275,12.996,2.620,11.91
115,03-Sep-2020 20:51:34,11.813,26.234,12.966,2.620,11.90
116,03-Sep-2020 21:06:34,11.813,26.268,12.937,2.600,11.91
117,03-Sep-2020 21:21:34,11.813,26.272,12.966,2.560,11.91
118,03-Sep-2020 21:36:34,11.813,26.247,12.937,2.530,11.90
119,03-Sep-2020 21:51:34,11.813,26.270,12.966,2.550,11.91
120,03-Sep-2020 22:06:34,11.813,26.269,12.937,2.570,11.91
121,03-Sep-2020 22:21:34,11.813,26.269,12.937,2.550,11.91
122,03-Sep-2020 22:36:34,11.813,26.279,12.966,2.590,11.91
123,03-Sep-2020 22:51:34,11.813,26.272,12.966,2.620,11.91
124,03-Sep-2020 23:06:34,11.813,26.270,12.937,2.610,11.91
125,03-Sep-2020 23:21:34,11.813,26.269,12.966,2.560,11.91
126,03-Sep-2020 23:36:34,11.813,26.280,12.937,2.580,11.91
127,03-Sep-2020 23:51:34,11.813,26.251,12.937,2.590,11.91
128,04-Sep-2020 00:06:34,11.813,26.265,12.877,2.590,11.91
129,04-Sep-2020 00:21:34,11.813,26.235,12.907,2.590,11.91
130,04-Sep-2020 00:36:34,11.813,26.271,12.907,2.570,11.92
131,04-Sep-2020 00:51:34,11.813,26.280,12.907,2.600,11.91
132,04-Sep-2020 01:06:34,11.813,26.282,12.877,2.620,11.92
133,04-Sep-2020 01:21:34,11.813,26.222,12.877,2.580,11.90
134,04-Sep-2020 01:36:34,11.813,26.255,12.907,2.550,11.91
135,04-Sep-2020 01:51:34,11.813,26.282,12.907,2.530,11.91
136,04-Sep-2020 02:06:34,11.813,26.289,12.877,2.540,11.91
137,04-Sep-2020 02:21:34,11.813,26.300,12.907,2.560,11.91
138,04-Sep-2020 02:36:34,11.813,26.293,12.907,2.590,11.92
139,04-Sep-2020 02:51:34,11.813,26.277,12.847,2.550,11.92
140,04-Sep-2020 03:06:34,11.813,26.293,12.877,2.490,11.93
141,04-Sep-2020 03:21:34,11.813,26.293,12.877,2.450,11.95
142,04-Sep-2020 03:36:34,11.813,26.284,12.877,2.480,11.95
143,04-Sep-2020 03:51:34,11.813,26.296,12.877,2.530,11.94
144,04-Sep-2020 04:06:34,11.813,26.268,12.847,2.520,11.94
145,04-Sep-2020 04:21:34,11.813,26.285,12.877,2.540,11.94
146,04-Sep-2020 04:36:34,11.813,26.274,12.847,2.560,11.94
147,04-Sep-2020 04:51:34,11.813,26.295,12.847,2.560,11.94
148,04-Sep-2020 05:06:34,11.813,26.311,12.847,2.570,11.93
149,04-Sep-2020 05:21:34,11.813,26.316,12.907,2.510,11.93
150,04-Sep-2020 05:36:34,11.813,26.313,12.877,2.560,11.95
151,04-Sep-2020 05:51:34,11.813,26.310,12.877,2.580,11.93
152,04-Sep-2020 06:06:34,11.813,26.322,12.817,2.600,11.95
153,04-Sep-2020 06:21:34,11.813,26.305,12.847,2.590,11.95
154,04-Sep-2020 06:36:34,11.875,26.309,12.847,2.590,11.94
155,04-Sep-2020 06:51:34,11.813,26.307,12.847,2.560,11.93
156,04-Sep-2020 07:06:34,11.813,26.316,12.817,2.590,11.92
157,04-Sep-2020 07:21:34,11.813,26.319,12.847,2.660,11.93
158,04-Sep-2020 07:36:34,11.813,26.327,12.817,2.620,11.92
159,04-Sep-2020 07:51:34,11.813,26.284,12.817,2.600,11.91
160,04-Sep-2020 08:06:34,11.813,26.333,12.847,2.520,11.92
161,04-Sep-2020 08:21:34,11.813,26.305,12.877,2.600,11.92
162,04-Sep-2020 08:36:34,11.813,26.315,13.056,2.620,11.92
163,04-Sep-2020 08:51:34,11.813,26.328,13.145,2.580,11.92
164,04-Sep-2020 09:06:34,11.813,26.326,13.205,2.560,11.92
165,04-Sep-2020 09:21:34,11.813,26.310,13.324,2.620,11.93
166,04-Sep-2020 09:36:34,11.813,26.327,13.473,2.600,11.92
167,04-Sep-2020 09:51:34,11.813,26.287,13.473,2.560,11.92
168,04-Sep-2020 10:06:34,11.813,26.307,13.533,2.550,11.92
169,04-Sep-2020 10:21:34,11.813,26.339,13.831,2.550,11.92
170,04-Sep-2020 10:36:34,11.813,26.298,13.891,2.600,11.91
171,04-Sep-2020 10:51:34,11.813,26.305,13.712,2.610,11.92
172,04-Sep-2020 11:06:34,12.375,26.339,13.682,2.610,11.92
173,04-Sep-2020 11:21:34,11.813,26.323,13.920,2.600,11.92
174,04-Sep-2020 11:36:34,12.125,26.331,13.980,2.580,11.93
175,04-Sep-2020 11:51:34,12.375,26.333,13.891,2.570,11.92
176,04-Sep-2020 12:06:34,11.875,26.329,13.861,2.560,11.92
177,04-Sep-2020 12:21:34,11.875,26.316,13.950,2.530,11.92
178,04-Sep-2020 12:36:34,11.875,26.312,13.950,2.540,11.93
179,04-Sep-2020 12:51:34,12.375,26.336,13.980,2.570,11.92
180,04-Sep-2020 13:06:34,12.438,26.323,13.980,2.580,11.92
181,04-Sep-2020 13:21:34,11.875,26.328,13.950,2.610,11.93
182,04-Sep-2020 13:36:34,12.375,26.304,13.950,2.610,11.93
183,04-Sep-2020 13:51:34,12.375,26.334,13.980,2.630,11.93
184,04-Sep-2020 14:06:34,12.188,26.305,13.950,2.650,11.93
185,04-Sep-2020 14:21:34,11.875,26.318,13.950,2.670,11.92
186,04-Sep-2020 14:36:34,12.375,26.335,13.950,2.620,11.93
187,04-Sep-2020 14:51:34,12.438,26.322,13.980,2.610,11.93
188,04-Sep-2020 15:06:34,11.875,26.283,13.920,2.650,11.93
189,04-Sep-2020 15:21:34,11.813,26.310,13.980,2.590,11.92
190,04-Sep-2020 15:36:34,11.813,26.319,13.980,2.580,11.92
191,04-Sep-2020 15:51:34,11.813,26.306,13.980,2.580,11.92
192,04-Sep-2020 16:06:34,11.875,26.315,13.950,2.570,11.93
193,04-Sep-2020 16:21:34,11.875,26.318,13.980,2.570,11.93
194,04-Sep-2020 16:36:34,11.875,26.310,13.950,2.520,11.93
195,04-Sep-2020 16:51:34,11.813,26.318,13.950,2.540,11.94
196,04-Sep-2020 17:06:34,11.813,26.315,13.950,2.560,11.93
197,04-Sep-2020 17:21:34,11.813,26.315,13.950,2.610,11.93
198,04-Sep-2020 17:36:34,11.813,26.296,13.950,2.600,11.93
199,04-Sep-2020 17:51:34,11.813,26.308,13.324,2.600,11.93
200,04-Sep-2020 18:06:34,11.813,26.318,13.116,2.600,11.93
201,04-Sep-2020 18:21:34,11.813,26.293,13.116,2.620,11.93
202,04-Sep-2020 18:36:34,11.813,26.317,13.026,2.630,11.93
203,04-Sep-2020 18:51:34,11.813,26.318,12.996,2.640,11.93
204,04-Sep-2020 19:06:34,11.813,26.316,12.996,2.620,11.94
205,04-Sep-2020 19:21:34,11.813,26.300,12.996,2.610,11.93
206,04-Sep-2020 19:36:34,11.813,26.313,12.937,2.610,11.93
207,04-Sep-2020 19:51:34,11.813,26.314,12.996,2.570,11.93
208,04-Sep-2020 20:06:34,11.813,26.324,12.937,2.550,11.93
209,04-Sep-2020 20:21:34,11.813,26.315,12.966,2.560,11.94
210,04-Sep-2020 20:36:34,11.813,26.324,12.996,2.610,11.94
211,04-Sep-2020 20:51:34,11.813,26.326,12.966,2.600,11.93
212,04-Sep-2020 21:06:34,11.813,26.338,12.937,2.640,11.94
213,04-Sep-2020 21:21:34,11.813,26.338,12.937,2.610,11.93
214,04-Sep-2020 21:36:34,11.813,26.357,12.966,2.630,11.93
215,04-Sep-2020 21:51:34,11.813,26.317,12.937,2.610,11.93
216,04-Sep-2020 22:06:34,11.813,26.325,12.907,2.600,11.93
217,04-Sep-2020 22:21:34,11.813,26.341,12.937,2.610,11.93
218,04-Sep-2020 22:36:34,11.813,26.361,12.937,2.590,11.95
219,04-Sep-2020 22:51:34,11.813,26.357,12.937,2.530,11.94
220,04-Sep-2020 23:06:34,11.875,26.353,12.907,2.590,11.93
221,04-Sep-2020 23:21:34,11.875,26.373,12.937,2.580,11.94
222,04-Sep-2020 23:36:34,11.813,26.341,12.937,2.560,11.97
223,04-Sep-2020 23:51:34,11.813,26.350,12.907,2.550,11.98
224,05-Sep-2020 00:06:34,11.813,26.337,12.847,2.550,11.97
225,05-Sep-2020 00:21:34,11.875,26.358,12.877,2.610,11.97
226,05-Sep-2020 00:36:34,11.813,26.365,12.907,2.620,11.96
227,05-Sep-2020 00:51:34,11.813,26.380,12.877,2.660,11.94
228,05-Sep-2020 01:06:34,11.813,26.386,12.877,2.660,11.94
229,05-Sep-2020 01:21:34,11.813,26.382,12.877,2.650,11.94
230,05-Sep-2020 01:36:34,11.813,26.349,12.877,2.610,11.93
231,05-Sep-2020 01:51:34,11.813,26.370,12.877,2.570,11.93
232,05-Sep-2020 02:06:34,11.813,26.384,12.847,2.570,11.93
233,05-Sep-2020 02:21:34,11.813,26.380,12.877,2.580,11.93
234,05-Sep-2020 02:36:34,11.813,26.386,12.907,2.600,11.93
235,05-Sep-2020 02:51:34,11.813,26.370,12.877,2.610,11.94
236,05-Sep-2020 03:06:34,11.813,26.380,12.847,2.550,11.94
237,05-Sep-2020 03:21:34,11.813,26.369,12.847,2.610,11.94
238,05-Sep-2020 03:36:34,11.813,26.391,12.877,2.670,11.94
239,05-Sep-2020 03:51:34,11.813,26.397,12.877,2.680,11.94
240,05-Sep-2020 04:06:34,11.813,26.392,12.817,2.690,11.94
241,05-Sep-2020 04:21:34,11.813,26.355,12.817,2.660,11.94
242,05-Sep-2020 04:36:34,11.813,26.378,12.817,2.610,11.94
243,05-Sep-2020 04:51:34,11.875,26.388,12.847,2.560,11.94
244,05-Sep-2020 05:06:34,11.875,26.397,12.817,2.600,11.95
245,05-Sep-2020 05:21:34,11.875,26.406,12.847,2.610,11.95
246,05-Sep-2020 05:36:34,11.813,26.398,12.847,2.580,11.95
247,05-Sep-2020 05:51:34,11.875,26.411,12.847,2.610,11.96
248,05-Sep-2020 06:06:34,11.875,26.385,12.788,2.620,11.96
249,05-Sep-2020 06:21:34,11.875,26.386,12.817,2.600,11.97
250,05-Sep-2020 06:36:34,11.813,26.378,12.788,2.600,11.98
251,05-Sep-2020 06:51:34,11.875,26.403,12.817,2.590,11.97
252,05-Sep-2020 07:06:34,11.875,26.410,12.758,2.610,11.96
253,05-Sep-2020 07:21:34,11.875,26.423,12.788,2.620,11.95
254,05-Sep-2020 07:36:34,11.875,26.424,12.788,2.650,11.95
255,05-Sep-2020 07:51:34,11.875,26.422,12.817,2.660,11.94
256,05-Sep-2020 08:06:34,11.813,26.424,12.817,2.630,11.95
257,05-Sep-2020 08:21:34,11.813,26.398,12.937,2.600,11.95
258,05-Sep-2020 08:36:34,11.813,26.410,13.116,2.550,11.95
259,05-Sep-2020 08:51:34,11.813,26.406,13.265,2.580,11.95
260,05-Sep-2020 09:06:34,11.813,26.421,13.324,2.630,11.94
261,05-Sep-2020 09:21:34,11.875,26.425,13.473,2.610,11.94
262,05-Sep-2020 09:36:34,11.875,26.416,13.503,2.580,11.94
263,05-Sep-2020 09:51:34,11.875,26.409,13.473,2.610,11.94
264,05-Sep-2020 10:06:34,11.875,26.429,13.443,2.590,11.94
265,05-Sep-2020 10:21:34,11.875,26.407,13.443,2.600,11.95
266,05-Sep-2020 10:36:34,11.875,26.418,13.503,2.620,11.95
267,05-Sep-2020 10:51:34,11.875,26.425,13.473,2.620,11.94
268,05-Sep-2020 11:06:34,11.875,26.431,13.443,2.650,11.95
269,05-Sep-2020 11:21:34,11.875,26.415,13.473,2.600,11.96
270,05-Sep-2020 11:36:34,11.875,26.421,13.503,2.640,11.96
271,05-Sep-2020 11:51:34,11.875,26.417,13.652,2.600,11.98
272,05-Sep-2020 12:06:34,11.875,26.412,13.622,2.570,11.97
273,05-Sep-2020 12:21:34,12.375,26.439,13.950,2.620,11.96
274,05-Sep-2020 12:36:34,12.438,26.379,13.950,2.590,11.97
275,05-Sep-2020 12:51:34,12.500,26.417,13.950,2.600,11.98
276,05-Sep-2020 13:06:34,12.500,26.410,13.950,2.640,11.98
277,05-Sep-2020 13:21:34,12.500,26.421,13.950,2.620,11.95
278,05-Sep-2020 13:36:34,12.500,26.423,13.980,2.670,11.94
279,05-Sep-2020 13:51:34,12.500,26.412,13.950,2.640,11.95
280,05-Sep-2020 14:06:34,12.500,26.423,13.980,2.700,11.95
281,05-Sep-2020 14:21:34,12.500,26.388,13.950,2.670,11.96
282,05-Sep-2020 14:36:34,12.500,26.414,13.950,2.680,11.95
283,05-Sep-2020 14:51:34,12.500,26.410,13.980,2.690,11.95
284,05-Sep-2020 15:06:34,12.500,26.412,13.950,2.710,11.96
285,05-Sep-2020 15:21:34,12.500,26.414,13.950,2.690,11.95
286,05-Sep-2020 15:36:34,12.500,26.392,13.950,2.660,11.95
287,05-Sep-2020 15:51:34,12.500,26.400,13.980,2.670,11.95
288,05-Sep-2020 16:06:34,12.500,26.375,13.950,2.640,11.95
289,05-Sep-2020 16:21:34,12.500,26.398,13.950,2.640,11.95
290,05-Sep-2020 16:36:34,12.500,26.391,13.980,2.670,11.95
291,05-Sep-2020 16:51:34,12.500,26.395,13.950,2.670,11.96
292,05-Sep-2020 17:06:34,12.500,26.401,13.950,2.710,11.95
293,05-Sep-2020 17:21:34,12.500,26.392,13.950,2.690,11.96
294,05-Sep-2020 17:36:34,12.500,26.401,13.980,2.700,11.96
295,05-Sep-2020 17:51:34,12.500,26.376,13.622,2.670,11.96
296,05-Sep-2020 18:06:34,12.500,26.395,13.116,2.650,11.96
297,05-Sep-2020 18:21:34,11.938,26.408,13.175,2.680,11.96
298,05-Sep-2020 18:36:34,11.875,26.401,13.145,2.700,11.96
299,05-Sep-2020 18:51:34,11.875,26.369,13.056,2.720,11.96
300,05-Sep-2020 19:06:34,11.875,26.381,12.996,2.700,11.96
301,05-Sep-2020 19:21:34,11.875,26.397,12.996,2.670,11.96
302,05-Sep-2020 19:36:34,11.875,26.405,12.966,2.640,11.95
303,05-Sep-2020 19:51:34,11.875,26.371,12.966,2.610,11.96
304,05-Sep-2020 20:06:34,11.875,26.397,12.937,2.590,11.95
305,05-Sep-2020 20:21:34,11.875,26.407,12.966,2.680,11.95
306,05-Sep-2020 20:36:34,11.813,26.411,12.966,2.600,11.94
307,05-Sep-2020 20:51:34,11.875,26.412,12.966,2.550,11.96
308,05-Sep-2020 21:06:34,11.875,26.422,12.937,2.560,11.96
309,05-Sep-2020 21:21:34,11.875,26.407,12.966,2.590,11.95
310,05-Sep-2020 21:36:34,11.875,26.417,12.937,2.600,11.94
311,05-Sep-2020 21:51:34,11.875,26.419,12.966,2.580,11.95
312,05-Sep-2020 22:06:34,11.875,26.421,12.907,2.580,11.95
313,05-Sep-2020 22:21:34,11.875,26.417,12.937,2.620,11.95
314,05-Sep-2020 22:36:34,11.875,26.397,12.907,2.550,11.96
315,05-Sep-2020 22:51:34,11.875,26.387,12.907,2.590,11.95
316,05-Sep-2020 23:06:34,11.875,26.369,12.847,2.610,11.96
317,05-Sep-2020 23:21:34,11.875,26.387,12.907,2.600,11.95
318,05-Sep-2020 23:36:34,11.875,26.404,12.907,2.650,11.96
319,05-Sep-2020 23:51:34,11.875,26.402,12.877,2.620,11.96
320,06-Sep-2020 00:06:34,11.875,26.401,12.847,2.600,11.96
321,06-Sep-2020 00:21:34,11.875,26.387,12.877,2.610,11.96
322,06-Sep-2020 00:36:34,11.875,26.404,12.907,2.640,11.95
323,06-Sep-2020 00:51:34,11.875,26.370,12.847,2.660,11.96
324,06-Sep-2020 01:06:34,11.875,26.357,12.817,2.640,11.96
325,06-Sep-2020 01:21:34,11.875,26.402,12.877,2.590,11.96
326,06-Sep-2020 01:36:34,11.875,26.403,12.877,2.590,11.96
327,06-Sep-2020 01:51:34,11.875,26.351,12.877,2.560,11.96
328,06-Sep-2020 02:06:34,11.875,26.381,12.847,2.600,11.97
329,06-Sep-2020 02:21:34,11.875,26.389,12.847,2.610,11.96
330,06-Sep-2020 02:36:34,11.875,26.371,12.847,2.590,11.98
331,06-Sep-2020 02:51:34,11.875,26.387,12.877,2.610,12.00
