Advanced Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,0,0,0,0,0,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,26-Jul-2012 19:25:42,0.0000010000001111620804,-0.000219000008655712,1.0031330585479736,-0.000022000000171829015,0.0019970000721514225,0.42111098766326904,0,1,0
,Power,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0

Field Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Power,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5
,,19-Feb-2018 12:42:00,1,0.559999942779541,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0

Sensor/File information
Sensor SN,0021230023,,Modbus Addr.,3
Sensor Type,DO2,,Initialized w/fw Rev,v2.131
Sensor Name,FCR DO 1m  (3)
File Name,FCR_DO_1m_20200902

# Records,1814
Statistical Data,,Temperature (°C),Pressure (psi),Power (V),DO (ppm),DO Temp (°C)
669,09-Sep-2020 15:21:10,25.813,-8.965,13.920,12.320,24.63
670,09-Sep-2020 15:36:10,25.813,-8.565,13.801,10.380,24.70
671,09-Sep-2020 15:51:10,25.813,-8.360,13.891,10.310,24.69
672,09-Sep-2020 16:06:10,25.813,-8.187,13.861,11.430,24.72
673,09-Sep-2020 16:21:10,25.875,-8.151,13.891,11.800,24.73
674,09-Sep-2020 16:36:10,26.000,-8.147,13.891,12.230,24.71
675,09-Sep-2020 16:51:10,25.938,-8.075,13.831,11.300,24.65
676,09-Sep-2020 17:06:10,25.938,-8.101,13.920,10.720,24.63
677,09-Sep-2020 17:21:10,25.938,-8.242,13.920,10.400,24.60
678,09-Sep-2020 17:36:10,25.938,-8.151,13.861,10.260,24.59
679,09-Sep-2020 17:51:10,26.000,-7.925,13.920,10.180,24.53
680,09-Sep-2020 18:06:10,26.000,-8.211,13.920,10.350,24.52
681,09-Sep-2020 18:21:10,26.000,-8.131,13.891,10.270,24.53
682,09-Sep-2020 18:36:10,25.938,-8.048,13.831,10.020,24.53
683,09-Sep-2020 18:51:10,25.938,-7.973,13.622,9.640,24.52
684,09-Sep-2020 19:06:10,25.875,-8.122,13.056,9.240,24.55
685,09-Sep-2020 19:21:10,25.750,-7.730,12.937,8.800,24.62
686,09-Sep-2020 19:36:10,25.750,-7.883,12.937,8.720,24.61
687,09-Sep-2020 19:51:10,25.688,-7.895,12.937,8.630,24.54
688,09-Sep-2020 20:06:10,25.625,-7.670,12.907,8.630,24.40
689,09-Sep-2020 20:21:10,25.625,-8.975,12.907,8.520,24.48
690,09-Sep-2020 20:36:10,25.563,-8.349,12.907,8.390,24.58
691,09-Sep-2020 20:51:10,25.563,-8.874,12.907,8.160,24.58
692,09-Sep-2020 21:06:10,25.563,-8.403,12.907,8.060,24.58
693,09-Sep-2020 21:21:10,25.563,-8.445,12.877,8.020,24.56
694,09-Sep-2020 21:36:10,25.500,-8.497,12.907,8.010,24.54
695,09-Sep-2020 21:51:10,25.500,-8.539,12.877,7.920,24.52
696,09-Sep-2020 22:06:10,25.500,-8.345,12.847,8.020,24.51
697,09-Sep-2020 22:21:10,25.438,-8.535,12.877,8.040,24.50
698,09-Sep-2020 22:36:10,25.438,-8.443,12.847,8.020,24.48
699,09-Sep-2020 22:51:10,25.438,-8.359,12.847,8.110,24.46
700,09-Sep-2020 23:06:10,25.438,-8.376,12.817,8.070,24.45
701,09-Sep-2020 23:21:10,25.375,-8.292,12.847,7.940,24.43
702,09-Sep-2020 23:36:10,25.375,-8.304,12.817,7.970,24.41
703,09-Sep-2020 23:51:10,25.125,-8.476,12.847,8.070,24.40
704,10-Sep-2020 00:06:10,25.313,-8.277,12.788,8.020,24.35
705,10-Sep-2020 00:21:10,25.313,-8.679,12.817,8.000,24.26
706,10-Sep-2020 00:36:10,25.313,-8.679,12.847,7.680,24.30
707,10-Sep-2020 00:51:10,25.313,-8.450,12.817,7.860,24.31
708,10-Sep-2020 01:06:10,25.313,-8.467,12.788,7.670,24.31
709,10-Sep-2020 01:21:10,25.250,-8.349,12.788,7.530,24.29
710,10-Sep-2020 01:36:10,25.188,-8.349,12.788,7.610,24.25
711,10-Sep-2020 01:51:10,25.188,-8.270,12.788,7.640,24.23
712,10-Sep-2020 02:06:10,25.188,-8.189,12.758,7.570,24.21
713,10-Sep-2020 02:21:10,25.125,-8.055,12.758,7.410,24.19
714,10-Sep-2020 02:36:10,25.188,-7.907,12.758,7.330,24.17
715,10-Sep-2020 02:51:10,25.125,-7.889,12.758,7.430,24.15
716,10-Sep-2020 03:06:10,25.125,-8.084,12.758,7.410,24.13
717,10-Sep-2020 03:21:10,25.125,-8.049,12.758,7.350,24.12
718,10-Sep-2020 03:36:10,25.063,-7.766,12.728,7.370,24.11
719,10-Sep-2020 03:51:10,25.063,-7.704,12.758,7.360,24.09
720,10-Sep-2020 04:06:10,25.000,-7.599,12.728,7.310,24.08
721,10-Sep-2020 04:21:10,25.063,-7.663,12.758,7.190,24.06
722,10-Sep-2020 04:36:10,25.063,-7.461,12.758,7.140,24.05
723,10-Sep-2020 04:51:10,25.000,-7.602,12.758,7.020,24.03
724,10-Sep-2020 05:06:10,25.000,-7.407,12.728,7.150,24.02
725,10-Sep-2020 05:21:10,24.938,-7.287,12.728,7.190,23.99
726,10-Sep-2020 05:36:10,24.938,-6.961,12.728,7.190,23.98
727,10-Sep-2020 05:51:10,24.938,-6.645,12.758,7.130,23.96
728,10-Sep-2020 06:06:10,24.938,-7.036,12.728,7.210,23.95
729,10-Sep-2020 06:21:10,24.938,-7.069,12.758,7.110,23.92
730,10-Sep-2020 06:36:10,24.875,-7.093,12.758,7.210,23.89
731,10-Sep-2020 06:51:10,24.875,-6.775,12.758,7.290,23.85
732,10-Sep-2020 07:06:10,24.875,-7.268,12.728,7.440,23.85
733,10-Sep-2020 07:21:10,24.875,-7.126,12.728,7.500,23.85
734,10-Sep-2020 07:36:10,24.875,-6.871,12.788,7.450,23.86
735,10-Sep-2020 07:51:10,24.875,-6.817,12.788,7.480,23.85
736,10-Sep-2020 08:06:10,24.875,-6.962,12.788,7.490,23.84
737,10-Sep-2020 08:21:10,24.813,-6.618,12.907,7.660,23.83
738,10-Sep-2020 08:36:10,24.875,-6.840,13.086,7.970,23.80
739,10-Sep-2020 08:51:10,24.875,-6.656,13.205,7.990,23.82
740,10-Sep-2020 09:06:10,24.875,-6.936,13.116,7.960,23.80
741,10-Sep-2020 09:21:10,24.938,-7.114,13.324,8.120,23.80
742,10-Sep-2020 09:36:10,24.938,-6.527,13.384,8.310,23.80
743,10-Sep-2020 09:51:10,24.938,-7.188,13.443,8.470,23.80
744,10-Sep-2020 10:06:10,25.000,-6.848,13.443,8.670,23.82
745,10-Sep-2020 10:21:10,25.000,-7.234,13.443,8.730,23.91
746,10-Sep-2020 10:36:10,25.063,-7.061,13.533,8.980,24.00
747,10-Sep-2020 10:51:10,25.250,-7.081,13.622,9.330,24.14
748,10-Sep-2020 11:06:10,25.375,-7.365,13.861,9.880,24.28
749,10-Sep-2020 11:21:10,25.438,-7.054,13.831,9.840,24.31
750,10-Sep-2020 11:36:10,25.438,-6.975,13.831,9.590,24.37
751,10-Sep-2020 11:51:10,25.500,-6.827,13.891,9.810,24.39
752,10-Sep-2020 12:06:10,25.125,-7.079,13.861,10.430,24.41
753,10-Sep-2020 12:21:10,25.063,-7.017,13.891,10.970,24.50
754,10-Sep-2020 12:36:10,25.500,-6.943,13.861,11.290,24.47
755,10-Sep-2020 12:51:10,25.250,-7.077,13.920,11.020,24.49
756,10-Sep-2020 13:06:10,25.875,-7.300,13.920,10.800,24.61
757,10-Sep-2020 13:21:10,25.875,-7.173,13.920,10.810,24.75
758,10-Sep-2020 13:36:10,25.875,-6.889,13.920,10.940,24.76
759,10-Sep-2020 13:51:10,25.313,-7.186,13.891,11.110,24.75
760,10-Sep-2020 14:06:10,25.375,-7.157,13.891,14.070,24.79
761,10-Sep-2020 14:21:10,25.625,-7.520,13.891,13.300,24.88
762,10-Sep-2020 14:36:10,26.063,-7.413,13.891,11.860,24.92
763,10-Sep-2020 14:51:10,26.250,-7.347,13.861,11.780,24.88
764,10-Sep-2020 15:06:10,26.313,-7.279,13.891,11.590,24.73
765,10-Sep-2020 15:21:10,25.875,-7.506,13.920,11.600,24.43
766,10-Sep-2020 15:36:10,26.063,-7.556,13.891,11.980,24.40
767,10-Sep-2020 15:51:10,26.313,-7.081,13.891,12.560,24.46
768,10-Sep-2020 16:06:10,26.438,-7.071,13.891,13.680,24.55
769,10-Sep-2020 16:21:10,26.625,-7.352,13.920,14.510,24.64
770,10-Sep-2020 16:36:10,26.813,-7.301,13.891,14.520,24.58
771,10-Sep-2020 16:51:10,27.063,-7.291,13.920,14.190,24.35
772,10-Sep-2020 17:06:10,27.125,-7.381,13.920,13.670,24.29
773,10-Sep-2020 17:21:10,27.188,-7.957,13.920,12.830,24.28
774,10-Sep-2020 17:36:10,27.813,-8.012,13.920,12.150,24.21
775,10-Sep-2020 17:51:10,27.813,-8.143,13.801,10.760,24.22
776,10-Sep-2020 18:06:10,27.750,-8.173,13.741,10.070,24.19
777,10-Sep-2020 18:21:10,27.688,-7.896,13.682,9.560,24.15
778,10-Sep-2020 18:36:10,27.563,-8.188,13.622,9.050,24.05
779,10-Sep-2020 18:51:10,27.438,-8.041,13.145,8.640,24.01
780,10-Sep-2020 19:06:10,26.750,-7.962,12.996,8.260,23.91
781,10-Sep-2020 19:21:10,26.688,-8.184,12.996,7.930,23.71
782,10-Sep-2020 19:36:10,27.125,-8.321,12.907,7.670,23.89
783,10-Sep-2020 19:51:10,27.125,-8.995,12.937,7.470,23.93
784,10-Sep-2020 20:06:10,26.875,-8.940,12.937,7.450,23.98
785,10-Sep-2020 20:21:10,26.938,-8.564,12.907,7.500,23.65
786,10-Sep-2020 20:36:10,26.875,-8.310,12.937,7.130,23.70
787,10-Sep-2020 20:51:10,26.875,-8.718,12.937,6.980,23.82
788,10-Sep-2020 21:06:10,26.813,-8.408,12.877,6.880,23.95
789,10-Sep-2020 21:21:10,26.750,-8.264,12.907,6.850,23.95
790,10-Sep-2020 21:36:10,26.688,-8.322,12.907,6.940,24.03
791,10-Sep-2020 21:51:10,26.688,-8.038,12.907,6.910,24.06
792,10-Sep-2020 22:06:10,26.625,-7.985,12.877,6.830,24.10
793,10-Sep-2020 22:21:10,26.625,-7.904,12.877,6.760,24.24
794,10-Sep-2020 22:36:10,26.500,-7.864,12.877,6.850,24.53
795,10-Sep-2020 22:51:10,26.500,-8.094,12.877,7.070,24.70
796,10-Sep-2020 23:06:10,26.375,-7.848,12.877,7.320,24.94
797,10-Sep-2020 23:21:10,26.375,-7.877,12.847,7.780,25.00
798,10-Sep-2020 23:36:10,26.250,-7.600,12.877,7.960,25.08
799,10-Sep-2020 23:51:10,26.250,-7.583,12.877,7.910,24.96
800,11-Sep-2020 00:06:10,26.188,-7.702,12.847,7.870,25.03
801,11-Sep-2020 00:21:10,26.125,-7.652,12.817,7.980,25.02
802,11-Sep-2020 00:36:10,26.063,-7.448,12.847,7.860,24.99
803,11-Sep-2020 00:51:10,26.000,-7.281,12.847,7.800,24.93
804,11-Sep-2020 01:06:10,26.000,-7.430,12.788,7.990,24.90
805,11-Sep-2020 01:21:10,25.875,-7.311,12.847,7.940,24.85
806,11-Sep-2020 01:36:10,25.813,-7.349,12.817,7.810,24.80
807,11-Sep-2020 01:51:10,25.750,-7.193,12.847,7.720,24.77
808,11-Sep-2020 02:06:10,25.750,-7.165,12.817,7.530,24.74
809,11-Sep-2020 02:21:10,25.625,-7.149,12.847,7.500,24.72
810,11-Sep-2020 02:36:10,25.688,-7.158,12.788,7.500,24.69
811,11-Sep-2020 02:51:10,25.625,-7.147,12.817,7.600,24.67
812,11-Sep-2020 03:06:10,25.625,-7.252,12.788,7.550,24.63
813,11-Sep-2020 03:21:10,25.625,-7.144,12.817,7.600,24.61
814,11-Sep-2020 03:36:10,25.625,-7.107,12.817,7.630,24.59
815,11-Sep-2020 03:51:10,25.563,-6.923,12.817,7.670,24.57
816,11-Sep-2020 04:06:10,25.563,-7.055,12.817,7.670,24.56
817,11-Sep-2020 04:21:10,25.563,-6.945,12.788,7.540,24.55
818,11-Sep-2020 04:36:10,25.563,-7.009,12.788,7.520,24.54
819,11-Sep-2020 04:51:10,25.438,-7.087,12.788,7.420,24.51
820,11-Sep-2020 05:06:10,25.438,-6.883,12.758,7.380,24.48
821,11-Sep-2020 05:21:10,25.438,-6.869,12.758,7.300,24.46
822,11-Sep-2020 05:36:10,25.375,-6.669,12.758,7.360,24.43
823,11-Sep-2020 05:51:10,25.375,-6.902,12.758,7.370,24.40
824,11-Sep-2020 06:06:10,24.813,-6.687,12.788,7.300,24.38
825,11-Sep-2020 06:21:10,25.313,-6.547,12.758,7.340,24.36
826,11-Sep-2020 06:36:10,25.313,-6.750,12.758,7.600,24.34
827,11-Sep-2020 06:51:10,25.313,-6.735,12.758,7.630,24.32
828,11-Sep-2020 07:06:10,25.313,-6.496,12.728,7.720,24.30
829,11-Sep-2020 07:21:10,24.813,-6.520,12.758,7.770,24.28
830,11-Sep-2020 07:36:10,24.625,-6.573,12.788,7.720,24.27
831,11-Sep-2020 07:51:10,24.938,-6.651,12.758,7.770,24.27
832,11-Sep-2020 08:06:10,25.250,-6.673,12.788,7.810,24.26
833,11-Sep-2020 08:21:10,25.188,-6.514,12.877,7.860,24.24
834,11-Sep-2020 08:36:10,25.250,-6.695,13.116,8.010,24.21
835,11-Sep-2020 08:51:10,24.875,-6.761,13.414,8.170,24.21
836,11-Sep-2020 09:06:10,24.625,-6.673,13.503,8.460,24.22
837,11-Sep-2020 09:21:10,24.625,-6.658,13.503,8.690,24.23
838,11-Sep-2020 09:36:10,24.688,-6.596,13.533,8.840,24.24
839,11-Sep-2020 09:51:10,24.688,-6.813,13.592,8.940,24.26
840,11-Sep-2020 10:06:10,24.750,-6.718,13.503,9.120,24.29
841,11-Sep-2020 10:21:10,24.750,-6.799,13.861,9.410,24.32
842,11-Sep-2020 10:36:10,25.250,-6.755,13.861,9.840,24.34
843,11-Sep-2020 10:51:10,25.375,-7.362,13.891,10.050,24.37
844,11-Sep-2020 11:06:10,24.875,-7.273,13.891,10.500,24.39
845,11-Sep-2020 11:21:10,24.875,-7.087,13.861,10.740,24.41
846,11-Sep-2020 11:36:10,25.375,-7.223,13.861,10.830,24.47
847,11-Sep-2020 11:51:10,25.625,-7.203,13.891,11.110,24.51
848,11-Sep-2020 12:06:10,25.688,-7.114,13.831,11.820,24.56
849,11-Sep-2020 12:21:10,25.938,-7.119,13.920,12.350,24.62
850,11-Sep-2020 12:36:10,26.063,-7.106,13.891,12.060,24.88
851,11-Sep-2020 12:51:10,25.500,-7.064,13.920,11.550,24.98
852,11-Sep-2020 13:06:10,25.500,-7.211,13.891,11.380,24.98
853,11-Sep-2020 13:21:10,25.563,-7.198,13.920,11.670,24.95
854,11-Sep-2020 13:36:10,25.750,-7.097,13.920,12.820,24.97
855,11-Sep-2020 13:51:10,26.375,-7.245,13.861,11.510,24.83
856,11-Sep-2020 14:06:10,26.000,-7.126,13.891,11.110,24.83
857,11-Sep-2020 14:21:10,25.938,-7.349,13.920,10.660,25.03
858,11-Sep-2020 14:36:10,25.938,-6.993,13.920,10.700,24.88
859,11-Sep-2020 14:51:10,26.563,-7.186,13.891,12.520,24.62
860,11-Sep-2020 15:06:10,26.813,-7.421,13.920,14.150,24.72
861,11-Sep-2020 15:21:10,27.063,-7.086,13.920,13.640,24.71
862,11-Sep-2020 15:36:10,26.813,-7.093,13.861,11.800,24.76
863,11-Sep-2020 15:51:10,26.813,-6.900,13.920,12.090,24.72
864,11-Sep-2020 16:06:10,26.750,-7.071,13.891,11.750,24.75
865,11-Sep-2020 16:21:10,26.688,-6.955,13.920,10.730,24.66
866,11-Sep-2020 16:36:10,27.313,-7.146,13.891,12.780,24.63
867,11-Sep-2020 16:51:10,27.438,-7.100,13.920,12.490,24.56
868,11-Sep-2020 17:06:10,27.313,-7.096,13.891,11.560,24.57
869,11-Sep-2020 17:21:10,27.313,-7.060,13.891,11.540,24.64
870,11-Sep-2020 17:36:10,27.500,-7.252,13.891,11.900,24.64
871,11-Sep-2020 17:51:10,27.500,-7.137,13.920,10.520,24.64
872,11-Sep-2020 18:06:10,27.188,-7.154,13.891,10.040,24.59
873,11-Sep-2020 18:21:10,26.875,-7.134,13.682,9.470,24.48
874,11-Sep-2020 18:36:10,26.750,-7.287,13.235,9.120,24.53
875,11-Sep-2020 18:51:10,27.125,-7.257,13.056,9.020,24.60
876,11-Sep-2020 19:06:10,26.500,-7.409,12.996,9.040,24.65
877,11-Sep-2020 19:21:10,26.375,-9.814,12.966,8.930,24.77
878,11-Sep-2020 19:36:10,26.313,-9.398,12.966,8.740,24.72
879,11-Sep-2020 19:51:10,26.250,-9.647,12.966,8.590,24.65
880,11-Sep-2020 20:06:10,26.375,-8.559,12.907,8.450,24.44
881,11-Sep-2020 20:21:10,26.063,-8.679,12.966,8.210,24.57
882,11-Sep-2020 20:36:10,26.125,-8.644,12.966,8.510,24.68
883,11-Sep-2020 20:51:10,26.125,-8.941,12.966,8.670,24.79
884,11-Sep-2020 21:06:10,26.063,-8.962,12.907,8.660,25.01
885,11-Sep-2020 21:21:10,26.063,-9.001,12.937,8.870,24.98
886,11-Sep-2020 21:36:10,25.938,-8.607,12.937,8.950,25.06
887,11-Sep-2020 21:51:10,25.938,-8.398,12.937,8.920,25.29
888,11-Sep-2020 22:06:10,25.875,-11.035,12.907,8.970,25.33
889,11-Sep-2020 22:21:10,25.813,-8.909,12.907,9.090,25.39
890,11-Sep-2020 22:36:10,25.813,-8.565,12.907,9.210,25.36
891,11-Sep-2020 22:51:10,25.688,-8.320,12.907,9.260,25.33
892,11-Sep-2020 23:06:10,25.688,-8.302,12.877,9.290,25.28
893,11-Sep-2020 23:21:10,25.625,-8.239,12.937,9.290,25.22
894,11-Sep-2020 23:36:10,25.563,-8.461,12.907,9.190,25.19
895,11-Sep-2020 23:51:10,25.500,-8.518,12.937,9.060,25.16
896,12-Sep-2020 00:06:10,25.688,-8.331,12.877,8.890,25.14
897,12-Sep-2020 00:21:10,25.500,-8.219,12.877,8.780,25.12
898,12-Sep-2020 00:36:10,25.438,-8.135,12.907,8.680,25.06
899,12-Sep-2020 00:51:10,25.375,-8.185,12.907,8.650,24.97
900,12-Sep-2020 01:06:10,25.375,-8.152,12.877,8.620,24.86
901,12-Sep-2020 01:21:10,25.375,-8.103,12.877,8.530,24.83
902,12-Sep-2020 01:36:10,25.250,-8.139,12.877,8.430,24.84
903,12-Sep-2020 01:51:10,25.250,-8.113,12.847,8.330,24.81
904,12-Sep-2020 02:06:10,25.188,-7.962,12.847,8.350,24.77
905,12-Sep-2020 02:21:10,25.125,-7.730,12.877,8.310,24.75
906,12-Sep-2020 02:36:10,25.063,-7.762,12.877,8.270,24.70
907,12-Sep-2020 02:51:10,25.063,-7.779,12.877,8.320,24.67
908,12-Sep-2020 03:06:10,24.938,-7.531,12.847,8.240,24.63
909,12-Sep-2020 03:21:10,24.938,-7.478,12.877,8.230,24.59
910,12-Sep-2020 03:36:10,24.875,-7.526,12.877,8.170,24.52
911,12-Sep-2020 03:51:10,24.875,-7.556,12.877,8.230,24.49
912,12-Sep-2020 04:06:10,25.063,-7.485,12.817,8.180,24.45
913,12-Sep-2020 04:21:10,24.938,-7.327,12.847,8.060,24.40
914,12-Sep-2020 04:36:10,25.000,-7.232,12.847,7.950,24.36
915,12-Sep-2020 04:51:10,24.875,-7.501,12.847,7.910,24.34
916,12-Sep-2020 05:06:10,24.688,-7.467,12.847,7.810,24.32
917,12-Sep-2020 05:21:10,24.625,-7.241,12.847,7.840,24.27
918,12-Sep-2020 05:36:10,24.625,-7.268,12.847,7.770,24.26
919,12-Sep-2020 05:51:10,24.563,-13.033,12.817,7.730,24.25
920,12-Sep-2020 06:06:10,24.563,-12.844,12.847,7.730,24.23
921,12-Sep-2020 06:21:10,24.500,-12.831,12.877,7.570,24.23
922,12-Sep-2020 06:36:10,24.563,-12.703,12.847,7.430,24.22
923,12-Sep-2020 06:51:10,24.563,-12.746,12.847,7.450,24.21
924,12-Sep-2020 07:06:10,24.500,-12.345,12.817,7.470,24.20
925,12-Sep-2020 07:21:10,24.500,-12.428,12.847,7.540,24.18
926,12-Sep-2020 07:36:10,24.500,-12.204,12.817,7.640,24.15
927,12-Sep-2020 07:51:10,24.500,-12.165,12.847,7.700,24.13
928,12-Sep-2020 08:06:10,24.438,-12.422,12.788,7.710,24.12
929,12-Sep-2020 08:21:10,24.438,-12.379,12.817,7.650,24.10
930,12-Sep-2020 08:36:10,24.438,-12.262,12.847,7.620,24.07
931,12-Sep-2020 08:51:10,24.438,-12.138,12.907,7.660,24.06
932,12-Sep-2020 09:06:10,24.375,-12.048,12.907,7.810,24.04
933,12-Sep-2020 09:21:10,24.375,-12.295,12.937,7.840,24.04
934,12-Sep-2020 09:36:10,24.375,-12.162,12.966,7.790,24.03
935,12-Sep-2020 09:51:10,24.563,-12.196,12.966,7.840,24.01
936,12-Sep-2020 10:06:10,24.375,-12.063,12.966,7.990,23.99
937,12-Sep-2020 10:21:10,24.375,-11.870,13.116,8.120,23.98
938,12-Sep-2020 10:36:10,24.313,-11.796,13.116,8.240,23.96
939,12-Sep-2020 10:51:10,24.313,-12.071,13.265,8.280,23.94
940,12-Sep-2020 11:06:10,24.313,-11.872,13.324,8.340,23.94
941,12-Sep-2020 11:21:10,24.313,-12.108,13.414,8.310,23.94
942,12-Sep-2020 11:36:10,24.313,-11.813,13.563,8.550,23.94
943,12-Sep-2020 11:51:10,24.313,-11.924,13.652,8.690,23.94
944,12-Sep-2020 12:06:10,24.375,-11.658,13.592,8.670,23.92
945,12-Sep-2020 12:21:10,24.313,-11.752,13.861,8.850,23.92
946,12-Sep-2020 12:36:10,24.375,-11.876,13.891,8.780,23.91
947,12-Sep-2020 12:51:10,24.313,-11.815,13.891,9.100,23.88
948,12-Sep-2020 13:06:10,24.375,-11.889,13.831,8.810,23.79
949,12-Sep-2020 13:21:10,24.375,-11.879,13.891,8.770,23.75
950,12-Sep-2020 13:36:10,24.313,-11.752,13.831,8.620,23.72
951,12-Sep-2020 13:51:10,24.375,-11.848,13.891,8.270,23.71
952,12-Sep-2020 14:06:10,24.375,-11.733,13.891,9.020,23.72
953,12-Sep-2020 14:21:10,24.500,-11.946,13.891,9.770,23.69
954,12-Sep-2020 14:36:10,24.563,-10.578,13.891,10.030,23.68
955,12-Sep-2020 14:51:10,24.625,-10.425,13.920,10.190,23.69
956,12-Sep-2020 15:06:10,24.688,-10.442,13.891,10.350,23.65
957,12-Sep-2020 15:21:10,24.625,-10.322,13.920,10.380,23.63
958,12-Sep-2020 15:36:10,24.625,-10.438,13.891,10.180,23.61
959,12-Sep-2020 15:51:10,24.625,-10.347,13.891,10.070,23.63
960,12-Sep-2020 16:06:10,24.563,-10.454,13.861,9.700,23.64
961,12-Sep-2020 16:21:10,24.500,-10.231,13.920,9.310,23.61
962,12-Sep-2020 16:36:10,24.500,-10.332,13.891,9.420,23.59
963,12-Sep-2020 16:51:10,24.563,-10.425,13.891,10.020,23.59
964,12-Sep-2020 17:06:10,24.625,-10.439,13.891,9.760,23.52
965,12-Sep-2020 17:21:10,24.563,-10.403,13.116,8.940,23.54
966,12-Sep-2020 17:36:10,24.438,-10.247,13.056,8.510,23.55
967,12-Sep-2020 17:51:10,24.313,-10.384,13.086,8.450,23.55
968,12-Sep-2020 18:06:10,24.375,-14.495,13.086,8.460,23.54
969,12-Sep-2020 18:21:10,24.250,-14.133,13.056,8.570,23.53
970,12-Sep-2020 18:36:10,24.250,-12.240,13.116,8.660,23.50
971,12-Sep-2020 18:51:10,24.188,-12.164,12.996,8.590,23.43
972,12-Sep-2020 19:06:10,24.125,-12.312,12.937,8.420,23.44
973,12-Sep-2020 19:21:10,24.063,-12.187,12.966,8.470,23.41
974,12-Sep-2020 19:36:10,24.000,-16.229,12.966,8.570,23.40
975,12-Sep-2020 19:51:10,23.938,-16.285,12.966,8.630,23.43
976,12-Sep-2020 20:06:10,23.938,-14.357,12.907,8.690,23.41
977,12-Sep-2020 20:21:10,23.875,-8.295,12.966,8.660,23.43
978,12-Sep-2020 20:36:10,23.750,-8.244,12.966,8.610,23.41
979,12-Sep-2020 20:51:10,23.750,-8.476,12.966,8.580,23.41
980,12-Sep-2020 21:06:10,23.750,-8.200,12.907,8.560,23.40
981,12-Sep-2020 21:21:10,23.688,-8.357,12.937,8.440,23.38
982,12-Sep-2020 21:36:10,23.688,-8.148,12.966,8.340,23.37
983,12-Sep-2020 21:51:10,23.625,-8.141,12.937,8.270,23.34
984,12-Sep-2020 22:06:10,23.688,-8.075,12.907,8.270,23.34
985,12-Sep-2020 22:21:10,23.625,-8.098,12.937,8.290,23.32
986,12-Sep-2020 22:36:10,23.625,-7.946,12.907,8.260,23.29
987,12-Sep-2020 22:51:10,23.625,-8.013,12.937,8.230,23.28
988,12-Sep-2020 23:06:10,23.563,-7.893,12.877,8.190,23.27
989,12-Sep-2020 23:21:10,23.563,-7.921,12.907,8.080,23.25
990,12-Sep-2020 23:36:10,23.563,-7.750,12.907,8.070,23.22
991,12-Sep-2020 23:51:10,23.500,-7.779,12.907,8.000,23.21
992,13-Sep-2020 00:06:10,23.500,-7.668,12.877,8.020,23.19
993,13-Sep-2020 00:21:10,23.500,-7.990,12.877,7.930,23.18
994,13-Sep-2020 00:36:10,23.500,-7.835,12.877,7.840,23.17
995,13-Sep-2020 00:51:10,23.438,-7.921,12.877,7.740,23.14
996,13-Sep-2020 01:06:10,23.438,-7.697,12.847,7.780,23.11
997,13-Sep-2020 01:21:10,23.438,-7.920,12.877,7.840,23.10
998,13-Sep-2020 01:36:10,23.375,-7.874,12.877,7.770,23.08
999,13-Sep-2020 01:51:10,23.438,-7.721,12.877,7.780,23.07
1000,13-Sep-2020 02:06:10,23.375,-7.635,12.817,7.790,23.07
1001,13-Sep-2020 02:21:10,23.375,-7.669,12.847,7.850,23.06
1002,13-Sep-2020 02:36:10,23.375,-7.767,12.877,7.840,23.05
1003,13-Sep-2020 02:51:10,23.375,-7.718,12.847,7.750,23.03
1004,13-Sep-2020 03:06:10,23.313,-7.720,12.847,7.770,23.02
1005,13-Sep-2020 03:21:10,23.313,-7.544,12.847,7.750,23.00
1006,13-Sep-2020 03:36:10,23.375,-7.542,12.847,7.710,22.99
1007,13-Sep-2020 03:51:10,23.313,-7.518,12.817,7.570,22.98
1008,13-Sep-2020 04:06:10,23.313,-7.454,12.817,7.540,22.98
1009,13-Sep-2020 04:21:10,23.250,-7.417,12.817,7.510,22.96
1010,13-Sep-2020 04:36:10,23.500,-7.342,12.817,7.470,22.95
1011,13-Sep-2020 04:51:10,23.250,-7.261,12.817,7.440,22.93
1012,13-Sep-2020 05:06:10,23.250,-7.319,12.788,7.450,22.92
1013,13-Sep-2020 05:21:10,23.250,-7.260,12.847,7.370,22.90
1014,13-Sep-2020 05:36:10,23.188,-7.268,12.847,7.290,22.90
1015,13-Sep-2020 05:51:10,23.188,-7.455,12.817,7.170,22.88
