ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),112Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2023 - 1,0.5,"2,825.6","1,020.4",20.1,"6,753.7",12.1,0.8,1.0,"1,036.4","2,264.8",1.8,0.2,0.0,230.2,42.6,0.1,0.0,0.7,0.8,0.2,0.7,14.6,0.3,0.0,0.1,0.0,16.3,0.1,0.1
02/03/2023 - 2,0.4,"2,809.5",999.2,7.2,"6,670.6",2.7,0.9,0.8,"1,030.8","2,228.5",1.4,0.1,0.0,151.2,36.7,0.1,0.5,0.3,8.8,0.1,0.5,14.5,0.2,0.0,0.1,0.0,16.3,0.1,0.0
02/03/2023 - 3,0.4,"2,788.2","1,008.1",21.5,"6,739.0",14.7,0.9,0.8,"1,034.3","2,256.1",1.4,0.2,0.0,281.2,43.2,0.1,-0.1,1.0,0.1,0.1,0.2,14.6,0.2,0.0,0.0,0.0,16.5,0.2,0.0
02/03/2023 - 5,0.4,"2,801.9","1,010.9",24.0,"6,698.6",14.0,1.1,0.8,"1,029.5","2,229.7",1.3,0.2,0.0,284.1,42.1,0.1,0.0,1.4,0.0,0.1,0.4,14.5,0.1,0.0,0.0,0.0,16.3,0.1,0.0
02/03/2023 - 6,0.3,"2,784.6",989.4,5.3,"6,562.6",2.8,0.8,0.7,"1,020.1","2,221.2",1.0,0.1,0.0,162.5,37.0,0.1,0.0,0.7,6.5,0.1,0.2,14.3,0.1,0.0,0.0,0.0,16.0,0.1,0.0
02/03/2023 - 7,0.3,"2,802.9",999.3,21.2,"6,680.4",14.2,1.0,0.7,"1,030.2","2,232.5",1.2,0.2,0.0,280.4,41.9,0.1,0.0,0.8,0.2,0.1,0.3,14.5,0.1,0.0,0.0,0.0,16.5,0.2,0.0
02/03/2023 - 8,0.3,"2,811.0",999.2,6.5,"6,619.7",2.6,0.6,0.7,"1,021.4","2,220.9",0.8,0.1,0.0,162.8,37.6,0.1,0.0,0.7,7.2,0.1,0.1,14.5,0.0,0.0,0.0,-0.1,16.1,0.2,0.0
02/03/2023 - 9,0.3,"2,814.7","1,009.4",22.3,"6,695.5",14.7,0.7,0.7,"1,032.1","2,231.4",1.1,0.2,0.0,284.6,41.7,0.1,0.0,0.9,-0.2,0.1,0.3,14.6,0.0,0.0,0.0,0.0,16.3,0.1,0.0
