"x","cast","Reservoir","Site","DateTime","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","YellowSubstances_ugL","TotalConc_ugL","Transmission","Depth_m","Temp_degC","RFU_525nm","RFU_570nm","RFU_610nm","RFU_370nm","RFU_590nm","RFU_470nm"
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:31,3.2,7.07,0.16,0,1.01,10.44,100,4.93,12.79,11.17,7.36,36.71,20.52,35.67,21.12
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:34,3.21,7.28,0.14,0,0.99,10.63,100,4.99,12.52,11.3,7.2,38.01,20.4,36.1,20.91
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:36,3.08,6.81,0.26,0,1,10.15,100,5.04,12.65,11.06,7.16,35.45,20.13,34.6,20.92
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:38,3.33,7.39,0.1,0,1.01,10.81,100,5.12,13.01,11.41,7.38,38.77,20.75,36.4,21.27
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:41,3.16,6.8,0.19,0,1.02,10.14,100,5.2,13.2,11.07,6.93,35.95,20.41,34.01,21.07
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:43,3.36,7.15,0,0,1.02,10.51,100,5.25,13.17,11.05,7.11,37.9,20.57,35.05,20.94
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:46,3.38,7.3,0,0,1.01,10.67,100,5.28,13.13,11.1,7.25,38.91,20.67,35.37,21
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:48,3.1,7.09,0.1,0,1.04,10.29,100,5.32,13.09,11.07,7.45,36.98,20.59,35.2,20.74
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:50,3.2,6.97,0.02,0,1.03,10.19,100,5.38,13.01,10.87,6.94,36.9,20.35,34.27,20.53
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:53,3.08,7,0.06,0,1.03,10.14,100,5.44,12.73,10.91,7.07,36.73,20.31,34.59,20.39
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:55,2.49,5.92,0.43,0,1.04,8.84,100,5.46,12.59,10.49,6.3,31.02,19.35,30.69,19.83
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:44:57,2.92,6.18,0.18,0,1.02,9.28,100,5.51,12.58,10.34,6.68,32.78,19.54,31.32,20.02
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:00,3.02,6.58,0.16,0,1.03,9.76,100,5.55,12.08,10.76,6.84,34.85,20.09,32.92,20.49
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:02,2.6,6.17,0.3,0,1.07,9.08,100,5.56,11.54,10.57,6.36,32.27,19.79,31.64,19.95
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:05,2.76,6.21,0.24,0,1.05,9.22,100,5.58,11.89,10.5,6.7,32.69,19.78,31.63,20.08
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:07,3.02,6.45,0,0,1.06,9.48,100,5.65,11.98,10.37,6.6,34.4,20.03,31.94,20
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:09,2.96,6.07,0.11,0,1.05,9.14,100,5.71,11.95,10.2,6.42,32.45,19.68,30.7,20.02
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:12,2.88,6.03,0.13,0,1.05,9.04,100,5.75,11.85,10.18,6.26,32.01,19.56,30.71,19.86
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:14,2.9,5.8,0,0,1.03,8.7,100,5.84,11.38,9.57,6.07,31.57,19.03,28.87,19.1
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:17,2.86,6.03,0.1,0,1.07,8.99,100,5.94,10.83,10.14,6.29,32.03,19.7,30.62,19.83
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:19,2.73,5.7,0.16,0,1.06,8.59,100,6,10.59,9.91,6.11,30.56,19.26,29.09,19.47
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:21,2.58,5.64,0.18,0,1.07,8.41,100,6.08,10.55,9.83,5.77,29.58,19.15,29.44,19.19
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:24,2.74,5.34,0.11,0,1.04,8.19,100,6.13,10.7,9.45,5.55,28.55,18.76,27.86,19.06
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:26,2.71,5.81,0.07,0,1.07,8.59,100,6.18,11.21,9.8,6.07,30.83,19.29,29.56,19.14
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:28,2.8,5.76,0,0,1.04,8.56,100,6.27,11.72,9.49,6.09,30.92,18.99,29.01,18.88
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:31,2.57,5.96,0.16,0,1.08,8.69,100,6.34,11.85,10.06,6.17,31.23,19.44,30.45,19.22
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:33,2.62,5.58,0.16,0,1.05,8.36,100,6.4,11.63,9.75,5.99,30.04,18.98,28.31,19.06
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:36,2.61,5.89,0,0,1.06,8.51,100,6.5,11.08,9.5,6.17,31.32,19,29.48,18.46
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:38,2.59,5.59,0.08,0,1.05,8.26,100,6.6,10.73,9.56,5.74,30,18.8,28.26,18.6
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:40,2.41,5.8,0.08,0,1.08,8.28,100,6.67,10.64,9.69,6,30.75,18.99,29.07,18.3
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:43,2.53,5.87,0.1,0,1.07,8.5,100,6.73,10.76,9.83,6.31,31.4,19.12,29.24,18.69
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:45,2.59,6.27,0.04,0,1.06,8.9,100,6.79,11.19,10.05,6.5,33.24,19.33,30.85,18.71
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:47,2.34,5.56,0.12,0,1.07,8.02,100,6.89,11.3,9.52,5.87,29.59,18.71,28.13,18.14
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:50,2.31,5.83,0.14,0,1.06,8.28,100,6.97,10.92,9.71,6.09,30.52,18.76,29.52,18.11
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:52,2.39,5.8,0.06,0,1.09,8.25,100,7.04,10.94,9.67,5.96,30.86,19.07,28.95,18.25
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:55,2.25,5.76,0.13,0,1.1,8.14,100,7.15,10.88,9.72,5.94,30.21,19.06,29.14,18.21
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:57,2.4,5.47,0,0,1.07,7.88,100,7.23,10.35,9.12,5.57,29.51,18.49,27.3,17.72
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:45:59,2.4,5.96,0,0,1.1,8.35,100,7.25,9.97,9.67,6.06,31.46,19.15,29.56,18.13
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:02,2.42,5.94,0.02,0,1.08,8.39,100,7.32,9.9,9.7,6.2,31.71,19.03,29.23,18.16
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:04,2.23,5.71,0.06,0,1.11,8,100,7.35,10.02,9.53,5.97,30.15,18.91,28.6,17.84
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:07,2.31,5.59,0.02,0,1.1,7.92,100,7.36,10.38,9.37,5.86,29.59,18.82,28.16,17.86
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:09,1.75,5.45,0,0.29,1.18,7.49,100,7.37,10.65,9.79,6.1,28.13,19.21,29.35,17.85
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:11,2.17,5.69,0.07,0,1.1,7.93,100,7.35,10.55,9.51,5.81,30.15,18.76,28.31,17.64
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:14,2.35,6.06,0,0,1.1,8.41,100,7.35,10.44,9.77,6.25,32.31,19.17,29.48,18
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:16,2.3,5.71,0.07,0,1.13,8.07,100,7.36,10.3,9.64,5.91,30.04,19.29,28.84,18.31
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:18,2.04,5.62,0.12,0,1.17,7.78,100,7.4,10.4,9.56,5.9,28.78,19.28,29.08,17.98
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:21,2.12,5.32,0,0,1.12,7.43,100,7.52,10.1,8.86,5.6,28.42,18.5,26.57,17.18
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:23,2.14,5.55,0.07,0,1.13,7.76,100,7.64,9.8,9.4,5.82,29.17,18.95,28.08,17.75
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:26,2.18,5.63,0,0,1.15,7.81,100,7.78,9.95,9.37,5.75,29.75,19.08,28.17,17.7
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:28,2.15,5.48,0,0,1.14,7.63,100,7.91,9.9,9.16,5.68,29.15,18.87,27.35,17.5
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:30,2.18,5.78,0,0,1.15,7.96,100,8.05,9.78,9.41,5.93,30.27,19.2,28.96,17.76
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:33,2.14,5.94,0,0,1.16,8.08,100,8.12,9.77,9.61,6.15,31.11,19.41,29.37,17.8
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:35,1.92,5.61,0.08,0,1.17,7.61,100,8.15,9.78,9.42,5.87,28.9,19.08,28.57,17.44
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:37,2.09,5.75,0,0,1.17,7.84,100,8.25,9.81,9.48,5.99,30.05,19.25,28.72,17.64
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:40,2.06,5.78,0,0,1.15,7.84,100,8.32,9.8,9.4,5.9,30.56,19.12,28.45,17.43
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:42,2.15,5.89,0,0,1.15,8.03,100,8.36,9.92,9.41,6.02,31.27,19.35,28.79,17.75
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:45,2.06,5.95,0,0,1.17,8.01,100,8.45,10.04,9.49,6.16,31.63,19.42,28.85,17.59
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:47,2.05,6.15,0,0,1.18,8.19,100,8.48,9.86,9.72,6.37,32.24,19.62,29.91,17.69
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:49,1.99,5.75,0,0,1.19,7.74,100,8.48,9.74,9.47,5.86,30.17,19.4,28.48,17.52
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:52,1.88,5.47,0.12,0,1.19,7.48,100,8.48,9.91,9.39,5.76,28.06,19.13,28.29,17.55
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:54,2.07,6.24,0,0,1.17,8.31,100,8.56,10.29,9.73,6.4,32.5,19.65,30.55,17.74
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:56,1.98,6.37,0,0,1.19,8.34,100,8.57,10.24,9.72,6.53,33.51,19.87,30.49,17.65
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:46:59,2.08,6.76,0,0,1.16,8.84,100,8.58,9.93,9.92,6.85,36.45,20.01,31.05,17.84
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:47:01,2.08,6.66,0,0,1.17,8.75,100,8.58,9.97,9.93,6.56,35.46,20.03,31.31,17.91
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:47:04,2.05,6.22,0,0,1.19,8.27,100,8.58,10.11,9.66,6.36,33.37,19.84,29.42,17.81
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:47:06,2.08,6.15,0,0,1.19,8.23,100,8.6,10.2,9.77,6.13,31.97,19.79,30.36,17.91
"20220620_BVR_50.txt","27","BVR",50,2022-06-20 12:47:08,4.25,10.64,0.68,0,1.06,15.58,97.12,8.67,10.12,16.34,10.53,56.39,26.12,49.92,28.33
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:24,6.06,35.8,0,0,0.2,41.86,57.28,0.28,23.32,33.13,26.5,175.34,38.14,151.76,32.65
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:27,6.11,35.93,0,0,0.19,42.04,58.43,0.45,23.29,33.05,27.96,175.15,38.12,153.03,32.72
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:29,6.39,36.16,0,0,0.08,42.55,58.16,0.53,23.21,33.08,27.92,177.49,37.61,152.99,32.81
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:32,6.59,36.48,0,0,0,43.06,58.32,0.58,23.1,32.56,27.98,179.03,37.46,154.63,32.99
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:34,6.52,36.1,0,0,0,42.62,58.11,0.65,22.83,33.69,27.73,176.75,36.81,153.34,32.56
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:36,6.66,35.53,0,0,0,42.2,58.6,0.73,22.52,33.68,27.65,174.78,36.03,150.48,33
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:39,6.33,36.6,0,0,0.08,42.93,57.71,0.79,22.3,33.85,28.48,178.93,37.81,155.24,32.78
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:41,5.59,37.94,0,0,0.22,43.54,58.49,0.83,22.1,33.81,28.82,185.69,39.46,159.33,32.03
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:43,5.9,37.53,0,0,0.23,43.43,57.4,0.88,21.92,34.16,28.99,183.28,39.54,158.55,32.92
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:46,5.42,37.25,0,0,0.34,42.67,57.76,0.94,21.76,34.41,28.53,181.94,39.73,156.69,32.17
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:48,5.57,39.03,0,0,0.24,44.59,57.64,0.98,21.61,34.88,29.93,190.4,40.46,164.02,32.49
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:51,4.81,38.73,0,0,0.39,43.54,58.72,1.11,21.54,34.1,29.13,188.75,40.75,162.06,31.16
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:53,4.89,39.63,0,0,0.36,44.52,58.7,1.17,21.55,35.14,30.08,192.63,41.15,166.07,31.45
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:55,5.03,39.25,0,0,0.29,44.28,58.5,1.21,21.49,34.32,29.54,191.01,40.51,164.71,31.29
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:35:58,4.96,39.64,0,0,0.34,44.6,58.98,1.25,21.47,34.93,30.23,192.35,41.11,166.59,31.56
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:00,4.54,39.38,0,0,0.39,43.92,59.4,1.33,21.37,34.57,29.36,191.84,40.83,164.22,30.49
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:02,4.52,39.23,0,0,0.37,43.74,59.83,1.36,21.24,33.9,29.9,190.81,40.61,163.86,30.26
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:05,4.29,38.13,0,0,0.41,42.41,60.2,1.45,21.19,33.32,28.84,186.29,39.77,158.37,29.42
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:07,3.84,34.26,0,0,0.47,38.1,61.17,1.58,21.09,30.08,25.64,166.59,36.77,143.68,27.2
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:10,3.4,33.43,0,0,0.51,36.83,61.5,1.67,20.96,29.76,25.34,160.81,35.8,141.47,25.85
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:12,3.74,35.31,0,0,0.44,39.05,60.92,1.74,20.94,30.8,26.67,171.32,37.12,147.88,27
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:14,3.63,35.3,0,0,0.46,38.92,61.11,1.82,20.9,30.82,26.47,171.54,37.22,147.42,26.82
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:17,3.8,35.22,0,0,0.52,39.02,60.91,1.91,20.87,31.47,26.69,170.77,37.92,147.81,27.83
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:19,4.59,31.08,0,0,0.42,35.68,63.73,2.01,20.56,29.31,24.31,152.22,34.62,131.2,28.1
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:22,3.9,20.78,0.85,0,0.51,25.52,68.12,2.08,20.29,23.84,16.9,103.77,27.91,90.27,26.84
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:24,4.18,17.81,0.62,0,0.43,22.61,69.02,2.16,20.18,20.81,14.52,90.79,24.83,77.21,25.08
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:26,3.97,15.83,0,0,0.47,19.8,70.19,2.21,19.93,17.57,13.27,83.26,22.48,65.67,21.32
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:29,2.94,11.76,0.65,0,0.53,15.35,72.03,2.23,19.74,15.15,10.33,60.8,19.55,52.44,20.03
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:31,2.08,7.76,0.77,0,0.56,10.61,73.28,2.31,19.41,11.55,7.3,40.78,15.87,36.46,16.78
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:33,1.45,6.53,0.85,0,0.6,8.83,74.82,2.37,18.7,10.36,6.62,34.28,14.59,31.38,15.01
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:36,1.49,5.01,0.79,0,0.56,7.29,76.86,2.47,17.87,8.9,5.05,27.61,12.91,24.66,13.98
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:38,1.19,4.29,1.01,0,0.53,6.49,77.41,2.56,17.24,8.48,4.89,23.68,12.01,22.25,13.52
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:41,0.88,3.45,1.05,0,0.53,5.39,77.52,2.65,16.89,7.69,4.11,19.39,11.01,18.83,12.45
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:43,0.65,2.98,0.97,0,0.55,4.6,79.09,2.69,16.89,6.99,3.58,16.75,10.37,16.81,11.32
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:45,0.72,2.67,0.77,0,0.51,4.16,81.39,2.78,16.67,6.23,3.23,15.51,9.51,15.01,10.26
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:48,0.91,2.57,0.4,0,0.5,3.88,82.22,2.96,16.25,5.38,2.86,14.96,8.95,14.24,9.12
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:50,1.05,2.49,0.22,0,0.49,3.76,82.11,3.08,15.86,4.92,2.82,14.58,8.69,13.74,8.66
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:52,0.93,2.38,0.13,0,0.49,3.44,83.01,3.19,15.4,4.59,2.58,14.04,8.31,12.92,7.88
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:55,1.04,2.34,0.2,0,0.47,3.59,83.6,3.21,15.37,4.72,2.72,13.87,8.39,13.11,8.4
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:36:57,0.95,2.35,0.27,0,0.49,3.56,83.85,3.25,15.48,4.86,2.84,13.94,8.53,13.03,8.53
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:00,0.84,2.34,0.32,0,0.52,3.51,89.97,3.27,15.41,4.98,2.89,13.79,8.76,13.1,8.65
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:02,0.99,3.21,1.4,0.25,0.52,5.85,100,3.38,15.25,9.07,4.8,18.79,11.93,19.75,15.3
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:04,0.77,3.02,1.39,0.03,0.54,5.22,100,3.44,15.39,8.14,4.13,17.19,11.28,18.01,13.69
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:07,0.72,3.11,1.34,0,0.54,5.17,100,3.49,15.36,7.95,4.17,17.48,11.12,18.11,13.17
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:09,0.8,3.14,1.4,0,0.52,5.33,100,3.56,15.12,8.15,4.19,17.85,11.21,18.17,13.58
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:12,0.85,3.3,1.67,0.03,0.51,5.85,100,3.61,14.94,9.01,4.57,18.8,11.82,19.49,15.07
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:14,1.3,3.51,1.73,0.16,0.56,6.71,100,3.66,14.45,10.11,5.27,20.61,13.42,21.26,17.78
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:16,1.39,3.6,1.75,0,0.61,6.74,100,3.7,14.29,9.91,5.2,20.82,13.9,21.03,17.88
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:19,1.47,3.45,1.62,0.2,0.62,6.74,100,3.74,14.24,10.17,5.2,20.45,14.08,21.25,18.43
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:21,1.61,3.22,1.41,0.19,0.65,6.44,100,3.78,13.65,9.61,4.92,19.33,14.07,20.14,18.11
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:23,1.63,2.92,1.12,0,0.73,5.67,100,3.82,13.16,8.31,4.14,17.23,13.88,17.95,16.61
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:26,1.78,2.64,0.89,0.02,0.81,5.34,100,3.89,13.2,7.9,3.83,15.95,14.32,16.82,16.73
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:28,1.9,2.43,0.67,0,0.85,5,100,3.95,13.15,7.34,3.6,15.11,14.36,15.44,16.31
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:31,1.8,2.29,0.61,0,0.89,4.7,100,4.01,13.25,7.11,3.25,14.14,14.42,14.95,15.99
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:33,1.9,1.92,0.35,0,0.98,4.17,100,4.07,13.28,6.5,2.78,12.37,14.77,13.31,15.78
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:35,1.96,1.86,0.27,0,1,4.09,100,4.13,13.14,6.37,2.64,12.27,14.87,12.79,15.75
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:38,2.11,1.82,0.22,0,1,4.16,100,4.17,13.21,6.31,2.66,12.23,14.97,12.62,16.01
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:40,2.18,1.87,0.2,0,1.02,4.25,100,4.23,13.12,6.43,2.66,12.82,15.27,12.57,16.3
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:42,2.13,1.9,0.34,0,1.02,4.36,100,4.29,13.09,6.72,2.81,12.77,15.44,13.04,16.75
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:45,2.27,1.9,0.29,0,1,4.46,100,4.35,13.18,6.67,2.77,13.03,15.42,12.95,16.86
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:47,2.31,1.76,0.27,0,1.04,4.34,100,4.43,12.5,6.61,2.58,12.17,15.68,12.68,17.15
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:50,2.63,1.74,0.27,0,1.03,4.65,100,4.43,11.71,6.75,2.7,12.46,16.02,12.75,18.09
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:52,2.66,1.74,0.35,0,1.02,4.76,100,4.47,11.7,6.93,2.77,12.45,16.09,12.95,18.47
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:54,2.95,1.7,0.32,0,1.02,4.97,100,4.59,11.58,7.02,2.65,12.63,16.45,12.82,19.25
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:57,3.46,1.53,0.39,0,1,5.39,100,4.71,11.29,7.31,2.6,12.35,17.01,12.65,21.04
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:37:59,3.49,1.61,0.37,0,0.99,5.47,100,4.77,11.34,7.32,2.72,12.77,16.97,12.89,20.98
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:02,3.69,1.52,0.3,0,1.01,5.51,100,4.84,11.45,7.22,2.72,12.41,17.2,12.69,21.38
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:04,4.01,1.51,0.27,0,1.01,5.8,100,4.89,11.45,7.34,2.73,12.54,17.67,12.98,22.33
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:06,4.19,1.52,0.26,0,1.03,5.97,100,4.97,11.62,7.48,2.7,12.8,18.06,13.04,22.99
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:09,4.46,1.47,0.27,0,1.03,6.2,100,5.04,11.63,7.64,2.66,12.85,18.48,13.07,23.9
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:11,4.95,1.49,0.2,0,1.04,6.63,100,5.11,11.59,7.81,2.77,13.42,19.15,13.32,25.24
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:13,5.64,1.38,0.15,0,0.99,7.16,100,5.18,11.56,7.87,2.7,13.47,19.41,13.35,26.74
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:16,5.73,1.41,0.29,0,0.98,7.42,100,5.28,11.68,8.24,2.92,13.56,19.72,13.91,27.63
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:18,5.98,1.41,0.27,0,0.97,7.66,100,5.4,11.64,8.3,3.01,13.81,19.91,14.01,28.24
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:21,7.35,1.48,0.23,0,0.85,9.06,100,5.5,11.26,8.79,3.12,15.37,20.63,15.16,31.53
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:23,8.63,1.36,0.23,0,0.7,10.22,100,5.58,11.01,9.06,3.15,15.77,20.8,15.73,34.4
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:25,9.88,1.29,0.29,0,0.51,11.46,100,5.69,10.93,9.4,3.26,16.55,20.75,16.36,37.16
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:28,10.69,1.32,0.32,0,0.39,12.33,100,5.76,10.89,9.66,3.4,17.43,20.67,17,38.89
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:30,9.8,1.18,0.32,0,0.31,11.29,100,5.93,10.7,8.78,3.18,15.89,18.45,15.74,35.3
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:32,8.07,1.25,0.44,0,0.14,9.76,100,6.1,10.38,7.67,3.01,14.87,14.58,14.55,29.01
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:35,8.15,1.2,0.37,0,0.13,9.72,100,6.24,10.25,7.49,2.93,14.59,14.44,14.33,28.87
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:37,8.13,1.21,0.44,0,0.11,9.78,100,6.38,10.15,7.58,2.91,14.63,14.27,14.45,28.91
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:40,8.31,1.21,0.51,0,0.07,10.03,100,6.5,10.17,7.74,3.06,14.8,14.27,14.72,29.5
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:42,8.6,1.15,0.43,0,0.07,10.18,100,6.62,10.24,7.67,2.98,14.78,14.47,14.56,30.02
"20220620_FCR_50.txt","28","FCR",50,2022-06-20 14:38:44,8.55,1.12,0.5,0,0.06,10.17,100,6.76,10.19,7.75,2.96,14.53,14.4,14.56,30.09
