Reservoir,Site,Site_code,Date,Time,Depth_m,Rep,label,samp_Id_eems,Totals (TNTP),Solubles,VT_Metals,Ions,Alkalinity,Chla,EEMs,Isotope
CCR,50,C50,9/30/2024,15:00:00,9,2,C50_30SEP24_9R2,,X,X,,,,,X,
CCR,50,C50,9/30/2024,15:00:00,20,1,C50_30SEP24_20R1,,X,X,,,,,X,X
CCR,50,C50,9/30/2024,15:00:00,20,2,C50_30SEP24_20R2,,X,X,,,,,X,
CCR,88,CC4,9/30/2024,9:40:00,0.1,1,CC4_30SEP24_01R1,20241014_CC4_30SEP24_01R1.csv,X,X,,,,X,X,X
CCR,88,CC4,9/30/2024,9:40:00,0.1,2,CC4_30SEP24_01R2,,X,X,,,,,X,
CCR,88,CC4,9/30/2024,9:40:00,1.5,1,CC4_30SEP24_15R1,,X,X,,,,,X,X
CCR,88,CC4,9/30/2024,9:40:00,1.5,2,CC4_30SEP24_15R2,20241014_CC4_30SEP24_15R2.csv,X,X,,,,,X,
CCR,88,CC4,9/30/2024,9:40:00,6,1,CC4_30SEP24_6R1,,X,X,,,,,X,X
CCR,88,CC4,9/30/2024,9:40:00,6,2,CC4_30SEP24_6R2,20241014_CC4_30SEP24_6R2.csv,X,X,,,,,X,
CCR,88,CC4,9/30/2024,9:40:00,9,1,CC4_30SEP24_9R1,20241014_CC4_30SEP24_9R1.csv,X,X,,,,,X,X
CCR,88,CC4,9/30/2024,9:40:00,9,2,CC4_30SEP24_9R2,,X,X,,,,,X,
CCR,88,CC4,9/30/2024,9:40:00,11,1,CC4_30SEP24_BOTR1,,X,X,,,,,X,X
CCR,88,CC4,9/30/2024,9:40:00,11,2,CC4_30SEP24_BOTR2,20241014_CC4_30SEP24_BOTR2.csv,X,X,,,,,X,
CCR,90,CC3,9/30/2024,10:20:00,0.1,1,CC3_30SEP24_01R1,20241014_CC3_30SEP24_01R1.csv,X,X,,,,X,X,X
CCR,90,CC3,9/30/2024,10:20:00,0.1,2,CC3_30SEP24_01R2,,X,X,,,,,X,
CCR,90,CC3,9/30/2024,10:20:00,1.5,1,CC3_30SEP24_15R1,20241014_CC3_30SEP24_15R1.csv,X,X,,,,,X,X
CCR,90,CC3,9/30/2024,10:20:00,1.5,2,CC3_30SEP24_15R2,20241014_CC3_30SEP24_15R2.csv,X,X,,,,,X,
CCR,90,CC3,9/30/2024,10:20:00,4,1,CC3_30SEP24_BOTR1,,X,X,,,,,X,X
CCR,90,CC3,9/30/2024,10:20:00,4,2,CC3_30SEP24_BOTR2,20241014_CC3_30SEP24_BOTR2.csv,X,X,,,,,X,
CCR,92,CC2,9/30/2024,11:05:00,0.1,1,CC2_30SEP24_01R1,20241014_CC2_30SEP24_01R1.csv,X,X,,,,X,X,X
CCR,92,CC2,9/30/2024,11:05:00,0.1,2,CC2_30SEP24_01R2,,X,X,,,,,X,
CCR,92,CC2,9/30/2024,11:05:00,0.6,1,CC2_30SEP24_BOTR1,,X,X,,,,,X,X
CCR,92,CC2,9/30/2024,11:05:00,0.6,2,CC2_30SEP24_BOTR2,20241014_CC2_30SEP24_BOTR2.csv,X,X,,,,,X,
CCR,96,CP2,9/30/2024,11:55:00,0.1,1,CP2_30SEP24_01R1,20241014_CP2_30SEP24_01R1.csv,X,X,,,,X,X,X
CCR,96,CP2,9/30/2024,11:55:00,0.1,2,CP2_30SEP24_01R2,,X,X,,,,,X,
CCR,98,CP1,9/30/2024,12:20:00,0.1,1,CP1_30SEP24_01R1,,X,X,,,,X,X,X
CCR,98,CP1,9/30/2024,12:20:00,0.1,2,CP1_30SEP24_01R2,20241014_CP1_30SEP24_01R2.csv,X,X,,,,,X,
CCR,100,CS2,9/30/2024,12:35:00,0.1,1,CS2_30SEP24_01R1,,X,X,,,,X,X,X
CCR,100,CS2,9/30/2024,12:35:00,0.1,2,CS2_30SEP24_01R2,20241014_CS2_30SEP24_01R2.csv,X,X,,,,,X,
CCR,101,CS1,9/30/2024,12:50:00,0.1,1,CS1_30SEP24_01R1,20241014_CS1_30SEP24_01R1.csv,X,X,,,,X,X,X
CCR,101,CS1,9/30/2024,12:50:00,0.1,2,CS1_30SEP24_01R2,,X,X,,,,,X,
CCR,50,C50,10/28/2024,10:10:00,0.1,1,C50_28oct24_01R1,,X,X,,,,X,X,X
CCR,50,C50,10/28/2024,10:10:00,0.1,2,C50_28oct24_01R2,,X,X,,,,,X,
CCR,50,C50,10/28/2024,10:10:00,1.5,1,C50_28oct24_15R1,,X,X,,,,,X,X
CCR,50,C50,10/28/2024,10:10:00,1.5,2,C50_28oct24_15R2,,X,X,,,,,X,
CCR,50,C50,10/28/2024,10:10:00,6,1,C50_28oct24_6R1,,X,X,,,,,X,X
CCR,50,C50,10/28/2024,10:10:00,6,2,C50_28oct24_6R2,,X,X,,,,,X,
CCR,50,C50,10/28/2024,10:10:00,9,1,C50_28oct24_9R1,,X,X,,,,,X,X
CCR,50,C50,10/28/2024,10:10:00,9,2,C50_28oct24_9R2,,X,X,,,,,X,
CCR,50,C50,10/28/2024,10:10:00,20,1,C50_28oct24_20R1,,X,X,,,,,X,X
CCR,50,C50,10/28/2024,10:10:00,20,2,C50_28oct24_20R2,,X,X,,,,,X,
CCR,88,CC4,10/28/2024,10:40:00,0.1,1,CC4_28oct24_01R1,,X,X,,,,X,X,X
CCR,88,CC4,10/28/2024,10:40:00,0.1,2,CC4_28oct24_01R2,,X,X,,,,,X,
CCR,88,CC4,10/28/2024,10:40:00,1.5,1,CC4_28oct24_15R1,,X,X,,,,,X,X
CCR,88,CC4,10/28/2024,10:40:00,1.5,2,CC4_28oct24_15R2,,X,X,,,,,X,
CCR,88,CC4,10/28/2024,10:40:00,6,1,CC4_28oct24_6R1,,X,X,,,,,X,X
CCR,88,CC4,10/28/2024,10:40:00,6,2,CC4_28oct24_6R2,,X,X,,,,,X,
CCR,88,CC4,10/28/2024,10:40:00,9,1,CC4_28oct24_9R1,,X,X,,,,,X,X
CCR,88,CC4,10/28/2024,10:40:00,9,2,CC4_28oct24_9R2,,X,X,,,,,X,
CCR,88,CC4,10/28/2024,10:40:00,11,1,CC4_28oct24_BOTR1,,X,X,,,,,X,X
CCR,88,CC4,10/28/2024,10:40:00,11,2,CC4_28oct24_BOTR2,,X,X,,,,,X,
CCR,90,CC3,10/28/2024,11:20:00,0.1,1,CC3_28oct24_01R1,,X,X,,,,X,X,X
CCR,90,CC3,10/28/2024,11:20:00,0.1,2,CC3_28oct24_01R2,,X,X,,,,,X,
CCR,90,CC3,10/28/2024,11:20:00,1.5,1,CC3_28oct24_15R1,,X,X,,,,,X,X
CCR,90,CC3,10/28/2024,11:20:00,1.5,2,CC3_28oct24_15R2,,X,X,,,,,X,
CCR,90,CC3,10/28/2024,11:20:00,4,1,CC3_28oct24_BOTR1,,X,X,,,,,X,X
CCR,90,CC3,10/28/2024,11:20:00,4,2,CC3_28oct24_BOTR2,,X,X,,,,,X,
CCR,92,CC2,10/28/2024,11:55:00,0.1,1,CC2_28oct24_01R1,,X,X,,,,X,X,X
CCR,92,CC2,10/28/2024,11:55:00,0.1,2,CC2_28oct24_01R2,,X,X,,,,,X,
CCR,92,CC2,10/28/2024,11:55:00,0.5,1,CC2_28oct24_BOTR1,,X,X,,,,,X,X
CCR,92,CC2,10/28/2024,11:55:00,0.5,2,CC2_28oct24_BOTR2,,X,X,,,,,X,
CCR,96,CP2,10/28/2024,12:55:00,0.1,1,CP2_28oct24_01R1,,X,X,,,,X,X,X
CCR,96,CP2,10/28/2024,12:55:00,0.1,2,CP2_28oct24_01R2,,X,X,,,,,X,
CCR,98,CP1,10/28/2024,12:50:00,0.1,1,CP1_28oct24_01R1,,X,X,,,,X,X,X
CCR,98,CP1,10/28/2024,12:50:00,0.1,2,CP1_28oct24_01R2,,X,X,,,,,X,
CCR,100,CS2,10/28/2024,13:25:00,0.1,1,CS2_28oct24_01R1,,X,X,,,,X,X,X
CCR,100,CS2,10/28/2024,13:25:00,0.1,2,CS2_28oct24_01R2,,X,X,,,,,X,
CCR,101,CS1,10/28/2024,13:40:00,0.1,1,CS1_28oct24_01R1,,X,X,,,,X,X,X
CCR,101,CS1,10/28/2024,13:40:00,0.1,2,CS1_28oct24_01R2,,X,X,,,,,X,
CCR,50,C50,12/17/2024,10:10:00,0.1,1,C50_17dec24_01R1,,X,X,,,,X,X,X
CCR,50,C50,12/17/2024,10:10:00,0.1,2,C50_17dec24_01R2,,X,X,,,,,X,
CCR,50,C50,12/17/2024,10:10:00,1.5,1,C50_17dec24_15R1,,X,X,,,,,X,X
CCR,50,C50,12/17/2024,10:10:00,1.5,2,C50_17dec24_15R2,,X,X,,,,,X,
CCR,50,C50,12/17/2024,10:10:00,6,1,C50_17dec24_6R1,,X,X,,,,,X,X
CCR,50,C50,12/17/2024,10:10:00,6,2,C50_17dec24_6R2,,X,X,,,,,X,
CCR,50,C50,12/17/2024,10:10:00,9,1,C50_17dec24_9R1,,X,X,,,,,X,X
CCR,50,C50,12/17/2024,10:10:00,9,2,C50_17dec24_9R2,,X,X,,,,,X,
CCR,50,C50,12/17/2024,10:10:00,19,1,C50_17dec24_20R1,,X,X,,,,,X,X
CCR,50,C50,12/17/2024,10:10:00,19,2,C50_17dec24_20R2,,X,X,,,,,X,
CCR,88,CC4,12/17/2024,10:50:00,0.1,1,CC4_17dec24_01R1,,X,X,,,,X,X,X
CCR,88,CC4,12/17/2024,10:50:00,0.1,2,CC4_17dec24_01R2,,X,X,,,,,X,
CCR,88,CC4,12/17/2024,10:50:00,1.5,1,CC4_17dec24_15R1,,X,X,,,,,X,X
CCR,88,CC4,12/17/2024,10:50:00,1.5,2,CC4_17dec24_15R2,,X,X,,,,,X,
CCR,88,CC4,12/17/2024,10:50:00,6,1,CC4_17dec24_6R1,,X,X,,,,,X,X
CCR,88,CC4,12/17/2024,10:50:00,6,2,CC4_17dec24_6R2,,X,X,,,,,X,
CCR,88,CC4,12/17/2024,10:50:00,9,1,CC4_17dec24_9R1,,X,X,,,,,X,X
CCR,88,CC4,12/17/2024,10:50:00,9,2,CC4_17dec24_9R2,,X,X,,,,,X,
CCR,88,CC4,12/17/2024,10:50:00,11,1,CC4_17dec24_BOTR1,,X,X,,,,,X,X
CCR,88,CC4,12/17/2024,10:50:00,11,2,CC4_17dec24_BOTR2,,X,X,,,,,X,
CCR,90,CC3,12/17/2024,11:25:00,0.1,1,CC3_17dec24_01R1,,X,X,,,,X,X,X
CCR,90,CC3,12/17/2024,11:25:00,0.1,2,CC3_17dec24_01R2,,X,X,,,,,X,
CCR,90,CC3,12/17/2024,11:25:00,1.5,1,CC3_17dec24_15R1,,X,X,,,,,X,X
CCR,90,CC3,12/17/2024,11:25:00,1.5,2,CC3_17dec24_15R2,,X,X,,,,,X,
CCR,90,CC3,12/17/2024,11:25:00,4,1,CC3_17dec24_BOTR1,,X,X,,,,,X,X
CCR,90,CC3,12/17/2024,11:25:00,4,2,CC3_17dec24_BOTR2,,X,X,,,,,X,
CCR,92,CC2,12/17/2024,11:42:00,0.1,1,CC2_17dec24_01R1,,X,X,,,,X,X,X
CCR,92,CC2,12/17/2024,11:42:00,0.1,2,CC2_17dec24_01R2,,X,X,,,,,X,
CCR,96,CP2,12/17/2024,12:08:00,0.1,1,CP2_17dec24_01R1,,X,X,,,,X,X,X
CCR,96,CP2,12/17/2024,12:08:00,0.1,2,CP2_17dec24_01R2,,X,X,,,,,X,
CCR,98,CP1,12/17/2024,12:19:00,0.1,1,CP1_17dec24_01R1,,X,X,,,,X,X,X
CCR,98,CP1,12/17/2024,12:19:00,0.1,2,CP1_17dec24_01R2,,X,X,,,,,X,
CCR,100,CS2,12/17/2024,12:31:00,0.1,1,CS2_17dec24_01R1,,X,X,,,,X,X,X
CCR,100,CS2,12/17/2024,12:31:00,0.1,2,CS2_17dec24_01R2,,X,X,,,,,X,
CCR,101,CS1,12/17/2024,12:43:00,0.1,1,CS1_17dec24_01R1,,X,X,,,,X,X,X
CCR,101,CS1,12/17/2024,12:43:00,0.1,2,CS1_17dec24_01R2,,X,X,,,,,X,
CCR,50,C50,2/26/2025,10:25:00,0.1,1,C50_17feb25_01R1,,X,X,,,,X,X,X
CCR,50,C50,2/26/2025,10:25:00,0.1,2,C50_17feb25_01R2,,X,X,,,,,X,
CCR,50,C50,2/26/2025,10:25:00,1.5,1,C50_17feb25_15R1,,X,X,,,,,X,X
CCR,50,C50,2/26/2025,10:25:00,1.5,2,C50_17feb25_15R2,,X,X,,,,,X,
CCR,50,C50,2/26/2025,10:25:00,6,1,C50_17feb25_6R1,,X,X,,,,,X,X
CCR,50,C50,2/26/2025,10:25:00,6,2,C50_17feb25_6R2,,X,X,,,,,X,
CCR,50,C50,2/26/2025,10:25:00,9,1,C50_17feb25_9R1,,X,X,,,,,X,X
CCR,50,C50,2/26/2025,10:25:00,9,2,C50_17feb25_9R2,,X,X,,,,,X,
CCR,50,C50,2/26/2025,10:25:00,20,1,C50_17feb25_20R1,,X,X,,,,,X,X
CCR,50,C50,2/26/2025,10:25:00,20,2,C50_17feb25_20R2,,X,X,,,,,X,
CCR,88,CC4,2/26/2025,10:40:00,0.1,1,CC4_17feb25_01R1,,X,X,,,,X,X,X
CCR,88,CC4,2/26/2025,10:40:00,0.1,2,CC4_17feb25_01R2,,X,X,,,,,X,
CCR,88,CC4,2/26/2025,10:40:00,1.5,1,CC4_17feb25_15R1,,X,X,,,,,X,X
CCR,88,CC4,2/26/2025,10:40:00,1.5,2,CC4_17feb25_15R2,,X,X,,,,,X,
CCR,88,CC4,2/26/2025,10:40:00,6,1,CC4_17feb25_6R1,,X,X,,,,,X,X
CCR,88,CC4,2/26/2025,10:40:00,6,2,CC4_17feb25_6R2,,X,X,,,,,X,
CCR,88,CC4,2/26/2025,10:40:00,9,1,CC4_17feb25_9R1,,X,X,,,,,X,X
CCR,88,CC4,2/26/2025,10:40:00,9,2,CC4_17feb25_9R2,,X,X,,,,,X,
CCR,88,CC4,2/26/2025,10:40:00,12,1,CC4_17feb25_BOTR1,,X,X,,,,,X,X
CCR,88,CC4,2/26/2025,10:40:00,12,2,CC4_17feb25_BOTR2,,X,X,,,,,X,
CCR,90,CC3,2/26/2025,11:13:00,0.1,1,CC3_17feb25_01R1,,X,X,,,,X,X,X
CCR,90,CC3,2/26/2025,11:13:00,0.1,2,CC3_17feb25_01R2,,X,X,,,,,X,
CCR,90,CC3,2/26/2025,11:13:00,1.5,1,CC3_17feb25_15R1,,X,X,,,,,X,X
CCR,90,CC3,2/26/2025,11:13:00,1.5,2,CC3_17feb25_15R2,,X,X,,,,,X,
CCR,90,CC3,2/26/2025,11:13:00,5,1,CC3_17feb25_BOTR1,,X,X,,,,,X,X
CCR,90,CC3,2/26/2025,11:13:00,5,2,CC3_17feb25_BOTR2,,X,X,,,,,X,
CCR,92,CC2,2/26/2025,11:40:00,0.1,1,CC2_17feb25_01R1,,X,X,,,,X,X,X
CCR,92,CC2,2/26/2025,11:40:00,0.1,2,CC2_17feb25_01R2,,X,X,,,,,X,
CCR,92,CC2,2/26/2025,11:40:00,2,1,CC2_17feb25_BOTR1,,X,X,,,,X,X,X
CCR,92,CC2,2/26/2025,11:40:00,2,2,CC2_17feb25_BOTR2,,X,X,,,,,X,
CCR,96,CP2,2/26/2025,11:55:00,0.1,1,CP2_17feb25_01R1,,X,X,,,,X,X,X
CCR,96,CP2,2/26/2025,11:55:00,0.1,2,CP2_17feb25_01R2,,X,X,,,,,X,
CCR,96,CP2,2/26/2025,11:55:00,1.7,1,CP2_17feb25_BOTR1,,X,X,,,,X,X,X
CCR,96,CP2,2/26/2025,11:55:00,1.7,2,CP2_17feb25_BOTR2,,X,X,,,,,X,
CCR,98,CP1,2/26/2025,12:12:00,0.1,1,CP1_17feb25_01R1,,X,X,,,,X,X,X
CCR,98,CP1,2/26/2025,12:12:00,0.1,2,CP1_17feb25_01R2,,X,X,,,,,X,
CCR,98,CP1,2/26/2025,12:12:00,1,1,CP1_17feb25_BOTR1,,X,X,,,,X,X,X
CCR,98,CP1,2/26/2025,12:12:00,1,2,CP1_17feb25_BOTR2,,X,X,,,,,X,
CCR,100,CS2,2/26/2025,12:35:00,0.1,1,CS2_17feb25_01R1,,X,X,,,,X,X,X
CCR,100,CS2,2/26/2025,12:35:00,0.1,2,CS2_17feb25_01R2,,X,X,,,,,X,
CCR,101,CS1,2/26/2025,12:55:00,0.1,1,CS1_17feb25_01R1,,X,X,,,,X,X,X
CCR,101,CS1,2/26/2025,12:55:00,0.1,2,CS1_17feb25_01R2,,X,X,,,,,X,
CCR,50,C50,4/16/2025,9:56:00,0.1,1,C50_16apr25_01R1,,X,X,,,,X,X,X
CCR,50,C50,4/16/2025,9:56:00,0.1,2,C50_16apr25_01R2,,X,X,,,,,X,
CCR,50,C50,4/16/2025,9:56:00,1.5,1,C50_16apr25_15R1,,X,X,,,,,X,X
CCR,50,C50,4/16/2025,9:56:00,1.5,2,C50_16apr25_15R2,,X,X,,,,,X,
CCR,50,C50,4/16/2025,9:56:00,6,1,C50_16apr25_6R1,,X,X,,,,,X,X
CCR,50,C50,4/16/2025,9:56:00,6,2,C50_16apr25_6R2,,X,X,,,,,X,
CCR,50,C50,4/16/2025,9:56:00,9,1,C50_16apr25_9R1,,X,X,,,,,X,X
CCR,50,C50,4/16/2025,9:56:00,9,2,C50_16apr25_9R2,,X,X,,,,,X,
CCR,50,C50,4/16/2025,9:56:00,20,1,C50_16apr25_20R1,,X,X,,,,,X,X
CCR,50,C50,4/16/2025,9:56:00,20,2,C50_16apr25_20R2,,X,X,,,,,X,
CCR,88,CC4,4/16/2025,10:20:00,0.1,1,CC4_16apr25_01R1,,X,X,,,,X,X,X
CCR,88,CC4,4/16/2025,10:20:00,0.1,2,CC4_16apr25_01R2,,X,X,,,,,X,
CCR,88,CC4,4/16/2025,10:20:00,1.5,1,CC4_16apr25_15R1,,X,X,,,,,X,X
CCR,88,CC4,4/16/2025,10:20:00,1.5,2,CC4_16apr25_15R2,,X,X,,,,,X,
CCR,88,CC4,4/16/2025,10:20:00,6,1,CC4_16apr25_6R1,,X,X,,,,,X,X
CCR,88,CC4,4/16/2025,10:20:00,6,2,CC4_16apr25_6R2,,X,X,,,,,X,
CCR,88,CC4,4/16/2025,10:20:00,9,1,CC4_16apr25_9R1,,X,X,,,,,X,X
CCR,88,CC4,4/16/2025,10:20:00,9,2,CC4_16apr25_9R2,,X,X,,,,,X,
CCR,88,CC4,4/16/2025,10:20:00,12,1,CC4_16apr25_BOTR1,,X,X,,,,,X,X
CCR,88,CC4,4/16/2025,10:20:00,12,2,CC4_16apr25_BOTR2,,X,X,,,,,X,
CCR,90,CC3,4/16/2025,10:55:00,0.1,1,CC3_16apr25_01R1,,X,X,,,,X,X,X
CCR,90,CC3,4/16/2025,10:55:00,0.1,2,CC3_16apr25_01R2,,X,X,,,,,X,
CCR,90,CC3,4/16/2025,10:55:00,1.5,1,CC3_16apr25_15R1,,X,X,,,,,X,X
CCR,90,CC3,4/16/2025,10:55:00,1.5,2,CC3_16apr25_15R2,,X,X,,,,,X,
CCR,90,CC3,4/16/2025,10:55:00,5.5,1,CC3_16apr25_BOTR1,,X,X,,,,,X,X
CCR,90,CC3,4/16/2025,10:55:00,5.5,2,CC3_16apr25_BOTR2,,X,X,,,,,X,
CCR,92,CC2,4/16/2025,11:15:00,0.1,1,CC2_16apr25_01R1,,X,X,,,,X,X,X
CCR,92,CC2,4/16/2025,11:15:00,0.1,2,CC2_16apr25_01R2,,X,X,,,,,X,
CCR,92,CC2,4/16/2025,11:15:00,1.8,1,CC2_16apr25_BOTR1,,X,X,,,,X,X,X
CCR,92,CC2,4/16/2025,11:15:00,1.8,2,CC2_16apr25_BOTR2,,X,X,,,,,X,
CCR,96,CP2,4/16/2025,11:35:00,0.1,1,CP2_16apr25_01R1,,X,X,,,,X,X,X
CCR,96,CP2,4/16/2025,11:35:00,0.1,2,CP2_16apr25_01R2,,X,X,,,,,X,
CCR,96,CP2,4/16/2025,11:35:00,0.9,1,CP2_16apr25_BOTR1,,X,X,,,,X,X,X
CCR,96,CP2,4/16/2025,11:35:00,0.9,2,CP2_16apr25_BOTR2,,X,X,,,,,X,
CCR,98,CP1,4/16/2025,12:02:00,0.1,1,CP1_16apr25_01R1,,X,X,,,,X,X,X
CCR,98,CP1,4/16/2025,12:02:00,0.1,2,CP1_16apr25_01R2,,X,X,,,,,X,
CCR,98,CP1,4/16/2025,12:02:00,0.8,1,CP1_16apr25_BOTR1,,X,X,,,,X,X,X
CCR,98,CP1,4/16/2025,12:02:00,0.8,2,CP1_16apr25_BOTR2,,X,X,,,,,X,
CCR,100,CS2,4/16/2025,12:30:00,0.1,1,CS2_16apr25_01R1,,X,X,,,,X,X,X
CCR,100,CS2,4/16/2025,12:30:00,0.1,2,CS2_16apr25_01R2,,X,X,,,,,X,
CCR,101,CS1,4/16/2025,12:40:00,0.1,1,CS1_16apr25_01R1,,X,X,,,,X,X,X
CCR,101,CS1,4/16/2025,12:40:00,0.1,2,CS1_16apr25_01R2,,X,X,,,,,X,
