"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:05:25","19:09:24","CO2",0.016,0.92,15.64,0.097,"FCR","50",2023-05-01,""
2,"2001-12-31","19:13:31","19:17:30","CO2",0.023,0.98,16.72,0.139,"FCR","50",2023-05-01,""
3,"2001-12-31","19:19:35","19:23:34","CO2",0.047,0.97,17.12,0.284,"FCR","50",2023-05-01,""
1,"2001-12-31","19:05:25","19:09:24","CH4",0.002,0.96,15.64,0.012,"FCR","50",2023-05-01,""
2,"2001-12-31","19:13:31","19:17:30","CH4",0.003,1,16.72,0.018,"FCR","50",2023-05-01,""
3,"2001-12-31","19:19:35","19:23:34","CH4",0.005,0.97,17.12,0.03,"FCR","50",2023-05-01,""
