"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:08:02","19:12:01","CO2",0.073,0.99,24.3,0.43,"FCR","50",2023-09-25,"11:41"
2,"2001-12-31","19:19:25","19:23:24","CO2",0.06,0.98,25.89,0.352,"FCR","50",2023-09-25,"11:41"
1,"2001-12-31","19:08:02","19:12:01","CH4",0.002,0.99,24.3,0.012,"FCR","50",2023-09-25,"11:41"
2,"2001-12-31","19:19:25","19:23:24","CH4",0.002,0.98,25.89,0.012,"FCR","50",2023-09-25,"11:41"
