"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:08:56","19:12:55","CO2",0.033,0.97,21.21,0.196,"FCR","50",2023-04-18,"11:20"
2,"2001-12-31","19:31:03","19:35:02","CO2",0.022,0.96,22.9,0.13,"FCR","50",2023-04-18,"11:20"
3,"2001-12-31","19:36:58","19:40:57","CO2",0.033,0.96,23.14,0.195,"FCR","50",2023-04-18,"11:20"
1,"2001-12-31","19:08:56","19:12:55","CH4",0.006,0.98,21.21,0.036,"FCR","50",2023-04-18,"11:20"
2,"2001-12-31","19:31:03","19:35:02","CH4",0.004,0.99,22.9,0.024,"FCR","50",2023-04-18,"11:20"
3,"2001-12-31","19:36:58","19:40:57","CH4",0.005,0.97,23.14,0.03,"FCR","50",2023-04-18,"11:20"
