"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:16:52","19:20:51","CO2",-0.103,1,26.93,-0.602,"FCR","50",2023-06-19,""
2,"2001-12-31","19:24:54","19:28:53","CO2",-0.093,0.99,27.79,-0.542,"FCR","50",2023-06-19,""
1,"2001-12-31","19:16:52","19:20:51","CH4",0.002,0.99,26.93,0.012,"FCR","50",2023-06-19,""
2,"2001-12-31","19:24:54","19:28:53","CH4",0.002,0.99,27.79,0.012,"FCR","50",2023-06-19,""
