sep=	
No. 	Hole  Pos.	Name  	Method  	Coefficients  	NPOC vol. [ml]	TIC vol. [ml]	TC vol. [ml]	TIC  Area	TC  Area	NPOC  Area	TNb  Area	TIC [mg/l]	TC [mg/l]	TOC (Diff.) [mg/l]	NPOC [mg/l]	TNb [mg/l]	Dilut.  Factor	TC  Blank	TIC  Blank	NPOC  Blank	TNb  Blank	Memo  	Info  	Date	Time	
21	7	Mixed Check 9/18/0.9	TIC/TC/TNb			0.467	0.467	8747	16343		6977	7.629	15.122	7.493		0.657	1.00	0	0		0			2023-03-28	20:43:30	
22	7	Mixed Check 9/18/0.9	TIC/TC/TNb			0.467	0.467	8841	16415		6924	7.706	15.188	7.482		0.651	1.00	0	0		0			2023-03-28	20:55:23	
23	8	Mixed Check 9/18/0.9	TIC/TC/TNb			0.600	0.600	10961	20817		8988	7.353	14.929	7.576		0.687	1.00	0	0		0			2023-03-28	21:17:51	
24	8	Mixed Check 9/18/0.9	TIC/TC/TNb			0.600	0.600	11036	20841		9079	7.401	14.946	7.544		0.695	1.00	0	0		0			2023-03-28	21:30:08	
25	8	Mixed Check 9/18/0.9	TIC/TC/TNb			0.600	0.600	11028	20856		8868	7.396	14.956	7.560		0.676	1.00	0	0		0			2023-03-28	21:43:01	
26	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	4977	10789		5708	7.055	15.698	8.643		0.802	1.00	0	0		0			2023-03-28	22:02:25	
27	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	5066	10825		5771	7.170	15.749	8.580		0.813	1.00	0	0		0			2023-03-28	22:13:06	
28	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	4961	10701		5787	7.034	15.574	8.540		0.815	1.00	0	0		0			2023-03-28	22:23:58	
29	2	Spiked Blank 100ml + 300uL	TIC/TC/TNb			0.500	0.500	12343	16674		12207	9.884	14.404	4.520		1.161	1.00	0	0		0			2023-03-28	22:43:37	
30	2	Spiked Blank 100ml + 300uL	TIC/TC/TNb			0.500	0.500	13509	16856		12284	10.778	14.558	3.780		1.169	1.00	0	0		0			2023-03-28	22:55:24	
31	2	Spiked Blank 100ml + 300uL	TIC/TC/TNb			0.500	0.500	13770	16667		12300	10.979	14.398	3.420		1.170	1.00	0	0		0			2023-03-28	23:07:21	
32	3		Flush																					2023-03-28	23:13:30	
33	9	B50 8Nov22 3m	TIC/TC/TNb			0.500	0.500	3700	7335		4895	3.254	6.493	3.239		0.396	1.00	0	0		0			2023-03-28	23:32:35	
34	9	B50 8Nov22 3m	TIC/TC/TNb			0.500	0.500	4336	7266		4923	3.741	6.434	2.693		0.399	1.00	0	0		0			2023-03-28	23:43:03	
35	9	B50 8Nov22 3m	TIC/TC/TNb			0.500	0.500	4268	7184		4859	3.689	6.365	2.676		0.392	1.00	0	0		0			2023-03-28	23:54:07	
36	10	F50 16Nov22 0.1m	TIC/TC/TNb			0.500	0.500	4544	8269		3500	3.901	7.284	3.383		0.250	1.00	0	0		0			2023-03-29	00:12:56	
37	10	F50 16Nov22 0.1m	TIC/TC/TNb			0.500	0.500	4743	8309		3581	4.054	7.318	3.264		0.258	1.00	0	0		0			2023-03-29	00:23:26	
38	10	F50 16Nov22 0.1m	TIC/TC/TNb			0.500	0.500	4674	8290		3575	4.001	7.302	3.301		0.258	1.00	0	0		0			2023-03-29	00:34:32	
39	11	F50 12Dec22 3.8m	TIC/TC/TNb			0.500	0.500	4431	7660		2151	3.814	6.768	2.954		0.109	1.00	0	0		0			2023-03-29	00:53:19	
40	11	F50 12Dec22 3.8m	TIC/TC/TNb			0.500	0.500	4431	7724		2199	3.815	6.822	3.007		0.114	1.00	0	0		0			2023-03-29	01:03:38	
41	11	F50 12Dec22 3.8m	TIC/TC/TNb			0.500	0.500	4471	7699		2161	3.845	6.801	2.956		0.110	1.00	0	0		0			2023-03-29	01:14:32	
42	12	F50 12Dec22 6.2m	TIC/TC/TNb			0.500	0.500	4406	8439		2023	3.795	7.428	3.632		0.096	1.00	0	0		0			2023-03-29	01:33:23	
43	12	F50 12Dec22 6.2m	TIC/TC/TNb			0.500	0.500	4478	8561		2059	3.850	7.531	3.681		0.099	1.00	0	0		0			2023-03-29	01:43:54	
44	12	F50 12Dec22 6.2m	TIC/TC/TNb			0.500	0.500	4445	8502		1943	3.825	7.481	3.656		0.087	1.00	0	0		0			2023-03-29	01:54:59	
45	13	B50 28Nov22 0.1m	TIC/TC/TNb			0.500	0.500	3834	6613		5655	3.356	5.881	2.525		0.475	1.00	0	0		0			2023-03-29	02:13:47	
46	13	B50 28Nov22 0.1m	TIC/TC/TNb			0.500	0.500	3694	6567		5631	3.249	5.842	2.593		0.473	1.00	0	0		0			2023-03-29	02:24:03	
47	13	B50 28Nov22 0.1m	TIC/TC/TNb			0.500	0.500	3687	6590		5689	3.244	5.861	2.618		0.479	1.00	0	0		0			2023-03-29	02:34:57	
48	14	F50 16Nov22 6.2m	TIC/TC/TNb			0.500	0.500	4416	8003		2768	3.803	7.059	3.256		0.173	1.00	0	0		0			2023-03-29	02:54:01	
49	14	F50 16Nov22 6.2m	TIC/TC/TNb			0.500	0.500	4636	8011		2705	3.971	7.065	3.094		0.167	1.00	0	0		0			2023-03-29	03:04:24	
50	14	F50 16Nov22 6.2m	TIC/TC/TNb			0.500	0.500	4648	8030		2739	3.981	7.082	3.101		0.170	1.00	0	0		0			2023-03-29	03:15:34	
51	15	B50 16Nov22 7m	TIC/TC/TNb			0.500	0.500	3932	6765		5726	3.432	6.010	2.578		0.483	1.00	0	0		0			2023-03-29	03:34:08	
52	15	B50 16Nov22 7m	TIC/TC/TNb			0.500	0.500	3789	6845		5808	3.322	6.077	2.755		0.491	1.00	0	0		0			2023-03-29	03:44:24	
53	15	B50 16Nov22 7m	TIC/TC/TNb			0.500	0.500	3806	6829		5697	3.334	6.064	2.729		0.480	1.00	0	0		0			2023-03-29	03:55:16	
54	16	F50 12Dec22 0.1m	TIC/TC/TNb			0.500	0.500	4314	7865		2553	3.724	6.942	3.218		0.151	1.00	0	0		0			2023-03-29	04:13:57	
55	16	F50 12Dec22 0.1m	TIC/TC/TNb			0.500	0.500	4462	7949		2472	3.838	7.013	3.175		0.143	1.00	0	0		0			2023-03-29	04:24:28	
56	16	F50 12Dec22 0.1m	TIC/TC/TNb			0.500	0.500	4423	7897		2547	3.808	6.969	3.161		0.150	1.00	0	0		0			2023-03-29	04:35:26	
57	17	F200 12Dec22 wet	TIC/TC/TNb			0.500	0.500	4042	5365		1318	3.516	4.824	1.308		0.022	1.00	0	0		0			2023-03-29	04:53:49	
58	17	F200 12Dec22 wet	TIC/TC/TNb			0.500	0.500	3925	5394		1324	3.426	4.848	1.422		0.022	1.00	0	0		0			2023-03-29	05:04:09	
59	17	F200 12Dec22 wet	TIC/TC/TNb			0.500	0.500	3955	5405		1329	3.449	4.858	1.408		0.023	1.00	0	0		0			2023-03-29	05:15:04	
60	18	F50 03Feb23 weir	TIC/TC/TNb			0.500	0.500	3405	4387		682	3.027	3.995	0.968		0.000	1.00	0	0		0			2023-03-29	05:33:17	
61	18	F50 03Feb23 weir	TIC/TC/TNb			0.500	0.500	3317	4372		669	2.960	3.983	1.023		0.000	1.00	0	0		0			2023-03-29	05:43:24	
62	18	F50 03Feb23 weir	TIC/TC/TNb			0.500	0.500	3300	4404		724	2.947	4.009	1.062		0.000	1.00	0	0		0			2023-03-29	05:54:11	
63	19	SPK s10?	TIC/TC/TNb			0.500	0.500	5515	9933		3465	4.646	8.694	4.048		0.246	1.00	0	0		0			2023-03-29	06:13:22	
64	19	SPK s10?	TIC/TC/TNb			0.500	0.500	6204	10039		3487	5.174	8.783	3.609		0.249	1.00	0	0		0			2023-03-29	06:24:14	
65	19	SPK s10?	TIC/TC/TNb			0.500	0.500	6209	10026		3487	5.178	8.772	3.594		0.249	1.00	0	0		0			2023-03-29	06:35:39	
66	20	DUP s5	TIC/TC/TNb			0.500	0.500	4283	6693		5826	3.700	5.949	2.249		0.493	1.00	0	0		0			2023-03-29	06:54:30	
67	20	DUP s5	TIC/TC/TNb			0.500	0.500	3779	6635		5774	3.314	5.899	2.586		0.488	1.00	0	0		0			2023-03-29	07:04:46	
68	20	DUP s5	TIC/TC/TNb			0.500	0.500	3852	6683		5812	3.370	5.940	2.570		0.492	1.00	0	0		0			2023-03-29	07:15:39	
69	3	Water Blank	TIC/TC/TNb			0.500	0.500	996	840		465	1.179	0.990	0.000		0.000	1.00	0	0		0			2023-03-29	07:32:51	
70	3	Water Blank	TIC/TC/TNb			0.500	0.500	227	468		406	0.589	0.675	0.086		0.000	1.00	0	0		0			2023-03-29	07:41:23	
71	3	Water Blank	TIC/TC/TNb			0.500	0.500	251	483		432	0.608	0.688	0.080		0.000	1.00	0	0		0			2023-03-29	07:50:49	
72	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	3103	10131		5777	4.659	14.768	10.110		0.814	1.00	0	0		0			2023-03-29	08:08:33	
73	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	4544	10248		5852	6.501	14.934	8.433		0.827	1.00	0	0		0			2023-03-29	08:18:36	
74	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	4684	10206		5940	6.681	14.875	8.194		0.842	1.00	0	0		0			2023-03-29	08:29:25	
75	3		Flush																					2023-03-29	08:35:38	
76	21	F50 12Dec22 1.6m	TIC/TC/TNb			0.500	0.500	3905	7735		2081	3.411	6.832	3.421		0.102	1.00	0	0		0			2023-03-29	08:54:49	
77	21	F50 12Dec22 1.6m	TIC/TC/TNb			0.500	0.500	4734	7861		2099	4.047	6.939	2.892		0.104	1.00	0	0		0			2023-03-29	09:05:22	
78	21	F50 12Dec22 1.6m	TIC/TC/TNb			0.500	0.500	4758	7789		2022	4.065	6.877	2.812		0.095	1.00	0	0		0			2023-03-29	09:16:42	
79	22	F50 8Nov22 0.1	TIC/TC/TNb			0.500	0.500	4786	8099		2504	4.087	7.140	3.053		0.146	1.00	0	0		0			2023-03-29	09:35:44	
80	22	F50 8Nov22 0.1	TIC/TC/TNb			0.500	0.500	4816	8161		2418	4.110	7.192	3.083		0.137	1.00	0	0		0			2023-03-29	09:46:12	
81	22	F50 8Nov22 0.1	TIC/TC/TNb			0.500	0.500	4709	8026		2468	4.028	7.078	3.050		0.142	1.00	0	0		0			2023-03-29	09:57:02	
82	23	F50 8Nov22 weir	TIC/TC/TNb			0.500	0.500	4830	6991		1096	4.120	6.201	2.081		0.000	1.00	0	0		0			2023-03-29	10:15:54	
83	23	F50 8Nov22 weir	TIC/TC/TNb			0.500	0.500	4858	7028		1060	4.142	6.233	2.091		0.000	1.00	0	0		0			2023-03-29	10:26:14	
84	23	F50 8Nov22 weir	TIC/TC/TNb			0.500	0.500	4892	7036		1030	4.168	6.239	2.071		0.000	1.00	0	0		0			2023-03-29	10:37:25	
85	24	B50 21Mar23 6m	TIC/TC/TNb			0.500	0.500	3107	5137		2435	2.798	4.630	1.832		0.139	1.00	0	0		0			2023-03-29	10:55:41	
86	24	B50 21Mar23 6m	TIC/TC/TNb			0.500	0.500	2708	5151		2389	2.492	4.643	2.151		0.134	1.00	0	0		0			2023-03-29	11:05:48	
87	24	B50 21Mar23 6m	TIC/TC/TNb			0.500	0.500	2642	5160		2432	2.442	4.650	2.208		0.138	1.00	0	0		0			2023-03-29	11:16:29	
88	25	F200 28Nov22 0.1m	TIC/TC/TNb			0.500	0.500	4098	5909		1040	3.559	5.285	1.726		0.000	1.00	0	0		0			2023-03-29	11:35:05	
89	25	F200 28Nov22 0.1m	TIC/TC/TNb			0.500	0.500	4532	5912		1025	3.891	5.287	1.396		0.000	1.00	0	0		0			2023-03-29	11:45:38	
90	25	F200 28Nov22 0.1m	TIC/TC/TNb			0.500	0.500	4502	5891		1041	3.869	5.270	1.401		0.000	1.00	0	0		0			2023-03-29	11:56:35	
91	26	B50 28Nov22 3m	TIC/TC/TNb			0.500	0.500	3950	6485		5720	3.445	5.772	2.327		0.482	1.00	0	0		0			2023-03-29	12:15:24	
92	26	B50 28Nov22 3m	TIC/TC/TNb			0.500	0.500	3811	6560		5746	3.338	5.836	2.498		0.485	1.00	0	0		0			2023-03-29	12:25:50	
93	26	B50 28Nov22 3m	TIC/TC/TNb			0.500	0.500	3813	6499		5816	3.340	5.784	2.444		0.492	1.00	0	0		0			2023-03-29	12:36:47	
94	27	F100 12Dec22 weir	TIC/TC/TNb			0.500	0.500	3535	4848		1006	3.127	4.386	1.259		0.000	1.00	0	0		0			2023-03-29	12:55:04	
95	27	F100 12Dec22 weir	TIC/TC/TNb			0.500	0.500	3484	4827		1039	3.088	4.368	1.280		0.000	1.00	0	0		0			2023-03-29	13:05:14	
96	27	F100 12Dec22 weir	TIC/TC/TNb			0.500	0.500	3500	4835		990	3.100	4.375	1.274		0.000	1.00	0	0		0			2023-03-29	13:16:04	
97	28	F50 8Nov22 9m	TIC/TC/TNb			0.500	0.500	4702	7593		5112	4.022	6.711	2.689		0.419	1.00	0	0		0			2023-03-29	13:34:40	
98	28	F50 8Nov22 9m	TIC/TC/TNb			0.500	0.500	5073	7617		5111	4.307	6.732	2.425		0.419	1.00	0	0		0			2023-03-29	13:45:02	
99	28	F50 8Nov22 9m	TIC/TC/TNb			0.500	0.500	5119	7610		5127	4.342	6.726	2.383		0.420	1.00	0	0		0			2023-03-29	13:56:02	
100	29	C50 17Nov22 1.5m	TIC/TC/TNb			0.500	0.500	9611	13278		2059	7.788	11.528	3.739		0.099	1.00	0	0		0			2023-03-29	14:15:20	
101	29	C50 17Nov22 1.5m	TIC/TC/TNb			0.500	0.500	10934	13250		2130	8.804	11.504	2.700		0.107	1.00	0	0		0			2023-03-29	14:26:11	
102	29	C50 17Nov22 1.5m	TIC/TC/TNb			0.500	0.500	10985	13290		2111	8.843	11.537	2.695		0.105	1.00	0	0		0			2023-03-29	14:37:35	
103	30	B50 7Jun22 6m	TIC/TC/TNb			0.500	0.500	5306	6106		1947	4.486	5.452	0.966		0.088	1.00	0	0		0			2023-03-29	14:56:49	
104	30	B50 7Jun22 6m	TIC/TC/TNb			0.500	0.500	3776	6128		1971	3.312	5.470	2.158		0.090	1.00	0	0		0			2023-03-29	15:06:58	
105	30	B50 7Jun22 6m	TIC/TC/TNb			0.500	0.500	3731	6082		2017	3.277	5.431	2.154		0.095	1.00	0	0		0			2023-03-29	15:17:53	
106	31	SPK s20	TIC/TC/TNb			0.500	0.500	5952	11834		4149	4.981	10.304	5.323		0.318	1.00	0	0		0			2023-03-29	15:37:08	
107	31	SPK s20	TIC/TC/TNb			0.500	0.500	6615	11939		4138	5.490	10.393	4.903		0.317	1.00	0	0		0			2023-03-29	15:48:07	
108	31	SPK s20	TIC/TC/TNb			0.500	0.500	6640	11870		4058	5.509	10.334	4.826		0.308	1.00	0	0		0			2023-03-29	15:59:36	
109	32	DUP s15	TIC/TC/TNb			0.500	0.500	5242	6405		1137	4.436	5.705	1.268		0.003	1.00	0	0		0			2023-03-29	16:18:35	
110	32	DUP s15	TIC/TC/TNb			0.500	0.500	4888	6402		1136	4.165	5.702	1.537		0.003	1.00	0	0		0			2023-03-29	16:28:52	
111	32	DUP s15	TIC/TC/TNb			0.500	0.500	4810	6391		1091	4.105	5.693	1.587		0.000	1.00	0	0		0			2023-03-29	16:39:59	
112	9	F50 8nov22 1.6m S	TIC/TC/TNb			0.500	0.500	4934	8183		2394	4.200	7.211	3.011		0.134	1.00	0	0		0			2023-03-29	16:58:40	
113	9	F50 8nov22 1.6m S	TIC/TC/TNb			0.500	0.500	5006	8173		2498	4.256	7.202	2.947		0.145	1.00	0	0		0			2023-03-29	17:08:54	
114	9	F50 8nov22 1.6m S	TIC/TC/TNb			0.500	0.500	4992	8246		2411	4.245	7.264	3.019		0.136	1.00	0	0		0			2023-03-29	17:20:02	
115	10	C50 17nov22 0.1m S	TIC/TC/TNb			0.500	0.500	9470	13242		2022	7.680	11.497	3.817		0.095	1.00	0	0		0			2023-03-29	17:39:25	
116	10	C50 17nov22 0.1m S	TIC/TC/TNb			0.500	0.500	10928	13239		2029	8.799	11.494	2.695		0.096	1.00	0	0		0			2023-03-29	17:50:18	
117	10	C50 17nov22 0.1m S	TIC/TC/TNb			0.500	0.500	11011	13271		2099	8.862	11.522	2.659		0.103	1.00	0	0		0			2023-03-29	18:01:55	
118	11	B50 12dec22 6m S	TIC/TC/TNb			0.500	0.500	5316	6464		5386	4.493	5.755	1.261		0.447	1.00	0	0		0			2023-03-29	18:20:43	
119	11	B50 12dec22 6m S	TIC/TC/TNb			0.500	0.500	3823	6474		5396	3.348	5.763	2.416		0.448	1.00	0	0		0			2023-03-29	18:30:53	
120	11	B50 12dec22 6m S	TIC/TC/TNb			0.500	0.500	3859	6492		5453	3.376	5.779	2.403		0.454	1.00	0	0		0			2023-03-29	18:41:45	
121	12	B50 16nov22 6m S	TIC/TC/TNb			0.500	0.500	3841	6786		5901	3.361	6.027	2.666		0.501	1.00	0	0		0			2023-03-29	19:00:25	
122	12	B50 16nov22 6m S	TIC/TC/TNb			0.500	0.500	3872	6789		5883	3.385	6.030	2.645		0.499	1.00	0	0		0			2023-03-29	19:10:41	
123	12	B50 16nov22 6m S	TIC/TC/TNb			0.500	0.500	3864	6731		5936	3.379	5.981	2.602		0.505	1.00	0	0		0			2023-03-29	19:21:34	
124	13	F50 16nov22 9m S	TIC/TC/TNb			0.500	0.500	4420	7888		2889	3.806	6.961	3.156		0.186	1.00	0	0		0			2023-03-29	19:40:52	
125	13	F50 16nov22 9m S	TIC/TC/TNb			0.500	0.500	4593	7921		2906	3.939	6.989	3.050		0.188	1.00	0	0		0			2023-03-29	19:51:17	
126	13	F50 16nov22 9m S	TIC/TC/TNb			0.500	0.500	4555	7834		2917	3.909	6.915	3.006		0.189	1.00	0	0		0			2023-03-29	20:02:15	
127	3	Water Blank	TIC/TC/TNb			0.500	0.500	1240	605		391	1.366	0.791	0.000		0.000	1.00	0	0		0			2023-03-29	20:19:36	
128	3	Water Blank	TIC/TC/TNb			0.500	0.500	286	551		364	0.634	0.745	0.111		0.000	1.00	0	0		0			2023-03-29	20:28:16	
129	3	Water Blank	TIC/TC/TNb			0.500	0.500	287	573		332	0.635	0.764	0.129		0.000	1.00	0	0		0			2023-03-29	20:37:40	
130	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	3105	10163		5878	4.661	14.814	10.153		0.831	1.00	0	0		0			2023-03-29	20:55:31	
131	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	4577	10265		5801	6.543	14.959	8.415		0.818	1.00	0	0		0			2023-03-29	21:05:35	
132	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	4675	10203		5866	6.669	14.870	8.201		0.829	1.00	0	0		0			2023-03-29	21:16:14	
133	6																1.00									
