"","ICP-MS Data","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32"
"48","20   06/04/2020","0.22718252982348958","1751.1571834394445","632.46431933618021","26.206859039888084","4604.2987628146684","1.2701629493304036","-1.1395190591809032","-0.70030887782317097","1081.1936554050305","1301.2651798965612","0.5255680747920074","5.2856830080056358E-2","0.16010254222276943",0.0929781047897967,"92.978104789796717",0.0272570549109557,"27.257054910955674","6.9435632463172969E-2","0.12006779831708048","0.4811244965694233","6.2166027009508529","5.5328953900350412E-2","0.12895823076466228","8.9623421404361086","-1.6883079272219666E-2","-3.5645055261801619E-3","3.0222139724998035E-3","6.1555421130678481E-2","18.192992743119785","4.7096726659927104E-2","2.937926282737023E-3"
"49","21   06/04/2020","0.21521672523003507","1773.2371799161642","625.07032680385839","46.678274773256611","4554.8076055731417","15.338097486503322","-1.2486869531155254","-0.71275269380543149","1031.9964666268804","1336.9917221549406","0.76046450397747989","7.722276127012577E-2","0.17536100126797477",0.198639985943202,"198.63998594320194",0.0210942072784528,"21.09420727845281","6.6962847773554421E-2","0.11917838085735888","0.3563991979049998","1.4374042551262098","5.5862344768356519E-2","6.3547561463319371E-2","9.1224532616894294","-1.8526505101474477E-2","-2.0462571735256284E-3","3.3439647651654436E-3","5.8333307550624394E-2","16.058852571826382","8.4624640536784063E-2","4.2829229544369667E-3"
"50","22   06/04/2020","0.21508639452076078","1774.3803328143381","610.47657946049037","26.164072398169996","4477.8304618305137","0.98520155970527645","-1.3323968687651688","-0.72081399107074839","1021.2668949188668","1271.7292314808244","0.50144022257030152","4.0079482532203815E-2","0.20232434912327454",0.0957630615689789,"95.763061568978898",0.0171413328272958,"17.141332827295841","5.4464850532910211E-2","0.11675832847681075","0.27543979927180046","13.358589563421317","4.540327058353321E-2","4.0771520013972426E-2","8.8224885866167266","-2.2952207241346101E-3","2.9928185950733018E-3","4.7188670415528019E-3","0.11892766675038592","15.922968592076279","4.0723684315837096E-2","1.1055402742549136E-2"
"51","23   06/04/2020","0.22358552966465001","1766.1154513880504","640.92735891509528","45.665597291873624","4637.4805270241395","7.9528694539845457","-1.2569504666793814","-0.72492062091340481","1073.7519020457689","1373.3406051557361","0.75647952851188194","5.5785157165809153E-2","0.11473401881739503",0.206800393203969,"206.80039320396887",0.0406050040748452,"40.605004074845233","5.7732895821833594E-2","0.11213943357997505","0.28660398650910318","1.2677549907799111","5.7142341547125691E-2","0.11245903566868015","9.4160259409414166","-1.1687478510811374E-2","1.0631883317786799E-3","2.7458953986358929E-3","7.7320342402748085E-2","18.871736576221398","6.2545986918224772E-2","7.7458406054500524E-3"
"52","24   06/04/2020","0.21814376914434896","1765.587130829251","630.94380812264217","21.872426121837535","4570.2046441177599","0.65834656444735207","-1.3183399181122262","-0.71497082413667601","1058.4286212803788","1340.6934998943493","0.41784410688425894","-2.0513133962080307E-2","7.8632925510622134E-2",0.0611095952066728,"61.109595206672772",0.0356143914855791,"35.614391485579112","3.801245467387724E-2","0.10475619587253637","0.2851607128743141","8.6474443121686608","5.1957329716503048E-2","0.14426474582497831","9.4176866449369143","-1.7265327109229265E-2","-2.3247472646244732E-3","2.2841843838006517E-3","6.662399358713253E-2","18.980026973799042","2.6408673269101693E-2","3.924262256333075E-3"
"53","25   06/04/2020","0.21281795377319965","1924.5647629830837","723.82307009137605","36.988773789005037","5524.4350301519362","18.01917698603523","-1.6522563336523817","-0.62059034304394689","1209.2373093696849","1781.3649800390497","0.69666532207836163","8.653278646619246E-2","0.19580922173304388",6.46001621635054,"6460.0162163505438",0.971383523092342,"971.38352309234187","1.6813668872518241","0.1871399538199412","0.29846075383253423","1.7935208158497891","0.23570152211837334","3.2123164383464596E-2","12.392441373985882","0.10041745843739446","8.9825627362628262E-3","5.8343246917986801E-3","6.8977786210897327E-2","56.677802136619341","0.1135207428284398","6.4793075366212805E-3"
"54","26   06/04/2020","0.21595268893183131","1936.5283001382777","721.63120633140795","16.441149355081905","5420.6238587113548","3.7449269175184385","-1.6585591128850901","-0.58941122681225677","1202.9473544349389","1787.8859744095862","0.48347161352583445","2.8004423210317902E-2","0.1009371747896177",6.2284843922972,"6228.4843922972013",0.958360227212679,"958.36022721267898","1.6286510706990578","0.1685781793462876","6.1315510147493792E-2","18.692235136411888","0.22538127547538039","0.12493893988602908","12.428158220852421","9.1283363202049966E-2","1.9767696048239762E-3","2.8932921350596249E-3","6.2104643336698774E-2","55.215838692618135","1.8812941667160056E-2","3.3708374730070266E-3"
"55","27   06/04/2020","0.19762107490139366","1933.7694742121912","724.72238494693124","29.696175248440266","5621.4562152347826","24.128224959772481","-1.705925584918462","-0.62048232149786808","1228.3434349273475","1821.853794656721","0.68320780196688269","9.4896734281595341E-2","0.11056355490569815",9.36812979248633,"9368.1297924863284",1.07919298654849,"1079.1929865484892","1.6526628381759745","0.17905254327689973","0.28820628902177758","1.2758272675789755","0.24742378466826637","2.5181090990125395E-2","12.746644924562192","0.14904291976549525","3.5662406921342076E-3","6.0373405639999175E-3","4.707891996770288E-2","62.974934964989124","0.10134474586105791","6.3095379287939493E-3"
"56","28   06/04/2020","0.19358114285548375","1949.9869917026022","726.2012000492881","17.712768447054973","5546.4721724304081","8.3902412148684391","-1.5780276888629099","-0.57927968285644416","1223.590082770937","1811.1263342791801","0.49469455389908906","5.8393292427287594E-2","0.10282451838550508",9.25259408577042,"9252.5940857704209",1.07549856670154,"1075.4985667015387","1.636098505365051","0.1739012207883095","5.4273068425543913E-2","13.716879774416133","0.25343673994520505","1.069158694689388E-2","12.788249478256231","0.13950639911871235","1.3727789670300659E-3","9.3228444584769483E-4","4.4087396297480035E-2","65.113308505238791","1.6046673736394946E-2","3.0503003399555547E-3"
"57","3   06/08/2020","0.44353164659566491","2343.3550423682191","876.45537590881963","59.489271505357912","7361.5016646580161","12.231432413383592","-0.23095504394624702","-0.71683952201223067","848.74980209408045","2012.6662514540596","1.2968899261819744","0.1784635171067894","0.16472261341919892",0.431435926301547,"431.43592630154728",0.0243160596453262,"24.316059645326177","0.10699317428071417","0.14871398662826504","0.61024046371556606","1.7219480288763582","3.1435977649656631E-2","3.9079184305029081E-2","13.638390884239982","-5.9179614336572327E-3","-2.3722616058139759E-3","1.4724694837576632E-3","4.2028548942137957E-2","16.205545054893033","7.4860025674064565E-2","4.4448294068607699E-3"
"58","4   06/08/2020","0.44434862983095225","2389.0555249052977","865.07853357818919","18.522938931720422","7282.4200076218704","3.25400194192106","-0.24410254462325748","-0.57815439408951452","878.82413587384156","2001.3319583336875","0.59355184340259304","3.1331257410062291E-2","0.10731610669966998",0.0754453503101295,"75.445350310129541",0.00985388574901807,"9.8538857490180671","3.7920719570653974E-2","0.17973848334461018","1.0331464502845182","6.6158368048948715","2.1362102590677879E-2","0.10127910842239547","13.279912243692339","-9.9125387727788863E-3","-3.6122496044078377E-3","3.1623852708928916E-3","4.1763159076761897E-2","14.966341361692971","2.3502171270332224E-2","1.7624341371414777E-3"
"59","7   06/08/2020","0.40400734085162432","2564.0257118771951","993.84106241492202","67.841701886745682","7713.4626060006167","20.261465094047267","-0.66254782743632945","-0.61507109724970133","967.40076417022715","2516.6112838180602","1.5106794408926218","0.27594883074321291","0.1632578207095724",3.11359370719852,"3113.5937071985159",0.606940616378916,"606.94061637891627","1.5680508954325425","0.24688050395829728","1.4921660897181683","4.182815282880612","0.13232301061367086","6.4066797150979002E-2","16.868417089205685","4.4092775621019167E-2","1.1033517047411277E-3","8.2455678273267059E-3","3.5689412936627314E-2","31.848931343418194","0.12737785627575643","5.9342498544252388E-3"
"60","8   06/08/2020","0.50948379522120546","2684.4122588161567","986.76571863924244","64.233987632064824","7624.0658057821856","3.4753087730895902","-0.58857734529747674","-0.56854075419535255","1112.002144563106","2502.6617030642092","0.77527999947381165","0.17535069054517249","0.13321194786465654",2.77198753149565,"2771.9875314956548",0.608411984928103,"608.41198492810349","1.5516106666199678","0.29142570201623569","0.53838153815142309","23.70888019993215","0.11671829605143297","6.536164659706506E-2","16.838038735262316","5.3567911283267551E-2","9.486178647554723E-3","9.6366900372934893E-3","0.10413502664888738","30.138862977663376","7.1511649209725442E-2","1.1806331336881146E-2"
"61","13   06/08/2020","0.38097043629347305","2767.5720750957857","1074.7042007680573","65.584321176947213","8308.2485482676384","40.878742510047431","-1.0184452187805668","-0.55216033769252415","1036.8509542044189","2795.7729419512962","1.4822105376622925","0.31654232108508989","0.14652152540528554",6.88244299124008,"6882.4429912400783",0.798071949293448,"798.07194929344837","1.8197112712030021","0.24543252857426326","1.8730035606160911","1.8942021125851403","0.2058694305293764","4.5330047657646859E-2","18.853756922368841","0.18833596181436152","4.9484919194001187E-3","5.5529640289452816E-3","6.0816432572789285E-2","38.658899171526528","0.10614155214935181","9.3578032867395345E-3"
"62","14   06/08/2020","0.33757631032433899","2708.458376132422","1040.1642882748813","23.919185655668922","8040.8175740619827","25.14441417622567","-1.1442216180066533","-0.54824847572291957","1007.9639921942758","2712.6093959875029","0.77808641910984455","0.2184429319025892","0.1100780083499734",6.58057840677248,"6580.5784067724799",0.778302024050559,"778.30202405055888","1.7299910737652429","0.22372473062442474","0.38158143143553369","15.376636175308374","0.19682028719192413","1.8360406189443866E-2","18.474439642839105","0.17377789873885877","1.0390810346033797E-3","1.0906422996138638E-3","4.4468384013109798E-2","37.869179415747261","2.4995079516989351E-2","4.6589799437216136E-3"
"63","15   06/08/2020","0.5266382394504715","1947.1104253363983","664.71378240419597","264.68838923429934","5731.8325843414577","17.500275542900606","-1.1489813109225275","-0.73493812908641554","1126.1259975381602","1512.1700741785501","4.4133927358474985","0.39842170872336996","0.4198169125511006",0.47741646838987,"477.41646838987037",0.0409103437925348,"40.910343792534775","0.18234119349169894","0.28294922609493961","2.3634747030637806","4.1637819607374871","6.4269037495280207E-2","7.4445520836333767E-2","10.555241070955363","-9.2273593425920026E-3","4.5146392981733585E-4","8.9928659904961114E-3","4.3478340392094882E-2","19.738939196043685","0.45079588289162043","1.1481090008531735E-2"
"64","16   06/08/2020","0.40164184719324314","1963.7920219209632","640.5777267147206","25.68559548865462","5553.8025489565043","4.4753756978109527","-1.0400207493158322","-0.71841998865646894","1084.007636354936","1451.868581210616","0.50858990171244878","6.4731045063536122E-2","0.13569788959839488",0.0586972084767629,"58.697208476762945",0.00183435728151964,"1.8343572815196392","1.9693445104327252E-2","0.12249747968190422","0.23154764629009172","17.138524488713614","3.5821082063032236E-2","0.20636886014788955","10.111231072346438","-1.0575804587419177E-2","-2.8394644641852877E-3","3.1343424515559619E-3","4.4423080506241233E-2","15.610199679604674","4.6812889518192992E-2","2.5920869372957171E-3"
"65","29   06/08/2020","0.87862872298679329","1871.5789064820829","704.84014861815785","804.19195065949077","6297.4575570995839","35.523761373913189","-1.1473923638308623","-0.67470052361865052","1086.901621651856","1561.9420656166576","15.644945114594757","1.2493181646158016","0.82040011949029878",1.31157879733895,"1311.5787973389499",0.13345392343369,"133.45392343369042","0.5778312551118816","0.5046516430665563","1.3571016384524595","107.80834119275021","0.12051909063513558","-0.10357102362083402","11.496434466903159","-1.6513723281692969E-2","6.5366866860592969E-3","2.8697713411186244E-2","5.0816788284860297E-2","33.174103895693221","1.347668413979737","3.163240850991636E-2"
"66","30   06/08/2020","0.93418115158922621","1869.2493867618016","716.77378772413613","899.83214042946463","6366.1286123937443","37.673388380227664","-1.1672583363089821","-0.7149815399686007","1111.6684986105188","1586.3290551808991","18.115357604199037","1.4438850609192841","0.95929602334861364",1.4271249252179,"1427.1249252179",0.156790424175955,"156.79042417595483","0.64460318452973087","0.57709007257122913","1.4788490816558644","94.503710354667959","0.12829234113711241","-0.2732334992313285","11.829405776673129","-1.8326828713125649E-2","5.1134542688646726E-3","3.4283172573804109E-2","5.3185972529227313E-2","37.965173536131473","1.4959916005508551","3.4872100306605175E-2"
"67","1   06/12/2020","0.42150665099180529","2270.6989534795171","807.67434361330118","40.083641644413468","6667.4354626272943","10.287055253068219","-0.67635233270668305","-0.72771432113785151","944.43345296597533","1875.4760374498621","0.92430138202003431","0.12428008568607056","0.18994400089933561",0.348677376834629,"348.67737683462883",0.0191735522933514,"19.173552293351442","7.3512929441818975E-2","0.11740332452681587","0.67357299005921289","2.1271027574087968","3.4613489784385047E-2","-3.1797190511463326E-2","12.629439802068307","-8.6525075318501024E-3","-1.9334286862879252E-3","2.8278347514899727E-3","4.7294202319968108E-2","15.478621504320216","6.960242162122568E-2","3.8876810662426859E-3"
"68","2   06/12/2020","0.44576316082913536","2280.9967456448308","793.46298457252465","17.615994394980927","6624.9685067251858","3.9795476259426299","-0.65392604032405721","-0.6931235529920452","963.94715092447007","1850.8973054932217","0.55990344397415504","3.4938051545030671E-2","0.11534714310847485",0.122548255961248,"122.54825596124799",0.00445744790745959,"4.4574479074595894","2.4872339035045481E-2","0.13856578094937752","0.64934554504788766","9.9991411376282056","2.8038378752439402E-2","-2.993832692832521E-2","12.520543742326145","-1.0567719492531599E-2","-2.1174540452839927E-3","3.578226849039553E-3","4.7606316139250288E-2","14.975968050850417","3.7449848080757409E-2","2.039998416504968E-3"
"69","3   06/12/2020","0.46030105404919208","2257.6822824692927","802.68175244132249","42.013874026000437","6675.0122320823466","11.128744561959641","-0.6660727517989431","-0.73198338462985557","956.63626369124825","1865.0239172208558","0.92436998944514337","0.12583384116360424","0.16217567536687785",0.351216185084665,"351.21618508466514",0.0192254492984668,"19.22544929846682","7.8001407304751288E-2","0.14282136888065233","0.66306982723097663","5.1136500840700423","3.836413271547584E-2","-5.4868689473296303E-3","12.688782112334298","-7.3682907784051715E-3","1.0227121699977293E-3","5.9313684739459105E-3","5.5556836685630363E-2","15.498867817871233","8.3225086982949781E-2","3.7823300516009275E-3"
"70","4   06/12/2020","0.45336786413100427","2289.1273667690239","802.17269983751703","16.691382940110305","6690.2933020287628","2.9158825672320341","-0.62883722119100194","-0.70312479524981841","969.73661839788861","1863.6268587806612","0.56926549937496385","3.2265306728240101E-2","0.12584996947867411",0.084688650780112,"84.688650780111999",0.00406801876324234,"4.0680187632423399","2.7449731603631452E-2","0.13017123781409606","0.66063249117869416","10.068390631592932","3.3411702751705047E-2","2.09560917128555E-2","12.565699071178114","7.9449176132141228E-3","9.8554259439732166E-3","7.3604421450742938E-3","0.11451332786576539","15.166295679006092","3.8720921574068749E-2","1.1481117687894489E-2"
"71","5   06/12/2020","0.43500034681790456","2289.7161943441279","848.83625661996587","76.92496344934068","6802.5784949278741","16.381020504040762","-0.36805982387223007","-0.74755771618012401","920.94506572118303","1987.2515044754414","1.4529644796820689","0.17585111933127662","0.17472604474738254",0.540783925888245,"540.78392588824545",0.0397608438117946,"39.760843811794551","9.9572918534887395E-2","0.15534939599445352","0.81143847932558766","3.4876292225388696","3.961585189309455E-2","0.12661229260294801","13.348631239079165","-4.2834777732984304E-3","3.0781696793950133E-3","4.6567855868628457E-3","7.3594015891468689E-2","18.27885917172723","0.10332672063220792","8.9229547792209329E-3"
"72","6   06/12/2020","0.39836887542289828","2235.3832353559264","823.1338055672428","21.993562984722011","6627.9331316709668","3.5616299315561863","-0.25488643336972938","-0.74843583767737432","880.95762301088689","1947.3519316678019","0.60438901447369786","4.0164757805356806E-3","0.14216984119955714",0.098774199013764,"98.774199013763962",0.023720932954547,"23.720932954546985","4.0469407408458891E-2","0.15808841703429075","0.52017757922894658","12.985513694385659","2.7900203119275876E-2","-2.6541028361014716E-2","13.123369295041803","-7.9070034263680807E-3","-1.9603669458229499E-4","3.0843433507087305E-3","6.2455946103014963E-2","17.930910405491744","3.1860794106892638E-2","4.2026200385943437E-3"
"73","7   06/12/2020","0.4129193893815104","2418.6063137043689","939.12633229842538","74.366809669577009","7255.3483124498525","24.485403584228187","-0.64560734779638695","-0.72060533494931556","920.04229645287137","2337.0193872263562","1.5698200045389208","0.241652487968253","0.17020611089165516",2.35237965633189,"2352.3796563318947",0.478715889047912,"478.71588904791179","1.1821918832507576","0.25509652878623013","1.3323989016810529","2.7769631146729337","9.935824700423819E-2","8.1185133082128987E-3","15.746208317106415","2.8040755160764562E-2","3.2183247465398892E-3","8.1783236524622226E-3","5.3703891110359094E-2","28.62306960129219","0.15415502085527438","7.3273814777585567E-3"
"74","8   06/12/2020","0.37769829986766362","2474.4673859977547","944.84237862918565","34.537634985730399","7348.1353557863595","3.9740386653333224","-0.5591291190531642","-0.63949037919991469","935.03498926091186","2389.1379864709588","0.70896475952982696","9.0754666420954699E-2","0.13497467638830801",2.11598088104939,"2115.980881049386",0.522749042839936,"522.74904283993556","1.2593180513675171","0.21642210345842949","0.33211680870063137","12.679881665961259","8.9533937777968906E-2","-0.12610784043987655","16.016730547273077","3.1105246473078527E-2","3.6994542804037936E-5","4.6608439371045793E-3","4.5395055078501792E-2","26.207764352641373","3.2978684986209116E-2","3.380436359548379E-3"
"75","9   06/12/2020","0.36848608126479881","2508.0872727731394","960.25841737112512","62.279806805768686","7546.8726032033237","23.046963024343707","-1.0018064341601591","-0.69577394528857328","953.7054451154055","2431.1726407763717","1.4601124056557728","0.2749684857562012","0.14893739136551615",4.01634468361248,"4016.3446836124776",0.590936985029391,"590.93698502939083","1.4557134023079268","0.22511183678408925","1.4645122151774868","2.6562405246315151","0.14594502682588464","7.0743882007357293E-3","16.631559451114157","8.3206534710892899E-2","2.2139286587366906E-3","5.682862699686572E-3","4.2508050093914264E-2","30.436475666610804","0.12824596577465511","6.3287251061528715E-3"
"76","10   06/12/2020","0.39209213625757339","2558.4738466821423","976.07140149815575","23.39151224924845","7625.4034388517057","4.9453181367999193","-0.94392670090793518","-0.62713061125126945","973.12986465448751","2499.989685467599","0.72778728011020499","0.1741797078402573","0.11165962405903704",3.84397393031857,"3843.9739303185715",0.606550205048128,"606.55020504812808","1.4601615978307634","0.20347042469875976","0.3626947393667167","32.659507531130835","0.14560330072693814","2.9371064627376577E-2","16.920906380507819","6.7218836035296908E-2","2.2687556306087014E-3","2.0526001135902127E-3","4.172084678390782E-2","31.885309673678119","3.0418485332829887E-2","3.5105115713426048E-3"
"77","11   06/12/2020","0.36507549769756498","2661.899129122392","1020.1929266095013","55.752408157405455","7971.5182327187376","32.120812578373886","-1.0898550046398461","-0.62944813525056198","1002.7109665876548","2641.5875043402052","1.3382659940938286","0.2973224865294497","0.13773410596062904",5.94300284445112,"5943.0028444511154",0.72863599352621,"728.63599352620975","1.6818987055128229","0.22379349974797294","1.7717259963838927","2.0214243685486033","0.19447951343719291","-3.622419900778797E-2","17.996192219156079","0.14408993779866627","4.9627882069248064E-3","4.4358459046506763E-3","3.8321144136508473E-2","35.004259833096349","0.10835958563144243","5.7385224135405206E-3"
"78","12   06/12/2020","0.36390430929475914","2762.4199245945042","1036.1704496901657","32.840188073002828","7908.0467157005742","19.552180880743478","-1.0244118002493294","-0.5626805128443173","1026.1128849654397","2682.5378669745623","0.795050409648557","0.20751562376556282","0.13058204602891813",5.8383923080598,"5838.3923080598042",0.734273915495035,"734.27391549503488","1.6732895595584896","0.21849182267122524","0.4233785629382909","11.396353172219706","0.17484292477479427","4.7177452418948759E-2","18.108644764195642","0.14084791088639217","1.544914015183349E-3","1.576740796062983E-3","4.2739677345309986E-2","34.358749247131819","3.1479799479773286E-2","3.1546215012998539E-3"
"79","13   06/12/2020","0.33836837992469776","2696.861017157747","1052.8297703905901","58.771908796302938","7985.5637439669445","48.581451996718116","-1.2272488056535171","-0.63389287263865846","1012.4485102314593","2765.0217763207743","1.399452002596","0.35420815016168089","0.17421378036798763",8.17216422913893,"8172.1642291389253",0.86964147472841,"869.64147472840966","1.9390334919580874","0.24749411011894207","1.8086945158487446","3.2809611216220529","0.23030539170251324","-8.6916858872705505E-2","19.045655774685393","0.22129019076760323","3.4554046415450957E-3","6.9101209245802063E-3","3.1492941960002505E-2","42.005458936675808","0.12790451261883379","6.3331117680157567E-3"
"80","14   06/12/2020","0.34537987696576494","2735.6361256149535","1051.7343163050996","21.26808776074343","8021.7264051601796","37.413510560629064","-1.1821748756484427","-0.56624504517088525","1043.0120414599687","2831.8019228583021","0.79773078771670669","0.27801878414810405","0.1444808185457456",8.64077138504031,"8640.7713850403125",0.902108836811623,"902.10883681162272","1.9369256549390079","0.22712903661962083","0.44633221827955238","11.608084746518665","0.23331957122883187","5.8900391335304801E-2","19.401914384577246","0.25902897927743374","1.3829643149738035E-2","7.1460674030311457E-3","9.3509897554183749E-2","42.787520240073754","4.7035174669566623E-2","1.1358904579788364E-2"
"81","1   06/22/2020","0.42737454087338622","2122.6711723663793","797.28046797470915","104.04640373689602","6537.6333266227675","10.720671925904165","-0.27479361417314924","-0.78568043524835962","918.41936808183061","1859.5179135196145","2.0170233900913312","0.25282427481266689","0.20220084782459871",0.33454483457153,"334.54483457152969",0.0155976180040662,"15.597618004066238","9.7797641074357844E-2","0.15547741434839929","0.612442054894344","2.6397569806563972","3.7241094313062592E-2","-7.44579032899884E-2","12.573665139967906","-6.9989161414299589E-3","7.2650547723014918E-4","3.6077706401673577E-3","5.1788579608760751E-2","16.471128782405177","0.13523829231858359","8.6629286273180433E-3"
"82","2   06/22/2020","0.39855953249552578","2144.5349079489793","785.73527424791166","21.899195637507482","6513.3726786216739","2.585801181992835","-0.26784824989442385","-0.75749612952013279","921.50934097237337","1832.7541952700835","0.60880721590059428","6.2427603811791882E-2","0.14993868473420163",0.0655775157571899,"65.577515757189872",0.00353640869134214,"3.536408691342142","2.6512470202732726E-2","0.14184842901158948","0.60228340129452329","9.5391069337439145","2.7558205342003029E-2","-4.2225058045655454E-2","12.379329012301124","-6.747721647941551E-3","-1.758415255201922E-3","2.8473748461457001E-3","4.5930020832721741E-2","15.357324548945025","3.7910282909593994E-2","3.868819439658667E-3"
"83","3   06/22/2020","0.45927389010523506","2095.3640927459496","799.30097838262236","124.71974210084144","6467.6805620714058","11.215970769780961","-0.39367258147611445","-0.83518910286051917","906.76134978316486","1853.9264521167156","2.3991896066932652","0.30807712700238876","0.22511989743762345",0.366777270475297,"366.77727047529737",0.0153341490402759,"15.334149040275852","0.10607767852498363","0.17450543147163933","0.65279323235741393","2.3586926043772456","3.9227021309695048E-2","2.9283213869069284E-2","12.551026844910028","-1.5721784470916138E-2","2.46792373021496E-3","3.3649756681861536E-3","3.4259212337351561E-2","16.642222889684838","0.15777696493884286","7.6706659718078886E-3"
"84","4   06/22/2020","0.4310316467162848","2142.0944119717933","800.95016340675932","28.896063384588139","6557.0314490828177","1.9792994897655651","-0.18533158345582698","-0.77599094913952271","909.48188985484069","1847.3346398645963","0.6522467426907117","8.5850814217147506E-2","0.13045135731521379",0.0788020168724561,"78.802016872456107",0.0016462363029481,"1.6462363029481015","2.7077401384786055E-2","0.14123126424400304","0.49594302791802614","13.087597166612532","2.9481981519774748E-2","6.5051104604166229E-2","12.395783896750858","-1.5866607303005695E-2","-1.5188883945471223E-3","3.3555965292549526E-3","2.8795105986225537E-2","15.699175385006237","3.9111467799008821E-2","3.2548078962653148E-3"
"85","5   06/22/2020","0.44369262949548816","2140.7397116479142","881.1586380620962","207.74984164049556","6614.6056564747132","28.760573100740892","-0.15630820790442676","-0.83194107420649943","893.41289138800903","2086.2959681041639","4.1616107905264608","0.489965970474109","0.41378521014396286",0.765928914446987,"765.92891444698716",0.130233047693367,"130.23304769336656","0.36042124335709286","0.30170680743824313","1.0803328236275194","2.8889909075209004","5.6309461928111822E-2","-9.7968051619493693E-3","14.138616736276665","-1.0017912879034637E-2","8.7407981884960601E-4","8.0481167197823701E-3","3.2663060509691907E-2","26.112020129169384","0.2687257058147155","1.0642569446180389E-2"
"86","6   06/22/2020","0.39853475617684581","2158.8038109542513","855.58356758597859","28.131096906933667","6476.0598437914296","4.9433541694253034","-0.27626692547325182","-0.79976360769000432","890.23778706275857","2051.4678524697702","0.65769362636176221","5.9262769416835177E-2","0.12602440082160932",0.125160087365846,"125.160087365846",0.0999125004814196,"99.912500481419556","0.2114289909151027","0.17187371923575048","0.5410133382512986","10.188624593474518","4.1839985025288379E-2","4.0671567708402967E-2","13.776017672621016","-1.2225171929710623E-2","-2.3097061125444194E-3","5.4846249481076258E-3","3.3739525619796332E-2","21.568914409830644","4.5124311057358278E-2","3.1099875170636326E-3"
"87","7   06/22/2020","0.39386896500533825","2483.9056033236188","1010.2596404681072","102.28120738304665","7585.3547454939589","20.897268791407427","-0.83392711419187626","-0.69950122600155917","972.30583698146643","2577.7547777405598","2.3465498595109922","0.38254323153670128","0.20526219690024339",4.01752587402062,"4017.5258740206168",0.83456441358365,"834.56441358364998","2.0658960112972098","0.29325065863897992","1.4523536278633435","2.6970901859995164","0.1395116913672626","-2.6347477238310803E-2","17.664920031241834","5.2012963417268812E-2","1.2929777558378099E-3","1.1089889682338799E-2","2.407364272111381E-2","40.767178686011057","0.2170909675483178","7.8185924104991599E-3"
"88","8   06/22/2020","0.3805795921078024","2500.0916681969056","1003.9557992706882","22.311564159370505","7517.7636597877945","3.6657446545779249","-0.84239749321090807","-0.66337434097601133","969.41403227619196","2583.3316126149853","0.68810293054532146","0.15881839998592212","0.10740128978608116",3.59929663535079,"3599.2966353507923",0.846627618825356,"846.62761882535551","2.0224609669353102","0.24100072862946562","0.17522822649293407","23.387598537735546","0.12858540129537757","-4.7996556096314882E-2","17.813003121852017","5.0127223628758759E-2","-2.7941009302246371E-4","3.3001366095035916E-3","2.634179858260258E-2","32.634041810656342","3.809210034912297E-2","2.673787210531132E-3"
"89","9   06/22/2020","0.37991917870563785","2528.7197675692241","1008.1221231680781","108.6750030674136","7779.8147944578413","23.137851476631873","-1.0156572603185339","-0.69866099670085946","996.38522118214144","2603.5164116576348","2.4098288314193397","0.45437272092049003","0.219451492870024",5.72681887391653,"5726.8188739165253",0.767432715391516,"767.4327153915159","1.873603485838619","0.27607832023591783","1.6645068019408817","2.8662521228686844","0.18366398074477","-0.11943708527054389","17.870571714017398","9.5594461167628153E-2","6.1099919298314168E-2","8.6760457588415663E-3","3.1871765292985903E-2","36.932773994942856","0.22801865149622288","8.5569760511520453E-3"
"90","10   06/22/2020","0.36246240900169857","2571.4140259764995","1007.8568760245205","22.761648359684841","7685.9194863731209","8.054531048729153","-1.0822343809183752","-0.64360884212720515","1000.8744053679403","2607.0599055092889","0.74707643856844419","0.24309470461188495","0.13917551265264075",5.28357482947615,"5283.5748294761515",0.749160267315109,"749.16026731510874","1.8086827456722723","0.23671004557800107","0.26385241538346171","10.751032208834218","0.17292617306564617","6.2228945763341204E-2","17.748060120579286","8.3504048065285719E-2","9.638848406846711E-3","5.4388376792144392E-3","9.0351678045052661E-2","35.625205155505029","3.2570303638723035E-2","1.3327985772089112E-2"
"91","11   06/22/2020","0.35815969551528715","2720.9675362008438","1068.5343345750139","78.795978858428668","8202.7050567579336","33.443837431655247","-1.5377553871288288","-0.63426673860307103","1044.3693738614743","2785.3892222338536","1.912657110982225","0.46108144708350718","0.19989700023897805",8.22096692885011,"8220.9669288501063",0.900803955116651,"900.80395511665074","2.1065064756038105","0.27315245236901997","1.9072140762549812","2.4419909722215989","0.26813775758396091","-0.11323380700913233","19.011054851208808","0.18249591999981693","4.2942676790242718E-3","9.2743998913420549E-3","4.3277989971152557E-2","41.045170969680399","0.18518832047652353","1.0968203593784082E-2"
