file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7200,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,co2_mean,h2o_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2023-07-03,10:00,184.416,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-07-03T100000_AIU-0547.ghg,2023-07-03,10:30,184.4374,1,18000,18000,-0.693851E-01,1,20.9588,0,88.2962,0,2.98230,0,2.01217,0,0.127501E-01,2,-9999,-9999,-9999,-9999,-9999,-0.210838E-09,-0.141501E-10,-0.112796E-11,15.1148,394.802,405.548,0.100000,0,1014.41,26.4967,27.2179,0.300000,0,0.808623E-01,2.03489,2.09028,0.00000,1,300.575,300.575,95141.1,1.09169,1020.44,0.262661E-01,0.130388,0.181782E-01,2521.60,3644.77,0.166515E-01,69.1840,1123.17,294.387,0.655004,-1.04576,0.213246,1.25224,-0.600658E-13,-0.139491E-13,1.25224,6.84533,39.5556,302.061,9.80476,-9999,0.252106,1.17783,-64.5590,-0.449201E-01,0.237369,-0.746272E-01,0,50.1711,-7.61365,17.2221,42.8855,65.4030,91.7287,137.426,-0.686144E-01,1.01123,26.1084,1.01413,81.2595,1.08660,2.74462,1.08660,1.85181,1.08660,0.786701E-04,1.14791,800000009,800000009,800000009,800000009,800011019,800011019,899999999,899999999,89999,89999,89,89,16,13,5,33,41,9,7,0,0,0,0,0,0,0,0,0,0,212,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,73,0.923807,1.24265,0.189200,0.136984,4.49244,0.272305,0.326977E-06,0.234366E-01,0.740532E-01,0.499640E-01,0.786701E-07,15.1158,1014.46,95536.3,11.3100,394.800,26.4963,21.2293,76.0907,76.3584,75.8229,0.535531,0.290615E-03,-1.00000,0.00000,63.2088,71.9833,1.00004,-273.150,9.00047,-273.150
2023-07-03T103000_AIU-0547.ghg,2023-07-03,11:00,184.4582,1,18000,18000,-0.202522,0,28.5474,0,93.5505,0,2.40790,0,2.12848,0,-9999,-9999,-2.98731,0.464209,-0.690946E-01,0.105618E-01,-9999,-0.176051E-09,-0.119318E-10,-9999,14.9782,393.620,404.408,0.100000,1,1015.14,26.6775,27.4087,0.100000,0,-9999,-9999,-9999,-9999,0,301.454,298.920,95152.6,1.09797,1020.38,0.263397E-01,0.137925,0.182511E-01,2517.59,3302.17,0.166226E-01,76.2404,784.583,294.361,-1.07528,-1.36536,0.132672,1.74299,0.155244E-13,-0.117539E-13,1.74299,8.43690,101.599,231.778,4.36545,-9999,0.429478,1.56451,-234.358,-0.123742E-01,0.305155,-0.593303E-01,0,70.8627,-10.7537,24.3249,60.5723,92.3766,129.560,194.104,-0.200648,1.00934,33.9806,1.01336,85.8479,1.08972,2.20964,1.08972,1.95323,1.08972,-9999,-9999,800000009,800000009,800000009,800001009,800001019,800101119,899999999,899999999,89999,89999,89,89,22,23,5,21,30,5,2,0,0,0,0,0,0,0,0,0,0,2540,0,9427,0,0,101,0,10648,0,0,16,18000,18000,18000,18000,73,2.00075,0.896670,0.231593,0.123337,42.3549,0.216066,-9999,0.303306E-01,0.597830E-01,0.528456E-01,-9999,14.9849,1015.20,95533.9,11.2741,393.772,26.6772,21.3403,76.1644,76.4437,75.8851,0.558616,0.292142E-03,-1.00000,0.00000,31.9784,78.0591,1.00002,-273.150,9.00030,-273.150
2023-07-03T110000_AIU-0547.ghg,2023-07-03,11:30,184.4790,1,18000,18000,-0.270425,0,26.5341,0,103.052,0,-2.49042,1,2.34544,0,0.779667E-02,0,0.617232,0.443202,-0.169461,0.100872E-01,-9999,0.698141E-10,0.479710E-11,0.378273E-12,14.8696,390.741,401.522,0.100000,1,1021.73,26.8488,27.5896,0.200000,0,0.805676E-01,2.01562,2.07123,-0.100000,0,301.883,299.263,95179.3,1.09677,1020.61,0.261409E-01,0.151984,0.185080E-01,2556.14,3374.05,0.168750E-01,75.7587,817.912,294.609,-1.01089,-1.65701,0.183876,1.94972,-0.101427E-13,0.469510E-14,1.94972,7.26322,93.1016,238.614,5.41155,-9999,0.496553,1.82867,-389.768,-0.744032E-02,0.257482,-0.477377E-01,0,70.6120,-10.7156,24.2388,60.3581,92.0499,129.101,193.417,-0.268046,1.00888,32.5504,1.01330,94.4124,1.09151,-2.28163,1.09151,2.14880,1.09151,-0.682423E-02,1.14989,800000009,800000009,800000009,800000009,800000019,800010119,899999999,899999999,89999,89999,89,89,6,10,1,32,6,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309,0,0,0,18000,18000,18000,18000,73,1.90624,1.43876,0.312336,0.643965E-01,1.05252,0.181369,0.125267E-07,0.290790E-01,-0.612898E-01,0.577218E-01,-0.682423E-05,14.8705,1021.78,95556.1,11.2607,390.741,26.8485,21.4490,76.1150,76.3877,75.8423,0.545406,0.292091E-03,-1.00000,0.00000,1.99364,92.5179,1.00005,-273.150,9.00045,-273.150
2023-07-03T113000_AIU-0547.ghg,2023-07-03,12:00,184.4999,1,18000,18000,-0.223318,0,5.54331,0,68.7598,1,1.11170,0,1.56494,1,0.113332E-01,1,-0.131424E-01,0.963378,-0.215469,0.219261E-01,-0.270370E-03,0.102177E-09,0.718556E-11,0.557161E-12,14.7414,387.081,397.913,0.100000,1,1036.68,27.2213,27.9830,0.100000,0,0.803829E-01,2.01124,2.06752,0.00000,1,301.934,299.255,95180.8,1.09666,1020.83,0.261398E-01,0.101408,0.187655E-01,2591.64,3372.60,0.171115E-01,76.8440,780.960,294.834,-0.986193,-1.30838,0.136042,1.64407,-0.201249E-13,0.693134E-14,1.64407,6.53809,97.3114,232.993,4.74649,-9999,0.451259,1.01358,-1400.41,-0.207082E-02,0.806185E-01,-0.109729E-01,0,77.0124,-11.6869,26.4358,65.8290,100.393,140.803,210.949,-0.221191,1.00961,9.62460,1.01344,63.1431,1.08895,1.02089,1.08895,1.43711,1.08895,0.456977E-02,1.14858,800000009,800000009,800000009,800000009,800000009,800101009,899999999,899999999,89999,89999,89,89,8,15,3,21,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10186,0,0,0,18000,18000,18000,18000,73,1.00481,0.814700,0.207653,0.380231E-01,2.65512,0.168376,0.185037E-07,0.859723E-02,0.274328E-01,0.386173E-01,0.456977E-05,14.7423,1036.73,95556.1,11.2300,387.081,27.2210,21.6742,76.0851,76.3518,75.8184,0.533366,0.291860E-03,-1.00000,0.00000,1.98901,92.5480,1.00003,-273.150,9.00035,-273.150
2023-07-03T120000_AIU-0547.ghg,2023-07-03,12:30,184.5207,1,18000,18000,-0.152649,0,30.2873,1,137.637,1,-2.90655,1,3.13454,1,0.101368E-01,1,1.16896,0.553286,-0.226953,0.126005E-01,0.115386E-05,-0.224276E-10,-0.160567E-11,-0.123387E-12,14.5667,383.218,394.028,0.100000,1,1042.88,27.4358,28.2097,0.200000,0,0.801394E-01,2.01125,2.06799,-0.300000,0,302.577,299.905,95179.2,1.09418,1020.96,0.261970E-01,0.203118,0.188721E-01,2612.01,3504.21,0.172478E-01,74.5392,892.199,294.963,-1.24945,-1.10028,0.119948,1.66917,-0.930859E-15,-0.153965E-14,1.66917,6.59759,114.639,221.368,4.12090,-9999,0.373511,0.987495,-145.350,-0.199519E-01,0.220052,-0.725872E-01,0,75.4618,-11.4516,25.9036,64.5036,98.3721,137.968,206.702,-0.151206,1.00954,38.3947,1.01342,126.372,1.08914,-2.66865,1.08914,2.87798,1.08914,-0.783581E-02,1.14867,800000009,800000009,800000009,800000009,800001019,800111119,899999999,899999999,89999,89999,89,89,6,13,5,21,19,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706,0,0,0,18000,18000,18000,18000,73,1.11942,0.705884,0.149684,0.123649,2.33616,0.427152,0.168851E-07,0.343696E-01,-0.718834E-01,0.775220E-01,-0.783581E-05,14.5676,1042.92,95554.3,11.2187,383.218,27.4353,21.8000,76.1176,76.3908,75.8444,0.546427,0.292594E-03,-1.00000,0.00000,1.98889,92.1491,1.00002,-273.150,9.00031,-273.150
2023-07-03T123000_AIU-0547.ghg,2023-07-03,13:00,184.5415,1,18000,18000,-0.755252E-01,0,11.8222,0,125.681,0,0.307835,2,2.86174,0,0.136976E-01,1,-0.339511,-0.551370,-0.799021E-01,-0.125546E-01,-0.253187E-03,-0.477218E-10,-0.340202E-11,-0.263062E-12,14.5219,381.858,392.544,0.100000,0,1035.25,27.2222,27.9840,0.200000,0,0.800509E-01,2.00714,2.06331,0.00000,1,302.306,299.716,95177.8,1.09494,1020.84,0.261809E-01,0.185441,0.187367E-01,2591.64,3465.56,0.171121E-01,74.7828,873.914,294.835,-0.655678,-1.16209,0.125058,1.34016,0.479567E-13,-0.328618E-14,1.34016,4.68907,93.3004,240.567,5.35440,-9999,0.262634,0.744074,-129.449,-0.224027E-01,0.940649E-01,-0.402719E-01,0,64.4624,-9.78242,22.1279,55.1015,84.0333,117.858,176.573,-0.747201E-01,1.01078,19.2951,1.01391,115.622,1.08700,0.283196,1.08700,2.63268,1.08700,0.150079E-02,1.14793,800000009,800000009,800000009,800000009,800001019,800111119,899999999,899999999,89999,89999,89,89,4,4,4,23,18,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10309,0,0,0,18000,18000,18000,18000,73,0.689226,0.689192,0.109729,0.453357E-01,7.50117,0.435319,0.393107E-07,0.172624E-01,0.762186E-02,0.708554E-01,0.150079E-05,14.5225,1035.29,95552.3,11.2100,381.849,27.2217,21.6717,76.1191,76.3928,75.8453,0.547519,0.292313E-03,-1.00000,0.00000,1.98496,92.6573,1.00002,-273.271,9.00031,-273.150
2023-07-03T130000_AIU-0547.ghg,2023-07-03,13:30,184.5624,1,18000,18000,-0.819261E-01,0,12.5510,0,125.495,1,-1.96225,1,2.85752,1,0.478045E-02,1,0.215087E-01,0.198664,-0.131020,0.452358E-02,-0.349703E-03,-0.896032E-10,-0.644336E-11,-0.495564E-12,14.4319,379.629,390.284,0.100000,1,1037.80,27.2991,28.0653,0.200000,0,0.798179E-01,2.00146,2.05763,-0.300000,0,302.382,299.728,95184.8,1.09494,1020.88,0.261800E-01,0.185168,0.187903E-01,2599.16,3467.99,0.171610E-01,74.9471,868.834,294.882,-0.917852,-0.925368,0.126440,1.30948,0.104415E-12,-0.620868E-14,1.30948,5.24056,107.895,225.234,5.54096,-9999,0.273537,0.577839,-137.765,-0.210504E-01,0.100012,-0.410485E-01,0,70.6305,-10.7185,24.2452,60.3739,92.0741,129.135,193.468,-0.810405E-01,1.01093,20.0120,1.01398,115.466,1.08685,-1.80544,1.08685,2.62917,1.08685,-0.677872E-02,1.14791,800000009,800000009,800000009,800000009,800001019,800101019,899999999,899999999,89999,89999,89,89,9,10,5,27,59,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10423,0,0,0,18000,18000,18000,18000,73,0.631101,0.429858,0.947188E-01,0.463975E-01,4.21396,0.624483,0.103826E-07,0.179029E-01,-0.485934E-01,0.707641E-01,-0.677872E-05,14.4326,1037.84,95559.0,11.2459,379.622,27.2985,21.7175,76.1347,76.4093,75.8602,0.549060,0.292702E-03,-1.00000,0.00000,1.97930,92.4004,1.00004,-273.150,9.00039,-273.150
2023-07-03T133000_AIU-0547.ghg,2023-07-03,14:00,184.5832,1,18000,18000,-0.180855,0,4.60700,1,127.361,1,0.195309,1,2.89997,1,0.697039E-02,2,-0.252076E-01,-1.10366,-0.802341E-01,-0.251301E-01,-0.405617E-03,-0.169224E-09,-0.120216E-10,-0.935947E-12,14.3873,378.264,388.710,0.100000,1,1022.06,26.8716,27.6136,0.100000,0,0.795735E-01,1.99487,2.04995,-0.400000,0,302.320,299.714,95178.6,1.09510,1020.64,0.261805E-01,0.187918,0.184957E-01,2558.29,3465.14,0.168895E-01,73.8294,906.849,294.623,-0.972986,-1.48828,0.200552,1.78938,0.120264E-14,-0.117620E-13,1.78938,7.23160,96.4768,236.825,6.43518,-9999,0.406386,1.08394,-1230.59,-0.235659E-02,0.361729E-01,-0.101427E-01,0,75.3667,-11.4372,25.8710,64.4223,98.2481,137.794,206.441,-0.179203,1.00922,12.1951,1.01334,116.833,1.09011,0.179165,1.09011,2.66026,1.09011,-0.256844E-02,1.14914,800000009,800000009,800000009,800000009,800001019,800101119,899999999,899999999,89999,89999,89,89,19,14,8,4,47,12,7,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,12245,0,0,0,18000,18000,18000,18000,73,1.31188,0.678235,0.177752,0.422149E-01,1.89884,0.557336,0.127209E-07,0.109109E-01,0.482020E-02,0.715707E-01,-0.256844E-05,14.3883,1022.11,95554.4,11.2593,378.265,26.8711,21.4591,76.1151,76.3883,75.8419,0.546383,0.292212E-03,-1.00000,0.00000,2.00190,91.9169,1.00001,-273.190,9.00024,-273.150
