file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7200,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,co2_mean,h2o_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2023-03-13,13:00,72.541,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-03-13T130000_AIU-0547.ghg,2023-03-13,13:30,72.5624,1,18000,18000,-0.114157,1,27.1208,0,14.6174,2,-0.657713,1,0.326248,2,0.240911E-02,0,-9999,-9999,-9999,-9999,-9999,-0.630948E-10,-0.116561E-11,-0.346542E-12,17.2320,423.900,427.246,-0.900000,0,318.343,7.83110,7.89291,0.800000,1,0.946453E-01,2.14146,2.15836,-0.100000,0,279.458,278.951,94699.4,1.17921,1009.49,0.244901E-01,0.211408E-01,0.576219E-02,741.799,919.692,0.488650E-02,80.6574,177.893,275.851,1.03360,-0.132238,0.113197,1.04815,-0.573611E-13,-0.366149E-14,1.04815,6.40453,331.488,352.709,6.19982,-9999,0.311140,2.00942,-93.1314,-0.311388E-01,1.85537,-0.732242E-01,0,52.3530,-7.94477,17.9711,44.7506,68.2474,95.7180,143.403,-0.112735,1.01261,27.5629,1.01488,13.3235,1.09712,-0.596421,1.10277,0.297368,1.09712,-0.738563E-02,1.14826,800000009,800000009,800000009,800000009,800000009,800000019,899999999,899999999,89999,89999,89,89,5,4,0,13,2,0,1,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,962,0,0,0,18000,18000,18000,18000,100,1.47793,2.28182,0.259086,0.625390E-01,0.983754,1.41257,0.406134E-07,0.231544E-01,-0.147217E-01,0.734006E-02,-0.738563E-05,17.2332,318.344,95113.7,11.4000,423.899,7.83015,2.55095,98.8511,100.186,97.5164,2.66937,0.277209E-04,-1.00000,0.00000,2.41518,87.9728,1.00011,-273.150,9.00061,-273.150
2023-03-13T133000_AIU-0547.ghg,2023-03-13,14:00,72.5832,1,18000,18000,-0.853043E-01,1,14.6407,0,-8.18597,1,0.830578,1,-0.182719,1,0.802677E-02,2,0.168993,-5.02710,-0.475969E-01,-0.112210,-0.943688E-03,-0.696252E-10,-0.994539E-12,-0.380590E-12,17.2041,423.142,425.715,4.00000,0,245.747,6.04424,6.08099,0.800000,1,0.940423E-01,2.12710,2.14004,0.00000,1,279.625,279.039,94668.7,1.17925,1008.51,0.245058E-01,-0.118402E-01,0.444456E-02,572.354,925.327,0.376897E-02,61.8542,352.973,272.254,1.00365,-0.330318,0.987964E-01,1.06122,0.869558E-13,-0.404701E-14,1.06122,5.37157,355.092,341.783,5.34179,-9999,0.268957,1.35791,-111.375,-0.260381E-01,-1.78851,-0.457712E-01,0,50.1541,-7.61108,17.2163,42.8710,65.3809,91.6977,137.380,-0.842509E-01,1.01250,14.0226,1.01482,-7.45515,1.09803,0.752276,1.10409,-0.166406,1.09803,0.343014E-02,1.14822,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,1,1,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6415,0,0,0,18000,18000,18000,18000,100,0.978712,1.52160,0.215519,0.716046E-01,0.260396,0.225626,0.247531E-06,0.117908E-01,0.185472E-01,-0.410271E-02,0.343014E-05,17.2054,245.736,95064.9,11.4072,423.143,6.04373,-0.936969,98.8649,100.199,97.5306,2.66851,0.274447E-04,-1.00000,0.00000,2.12164,92.1428,1.00011,-273.150,9.00060,-273.150
2023-03-13T140000_AIU-0547.ghg,2023-03-13,14:30,72.6040,1,18000,18000,-0.148626,0,20.8132,0,-38.6062,2,0.183171,2,-0.861566,2,-0.507534E-02,0,-0.378452,-1.08265,-0.537537E-01,-0.241613E-01,-0.957843E-03,0.354187E-10,0.474697E-12,0.192904E-12,17.1668,422.287,424.690,3.70000,0,230.077,5.65967,5.69188,0.800000,1,0.934972E-01,2.11254,2.12457,-0.200000,0,279.536,278.841,94646.3,1.17998,1008.30,0.244942E-01,-0.558295E-01,0.416373E-02,535.810,912.755,0.352865E-02,58.7025,376.945,271.355,1.33079,-0.233732,0.146919,1.35912,-0.546951E-13,0.206320E-14,1.35912,7.75721,336.759,350.038,6.20569,-9999,0.354904,2.06269,-179.968,-0.161140E-01,-0.539114,-0.492907E-01,0,54.5689,-8.28104,18.7317,46.6447,71.1361,99.7694,149.473,-0.147055,1.01069,18.5424,1.01387,-34.9358,1.10506,0.164463,1.11375,-0.779654,1.10506,-0.892150E-02,1.14795,800000009,800000009,800000009,800000009,800000019,800001019,899999999,899999999,89999,89999,89,89,5,15,6,47,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4558,0,0,0,18000,18000,18000,18000,100,1.30482,2.51666,0.303910,0.290404E-01,0.842758E-01,0.336704,0.937522E-08,0.155849E-01,0.405132E-02,-0.192057E-01,-0.892150E-05,17.1681,230.085,95021.2,11.4100,422.288,5.65975,-1.85851,98.8792,100.214,97.5441,2.67022,0.274539E-04,-1.00000,0.00000,2.10747,92.8796,1.00011,-273.150,9.00059,-273.150
2023-03-13T143000_AIU-0547.ghg,2023-03-13,15:00,72.6248,1,18000,18000,-0.186101,0,17.1468,0,-7.28901,0,-0.148227,1,-0.162645,0,-0.184330E-02,0,-0.266327,-0.113284,-0.358713E-02,-0.252780E-02,-0.845376E-04,-0.669462E-10,-0.890987E-12,-0.364130E-12,17.1905,422.229,424.616,-2.30000,0,228.788,5.61945,5.65121,0.800000,1,0.935013E-01,2.11126,2.12319,-0.100000,0,279.331,278.702,94640.1,1.18051,1008.27,0.244836E-01,-0.105394E-01,0.413593E-02,531.968,904.002,0.350352E-02,58.8459,372.034,271.258,0.451213,-0.584977,0.772454E-01,0.742805,-0.135650E-13,-0.389438E-14,0.742805,6.65729,25.1880,307.644,5.96907,-9999,0.397045,1.51825,-305.854,-0.948165E-02,-2.35242,-0.362824E-01,0,69.0435,-10.4776,23.7004,59.0173,90.0051,126.233,189.121,-0.183152,1.01610,16.5048,1.01699,-6.66773,1.09318,-0.135169,1.09661,-0.148782,1.09318,-0.669600E-02,1.15046,800000009,800000009,800000009,800000009,800000019,800000119,899999999,899999999,89999,89999,89,89,6,3,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15015,0,0,0,18000,18000,18000,18000,100,1.28582,1.53944,0.211233,0.156113E-01,0.456732E-01,0.589772E-01,0.132601E-07,0.138664E-01,-0.332812E-02,-0.366332E-02,-0.669600E-05,17.1917,228.797,95024.4,11.4100,422.229,5.61927,-1.90908,98.8970,100.232,97.5620,2.66982,0.285511E-04,-1.00000,0.00000,2.10622,92.9318,1.00010,-273.150,9.00060,-273.150
2023-03-13T150000_AIU-0547.ghg,2023-03-13,15:30,72.6457,1,18000,18000,-0.152875,0,18.5062,1,-43.2697,2,-1.86838,1,-0.965823,2,-0.774883E-02,0,0.648652,1.20297,0.186286E-01,0.268515E-01,-0.520180E-06,0.517472E-10,0.740606E-12,0.281110E-12,17.1818,422.526,425.097,-1.90000,0,245.907,6.04720,6.08399,0.800000,1,0.933380E-01,2.11125,2.12409,0.300000,0,279.370,279.041,94634.4,1.17881,1008.51,0.245149E-01,-0.625854E-01,0.444508E-02,572.426,925.477,0.377082E-02,61.8520,353.051,272.255,0.440346,-0.143371,0.832487E-01,0.470521,-0.696724E-13,0.301174E-14,0.470521,5.58101,355.381,341.965,10.1909,-9999,0.360120,1.07759,-211.453,-0.137147E-01,-0.427695,-0.432261E-01,0,70.4604,-10.6926,24.1868,60.2285,91.8523,128.824,193.002,-0.149464,1.02283,15.8634,1.02131,-39.5734,1.09340,-1.70649,1.09487,-0.883319,1.09340,-0.103367E-01,1.15628,800000009,800000009,800000009,800000009,800000019,800100119,899999999,899999999,89999,89999,89,89,1,8,6,13,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11269,0,0,0,18000,18000,18000,18000,100,1.06111,0.928900,0.165165,0.453691E-01,0.270935,0.383835,0.153983E-07,0.133435E-01,-0.420889E-01,-0.217862E-01,-0.103367E-04,17.1831,245.886,95035.4,11.4100,422.527,6.04681,-0.956846,98.8555,100.189,97.5216,2.66787,0.291140E-04,-1.00000,0.00000,2.10584,93.0143,1.00012,-273.150,9.00066,-273.150
2023-03-13T153000_AIU-0547.ghg,2023-03-13,16:00,72.6665,1,18000,18000,-0.382246E-01,1,42.6508,1,59.4155,1,2.43210,1,1.32578,1,0.599061E-02,1,-0.651338,-1.42320,-0.487739E-02,-0.317570E-01,-0.151673E-03,0.405970E-09,0.532588E-11,0.220904E-11,17.1654,422.449,424.803,0.800000,1,225.192,5.54207,5.57295,-1.50000,0,0.934038E-01,2.10894,2.12070,-0.200000,0,279.243,278.702,94662.2,1.18082,1008.23,0.244778E-01,0.859108E-01,0.407994E-02,524.765,903.944,0.345517E-02,58.0528,379.179,271.073,0.982415,-0.665299,0.166325,1.19809,-0.276473E-13,0.236505E-13,1.19809,7.74883,11.4750,325.894,7.97986,-9999,0.179920,2.13030,-11.4434,-0.253421,0.717840,-0.199115,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.377882E-01,1.01155,45.2451,1.01429,53.9642,1.10102,2.19452,1.10826,1.20414,1.10102,-0.116431E-01,1.14794,800000009,800000009,800000009,800000009,800000009,800111119,899999999,899999999,89999,89999,89,89,12,5,6,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604,0,0,0,18000,18000,18000,18000,100,1.55226,2.43956,0.268788,0.761053E-01,0.422546,0.203283,0.950497E-08,0.380039E-01,0.540165E-01,0.296391E-01,-0.116431E-04,17.1667,225.175,95033.0,11.4100,422.449,5.54147,-2.12115,98.8409,100.175,97.5067,2.66846,0.282972E-04,-1.00000,0.00000,2.10399,93.0417,1.00011,-273.150,9.00059,-273.150
2023-03-13T160000_AIU-0547.ghg,2023-03-13,16:30,72.6873,1,18000,18000,0.437134E-01,2,20.0103,1,-0.519589,2,0.535643,1,-0.115890E-01,2,-0.148069E-02,1,-0.867366,-1.27113,0.800994E-02,-0.283516E-01,-0.321708E-03,0.144183E-10,0.173736E-12,0.781477E-13,17.2325,422.576,424.739,0.600000,0,207.646,5.09192,5.11798,0.800000,1,0.934008E-01,2.10407,2.11483,-0.100000,0,278.920,278.250,94681.1,1.18317,1007.98,0.244333E-01,-0.750967E-03,0.375538E-02,482.238,876.005,0.317399E-02,55.0497,393.767,269.935,1.14250,0.143396,0.797819E-01,1.15422,0.353558E-13,0.836693E-15,1.15422,6.05395,323.606,7.15381,3.96354,-9999,0.192213,1.51975,-29.7417,-0.975062E-01,-38.5118,-0.872913E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.432023E-01,1.01183,19.7301,1.01444,-0.472667,1.09927,0.484394,1.10580,-0.105424E-01,1.09927,-0.768759E-02,1.14800,800000009,800000009,800000009,800000009,800000009,800100009,899999999,899999999,89999,89999,89,89,4,10,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13657,0,0,0,18000,18000,18000,18000,100,1.48181,1.37113,0.186571,0.337110E-01,0.162171,0.167528E-01,0.671791E-08,0.165436E-01,0.118959E-01,-0.258905E-03,-0.768759E-05,17.2337,207.661,95058.1,11.4172,422.576,5.09188,-3.22499,98.9032,100.236,97.5703,2.66582,0.291156E-04,-1.00000,0.00000,2.09951,92.9643,1.00009,-273.150,9.00048,-273.150
2023-03-13T163000_AIU-0547.ghg,2023-03-13,17:00,72.7082,1,18000,18000,0.833629E-02,2,29.8034,2,9.02896,2,0.216724,2,0.201526,2,-0.153064E-02,2,1.41462,1.20914,0.436279E-01,0.269879E-01,0.435774E-03,-0.938559E-10,-0.122437E-11,-0.508426E-12,17.2341,423.270,425.621,3.50000,0,224.822,5.52164,5.55229,-3.00000,0,0.933587E-01,2.11069,2.12241,-0.200000,0,279.054,278.988,94662.7,1.17962,1008.22,0.245029E-01,0.130589E-01,0.406074E-02,522.833,922.104,0.344241E-02,56.7000,399.271,271.023,0.639647,-0.119734,0.314370E-01,0.651516,-0.640169E-13,-0.544594E-14,0.651516,5.45931,348.940,349.398,2.76572,-9999,0.840650E-01,1.22337,-1.67042,-1.73609,3.30086,-0.298092,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.819083E-02,1.01776,29.8047,1.01804,8.26568,1.09234,0.197931,1.09495,0.184489,1.09234,-0.114239E-01,1.15179,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,8,11,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12171,0,0,0,18000,18000,18000,18000,100,1.16144,1.09759,0.187697,0.515463E-01,0.319091,0.990019E-01,0.154585E-07,0.250602E-01,0.487680E-02,0.454562E-02,-0.114239E-04,17.2352,224.878,95054.9,11.4200,423.268,5.52297,-2.14635,98.8771,100.211,97.5429,2.66832,0.292213E-04,-1.00000,0.00000,2.10576,93.0697,1.00008,-273.150,9.00048,-273.150
