file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,diag_72_mean,int_p_mean,air_p_mean,vin_sf_mean,co2_mean,co2_mean,h2o_mean,h2o_mean,dew_point_mean,cell_t_mean,int_t_1_mean,int_t_2_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2023-02-07,13:00,38.541,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-07T130000_AIU-0547.ghg,2023-02-07,13:30,38.5624,1,18000,18000,-0.274009,1,-32.2381,2,-19.0275,1,3.79149,1,-0.426429,1,0.103255E-01,2,-9999,-9999,-9999,-9999,-9999,0.986171E-10,0.102963E-11,0.492583E-12,18.5574,455.185,457.358,0.100000,1,193.751,4.75242,4.77511,0.100000,1,0.926923E-01,2.13459,2.14478,0.00000,1,283.118,283.262,96012.6,1.17873,1007.88,0.245285E-01,-0.276326E-01,0.349139E-02,456.414,1233.53,0.296198E-02,37.0007,777.113,269.200,-0.674852,0.387308E-01,0.924283E-01,0.682252,-0.604792E-14,0.531417E-14,0.682252,4.48635,153.361,176.715,7.78611,-9999,0.482142,0.687750,294.287,0.985434E-02,1.69429,0.562819E-01,0,94.0816,-14.2772,32.2952,80.4196,122.645,172.011,257.704,-0.271211,1.01032,-32.8738,1.01370,-17.3834,1.09458,3.64210,1.09458,-0.389583,1.09458,0.204202E-01,1.17274,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,9400,0,0,0,18000,18000,18000,18000,0.930222,0.301572,0.143706,0.367357,0.221611E-02,29.8099,0.117338E-06,-0.276709E-01,0.364210E-02,-0.389583,0.204202E-04,8190.00,96386.3,96386.3,11.3500,456.820,459.009,4.76963,4.79251,-3.91496,285.407,285.427,285.402,92.9917,93.1622,92.8212,0.340992,0.00000,-1.00000,0.00000,2.13024,92.0159,1.00015,-273.150,9.00089,-273.150
2023-02-07T133000_AIU-0547.ghg,2023-02-07,14:00,38.5832,1,18000,18000,-0.222441,0,25.4433,0,1.66061,2,1.75317,1,0.372552E-01,2,-0.833587E-03,0,2.07610,0.306213,-0.226346E-01,0.686976E-02,-0.334130E-03,0.204429E-10,0.218551E-12,0.101884E-12,18.4603,454.822,457.045,0.100000,1,197.355,4.86240,4.88616,0.100000,1,0.920035E-01,2.12948,2.13988,-0.200000,0,284.426,284.352,95954.1,1.17345,1007.97,0.246378E-01,0.241414E-02,0.355634E-02,466.693,1326.40,0.303066E-02,35.1849,859.709,269.497,-1.03832,0.348454,0.603748E-01,1.09689,0.231608E-13,0.110740E-14,1.09689,5.67568,173.619,161.449,3.15526,-9999,0.435386,0.673712,-274.469,-0.105659E-01,15.3216,-0.494069E-01,0,80.4637,-12.2107,27.6206,68.7791,104.892,147.113,220.402,-0.219753,1.01223,25.2049,1.01466,1.52896,1.08611,1.59850,1.08611,0.343016E-01,1.08611,-0.879790E-02,1.14812,800000009,800000009,800000009,800000009,800000009,800000019,899999999,899999999,89999,89999,89,89,21,22,1,1,0,0,2,0,0,0,0,0,0,0,0,10811,0,0,0,17999,17999,17999,17999,0.689751,0.484439,0.173235,0.243616,0.165673E-02,27.9670,0.383904E-07,0.213095E-01,0.159850E-02,0.343016E-01,-0.879790E-05,8190.00,96331.3,96331.3,11.3357,456.144,458.380,4.87657,4.90049,-3.62613,286.320,286.341,286.314,92.9507,93.1198,92.7816,0.338178,0.00000,-1.00000,0.00000,2.12507,92.7918,1.00016,-273.150,9.00099,-273.150
not_enough_data,2023-02-07,14:30,38.604,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-07T143000_AIU-0547.ghg,2023-02-07,15:00,38.6248,1,17958,17958,-0.171950,0,8.93202,1,2.16678,1,0.150006,2,0.486217E-01,1,-0.325988E-02,1,-9999,-9999,-9999,-9999,-9999,-0.132409E-09,-0.118920E-11,-0.661909E-12,18.3077,451.793,453.634,0.100000,1,164.426,4.05768,4.07421,0.100000,1,0.915197E-01,2.11991,2.12855,0.00000,0,285.092,284.584,95877.0,1.17191,1007.53,0.246778E-01,0.315069E-02,0.296296E-02,389.142,1347.01,0.252832E-02,28.8894,957.866,267.095,-1.02534,0.288580,0.888874E-01,1.06888,0.786938E-14,-0.723243E-14,1.06888,4.54558,168.304,164.281,4.77019,-9999,0.383049,0.466688,-532.051,-0.545060E-02,4.12225,-0.197489E-01,0,80.6641,-12.2411,27.6894,68.9504,105.154,147.480,220.951,-0.169837,1.01244,8.93160,1.01478,1.99509,1.08606,0.117808,1.08606,0.447691E-01,1.08606,-0.593177E-02,1.14820,800000009,800000009,800000009,800000009,800000019,801000019,899999999,899999999,89999,89999,89,89,14,25,0,8,33,2,11,0,0,0,0,0,0,0,0,16858,0,0,0,17958,17958,17958,17958,0.498336,0.301782,0.133258,0.643238E-01,0.578322E-03,13.7921,0.265728E-07,0.756442E-02,0.117808E-03,0.447691E-01,-0.593177E-05,8190.00,96286.7,96286.7,11.3330,451.702,453.542,4.05691,4.07344,-6.06377,285.763,285.780,285.759,92.9746,93.1439,92.8053,0.338640,0.00000,-1.00000,0.00000,2.11625,92.3629,1.00017,-273.150,9.00100,-273.150
2023-02-07T150000_AIU-0547.ghg,2023-02-07,15:30,38.6457,1,18000,18000,-0.203686,0,-3.79246,0,14.4901,1,1.59176,1,0.325291,1,0.535533E-03,0,0.844222,0.281662,-0.543924E-01,0.632306E-02,-0.532947E-03,0.196951E-09,0.181666E-11,0.982306E-12,18.2407,450.919,452.803,0.100000,1,168.251,4.15925,4.17662,0.100000,1,0.909767E-01,2.11173,2.12055,0.00000,1,285.708,285.029,95860.9,1.16984,1007.60,0.247205E-01,0.210789E-01,0.303188E-02,398.816,1387.18,0.259171E-02,28.7502,988.362,267.416,-1.05510,0.566848,0.919229E-01,1.20125,0.245225E-14,0.107973E-13,1.20125,4.42684,182.050,151.753,4.38873,-9999,0.417270,0.602757,1619.68,0.179047E-02,-0.261727,0.771064E-02,0,83.2290,-12.6303,28.5698,71.1429,108.497,152.169,227.977,-0.202111,1.00779,-2.96337,1.01222,13.2544,1.09323,1.32126,1.09323,0.297551,1.09323,0.741311E-03,1.16642,800000009,800000009,800000009,800000009,800000009,801010009,899999999,899999999,89999,89999,89,89,2,7,2,12,0,0,0,0,0,0,0,0,0,0,0,17100,0,0,0,18000,18000,18000,18000,0.559961,0.499323,0.146229,0.306185E-01,0.108606E-02,48.2549,0.879972E-08,-0.251404E-02,0.132126E-02,0.297551,0.741311E-06,8190.00,96248.6,96248.6,11.3414,450.974,452.858,4.15981,4.17722,-5.74782,286.236,286.255,286.231,92.9705,93.1419,92.7990,0.342899,0.00000,-1.00000,0.00000,2.10801,92.3649,1.00016,-273.150,9.00100,-273.150
2023-02-07T153000_AIU-0547.ghg,2023-02-07,16:00,38.6665,1,18000,18000,-0.142110,0,-2.42544,1,3.21101,1,0.136628,0,0.721129E-01,1,-0.104325E-02,1,0.777478,-0.155771,-0.355301E-01,-0.349830E-02,-0.170948E-03,0.262887E-10,0.239507E-12,0.131090E-12,18.1877,450.348,452.203,0.100000,1,165.701,4.10296,4.11986,0.100000,1,0.906942E-01,2.10910,2.11779,0.00000,1,286.196,285.439,95841.2,1.16794,1007.58,0.247612E-01,0.467291E-02,0.298594E-02,393.338,1425.16,0.255658E-02,27.5995,1031.83,267.235,-0.880824,0.428221,0.894152E-01,0.983473,-0.154460E-13,0.144541E-14,0.983473,4.25810,179.238,154.073,5.21641,-9999,0.348820,0.442837,1479.28,0.196041E-02,-0.755349,0.590865E-02,0,77.8896,-11.8200,26.7370,66.5788,101.537,142.407,213.352,-0.140910,1.00852,-2.22339,1.01250,2.94032,1.09206,0.952437E-01,1.09206,0.660336E-01,1.09206,-0.415567E-03,1.16624,800000009,800000009,800000009,800000009,800010009,801110019,899999999,899999999,89999,89999,89,89,9,22,6,25,0,0,3,0,0,0,0,0,0,0,0,17600,0,0,0,18000,18000,18000,18000,0.436750,0.328313,0.120612,0.316203E-01,0.401611E-03,2.69686,0.798434E-08,-0.188936E-02,0.952437E-04,0.660336E-01,-0.415567E-06,8190.00,96224.8,96224.8,11.3600,450.175,452.029,4.10138,4.11827,-5.92696,286.491,286.509,286.487,92.9699,93.1430,92.7968,0.346203,0.00000,-1.00000,0.00000,2.10545,92.3693,1.00017,-273.150,9.00105,-273.150
