file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7200,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,co2_mean,h2o_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2023-04-05,12:00,95.499,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-04-05T120000_AIU-0547.ghg,2023-04-05,12:30,95.5207,1,18000,18000,-0.210465,1,3.11787,2,-4.21698,2,1.71563,2,-0.958900E-01,2,0.880534E-02,2,-9999,-9999,-9999,-9999,-9999,0.702520E-10,0.337307E-11,0.375641E-12,15.3141,394.851,402.481,0.00000,1,735.286,18.9583,19.3246,0.00000,1,0.818851E-01,2.03237,2.07164,0.00000,1,298.326,298.326,95659.8,1.10910,1016.10,0.259282E-01,-0.621367E-02,0.131759E-01,1814.03,3191.80,0.118798E-01,56.8342,1377.77,289.126,-0.881110,0.408072,0.169419,0.985688,0.261591E-13,0.458742E-14,0.985688,5.59116,177.004,155.150,9.89708,-9999,0.435616,0.673829,-2244.46,-0.129207E-02,-0.739361,-0.635106E-02,0,76.4432,-11.6006,26.2405,65.3425,99.6514,139.763,209.390,-0.207734,1.01315,2.84246,1.01519,-3.88312,1.08598,1.57981,1.08598,-0.882985E-01,1.08598,0.735308E-02,1.14852,800000009,800000009,800000009,800000009,800001009,800001009,899999999,899999999,89999,89999,89,89,21,14,1,1,26,2,1,0,0,0,0,0,0,0,0,0,0,361,0,11687,0,0,0,0,17227,0,0,0,18000,18000,18000,18000,87,0.515528,0.635003,0.197128,0.396287,10.2488,0.195353E-01,0.162736E-06,0.252224E-02,0.417533E-01,-0.233367E-02,0.735308E-05,15.3144,735.326,96065.3,11.3304,394.831,18.9582,15.9722,86.7560,87.6573,85.8547,1.80268,0.461946E-03,-1.00000,0.00000,54.9159,88.4363,1.00006,-387.573,9.00051,-340.576
2023-04-05T123000_AIU-0547.ghg,2023-04-05,13:00,95.5415,1,18000,18000,-0.297785,1,42.3821,1,13.1525,1,2.61092,1,0.299498,1,0.199962E-01,2,2.62958,0.442503,-0.345699,0.100763E-01,-0.187744E-02,0.493463E-10,0.242662E-11,0.263403E-12,15.0097,388.995,396.581,0.100000,0,738.110,19.1290,19.5020,0.100000,0,0.801197E-01,2.00199,2.04103,0.00000,1,299.782,299.782,95610.5,1.10307,1016.23,0.260681E-01,0.194075E-01,0.132232E-01,1829.42,3479.01,0.119876E-01,52.5845,1649.59,289.258,-1.72273,0.215918,0.120348,1.74037,0.242482E-13,0.328762E-14,1.74037,6.62444,160.855,172.856,3.96522,-9999,0.519576,0.971309,-280.086,-0.103540E-01,3.22237,-0.727672E-01,0,89.7191,-13.6152,30.7977,76.6906,116.958,164.035,245.755,-0.295028,1.00935,42.8546,1.01337,12.0700,1.08968,2.39604,1.08968,0.274848,1.08968,0.520632E-02,1.14893,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,11,20,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5405,0,0,0,0,15946,0,0,0,18000,18000,18000,18000,87,1.30072,0.453979,0.187920,0.239081,2.34142,0.174550E-01,0.219212E-06,0.382296E-01,0.636787E-01,0.730455E-02,0.520632E-05,15.0107,738.152,95994.8,11.3300,388.995,19.1289,16.1010,86.7128,87.6186,85.8070,1.81159,0.462096E-03,-1.00000,0.00000,20.9943,90.4886,1.00002,-273.150,9.00031,-273.150
2023-04-05T130000_AIU-0547.ghg,2023-04-05,13:30,95.5624,1,18000,18000,-0.508090,1,80.4416,1,12.2303,1,0.816617E-01,2,0.278737,1,0.369749E-02,1,1.57738,0.676575,-0.303657,0.154196E-01,-0.134936E-02,-0.105690E-10,-0.533940E-12,-0.565450E-13,14.7504,383.833,391.423,0.00000,0,745.181,19.3911,19.7745,0.100000,0,0.789158E-01,1.98008,2.01924,-0.200000,0,300.658,300.658,95562.0,1.09919,1016.40,0.261576E-01,0.180622E-01,0.133585E-01,1853.55,3662.53,0.121530E-01,50.6084,1808.98,289.464,-2.25059,0.433511,0.101861,2.29422,0.673714E-15,-0.716524E-15,2.29422,10.3253,162.461,169.097,2.54471,-9999,0.679882,1.66988,-330.536,-0.877363E-02,6.57722,-0.105903,0,89.3342,-13.5568,30.6655,76.3615,116.456,163.331,244.700,-0.503875,1.00837,80.5932,1.01339,11.1709,1.09484,0.745880E-01,1.09484,0.254592,1.09484,-0.201389E-01,1.15190,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,10,22,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,13153,0,0,0,18000,18000,18000,18000,87,2.31716,0.697350,0.325244,0.175490,0.271102,0.656312E-01,0.346584E-07,0.721371E-01,0.198963E-02,0.679125E-02,-0.201389E-04,14.7513,745.223,95931.0,11.3300,383.833,19.3910,16.3032,86.7139,87.6265,85.8013,1.82517,0.462481E-03,-1.00000,0.00000,6.09172,91.0663,1.00002,-273.150,9.00029,-273.150
2023-04-05T133000_AIU-0547.ghg,2023-04-05,14:00,95.5832,1,18000,18000,-0.660098,0,53.8883,0,12.7566,0,0.787552,1,0.290671,0,0.108678E-01,0,-0.390321,-0.208959E-01,0.256465E-01,-0.476132E-03,0.915776E-05,0.363119E-10,0.183161E-11,0.194036E-12,14.7835,384.269,391.865,0.100000,0,745.697,19.3830,19.7661,0.00000,0,0.789970E-01,1.98023,2.01937,-0.200000,0,300.442,300.442,95527.1,1.09959,1016.39,0.261483E-01,0.188355E-01,0.133577E-01,1852.09,3616.36,0.121479E-01,51.2143,1764.27,289.451,-2.73760,0.369171,0.105534,2.76440,0.166466E-14,0.245624E-14,2.76440,10.4964,161.247,172.320,2.18787,-9999,0.774800,2.32840,-730.056,-0.397230E-02,4.22433,-0.622321E-01,0,84.9944,-12.8982,29.1758,72.6519,110.799,155.397,232.813,-0.654857,1.00800,54.2325,1.01380,11.5975,1.09995,0.715991,1.09995,0.264259,1.09995,-0.615494E-02,1.15528,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,6,26,2,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7304,0,0,0,0,15485,0,0,0,18000,18000,18000,18000,87,3.16164,1.01677,0.478400,0.909414E-01,0.748545E-01,0.171750E-01,0.146082E-07,0.485254E-01,0.190921E-01,0.704656E-02,-0.615494E-05,14.7844,745.741,95890.1,11.3363,384.269,19.3829,16.2909,86.6970,87.6056,85.7883,1.81728,0.462635E-03,-1.00000,0.00000,26.8015,90.1258,1.00002,-273.150,9.00028,-273.150
2023-04-05T140000_AIU-0547.ghg,2023-04-05,14:30,95.6040,1,18000,18000,-0.572488,0,55.3398,0,5.58449,0,-0.414160E-01,2,0.127237,0,0.411662E-02,0,-0.146262,-0.512693,0.150034E-01,-0.116812E-01,-0.250000E-04,-0.117070E-10,-0.584083E-12,-0.625123E-13,14.7980,384.524,392.045,0.100000,0,738.297,19.1846,19.5598,0.00000,0,0.790172E-01,1.97983,2.01855,-0.200000,0,300.360,300.360,95536.8,1.10008,1016.28,0.261386E-01,0.824498E-02,0.132259E-01,1833.32,3599.20,0.120227E-01,50.9369,1765.88,289.292,-2.51924,0.410990,0.114851,2.55512,-0.104775E-13,-0.791123E-15,2.55512,9.05562,163.022,170.734,2.57627,-9999,0.721392,1.88328,-573.817,-0.505388E-02,9.90956,-0.686167E-01,0,83.6886,-12.7001,28.7276,71.5358,109.097,153.010,229.236,-0.567873,1.00813,55.2622,1.01358,5.08785,1.09761,-0.377328E-01,1.09761,0.115922,1.09761,-0.122548E-01,1.15370,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,11,21,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4720,0,0,0,0,15013,0,0,0,18000,18000,18000,18000,87,2.45965,0.875827,0.431085,0.125879,0.159190,0.169336E-01,0.190953E-07,0.494301E-01,-0.100558E-02,0.308932E-02,-0.122548E-04,14.7989,738.340,95905.0,11.3400,384.524,19.1845,16.1320,86.6839,87.5911,85.7767,1.81444,0.463400E-03,-1.00000,0.00000,18.2481,90.2119,1.00001,-273.150,9.00027,-273.150
2023-04-05T143000_AIU-0547.ghg,2023-04-05,15:00,95.6248,1,18000,18000,-0.542258,0,59.6994,0,-1.95766,2,0.560194E-02,2,-0.446043E-01,2,0.364673E-02,0,0.375694E-01,0.707394,0.831340E-01,0.161176E-01,0.254350E-03,0.427450E-10,0.215515E-11,0.228078E-12,14.8365,385.936,393.595,0.00000,1,748.036,19.4584,19.8445,0.00000,1,0.791641E-01,1.98395,2.02333,-0.200000,0,300.381,300.381,95518.5,1.09968,1016.43,0.261454E-01,-0.289036E-02,0.134112E-01,1859.14,3603.61,0.121956E-01,51.5910,1744.47,289.511,-3.02127,0.129175,0.116148,3.02626,-0.608794E-14,0.288108E-14,3.02626,9.81597,154.503,177.552,2.19955,-9999,0.702216,1.91693,-490.569,-0.591150E-02,-30.4953,-0.760599E-01,0,81.6653,-12.3930,28.0330,69.8062,106.459,149.310,223.694,-0.537998,1.00792,59.1222,1.01412,-1.77489,1.10297,0.507895E-02,1.10297,-0.404401E-01,1.10297,-0.134667E-01,1.15740,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,12,34,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5105,0,0,0,0,16298,0,0,0,18000,18000,18000,18000,87,2.33158,1.06803,0.434245,0.131957,0.344558,0.273981E-01,0.290021E-07,0.528940E-01,0.135427E-03,-0.107831E-02,-0.134667E-04,14.8374,748.078,95889.2,11.2728,385.936,19.4584,16.3514,86.6988,87.6080,85.7896,1.81833,0.464229E-03,-1.00000,0.00000,19.5859,89.7913,1.00001,-273.150,9.00023,-273.150
2023-04-05T150000_AIU-0547.ghg,2023-04-05,15:30,95.6457,1,18000,18000,-0.560188,0,78.1889,0,-2.67170,2,0.426867E-01,2,-0.608814E-01,2,0.412211E-02,0,0.241461,-0.501471,0.236451E-01,-0.114273E-01,0.241935E-03,0.818309E-10,0.408036E-11,0.437128E-12,14.8407,386.338,393.927,0.00000,1,740.009,19.2641,19.6425,0.00000,1,0.792769E-01,1.98788,2.02693,-0.200000,0,300.516,300.516,95494.0,1.09898,1016.33,0.261638E-01,-0.394511E-02,0.132679E-01,1840.10,3632.03,0.120729E-01,50.6631,1791.93,289.350,-2.77912,0.223516,0.106097,2.79011,0.476027E-13,0.551393E-14,2.79011,9.62785,157.331,175.402,2.17926,-9999,0.713955,1.93648,-393.581,-0.736825E-02,-29.2656,-0.980503E-01,0,82.9375,-12.5861,28.4697,70.8937,108.117,151.636,227.179,-0.555746,1.00799,77.4440,1.01383,-2.42829,1.10024,0.387977E-01,1.10024,-0.553346E-01,1.10024,-0.182968E-01,1.15549,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,13,23,3,4,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3735,0,0,0,0,13908,0,0,0,18000,18000,18000,18000,87,2.48419,0.956906,0.431869,0.179599,0.123059,0.195579E-01,0.210103E-07,0.693366E-01,0.103504E-02,-0.147621E-02,-0.182968E-04,14.8417,740.058,95866.1,11.2935,386.338,19.2641,16.1904,86.6933,87.6029,85.7837,1.81914,0.464597E-03,-1.00000,0.00000,14.8312,88.9326,1.00001,-273.150,9.00021,-273.150
2023-04-05T153000_AIU-0547.ghg,2023-04-05,16:00,95.6665,1,18000,18000,-0.606630,0,49.7005,0,10.8363,1,0.194603,1,0.247012,1,0.285693E-02,0,0.595126,-1.43000,-0.317158E-02,-0.325966E-01,0.177921E-03,-0.787048E-10,-0.381196E-11,-0.421511E-12,14.8049,386.284,393.649,0.00000,1,717.055,18.7092,19.0659,0.00000,0,0.792889E-01,1.99078,2.02873,-0.200000,0,300.847,300.847,95469.7,1.09773,1016.02,0.261993E-01,0.160064E-01,0.128682E-01,1786.64,3703.03,0.117226E-01,48.2480,1916.39,288.888,-2.49520,0.269212,0.117936,2.51232,0.191233E-13,-0.531614E-14,2.51232,11.2194,159.363,173.846,2.69063,-9999,0.743387,1.96534,-698.769,-0.415016E-02,4.58648,-0.599442E-01,0,85.8170,-13.0231,29.4582,73.3551,111.871,156.901,235.066,-0.601721,1.00816,49.9674,1.01355,9.87681,1.09715,0.177372,1.09715,0.225140,1.09715,-0.121925E-01,1.15339,800000009,800000009,800000009,800100009,800000009,800100009,899999999,899999999,89999,89999,89,89,13,15,5,4,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4157,0,0,0,0,15835,0,0,0,18000,18000,18000,18000,87,2.52743,0.973331,0.429916,0.154158,0.526215E-01,0.241401E-01,0.255861E-07,0.448010E-01,0.473565E-02,0.601101E-02,-0.121925E-04,14.8058,717.098,95838.8,11.3500,386.284,18.7091,15.7282,86.7148,87.6309,85.7986,1.83230,0.465658E-03,-1.00000,0.00000,16.1815,87.9548,1.00001,-273.150,9.00027,-273.150
