file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7500,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_t_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2022-10-11,14:00,284.583,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2022-10-11T140000_AIU-0547.ghg,2022-10-11,14:30,284.6040,1,18000,18000,-0.167968,0,27.0897,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.289254E-02,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.476882E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.870934E-01,2.18591,2.18591,-0.100000,0,291.054,290.747,96311.4,1.15404,1005.49,0.250985E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.679439,0.242228,0.137585,0.734331,-0.228486E-13,0.547553E-14,0.734331,5.23232,171.870,160.378,10.7988,-9999,0.381508,0.569252,-173.795,-0.166863E-01,-9999,-0.611929E-01,0,78.1701,-11.8626,26.8333,66.8186,101.903,142.920,214.120,-0.165285,1.01624,26.6349,1.01707,-9999,-9999,-9999,-9999,-9999,-9999,-0.251401E-02,1.15057,800000009,800001109,800000009,800000009,800001119,810001119,899999999,899999999,89999,89999,89,89,15,7,3,5,0,0,5,18000,18000,18000,0,0,267,0,0,0,0,0,0,9620,0,0,0,18000,18000,18000,18000,-9999,0.547458,0.448060,0.142986,0.176622,-9999,-9999,0.649849E-07,0.229537E-01,-9999,-9999,-0.251401E-05,12.0180,96713.7,11.5071,0.00000,0.00000,-9999,0.00000,2.02035,88.4872,1.00008,-273.150,9.00083,-273.150
2022-10-11T143000_AIU-0547.ghg,2022-10-11,15:00,284.6249,1,18000,18000,-0.199682,1,5.63759,2,-9999,-9999,-9999,-9999,-9999,-9999,0.707859E-02,0,0.910189E-01,-9999,-9999,-9999,-0.108241E-03,-9999,-9999,-0.586981E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.869683E-01,2.18423,2.18423,0.00000,1,291.176,290.796,96263.5,1.15327,1005.49,0.251152E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.691261,0.187369,0.145409,0.730817,0.257886E-13,-0.674937E-14,0.730817,4.26103,168.030,164.834,11.4766,-9999,0.416106,0.506647,-1083.17,-0.267733E-02,-9999,-0.116837E-01,0,80.6026,-12.2318,27.6683,68.8979,105.074,147.367,220.783,-0.196480,1.01630,5.54275,1.01711,-9999,-9999,-9999,-9999,-9999,-9999,0.615200E-02,1.15062,800000009,800001109,800000009,800000009,800001119,801001119,899999999,899999999,89999,89999,89,89,17,7,2,2,0,0,9,18000,18000,18000,0,0,0,0,0,0,0,0,0,12320,0,0,0,18000,18000,18000,18000,-9999,0.467303,0.388439,0.157552,0.135447,-9999,-9999,0.348817E-07,0.477986E-02,-9999,-9999,0.615200E-05,12.0180,96634.4,11.5100,0.00000,0.00000,-9999,0.00000,2.06832,92.3147,1.00008,-273.150,9.00084,-273.150
2022-10-11T150000_AIU-0547.ghg,2022-10-11,15:30,284.6457,1,18000,18000,-0.198814,1,-18.0698,1,-9999,-9999,-9999,-9999,-9999,-9999,0.140756E-01,0,-0.535587,-9999,-9999,-9999,0.247719E-03,-9999,-9999,-0.103351E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.871825E-01,2.18809,2.18809,0.00000,1,291.019,290.510,96235.5,1.15407,1005.49,0.250978E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.478919,0.658366E-01,0.173798,0.513716,-0.131188E-13,-0.118545E-13,0.513716,4.20997,158.159,172.173,19.7743,-9999,0.415057,0.406806,335.315,0.864859E-02,-9999,0.375177E-01,0,80.1656,-12.1654,27.5183,68.5244,104.504,146.568,219.586,-0.196407,1.01226,-17.8101,1.01458,-9999,-9999,-9999,-9999,-9999,-9999,0.120033E-01,1.17264,800000009,800001109,800000009,800000009,800001119,810101119,899999999,899999999,89999,89999,89,89,13,15,1,7,0,0,3,18000,18000,18000,0,0,0,0,0,0,0,0,0,9320,0,0,0,18000,18000,18000,18000,-9999,0.355643,0.299065,0.158903,0.197193,-9999,-9999,0.133881E-06,-0.153482E-01,-9999,-9999,0.120033E-04,12.0180,96599.3,11.5100,0.00000,0.00000,-9999,0.00000,2.07073,92.6029,1.00009,-273.150,9.00082,-273.150
2022-10-11T153000_AIU-0547.ghg,2022-10-11,16:00,284.6665,1,18000,18000,-0.179503,1,-6.10031,2,-9999,-9999,-9999,-9999,-9999,-9999,0.143056E-01,1,0.350520,-9999,-9999,-9999,-0.110523E-04,-9999,-9999,0.520429E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.870939E-01,2.18791,2.18791,0.00000,1,290.981,290.697,96207.3,1.15299,1005.49,0.251213E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.644439,0.254424,0.162610,0.711671,-0.384917E-13,0.597550E-14,0.711671,4.14067,173.131,158.456,13.2083,-9999,0.394570,0.439507,853.126,0.339926E-02,-9999,0.133360E-01,0,80.3779,-12.1977,27.5911,68.7058,104.781,146.956,220.168,-0.177708,1.01010,-6.02030,1.01329,-9999,-9999,-9999,-9999,-9999,-9999,0.122519E-01,1.16762,800000009,800001109,800000009,800000009,800001119,801001119,899999999,899999999,89999,89999,89,89,19,18,4,5,0,0,1,18000,18000,18000,0,0,0,0,0,0,0,0,0,12128,0,0,0,18000,18000,18000,18000,-9999,0.420702,0.315654,0.142657,0.145771,-9999,-9999,0.858586E-07,-0.519296E-02,-9999,-9999,0.122519E-04,12.0180,96577.4,11.5138,0.00000,0.00000,-9999,0.00000,2.07047,92.5332,1.00009,-273.150,9.00090,-273.150
2022-10-11T160000_AIU-0547.ghg,2022-10-11,16:30,284.6873,1,18000,18000,-0.137930,1,-42.6056,2,-9999,-9999,-9999,-9999,-9999,-9999,0.361999E-01,1,-1.04376,-9999,-9999,-9999,-0.123213E-03,-9999,-9999,0.225402E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.871646E-01,2.18600,2.18600,0.00000,1,290.546,290.139,96185.0,1.15494,1005.48,0.250789E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.476484,0.376665,0.211136,0.643033,0.361207E-13,0.258593E-13,0.643033,3.40229,190.845,141.673,19.1683,-9999,0.345581,0.354446,82.0538,0.353427E-01,-9999,0.106166,0,79.1501,-12.0113,27.1697,67.6563,103.180,144.712,216.804,-0.136478,1.01064,-41.9779,1.01495,-9999,-9999,-9999,-9999,-9999,-9999,0.303937E-01,1.19103,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,7,22,2,3,0,0,1,18000,18000,18000,0,0,0,0,0,0,0,0,0,9716,0,0,0,18000,18000,18000,18000,-9999,0.246140,0.349027,0.113726,0.222363,-9999,-9999,0.130242E-06,-0.361485E-01,-9999,-9999,0.303937E-04,12.0180,96554.8,11.5200,0.00000,0.00000,-9999,0.00000,2.06690,93.0980,1.00010,-273.150,9.00094,-273.150
2022-10-11T163000_AIU-0547.ghg,2022-10-11,17:00,284.7082,1,18000,18000,-0.220899E-01,1,16.3790,1,-9999,-9999,-9999,-9999,-9999,-9999,0.144938E-01,1,-3.67404,-9999,-9999,-9999,-0.543802E-03,-9999,-9999,0.100418E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.874142E-01,2.17759,2.17759,-0.900000,0,288.960,288.189,96181.8,1.16272,1005.43,0.249111E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.318385,0.254193,0.165766,0.439843,-0.653755E-14,0.114877E-13,0.439843,1.13953,299.763,38.6032,22.1403,-9999,0.137835,0.674126E-01,-13.5418,-0.214151,-9999,-0.101649,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.215708E-01,1.02406,16.0245,1.02212,-9999,-9999,-9999,-9999,-9999,-9999,0.125224E-01,1.15743,800000009,800001109,800000009,800000009,800001119,800101119,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,4,18000,18000,18000,0,0,0,0,0,0,0,0,0,8699,0,0,0,18000,18000,18000,18000,-9999,0.586759E-01,0.633060E-01,0.128433E-01,0.141948,-9999,-9999,0.360948E-06,0.137075E-01,-9999,-9999,0.125224E-04,12.0180,96548.9,11.5129,0.00000,0.00000,-9999,0.00000,2.05449,92.3216,1.00011,-315.382,9.00093,-273.150
2022-10-11T170000_AIU-0547.ghg,2022-10-11,17:30,284.7290,0,18000,18000,-0.119021E-01,1,2.92381,1,-9999,-9999,-9999,-9999,-9999,-9999,0.212013E-01,1,-1.80248,-9999,-9999,-9999,-0.441846E-03,-9999,-9999,0.318213E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.874260E-01,2.17078,2.17078,0.00000,0,288.574,287.235,96177.2,1.16652,1005.41,0.248299E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.386205,0.206030,0.163497,0.467261,-0.557398E-14,0.363980E-14,0.467261,1.17629,303.404,28.0787,20.4814,-9999,0.101010,0.516908E-01,-29.8542,-0.971386E-01,-9999,-0.246802E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.116350E-01,1.02295,2.86258,1.02139,-9999,-9999,-9999,-9999,-9999,-9999,0.183340E-01,1.15640,800000009,800001109,800000009,800000009,800001119,800101119,899999999,899999999,89999,89999,89,89,0,1,0,6,0,0,6,18000,18000,18000,0,0,0,0,0,0,0,0,0,17202,0,0,0,18000,18000,18000,18000,-9999,0.466480E-01,0.489419E-01,0.779169E-02,0.271962E-01,-9999,-9999,0.102171E-05,0.244073E-02,-9999,-9999,0.183340E-04,12.0180,96545.2,11.5100,0.00000,0.00000,-9999,0.00000,2.04575,92.5666,1.00011,-289.583,9.00093,-273.150
2022-10-11T173000_AIU-0547.ghg,2022-10-11,18:00,284.7498,0,18000,18000,-0.181017E-01,1,19.4976,1,-9999,-9999,-9999,-9999,-9999,-9999,0.164316E-02,2,-1.75210,-9999,-9999,-9999,0.689138E-05,-9999,-9999,-0.122854E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.876945E-01,2.17088,2.17088,0.400000,0,287.813,286.310,96157.4,1.17005,1005.39,0.247551E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.410966,0.143406,0.148239,0.459818,0.694517E-13,-0.140093E-13,0.459818,1.17626,315.454,19.2364,18.8073,-9999,0.124382,0.431680E-01,-8.35763,-0.346988,-9999,-0.133255,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.176906E-01,1.02324,19.0857,1.02158,-9999,-9999,-9999,-9999,-9999,-9999,0.142060E-02,1.15667,800000009,800001109,800000009,800000009,800001119,800011119,899999999,899999999,89999,89999,89,89,2,7,0,1,0,0,11,18000,18000,18000,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,-9999,0.387554E-01,0.384391E-01,0.914161E-02,0.130824,-9999,-9999,0.540800E-06,0.162244E-01,-9999,-9999,0.142060E-05,12.0180,96523.5,11.5100,0.00000,0.00000,-9999,0.00000,2.04350,92.4955,1.00013,-273.150,9.00107,-273.150
