file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7500,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_t_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2022-08-18,14:30,230.604,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2022-08-18T143000_AIU-0547.ghg,2022-08-18,15:00,230.6249,1,18000,18000,-0.201447,1,44.5393,0,-9999,-9999,-9999,-9999,-9999,-9999,-0.369859E-01,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.561588E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.834036E-01,2.16270,2.16270,-0.100000,0,299.200,297.197,95289.0,1.11701,1005.66,0.259305E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.696956,0.243178E-01,0.175172,0.719044,0.477471E-13,0.673338E-14,0.719044,3.97439,152.918,178.002,14.1001,-9999,0.424671,0.504770,-144.713,-0.200397E-01,-9999,-0.933648E-01,0,79.0729,-11.9996,27.1432,67.5903,103.080,144.570,216.593,-0.198179,1.01649,43.7847,1.01723,-9999,-9999,-9999,-9999,-9999,-9999,-0.321402E-01,1.15077,800000009,800001109,800000009,800000009,800001119,801001119,899999999,899999999,89999,89999,89,89,15,25,0,10,0,0,1,18000,18000,18000,0,0,0,0,0,0,0,0,0,2400,0,0,0,18000,18000,18000,18000,-9999,0.451379,0.386005,0.172156,0.216558,-9999,-9999,0.107330E-06,0.389776E-01,-9999,-9999,-0.321402E-04,12.0180,95652.1,11.5900,0.00000,0.00000,-9999,0.00000,2.04419,89.5714,1.00004,-296.608,9.00043,-273.150
2022-08-18T150000_AIU-0547.ghg,2022-08-18,15:30,230.6457,1,18000,18000,-0.283517,1,-66.8207,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.14849,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,298.389,298.389,95272.4,1.11235,1005.70,0.258506E-01,-9999,-9999,-9999,3203.75,-9999,-9999,-9999,-9999,-0.498948,0.244105,0.217666,0.596585,0.104853E-12,0.420961E-13,0.596585,4.76058,181.725,153.930,21.3985,-9999,0.504857,0.705165,162.050,0.178957E-01,-9999,0.118313,0,82.2553,-12.4826,28.2356,70.3106,107.228,150.389,225.310,-0.280403,1.01111,-65.8698,1.01444,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,800000009,800001109,800000009,800000009,800001119,800101119,899999999,899999999,89999,89999,89,89,10,12,3,1,0,0,0,18000,18000,18000,0,0,4240,0,0,0,0,0,0,8400,0,0,0,18000,18000,18000,18000,-9999,0.413894,0.775983,0.220452,0.430934,-9999,-9999,-9999,-0.588814E-01,-9999,-9999,-9999,12.0180,95621.5,11.5900,0.00000,0.00000,-9999,0.00000,1.64479,67.1608,1.00004,-273.150,9.00041,-273.150
2022-08-18T153000_AIU-0547.ghg,2022-08-18,16:00,230.6665,1,18000,18000,-0.183900,1,90.8657,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.417162E-01,1,-8.56242,-9999,-9999,-9999,-9999,-9999,-9999,-0.407261E-11,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.848432E-01,2.17360,2.17360,0.00000,1,296.469,293.714,95317.5,1.13059,1005.57,0.256190E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.20303,0.463810,0.320667,1.32862,0.879093E-13,-0.480016E-13,1.32862,6.19313,310.232,21.0834,13.9665,-9999,0.403310,0.687405,-60.7661,-0.477240E-01,-9999,-0.198173,0,94.7577,-14.3798,32.5272,80.9974,123.526,173.247,259.556,-0.181930,1.01083,89.6170,1.01393,-9999,-9999,-9999,-9999,-9999,-9999,-0.363406E-01,1.14792,800000009,800001109,800000009,800000009,800101119,811101119,899999999,899999999,89999,89999,89,89,6,3,1,9,0,0,3,18000,18000,18000,0,0,6,0,0,0,0,100,0,10188,0,0,20,18000,18000,18000,18000,-9999,0.914602,0.361437,0.987707E-01,0.294776,-9999,-9999,0.862655E-06,0.788268E-01,-9999,-9999,-0.363406E-04,12.0180,95664.2,11.5805,0.00000,0.00000,-9999,0.00000,2.04649,89.5852,1.00007,-273.150,9.00063,-273.150
2022-08-18T160000_AIU-0547.ghg,2022-08-18,16:30,230.6873,1,18000,18000,-0.453616E-01,1,29.3457,0,-9999,-9999,-9999,-9999,-9999,-9999,0.129016E-01,0,-0.926263,-9999,-9999,-9999,0.161852E-02,-9999,-9999,0.624597E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.859976E-01,2.19929,2.19929,-0.100000,0,295.817,293.209,95321.6,1.13259,1005.55,0.255739E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.61318,0.753161,0.311986,1.80746,-0.249374E-15,0.726296E-14,1.80746,4.77920,308.277,25.0270,9.93960,-9999,0.200128,0.461540,-22.9898,-0.126143,-9999,-0.128754,0,53.0455,-8.04986,18.2088,45.3425,69.1502,96.9842,145.300,-0.449490E-01,1.00918,28.9596,1.01333,-9999,-9999,-9999,-9999,-9999,-9999,0.112265E-01,1.14921,800000009,800001109,800000009,800000009,800001119,800101119,899999999,899999999,89999,89999,89,89,1,8,2,45,0,0,3,18000,18000,18000,0,0,0,0,0,0,0,0,0,17500,0,0,0,18000,18000,18000,18000,-9999,0.592210,0.227146,0.103725,0.871865E-01,-9999,-9999,0.960870E-07,0.254282E-01,-9999,-9999,0.112265E-04,12.0180,95691.5,11.5828,0.00000,0.00000,-9999,0.00000,2.06953,90.2877,1.00007,-460.611,9.00049,-366.981
2022-08-18T163000_AIU-0547.ghg,2022-08-18,17:00,230.7082,1,18000,18000,-0.259323E-01,1,21.3567,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.90793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,296.466,296.466,95278.9,1.11964,1005.64,0.256980E-01,-9999,-9999,-9999,2855.14,-9999,-9999,-9999,-9999,1.48671,0.543708,0.265006,1.60504,0.258429E-13,-0.253086E-13,1.60504,4.55929,312.483,20.0881,9.50356,-9999,0.152188,0.347149,-13.8887,-0.208803,-9999,-0.124633,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.256823E-01,1.00973,21.0727,1.01348,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,0,0,1,24,0,0,3,18000,18000,18000,0,0,6145,0,0,0,0,0,0,17100,0,0,0,18000,18000,18000,18000,-9999,0.463954,0.188914,0.414299E-01,0.906923E-01,-9999,-9999,-9999,0.187154E-01,-9999,-9999,-9999,12.0180,95665.9,11.5900,0.00000,0.00000,-9999,0.00000,2.03097,46.3204,1.00006,-413.009,9.00048,-333.349
2022-08-18T170000_AIU-0547.ghg,2022-08-18,17:30,230.7290,1,18000,18000,-0.666254E-01,1,58.5975,0,-9999,-9999,-9999,-9999,-9999,-9999,-0.639224E-02,2,0.943957,-9999,-9999,-9999,-9999,-9999,-9999,-0.475431E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.841208E-01,2.18026,2.18026,0.00000,1,297.747,296.988,95267.3,1.11754,1005.66,0.259182E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.722011E-01,0.489535,0.179808,0.526486,0.506476E-13,-0.565176E-14,0.526486,2.87713,232.279,98.3900,19.9698,-9999,0.244168,0.329373,-20.9029,-0.138737,-9999,-0.213539,0,65.8668,-9.99554,22.6099,56.3019,85.8640,120.425,180.419,-0.652607E-01,1.02091,57.4448,1.02007,-9999,-9999,-9999,-9999,-9999,-9999,-0.553663E-02,1.15454,800000009,800001109,800000009,800000009,800001119,800101119,899999999,899999999,89999,89999,89,89,10,1,0,1,0,0,5,18000,18000,18000,0,0,0,0,0,0,0,0,0,10712,0,0,0,18000,18000,18000,18000,-9999,0.200917,0.367962,0.898664E-01,0.323045,-9999,-9999,0.335547E-06,0.511138E-01,-9999,-9999,-0.553663E-05,12.0180,95657.3,11.5838,0.00000,0.00000,-9999,0.00000,2.05983,89.0581,1.00004,-273.150,9.00041,-273.150
2022-08-18T173000_AIU-0547.ghg,2022-08-18,18:00,230.7498,1,18000,18000,-0.804642E-01,0,69.3233,0,-9999,-9999,-9999,-9999,-9999,-9999,-0.135879E-01,1,-0.470635E-01,-9999,-9999,-9999,-0.294528E-03,-9999,-9999,0.736586E-12,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.839575E-01,2.17552,2.17552,0.600000,0,297.579,296.962,95281.0,1.11780,1005.65,0.259122E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.676839E-01,0.476495,0.162305,0.507909,-0.427538E-13,0.877333E-14,0.507909,2.70776,244.732,81.9155,18.6360,-9999,0.268299,0.316442,-23.4447,-0.123696,-9999,-0.229851,0,72.0682,-10.9366,24.7387,61.6028,93.9482,131.764,197.406,-0.787704E-01,1.02150,67.9340,1.02045,-9999,-9999,-9999,-9999,-9999,-9999,-0.117637E-01,1.15507,800000009,800001109,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,13,7,0,2,0,0,6,18000,18000,18000,0,0,0,0,0,0,0,0,0,7300,0,0,0,18000,18000,18000,18000,-9999,0.289161,0.257074,0.866496E-01,0.221767,-9999,-9999,0.124734E-06,0.604330E-01,-9999,-9999,-0.117637E-04,12.0180,95652.8,11.5800,0.00000,0.00000,-9999,0.00000,2.05558,89.0592,1.00006,-306.015,9.00044,-273.150
2022-08-18T180000_AIU-0547.ghg,2022-08-18,18:30,230.7707,0,18000,18000,-0.100846E-01,1,31.1886,1,-9999,-9999,-9999,-9999,-9999,-9999,-0.669157E-02,2,-4.00345,-9999,-9999,-9999,0.195131E-03,-9999,-9999,-0.977010E-13,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0.847209E-01,2.17863,2.17863,0.00000,1,296.755,294.768,95300.7,1.12635,1005.59,0.257154E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.937214E-01,0.424540,0.170890,0.467142,-0.917472E-15,-0.115321E-14,0.467142,1.43746,250.490,77.5511,21.4581,-9999,0.946222E-01,0.672607E-01,-2.28605,-1.26856,-9999,-0.291008,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.985835E-02,1.02295,30.5353,1.02140,-9999,-9999,-9999,-9999,-9999,-9999,-0.578655E-02,1.15640,800000009,800001109,800000009,800000009,800011119,810011119,899999999,899999999,89999,89999,89,89,14,3,0,19,0,0,1,18000,18000,18000,0,0,0,0,0,0,0,0,0,1800,0,0,0,18000,18000,18000,18000,-9999,0.529649E-01,0.593979E-01,0.221587E-01,0.273066,-9999,-9999,0.417372E-06,0.269591E-01,-9999,-9999,-0.578655E-05,12.0180,95656.5,11.5705,0.00000,0.00000,-9999,0.00000,2.05348,89.2819,1.00005,-273.150,9.00043,-273.150
