file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7200,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,co2_mean,h2o_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2023-03-21,14:00,80.583,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2023-03-21,14:30,80.604,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-03-21T143000_AIU-0547.ghg,2023-03-21,15:00,80.6248,1,18000,18000,-0.297730,0,64.2653,0,32.6448,0,-1.52663,1,0.734143,0,0.933922E-03,0,-9999,-9999,-9999,-9999,-9999,-0.870488E-10,-0.421970E-12,-0.466848E-12,16.4478,408.180,408.989,0.100000,0,79.7307,1.97866,1.98258,0.300000,0,0.882105E-01,2.06223,2.06631,-0.200000,0,286.869,286.869,96348.2,1.16921,1006.46,0.247543E-01,0.475725E-01,0.144037E-02,190.691,1564.89,0.123192E-02,12.1856,1374.20,258.118,-1.50302,0.213693,0.461924E-01,1.51884,-0.857376E-14,-0.529243E-14,1.51884,7.66701,162.073,171.908,1.74280,-9999,0.504621,1.14358,-169.613,-0.170977E-01,1.96862,-0.108223,0,80.3951,-12.2003,27.5970,68.7205,104.803,146.988,220.215,-0.294775,1.01003,65.2354,1.01358,30.0032,1.08805,-1.40309,1.08805,0.674736,1.08805,-0.203322E-01,1.14822,800000009,800000009,800000009,800000009,800001009,800001109,899999999,899999999,89999,89999,89,89,16,25,2,2,18,23,0,0,0,0,0,0,0,0,0,0,0,127,0,18000,0,0,101,0,18000,0,0,16,18000,18000,18000,18000,100,1.34773,0.706229,0.233208,0.297793,18.9450,0.169103E-01,0.749019E-07,0.554362E-01,-0.348014E-01,0.167357E-01,-0.203322E-04,16.4486,79.7365,96726.1,11.2600,408.173,1.97865,-15.0607,98.2832,99.6464,96.9200,2.72637,0.454936E-03,-1.00000,0.00000,74.3276,91.0510,1.00014,-273.150,9.00110,-273.150
2023-03-21T150000_AIU-0547.ghg,2023-03-21,15:30,80.6457,1,18000,18000,-0.302037,0,63.5372,0,38.2715,0,-0.170817,1,0.861111,0,-0.136733E-02,0,0.979561,0.774717E-01,-0.237945E-01,0.174311E-02,0.514644E-05,-0.171214E-10,-0.842538E-13,-0.919321E-13,16.3895,407.796,408.616,0.00000,0,80.6522,2.00676,2.01079,0.200000,0,0.880023E-01,2.06230,2.06645,-0.200000,0,287.387,287.387,96307.7,1.16660,1006.49,0.248094E-01,0.558000E-01,0.145758E-02,193.318,1618.37,0.124943E-02,11.9452,1425.05,258.284,-1.61790,0.184992,0.694572E-01,1.62992,-0.618952E-13,-0.104466E-14,1.62992,6.87300,158.331,173.477,2.44233,-9999,0.508826,1.25741,-175.831,-0.164931E-01,1.66017,-0.106348,0,80.5421,-12.2226,27.6475,68.8462,104.995,147.257,220.617,-0.299148,1.00966,64.8374,1.01345,35.1493,1.08883,-0.156881,1.08883,0.790860,1.08883,-0.225739E-01,1.14853,800000009,800000009,800000009,800000009,800000109,800000109,899999999,899999999,89999,89999,89,89,9,26,1,2,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,100,1.55013,0.728659,0.236030,0.275527,0.111933,0.155534E-01,0.546308E-07,0.552198E-01,-0.389996E-02,0.196602E-01,-0.225739E-04,16.3906,80.6555,96682.0,11.3123,407.796,2.00670,-14.8932,98.2119,99.5707,96.8531,2.71758,0.454543E-03,-1.00000,0.00000,71.6043,92.2542,1.00014,-273.150,9.00113,-273.150
2023-03-21T153000_AIU-0547.ghg,2023-03-21,16:00,80.6665,1,18000,18000,-0.305557,0,61.5103,0,22.6731,0,0.845731E-01,0,0.510075,0,0.580905E-03,0,-0.270577,-0.186351,0.247638E-01,-0.419233E-02,0.238391E-04,-0.412202E-10,-0.195821E-12,-0.221229E-12,16.4106,408.196,408.989,0.00000,1,77.9605,1.93918,1.94295,0.200000,0,0.880759E-01,2.06267,2.06668,-0.200000,0,287.244,287.244,96273.2,1.16679,1006.45,0.248059E-01,0.330528E-01,0.140870E-02,186.741,1603.44,0.120732E-02,11.6463,1416.70,257.865,-1.88162,0.156638,0.668371E-01,1.88931,-0.118365E-13,-0.251180E-14,1.88931,6.94022,158.390,175.241,2.02734,-9999,0.511740,1.22726,-184.714,-0.156999E-01,2.71292,-0.102356,0,80.7530,-12.2546,27.7199,69.0264,105.270,147.642,221.195,-0.302832,1.00900,61.9830,1.01331,20.7830,1.09094,0.775228E-01,1.09094,0.467553,1.09094,-0.192161E-01,1.14959,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,0,12,2,3,30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,100,1.64887,0.568463,0.237186,0.156621,0.493903E-01,0.681729E-02,0.339885E-07,0.527822E-01,0.192676E-02,0.116206E-01,-0.192161E-04,16.4118,77.9601,96642.2,11.3700,408.196,1.93903,-15.3021,98.2281,99.5874,96.8689,2.71849,0.453452E-03,-1.00000,0.00000,71.6616,92.2610,1.00014,-273.150,9.00113,-273.150
2023-03-21T160000_AIU-0547.ghg,2023-03-21,16:30,80.6873,1,18000,18000,-0.304088,0,51.0150,0,21.7217,0,0.282766,0,0.488689,0,0.273498E-02,0,0.749405E-01,0.508644E-01,-0.286185E-01,0.114434E-02,0.165789E-03,0.274794E-10,0.131936E-12,0.147680E-12,16.4055,407.734,408.534,0.00000,1,78.7672,1.95763,1.96147,0.100000,0,0.881666E-01,2.06523,2.06928,-0.200000,0,287.283,287.283,96245.4,1.16629,1006.46,0.248165E-01,0.316670E-01,0.142150E-02,188.464,1607.57,0.121882E-02,11.7235,1419.10,257.976,-1.84322,0.137487,0.551150E-01,1.84916,0.358944E-13,0.167501E-14,1.84916,6.97631,156.452,175.734,1.70797,-9999,0.510619,1.02365,-221.211,-0.131097E-01,2.34858,-0.851136E-01,0,85.2896,-12.9430,29.2771,72.9042,111.184,155.937,233.621,-0.301351,1.00908,51.5673,1.01332,19.9173,1.09059,0.259277,1.09059,0.448095,1.09059,-0.140677E-01,1.14940,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,8,29,5,2,8,33,1,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,100,1.37058,0.470729,0.205988,0.139300,0.542386E-01,0.119619E-01,0.323382E-07,0.439312E-01,0.644698E-02,0.111420E-01,-0.140677E-04,16.4067,78.7718,96613.7,11.3700,407.734,1.95758,-15.1983,98.2491,99.6095,96.8888,2.72067,0.452866E-03,-1.00000,0.00000,71.7333,92.0808,1.00013,-273.150,9.00104,-273.150
2023-03-21T163000_AIU-0547.ghg,2023-03-21,17:00,80.7082,1,18000,18000,-0.330024,0,21.0147,0,42.0674,0,0.598951,0,0.946546,0,-0.595609E-02,1,0.257663,0.277934,-0.183616E-01,0.625371E-02,-0.715291E-04,-0.489397E-10,-0.247264E-12,-0.263220E-12,16.3728,407.438,408.278,0.00000,1,82.7219,2.05854,2.06279,0.200000,0,0.880602E-01,2.06412,2.06838,-0.100000,0,287.420,287.420,96233.4,1.16554,1006.52,0.248314E-01,0.613362E-01,0.149387E-02,198.154,1621.83,0.128170E-02,12.2179,1423.67,258.584,-1.17633,0.498594,0.107695,1.28217,-0.104431E-13,-0.298910E-14,1.28217,6.27056,176.372,157.030,4.81822,-9999,0.532119,1.07149,-607.695,-0.477213E-02,0.499548,-0.336639E-01,0,80.7191,-12.2494,27.7082,68.9974,105.225,147.580,221.102,-0.326411,1.01107,23.0543,1.01405,38.7106,1.08671,0.551158,1.08671,0.871017,1.08671,-0.143687E-01,1.14791,800000009,800000009,800000009,800000009,800000109,800000109,899999999,899999999,89999,89999,89,89,27,39,4,6,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,100,1.09453,0.791732,0.256723,0.106375,0.367102E-01,0.186034E-01,0.364942E-07,0.196518E-01,0.137142E-01,0.216732E-01,-0.143687E-04,16.3739,82.7247,96610.0,11.3700,407.438,2.05844,-14.5956,98.1954,99.5561,96.8348,2.72130,0.453374E-03,-1.00000,0.00000,71.6457,92.1573,1.00013,-273.150,9.00110,-273.150
2023-03-21T170000_AIU-0547.ghg,2023-03-21,17:30,80.7290,1,18000,18000,-0.270394,0,17.4692,0,22.8510,0,0.935823,1,0.514227,0,0.394822E-03,1,0.240532,-0.322426,0.722050E-02,-0.725571E-02,-0.154285E-03,0.291613E-10,0.138911E-12,0.156645E-12,16.3657,407.554,408.347,0.100000,0,77.9586,1.94140,1.94517,0.300000,0,0.879111E-01,2.06174,2.06575,-0.200000,0,287.547,287.547,96220.2,1.16492,1006.46,0.248458E-01,0.333219E-01,0.140805E-02,186.852,1635.25,0.120871E-02,11.4265,1448.40,257.872,-1.23120,0.455177,0.956064E-01,1.31612,-0.714935E-14,0.178186E-14,1.31612,6.49001,172.271,159.711,4.16578,-9999,0.481782,0.890912,-542.515,-0.534548E-02,0.764484,-0.309266E-01,0,80.0577,-12.1491,27.4812,68.4322,104.363,146.371,219.291,-0.267481,1.01089,18.4984,1.01396,21.0246,1.08687,0.861024,1.08687,0.473126,1.08687,-0.625909E-02,1.14792,800000009,800000009,800000009,800000009,801000009,801000109,899999999,899999999,89999,89999,89,89,29,30,7,11,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,100,0.900304,0.666698,0.214823,0.753384E-01,0.194487,0.126147E-01,0.191871E-07,0.157777E-01,0.214344E-01,0.117780E-01,-0.625909E-05,16.3669,77.9632,96595.6,11.3700,407.554,1.94140,-15.3028,98.1667,99.5266,96.8068,2.71977,0.453685E-03,-1.00000,0.00000,71.5235,92.1143,1.00013,-273.150,9.00114,-273.150
2023-03-21T173000_AIU-0547.ghg,2023-03-21,18:00,80.7498,0,18000,18000,-0.375108,0,-6.82066,0,36.7695,0,0.646764,1,0.827227,0,-0.289030E-02,0,-0.509691,0.360824,0.535845E-01,0.811770E-02,0.961158E-04,-0.192005E-10,-0.974256E-13,-0.103044E-12,16.4116,408.419,409.267,0.00000,1,83.2744,2.07236,2.07667,0.00000,1,0.880766E-01,2.06322,2.06751,-0.100000,0,287.277,287.277,96200.9,1.16572,1006.52,0.248275E-01,0.536043E-01,0.150414E-02,199.417,1606.95,0.129031E-02,12.4097,1407.53,258.661,-1.20066,0.555051,0.146107,1.33079,0.174758E-13,-0.116993E-14,1.33079,6.92661,179.240,155.189,6.30319,-9999,0.567258,1.06606,2267.74,0.127881E-02,-0.185498,0.102477E-01,0,78.8486,-11.9656,27.0662,67.3986,102.787,144.160,215.979,-0.372321,1.00749,-4.73266,1.01213,33.6108,1.09398,0.591203,1.09398,0.756164,1.09398,-0.283827E-02,1.16651,800000009,800000009,800000009,800000009,800000009,810111109,899999999,899999999,89999,89999,89,89,27,53,2,25,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,100,1.05924,0.763506,0.309360,0.549837E-01,0.307544,0.188813E-01,0.248615E-07,-0.403355E-02,0.147086E-01,0.188126E-01,-0.283827E-05,16.4129,83.2789,96569.7,11.3700,408.419,2.07226,-14.5208,98.1679,99.5280,96.8078,2.72026,0.453644E-03,-1.00000,0.00000,71.6566,92.0651,1.00013,-273.150,9.00110,-273.150
