"","Reservoir","Site","DateTime","Depth_m","Rep","ch4_umolL","co2_umolL","flag_ch4","flag_co2"
"846","BVR",50,2016-05-31,3,1,0.403327459,13.36886102,1,1
"847","BVR",50,2016-05-31,3,2,0.383304512,11.55032762,1,1
"848","BVR",50,2016-05-31,6,1,0.086266654,30.30622399,1,1
"849","BVR",50,2016-05-31,6,2,0.09053518,27.40276676,1,1
"850","BVR",50,2016-05-31,9,1,0.18578343,74.55547052,3,1
"851","BVR",50,2016-05-31,9,2,NA,86.43315579,3,1
"852","BVR",50,2016-05-31,11,1,NA,125.8585502,4,1
"853","BVR",50,2016-05-31,11,2,NA,100.0993067,4,1
"854","BVR",300,2016-05-31,0.1,1,149.0656109,323.7718611,1,1
"855","BVR",300,2016-05-31,0.1,2,160.5791171,440.0850114,1,1
"856","FCR",50,2016-05-31,0.1,1,0.41985755,15.26863664,1,1
"857","FCR",50,2016-05-31,0.1,2,0.362248664,19.74033896,1,1
"858","FCR",50,2016-05-31,1.6,1,0.414938358,24.21771462,1,1
"859","FCR",50,2016-05-31,1.6,2,0.406731907,26.07041659,1,1
"860","FCR",50,2016-05-31,3.8,1,0.243917956,37.0080183,1,1
"861","FCR",50,2016-05-31,3.8,2,0.24559823,37.17706997,1,1
"862","FCR",50,2016-05-31,5,1,0.218667064,66.7867724,1,2
"863","FCR",50,2016-05-31,5,2,0.206853297,100.0907202,1,2
"864","FCR",50,2016-05-31,6.2,1,0.198403197,128.5937348,1,3
"865","FCR",50,2016-05-31,6.2,2,0.201784407,NA,1,3
"866","FCR",50,2016-05-31,8,1,0.104123852,153.789659,1,1
"867","FCR",50,2016-05-31,8,2,0.092949468,144.7678261,1,1
"868","FCR",50,2016-05-31,9,1,0.086566474,148.3844328,1,1
"869","FCR",50,2016-05-31,9,2,0.083390126,152.5150001,1,1
"870","FCR",100,2016-05-31,0.1,1,0.049345573,12.23352121,2,1
"871","FCR",100,2016-05-31,0.1,2,0.067660467,11.6553359,2,1
"872","FCR",300,2016-05-31,0.1,1,1.549331467,174.0049227,1,1
"873","FCR",300,2016-05-31,0.1,2,1.451676623,188.5643208,1,1
"874","BVR",50,2016-06-02,0.1,1,0.661574788,14.86724781,1,1
"875","BVR",50,2016-06-02,0.1,2,0.536307456,15.39741709,1,1
"876","BVR",50,2016-06-02,3,1,0.365107002,12.80867898,1,1
"877","BVR",50,2016-06-02,3,2,0.369535982,11.90483016,1,1
"878","BVR",50,2016-06-02,6,1,0.086136459,34.0489686,1,1
"879","BVR",50,2016-06-02,6,2,0.096318801,30.70236016,1,1
"880","BVR",50,2016-06-02,9,1,5.915601192,125.3502692,1,1
"881","BVR",50,2016-06-02,9,2,6.422408377,129.9951089,1,1
"882","BVR",50,2016-06-02,11,1,36.87131607,136.9721905,1,1
"883","BVR",50,2016-06-02,11,2,38.58437607,140.949406,1,1
"884","BVR",300,2016-06-02,0.1,1,152.8134037,342.1117297,1,1
"885","BVR",300,2016-06-02,0.1,2,155.6060147,354.3069922,1,1
"886","FCR",50,2016-06-02,0.1,1,0.854403273,17.07220823,1,1
"887","FCR",50,2016-06-02,0.1,2,0.899828104,17.76469849,1,1
"888","FCR",50,2016-06-02,1.6,1,0.588829425,18.45841638,1,2
"889","FCR",50,2016-06-02,1.6,2,0.539472485,12.81472266,1,2
"890","FCR",50,2016-06-02,3.8,1,0.275491312,25.9197218,1,1
"891","FCR",50,2016-06-02,3.8,2,0.318543033,28.61077456,1,1
"892","FCR",50,2016-06-02,5,1,0.25719835,42.63727128,1,1
"893","FCR",50,2016-06-02,5,3,0.19439322,39.00259004,1,1
"894","FCR",50,2016-06-02,6.2,1,0.11584332,75.82428062,1,1
"895","FCR",50,2016-06-02,6.2,2,0.100990917,87.6668155,1,1
"896","FCR",50,2016-06-02,8,1,NA,119.3619016,3,1
"897","FCR",50,2016-06-02,8,2,0.202038437,111.8985637,3,1
"898","FCR",50,2016-06-02,9,1,0.087864307,149.6221257,1,1
"899","FCR",50,2016-06-02,9,2,0.096073262,145.2094519,1,1
"900","FCR",50,2016-06-06,0.1,1,0.463190515,8.316590558,1,1
"901","FCR",50,2016-06-06,0.1,2,0.470407715,7.230636685,1,1
"902","FCR",50,2016-06-06,1.6,1,0.510791695,7.780269382,1,1
"903","FCR",50,2016-06-06,1.6,2,0.579387174,8.896118116,1,1
"904","FCR",50,2016-06-06,3.8,1,0.206882983,30.95504171,1,1
"905","FCR",50,2016-06-06,3.8,2,0.216416886,24.38208569,1,1
"906","FCR",50,2016-06-06,5,1,0.16205702,38.08885815,1,1
"907","FCR",50,2016-06-06,5,2,0.174660957,42.75227524,1,1
"908","FCR",50,2016-06-06,6.2,1,0.063582255,153.4626725,1,1
"909","FCR",50,2016-06-06,6.2,2,0.049937136,160.7899588,1,1
"910","FCR",50,2016-06-06,8,1,0.08709271,124.4318191,1,1
"911","FCR",50,2016-06-06,8,2,0.076406063,132.5438988,1,1
"912","FCR",50,2016-06-06,9,1,0.066586624,137.1173433,1,1
"913","FCR",50,2016-06-06,9,2,0.076439959,149.0336289,1,1
"914","FCR",100,2016-06-06,0.1,1,0.021275112,11.72170516,3,3
"915","FCR",100,2016-06-06,0.1,2,NA,NA,3,3
"916","FCR",300,2016-06-06,0.1,1,1.677531209,151.4321292,1,1
"917","FCR",300,2016-06-06,0.1,2,1.656672433,181.5829796,1,1
"918","BVR",50,2016-06-09,0.1,1,0.292175866,14.16637179,2,1
"919","BVR",50,2016-06-09,0.1,2,0.21079377,17.98167451,2,1
"920","BVR",50,2016-06-09,3,1,0.351525737,12.61615126,1,1
"921","BVR",50,2016-06-09,3,2,0.324177929,10.99134783,1,1
"922","BVR",50,2016-06-09,6,1,NA,32.60971733,3,1
"923","BVR",50,2016-06-09,6,2,0.214417139,34.83742774,3,1
"924","BVR",50,2016-06-09,9,1,6.294814077,99.6628206,2,1
"925","BVR",50,2016-06-09,9,2,4.277078692,91.69124225,2,1
"926","BVR",50,2016-06-09,11,1,NA,NA,4,3
"927","BVR",50,2016-06-09,11,2,NA,142.4318309,4,3
"928","BVR",300,2016-06-09,0.1,1,88.55709657,291.7697519,1,1
"929","BVR",300,2016-06-09,0.1,2,91.65824652,389.4767245,1,1
"930","FCR",50,2016-06-13,0.1,1,0.325273274,9.795342973,1,1
"931","FCR",50,2016-06-13,0.1,2,0.345513422,11.19719399,1,1
"932","FCR",50,2016-06-13,1.6,1,0.331579064,7.021338178,1,2
"933","FCR",50,2016-06-13,1.6,2,0.326436589,11.00061759,1,2
"934","FCR",50,2016-06-13,3.8,1,0.211809704,14.05915938,1,1
"935","FCR",50,2016-06-13,3.8,2,0.215371995,12.1253026,1,1
"936","FCR",50,2016-06-13,5,1,0.204846503,28.95919478,1,1
"937","FCR",50,2016-06-13,5,2,0.200095012,24.79216913,1,1
"938","FCR",50,2016-06-13,6.2,1,0.048219215,164.4911472,1,1
"939","FCR",50,2016-06-13,6.2,2,0.050227793,167.7000171,1,1
"940","FCR",50,2016-06-13,8,1,0.041423531,198.4680032,1,1
"941","FCR",50,2016-06-13,8,2,0.04823624,190.7211583,1,1
"942","FCR",50,2016-06-13,9,1,0.047640373,207.0589556,1,3
"943","FCR",50,2016-06-13,9,2,0.041662079,NA,1,3
"944","FCR",100,2016-06-13,0.1,1,0.018863738,NA,1,3
"945","FCR",100,2016-06-13,0.1,2,0.018744105,15.88913208,1,3
"946","FCR",300,2016-06-13,0.1,1,1.644604382,199.0443287,1,1
"947","FCR",300,2016-06-13,0.1,2,1.62945516,261.8101592,1,1
"948","FCR",50,2016-06-20,0.1,1,0.61651606,11.8949277,1,1
"949","FCR",50,2016-06-20,0.1,2,0.625266609,12.03700788,1,1
"950","FCR",50,2016-06-20,1.6,1,0.644924717,12.46350554,3,3
"951","FCR",50,2016-06-20,1.6,2,NA,NA,3,3
"952","FCR",50,2016-06-20,3.8,1,0.314013448,14.61963868,1,1
"953","FCR",50,2016-06-20,3.8,2,0.273250731,15.22725867,1,1
"954","FCR",50,2016-06-20,5,1,0.053216802,44.56378396,2,1
"955","FCR",50,2016-06-20,5,2,0.072566486,52.79309776,2,1
"956","FCR",50,2016-06-20,6.2,1,0.058550297,83.39582623,1,1
"957","FCR",50,2016-06-20,6.2,2,0.054237337,86.09833003,1,1
"958","FCR",50,2016-06-20,8,1,0.108734342,100.8923562,1,1
"959","FCR",50,2016-06-20,8,2,0.11477675,96.9853519,1,1
"960","FCR",50,2016-06-20,9,1,0.105204098,106.1034895,1,1
"961","FCR",50,2016-06-20,9,2,0.094213279,108.2290776,1,1
"962","FCR",100,2016-06-20,0.1,1,0.034550995,12.42794934,1,1
"963","FCR",100,2016-06-20,0.1,2,0.041659134,12.80142306,1,1
"964","FCR",300,2016-06-20,0.1,1,2.769135752,100.4460891,1,1
"965","FCR",300,2016-06-20,0.1,2,2.875361625,85.42667913,1,1
"966","BVR",50,2016-06-23,0.1,1,1.334926055,12.39006118,1,1
"967","BVR",50,2016-06-23,0.1,2,1.393316204,12.93190379,1,1
"968","BVR",50,2016-06-23,3,1,1.003043696,12.13868598,1,1
"969","BVR",50,2016-06-23,3,2,1.042254913,12.89318176,1,1
"970","BVR",50,2016-06-23,6,1,0.734887264,32.9601869,1,1
"971","BVR",50,2016-06-23,6,2,0.734887264,35.59992579,1,1
"972","BVR",50,2016-06-23,9,1,3.810939152,151.6807218,1,1
"973","BVR",50,2016-06-23,9,2,4.600478177,154.4080766,1,1
"974","BVR",50,2016-06-23,11,1,32.1813955,118.3035553,1,1
"975","BVR",50,2016-06-23,11,2,31.8336062,120.3420838,1,1
"976","BVR",300,2016-06-23,0.1,1,32.18456311,15.78596913,1,1
"977","BVR",300,2016-06-23,0.1,2,31.95585025,14.87172897,1,1
"978","BVR",50,2016-06-26,0.1,1,1.454573542,10.72940954,1,1
"979","BVR",50,2016-06-26,0.1,2,1.396038752,10.57520485,1,1
"980","BVR",50,2016-06-26,3,1,1.611120073,10.82581119,1,1
"981","BVR",50,2016-06-26,3,2,1.624732815,12.31270182,1,1
"982","BVR",50,2016-06-26,6,1,1.037906806,33.80515073,1,1
"983","BVR",50,2016-06-26,6,2,0.95268425,34.06694819,1,1
"984","BVR",50,2016-06-26,9,1,3.405279445,117.5800289,1,3
"985","BVR",50,2016-06-26,9,2,3.446117671,NA,1,3
"986","BVR",50,2016-06-26,11,1,25.5790746,NA,1,4
"987","BVR",50,2016-06-26,11,2,23.1328649,NA,1,4
"988","FCR",50,2016-06-27,0.1,1,0.822956974,16.10684422,1,1
"989","FCR",50,2016-06-27,0.1,2,0.857569902,16.27547429,1,1
"990","FCR",50,2016-06-27,1.6,1,0.857569902,15.05405446,1,1
"991","FCR",50,2016-06-27,1.6,2,0.850657437,14.92785272,1,1
"992","FCR",50,2016-06-27,3.8,1,0.093982944,28.80853219,1,1
"993","FCR",50,2016-06-27,3.8,2,0.091922096,27.02281525,1,1
"994","FCR",50,2016-06-27,5,1,0.084097277,46.25557646,1,1
"995","FCR",50,2016-06-27,5,2,0.093287762,47.9879788,1,1
"996","FCR",50,2016-06-27,6.2,1,0.098897622,144.6350702,1,1
"997","FCR",50,2016-06-27,6.2,2,0.100386483,145.6792047,1,1
"998","FCR",50,2016-06-27,8,1,0.111521702,121.8030064,1,1
"999","FCR",50,2016-06-27,8,2,0.122893205,119.5805226,1,1
"1000","FCR",50,2016-06-27,9,1,0.119822333,228.3842321,1,1
"1001","FCR",50,2016-06-27,9,2,0.115387855,244.9405327,1,1
"1002","FCR",100,2016-06-27,0.1,1,0.027718785,15.36968354,1,2
"1003","FCR",100,2016-06-27,0.1,2,0.022847244,22.18815005,1,2
"1004","FCR",300,2016-06-27,0.1,1,3.837273289,116.2342716,1,1
"1005","FCR",300,2016-06-27,0.1,2,3.911919143,126.0931278,1,1
"1006","BVR",50,2016-06-28,0.1,1,1.357173587,14.27594086,3,4
"1007","BVR",50,2016-06-28,0.1,2,NA,NA,3,4
"1008","BVR",50,2016-06-28,3,1,1.359359291,12.6467931,1,3
"1009","BVR",50,2016-06-28,3,2,1.238308004,NA,1,3
"1010","BVR",50,2016-06-28,6,1,25.72667868,69.28014287,1,1
"1011","BVR",50,2016-06-28,6,2,26.59984527,69.92920785,1,1
"1012","BVR",50,2016-06-28,9,1,1.341857868,112.1821923,2,1
"1013","BVR",50,2016-06-28,9,2,0.878763922,141.3857045,2,1
"1014","BVR",50,2016-06-28,11,1,27.05338326,121.5476725,3,4
"1015","BVR",50,2016-06-28,11,2,NA,NA,3,4
"1016","FCR",50,2016-06-28,0.1,1,0.779079155,23.20253256,1,1
"1017","FCR",50,2016-06-28,0.1,2,0.758082919,21.67645247,1,1
"1018","FCR",50,2016-06-28,1.6,1,0.741720927,25.57483472,1,1
"1019","FCR",50,2016-06-28,1.6,2,0.774417273,26.98119318,1,1
"1020","FCR",50,2016-06-28,3.8,1,0.355336712,51.09014258,1,1
"1021","FCR",50,2016-06-28,3.8,2,0.338307475,51.04507656,1,1
"1022","FCR",50,2016-06-28,5,1,0.235748339,64.91533622,1,1
"1023","FCR",50,2016-06-28,5,2,0.265011995,64.86930037,1,1
"1024","FCR",50,2016-06-28,6.2,1,0.243735051,75.47154748,1,1
"1025","FCR",50,2016-06-28,6.2,2,0.316372132,75.96274996,1,1
"1026","FCR",50,2016-06-28,8,1,0.191529799,233.8136829,1,1
"1027","FCR",50,2016-06-28,8,2,0.188023973,256.9306203,1,1
"1028","FCR",50,2016-06-28,9,1,0.17579407,224.808518,1,1
"1029","FCR",50,2016-06-28,9,2,0.167608384,219.1764121,1,1
"1030","FCR",100,2016-06-28,0.1,1,0.028107598,19.7263791,1,1
"1031","FCR",100,2016-06-28,0.1,2,0.021892093,15.25145796,1,1
"1032","FCR",300,2016-06-28,0.1,1,3.692644516,117.0934642,1,1
"1033","FCR",300,2016-06-28,0.1,2,3.479297985,104.860329,1,1
"1034","BVR",50,2016-06-30,0.1,1,1.548743379,13.05869921,1,1
"1035","BVR",50,2016-06-30,0.1,2,1.555837694,11.27001393,1,1
"1036","BVR",50,2016-06-30,3,1,1.201149574,13.10135627,1,1
"1037","BVR",50,2016-06-30,3,2,1.189959624,13.84837678,1,1
"1038","BVR",50,2016-06-30,6,1,0.441928473,46.31776208,1,1
"1039","BVR",50,2016-06-30,6,2,0.579018121,43.52780025,1,1
"1040","BVR",50,2016-06-30,9,1,28.18578936,254.2366831,3,1
"1041","BVR",50,2016-06-30,9,2,NA,256.5545857,3,1
"1042","BVR",50,2016-06-30,11,1,50.46137528,219.3854506,3,1
"1043","BVR",50,2016-06-30,11,2,NA,214.1047254,3,1
"1044","FCR",50,2016-06-30,0.1,1,0.65517416,20.29191271,1,1
"1045","FCR",50,2016-06-30,0.1,2,0.643313011,20.24871561,1,1
"1046","FCR",50,2016-06-30,1.6,1,0.417687909,23.93197945,1,1
"1047","FCR",50,2016-06-30,1.6,2,0.463696552,21.58932501,1,1
"1048","FCR",50,2016-06-30,3.8,1,0.258743615,36.40735125,1,1
"1049","FCR",50,2016-06-30,3.8,2,0.263669892,42.15986704,1,1
"1050","FCR",50,2016-06-30,5,1,0.107753535,57.48680729,1,1
"1051","FCR",50,2016-06-30,5,2,0.085472294,59.39405406,1,1
"1052","FCR",50,2016-06-30,6.2,1,0.036199737,106.7107176,1,1
"1053","FCR",50,2016-06-30,6.2,2,0.044921115,103.7873697,1,1
"1054","FCR",50,2016-06-30,8,1,0.079763471,224.3393805,1,1
"1055","FCR",50,2016-06-30,8,2,0.090827896,222.5533073,1,1
"1056","FCR",50,2016-06-30,9,1,0.076557228,257.445693,1,1
"1057","FCR",50,2016-06-30,9,2,0.093704835,259.7827093,1,1
"1058","FCR",100,2016-06-30,0.1,1,0.256279626,15.23832018,3,3
"1059","FCR",100,2016-06-30,0.1,2,NA,NA,3,3
"1060","FCR",300,2016-06-30,0.1,1,3.533732886,125.1204897,3,3
"1061","FCR",300,2016-06-30,0.1,2,NA,NA,3,3
"1062","FCR",50,2016-07-05,0.1,1,0.513790175,19.36594029,1,1
"1063","FCR",50,2016-07-05,0.1,2,0.504318027,18.9486757,1,1
"1064","FCR",50,2016-07-05,1.6,1,0.463961793,19.86706922,1,1
"1065","FCR",50,2016-07-05,1.6,2,0.452061621,19.40768389,1,1
"1066","FCR",50,2016-07-05,3.8,1,0.36596857,32.15685434,1,1
"1067","FCR",50,2016-07-05,3.8,2,0.346738569,34.10231328,1,1
"1068","FCR",50,2016-07-05,5,1,0.193395186,57.57272648,1,1
"1069","FCR",50,2016-07-05,5,2,0.202472916,45.91057035,1,1
"1070","FCR",50,2016-07-05,6.2,1,0.072188753,92.92859475,1,1
"1071","FCR",50,2016-07-05,6.2,2,0.081738974,95.77261793,1,1
"1072","FCR",50,2016-07-05,8,1,0.065545562,265.2602517,1,1
"1073","FCR",50,2016-07-05,8,2,0.071694974,258.3366864,1,1
"1074","FCR",50,2016-07-05,9,1,0.068188505,248.8653501,1,1
"1075","FCR",50,2016-07-05,9,2,0.091083674,250.4574576,1,1
"1076","FCR",100,2016-07-05,0.1,1,0.030336153,17.92769468,1,1
"1077","FCR",100,2016-07-05,0.1,2,0.024857794,15.99505943,1,1
"1078","FCR",300,2016-07-05,0.1,1,3.21995922,101.9460903,1,1
"1079","FCR",300,2016-07-05,0.1,2,2.514054119,96.97475601,1,1
"1080","BVR",50,2016-07-07,0.1,1,1.427796218,14.36795024,1,1
"1081","BVR",50,2016-07-07,0.1,2,1.119964873,13.27190327,1,1
"1082","BVR",50,2016-07-07,3,1,0.743805759,37.64858795,2,1
"1083","BVR",50,2016-07-07,3,2,0.481436486,35.88368973,2,1
"1084","BVR",50,2016-07-07,6,1,1.001600719,13.29337411,1,1
"1085","BVR",50,2016-07-07,6,2,1.065525911,13.78742724,1,1
"1086","BVR",50,2016-07-07,9,1,14.76708216,196.9799296,1,1
"1087","BVR",50,2016-07-07,9,2,13.66468637,195.3599501,1,1
"1088","BVR",50,2016-07-07,11,1,382.9164652,244.6356332,1,1
"1089","BVR",50,2016-07-07,11,2,373.6553404,236.5751477,1,1
"1090","BVR",300,2016-07-07,0.1,1,196.5821727,297.8409546,3,1
"1091","BVR",300,2016-07-07,0.1,2,NA,231.0223197,3,1
"1092","FCR",50,2016-07-11,0.1,1,0.693223071,15.62503297,1,1
"1093","FCR",50,2016-07-11,0.1,2,0.672792662,13.46479074,1,1
"1094","FCR",50,2016-07-11,1.6,1,0.714571861,13.18756495,1,1
"1095","FCR",50,2016-07-11,1.6,2,0.725344128,14.2421037,1,1
"1096","FCR",50,2016-07-11,3.8,1,0.256373724,31.45081917,1,1
"1097","FCR",50,2016-07-11,3.8,2,0.302724825,40.65178919,1,1
"1098","FCR",50,2016-07-11,5,1,0.207587321,70.52087553,1,1
"1099","FCR",50,2016-07-11,5,2,0.166579602,56.28389909,1,1
"1100","FCR",50,2016-07-11,6.2,1,0.017538005,120.5399263,1,1
"1101","FCR",50,2016-07-11,6.2,2,0.022056231,100.6148629,1,1
"1102","FCR",50,2016-07-11,8,1,0.071347976,261.3655146,1,1
"1103","FCR",50,2016-07-11,8,2,0.069377391,265.8210961,1,1
"1104","FCR",50,2016-07-11,9,1,0.081246171,258.6818675,2,1
"1105","FCR",50,2016-07-11,9,2,0.053227908,254.1667899,2,1
"1106","FCR",100,2016-07-11,0.1,1,0.056509531,NA,1,3
"1107","FCR",100,2016-07-11,0.1,2,0.060891905,14.91036647,1,3
"1108","FCR",300,2016-07-11,0.1,1,3.275427968,105.9078202,1,3
"1109","FCR",300,2016-07-11,0.1,2,3.410982434,NA,1,3
"1110","BVR",50,2016-07-14,0.1,1,0.945371467,11.34297269,1,1
"1111","BVR",50,2016-07-14,0.1,2,0.929011585,10.90622388,1,1
"1112","BVR",50,2016-07-14,3,1,1.097429053,10.6516367,1,1
"1113","BVR",50,2016-07-14,3,2,1.107956734,11.17914546,1,1
"1114","BVR",50,2016-07-14,6,1,0.252807879,44.1986044,1,1
"1115","BVR",50,2016-07-14,6,2,0.230062797,46.0454351,1,1
"1116","BVR",50,2016-07-14,9,1,69.57346077,191.0724433,1,1
"1117","BVR",50,2016-07-14,9,2,63.79906298,194.905716,1,1
"1118","BVR",50,2016-07-14,11,1,258.4451146,225.5922037,1,1
"1119","BVR",50,2016-07-14,11,2,244.5539002,222.106206,1,1
"1120","BVR",300,2016-07-14,0.1,1,157.4265917,266.7223869,1,1
"1121","BVR",300,2016-07-14,0.1,2,151.4292442,267.7381167,1,1
"1122","FCR",50,2016-07-18,0.1,1,0.950195825,10.2908579,1,1
"1123","FCR",50,2016-07-18,0.1,2,0.922324204,13.23604365,1,1
"1124","FCR",50,2016-07-18,1.6,1,0.992016543,13.39254896,1,1
"1125","FCR",50,2016-07-18,1.6,2,0.982559118,10.87465578,1,1
"1126","FCR",50,2016-07-18,3.8,1,0.431951281,46.49339472,1,1
"1127","FCR",50,2016-07-18,3.8,2,0.425159273,42.84820906,1,1
"1128","FCR",50,2016-07-18,5,1,0.109966596,108.2885371,1,3
"1129","FCR",50,2016-07-18,5,2,0.132740348,NA,1,3
"1130","FCR",50,2016-07-18,6.2,1,2.372742863,147.6932391,1,2
"1131","FCR",50,2016-07-18,6.2,2,2.401596028,228.0124918,1,2
"1132","FCR",50,2016-07-18,8,1,0.745913697,274.5766133,1,1
"1133","FCR",50,2016-07-18,8,2,0.719134264,271.9153869,1,1
"1134","FCR",50,2016-07-18,9,1,0.135214371,288.5156334,2,1
"1135","FCR",50,2016-07-18,9,2,0.098742101,284.902416,2,1
"1136","FCR",100,2016-07-18,0.1,1,0.027337786,14.21497611,1,1
"1137","FCR",100,2016-07-18,0.1,2,0.020372658,12.33705395,1,1
"1138","FCR",300,2016-07-18,0.1,1,3.483295555,115.0194774,1,1
"1139","FCR",300,2016-07-18,0.1,2,3.516800249,106.8267215,1,1
"1140","BVR",50,2016-07-21,0.1,1,1.382447338,13.53450757,1,1
"1141","BVR",50,2016-07-21,0.1,2,1.49728107,14.06020191,1,1
"1142","BVR",50,2016-07-21,3,1,0.723009135,15.18809802,1,1
"1143","BVR",50,2016-07-21,3,2,0.707405259,15.0626814,1,1
"1144","BVR",50,2016-07-21,6,1,0.477488317,55.55537699,1,1
"1145","BVR",50,2016-07-21,6,2,0.365859832,56.88495703,1,1
"1146","BVR",50,2016-07-21,9,1,68.743038,243.5953313,1,1
"1147","BVR",50,2016-07-21,9,2,55.34470578,241.2928114,1,1
"1148","BVR",50,2016-07-21,11,1,286.9474889,392.2275573,1,1
"1149","BVR",50,2016-07-21,11,2,285.5060132,389.2202326,1,1
"1150","BVR",300,2016-07-21,0.1,1,192.9928393,360.5767195,1,1
"1151","BVR",300,2016-07-21,0.1,2,186.3029134,352.0138901,1,1
"1152","BVR",50,2016-07-24,0.1,1,1.665325984,14.83500454,1,1
"1153","BVR",50,2016-07-24,0.1,2,1.704547184,13.71047917,1,1
"1154","BVR",50,2016-07-24,3,1,1.397480161,17.63673938,1,1
"1155","BVR",50,2016-07-24,3,2,0.983857348,19.54203034,1,1
"1156","BVR",50,2016-07-24,6,1,0.589810126,93.09861662,1,1
"1157","BVR",50,2016-07-24,6,2,0.632155052,94.39443699,1,1
"1158","BVR",50,2016-07-24,9,1,121.5891337,177.3208382,1,1
"1159","BVR",50,2016-07-24,9,2,122.6518551,175.8394364,1,1
"1160","BVR",50,2016-07-24,11,1,360.3157155,343.7052195,1,1
"1161","BVR",50,2016-07-24,11,2,350.2043858,364.9968647,1,1
"1162","FCR",50,2016-07-24,0.1,1,1.182026613,21.16001411,1,1
"1163","FCR",50,2016-07-24,0.1,2,1.286808282,21.93773161,1,1
"1164","FCR",50,2016-07-24,1.6,1,1.229445395,20.12415252,1,3
"1165","FCR",50,2016-07-24,1.6,2,1.158256676,NA,1,3
"1166","FCR",50,2016-07-24,3.8,1,0.458499861,21.0952361,1,1
"1167","FCR",50,2016-07-24,3.8,2,0.483428839,13.71047917,1,1
"1168","FCR",50,2016-07-24,5,1,0.417457483,141.2418525,3,1
"1169","FCR",50,2016-07-24,5,2,NA,145.1327874,3,1
"1170","FCR",50,2016-07-24,6.2,1,4.303584653,233.2966485,1,1
"1171","FCR",50,2016-07-24,6.2,2,4.066277937,243.5524989,1,1
"1172","FCR",50,2016-07-24,8,1,0.271436305,333.9303042,1,1
"1173","FCR",50,2016-07-24,8,2,0.230297526,329.8566221,1,1
"1174","FCR",50,2016-07-24,9,1,0.677894859,NA,1,3
"1175","FCR",50,2016-07-24,9,2,0.684919396,312.016379,1,3
"1176","FCR",100,2016-07-24,0.1,1,0.048478173,21.0952361,3,1
"1177","FCR",100,2016-07-24,0.1,2,NA,22.13227098,3,1
"1178","FCR",300,2016-07-24,0.1,1,4.402634413,232.6633058,3,3
"1179","FCR",300,2016-07-24,0.1,2,NA,NA,3,3
"1180","BVR",50,2016-07-27,0.1,1,1.342409376,24.52875082,1,1
"1181","BVR",50,2016-07-27,0.1,2,1.287342597,23.19714645,1,1
"1182","BVR",50,2016-07-27,3,1,2.070763281,13.97186073,1,1
"1183","BVR",50,2016-07-27,3,2,2.105210773,15.39133961,1,1
"1184","BVR",50,2016-07-27,6,1,0.462867286,NA,1,3
"1185","BVR",50,2016-07-27,6,2,0.464609412,71.99316351,1,3
"1186","BVR",50,2016-07-27,9,1,62.48774391,174.9209897,2,1
"1187","BVR",50,2016-07-27,9,2,85.23486274,179.6045668,2,1
"1188","BVR",50,2016-07-27,11,1,249.1460105,375.446305,1,1
"1189","BVR",50,2016-07-27,11,2,284.0684203,391.5219737,1,1
"1190","BVR",300,2016-07-27,0.1,1,160.5020957,623.8335603,1,1
"1191","BVR",300,2016-07-27,0.1,2,168.3642953,643.4914274,1,1
"1192","FCR",50,2016-07-27,0.1,1,0.718075372,34.51402683,1,1
"1193","FCR",50,2016-07-27,0.1,2,0.708698879,34.73027712,1,1
"1194","FCR",50,2016-07-27,1.6,1,0.630773974,34.75731289,1,1
"1195","FCR",50,2016-07-27,1.6,2,0.630136522,42.72166998,1,1
"1196","FCR",50,2016-07-27,3.8,1,0.363887827,NA,1,3
"1197","FCR",50,2016-07-27,3.8,2,0.385293361,62.10369827,1,3
"1198","FCR",50,2016-07-27,5,1,0.199472058,71.28411891,1,1
"1199","FCR",50,2016-07-27,5,2,0.186584398,69.11486434,1,1
"1200","FCR",50,2016-07-27,6.2,1,3.691163547,65.49342229,3,3
"1201","FCR",50,2016-07-27,6.2,2,NA,NA,3,3
"1202","FCR",50,2016-07-27,8,1,0.027214694,324.877471,1,1
"1203","FCR",50,2016-07-27,8,2,0.033046516,326.036103,1,1
"1204","FCR",50,2016-07-27,9,1,0.028871696,336.4513473,1,1
"1205","FCR",50,2016-07-27,9,2,0.037915643,268.6209765,1,1
"1206","FCR",50,2016-08-01,0.1,1,0.735918642,NA,1,3
"1207","FCR",50,2016-08-01,0.1,2,0.70887595,13.84168348,1,3
"1208","FCR",50,2016-08-01,1.6,1,0.731507871,18.91854277,1,1
"1209","FCR",50,2016-08-01,1.6,2,0.720745118,15.48841156,1,1
"1210","FCR",50,2016-08-01,3.8,1,0.326032176,45.63742153,1,1
"1211","FCR",50,2016-08-01,3.8,2,0.353628679,44.57760112,1,1
"1212","FCR",50,2016-08-01,5,1,0.223017776,62.15357374,1,1
"1213","FCR",50,2016-08-01,5,2,0.223568314,61.84851054,1,1
"1214","FCR",50,2016-08-01,6.2,1,0.331002648,111.3223729,1,2
"1215","FCR",50,2016-08-01,6.2,2,0.338490609,179.1695039,1,2
"1216","FCR",50,2016-08-01,8,1,0.296079488,282.5462373,1,1
"1217","FCR",50,2016-08-01,8,2,0.291324604,260.9576967,1,1
"1218","FCR",50,2016-08-01,9,1,0.113342574,339.7537959,2,1
"1219","FCR",50,2016-08-01,9,2,0.07835901,312.9987857,2,1
