,Reservoir,Site,DateTime,Depth_m,TFe_mgL,TMn_mgL,SFe_mgL,SMn_mgL,Flag_DateTime,Flag_TFe,Flag_TMn,Flag_SFe,Flag_SMn
1472,FCR,50,2018-07-09 12:00,1.6,0.55,0.028,0.32,0.005,1,0,0,0,0
1473,FCR,50,2018-07-09 12:00,3.8,0.408,0.033,0.108,0.014,1,0,0,0,0
1474,FCR,50,2018-07-09 12:00,5,0.747,0.267,0.181,0.22,1,0,0,0,0
1475,FCR,50,2018-07-09 12:00,6.2,1.259,0.595,0.248,0.509,1,0,0,0,0
1476,FCR,50,2018-07-09 12:00,8,1.856,0.962,0.215,0.818,1,0,0,0,0
1477,FCR,50,2018-07-09 12:00,9,1.681,0.857,0.062,0.718,1,0,0,0,0
1478,FCR,50,2018-07-09 12:00,9.5,1.906,0.958,0.378,0.831,1,0,0,0,0
1479,FCR,100,2018-07-09 12:00,0.1,0.095,0.016,0.015,0.003,1,0,0,0,0
1480,FCR,50,2018-07-16 12:00,0.1,0.507,0.022,0.317,0.003,1,0,0,0,0
1481,FCR,50,2018-07-16 12:00,1.6,0.532,0.023,0.305,0.002,1,0,0,0,0
1482,FCR,50,2018-07-16 12:00,3.8,0.408,0.04,0.095,0.022,1,0,0,0,0
1483,FCR,50,2018-07-16 12:00,5,1.694,0.717,0.514,0.665,1,0,0,0,0
1484,FCR,50,2018-07-16 12:00,6.2,2.483,1.113,0.596,0.98,1,0,0,0,0
1485,FCR,50,2018-07-16 12:00,8,2.502,1.12,0.683,0.985,1,0,0,0,0
1486,FCR,50,2018-07-16 12:00,9,2.499,1.105,0.6,0.971,1,0,0,0,0
1487,FCR,100,2018-07-16 12:00,0.1,0.096,0.018,0.016,0.005,1,0,0,0,0
1488,BVR,50,2018-07-19 12:00,0.1,0.673,0.027,0.535,0.01,1,0,0,0,0
1489,BVR,50,2018-07-19 12:00,3,0.562,0.032,0.33,0.019,1,0,0,0,0
1490,BVR,50,2018-07-19 12:00,6,1.258,0.584,0.545,0.01,1,0,0,0,0
1491,BVR,50,2018-07-19 12:00,9,14.562,2.011,14.427,1.989,1,0,0,0,0
1492,BVR,50,2018-07-19 12:00,11,16.104,1.932,16.037,1.947,1,0,0,0,0
1493,FCR,50,2018-07-23 12:00,9.5,2.968,1.135,0.495,1.006,1,0,0,0,0
1494,FCR,100,2018-07-23 12:00,0.1,NA,NA,0.049936,NA,1,1,1,0,1
1495,FCR,50,2018-07-23 12:00,0.1,0.653,0.028,0.412,0.004,1,0,0,0,0
1496,FCR,50,2018-07-23 12:00,1.6,0.657,0.027,0.376,0.002,1,0,0,0,0
1497,FCR,50,2018-07-23 12:00,3.8,0.389,0.049,0.057,0.021,1,0,0,0,0
1498,FCR,50,2018-07-23 12:00,5,1.392,0.482,0.179,0.438,1,0,0,0,0
1499,FCR,50,2018-07-23 12:00,6.2,2.778,1.081,0.626,0.957,1,0,0,0,0
1500,FCR,50,2018-07-23 12:00,8,2.974,1.16,0.266,1.022,1,0,0,0,0
1501,FCR,50,2018-07-23 12:00,9,3.012,1.175,0.285,1.038,1,0,0,0,0
1502,FCR,50,2018-07-30 12:00,0.1,0.716,0.027,0.392,0.003,1,0,0,0,0
1503,FCR,50,2018-07-30 12:00,1.6,0.74,0.026,0.366,0.003,1,0,0,0,0
1504,FCR,50,2018-07-30 12:00,3.8,0.512,0.065,0.094,0.024,1,0,0,0,0
1505,FCR,50,2018-07-30 12:00,5,2.405,0.848,0.337,0.715,1,0,0,0,0
1506,FCR,50,2018-07-30 12:00,6.2,3.004,1.134,0.215,0.945,1,0,0,0,0
1507,FCR,50,2018-07-30 12:00,8,3.288,1.208,0.381,1.012,1,0,0,0,0
1508,FCR,50,2018-07-30 12:00,9,3.521,1.311,0.225,1.112,1,0,0,0,0
1509,FCR,50,2018-07-30 12:00,9.5,3.791,1.369,0.366,1.108,1,0,0,0,0
1510,FCR,100,2018-07-30 12:00,0.1,0.156,0.033,0.018,0.006,1,0,0,0,0
1511,BVR,50,2018-08-02 12:00,0.1,0.512,0.015,0.232,0.001,1,0,0,0,3
1512,BVR,50,2018-08-02 12:00,3,0.488,0.02,0.181,0.002,1,0,0,0,0
1513,BVR,50,2018-08-02 12:00,6,1.514,0.808,1.171,0.81,1,0,0,0,0
1514,BVR,50,2018-08-02 12:00,9,13.291,1.884,13.21,1.844,1,0,0,0,0
1515,BVR,50,2018-08-02 12:00,11,18.279,2.104,17.155,2.068,1,0,0,0,0
1516,FCR,50,2018-08-06 12:00,0.1,0.632,0.023,0.416,0.015,1,0,0,0,0
1517,FCR,50,2018-08-06 12:00,1.6,0.647,0.021,0.423,0.01,1,0,0,0,0
1518,FCR,50,2018-08-06 12:00,3.8,0.768,0.066,0.255,0.047,1,0,0,0,0
1519,FCR,50,2018-08-06 12:00,5,3.837,1.446,0.401,1.466,1,0,0,0,0
1520,FCR,50,2018-08-06 12:00,6.2,2.916,1.059,0.393,0.97,1,0,0,0,0
1521,FCR,50,2018-08-06 12:00,8,4.773,1.558,0.505,1.463,1,0,0,0,0
1522,FCR,50,2018-08-06 12:00,9,8.27,2.496,3.987,2.582,1,0,0,0,0
1523,FCR,100,2018-08-06 12:00,0.1,0.167,0.026,0.189,0.006,1,0,0,0,0
1524,BVR,50,2018-08-09 12:00,0.1,0.347,0.016,0.173,0.001,1,0,0,0,3
1525,BVR,50,2018-08-09 12:00,3,0.324,0.018,0.175,0.005,1,0,0,0,0
1526,BVR,50,2018-08-09 12:00,6,2.028,0.952,1.774,0.924,1,0,0,0,0
1527,BVR,50,2018-08-09 12:00,9,12.469,1.766,12.189,1.74,1,0,0,0,0
1528,BVR,50,2018-08-09 12:00,11,22.598,2.198,22.706,2.207,1,0,0,0,0
1529,FCR,50,2018-08-13 12:00,0.1,0.376,0.017,0.175,0.006,1,0,0,0,0
1530,FCR,50,2018-08-13 12:00,1.6,0.395,0.015,0.172,0.002,1,0,0,0,0
1531,FCR,50,2018-08-13 12:00,3.8,2.129,0.681,0.037,0.665,1,0,0,0,0
1532,FCR,50,2018-08-13 12:00,5,3.43,1.139,0.067,1.099,1,0,0,0,0
1533,FCR,50,2018-08-13 12:00,6.2,4.956,1.526,0.095,1.47,1,0,0,0,0
1534,FCR,50,2018-08-13 12:00,8,5.105,1.513,0.166,1.511,1,0,0,0,0
1535,FCR,50,2018-08-13 12:00,9,5.212,1.516,0.155,1.499,1,0,0,0,0
1536,FCR,50,2018-08-13 12:00,9.5,4.828,1.473,0.117,1.433,1,0,0,0,0
1537,FCR,100,2018-08-13 12:00,0.1,0.146,0.026,0.019,0.004,1,0,0,0,0
1538,BVR,50,2018-08-16 12:00,0.1,0.348,0.017,0.086,0.001,1,0,0,0,3
1539,BVR,50,2018-08-16 12:00,3,0.419,0.03,0.079,0.008,1,0,0,0,0
1540,BVR,50,2018-08-16 12:00,6,3.216,1.35,2.966,1.335,1,0,0,0,0
1541,BVR,50,2018-08-16 12:00,9,18.338,2.073,17.379,2.011,1,0,0,0,0
1542,FCR,50,2018-08-20 12:00,0.1,0.349,0.026,0.108,0.012,1,0,0,0,0
1543,FCR,50,2018-08-20 12:00,1.6,0.307,0.022,0.126,0.003,1,0,0,0,0
1544,FCR,50,2018-08-20 12:00,3.8,0.438,0.14,0.042,0.093,1,0,0,0,0
1545,FCR,50,2018-08-20 12:00,5,2.522,1.105,0.073,1.044,1,0,0,0,0
1546,FCR,50,2018-08-20 12:00,6.2,4.663,1.498,0.345,1.482,1,0,0,0,0
1547,FCR,50,2018-08-20 12:00,8,7.24,1.749,3.353,1.763,1,0,0,0,0
1548,FCR,50,2018-08-20 12:00,9,12.066,1.942,10.006,1.985,1,0,0,0,0
1549,BVR,50,2018-08-24 12:00,0.1,0.456,0.036,0.16,0.001,1,0,0,0,3
1550,BVR,50,2018-08-24 12:00,3,0.48,0.046,0.111,0.002,1,0,0,0,0
1551,BVR,50,2018-08-24 12:00,6,4.972,1.597,4.799,1.584,1,0,0,0,0
1552,BVR,50,2018-08-24 12:00,9,22.669,2.133,22.243,2.097,1,0,0,0,0
1553,FCR,50,2018-08-27 12:00,0.1,0.445,0.025,0.15,0.004,1,0,0,0,0
1554,FCR,50,2018-08-27 12:00,1.6,0.357,0.024,0.14,0.001,1,0,0,0,3
1555,FCR,50,2018-08-27 12:00,3.8,0.745,0.41,0.119,0.383,1,0,0,0,0
1556,FCR,50,2018-08-27 12:00,5,2.171,0.793,0.534,0.786,1,0,0,0,0
1557,FCR,50,2018-08-27 12:00,6.2,3.51,1.185,1.096,1.077,1,0,0,0,0
1558,FCR,50,2018-08-27 12:00,8,14.509,1.861,13.661,1.83,1,0,0,0,0
1559,FCR,50,2018-08-27 12:00,9,30.865,2.651,30.136,2.636,1,0,0,0,0
1560,FCR,50,2018-08-27 12:00,9.8,28.965,2.544,28.391,2.524,1,0,0,0,0
1561,FCR,50,2018-09-03 12:00,0.1,0.408,0.041,0.169,0.007,1,0,0,0,0
1562,FCR,50,2018-09-03 12:00,1.6,0.404,0.044,0.163,0.009,1,0,0,0,0
1563,FCR,50,2018-09-03 12:00,3.8,0.473,0.186,0.107,0.151,1,0,0,0,0
1564,FCR,50,2018-09-03 12:00,5,2.896,0.858,1.647,0.853,1,0,0,0,0
1565,FCR,50,2018-09-03 12:00,6.2,6.331,1.103,5.03,1.085,1,0,0,0,0
1566,FCR,50,2018-09-03 12:00,8,9.48,1.528,7.753,1.581,1,0,0,0,0
1567,FCR,50,2018-09-03 12:00,9,11.109,1.53,10.09,1.535,1,0,0,0,0
1568,FCR,50,2018-09-03 12:00,9.5,16.18,1.808,15.956,1.826,1,0,0,0,0
1569,BVR,50,2018-09-07 12:00,0.1,0.482,0.024,0.272,0.001,1,0,0,0,3
1570,BVR,50,2018-09-07 12:00,3,0.522,0.031,0.093,0.005,1,0,0,0,0
1571,BVR,50,2018-09-07 12:00,6,4.05,1.691,2.136,1.658,1,0,0,0,0
1572,BVR,50,2018-09-07 12:00,9,16.497,1.864,16.525,1.846,1,0,0,0,0
1573,FCR,50,2018-09-10 12:00,0.1,0.473,0.027,0.126,0.004,1,0,0,0,0
1574,FCR,50,2018-09-10 12:00,1.6,0.414,0.021,0.128,0.001,1,0,0,0,3
1575,FCR,50,2018-09-10 12:00,3.8,0.74,0.462,0.198,0.415,1,0,0,0,0
1576,FCR,50,2018-09-10 12:00,5,2.388,0.672,1.63,0.671,1,0,0,0,0
1577,FCR,50,2018-09-10 12:00,6.2,4.516,1.289,1.277,1.265,1,0,0,0,0
1578,FCR,50,2018-09-10 12:00,8,5.687,1.635,0.543,1.608,1,0,0,0,0
1579,FCR,50,2018-09-10 12:00,9,5.8,1.625,0.559,1.604,1,0,0,0,0
1580,FCR,50,2018-09-10 12:00,9.5,5.519,1.61,0.774,1.6,1,0,0,0,0
1581,FCR,100,2018-09-10 12:00,0.1,0.701,0.111,0.023,0.001,1,0,0,0,3
1582,FCR,50,2018-09-17 12:00,0.1,0.555,0.033,0.193,0.006,1,0,0,0,0
1583,FCR,50,2018-09-17 12:00,1.6,0.25,0.006,NA,NA,1,0,0,1,1
1584,FCR,50,2018-09-17 12:00,3.8,1.007,0.139,0.381,0.07,1,0,0,0,0
1585,FCR,50,2018-09-17 12:00,5,1.596,0.78,0.668,0.753,1,0,0,0,0
1586,FCR,50,2018-09-17 12:00,6.2,3.592,1.045,NA,NA,1,0,0,1,1
1587,FCR,50,2018-09-17 12:00,8,8.792,1.374,7.879,1.324,1,0,0,0,0
1588,FCR,50,2018-09-17 12:00,9,8.961,1.517,8.684,1.498,1,0,0,0,0
1589,FCR,100,2018-09-17 12:00,0.1,0.736,0.073,0.06,0.002,1,0,0,0,0
1590,BVR,50,2018-09-21 12:00,0.1,0.544,0.025,0.199,0.002,1,0,0,0,0
1591,BVR,50,2018-09-21 12:00,3,0.578,0.03,0.194,0.001,1,0,0,0,3
1592,BVR,50,2018-09-21 12:00,6,5.012,1.952,4.017,1.941,1,0,0,0,0
1593,BVR,50,2018-09-21 12:00,9,22.402,1.966,21.808,1.967,1,0,0,0,0
1594,FCR,50,2018-09-24 12:00,0.1,0.448,0.013,0.2,0.006,1,0,0,0,0
1595,FCR,50,2018-09-24 12:00,1.6,0.432,0.012,0.221,0.005,1,0,0,0,0
1596,FCR,50,2018-09-24 12:00,3.8,0.636,0.047,0.3,0.022,1,0,0,0,0
1597,FCR,50,2018-09-24 12:00,5,2.223,0.675,1.949,0.741,1,0,0,0,0
1598,FCR,50,2018-09-24 12:00,6.2,6.351,1.298,6.238,1.304,1,0,0,0,0
1599,FCR,50,2018-09-24 12:00,8,12.191,1.455,12.113,1.436,1,0,0,0,0
1600,FCR,50,2018-09-24 12:00,9,11.146,1.298,11.441,1.33,1,0,0,0,0
1601,FCR,50,2018-09-24 12:00,9.5,20.827,1.56,20.661,1.562,1,0,0,0,0
1602,FCR,100,2018-09-24 12:00,0.1,0.277,0.027,0.031,0.002,1,0,0,0,0
1603,FCR,50,2018-10-01 12:00,0.1,0.607,0.026,0.343,0.013,1,0,0,0,0
1604,FCR,50,2018-10-01 12:00,1.6,0.586,0.025,0.336,0.01,1,0,0,0,0
1605,FCR,50,2018-10-01 12:00,3.8,0.996,0.189,0.323,0.133,1,0,0,0,0
1606,FCR,50,2018-10-01 12:00,5,2.815,0.76,2.518,0.929,1,0,0,0,0
1607,FCR,50,2018-10-01 12:00,6.2,7.47,1.212,6.516,1.152,1,0,0,0,0
1608,FCR,50,2018-10-01 12:00,8,13.233,1.45,10.22,1.259,1,0,0,0,0
1609,FCR,50,2018-10-01 12:00,9,16.756,1.43,15.925,1.417,1,0,0,0,0
1610,FCR,50,2018-10-01 12:00,9.5,17.394,1.48,17.663,1.506,1,0,0,0,0
1611,FCR,100,2018-10-01 12:00,0.1,0.195,0.021,0.034,0.002,1,0,0,0,0
1612,BVR,50,2018-10-05 12:00,0.1,0.397,0.021,0.123,0.001,1,0,0,0,3
1613,BVR,50,2018-10-05 12:00,3,0.419,0.025,0.125,0.004,1,0,0,0,0
1614,BVR,50,2018-10-05 12:00,6,3.001,2.43,2.647,2.418,1,0,0,0,0
1615,BVR,50,2018-10-05 12:00,9,19.829,1.967,19.391,1.947,1,0,0,0,0
1616,BVR,50,2018-10-05 12:00,11,38.867,2.45,38.236,2.419,1,0,0,0,0
1617,FCR,50,2018-10-08 12:00,0.1,0.435,0.015,0.251,0.006,1,0,0,0,0
1618,FCR,50,2018-10-08 12:00,1.6,0.531,0.016,0.275,0.008,1,0,0,0,0
1619,FCR,50,2018-10-08 12:00,3.8,0.958,0.156,0.432,0.146,1,0,0,0,0
1620,FCR,50,2018-10-08 12:00,5,4.562,0.965,3.34,0.959,1,0,0,0,0
1621,FCR,50,2018-10-08 12:00,6.2,10.763,1.394,10.701,1.37,1,0,0,0,0
1622,FCR,50,2018-10-08 12:00,8,17.488,1.617,17.525,1.625,1,0,0,0,0
1623,FCR,50,2018-10-08 12:00,9,22.298,1.695,22.52,1.713,1,0,0,0,0
1624,FCR,50,2018-10-08 12:00,9.5,42.382,2.29,41.61,2.278,1,0,0,0,0
1625,FCR,100,2018-10-08 12:00,0.1,0.392,0.054,0.026,0.002,1,0,0,0,0
1626,FCR,50,2018-10-15 12:00,0.1,1.178,0.106,0.53,0.043,1,0,0,0,0
1627,FCR,50,2018-10-15 12:00,1.6,1.181,0.107,0.59,0.036,1,0,0,0,0
1628,FCR,50,2018-10-15 12:00,3.8,1.414,0.148,0.586,0.057,1,0,0,0,0
1629,FCR,50,2018-10-15 12:00,5,1.44,0.158,0.664,0.081,1,0,0,0,0
1630,FCR,50,2018-10-15 12:00,6.2,3.909,0.662,0.949,0.585,1,0,0,0,0
1631,FCR,50,2018-10-15 12:00,8,10.659,1.149,9.755,1.13,1,0,0,0,0
1632,FCR,50,2018-10-15 12:00,9,22.198,1.763,22.89,1.798,1,0,0,0,0
1633,FCR,50,2018-10-15 12:00,9.5,43.499,2.394,43.282,2.416,1,0,0,0,0
1634,FCR,100,2018-10-15 12:00,0.1,0.939,0.131,0.197,0.001,1,0,0,0,3
1635,BVR,50,2018-10-19 12:00,0.1,0.75,0.175,0.183,0.065,1,0,0,0,0
1636,BVR,50,2018-10-19 12:00,3,0.754,0.179,0.248,0.062,1,0,0,0,0
1637,BVR,50,2018-10-19 12:00,6,0.829,0.21,0.236,0.099,1,0,0,0,0
1638,BVR,50,2018-10-19 12:00,9,27.772,2.32,26.714,2.268,1,0,0,0,0
1639,FCR,50,2018-10-21 12:00,0.1,1.711,0.157,0.693,0.151,1,0,0,0,0
1640,FCR,50,2018-10-21 12:00,5,1.847,0.164,0.685,0.141,1,0,0,0,0
1641,FCR,50,2018-10-21 12:00,9,31.438,2.023,31.271,2.046,1,0,0,0,0
1642,FCR,50,2018-10-22 12:00,0.1,1.916,0.169,0.696,0.147,1,0,0,0,0
1643,FCR,50,2018-10-22 12:00,1.6,1.916,0.168,0.856,0.147,1,0,0,0,0
1644,FCR,50,2018-10-22 12:00,3.8,1.935,0.168,0.809,0.147,1,0,0,0,0
1645,FCR,50,2018-10-22 12:00,5,1.922,0.168,0.709,0.144,1,0,0,0,0
1646,FCR,50,2018-10-22 12:00,6.2,2.483,0.208,0.928,0.173,1,0,0,0,0
1647,FCR,50,2018-10-22 12:00,8,6.013,0.455,4.368,0.417,1,0,0,0,0
1648,FCR,50,2018-10-22 12:00,9,30.762,1.999,28.756,1.951,1,0,0,0,0
1649,FCR,50,2018-10-22 12:00,9.5,20.033,1.324,18.3,1.273,1,0,0,0,0
1650,FCR,100,2018-10-22 12:00,0.1,0.569,0.03,0.201,0.002,1,0,0,0,0
1651,FCR,50,2018-10-29 12:00,0.1,1.643,0.11,0.963,0.097,1,0,0,0,0
1652,FCR,50,2018-10-29 12:00,1.6,1.629,0.108,0.931,0.094,1,0,0,0,0
1653,FCR,50,2018-10-29 12:00,3.8,1.627,0.108,0.951,0.093,1,0,0,0,0
1654,FCR,50,2018-10-29 12:00,5,1.615,0.107,1.055,0.093,1,0,0,0,0
1655,FCR,50,2018-10-29 12:00,6.2,1.617,0.108,0.914,0.093,1,0,0,0,0
1656,FCR,50,2018-10-29 12:00,8,1.609,0.107,0.974,0.092,1,0,0,0,0
1657,FCR,50,2018-10-29 12:00,9,1.619,0.108,0.999,0.092,1,0,0,0,0
1658,FCR,50,2018-10-29 12:00,9.5,1.683,0.111,1.058,0.095,1,0,0,0,0
1659,FCR,100,2018-10-29 12:00,0.1,0.703,0.02,0.415,0.001,1,0,0,0,3
1660,BVR,50,2018-11-02 12:00,0.1,1.67,0.274,0.553,0.239,1,0,0,0,0
1661,BVR,50,2018-11-02 12:00,3,1.728,0.276,0.626,0.242,1,0,0,0,0
1662,BVR,50,2018-11-02 12:00,6,1.853,0.293,0.619,0.25,1,0,0,0,0
1663,BVR,50,2018-11-02 12:00,9,2.514,0.336,0.418,0.301,1,0,0,0,0
1664,BVR,50,2018-11-02 12:00,11,41.043,2.535,49.012,2.89,1,0,0,0,0
1665,BVR,50,2018-11-16 12:00,0.1,1.3,0.203,0.755,0.187,1,0,0,0,0
1666,BVR,50,2018-11-16 12:00,3,1.29,0.205,0.736,0.188,1,0,0,0,0
1667,BVR,50,2018-11-16 12:00,6,1.29,0.203,0.562,0.191,1,0,0,0,0
1668,BVR,50,2018-11-16 12:00,9,1.275,0.203,0.69,0.188,1,0,0,0,0
1669,BVR,50,2018-11-16 12:00,11,1.395,0.206,0.724,0.193,1,0,0,0,0
1670,FCR,50,2018-11-19 12:00,0.1,0.961,0.039,0.714,0.037,1,0,0,0,0
1671,FCR,50,2018-11-19 12:00,1.6,0.954,0.038,0.675,0.035,1,0,0,0,0
1672,FCR,50,2018-11-19 12:00,3.8,0.963,0.038,0.676,0.034,1,0,0,0,0
1673,FCR,50,2018-11-19 12:00,5,0.959,0.038,0.69,0.035,1,0,0,0,0
1674,FCR,50,2018-11-19 12:00,6.2,0.963,0.038,0.676,0.035,1,0,0,0,0
1675,FCR,50,2018-11-19 12:00,8,0.961,0.037,0.697,0.034,1,0,0,0,0
1676,FCR,50,2018-11-19 12:00,9,0.972,0.037,0.655,0.033,1,0,0,0,0
1677,FCR,50,2018-11-19 12:00,9.5,0.943,0.037,0.668,0.033,1,0,0,0,0
1678,FCR,100,2018-11-19 12:00,0.1,1.545,0.181,0.567,0.006,1,0,0,0,0
1679,BVR,50,2018-12-06 12:00,0.1,0.962,0.127,0.687,0.123,1,0,0,0,0
1680,BVR,50,2018-12-06 12:00,3,0.962,0.127,0.642,0.122,1,0,0,0,0
1681,BVR,50,2018-12-06 12:00,6,0.967,0.127,0.699,0.123,1,0,0,0,0
1682,BVR,50,2018-12-06 12:00,9,0.965,0.127,0.668,0.124,1,0,0,0,0
1683,BVR,50,2018-12-06 12:00,11,0.968,0.127,0.689,0.125,1,0,0,0,0
1684,FCR,50,2018-12-17 12:00,0.1,0.59,0.027,0.231,0.025,1,0,0,0,0
1685,FCR,50,2018-12-17 12:00,1.6,0.589,0.028,0.235,0.025,1,0,0,0,0
1686,FCR,50,2018-12-17 12:00,3.8,0.594,0.03,0.215,0.026,1,0,0,0,0
1687,FCR,50,2018-12-17 12:00,5,0.611,0.03,0.253,0.027,1,0,0,0,0
1688,FCR,50,2018-12-17 12:00,6.2,0.59,0.029,0.221,0.026,1,0,0,0,0
1689,FCR,50,2018-12-17 12:00,8,0.6,0.029,0.277,0.024,1,0,0,0,0
1690,FCR,50,2018-12-17 12:00,9,0.631,0.044,0.261,0.024,1,0,0,0,0
1691,FCR,100,2018-12-17 12:00,0.1,0.741,0.04,0.376,0.008,1,0,0,0,0
1692,FCR,50,2019-01-21 12:00,0.1,0.382,0.021,0.234,0.019,1,0,0,0,0
1693,FCR,50,2019-01-21 12:00,1.6,0.408,0.022,0.162,0.018,1,0,0,0,0
1694,FCR,50,2019-01-21 12:00,3.8,0.39,0.021,0.176,0.018,1,0,0,0,0
1695,FCR,50,2019-01-21 12:00,5,0.462,0.024,0.173,0.019,1,0,0,0,0
1696,FCR,50,2019-01-21 12:00,6.2,0.42,0.022,0.159,0.018,1,0,0,0,0
1697,FCR,50,2019-01-21 12:00,8,0.376,0.021,0.176,0.018,1,0,0,0,0
1698,FCR,50,2019-01-21 12:00,9,0.416,0.022,0.166,0.018,1,0,0,0,0
1699,FCR,100,2019-01-21 12:00,0.1,0.418,0.015,0.226,0.005,1,0,0,0,0
1700,FCR,50,2019-02-08 12:00,0.1,0.355,0.019,0.191,0.015,1,0,0,0,0
1701,FCR,50,2019-02-08 12:00,1.6,0.367,0.019,0.173,0.015,1,0,0,0,0
1702,FCR,50,2019-02-08 12:00,3.8,0.371,0.021,0.155,0.016,1,0,0,0,0
1703,FCR,50,2019-02-08 12:00,5,0.356,0.02,0.192,0.017,1,0,0,0,0
1704,FCR,50,2019-02-08 12:00,6.2,0.355,0.022,0.161,0.017,1,0,0,0,0
1705,FCR,50,2019-02-08 12:00,9,0.369,0.026,0.194,0.028,1,0,0,0,0
1706,FCR,100,2019-02-08 12:00,0.1,2.452,0.397,0.172,0.002,1,0,0,0,0
1707,FCR,200,2019-02-08 12:00,0.1,1.155,0.028,0.366,0.022,1,0,0,0,0
1708,FCR,50,2019-03-18 12:00,0.1,0.34,0.022,0.127,0.018,1,0,0,0,0
1709,FCR,50,2019-03-18 12:00,1.6,0.331,0.021,0.12,0.018,1,0,0,0,0
1710,FCR,50,2019-03-18 12:00,3.8,0.328,0.022,0.122,0.018,1,0,0,0,0
1711,FCR,50,2019-03-18 12:00,5,0.333,0.022,0.127,0.018,1,0,0,0,0
1712,FCR,50,2019-03-18 12:00,6.2,0.337,0.022,0.146,0.018,1,0,0,0,0
1713,FCR,50,2019-03-18 12:00,8,0.337,0.026,0.134,0.023,1,0,0,0,0
1714,FCR,50,2019-03-18 12:00,9,0.337,0.023,0.121,0.02,1,0,0,0,0
1715,FCR,100,2019-03-18 12:00,0.1,0.629,0.084,0.079,0.002,1,0,0,0,0
1716,FCR,200,2019-03-18 12:00,0.1,0.796,0.023,0.321,0.018,1,0,0,0,0
1717,BVR,50,2019-04-08 12:00,0.1,0.211,0.019,0.087,0.003,1,0,0,0,0
1718,BVR,50,2019-04-08 12:00,3,0.188,0.016,0.081,0.002,1,0,0,0,0
1719,BVR,50,2019-04-08 12:00,6,0.222,0.027,0.084,0.003,1,0,0,0,0
1720,BVR,50,2019-04-08 12:00,9,0.502,0.084,0.171,0.08,1,0,0,0,0
1721,BVR,50,2019-04-08 12:00,11,0.678,0.119,0.192,0.105,1,0,0,0,0
1722,FCR,50,2019-04-15 12:00,0.1,0.537,0.041,0.141,0.01,1,0,0,0,0
1723,FCR,50,2019-04-15 12:00,3.8,0.328,0.018,0.063,0.002,1,0,0,0,0
1724,FCR,50,2019-04-15 12:00,5,0.34,0.023,0.084,0.01,1,0,0,0,0
1725,FCR,50,2019-04-15 12:00,6.2,0.372,0.038,0.086,0.025,1,0,0,0,0
1726,FCR,50,2019-04-15 12:00,8,0.399,0.05,0.102,0.035,1,0,0,0,0
1727,FCR,50,2019-04-15 12:00,9,0.433,0.043,0.097,0.027,1,0,0,0,0
1728,FCR,50,2019-04-22 12:00,0.1,0.373,0.025,0.109,0.004,1,0,0,0,0
1729,FCR,50,2019-04-22 12:00,1.6,0.382,0.026,0.128,0.004,1,0,0,0,0
1730,FCR,50,2019-04-22 12:00,3.8,0.315,0.022,0.091,0.002,1,0,0,0,0
1731,FCR,50,2019-04-22 12:00,5,0.368,0.027,0.093,0.002,1,0,0,0,0
1732,FCR,50,2019-04-22 12:00,6.2,0.335,0.035,0.07,0.023,1,0,0,0,0
1733,FCR,50,2019-04-22 12:00,8,0.396,0.056,0.089,0.041,1,0,0,0,0
1734,FCR,50,2019-04-22 12:00,9,0.503,0.099,0.136,0.084,1,0,0,0,0
1735,FCR,200,2019-04-22 12:00,0.1,1.318,0.035,0.374,0.025,1,0,0,0,0
1736,BVR,50,2019-04-29 12:00,0.1,0.186,0.014,0.068,0.003,1,0,0,0,0
1737,BVR,50,2019-04-29 12:00,3,0.203,0.016,0.071,0.003,1,0,0,0,0
1738,BVR,50,2019-04-29 12:00,6,0.236,0.034,0.062,0.014,1,0,0,0,0
1739,BVR,50,2019-04-29 12:00,9,1.491,0.451,0.534,0.429,1,0,0,0,0
1740,BVR,50,2019-04-29 12:00,11,1.158,0.364,0.344,0.339,1,0,0,0,0
1741,FCR,50,2019-04-29 12:00,0.1,0.365,0.023,0.109,0.003,1,0,0,0,0
1742,FCR,50,2019-04-29 12:00,1.6,0.394,0.024,0.12,0.001,1,0,0,0,0
1743,FCR,50,2019-04-29 12:00,3.8,0.338,0.027,0.096,0.002,1,0,0,0,0
1744,FCR,50,2019-04-29 12:00,5,0.296,0.031,0.047,0.005,1,0,0,0,0
1745,FCR,50,2019-04-29 12:00,6.2,0.363,0.068,0.06,0.042,1,0,0,0,0
1746,FCR,50,2019-04-29 12:00,8,0.524,0.127,0.089,0.104,1,0,0,0,0
1747,FCR,50,2019-04-29 12:00,9,0.572,0.127,0.071,0.104,1,0,0,0,0
1748,FCR,100,2019-04-29 12:00,0.1,0.384,0.046,0.063,0.002,1,0,0,0,0
1749,FCR,200,2019-04-29 12:00,0.1,1.769,0.071,0.787,0.053,1,0,0,0,0
1750,FCR,50,2019-05-06 12:00,0.1,0.37,0.024,0.132,0.005,1,0,0,0,0
1751,FCR,50,2019-05-06 12:00,1.6,0.369,0.023,0.153,0.004,1,0,0,0,0
1752,FCR,50,2019-05-06 12:00,3.8,0.218,0.017,0.031,0.001,1,0,0,0,0
1753,FCR,50,2019-05-06 12:00,5,0.229,0.027,0.182,0.007,1,0,0,0,0
1754,FCR,50,2019-05-06 12:00,6.2,0.265,0.058,0.033,0.033,1,0,0,0,0
