Reservoir,Site,DateTime,Depth_m,Rep,RunDate_DOC,DOC_mgL,DIC_mgL,DC_mgL,DN_mgL,Notes_DOC,SampleID_DOC
FCR,50,11/2/20 0:00,1.6,,11/12/20,0.1,7.4,7.5,0.56,,F 02nov20 1.6
FCR,50,11/2/20 0:00,9,,11/12/20,0,6.9,7,0.37,,F 02nov20 9.0
FCR,50,9/30/20 0:00,3.8,,11/12/20,0.2,6.8,7,0.22,,F 30sep20 3.8
FCR,50,9/30/20 0:00,0.1,,11/12/20,0.9,6,6.9,0.21,,F 30sep20 0.1
FCR,50,10/6/20 0:00,3.8,,11/12/20,0.9,6.1,7,0.22,,F 06oct20 3.8
FCR,50,11/2/20 0:00,6.2,,11/12/20,0.2,7.2,7.4,0.46,,F 02nov20 6.2
BVR,50,8/26/20 0:00,3,,11/12/20,0.5,4.9,5.4,0.19,,B 28aug20 3.0
FCR,50,9/30/20 0:00,9,,11/12/20,-0.9,8.5,7.6,0.93,rerun at later date,F 30sep20 9.0
BVR,50,10/26/20 0:00,0.1,,11/12/20,0.7,5,5.7,0.18,,B 26oct20 0.1
FCR,200,11/2/20 0:00,0.1,,11/12/20,-0.23,6.15,5.92,0.12,rerun at later date,F 02nov20 wet
FCR,50,9/30/20 0:00,8,,11/12/20,-0.8,8,7.1,0.73,,F 30sep20 8.0
FCR,50,11/2/20 0:00,8,,11/12/20,0.2,7,7.3,0.41,,F 02nov20 8.0
FCR,50,1/31/20 0:00,5,,11/13/20,3.3,4,7.3,0.19,,F 31jan20 5.0
BVR,50,8/6/20 0:00,6,,11/13/20,1.5,3.4,4.9,0.12,"thinking that this has to be 6m, but need to check field sheet",B 05aug20 5.0
FCR,50,6/12/20 0:00,5,,11/13/20,2.6,3.8,6.4,0.12,,F 12jun20 5.0
FCR,50,9/15/20 0:00,8,,11/13/20,1.7,5.9,7.5,0.77,,F 15sep20 8.0
FCR,50,6/22/20 0:00,9,,11/13/20,3.3,4.8,8.1,0.49,,F 22jun20 9.0
FCR,50,9/30/20 0:00,5,,11/13/20,2.4,5,7.4,0.42,,F 30sep20 5.0
BVR,50,10/26/20 0:00,11,,11/13/20,3,5.5,8.5,1.91,,B 25oct20 11.0
FCR,50,8/24/20 0:00,3.8,,11/13/20,2.3,4.5,6.9,0.22,,F 24aug20 3.8
FCR,50,10/6/20 0:00,1.6,,11/13/20,3.8,3.8,7.6,0.23,,F 06oct20 1.6
FCR,50,9/15/20 0:00,9,,11/13/20,2,6.2,8.2,0.7,,F 15sep20 9.0
FCR,50,10/28/20 0:00,9,,11/13/20,1.6,7.3,8.9,1.3,,F 28oct20 9.0
FCR,50,10/28/20 0:00,5,,11/13/20,3,4.7,7.7,0.51,,F 28oct20 5.0
BVR,50,10/5/20 0:00,0.1,,11/13/20,3.2,2.9,6.1,0.19,,B 05oct20 0.1
FCR,50,1/31/20 0:00,6.2,,11/13/20,3.5,3.6,7.1,0.19,,F 31jan20 6.2
FCR,50,7/6/20 0:00,8,,11/13/20,2.4,4.6,7.1,0.21,,F 06jul20 8.0
FCR,50,10/19/20 0:00,8,,11/13/20,2.4,6.3,8.7,1.13,,F 19oct20 8.0
FCR,50,1/31/20 0:00,8,,11/13/20,3.5,3.7,7.1,0.2,,F 31jan20 8.0
BVR,50,8/6/20 0:00,3,,11/13/20,2.8,2.5,5.3,0.15,,B 06aug20 3.0
FCR,50,10/6/20 0:00,0.1,,11/13/20,4.5,3.5,8.1,0.28,,F 08oct20 0.1
FCR,50,2/29/20 0:00,0.1,,11/13/20,3.3,3.2,6.6,0.2,,F 29feb20 0.1
FCR,50,11/2/20 0:00,3.8,,11/17/20,4.4,3.8,8.2,0.51,,F 02nov20 3.8
FCR,50,10/13/20 0:00,0.1,,11/17/20,6.1,2.7,8.8,0.32,,F 13oct20 0.1
FCR,50,9/21/20 0:00,1.6,,11/17/20,5.1,2.7,7.9,0.27,,F 21sep20 1.6
FCR,50,10/28/20 0:00,6.2,,11/17/20,4,4.9,8.9,1.13,,F 28oct20 6.2
FCR,50,10/13/20 0:00,5,,11/17/20,4.5,3.7,8.2,0.49,,F 13oct20 5.0
FCR,50,9/21/20 0:00,3.8,,11/17/20,4.2,3.5,7.7,0.26,,F 21sep20 3.8
FCR,50,10/6/20 0:00,9,,11/17/20,3.5,4.7,8.2,0.99,,F 06oct20 9.0
BVR,50,10/14/20 0:00,3,,11/17/20,4.3,2.2,6.5,0.2,,B 14oct20 3.0
BVR,50,10/26/20 0:00,6,,11/17/20,4,2.4,6.4,0.19,,B 26oct20 6.0
BVR,50,10/14/20 0:00,9,,11/17/20,4.5,3.6,8.1,1.6,,B 14oct20 9.0
BVR,50,10/5/20 0:00,6,,11/17/20,4.2,2.4,6.6,0.19,,B 05oct20 6.0
BVR,50,10/1/20 0:00,9,,11/17/20,4.3,3.3,7.7,1.18,,B 01oct20 9.0
BVR,50,10/14/20 0:00,10,,11/17/20,4.2,3.5,7.7,1.35,,B 14oct20 10.0
BVR,50,10/5/20 0:00,3,,11/17/20,4.4,2.1,6.5,0.21,,B 05oct20 3.0
FCR,50,10/13/20 0:00,3.8,,11/17/20,5.2,2.9,8.1,0.25,,F 13oct20 3.8
FCR,50,10/28/20 0:00,8,,11/17/20,3.8,5.2,9,1.23,,F 28oct20 8.0
BVR,50,10/14/20 0:00,6,,11/17/20,3.6,2.9,6.5,0.19,,B 14oct20 6.0
FCR,50,10/6/20 0:00,6.2,,11/17/20,3.4,4.8,8.2,0.94,,F 06oct20 6.2
FCR,50,10/13/20 0:00,6.2,,11/17/20,4.1,4.6,8.7,0.91,,F 13oct20 6.2
FCR,50,6/29/20 0:00,5,,11/17/20,3.8,3.3,7.1,0.13,,F 29jun20 5.0
FCR,50,12/2/20 0:00,0.1,,2/9/21,1.4,2.8,4.2,0.19,,F 02dec20 0.1
CCR,300,8/19/20 0:00,0.1,,2/11/21,1.1,1.7,2.8,0.1,,C 19aug20 inf C
BVR,50,10/1/20 0:00,10,,2/16/21,4.2,6.2,10.4,1.96,,B 01oct20 10.0 dil 3x
BVR,50,12/2/20 0:00,0.1,,2/11/21,1.2,3.2,4.4,0.19,,B 02dec20 0.1
BVR,50,12/2/20 0:00,11,,2/16/21,2.8,2.4,5.2,0.24,,B 02dec20 11.0 dil 3x
BVR,50,12/2/20 0:00,3,,2/8/21,2.4,2.2,4.5,0.15,,B 02dec20 3.0
BVR,50,12/2/20 0:00,6,,2/11/21,3.6,1.8,5.3,0.22,,B 02dec20 6.0
BVR,50,12/2/20 0:00,9,,2/11/21,3.5,1.6,5.1,0.2,,B 02dec20 9.0
BVR,50,9/3/20 0:00,0.1,,2/10/21,1.7,3.2,4.9,0.14,,B 03sep20 0.1
BVR,50,9/3/20 0:00,10,,2/11/21,0.8,5.9,6.7,1.65,,B 03sep20 10.0
BVR,50,9/3/20 0:00,3,,2/17/21,2.2,2.9,5.1,0.16,,B 03sep20 3.0
BVR,50,9/3/20 0:00,6,,2/17/21,1.2,3.6,4.8,0.13,,B 03sep20 6.0
BVR,50,9/3/20 0:00,9,,2/10/21,1.6,4.9,6.5,1.27,,B 03sep20 9.0
BVR,50,11/10/20 0:00,0.1,,2/10/21,1.1,3.6,4.7,0.15,,B 10nov20 0.1
BVR,50,11/10/20 0:00,10,,2/9/21,1.4,2.7,4.1,0.19,,B 10nov20 10.0
BVR,50,11/10/20 0:00,3,,2/10/21,2.5,2.8,5.4,0.22,,B 10nov20 3.0
BVR,50,11/10/20 0:00,6,,2/8/21,2.2,2.1,4.3,0.15,,B 10nov20 6.0
BVR,50,11/10/20 0:00,9,,2/11/21,1.1,3.8,4.9,0.22,,B 10nov20 9.0
BVR,50,9/16/20 0:00,0.1,,2/10/21,3.5,2.6,6.1,0.22,,B 16sep20 0.1
BVR,50,9/16/20 0:00,11,,2/11/21,4.8,3.7,8.5,1.92,rerun in jun 21,B 16sep20 11.0
BVR,50,9/16/20 0:00,3,,2/9/21,3,2.8,5.9,0.19,,B 16sep20 3.0
BVR,50,9/16/20 0:00,9,,2/9/21,2.2,4.6,6.9,1.31,,B 16sep20 9.0
BVR,50,8/20/20 0:00,10,,2/11/21,4.4,3.2,7.6,1.57,,B 20aug20 10.0
BVR,50,8/26/20 0:00,11,,2/8/21,2.4,3.8,6.2,1.48,,B 25aug20 11.0
BVR,50,10/26/20 0:00,3,,2/17/21,2.6,3.1,5.7,0.19,,B 25oct20 3.0
CCR,50,7/15/20 0:00,0.1,,2/11/21,4.7,2.5,7.2,0.15,,C 15jul20 0.1
CCR,50,7/15/20 0:00,6,,2/10/21,3.2,3.6,6.8,0.16,,C 15jul20 6.0
CCR,50,7/15/20 0:00,9,,2/10/21,0.5,6.1,6.6,0.11,,C 15jul20 9.0
CCR,50,8/19/20 0:00,0.1,,2/10/21,2.5,4.3,6.8,0.17,,C 19aug20 0.1
CCR,50,8/19/20 0:00,20,,2/11/21,3,6.9,9.9,0.28,,C 19aug20 21.0
CCR,50,8/19/20 0:00,6,,2/9/21,3.5,3.7,7.1,0.15,,C 19aug20 6.0
CCR,50,8/19/20 0:00,9,,2/17/21,1.9,7.1,8.9,0.2,,C 19aug20 9.0
CCR,100,8/19/20 0:00,0.1,,2/9/21,1,2.1,3.1,0.13,,C 19aug20 HPBinf
CCR,400,8/19/20 0:00,0.1,,2/16/21,3.4,5,8.5,0.23,,C 19aug20 TCTinf dil 2x
CCR,50,7/22/20 0:00,0.1,,2/8/21,2,3.5,5.5,0.1,,C 22jul20 0.1
CCR,50,7/22/20 0:00,21,,2/10/21,0.9,9.6,10.5,0.34,,C 22jul20 21.0
CCR,50,7/22/20 0:00,6,,2/12/21,4.4,2.7,7.1,0.15,,C 22jul20 6.0
CCR,50,7/22/20 0:00,9,,2/10/21,0.9,5.8,6.6,0.1,,C 22jul20 9.0
CCR,50,9/23/20 0:00,0.1,,2/10/21,1.6,5.3,6.9,0.12,,C 23sep20 0.1
CCR,50,9/23/20 0:00,20,,2/11/21,1.8,10.3,12.1,0.34,,C 23sep20 20.0
CCR,50,9/23/20 0:00,6,,2/10/21,3.5,4.2,7.7,0.18,,C 23sep20 6.0
CCR,50,9/23/20 0:00,9,,2/9/21,1.8,7,8.7,0.2,,C 23sep20 9.0
CCR,50,7/29/20 0:00,0.1,,2/17/21,2.7,4.4,7.1,0.16,,C 29jul20 0.1
CCR,50,7/29/20 0:00,21,,2/12/21,1.1,9.5,10.6,0.3,,C 29jul20 21.0
CCR,50,7/29/20 0:00,6,,2/9/21,3.5,3.6,7.1,0.14,,C 29jul20 6.0
CCR,50,7/29/20 0:00,9,,2/9/21,2.4,5.8,8.2,0.15,,C 29jul20 9.0
FCR,50,12/2/20 0:00,1.6,,2/10/21,1.1,4.3,5.3,0.19,,F 02dec20 1.6
FCR,50,12/2/20 0:00,3.8,,2/8/21,2.2,2.7,4.9,0.22,,F 02dec20 3.8
FCR,50,12/2/20 0:00,5,,2/10/21,0.7,4.4,5.1,0.19,,F 02dec20 5.0
FCR,50,12/2/20 0:00,6.2,,2/8/21,2.5,2.5,4.9,0.19,,F 02dec20 6.2
FCR,50,12/2/20 0:00,8,,2/12/21,2.9,2.7,5.6,0.22,,F 02dec20 8.0
FCR,50,12/2/20 0:00,9,,2/16/21,2.3,3.6,5.9,0.25,,F 02dec20 9.0
FCR,100,12/2/20 0:00,0.1,,2/9/21,1,2.3,3.3,0.12,,F 02dec20 weir
FCR,200,12/2/20 0:00,0.1,,2/11/21,0.7,3.7,4.4,0.22,,F 02dec20 wet
FCR,50,9/2/20 0:00,0.1,,2/11/21,4.7,1.8,6.5,0.24,,F 02sep20 0.1
FCR,50,9/2/20 0:00,3.8,,2/16/21,2,4.3,6.3,0.19,,F 02sep20 3.8
FCR,50,9/2/20 0:00,6.2,,2/11/21,-0.9,6.5,5.5,0.41,,F 02sep20 6.2
FCR,50,9/2/20 0:00,8,,2/11/21,-0.8,6.8,6,0.48,,F 02sep20 8.0
FCR,50,9/2/20 0:00,9,,2/9/21,1,5.7,6.7,0.47,,F 02sep20 9.0
FCR,200,10/5/20 0:00,0.1,,2/17/21,0.8,4.1,4.9,0.09,,F 05oct20 wet
FCR,50,11/9/20 0:00,0.1,,2/9/21,2.6,4.3,6.9,0.26,,F 09nov20 0.1
FCR,50,11/9/20 0:00,1.6,,2/9/21,1.6,3.4,5.1,0.17,,F 09nov20 1.6
FCR,50,11/9/20 0:00,3.8,,2/12/21,2.9,3.5,6.4,0.29,,F 09nov20 3.8
FCR,50,11/9/20 0:00,5,,2/9/21,1.9,4.6,6.5,0.31,,F 09nov20 5.0
FCR,50,11/9/20 0:00,6.2,,2/8/21,2.5,3.2,5.7,0.28,,F 09nov20 6.2
FCR,50,11/9/20 0:00,8,,2/10/21,0.4,5.5,5.9,0.32,,F 09nov20 8.0
FCR,50,11/9/20 0:00,9,,2/10/21,2.8,4.9,7.6,0.42,,F 09nov20 9.0
FCR,100,11/9/20 0:00,0.1,,2/12/21,1.9,2.6,4.5,0.09,,F 09nov20 weir
FCR,50,9/11/20 0:00,0.1,,2/9/21,2.8,2.7,5.5,0.23,,F 11sep20 0.1
FCR,50,9/11/20 0:00,3.8,,2/11/21,0.5,5.5,6,0.19,,F 11sep20 3.8
FCR,50,9/11/20 0:00,6.2,,2/17/21,1.8,5.8,7.5,0.76,,F 11sep20 6.2
FCR,50,9/11/20 0:00,8,,2/16/21,1.4,6.1,7.5,0.71,,F 11sep20 8.0
FCR,50,9/11/20 0:00,9,,2/10/21,1.8,5.9,7.7,0.53,,F 11sep20 9.0
FCR,50,4/13/20 0:00,1.6,,2/16/21,3.9,3,6.9,0.27,,F 13apr20 1.6
FCR,50,10/13/20 0:00,1.6,,2/12/21,4.7,2.9,7.6,0.29,,F 13oct20 1.6
FCR,50,10/13/20 0:00,8,,2/11/21,-0.9,7.6,6.7,0.98,,F 13oct20 8.0
FCR,50,9/15/20 0:00,0.1,,2/11/21,7.3,2.4,9.7,0.42,,F 15sep20 0.1
FCR,50,9/15/20 0:00,1.6,,2/8/21,3.9,2.4,6.3,0.28,,F 15sep20 1.6
FCR,50,9/15/20 0:00,3.8,,2/12/21,2.8,3.4,6.2,0.25,,F 15sep20 3.8
FCR,50,9/15/20 0:00,5,,2/11/21,2.8,3.9,6.8,0.46,,F 15sep20 5.0
FCR,50,9/15/20 0:00,6.2,,2/12/21,2.2,4.5,6.7,0.55,,F 15sep20 6.2
FCR,100,9/15/20 0:00,0.1,,2/10/21,1,3.5,4.6,0.22,,F 15sep20 weir
FCR,102,3/30/20 0:00,0.1,R2,2/16/21,0.4,5.8,6.2,0.21,,F 19mar20 0.1 F102 r1 dil 2x
FCR,50,10/19/20 0:00,0.1,,2/12/21,4.5,2.9,7.4,0.32,,F 19oct20 0.1
FCR,50,10/19/20 0:00,1.6,,2/8/21,3.7,3,6.7,0.28,,F 19oct20 1.6
FCR,50,10/19/20 0:00,5,,2/10/21,0.3,6.6,6.9,0.52,,F 19oct20 5.0
FCR,50,10/19/20 0:00,6.2,,2/11/21,3.6,4.8,8.4,0.89,,F 19oct20 6.2
FCR,50,10/19/20 0:00,9,,2/12/21,1.2,6.4,7.6,1.05,,F 19oct20 9.0
FCR,100,10/19/20 0:00,0.1,,2/9/21,0.4,3,3.5,0.05,,F 19oct20 weir
FCR,50,9/21/20 0:00,0.1,,2/9/21,1.9,3.1,5.1,0.18,,F 21sep20 0.1
FCR,50,9/21/20 0:00,5,,2/8/21,0.8,4.1,4.9,0.26,,F 21sep20 5.0
FCR,50,9/21/20 0:00,6.2,,2/10/21,-0.8,7,6.2,0.52,,F 21sep20 6.2
FCR,50,9/21/20 0:00,8,,2/8/21,2.2,4.4,6.6,0.67,,F 21sep20 8.0
FCR,50,9/21/20 0:00,9,,2/9/21,1.9,6.6,8.5,1.34,,F 21sep20 9.0
FCR,50,9/30/20 0:00,9,,2/16/21,1.6,6.1,7.7,0.88,rerun so needs to be averaged,F 30sep20 9.0 dil 2x
FCR,200,11/2/20 0:00,0.1,,2/8/21,2.1,2.76,4.85,0.09,rerun so needs to be averaged,F 02nov20 wet
FCR,50,1/31/20 0:00,9,,2/16/21,12.15,3.69,15.84,0.25,rerun so needs to be averaged,F 31jan20 9.0
BVR,50,9/16/20 0:00,11,,6/16/21,4.08,4.76,8.84,2.36,*this is a rerun,
