Reservoir,Site,DateTime,Depth_m,Rep,RunDate,NH4_ugL,PO4_ugL,NO3NO2_ugL,Notes_lachat,SampleID_lachat
FCR,200,8/7/20 0:00,0.1,,9/1/20,26.7,7.09,44.4,,F200 wet 07aug20
BVR,20,3/30/20 0:00,0.1,R2,9/1/20,1.38,2.88,0.948,,B B20 0.1m 30mar20 r2
FCR,50,8/10/20 0:00,1.6,,9/1/20,14.2,9.06,2.3,,F 1.6m 10aug20
FCR,50,4/20/20 0:00,9,,9/1/20,176,3.98,6.31,changed to apr,F F50 9m 20aug20
FCR,50,7/13/20 0:00,0.1,,9/1/20,2.7,4.97,1.71,,F 0.1m 13jul20
BVR,1,3/30/20 0:00,0.1,R1,9/1/20,8.71,3.25,4.27,,B B01 0.1m 30mar20 r1
FCR,100,8/7/20 0:00,0.1,,9/1/20,9.61,9.88,130,,F100 inf 07aug20
FCR,50,6/12/20 0:00,1.6,,9/1/20,5.52,7.88,5.49,,F 1.6m 12jun20
FCR,200,1/31/20 0:00,0.1,,9/1/20,19.4,4.31,72.9,,F wet 31jan20
FCR,50,7/13/20 0:00,5,,9/1/20,1.51,4.12,3.58,,F 5m 13jul20
FCR,50,7/13/20 0:00,1.6,,9/1/20,10.8,5.09,4.15,,F1.6 13jul20
FCR,50,4/27/20 0:00,1.6,,9/1/20,2.25,6.21,1.37,,F 16m 27apr20
FCR,50,5/18/20 0:00,5,,9/1/20,2.51,4.28,-2.15,,F 5m 18may20
FCR,20,3/30/20 0:00,0.1,,9/1/20,2.09,6.71,-0.121,,F F20 0.1 19mar20
FCR,50,6/3/20 0:00,5,,9/1/20,7.11,3.96,7.52,,F 5m 03jun20
FCR,50,6/29/20 0:00,9,,9/1/20,324,7.44,1.45,,F 9m 29jun20
FCR,50,7/27/20 0:00,0.1,,9/1/20,10.9,5.88,0.466,,F 0.1m 27jul30
FCR,30,3/30/20 0:00,0.1,,9/1/20,3.92,7.88,1.84,,F F30 0.1m 19mar20
FCR,50,7/27/20 0:00,9,,9/1/20,27.5,5.54,2.79,,F 9m 27jul20
BVR,100,3/30/20 0:00,0.1,,9/1/20,15.2,7.69,26.7,,B B100 0.1m 30mar20
FCR,50,3/30/20 0:00,0.1,R2,9/1/20,2.13,8.19,1.07,,FCR50 0.1m 30mar20 r2
FCR,50,5/11/20 0:00,1.6,R1,9/1/20,8.66,4.68,-0.377,,F 1.6m 11may20
FCR,50,7/20/20 0:00,1.6,,9/1/20,14.3,9.77,4.65,,F 1.6m 20jul20
FCR,45,3/30/20 0:00,0.1,R2,9/1/20,3.85,6.92,2.2,,F F45 0.1m 19mar20 r2
FCR,50,7/20/20 0:00,5,,9/1/20,6.72,4.35,0.764,,F 5m 20jul20
FCR,50,7/6/20 0:00,0.1,,9/1/20,8.21,3.51,1.49,,F 0.1m 06jul20
FCR,50,5/4/20 0:00,5,,9/1/20,5.35,3.77,2.6,,F 5m 04may20
FCR,1,3/30/20 0:00,0.1,,9/1/20,9.49,10.5,71.4,,F01 0.2m 19mar20
FCR,200,7/20/20 0:00,0.1,,9/1/20,17.8,9.87,35.7,,F wet 20jul20
FCR,50,4/4/20 0:00,1.6,,9/1/20,8.31,7.07,1.86,,F 1.6m 04apr20
FCR,200,3/30/20 0:00,0.1,,9/1/20,21,6.85,60.8,,F F200 0.1m 19mar20
FCR,50,5/4/20 0:00,1.6,,9/1/20,5.63,5.38,2.74,,F 1.6m 04may20
FCR,200,6/22/20 0:00,0.1,,9/1/20,13.7,7.29,106,,F F200 22jun20
FCR,50,6/8/20 0:00,1.6,,9/1/20,9.81,-0.113,2.05,,F 1.6m 08jun20
FCR,50,6/22/20 0:00,1.6,,9/1/20,2.6,4.12,0.219,,F 1.6m 22jun20
FCR,50,4/20/20 0:00,1.6,,9/1/20,6.61,7.14,1.91,,F F50 1.6m 20apr20
FCR,100,1/31/20 0:00,0.1,,9/1/20,2.54,8.59,3.1,,F inf 31jan20
FCR,50,5/25/20 0:00,5,,9/1/20,7.45,5.06,8.09,,F F50 5m 25may20
FCR,50,5/18/20 0:00,9,,9/1/20,141,4.45,3.25,,F 9m 18may20
FCR,50,5/25/20 0:00,9,,9/1/20,182,4.12,-1.21,,F F50 9m 25may20
FCR,50,8/10/20 0:00,0.1,,9/1/20,8.19,9,2.8,,F 0.1m 10aug20
FCR,50,7/20/20 0:00,9,,9/1/20,6.78,3.5,-2.33,,F 9m 20jul20
FCR,50,4/27/20 0:00,5,,9/1/20,13.8,1.27,3.55,,F 5m 27apr20
FCR,50,4/27/20 0:00,0.1,,9/1/20,9.15,3.5,0.828,,F 0.1m 27apr20
FCR,50,7/6/20 0:00,1.6,,9/1/20,10.8,3.99,2.04,,F 1.6m 06jul20
FCR,50,6/8/20 0:00,9,,9/1/20,268,3.71,-2.03,,F 9m 08jun20
FCR,100,6/8/20 0:00,0.1,,9/1/20,6.66,6,20.8,,F F100 inf 08jun20
FCR,100,2/29/20 0:00,0.1,,9/1/20,4.2,11.8,22.8,,F inf 29feb20
FCR,50,2/29/20 0:00,1.6,,9/1/20,12.9,6.59,2.93,,F 1.6m 29feb20
FCR,50,7/20/20 0:00,0.1,,9/1/20,15.3,6.48,4.25,,F 0.1m 20jul20
FCR,50,3/30/20 0:00,1.6,R2,9/1/20,7.7,7.1,3.52,,F F50 1.6m 30mar20 r2
FCR,200,2/29/20 0:00,0.1,,9/1/20,21.2,4.39,68.1,,F wet 29feb20
FCR,100,7/6/20 0:00,0.1,,9/1/20,4.32,9.08,22.7,,F100 06jul20
FCR,50,8/10/20 0:00,5,,9/1/20,93.6,4.8,6.98,,F 5m 10aug20
FCR,50,7/27/20 0:00,5,,9/1/20,19.2,3.99,5.37,,F 5m 27jul20
FCR,100,7/20/20 0:00,0.1,,9/1/20,6.69,6.8,35.1,,F inf 20jul20
BVR,30,3/30/20 0:00,0.1,,9/1/20,3.26,3.34,0.157,,B B30 0.1m 30mar20
BVR,50,3/30/20 0:00,0.1,,9/1/20,3.1,6.05,2.57,,B B50 0.1m 30mar20
FCR,50,5/11/20 0:00,9,R2,9/1/20,276,1.68,2.38,,F 9m 11may20 r2
BVR,200,3/30/20 0:00,0.1,R1,9/1/20,29.6,2.9,15.2,,B B200 0.1m 30mar20
FCR,50,8/3/20 0:00,1.6,,9/1/20,18.8,7.5,1.29,,F 1.6m 03aug20
FCR,50,8/3/20 0:00,5,,9/1/20,63.1,3.63,3.61,,F 5m 03aug20
FCR,200,7/6/20 0:00,0.1,,9/1/20,18.3,8.2,69.3,,F200 06jul20
FCR,50,4/13/20 0:00,9,,9/1/20,60.1,3.09,5.11,,F 9m 13apr20
FCR,50,7/27/20 0:00,1.6,,9/1/20,15.3,12.5,5.26,,F 1.6m 27jul20
BVR,45,3/30/20 0:00,0.1,,9/1/20,7.17,3.31,5.96,,B B45 0.1m 30mar20
FCR,100,6/22/20 0:00,0.1,,9/1/20,5.18,5.26,20.6,,F F100 22jun20
FCR,50,1/31/20 0:00,1.6,,9/1/20,4.08,3.67,0.257,,F 1.6m 31jan20
FCR,50,6/3/20 0:00,9,,9/1/20,228,6.26,6.37,,F 9m 03jun20
FCR,50,6/8/20 0:00,5,,9/1/20,8.54,2.68,0.809,,F 5m 08jun20
FCR,50,8/10/20 0:00,9,,9/1/20,121,2.2,0.527,,F 9m 10aug20
FCR,50,6/12/20 0:00,9,,9/1/20,366,6.88,0.0342,,F 9m 12jun20
FCR,50,4/4/20 0:00,9,,9/1/20,103,3.41,5.68,,F 9m 04apr20
FCR,50,7/20/20 0:00,5,,9/1/20,10.2,3.23,1.13,,F 5m 20jul20
FCR,50,5/4/20 0:00,9,,9/1/20,204,3.92,5.58,,F 9m 04may20
FCR,50,7/13/20 0:00,9,,9/1/20,8.74,5.13,2.12,,F 9m 13jul20
FCR,100,5/25/20 0:00,0.1,,9/1/20,1.85,6.7,15,,F100 0.1m 25may20
FCR,50,4/10/20 0:00,1.6,,9/1/20,8.08,7.76,-0.573,,FCR50 1.6m 10apr20
FCR,50,6/29/20 0:00,1.6,,9/1/20,4.39,4.96,4.33,,F1.6m 29jun20
FCR,50,8/17/20 0:00,1.6,,9/1/20,11.3,7.37,4.38,,F 1.6m 17aug20
BVR,50,7/2/20 0:00,0.1,,9/14/20,8.15,5,1,,B 0.1m 02jul20
BVR,50,6/4/20 0:00,0.1,,9/14/20,9.59,5,3,,B 0.1m 04jun20
BVR,50,8/6/20 0:00,0.1,,9/14/20,3.14,6,4,,B 0.1m 06aug20
BVR,50,7/9/20 0:00,0.1,,9/14/20,14.4,3,4,,B 0.1m 09jul20
BVR,50,5/14/20 0:00,0.1,,9/14/20,9.4,4,1,,B 0.1m 14may20
BVR,50,7/17/20 0:00,0.1,,9/14/20,5.49,4,1,,B 0.1m 17jul20
BVR,50,8/20/20 0:00,0.1,,9/14/20,2.85,7,2,,B 0.1m 20aug20
BVR,50,7/23/20 0:00,0.1,,9/14/20,6.43,4,2,,B 0.1m 23jul20
BVR,50,6/25/20 0:00,0.1,,9/14/20,8.09,5,3,,B 0.1m 25jun20
BVR,50,7/30/20 0:00,0.1,,9/14/20,7.26,6,2,,B 0.1m 30jul20
BVR,50,7/2/20 0:00,11,,9/14/20,1060,31,4,,B 11m 02jul20
BVR,50,6/4/20 0:00,11,,9/14/20,864,46,7,,b 11m 04jun20
BVR,50,5/14/20 0:00,11,,9/14/20,503,21,1,,B 11m 14may20
BVR,50,7/17/20 0:00,11,,9/14/20,1300,21,3,,B 11m 17jul20
BVR,50,7/23/20 0:00,11,,9/14/20,1300,46,6,,B 11m 23jul20
BVR,50,8/26/20 0:00,11,,9/14/20,1940,82,14,rerun at later date,B 11m 26aug20
BVR,50,7/30/20 0:00,11,,9/14/20,1820,53,7,,B 11m 30jul20
BVR,50,3/30/20 0:00,11,R1,9/14/20,164,8,5,,B 11m 30mar20
BVR,50,8/6/20 0:00,11,,9/14/20,1900,50,6,,B 11m06aug10
BVR,50,7/2/20 0:00,3,,9/14/20,16.6,6,4,,B 3m 02jul20
BVR,50,6/4/20 0:00,3,,9/14/20,11,5,3,,B 3m 04jun20
BVR,50,7/9/20 0:00,3,,9/14/20,14.3,7,2,,B 3m 09jul20
BVR,50,5/14/20 0:00,3,,9/14/20,18.5,6,3,,B 3m 14may20
BVR,50,7/17/20 0:00,3,,9/14/20,10.5,6,1,,B 3m 17jul20
BVR,50,8/20/20 0:00,3,,9/14/20,7.82,8,3,,B 3m 20aug20
BVR,50,6/25/20 0:00,3,,9/14/20,1.13,5,2,,B 3m 25jun20
BVR,50,7/30/20 0:00,3,,9/14/20,8.98,8,3,,B 3m 30jul20
BVR,50,3/30/20 0:00,3,R1,9/14/20,19.7,6,7,,B 3m 30mar20
BVR,50,5/14/20 0:00,1.5,,9/14/20,35,13,5,changed to 1.5 based on field sheet,B 5m 14may20
BVR,50,7/2/20 0:00,6,,9/14/20,11.5,3,4,,B 6m 02jul20
BVR,50,6/4/20 0:00,6,,9/14/20,11.5,3,2,,B 6m 04jun20
BVR,50,7/9/20 0:00,6,,9/14/20,13.4,5,1,,B 6m 09jul20
BVR,50,8/12/20 0:00,6,,9/14/20,48.8,5,3,,B 6m 12aug20
BVR,50,5/14/20 0:00,6,,9/14/20,11.2,5,1,,B 6m 14may20
BVR,50,7/17/20 0:00,6,,9/14/20,7.04,5,1,,B 6m 17jul20
BVR,50,8/20/20 0:00,6,,9/14/20,9.17,4,3,,B 6m 20aug20
BVR,50,7/23/20 0:00,6,,9/14/20,2.61,6,0,,B 6m 23jul20
BVR,50,6/25/20 0:00,6,,9/14/20,8.34,4,2,,B 6m 25jun20
BVR,50,8/26/20 0:00,6,,9/14/20,25.6,5,10,,B 6m 26aug20
BVR,50,7/30/20 0:00,6,,9/14/20,17.7,6,1,,B 6m 30jul20
BVR,50,3/30/20 0:00,6,R1,9/14/20,3.05,5,2,,B 6m 30mar20
BVR,50,7/2/20 0:00,9,,9/14/20,310,6,6,,B 9m 02jul20
BVR,50,6/4/20 0:00,9,,9/14/20,623,40,11,,B 9m 04jun20
BVR,50,8/6/20 0:00,9,,9/14/20,1590,38,7,,B 9m 06aug20
BVR,50,7/9/20 0:00,9,,9/14/20,517,18,6,,B 9m 09jul20
BVR,50,5/14/20 0:00,9,,9/14/20,142,3,5,,B 9m 14may20
BVR,50,7/17/20 0:00,9,,9/14/20,407,11,3,,B 9m 17jul20
BVR,50,8/20/20 0:00,9,,9/14/20,1170,41,7,,B 9m 20aug20
BVR,50,7/23/20 0:00,9,,9/14/20,981,38,2,,B 9m 23jul20
BVR,50,6/25/20 0:00,9,,9/14/20,254,6,1,,B 9m 25jun20
BVR,50,8/26/20 0:00,9,,9/14/20,616,13,12,,B 9m 26aug20
BVR,50,7/30/20 0:00,9,,9/14/20,856,22,3,,B 9m 30jul20
BVR,50,3/30/20 0:00,9,R1,9/14/20,112,3,4,,B 9m 30mar20
FCR,50,1/31/20 0:00,0.1,,9/14/20,2.84,5,3,,F 0.1m 31jan20
FCR,50,9/2/20 0:00,1.6,,9/14/20,37.9,8,5,rerun in Jun 21,F 1.6m 02sep20
FCR,50,9/11/20 0:00,1.6,,9/14/20,18.2,11,1,,F 1.6m 11sep20
FCR,102,7/18/19 0:00,0.1,R2,9/14/20,36.3,7,133,,F 10S 18jul19
FCR,50,8/3/20 0:00,3.8,,9/14/20,84.2,2,1,,F 3.8m 03aug20
FCR,50,7/6/20 0:00,3.8,,9/14/20,11.9,5,2,,F 3.8m 06jul20
FCR,50,8/10/20 0:00,3.8,,9/14/20,71.6,5,1,,F 3.8m 10aug20
FCR,50,7/13/20 0:00,3.8,,9/14/20,13.3,7,2,,F 3.8m 13jul20
FCR,50,7/20/20 0:00,3.8,,9/14/20,6.24,7,2,,F 3.8m 20jul20
FCR,50,6/22/20 0:00,3.8,,9/14/20,1.08,11,2,,F 3.8m 22jun20
FCR,50,4/27/20 0:00,3.8,,9/14/20,22.2,8,1,,F 3.8m 27apr20
FCR,50,7/27/20 0:00,3.8,,9/14/20,33.7,7,3,,F 3.8m 27jul20
FCR,50,2/29/20 0:00,3.8,,9/14/20,3.82,6,2,,F 3.8m 29feb20
FCR,50,6/29/20 0:00,3.8,,9/14/20,8.09,7,3,,F 3.8m 29jun20
FCR,50,1/31/20 0:00,3.8,,9/14/20,5.11,6,2,,F 3.8m 31jan20
FCR,30,5/30/19 0:00,0.1,R2,9/14/20,NA,NA,NA,deleting because ran for NP in 2019,F 30s 30may19
FCR,50,3/30/20 0:00,3.8,R1,9/14/20,8.76,7,3,,F 50 3.8m 30mar20
FCR,50,3/30/20 0:00,3.8,R2,9/14/20,8.57,6,3,,F 50 3.8m 30mar20
FCR,50,4/10/20 0:00,4.5,,9/14/20,6.45,5,1,,F 50 4.5m 10apr20
FCR,50,4/20/20 0:00,4.5,,9/14/20,21.3,4,13,,F 50 4.5m 20apr20
FCR,50,3/30/20 0:00,6.2,R2,9/14/20,19.5,5,11,,F 50 6.2m 30mar20
FCR,50,3/30/20 0:00,6.2,R1,9/14/20,23,4,7,,F 50 6.2m 30mar20
FCR,50,3/30/20 0:00,8,R2,9/14/20,85.1,5,7,,F 50 8m 30mar20
FCR,50,3/30/20 0:00,8,R1,9/14/20,87.5,4,8,,F 50 8m 30mar20
FCR,50,8/24/20 0:00,5,,9/14/20,296,4,6,,F 5m 24aug20
FCR,50,2/29/20 0:00,5,,9/14/20,9.96,7,3,,F 5m 29feb20
FCR,50,7/13/20 0:00,6.2,,9/14/20,7.17,4,4,,F 6.2 13jul20
FCR,50,7/6/20 0:00,6.2,,9/14/20,21.2,6,3,,F 6.2m 06jul20
FCR,50,7/20/20 0:00,6.2,,9/14/20,9.19,5,1,,F 6.2m 20jul20
FCR,50,6/22/20 0:00,6.2,,9/14/20,18,6,5,,F 6.2m 22jun20
FCR,50,4/27/20 0:00,6.2,,9/14/20,96.5,3,3,,F 6.2m 27apr20
FCR,50,7/27/20 0:00,6.2,,9/14/20,22.2,5,7,,F 6.2m 27jul20
FCR,50,2/29/20 0:00,6.2,,9/14/20,3.2,6,1,,F 6.2m 29feb20
FCR,50,6/29/20 0:00,6.2,,9/14/20,8.07,5,4,,F 6.2m 29jun20
FCR,50,8/10/20 0:00,8,,9/14/20,126,5,2,,F 8m 10aug20
FCR,50,7/13/20 0:00,8,,9/14/20,12.8,4,1,,F 8m 13jul20
FCR,50,8/17/20 0:00,8,,9/14/20,240,10,6,,F 8m 17aug20
FCR,50,6/22/20 0:00,8,,9/14/20,136,7,3,,F 8m 22jun20
FCR,50,4/27/20 0:00,8,,9/14/20,80.1,5,5,,F 8m 27apr20
FCR,50,7/27/20 0:00,8,,9/14/20,21.3,6,6,,F 8m 27jul20
FCR,50,2/29/20 0:00,8,,9/14/20,2.84,5,5,,F 8m 29feb20
FCR,50,6/29/20 0:00,8,,9/14/20,126,7,3,,F 8m 29jun20
FCR,50,8/24/20 0:00,9,,9/14/20,351,5,4,,F 9m 24aug20
FCR,50,2/29/20 0:00,9,,9/14/20,7.44,11,3,,F 9m 29feb20
FCR,100,9/2/20 0:00,0.1,,9/14/20,8.37,18,78,rerun in Jun 21,F weir 02sep20
FCR,200,9/2/20 0:00,0.1,,9/14/20,40.4,7,38,,F wet 02sep20
FCR,50,8/24/20 0:00,6.2,,9/14/20,320,4,5,,F6.2m 24aug20
BVR,50,10/1/20 0:00,0.1,,11/12/20,17.4,6.4,4.6,,B 01oct20 0.1
BVR,50,10/1/20 0:00,10,,11/12/20,924,9.9,8.6,rerun at later date,B 01oct20 10.0
BVR,50,10/1/20 0:00,3,,11/12/20,16.8,8.7,5.2,,B 01oct20 3.0
BVR,50,10/1/20 0:00,6,,11/12/20,25.1,2.7,1.6,,B 01oct20 6.0
BVR,50,10/1/20 0:00,9,,11/12/20,1130,6.2,5.2,,B 01oct20 9.0
BVR,50,8/6/20 0:00,6,,11/12/20,18.1,5.5,4.1,,B 05aug20 6.0
BVR,50,10/5/20 0:00,0.1,,11/12/20,18.7,5.8,8.1,,B 05oct20 0.1
BVR,50,10/5/20 0:00,10,,11/12/20,1870,8.1,5.4,,B 05oct20 10.0
BVR,50,10/5/20 0:00,3,,11/12/20,13.8,2.9,6.8,,B 05oct20 3.0
BVR,50,10/5/20 0:00,6,,11/12/20,9.3,8.8,4.8,,B 05oct20 6.0
BVR,50,10/5/20 0:00,9,,11/12/20,1330,4.8,6.1,,B 05oct20 9.0
BVR,50,8/6/20 0:00,3,,11/12/20,12.4,5.4,3.4,,B 06aug20 3.0
BVR,50,7/9/20 0:00,11,,11/12/20,1520,4.6,3.9,,B 09jul20 11.0
BVR,50,8/12/20 0:00,0.1,,11/12/20,19.7,10.1,3.6,,B 12aug20 0.1
BVR,50,8/12/20 0:00,11,,11/12/20,2360,7.7,6.9,,B 12aug20 11.0
BVR,50,8/12/20 0:00,3,,11/12/20,15.9,8.4,5.2,,B 12aug20 3.0
BVR,50,8/12/20 0:00,9,,11/12/20,699,3.9,5.7,,B 12aug20 9.0
BVR,50,10/14/20 0:00,0.1,,11/12/20,8.8,9.9,3.4,,B 14oct20 0.1
BVR,50,10/14/20 0:00,10,,11/12/20,1500,3.7,1.9,,B 14oct20 10.0
BVR,50,10/14/20 0:00,3,,11/12/20,14.5,4,6.2,,B 14oct20 3.0
BVR,50,10/14/20 0:00,6,,11/12/20,55.9,4.7,10.7,,B 14oct20 6.0
BVR,50,10/14/20 0:00,9,,11/12/20,1730,3.1,5.1,,B 14oct20 9.0
BVR,50,9/16/20 0:00,6,,11/12/20,16.2,7.9,5.3,,B 16sep20 6.0
BVR,50,7/23/20 0:00,3,,11/12/20,16.3,6.4,6.2,,B 23jul20 3.0
BVR,50,8/26/20 0:00,0.1,,11/12/20,10.9,8.9,4.7,,B 25aug20 0.1
BVR,50,6/25/20 0:00,11,,11/12/20,1160,6.6,5.2,,B 25jun20 11.0
BVR,50,10/26/20 0:00,0.1,,11/12/20,10.7,6.9,5.4,,B 25oct20 0.1
BVR,50,10/26/20 0:00,9,,11/12/20,1780,7.1,4.8,,B 25oct20 9.0
BVR,50,10/26/20 0:00,11,,11/12/20,1980,7.5,5.4,,B 26oct20 11.0
BVR,50,10/26/20 0:00,6,,11/12/20,37.4,2.5,7.8,,B 26oct20 6.0
BVR,50,8/26/20 0:00,3,,11/12/20,17.3,9.9,2,,B 28aug20 3.0
FCR,50,11/2/20 0:00,0.1,,11/12/20,409,6,6.1,,F 02nov20 0.1
FCR,50,11/2/20 0:00,1.6,,11/12/20,418,5.9,5.2,,F 02nov20 1.6
FCR,50,11/2/20 0:00,3.8,,11/12/20,359,6.1,5.5,,F 02nov20 3.8
FCR,50,11/2/20 0:00,5,,11/12/20,337,8,7.1,,F 02nov20 5.0
FCR,50,11/2/20 0:00,6.2,,11/12/20,336,5.8,6.2,,F 02nov20 6.2
FCR,50,11/2/20 0:00,8,,11/12/20,248,8,5.3,,F 02nov20 8.0
FCR,50,11/2/20 0:00,9,,11/12/20,216,7.4,6.1,,F 02nov20 9.0
FCR,100,11/2/20 0:00,0.1,,11/12/20,13.3,12.5,5.8,,F 02nov20 weir
FCR,200,11/2/20 0:00,0.1,,11/12/20,25.6,7.5,14,,F 02nov20 wet
FCR,50,9/2/20 0:00,5,,11/12/20,310,3.4,3.4,,F 02sep20 5.0
FCR,50,8/3/20 0:00,0.1,,11/12/20,10.9,13.2,4.4,,F 03aug20 0.1
FCR,50,8/3/20 0:00,6.2,,11/12/20,59.1,1.7,4.5,,F 03aug20 6.2
FCR,50,7/6/20 0:00,8,,11/12/20,34.7,2.8,6.2,,F 06jul20 8.0
FCR,50,10/6/20 0:00,0.1,,11/12/20,11.8,12,4.8,,F 06oct20 0.1
FCR,50,10/6/20 0:00,1.6,,11/12/20,8.6,8.1,4.1,,F 06oct20 1.6
FCR,50,10/6/20 0:00,3.8,,11/12/20,39.5,6.5,5.3,,F 06oct20 3.8
FCR,50,10/6/20 0:00,5,,11/12/20,788,3.2,3.4,,F 06oct20 5.0
FCR,50,10/6/20 0:00,6.2,,11/12/20,968,3.2,4.8,,F 06oct20 6.2
FCR,50,10/6/20 0:00,8,,11/12/20,943,5.3,6,,F 06oct20 8.0
FCR,50,10/6/20 0:00,9,,11/12/20,1000,2.9,7.6,,F 06oct20 9.0
FCR,50,8/10/20 0:00,6.2,,11/12/20,120,2.3,5.9,,F 10aug20 6.2
FCR,50,9/11/20 0:00,5,,11/12/20,508,3.5,5.4,,F 11 sep20 5.0
FCR,50,6/12/20 0:00,0.1,,11/12/20,8,8.1,5.9,,F 12jun20 0.1
FCR,50,6/12/20 0:00,3.8,,11/12/20,9.2,7,5.8,,F 12jun20 3.8
FCR,50,6/12/20 0:00,5,,11/12/20,17.2,3.4,3.4,,F 12jun20 5.0
FCR,50,6/12/20 0:00,6.2,,11/12/20,16.5,3.6,3.5,,F 12jun20 6.2
FCR,50,6/12/20 0:00,8,,11/12/20,155,3.8,5,,F 12jun20 8.0
FCR,50,10/13/20 0:00,0.1,,11/12/20,9.3,10.8,5.7,,F 13oct20 0.1
FCR,50,10/13/20 0:00,3.8,,11/12/20,14.5,9.1,4.1,,F 13oct20 3.8
FCR,50,10/13/20 0:00,5,,11/12/20,354,3.4,8.8,,F 13oct20 5.0
FCR,50,10/13/20 0:00,6.2,,11/12/20,867,6.6,5.8,,F 13oct20 6.2
FCR,50,10/13/20 0:00,9,,11/12/20,1100,3.9,5.3,,F 13oct20 9.0
FCR,50,9/15/20 0:00,8,,11/12/20,733,3.8,5.2,,F 15sep20 8.0
FCR,50,9/15/20 0:00,9,,11/12/20,906,1,7.2,,F 15sep20 9.0
FCR,50,8/17/20 0:00,0.1,,11/12/20,10.4,10.6,5.4,,F 17aug20 0.1
FCR,50,8/17/20 0:00,3.8,,11/12/20,118,4.9,5.5,,F 17aug20 3.8
FCR,50,8/17/20 0:00,5,,11/12/20,115,4.2,5,,F 17aug20 5.0
FCR,50,8/17/20 0:00,6.2,,11/12/20,179,2.1,9.1,,F 17aug20 6.2
FCR,50,8/17/20 0:00,9,,11/12/20,231,3.9,6.2,,F 17aug20 9.0
FCR,50,10/19/20 0:00,3.8,,11/12/20,74.2,5.5,5.1,,F 19oct20 3.8
FCR,50,10/19/20 0:00,8,,11/12/20,1050,1.6,10.5,,F 19oct20 8.0
FCR,50,9/21/20 0:00,1.6,,11/12/20,14.9,8.6,3.5,,F 21sep20 1.6
FCR,50,9/21/20 0:00,3.8,,11/12/20,109,2.6,4.4,,F 21sep20 3.8
FCR,50,6/22/20 0:00,5,,11/12/20,15.3,4.4,4.2,,F 22jun20 5.0
FCR,50,6/22/20 0:00,9,,11/12/20,413,2.4,8.2,,F 22jun20 9.0
FCR,50,8/24/20 0:00,0.1,,11/12/20,12.3,9,4.9,,F 24aug20 0.1
FCR,50,8/24/20 0:00,3.8,,11/12/20,57.3,4.9,7.9,,F 24aug20 3.8
FCR,50,8/24/20 0:00,8,,11/12/20,318,5.9,7.5,,F 24aug20 8.0
FCR,50,10/28/20 0:00,0.1,,11/12/20,17.7,9.8,4.6,,F 28oct20 0.1
FCR,50,10/28/20 0:00,1.6,,11/12/20,6.5,12.3,3.6,,F 28oct20 1.6
FCR,50,10/28/20 0:00,3.8,,11/12/20,4.2,7.5,3,,F 28oct20 3.8
FCR,50,10/28/20 0:00,5,,11/12/20,348,3.6,4.5,,F 28oct20 5.0
FCR,50,10/28/20 0:00,6.2,,11/12/20,1080,4.7,7.5,,F 28oct20 6.2
