7/18/22 10:23,40,0.1,BVR,136,7/20/22 3:48,136,,22.8,29.918,169.0024181,1602.10711,NM,0.863409567,42.39698436,#VALUE!,13.81455308,1865.467312,24.27551986,1192.028528,1192.028528,,0.986702727,313.15,0.019073334,0.002,0.072765498,,0.000166755,1.30E-08,0,3.49E-09,1.65E-08,0.0011,,0.001580803,1.23E-07,0,6.86E-07,8.09E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/18/22 11:30,50,9,FCR,94,7/20/22 0:13,94,,22.8,29.918,0.652931341,19624.77328,NM,0.003335734,519.3355678,#VALUE!,0.053371749,22850.76498,0.093787106,14601.57655,14601.57655,,0.986702727,313.15,0.019073334,0.002,0.072765498,,6.44E-07,5.01E-11,0,1.35E-11,6.36E-11,0.0011,,0.019363817,1.51E-06,0,8.40E-06,9.91E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/18/22 10:46,50,0.1,FCR,402,7/19/22 17:04,402,,22.8,29.918,135.1525789,110.6204566,NM,0.690475504,2.927378412,#VALUE!,11.04760806,128.8046501,19.41332646,82.3058204,82.3058204,,0.986702727,313.15,0.019073334,0.002,0.072765498,,0.000133355,1.04E-08,0,2.79E-09,1.32E-08,0.0011,,0.00010915,8.50E-09,0,4.73E-08,5.58E-08,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/18/22 11:00,50,3.8,FCR,227,7/19/22 15:33,227,,22.8,29.918,2543.633071,9097.881423,NM,12.99506335,240.7596433,#VALUE!,207.9210137,10593.42431,365.367643,6769.169262,6769.169262,,0.986702727,313.15,0.019073334,0.002,0.072765498,,0.00250981,1.95E-07,0,5.25E-08,2.48E-07,0.0011,,0.008976904,6.99E-07,0,3.89E-06,4.59E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:05,50,0.1,BVR,409,7/12/22 13:49,409,,21.5,29.857,98.35678691,3004.237697,NM,0.503604389,79.6780957,#VALUE!,8.057670229,3505.836211,14.12548973,2234.873536,2234.873536,,0.988889041,313.15,0.019073334,0.002,0.072765498,,9.73E-05,7.57E-09,0,2.04E-09,9.61E-09,0.0011,,0.002970858,2.31E-07,0,1.29E-06,1.52E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:18,50,8,FCR,221,7/12/22 14:20,221,,21.5,29.857,59.47981682,24032.29308,NM,0.30454733,637.3821053,#VALUE!,4.872757278,28044.81263,8.542181662,17877.79172,17877.79172,,0.988889041,313.15,0.019073334,0.002,0.072765498,,5.88E-05,4.58E-09,0,1.23E-09,5.81E-09,0.0011,,0.023765271,1.85E-06,0,1.03E-05,1.22E-05,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 10:48,50,5,FCR,140,7/12/22 14:50,140,,21.5,29.857,2952.175262,19157.13591,NM,15.11566682,508.0836678,#VALUE!,241.8506691,22355.68138,423.9760433,14251.12803,14251.12803,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.002919374,2.27E-07,0,6.11E-08,2.88E-07,0.0011,,0.018944282,1.47E-06,0,8.22E-06,9.69E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:05,50,0.1,BVR,406,7/12/22 15:21,406,,21.5,29.857,81.33058896,2856.98389,NM,0.416427202,75.77264477,#VALUE!,6.662835235,3333.99637,11.68027581,2125.330394,2125.330394,,0.988889041,313.15,0.019073334,0.002,0.072765498,,8.04E-05,6.26E-09,0,1.68E-09,7.94E-09,0.0011,,0.00282524,2.20E-07,0,1.23E-06,1.45E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:18,50,8,FCR,192,7/12/22 15:51,192,,21.5,29.857,5.401488992,24927.29312,NM,0.027656592,661.1192079,#VALUE!,0.442505478,29089.24515,0.775733731,18543.58853,18543.58853,,0.988889041,313.15,0.019073334,0.002,0.072765498,,5.34E-06,4.16E-10,0,1.12E-10,5.28E-10,0.0011,,0.024650327,1.92E-06,0,1.07E-05,1.26E-05,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:31,50,6,BVR,166,7/12/22 16:22,166,,21.5,29.857,34351.7718,15707.32489,NM,175.8872326,416.5881206,#VALUE!,2814.195722,18329.87731,4933.422644,11684.78938,11684.78938,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.033970091,2.64E-06,0,7.11E-07,3.35E-06,0.0011,,0.015532801,1.21E-06,0,6.74E-06,7.95E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 10:08,50,1.6,FCR,324,7/12/22 16:53,324,,21.5,29.857,185.5760864,51.310645,NM,0.950182846,1.360855863,#VALUE!,15.20292553,59.87765796,26.65147149,38.17034942,38.17034942,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.000183514,1.43E-08,0,3.84E-09,1.81E-08,0.0011,,5.07E-05,3.95E-09,0,2.20E-08,2.60E-08,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:40,50,8,BVR,255,7/12/22 17:23,255,,21.5,29.857,61393.20906,13751.17698,NM,314.3442413,364.7073586,#VALUE!,5029.507861,16047.12378,8816.973095,10229.59719,10229.59719,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.060711072,4.73E-06,0,1.27E-06,6.00E-06,0.0011,,0.013598388,1.06E-06,0,5.90E-06,6.96E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 10:25,50,3.8,FCR,271,7/12/22 17:54,271,,21.5,29.857,2957.108697,9467.993734,NM,15.14092689,251.1091954,#VALUE!,242.2548302,11048.8046,424.6845575,7043.307079,7043.307079,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.002924252,2.28E-07,0,6.12E-08,2.89E-07,0.0011,,0.009362795,7.29E-07,0,4.06E-06,4.79E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:40,50,8,BVR,380,7/12/22 18:24,380,,21.5,29.857,63125.97306,23355.80717,NM,323.2163038,619.4404126,#VALUE!,5171.46086,27255.37816,9065.823642,17374.54909,17374.54909,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.062424583,4.86E-06,0,1.31E-06,6.16E-06,0.0011,,0.023096302,1.80E-06,0,1.00E-05,1.18E-05,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:04,50,6.2,FCR,112,7/12/22 18:55,112,,21.5,29.857,24.04507731,22935.17052,NM,0.123115108,608.2843289,#VALUE!,1.969841733,26764.51047,3.453228834,17061.63453,17061.63453,,0.988889041,313.15,0.019073334,0.002,0.072765498,,2.38E-05,1.85E-09,0,4.98E-10,2.35E-09,0.0011,,0.022680339,1.77E-06,0,9.84E-06,1.16E-05,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:20,50,3,BVR,125,7/12/22 19:26,125,,21.5,29.857,263.1628622,6284.398092,NM,1.347441053,166.674186,#VALUE!,21.55905685,7333.664182,37.79408035,4675.007906,4675.007906,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.000260239,2.03E-08,0,5.45E-09,2.57E-08,0.0011,,0.006214572,4.84E-07,0,2.70E-06,3.18E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 10:36,40,3,BVR,237,7/12/22 19:56,237,,21.5,29.857,1909.145903,7546.742774,NM,9.775169431,200.153967,#VALUE!,156.4027109,8806.774549,274.1815963,5614.074987,5614.074987,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.001887933,1.47E-07,0,3.95E-08,1.86E-07,0.0011,,0.007462891,5.81E-07,0,3.24E-06,3.82E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:50,50,9,FCR,295,7/12/22 20:27,295,,21.5,29.857,17.51982452,22833.89504,NM,0.089704644,605.5983108,#VALUE!,1.4352743,26646.32567,2.516105997,16986.295,16986.295,,0.988889041,313.15,0.019073334,0.002,0.072765498,,1.73E-05,1.35E-09,0,3.63E-10,1.71E-09,0.0011,,0.022580189,1.76E-06,0,9.79E-06,1.16E-05,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 10:26,40,0.1,BVR,188,7/12/22 20:57,188,,21.5,29.857,70.25934511,3243.083472,NM,0.359740448,86.01273978,#VALUE!,5.755847168,3784.56055,10.0902814,2412.552587,2412.552587,,0.988889041,313.15,0.019073334,0.002,0.072765498,,6.95E-05,5.41E-09,0,1.45E-09,6.86E-09,0.0011,,0.00320705,2.50E-07,0,1.39E-06,1.64E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:04,50,6.2,FCR,59,7/12/22 21:28,59,,21.5,29.857,3.81951212,21981.58286,NM,0.019556587,582.9933713,#VALUE!,0.312905393,25651.70834,0.548538448,16352.25398,16352.25398,,0.988889041,313.15,0.019073334,0.002,0.072765498,,3.78E-06,2.94E-10,0,7.90E-11,3.73E-10,0.0011,,0.021737346,1.69E-06,0,9.43E-06,1.11E-05,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 9:55,50,0.1,FCR,378,7/12/22 21:58,378,,21.5,29.857,133.2980664,30.23088405,NM,0.682510007,0.801780523,#VALUE!,10.92016011,35.27834302,19.14357439,22.4889671,22.4889671,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.000131817,1.03E-08,0,2.76E-09,1.30E-08,0.0011,,2.99E-05,2.33E-09,0,1.30E-08,1.53E-08,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 10:25,50,3.8,FCR,243,7/12/22 22:29,243,,21.5,29.857,2685.746759,9207.236275,NM,13.7515051,244.1934118,#VALUE!,220.0240816,10744.51012,385.7129686,6849.327772,6849.327772,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.002655906,2.07E-07,0,5.56E-08,2.62E-07,0.0011,,0.009104935,7.09E-07,0,3.95E-06,4.66E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:50,50,9,FCR,141,7/12/22 23:00,141,,21.5,29.857,-0.077661407,22209.27757,NM,-0.00039764,589.0322679,#VALUE!,-0.006362245,25917.41979,-0.011153327,16521.63767,16521.63767,,0.988889041,313.15,0.019073334,0.002,0.072765498,,-7.68E-08,-5.98E-12,0,-1.61E-12,-7.58E-12,0.0011,,0.021962511,1.71E-06,0,9.53E-06,1.12E-05,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 10:08,50,1.6,FCR,273,7/12/22 23:30,273,,21.5,29.857,105.8825033,159.181109,NM,0.542137407,4.221785664,#VALUE!,8.674198515,185.7585692,15.20629395,118.4159457,118.4159457,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.000104706,8.15E-09,0,2.19E-09,1.03E-08,0.0011,,0.000157412,1.23E-08,0,6.83E-08,8.05E-08,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 10:36,40,3,BVR,299,7/13/22 0:01,299,,21.5,29.857,1532.223749,7893.604433,NM,7.845260402,209.3533977,#VALUE!,125.5241664,9211.5495,220.0499987,5872.107813,5872.107813,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.001515199,1.18E-07,0,3.17E-08,1.50E-07,0.0011,,0.007805899,6.08E-07,0,3.39E-06,3.99E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:31,50,6,BVR,259,7/13/22 0:31,259,,21.5,29.857,33957.76903,18262.06935,NM,173.8698678,484.344801,#VALUE!,2781.917885,21311.17124,4876.838017,13585.28173,13585.28173,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.033580466,2.61E-06,0,7.03E-07,3.32E-06,0.0011,,0.01805916,1.41E-06,0,7.83E-06,9.24E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 10:48,50,5,FCR,313,7/13/22 1:02,313,,21.5,29.857,3008.4155,19252.21947,NM,15.40362692,510.6054647,#VALUE!,246.4580308,22466.64045,432.0529735,14321.86136,14321.86136,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.002974989,2.32E-07,0,6.22E-08,2.94E-07,0.0011,,0.019038309,1.48E-06,0,8.26E-06,9.74E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 10:26,40,0.1,BVR,325,7/13/22 1:33,325,,21.5,29.857,81.68192375,3592.37464,NM,0.418226099,95.27660565,#VALUE!,6.691617589,4192.170649,11.73073268,2672.392741,2672.392741,,0.988889041,313.15,0.019073334,0.002,0.072765498,,8.08E-05,6.29E-09,0,1.69E-09,7.98E-09,0.0011,,0.00355246,2.76E-07,0,1.54E-06,1.82E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 11:20,50,3,BVR,373,7/13/22 2:03,373,,21.5,29.857,414.7799005,6827.572714,NM,2.123747482,181.0802097,#VALUE!,33.97995971,7967.529226,59.56853013,5079.079325,5079.079325,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.000410171,3.19E-08,0,8.58E-09,4.05E-08,0.0011,,0.006751712,5.26E-07,0,2.93E-06,3.45E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/11/22 9:55,50,0.1,FCR,153,7/13/22 2:34,153 wonky top,,21.5,29.857,135.5056966,400.909215,NM,0.69381347,10.63287463,#VALUE!,11.10101551,467.8464838,19.46062275,298.2391825,298.2391825,,0.988889041,313.15,0.019073334,0.002,0.072765498,,0.000134,1.04E-08,0,2.80E-09,1.32E-08,0.0011,,0.000396455,3.09E-08,0,1.72E-07,2.03E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 11:33,50,5,FCR,376,7/6/22 12:26,376,,21.2,29.962,129.436707,16174.95231,NM,0.665917047,431.047536,#VALUE!,10.65467276,18966.09159,18.58198266,12028.10151,12028.10151,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.000128612,1.00E-08,0,2.69E-09,1.27E-08,0.0011,,0.016071932,1.25E-06,0,6.97E-06,8.22E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 10:11,100,0.1,FCR,354,7/6/22 12:57,354,,21.2,29.962,368.8189011,2247.096118,NM,1.897474057,59.88303559,#VALUE!,30.35958491,2634.853566,52.94778107,1670.997212,1670.997212,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.00036647,2.85E-08,0,7.67E-09,3.62E-08,0.0011,,0.002232784,1.74E-07,0,9.68E-07,1.14E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 10:44,40,3,BVR,258,7/6/22 13:27,258,,21.2,29.962,3483.170521,5261.052616,NM,17.91997557,140.2021918,#VALUE!,286.7196092,6168.896441,500.0452786,3912.251096,3912.251096,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.003460986,2.69E-07,0,7.24E-08,3.42E-07,0.0011,,0.005227544,4.07E-07,0,2.27E-06,2.67E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 12:20,50,6,BVR,282,7/6/22 13:58,282,,21.2,29.962,36694.5623,10277.32424,NM,188.7836545,273.8811963,#VALUE!,3020.538472,12050.77264,5267.885256,7642.476887,7642.476887,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.036460849,2.84E-06,0,7.63E-07,3.60E-06,0.0011,,0.010211866,7.95E-07,0,4.43E-06,5.22E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 12:30,50,8,BVR,357,7/6/22 14:29,357,,21.2,29.962,65143.8116,14962.24962,NM,335.147391,398.7301297,#VALUE!,5362.358257,17544.1257,9352.070254,11126.30528,11126.30528,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.064728901,5.04E-06,0,1.35E-06,6.39E-06,0.0011,,0.014866953,1.16E-06,0,6.45E-06,7.61E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 12:05,50,8,FCR,381,7/6/22 14:59,381,,21.2,29.962,1.724775347,17169.50423,NM,0.008873505,457.5514259,#VALUE!,0.141976085,20132.26274,0.247609402,12767.67534,12767.67534,,0.993630851,313.15,0.019073334,0.002,0.072765498,,1.71E-06,1.33E-10,0,3.59E-11,1.69E-10,0.0011,,0.017060149,1.33E-06,0,7.40E-06,8.73E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 12:10,50,3,BVR,27,7/6/22 15:30,27,,21.2,29.962,699.0435955,4090.019978,NM,3.5963913,108.9952539,#VALUE!,57.5422608,4795.791171,100.3549632,3041.441763,3041.441763,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.000694591,5.41E-08,0,1.45E-08,6.86E-08,0.0011,,0.00406397,3.16E-07,0,1.76E-06,2.08E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 11:20,50,3.8,FCR,390,7/6/22 16:01,390,,21.2,29.962,1810.408416,8610.81951,NM,9.314064411,229.4703849,#VALUE!,149.0250306,10096.69694,259.9029175,6403.222041,6403.222041,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.001798878,1.40E-07,0,3.76E-08,1.78E-07,0.0011,,0.008555976,6.66E-07,0,3.71E-06,4.38E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 10:52,50,0.1,FCR,159,7/6/22 16:31,159,,21.2,29.962,158.8664371,#VALUE!,NM,0.817325094,#VALUE!,#VALUE!,13.0772015,#VALUE!,22.80692585,#VALUE!,#VALUE!,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.000157855,1.23E-08,0,3.30E-09,1.56E-08,0.0011,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,#VALUE!,#VALUE!
7/5/22 11:10,50,1.6,FCR,348,7/6/22 17:02,348,,21.2,29.962,94.46570152,2305.425668,NM,0.486000629,61.43746421,#VALUE!,7.776010062,2703.248425,13.56153187,1714.372533,1714.372533,,0.993630851,313.15,0.019073334,0.002,0.072765498,,9.39E-05,7.31E-09,0,1.96E-09,9.27E-09,0.0011,,0.002290742,1.78E-07,0,9.94E-07,1.17E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 12:20,50,9,FCR,22,7/6/22 17:33,22,,21.2,29.962,-0.595071475,19562.42401,NM,-0.003061483,521.3205273,#VALUE!,-0.048983723,22938.1032,-0.085428686,14547.1107,14547.1107,,0.993630851,313.15,0.019073334,0.002,0.072765498,,-5.91E-07,-4.60E-11,0,-1.24E-11,-5.84E-11,0.0011,,0.019437828,1.51E-06,0,8.43E-06,9.94E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 11:48,50,6.2,FCR,257,7/6/22 18:03,257,,21.2,29.962,5.168828744,18088.83882,NM,0.026592234,482.0508434,#VALUE!,0.425475741,21210.23711,0.742039011,13451.31567,13451.31567,,0.993630851,313.15,0.019073334,0.002,0.072765498,,5.14E-06,4.00E-10,0,1.07E-10,5.07E-10,0.0011,,0.017973628,1.40E-06,0,7.80E-06,9.19E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 11:10,50,1.6,FCR,300,7/7/22 9:29,300,,21.2,29.962,80.4873707,3260.582402,NM,0.414085876,86.89150875,#VALUE!,6.625374018,3823.226385,11.55479741,2424.651112,2424.651112,,0.993630851,313.15,0.019073334,0.002,0.072765498,,8.00E-05,6.22E-09,0,1.67E-09,7.90E-09,0.0011,,0.003239815,2.52E-07,0,1.41E-06,1.66E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 10:34,40,0.1,BVR,128,7/7/22 9:59,128,,21.2,29.962,140.3741363,#VALUE!,NM,0.722187179,#VALUE!,#VALUE!,11.55499487,#VALUE!,20.15216415,#VALUE!,#VALUE!,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.00013948,1.09E-08,0,2.92E-09,1.38E-08,0.0011,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,#VALUE!,#VALUE!
7/5/22 11:59,50,0.1,BVR,165,7/7/22 10:30,165,,21.2,29.962,204.7882065,#VALUE!,NM,1.053580247,#VALUE!,#VALUE!,16.85728395,#VALUE!,29.39947245,#VALUE!,#VALUE!,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.000203484,1.58E-08,0,4.26E-09,2.01E-08,0.0011,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,#VALUE!,#VALUE!
7/5/22 10:44,40,3,BVR,307,7/7/22 11:00,307,,21.2,29.962,2835.7417,6206.860395,NM,14.58912841,165.4070954,#VALUE!,233.4260546,7277.912197,407.100152,4615.577558,4615.577558,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.00281768,2.19E-07,0,5.90E-08,2.78E-07,0.0011,,0.006167328,4.80E-07,0,2.67E-06,3.15E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 11:33,50,5,FCR,377,7/7/22 11:31,377,,21.2,29.962,7.468948412,18002.71494,NM,0.038425731,479.7557217,#VALUE!,0.614811694,21109.25175,1.072245062,13387.27179,13387.27179,,0.993630851,313.15,0.019073334,0.002,0.072765498,,7.42E-06,5.78E-10,0,1.55E-10,7.33E-10,0.0011,,0.017888053,1.39E-06,0,7.76E-06,9.15E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 11:20,50,3.8,FCR,231,7/7/22 12:01,231,,21.2,29.962,1115.331105,9900.22654,NM,5.738078579,263.8318911,#VALUE!,91.80925727,11608.60321,160.1173556,7362.057551,7362.057551,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.001108227,8.63E-08,0,2.32E-08,1.09E-07,0.0011,,0.009837171,7.66E-07,0,4.27E-06,5.03E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 10:52,50,0.1,FCR,369,7/7/22 12:32,369,,21.2,29.962,229.7663076,#VALUE!,NM,1.18208586,#VALUE!,#VALUE!,18.91337376,#VALUE!,32.98533811,#VALUE!,#VALUE!,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.000228303,1.78E-08,0,4.78E-09,2.25E-08,0.0011,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,#VALUE!,#VALUE!
7/5/22 12:20,50,6,BVR,367,7/7/22 13:03,367,,21.2,29.962,46206.6947,16794.18577,NM,237.7210175,447.5495358,#VALUE!,3803.53628,19692.17957,6633.450584,12488.57909,12488.57909,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.045912397,3.57E-06,0,9.61E-07,4.53E-06,0.0011,,0.016687221,1.30E-06,0,7.24E-06,8.54E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 12:20,50,9,FCR,408,7/7/22 13:33,408,,21.2,29.962,0.152317163,20333.47684,NM,0.000783631,541.868373,#VALUE!,0.012538093,23842.20841,0.02186671,15120.48498,15120.48498,,0.993630851,313.15,0.019073334,0.002,0.072765498,,1.51E-07,1.18E-11,0,3.17E-12,1.49E-11,0.0011,,0.02020397,1.57E-06,0,8.76E-06,1.03E-05,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
7/5/22 11:59,50,0.1,BVR,397,7/7/22 14:04,397,,21.2,29.962,204.7135268,#VALUE!,NM,1.05319604,#VALUE!,#VALUE!,16.85113664,#VALUE!,29.38875141,#VALUE!,#VALUE!,,0.993630851,313.15,0.019073334,0.002,0.072765498,,0.00020341,1.58E-08,0,4.26E-09,2.01E-08,0.0011,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,#VALUE!,#VALUE!
7/5/22 12:05,50,8,FCR,82,7/7/22 14:34,82,,21.2,29.962,-0.603347661,19395.73181,NM,-0.003104061,516.8783341,#VALUE!,-0.049664983,22742.6467,-0.086616819,14423.15418,14423.15418,,0.993630851,313.15,0.019073334,0.002,0.072765498,,-6.00E-07,-4.67E-11,0,-1.25E-11,-5.92E-11,0.0011,,0.019272198,1.50E-06,0,8.36E-06,9.86E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
