"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"02/20/17 00:00:17","8.312","13.929","","","","","","","","","","","","",""
"02/20/17 00:00:14","","","6.500","26.371","12.906","11.940","5.650","","","","","","","",""
"02/20/17 00:00:07","","","","","","","","7.625","15.203","12.906","12.150","7.150","","",""
"02/20/17 00:00:00","","","","","","","","","","","","","5.120","13.020","12.976"
"02/19/17 23:45:17","8.187","13.927","","","","","","","","","","","","",""
"02/19/17 23:45:14","","","6.312","26.367","12.877","11.890","5.660","","","","","","","",""
"02/19/17 23:45:07","","","","","","","","7.625","15.199","12.847","12.120","7.209","","",""
"02/19/17 23:30:17","8.562","13.929","","","","","","","","","","","","",""
"02/19/17 23:30:14","","","6.312","26.373","12.966","11.850","5.650","","","","","","","",""
"02/19/17 23:30:07","","","","","","","","7.687","15.198","12.936","12.160","7.219","","",""
"02/19/17 23:15:17","8.875","13.930","","","","","","","","","","","","",""
"02/19/17 23:15:14","","","6.312","26.373","12.906","11.810","5.620","","","","","","","",""
"02/19/17 23:15:07","","","","","","","","7.687","15.200","12.906","12.170","7.250","","",""
"02/19/17 23:00:17","9.437","13.929","","","","","","","","","","","","",""
"02/19/17 23:00:17","9.437","13.929","","","","","","","","","","","","",""
"02/19/17 23:00:14","","","6.500","26.373","12.936","11.840","5.629","","","","","","","",""
"02/19/17 23:00:14","","","6.500","26.373","12.936","11.840","5.629","","","","","","","",""
"02/19/17 23:00:07","","","","","","","","7.687","15.194","12.936","12.190","7.270","","",""
"02/19/17 23:00:07","","","","","","","","7.687","15.194","12.936","12.190","7.270","","",""
"02/19/17 23:00:00","","","","","","","","","","","","","6.527","13.064","13.003"
"02/19/17 23:00:00","","","","","","","","","","","","","6.527","13.064","13.003"
