Advanced Calibration Data,,,,,,,,,,,
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
152,2015-08-05 04:45:00,13.8125,26.268867,13.085711,9.15,13.559999,,,,,
153,2015-08-05 05:00:00,13.8125,26.271133,13.026095,9.15,13.559999,,,,,
154,2015-08-05 05:15:00,13.8125,26.271502,13.055903,9.15,13.549999,,,,,
155,2015-08-05 05:30:00,13.8125,26.277142,13.055903,9.129999,13.559999,,,,,
156,2015-08-05 05:45:00,13.8125,26.278671,13.055903,9.129999,13.559999,,,,,
157,2015-08-05 06:00:00,13.8125,26.282253,12.996287,9.15,13.559999,,,,,
158,2015-08-05 06:15:00,13.8125,26.282726,12.996287,9.129999,13.559999,,,,,
159,2015-08-05 06:30:00,13.8125,26.277615,12.996287,9.129999,13.559999,,,,,
160,2015-08-05 06:45:00,13.8125,26.280516,13.026095,9.139999,13.549999,,,,,
161,2015-08-05 07:00:00,13.8125,26.281567,12.996287,9.169999,13.57,,,,,
162,2015-08-05 07:15:00,13.8125,26.288946,13.055903,9.179999,13.559999,,,,,
163,2015-08-05 07:30:00,13.875,26.287857,13.11552,9.15,13.559999,,,,,
164,2015-08-05 07:45:00,14.625,26.289055,13.294368,9.19,13.599998,,,,,
165,2015-08-05 08:00:00,13.875,26.28933,13.950144,9.11,13.57,,,,,
166,2015-08-05 08:15:00,13.875,26.287224,13.950144,9.129999,13.559999,,,,,
167,2015-08-05 08:30:00,13.875,26.292231,13.979951,9.11,13.559999,,,,,
168,2015-08-05 08:45:00,13.875,26.294336,13.950144,9.129999,13.559999,,,,,
169,2015-08-05 09:00:00,13.875,26.29244,13.979951,9.129999,13.559999,,,,,
170,2015-08-05 09:15:00,13.875,26.292702,13.979951,9.11,13.559999,,,,,
171,2015-08-05 09:30:00,13.875,26.292284,13.979951,9.16,13.559999,,,,,
172,2015-08-05 09:45:00,13.875,26.293493,13.979951,9.16,13.559999,,,,,
173,2015-08-05 10:00:00,13.875,26.300135,13.979951,9.129999,13.559999,,,,,
174,2015-08-05 10:15:00,13.875,26.294865,13.979951,9.12,13.559999,,,,,
175,2015-08-05 10:30:00,13.875,26.295603,13.979951,9.129999,13.559999,,,,,
176,2015-08-05 10:45:00,13.875,26.294655,13.979951,9.11,13.559999,,,,,
177,2015-08-05 11:00:00,13.875,26.298342,13.979951,9.129999,13.559999,,,,,
178,2015-08-05 11:15:00,14.75,26.296774,13.950144,9.2,13.589998,,,,,
179,2015-08-05 11:30:00,13.875,26.296022,13.979951,9.139999,13.57,,,,,
180,2015-08-05 11:45:00,13.875,26.294022,13.950144,9.129999,13.559999,,,,,
181,2015-08-05 12:00:00,13.875,26.28854,13.950144,9.15,13.559999,,,,,
182,2015-08-05 12:15:00,13.875,26.292072,13.950144,9.12,13.559999,,,,,
183,2015-08-05 12:30:00,13.875,26.285379,13.950144,9.129999,13.559999,,,,,
184,2015-08-05 12:45:00,13.875,26.285114,13.979951,9.12,13.559999,,,,,
185,2015-08-05 13:00:00,13.875,26.280954,13.950144,9.089999,13.559999,,,,,
186,2015-08-05 13:15:00,13.875,26.279213,13.979951,9.12,13.559999,,,,,
187,2015-08-05 13:30:00,13.875,26.275209,13.979951,9.089999,13.549999,,,,,
188,2015-08-05 13:45:00,13.875,26.269833,13.979951,9.129999,13.57,,,,,
189,2015-08-05 14:00:00,13.875,26.273575,13.979951,9.099999,13.57,,,,,
190,2015-08-05 14:15:00,13.875,26.26936,13.979951,9.129999,13.57,,,,,
191,2015-08-05 14:30:00,13.875,26.265564,13.950144,9.129999,13.559999,,,,,
192,2015-08-05 14:45:00,13.875,26.268305,13.950144,9.11,13.57,,,,,
193,2015-08-05 15:00:00,13.875,26.261665,13.979951,9.139999,13.57,,,,,
194,2015-08-05 15:15:00,13.875,26.266146,13.950144,9.12,13.559999,,,,,
195,2015-08-05 15:30:00,13.875,26.258821,13.979951,9.11,13.559999,,,,,
196,2015-08-05 15:45:00,13.875,26.257345,13.979951,9.129999,13.559999,,,,,
197,2015-08-05 16:00:00,13.875,26.256241,13.950144,9.12,13.57,,,,,
198,2015-08-05 16:15:00,13.875,26.255816,13.979951,9.12,13.559999,,,,,
199,2015-08-05 16:30:00,13.875,26.251862,13.979951,9.129999,13.57,,,,,
200,2015-08-05 16:45:00,13.875,26.249809,13.979951,9.08,13.57,,,,,
201,2015-08-05 17:00:00,13.875,26.24707,13.950144,9.089999,13.57,,,,,
202,2015-08-05 17:15:00,13.875,26.250599,13.950144,9.08,13.57,,,,,
203,2015-08-05 17:30:00,13.875,26.247541,13.979951,9.08,13.559999,,,,,
204,2015-08-05 17:45:00,13.875,26.246227,13.979951,9.03,13.57,,,,,
205,2015-08-05 18:00:00,13.875,26.243591,13.950144,9.089999,13.559999,,,,,
206,2015-08-05 18:15:00,13.875,26.244961,13.979951,9.099999,13.559999,,,,,
207,2015-08-05 18:30:00,13.875,26.249493,13.979951,9.089999,13.559999,,,,,
208,2015-08-05 18:45:00,13.875,26.249018,13.979951,9.099999,13.559999,,,,,
209,2015-08-05 19:00:00,13.875,26.246384,13.860719,9.049999,13.57,,,,,
210,2015-08-05 19:15:00,13.875,26.252548,13.860719,9.089999,13.559999,,,,,
211,2015-08-05 19:30:00,13.875,26.253025,13.801103,9.099999,13.559999,,,,,
212,2015-08-05 19:45:00,13.875,26.252548,13.741487,9.099999,13.57,,,,,
213,2015-08-05 20:00:00,13.875,26.257713,13.532831,9.08,13.559999,,,,,
214,2015-08-05 20:15:00,13.875,26.252338,13.383791,9.099999,13.57,,,,,
215,2015-08-05 20:30:00,13.8125,26.264757,13.324175,9.059999,13.57,,,,,
216,2015-08-05 20:45:00,13.8125,26.264074,13.234752,9.08,13.559999,,,,,
217,2015-08-05 21:00:00,13.8125,26.258963,13.085711,9.04,13.57,,,,,
218,2015-08-05 21:15:00,14.625,26.262342,13.026095,9.099999,13.599998,,,,,
219,2015-08-05 21:30:00,13.875,26.267359,13.085711,9.049999,13.57,,,,,
220,2015-08-05 21:45:00,13.8125,26.267023,13.11552,9.02,13.559999,,,,,
221,2015-08-05 22:00:00,13.8125,26.268396,13.055903,9.07,13.57,,,,,
222,2015-08-05 22:15:00,13.875,26.271309,13.085711,9.059999,13.559999,,,,,
223,2015-08-05 22:30:00,13.8125,26.270765,13.085711,9.07,13.559999,,,,,
224,2015-08-05 22:45:00,13.8125,26.272612,13.11552,9.059999,13.57,,,,,
225,2015-08-05 23:00:00,13.8125,26.273085,13.085711,9.07,13.559999,,,,,
226,2015-08-05 23:15:00,13.8125,26.279776,13.085711,9.049999,13.57,,,,,
227,2015-08-05 23:30:00,13.8125,26.284254,13.11552,9.07,13.559999,,,,,
228,2015-08-05 23:45:00,13.8125,26.281357,13.11552,9.049999,13.57,,,,,
229,2015-08-06 00:00:00,13.875,26.285061,13.055903,9.059999,13.58,,,,,
230,2015-08-06 00:15:00,13.8125,26.276718,13.11552,9.04,13.559999,,,,,
231,2015-08-06 00:30:00,13.875,26.269728,13.085711,9.03,13.57,,,,,
232,2015-08-06 00:45:00,13.8125,26.26792,13.11552,9.02,13.57,,,,,
233,2015-08-06 01:00:00,13.875,26.261665,13.055903,9.02,13.57,,,,,
234,2015-08-06 01:15:00,13.875,26.262194,13.11552,9.049999,13.559999,,,,,
235,2015-08-06 01:30:00,13.8125,26.266762,13.11552,9.049999,13.57,,,,,
236,2015-08-06 01:45:00,13.875,26.261295,13.11552,9.049999,13.559999,,,,,
237,2015-08-06 02:00:00,13.8125,26.256485,13.055903,9.02,13.559999,,,,,
238,2015-08-06 02:15:00,13.8125,26.258644,13.085711,9.03,13.57,,,,,
239,2015-08-06 02:30:00,13.8125,26.25559,13.085711,9.04,13.559999,,,,,
240,2015-08-06 02:45:00,13.8125,26.25169,13.085711,9.02,13.57,,,,,
241,2015-08-06 03:00:00,13.8125,26.251741,13.055903,8.99,13.559999,,,,,
242,2015-08-06 03:15:00,13.8125,26.251427,13.085711,8.98,13.57,,,,,
243,2015-08-06 03:30:00,13.8125,26.250793,13.055903,9,13.57,,,,,
244,2015-08-06 03:45:00,13.8125,26.25053,13.085711,9,13.559999,,,,,
245,2015-08-06 04:00:00,13.8125,26.250479,12.996287,8.99,13.57,,,,,
246,2015-08-06 04:15:00,13.8125,26.248631,13.055903,9.049999,13.57,,,,,
247,2015-08-06 04:30:00,13.8125,26.249422,13.055903,9.03,13.57,,,,,
248,2015-08-06 04:45:00,13.8125,26.252428,13.055903,9.009999,13.57,,,,,
249,2015-08-06 05:00:00,13.8125,26.253956,13.026095,9.02,13.57,,,,,
250,2015-08-06 05:15:00,13.8125,26.255747,13.055903,9.02,13.57,,,,,
251,2015-08-06 05:30:00,13.8125,26.254904,13.026095,8.98,13.57,,,,,
252,2015-08-06 05:45:00,13.8125,26.258909,13.026095,8.969999,13.559999,,,,,
253,2015-08-06 06:00:00,13.875,26.260454,12.966479,8.969999,13.57,,,,,
254,2015-08-06 06:15:00,13.875,26.264881,12.996287,8.99,13.57,,,,,
255,2015-08-06 06:30:00,13.875,26.25613,12.996287,8.99,13.57,,,,,
256,2015-08-06 06:45:00,13.875,26.260508,12.936671,9.009999,13.559999,,,,,
257,2015-08-06 07:00:00,13.875,26.254921,12.966479,8.959999,13.57,,,,,
258,2015-08-06 07:15:00,13.875,26.259979,13.055903,9,13.57,,,,,
259,2015-08-06 07:30:00,13.8125,26.263123,13.353984,8.919999,13.58,,,,,
260,2015-08-06 07:45:00,13.875,26.257765,13.652063,9,13.57,,,,,
261,2015-08-06 08:00:00,13.875,26.258659,13.681871,9.02,13.57,,,,,
262,2015-08-06 08:15:00,13.875,26.259769,13.890528,9.04,13.57,,,,,
263,2015-08-06 08:30:00,13.875,26.263985,13.950144,9.02,13.559999,,,,,
264,2015-08-06 08:45:00,13.875,26.262613,13.950144,9.02,13.58,,,,,
265,2015-08-06 09:00:00,13.875,26.261457,13.950144,9.04,13.58,,,,,
266,2015-08-06 09:15:00,13.875,26.267199,13.950144,9,13.57,,,,,
267,2015-08-06 09:30:00,13.875,26.264091,13.950144,9.02,13.57,,,,,
268,2015-08-06 09:45:00,13.875,26.262085,13.950144,9.02,13.559999,,,,,
269,2015-08-06 10:00:00,13.875,26.263615,13.950144,9.009999,13.559999,,,,,
270,2015-08-06 10:15:00,13.875,26.25724,13.979951,9.009999,13.57,,,,,
271,2015-08-06 10:30:00,13.875,26.26119,13.979951,9,13.57,,,,,
272,2015-08-06 10:45:00,13.875,26.256025,13.979951,8.969999,13.57,,,,,
273,2015-08-06 11:00:00,13.875,26.253393,13.950144,9,13.57,,,,,
274,2015-08-06 11:15:00,13.875,26.253286,13.979951,8.98,13.57,,,,,
275,2015-08-06 11:30:00,13.875,26.251337,13.979951,9.03,13.57,,,,,
276,2015-08-06 11:45:00,13.875,26.251812,13.979951,9,13.57,,,,,
277,2015-08-06 12:00:00,13.875,26.249493,13.950144,8.959999,13.57,,,,,
278,2015-08-06 12:15:00,13.875,26.249861,13.979951,9.02,13.57,,,,,
279,2015-08-06 12:30:00,13.875,26.250599,13.979951,9.02,13.58,,,,,
280,2015-08-06 12:45:00,13.875,26.252602,13.979951,9.009999,13.58,,,,,
281,2015-08-06 13:00:00,13.875,26.250757,13.979951,9.02,13.58,,,,,
282,2015-08-06 13:15:00,13.875,26.251181,13.950144,9,13.57,,,,,
283,2015-08-06 13:30:00,13.875,26.247808,13.979951,9.009999,13.58,,,,,
284,2015-08-06 13:45:00,13.875,26.247173,13.979951,9.02,13.58,,,,,
285,2015-08-06 14:00:00,13.875,26.242748,13.979951,9,13.58,,,,,
286,2015-08-06 14:15:00,14.75,26.247038,13.979951,9.04,13.599998,,,,,
287,2015-08-06 14:30:00,13.9375,26.239342,13.979951,9.009999,13.58,,,,,
288,2015-08-06 14:45:00,13.875,26.236423,13.979951,8.98,13.58,,,,,
289,2015-08-06 15:00:00,13.875,26.227783,13.979951,9.009999,13.58,,,,,
290,2015-08-06 15:15:00,13.875,26.223722,13.979951,9,13.58,,,,,
291,2015-08-06 15:30:00,13.875,26.218035,13.979951,9,13.57,,,,,
292,2015-08-06 15:45:00,13.875,26.217033,13.950144,8.99,13.57,,,,,
293,2015-08-06 16:00:00,13.875,26.213661,13.979951,9,13.559999,,,,,
294,2015-08-06 16:15:00,13.875,26.208918,13.979951,9.02,13.57,,,,,
295,2015-08-06 16:30:00,13.875,26.206758,13.979951,8.969999,13.559999,,,,,
