"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"11/25/15 00:00:07","","","","","","","","8.687","15.472","12.966","10.440","8.209","","",""
"11/25/15 00:00:00","","","","","","","","","","","","","-3.519","13.099","13.099"
"11/24/15 23:45:17","1.312","14.080","","","","","","","","","","","","",""
"11/24/15 23:45:14","","","8.187","26.507","12.966","10.390","8.200","","","","","","","",""
"11/24/15 23:45:07","","","","","","","","8.687","15.473","12.996","10.440","8.240","","",""
"11/24/15 23:30:17","1.375","14.079","","","","","","","","","","","","",""
"11/24/15 23:30:14","","","8.187","26.485","12.966","10.350","8.209","","","","","","","",""
"11/24/15 23:30:07","","","","","","","","8.750","15.471","13.026","10.430","8.259","","",""
"11/24/15 23:15:17","1.437","14.078","","","","","","","","","","","","",""
"11/24/15 23:15:14","","","8.187","26.514","12.996","10.360","8.200","","","","","","","",""
"11/24/15 23:15:07","","","","","","","","8.812","15.472","12.996","10.440","8.259","","",""
"11/24/15 23:00:17","1.500","14.077","","","","","","","","","","","","",""
"11/24/15 23:00:14","","","8.187","26.505","12.966","10.340","8.200","","","","","","","",""
"11/24/15 23:00:07","","","","","","","","8.750","15.468","12.966","10.480","8.290","","",""
"11/24/15 23:00:00","","","","","","","","","","","","","-3.313","13.125","13.073"
"11/24/15 22:45:17","1.625","14.076","","","","","","","","","","","","",""
"11/24/15 22:45:14","","","8.187","26.486","12.966","10.350","8.200","","","","","","","",""
"11/24/15 22:45:07","","","","","","","","8.812","15.466","13.026","10.510","8.309","","",""
"11/24/15 22:30:17","1.687","14.074","","","","","","","","","","","","",""
"11/24/15 22:30:14","","","8.187","26.505","12.996","10.330","8.190","","","","","","","",""
"11/24/15 22:30:07","","","","","","","","8.812","15.466","12.996","10.490","8.320","","",""
"11/24/15 22:15:17","1.875","14.073","","","","","","","","","","","","",""
"11/24/15 22:15:14","","","8.187","26.510","12.996","10.320","8.179","","","","","","","",""
"11/24/15 22:15:07","","","","","","","","8.812","15.464","12.996","10.520","8.339","","",""
"11/24/15 22:00:17","1.937","14.070","","","","","","","","","","","","",""
"11/24/15 22:00:14","","","8.125","26.508","12.966","10.340","8.179","","","","","","","",""
"11/24/15 22:00:07","","","","","","","","8.812","15.460","12.996","10.480","8.349","","",""
"11/24/15 22:00:00","","","","","","","","","","","","","-2.499","13.143","13.108"
"11/24/15 21:45:17","2.125","14.069","","","","","","","","","","","","",""
"11/24/15 21:45:14","","","8.125","26.503","12.996","10.350","8.169","","","","","","","",""
"11/24/15 21:45:07","","","","","","","","8.812","15.460","13.026","10.520","8.349","","",""
"11/24/15 21:30:17","2.250","14.068","","","","","","","","","","","","",""
"11/24/15 21:30:14","","","8.125","26.510","12.996","10.340","8.169","","","","","","","",""
"11/24/15 21:30:07","","","","","","","","8.875","15.458","13.026","10.510","8.370","","",""
"11/24/15 21:15:17","2.500","14.069","","","","","","","","","","","","",""
"11/24/15 21:15:14","","","8.125","26.511","12.996","10.300","8.169","","","","","","","",""
"11/24/15 21:15:07","","","","","","","","8.875","15.460","13.026","10.530","8.370","","",""
"11/24/15 21:00:17","2.562","14.068","","","","","","","","","","","","",""
"11/24/15 21:00:14","","","8.125","26.509","12.996","10.260","8.160","","","","","","","",""
"11/24/15 21:00:07","","","","","","","","8.875","15.456","12.996","10.550","8.410","","",""
"11/24/15 21:00:00","","","","","","","","","","","","","-1.771","13.143","13.117"
"11/24/15 20:45:17","2.812","14.068","","","","","","","","","","","","",""
"11/24/15 20:45:14","","","8.125","26.508","13.026","10.230","8.150","","","","","","","",""
"11/24/15 20:45:07","","","","","","","","8.875","15.456","13.055","10.560","8.429","","",""
"11/24/15 20:30:17","3.000","14.067","","","","","","","","","","","","",""
"11/24/15 20:30:14","","","8.125","26.508","13.026","10.260","8.150","","","","","","","",""
"11/24/15 20:30:07","","","","","","","","8.937","15.454","13.026","10.570","8.450","","",""
"11/24/15 20:15:17","3.250","14.065","","","","","","","","","","","","",""
"11/24/15 20:15:14","","","8.125","26.506","12.996","10.300","8.139","","","","","","","",""
"11/24/15 20:15:07","","","","","","","","9.000","15.454","13.026","10.560","8.450","","",""
"11/24/15 20:00:17","3.500","14.063","","","","","","","","","","","","",""
"11/24/15 20:00:14","","","8.125","26.500","12.996","10.280","8.129","","","","","","","",""
"11/24/15 20:00:07","","","","","","","","9.000","15.456","13.026","10.510","8.469","","",""
"11/24/15 20:00:00","","","","","","","","","","","","","-0.452","13.169","13.108"
"11/24/15 19:45:17","3.812","14.062","","","","","","","","","","","","",""
"11/24/15 19:45:14","","","8.125","26.501","13.026","10.280","8.129","","","","","","","",""
"11/24/15 19:45:07","","","","","","","","9.062","15.450","13.055","10.480","8.459","","",""
"11/24/15 19:30:17","4.125","14.061","","","","","","","","","","","","",""
"11/24/15 19:30:14","","","8.125","26.497","13.055","10.300","8.129","","","","","","","",""
"11/24/15 19:30:07","","","","","","","","9.062","15.444","13.055","10.530","8.469","","",""
"11/24/15 19:15:17","4.500","14.058","","","","","","","","","","","","",""
"11/24/15 19:15:14","","","8.125","26.500","13.026","10.290","8.120","","","","","","","",""
"11/24/15 19:15:07","","","","","","","","9.125","15.442","13.055","10.530","8.490","","",""
"11/24/15 19:00:17","4.875","14.058","","","","","","","","","","","","",""
"11/24/15 19:00:14","","","8.125","26.489","13.026","10.290","8.120","","","","","","","",""
"11/24/15 19:00:07","","","","","","","","9.125","15.447","13.055","10.530","8.549","","",""
"11/24/15 19:00:00","","","","","","","","","","","","","1.363","13.178","13.143"
"11/24/15 18:45:17","5.312","14.057","","","","","","","","","","","","",""
"11/24/15 18:45:14","","","8.125","26.490","13.055","10.290","8.129","","","","","","","",""
"11/24/15 18:45:07","","","","","","","","9.187","15.448","13.085","10.590","8.589","","",""
"11/24/15 18:30:17","5.687","14.055","","","","","","","","","","","","",""
"11/24/15 18:30:14","","","8.125","26.486","13.055","10.270","8.110","","","","","","","",""
"11/24/15 18:30:07","","","","","","","","9.312","15.449","13.085","10.590","8.660","","",""
"11/24/15 18:15:17","6.187","14.053","","","","","","","","","","","","",""
"11/24/15 18:15:14","","","8.062","26.484","13.055","10.290","8.110","","","","","","","",""
"11/24/15 18:15:07","","","","","","","","9.375","15.441","13.055","10.620","8.679","","",""
"11/24/15 18:00:17","6.625","14.049","","","","","","","","","","","","",""
"11/24/15 18:00:14","","","8.062","26.484","13.055","10.300","8.110","","","","","","","",""
"11/24/15 18:00:07","","","","","","","","9.375","15.435","13.085","10.590","8.669","","",""
"11/24/15 18:00:00","","","","","","","","","","","","","3.839","13.195","13.187"
"11/24/15 17:45:17","7.187","14.047","","","","","","","","","","","","",""
"11/24/15 17:45:14","","","8.125","26.475","13.115","10.270","8.110","","","","","","","",""
"11/24/15 17:45:07","","","","","","","","9.250","15.432","13.145","10.580","8.639","","",""
"11/24/15 17:30:17","7.875","14.044","","","","","","","","","","","","",""
"11/24/15 17:30:14","","","8.062","26.469","13.115","10.290","8.099","","","","","","","",""
"11/24/15 17:30:07","","","","","","","","9.250","15.428","13.145","10.540","8.610","","",""
"11/24/15 17:15:17","8.687","14.041","","","","","","","","","","","","",""
"11/24/15 17:15:14","","","8.062","26.448","13.115","10.280","8.099","","","","","","","",""
"11/24/15 17:15:07","","","","","","","","9.250","15.424","13.145","10.520","8.509","","",""
"11/24/15 17:00:17","9.562","14.039","","","","","","","","","","","","",""
"11/24/15 17:00:17","9.562","14.039","","","","","","","","","","","","",""
"11/24/15 17:00:14","","","8.125","26.453","13.204","10.280","8.099","","","","","","","",""
"11/24/15 17:00:14","","","8.125","26.453","13.204","10.280","8.099","","","","","","","",""
"11/24/15 17:00:07","","","","","","","","9.187","15.424","13.234","10.590","8.559","","",""
"11/24/15 17:00:07","","","","","","","","9.187","15.424","13.234","10.590","8.559","","",""
"11/24/15 17:00:00","","","","","","","","","","","","","8.023","13.362","15.943"
"11/24/15 17:00:00","","","","","","","","","","","","","8.023","13.362","15.943"
"11/24/15 16:45:17","10.562","14.036","","","","","","","","","","","","",""
"11/24/15 16:45:17","10.562","14.036","","","","","","","","","","","","",""
"11/24/15 16:45:14","","","8.125","26.442","13.353","10.270","8.089","","","","","","","",""
"11/24/15 16:45:14","","","8.125","26.442","13.353","10.270","8.089","","","","","","","",""
"11/24/15 16:45:07","","","","","","","","9.187","15.420","13.353","10.540","8.540","","",""
"11/24/15 16:45:07","","","","","","","","9.187","15.420","13.353","10.540","8.540","","",""
"11/24/15 16:30:17","11.500","14.035","","","","","","","","","","","","",""
"11/24/15 16:30:17","11.500","14.035","","","","","","","","","","","","",""
"11/24/15 16:30:14","","","8.125","26.438","13.473","10.280","8.080","","","","","","","",""
"11/24/15 16:30:14","","","8.125","26.438","13.473","10.280","8.080","","","","","","","",""
"11/24/15 16:30:07","","","","","","","","9.250","15.418","13.473","10.550","8.530","","",""
"11/24/15 16:30:07","","","","","","","","9.250","15.418","13.473","10.550","8.530","","",""
"11/24/15 16:15:17","12.500","14.033","","","","","","","","","","","","",""
"11/24/15 16:15:17","12.500","14.033","","","","","","","","","","","","",""
