Advanced Calibration Data,,,,,,,,,,,
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
153,2014-10-06 02:00:00,13.4375,26.594175,13.055903,9.24,13.199999,,,,,
154,2014-10-06 02:15:00,13.4375,26.591808,13.055903,9.24,13.199999,,,,,
155,2014-10-06 02:30:00,13.4375,26.585218,13.085711,9.23,13.199999,,,,,
156,2014-10-06 02:45:00,13.4375,26.590225,13.085711,9.219999,13.199999,,,,,
157,2014-10-06 03:00:00,13.4375,26.582846,13.026095,9.259999,13.199999,,,,,
158,2014-10-06 03:15:00,13.4375,26.584955,13.055903,9.24,13.199999,,,,,
159,2014-10-06 03:30:00,13.4375,26.58643,13.055903,9.2,13.189999,,,,,
160,2014-10-06 03:45:00,13.4375,26.584427,13.055903,9.219999,13.199999,,,,,
161,2014-10-06 04:00:00,13.4375,26.583057,12.996287,9.219999,13.199999,,,,,
162,2014-10-06 04:15:00,13.4375,26.582056,12.996287,9.219999,13.199999,,,,,
163,2014-10-06 04:30:00,13.4375,26.58316,12.996287,9.209999,13.189999,,,,,
164,2014-10-06 04:45:00,13.4375,26.58469,13.026095,9.2,13.199999,,,,,
165,2014-10-06 05:00:00,13.4375,26.583586,12.996287,9.2,13.189999,,,,,
166,2014-10-06 05:15:00,13.4375,26.588434,12.996287,9.219999,13.189999,,,,,
167,2014-10-06 05:30:00,13.4375,26.587431,12.996287,9.219999,13.199999,,,,,
168,2014-10-06 05:45:00,13.4375,26.589909,12.996287,9.2,13.199999,,,,,
169,2014-10-06 06:00:00,13.4375,26.591122,12.966479,9.219999,13.199999,,,,,
170,2014-10-06 06:15:00,13.4375,26.589277,12.966479,9.219999,13.189999,,,,,
171,2014-10-06 06:30:00,13.4375,26.591911,12.966479,9.24,13.199999,,,,,
172,2014-10-06 06:45:00,13.4375,26.590174,12.936671,9.259999,13.199999,,,,,
173,2014-10-06 07:00:00,13.4375,26.589855,12.936671,9.25,13.199999,,,,,
174,2014-10-06 07:15:00,13.4375,26.588383,12.877055,9.27,13.199999,,,,,
175,2014-10-06 07:30:00,13.4375,26.591068,12.877055,9.259999,13.199999,,,,,
176,2014-10-06 07:45:00,13.4375,26.586639,12.906863,9.24,13.199999,,,,,
177,2014-10-06 08:00:00,13.4375,26.584955,12.906863,9.259999,13.209999,,,,,
178,2014-10-06 08:15:00,13.4375,26.585272,13.026095,9.27,13.199999,,,,,
179,2014-10-06 08:30:00,13.4375,26.593071,13.204943,9.259999,13.199999,,,,,
180,2014-10-06 08:45:00,13.4375,26.597025,13.443407,9.259999,13.199999,,,,,
181,2014-10-06 09:00:00,13.5,26.60004,13.741487,9.24,13.209999,,,,,
182,2014-10-06 09:15:00,13.5,26.593138,13.979951,9.24,13.199999,,,,,
183,2014-10-06 09:30:00,13.5,26.599039,13.950144,9.209999,13.209999,,,,,
184,2014-10-06 09:45:00,13.5,26.601673,13.979951,9.259999,13.209999,,,,,
185,2014-10-06 10:00:00,13.5,26.602255,13.979951,9.259999,13.199999,,,,,
186,2014-10-06 10:15:00,13.5,26.603466,13.950144,9.28,13.199999,,,,,
187,2014-10-06 10:30:00,13.5,26.605524,13.950144,9.27,13.209999,,,,,
188,2014-10-06 10:45:00,13.5,26.603994,13.979951,9.23,13.199999,,,,,
189,2014-10-06 11:00:00,13.5,26.602676,13.979951,9.24,13.209999,,,,,
190,2014-10-06 11:15:00,13.5,26.601992,13.950144,9.219999,13.209999,,,,,
191,2014-10-06 11:30:00,13.5,26.596039,13.950144,9.24,13.199999,,,,,
192,2014-10-06 11:45:00,13.5,26.597301,13.979951,9.219999,13.209999,,,,,
193,2014-10-06 12:00:00,13.5,26.594666,13.979951,9.25,13.199999,,,,,
194,2014-10-06 12:15:00,13.5,26.587709,13.979951,9.24,13.209999,,,,,
195,2014-10-06 12:30:00,13.5,26.585972,13.979951,9.259999,13.209999,,,,,
196,2014-10-06 12:45:00,13.5,26.57933,13.979951,9.28,13.209999,,,,,
197,2014-10-06 13:00:00,13.5,26.580597,13.950144,9.27,13.209999,,,,,
198,2014-10-06 13:15:00,13.5,26.577065,13.979951,9.259999,13.209999,,,,,
199,2014-10-06 13:30:00,13.5,26.575905,13.979951,9.259999,13.209999,,,,,
200,2014-10-06 13:45:00,13.5,26.571106,13.979951,9.259999,13.209999,,,,,
201,2014-10-06 14:00:00,13.5,26.571846,13.979951,9.299999,13.209999,,,,,
202,2014-10-06 14:15:00,13.5,26.578539,13.979951,9.29,13.209999,,,,,
203,2014-10-06 14:30:00,13.5,26.56879,13.950144,9.27,13.209999,,,,,
204,2014-10-06 14:45:00,13.5,26.56921,13.979951,9.25,13.209999,,,,,
205,2014-10-06 15:00:00,13.5,26.561255,13.979951,9.29,13.209999,,,,,
206,2014-10-06 15:15:00,13.5,26.573479,13.979951,9.299999,13.219999,,,,,
207,2014-10-06 15:30:00,13.5,26.563679,13.979951,9.28,13.23,,,,,
208,2014-10-06 15:45:00,13.5,26.564098,13.979951,9.29,13.209999,,,,,
209,2014-10-06 16:00:00,13.5,26.564045,13.979951,9.309999,13.209999,,,,,
210,2014-10-06 16:15:00,13.5,26.575802,13.801103,9.259999,13.219999,,,,,
211,2014-10-06 16:30:00,13.5,26.575432,13.681871,9.309999,13.23,,,,,
212,2014-10-06 16:45:00,13.5,26.573269,13.532831,9.29,13.219999,,,,,
213,2014-10-06 17:00:00,13.5,26.58539,13.383791,9.309999,13.219999,,,,,
214,2014-10-06 17:15:00,13.5,26.579067,13.532831,9.299999,13.219999,,,,,
215,2014-10-06 17:30:00,13.5,26.572268,13.711679,9.309999,13.23,,,,,
216,2014-10-06 17:45:00,13.5,26.579594,13.711679,9.299999,13.219999,,,,,
217,2014-10-06 18:00:00,13.5,26.576855,13.532831,9.29,13.219999,,,,,
218,2014-10-06 18:15:00,13.5,26.578964,13.443407,9.28,13.219999,,,,,
219,2014-10-06 18:30:00,13.5,26.576168,13.294368,9.259999,13.219999,,,,,
220,2014-10-06 18:45:00,13.5,26.57353,13.234752,9.209999,13.219999,,,,,
221,2014-10-06 19:00:00,13.5,26.58033,13.175136,9.23,13.209999,,,,,
222,2014-10-06 19:15:00,13.4375,26.581264,13.204943,9.24,13.209999,,,,,
223,2014-10-06 19:30:00,13.5,26.5846,13.204943,9.25,13.219999,,,,,
224,2014-10-06 19:45:00,13.5,26.580648,13.175136,9.259999,13.219999,,,,,
225,2014-10-06 20:00:00,13.5,26.582809,13.145327,9.25,13.219999,,,,,
226,2014-10-06 20:15:00,13.5,26.582651,13.145327,9.259999,13.219999,,,,,
227,2014-10-06 20:30:00,13.5,26.581755,13.175136,9.219999,13.219999,,,,,
228,2014-10-06 20:45:00,13.5,26.588552,13.175136,9.23,13.199999,,,,,
229,2014-10-06 21:00:00,13.5,26.594875,13.145327,9.24,13.219999,,,,,
230,2014-10-06 21:15:00,13.4375,26.5966,13.145327,9.27,13.219999,,,,,
231,2014-10-06 21:30:00,13.5,26.595089,13.175136,9.29,13.23,,,,,
232,2014-10-06 21:45:00,13.5,26.596354,13.145327,9.299999,13.219999,,,,,
233,2014-10-06 22:00:00,13.5,26.593191,13.145327,9.299999,13.219999,,,,,
234,2014-10-06 22:15:00,13.4375,26.596338,13.11552,9.29,13.23,,,,,
235,2014-10-06 22:30:00,13.5,26.601889,13.145327,9.28,13.23,,,,,
236,2014-10-06 22:45:00,13.5,26.600935,13.145327,9.299999,13.23,,,,,
237,2014-10-06 23:00:00,13.5,26.597092,13.11552,9.299999,13.219999,,,,,
238,2014-10-06 23:15:00,13.5,26.598568,13.145327,9.309999,13.219999,,,,,
239,2014-10-06 23:30:00,13.5,26.605366,13.145327,9.309999,13.219999,,,,,
240,2014-10-06 23:45:00,13.5,26.604942,13.145327,9.32,13.23,,,,,
241,2014-10-07 00:00:00,13.4375,26.604454,13.145327,9.299999,13.23,,,,,
242,2014-10-07 00:15:00,13.5,26.611212,13.11552,9.29,13.23,,,,,
243,2014-10-07 00:30:00,13.5,26.611158,13.145327,9.299999,13.23,,,,,
244,2014-10-07 00:45:00,13.5,26.618645,13.145327,9.32,13.23,,,,,
245,2014-10-07 01:00:00,13.5,26.624285,13.11552,9.32,13.23,,,,,
246,2014-10-07 01:15:00,13.5,26.633398,13.145327,9.309999,13.23,,,,,
247,2014-10-07 01:30:00,13.5,26.629711,13.145327,9.32,13.23,,,,,
248,2014-10-07 01:45:00,13.5,26.634455,13.145327,9.309999,13.23,,,,,
249,2014-10-07 02:00:00,13.5,26.630608,13.085711,9.29,13.24,,,,,
250,2014-10-07 02:15:00,13.5,26.629972,13.085711,9.309999,13.23,,,,,
251,2014-10-07 02:30:00,13.5,26.639406,13.085711,9.309999,13.24,,,,,
252,2014-10-07 02:45:00,13.5,26.64394,13.11552,9.33,13.23,,,,,
253,2014-10-07 03:00:00,13.5,26.651108,13.085711,9.309999,13.23,,,,,
254,2014-10-07 03:15:00,13.5,26.646366,13.085711,9.299999,13.24,,,,,
255,2014-10-07 03:30:00,13.5,26.6451,13.11552,9.29,13.24,,,,,
256,2014-10-07 03:45:00,13.5,26.641253,13.085711,9.299999,13.24,,,,,
257,2014-10-07 04:00:00,13.5,26.63925,13.055903,9.259999,13.24,,,,,
258,2014-10-07 04:15:00,13.5,26.638828,13.055903,9.27,13.24,,,,,
259,2014-10-07 04:30:00,13.5,26.641306,13.055903,9.28,13.24,,,,,
260,2014-10-07 04:45:00,13.5,26.644785,13.055903,9.2,13.24,,,,,
261,2014-10-07 05:00:00,13.5,26.645256,13.026095,9.219999,13.23,,,,,
262,2014-10-07 05:15:00,13.5,26.646366,13.055903,9.24,13.23,,,,,
263,2014-10-07 05:30:00,13.5,26.635666,13.055903,9.28,13.219999,,,,,
264,2014-10-07 05:45:00,13.5,26.642149,13.026095,9.299999,13.24,,,,,
265,2014-10-07 06:00:00,13.5,26.64183,12.966479,9.299999,13.24,,,,,
266,2014-10-07 06:15:00,13.5,26.64315,12.996287,9.27,13.24,,,,,
267,2014-10-07 06:30:00,13.5,26.635717,12.996287,9.299999,13.23,,,,,
268,2014-10-07 06:45:00,13.5,26.636143,12.996287,9.299999,13.24,,,,,
269,2014-10-07 07:00:00,13.5,26.640934,12.966479,9.299999,13.23,,,,,
270,2014-10-07 07:15:00,13.5,26.637669,12.996287,9.309999,13.24,,,,,
271,2014-10-07 07:30:00,13.5,26.630711,12.936671,9.299999,13.24,,,,,
272,2014-10-07 07:45:00,13.5,26.634823,12.936671,9.33,13.23,,,,,
273,2014-10-07 08:00:00,13.5,26.640196,13.11552,9.32,13.25,,,,,
274,2014-10-07 08:15:00,13.5,26.646204,13.473215,9.339999,13.24,,,,,
275,2014-10-07 08:30:00,13.5625,26.643375,13.979951,9.32,13.24,,,,,
276,2014-10-07 08:45:00,13.5,26.643621,13.979951,9.299999,13.25,,,,,
277,2014-10-07 09:00:00,13.5625,26.648754,13.950144,9.33,13.25,,,,,
278,2014-10-07 09:15:00,13.5625,26.655024,13.979951,9.339999,13.24,,,,,
279,2014-10-07 09:30:00,13.5625,26.652285,13.950144,9.32,13.24,,,,,
280,2014-10-07 09:45:00,13.5,26.646523,13.979951,9.32,13.24,,,,,
281,2014-10-07 10:00:00,13.5,26.646313,13.979951,9.309999,13.24,,,,,
282,2014-10-07 10:15:00,13.5,26.648525,13.979951,9.299999,13.25,,,,,
283,2014-10-07 10:30:00,13.5,26.648472,13.950144,9.339999,13.25,,,,,
284,2014-10-07 10:45:00,13.5625,26.651388,13.979951,9.339999,13.25,,,,,
285,2014-10-07 11:00:00,13.5625,26.6458,13.979951,9.309999,13.25,,,,,
286,2014-10-07 11:15:00,13.5,26.644836,13.979951,9.299999,13.25,,,,,
287,2014-10-07 11:30:00,13.5625,26.647381,13.979951,9.309999,13.24,,,,,
288,2014-10-07 11:45:00,13.5625,26.64069,13.979951,9.33,13.24,,,,,
289,2014-10-07 12:00:00,13.5,26.641201,13.979951,9.32,13.24,,,,,
290,2014-10-07 12:15:00,13.5625,26.633257,13.979951,9.33,13.24,,,,,
291,2014-10-07 12:30:00,13.5625,26.633734,13.979951,9.33,13.25,,,,,
292,2014-10-07 12:45:00,13.5625,26.630518,13.979951,9.349999,13.24,,,,,
293,2014-10-07 13:00:00,13.5625,26.628517,13.950144,9.33,13.25,,,,,
294,2014-10-07 13:15:00,13.5625,26.62604,13.950144,9.339999,13.25,,,,,
295,2014-10-07 13:30:00,14.75,26.618114,13.979951,9.389999,13.349998,,,,,
