"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"01/21/17 12:00:17","12.250","13.802","","","","","","","","","","","","",""
"01/21/17 12:00:14","","","5.312","26.281","5.395","1,128.000","1,128.000","","","","","","","",""
"01/21/17 12:00:07","","","","","","","","6.437","15.113","9.180","12.060","5.700","","",""
"01/21/17 12:00:00","","","","","","","","","","","","","10.998","14.062","21.473"
"01/21/17 11:45:17","12.187","13.807","","","","","","","","","","","","",""
"01/21/17 11:45:14","","","5.375","26.286","13.353","11.640","4.780","","","","","","","",""
"01/21/17 11:45:07","","","","","","","","6.437","15.110","12.608","12.080","5.709","","",""
"01/21/17 11:30:17","12.312","13.811","","","","","","","","","","","","",""
"01/21/17 11:30:14","","","5.375","26.289","13.383","11.720","4.620","","","","","","","",""
"01/21/17 11:30:07","","","","","","","","6.437","15.120","13.413","12.070","5.709","","",""
"01/21/17 11:15:17","11.937","13.818","","","","","","","","","","","","",""
"01/21/17 11:15:14","","","5.437","26.295","11.416","11.660","4.780","","","","","","","",""
"01/21/17 11:15:07","","","","","","","","6.625","15.132","11.565","12.020","5.719","","",""
"01/21/17 11:00:17","11.875","13.818","","","","","","","","","","","","",""
"01/21/17 11:00:14","","","5.437","26.297","8.197","11.660","4.860","","","","","","","",""
"01/21/17 11:00:07","","","","","","","","6.375","15.134","12.221","11.970","5.700","","",""
"01/21/17 11:00:00","","","","","","","","","","","","","11.071","14.088","21.508"
"01/21/17 10:45:17","10.937","13.824","","","","","","","","","","","","",""
"01/21/17 10:45:14","","","5.375","26.299","13.443","11.660","4.770","","","","","","","",""
"01/21/17 10:45:07","","","","","","","","6.312","15.131","12.578","11.910","5.669","","",""
"01/21/17 10:30:17","10.687","13.828","","","","","","","","","","","","",""
"01/21/17 10:30:14","","","5.437","26.306","12.817","11.710","4.780","","","","","","","",""
"01/21/17 10:30:07","","","","","","","","6.500","15.132","13.622","11.960","5.639","","",""
"01/20/17 20:00:17","8.500","13.822","","","","","","","","","","","","",""
"01/20/17 20:00:17","8.500","13.822","","","","","","","","","","","","",""
"01/20/17 20:00:14","","","4.875","26.302","5.901","11.720","4.750","","","","","","","",""
"01/20/17 20:00:14","","","4.875","26.302","5.901","11.720","4.750","","","","","","","",""
"01/20/17 20:00:07","","","","","","","","5.312","15.126","6.021","11.970","4.720","","",""
"01/20/17 20:00:07","","","","","","","","5.312","15.126","6.021","11.970","4.720","","",""
"01/20/17 20:00:00","","","","","","","","","","","","","5.557","7.656","6.965"
"01/20/17 20:00:00","","","","","","","","","","","","","5.557","7.656","6.965"
"01/20/17 19:45:17","8.500","13.821","","","","","","","","","","","","",""
"01/20/17 19:45:17","8.500","13.821","","","","","","","","","","","","",""
"01/20/17 19:45:14","","","4.937","26.303","6.885","11.760","4.740","","","","","","","",""
"01/20/17 19:45:14","","","4.937","26.303","6.885","11.760","4.740","","","","","","","",""
"01/20/17 19:45:07","","","","","","","","5.250","15.127","6.855","11.960","4.720","","",""
"01/20/17 19:45:07","","","","","","","","5.250","15.127","6.855","11.960","4.720","","",""
"01/20/17 19:30:17","8.562","13.820","","","","","","","","","","","","",""
"01/20/17 19:30:17","8.562","13.820","","","","","","","","","","","","",""
"01/20/17 19:30:14","","","4.812","26.298","8.077","11.680","4.740","","","","","","","",""
"01/20/17 19:30:14","","","4.812","26.298","8.077","11.680","4.740","","","","","","","",""
"01/20/17 19:30:07","","","","","","","","5.125","15.135","7.660","11.920","4.700","","",""
"01/20/17 19:30:07","","","","","","","","5.125","15.135","7.660","11.920","4.700","","",""
"01/20/17 19:15:17","8.625","13.820","","","","","","","","","","","","",""
"01/20/17 19:15:17","8.625","13.820","","","","","","","","","","","","",""
"01/20/17 19:15:14","","","4.937","26.301","8.435","11.600","4.750","","","","","","","",""
"01/20/17 19:15:14","","","4.937","26.301","8.435","11.600","4.750","","","","","","","",""
"01/20/17 19:15:07","","","","","","","","5.062","15.121","8.435","11.890","4.610","","",""
"01/20/17 19:15:07","","","","","","","","5.062","15.121","8.435","11.890","4.610","","",""
"01/20/17 19:00:17","8.750","13.816","","","","","","","","","","","","",""
"01/20/17 19:00:14","","","4.937","26.299","8.435","11.570","4.780","","","","","","","",""
"01/20/17 19:00:07","","","","","","","","5.062","15.120","8.405","11.910","4.580","","",""
"01/20/17 19:00:00","","","","","","","","","","","","","5.883","8.120","7.612"
"01/20/17 18:45:17","8.875","13.813","","","","","","","","","","","","",""
"01/20/17 18:45:14","","","5.750","26.295","9.866","11.500","4.840","","","","","","","",""
"01/20/17 18:45:07","","","","","","","","5.062","15.123","9.598","11.900","4.570","","",""
"01/20/17 18:30:17","8.937","13.809","","","","","","","","","","","","",""
"01/20/17 18:30:14","","","5.000","26.289","10.522","11.590","4.740","","","","","","","",""
"01/20/17 18:30:07","","","","","","","","5.125","15.121","10.671","11.960","4.570","","",""
"01/20/17 18:15:17","9.062","13.809","","","","","","","","","","","","",""
"01/20/17 18:15:14","","","5.125","26.291","12.221","11.630","4.720","","","","","","","",""
"01/20/17 18:15:07","","","","","","","","5.125","15.125","12.489","12.030","4.570","","",""
"01/20/17 18:00:17","9.250","13.805","","","","","","","","","","","","",""
"01/20/17 18:00:14","","","5.125","26.285","12.191","11.690","4.730","","","","","","","",""
"01/20/17 18:00:07","","","","","","","","5.125","15.118","12.668","12.020","4.580","","",""
"01/20/17 18:00:00","","","","","","","","","","","","","6.686","13.082","13.047"
"01/20/17 17:45:17","9.437","13.800","","","","","","","","","","","","",""
"01/20/17 17:45:14","","","5.187","26.280","13.026","11.720","4.730","","","","","","","",""
"01/20/17 17:45:07","","","","","","","","5.125","15.103","13.026","12.080","4.590","","",""
"01/20/17 17:30:17","9.687","13.798","","","","","","","","","","","","",""
"01/20/17 17:30:14","","","5.312","26.282","13.026","11.820","4.730","","","","","","","",""
"01/20/17 17:30:07","","","","","","","","5.125","15.106","12.996","12.090","4.610","","",""
"01/20/17 17:15:17","9.875","13.800","","","","","","","","","","","","",""
"01/20/17 17:15:14","","","5.125","26.281","13.115","11.860","4.730","","","","","","","",""
"01/20/17 17:15:07","","","","","","","","5.187","15.111","13.085","12.060","4.620","","",""
"01/20/17 17:00:17","10.375","13.797","","","","","","","","","","","","",""
"01/20/17 17:00:14","","","5.250","26.279","13.115","11.790","4.740","","","","","","","",""
"01/20/17 17:00:07","","","","","","","","5.250","15.111","13.085","12.060","4.630","","",""
"01/20/17 17:00:00","","","","","","","","","","","","","8.590","13.222","14.307"
"01/20/17 16:45:17","10.875","13.798","","","","","","","","","","","","",""
"01/20/17 16:45:14","","","5.125","26.276","13.264","11.700","4.730","","","","","","","",""
"01/20/17 16:45:07","","","","","","","","5.250","15.109","13.234","12.080","4.650","","",""
"01/20/17 16:30:17","11.500","13.790","","","","","","","","","","","","",""
"01/20/17 16:30:14","","","5.312","26.273","13.383","11.710","4.730","","","","","","","",""
"01/20/17 16:30:07","","","","","","","","5.312","15.100","13.353","12.110","4.650","","",""
"01/20/17 16:15:17","12.062","13.793","","","","","","","","","","","","",""
"01/20/17 16:15:14","","","5.125","26.271","13.324","11.770","4.730","","","","","","","",""
"01/20/17 16:15:07","","","","","","","","5.375","15.108","13.532","12.170","4.650","","",""
"01/20/17 16:00:17","12.562","13.793","","","","","","","","","","","","",""
"01/20/17 16:00:14","","","5.312","26.274","13.532","11.710","4.730","","","","","","","",""
"01/20/17 16:00:07","","","","","","","","5.437","15.109","13.532","12.190","4.680","","",""
"01/20/17 16:00:00","","","","","","","","","","","","","12.119","13.764","15.015"
"01/20/17 15:45:17","13.062","13.795","","","","","","","","","","","","",""
"01/20/17 15:45:14","","","5.125","26.274","13.950","11.700","4.730","","","","","","","",""
"01/20/17 15:45:07","","","","","","","","5.562","15.104","13.920","12.130","4.710","","",""
"01/20/17 15:30:17","12.437","13.793","","","","","","","","","","","","",""
"01/20/17 15:30:14","","","5.250","26.275","14.009","11.750","4.730","","","","","","","",""
"01/20/17 15:30:07","","","","","","","","5.562","15.103","13.950","12.130","4.720","","",""
"01/20/17 15:15:17","12.500","13.793","","","","","","","","","","","","",""
"01/20/17 15:15:14","","","5.187","26.272","13.950","11.840","4.730","","","","","","","",""
"01/20/17 15:15:07","","","","","","","","5.625","15.108","13.920","12.160","4.730","","",""
"01/20/17 15:00:17","12.500","13.792","","","","","","","","","","","","",""
"01/20/17 15:00:14","","","5.687","26.275","13.950","11.830","4.730","","","","","","","",""
"01/20/17 15:00:07","","","","","","","","5.625","15.102","13.860","12.180","4.760","","",""
"01/20/17 15:00:00","","","","","","","","","","","","","11.536","14.053","21.219"
"01/20/17 14:45:17","12.062","13.791","","","","","","","","","","","","",""
"01/20/17 14:45:14","","","5.250","26.275","10.820","11.790","4.730","","","","","","","",""
"01/20/17 14:45:07","","","","","","","","5.625","15.107","6.855","12.250","4.770","","",""
"01/20/17 14:30:17","12.562","13.792","","","","","","","","","","","","",""
"01/20/17 14:30:14","","","5.562","26.275","12.668","11.730","4.730","","","","","","","",""
"01/20/17 14:30:07","","","","","","","","5.875","15.108","10.760","12.420","4.810","","",""
"01/20/17 05:00:17","8.562","13.820","","","","","","","","","","","","",""
"01/20/17 05:00:14","","","4.750","26.286","5.067","1,128.000","1,128.000","","","","","","","",""
"01/20/17 05:00:07","","","","","","","","5.375","15.120","5.156","1,128.000","1,128.000","","",""
"01/20/17 05:00:00","","","","","","","","","","","","","5.530","5.941","5.355"
"01/20/17 04:45:17","8.750","13.805","","","","","","","","","","","","",""
"01/20/17 04:45:14","","","4.750","26.269","5.454","11.580","4.780","","","","","","","",""
"01/20/17 04:45:07","","","","","","","","5.375","15.105","5.663","8.669","5.639","","",""
"01/20/17 04:30:17","8.937","13.817","","","","","","","","","","","","",""
"01/20/17 04:30:14","","","4.812","26.278","5.663","11.750","4.710","","","","","","","",""
"01/20/17 04:30:07","","","","","","","","5.375","15.117","6.259","11.930","4.870","","",""
"01/20/17 04:15:17","8.937","13.824","","","","","","","","","","","","",""
"01/20/17 04:15:14","","","4.812","26.287","6.289","11.870","4.700","","","","","","","",""
"01/20/17 04:15:07","","","","","","","","5.312","15.115","6.468","11.950","4.880","","",""
"01/20/17 04:00:17","8.812","13.823","","","","","","","","","","","","",""
"01/20/17 04:00:14","","","4.875","26.284","7.004","11.850","4.700","","","","","","","",""
"01/20/17 04:00:07","","","","","","","","5.312","15.111","7.094","11.950","4.890","","",""
"01/20/17 04:00:00","","","","","","","","","","","","","5.802","8.006","7.507"
"01/20/17 03:45:17","8.687","13.828","","","","","","","","","","","","",""
"01/20/17 03:45:14","","","4.812","26.289","7.750","11.840","4.700","","","","","","","",""
"01/20/17 03:45:07","","","","","","","","5.312","15.114","6.140","11.920","4.890","","",""
"01/20/17 03:30:17","8.625","13.830","","","","","","","","","","","","",""
"01/20/17 03:30:14","","","4.875","26.291","9.478","11.800","4.700","","","","","","","",""
"01/20/17 03:30:07","","","","","","","","5.312","15.125","9.717","11.950","4.910","","",""
"01/20/17 03:15:17","8.687","13.830","","","","","","","","","","","","",""
"01/20/17 03:15:14","","","4.875","26.297","9.598","11.830","4.710","","","","","","","",""
"01/20/17 03:15:07","","","","","","","","5.312","15.122","9.657","11.930","4.920","","",""
"01/20/17 03:00:17","8.750","13.828","","","","","","","","","","","","",""
"01/20/17 03:00:14","","","4.875","26.293","9.508","11.790","4.690","","","","","","","",""
