"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"12/23/16 15:00:07","","","","","","","","3.937","15.211","7.750","1,128.000","1,128.000","","",""
"12/23/16 15:00:00","","","","","","","","","","","","","8.153","14.062","21.386"
"12/23/16 14:45:17","10.625","14.056","","","","","","","","","","","","",""
"12/23/16 14:45:14","","","5.312","26.374","13.950","12.510","3.630","","","","","","","",""
"12/23/16 14:45:07","","","","","","","","4.250","15.197","13.890","12.790","3.290","","",""
"12/23/16 14:30:17","10.250","14.064","","","","","","","","","","","","",""
"12/23/16 14:30:14","","","-60.000","0.017","14.278","0.000","0.000","","","","","","","",""
"12/23/16 14:30:07","","","","","","","","4.125","0.428","14.128","0.000","0.000","","",""
"12/23/16 14:15:17","9.750","14.061","","","","","","","","","","","","",""
"12/23/16 14:15:14","","","4.437","0.362","14.278","0.000","0.000","","","","","","","",""
"12/23/16 14:15:07","","","","","","","","3.875","15.207","9.955","12.730","3.270","","",""
"12/23/16 14:00:17","9.687","14.068","","","","","","","","","","","","",""
"12/23/16 14:00:14","","","4.500","26.391","13.950","12.480","3.660","","","","","","","",""
"12/23/16 14:00:07","","","","","","","","3.937","15.209","9.598","12.880","3.270","","",""
"12/23/16 14:00:00","","","","","","","","","","","","","8.023","14.070","22.191"
"12/23/16 13:45:17","9.500","14.068","","","","","","","","","","","","",""
"12/23/16 13:45:14","","","4.312","26.385","13.741","12.510","3.620","","","","","","","",""
"12/23/16 13:45:07","","","","","","","","3.937","15.209","11.327","12.880","3.240","","",""
"12/23/16 13:30:17","9.375","14.070","","","","","","","","","","","","",""
"12/23/16 13:30:14","","","4.687","26.394","10.015","1,128.000","1,128.000","","","","","","","",""
"12/23/16 13:30:07","","","","","","","","3.937","15.221","12.489","13.100","3.230","","",""
"12/23/16 13:15:17","9.000","14.074","","","","","","","","","","","","",""
"12/23/16 13:15:14","","","4.375","26.391","12.817","12.480","3.670","","","","","","","",""
"12/23/16 13:15:07","","","","","","","","4.062","15.224","11.535","13.090","3.190","","",""
"12/23/16 13:00:17","8.687","14.078","","","","","","","","","","","","",""
"12/23/16 13:00:14","","","4.125","26.394","13.830","12.430","3.680","","","","","","","",""
"12/23/16 13:00:07","","","","","","","","3.937","15.218","10.909","12.930","3.170","","",""
"12/23/16 13:00:00","","","","","","","","","","","","","6.793","14.044","22.138"
"12/23/16 12:45:17","8.562","14.073","","","","","","","","","","","","",""
"12/23/16 12:45:14","","","4.187","26.386","9.240","12.420","3.670","","","","","","","",""
"12/23/16 12:45:07","","","","","","","","3.750","15.219","10.492","12.910","3.160","","",""
"12/23/16 12:30:17","8.625","14.077","","","","","","","","","","","","",""
"12/23/16 12:30:14","","","4.187","26.389","13.801","12.470","3.690","","","","","","","",""
"12/23/16 12:30:07","","","","","","","","3.812","15.216","12.757","12.940","3.160","","",""
"12/23/16 12:15:17","8.625","14.084","","","","","","","","","","","","",""
"12/23/16 12:15:14","","","4.312","26.401","13.413","12.490","3.650","","","","","","","",""
"12/23/16 12:15:07","","","","","","","","4.062","15.224","13.652","12.820","3.160","","",""
"12/23/16 12:00:17","8.312","14.088","","","","","","","","","","","","",""
"12/23/16 12:00:14","","","4.125","26.405","12.280","12.470","3.630","","","","","","","",""
"12/23/16 12:00:07","","","","","","","","3.750","15.232","9.031","12.830","3.120","","",""
"12/23/16 12:00:00","","","","","","","","","","","","","6.233","14.053","22.077"
"12/23/16 11:45:17","8.500","14.091","","","","","","","","","","","","",""
"12/23/16 11:45:14","","","4.125","26.410","13.324","12.490","3.620","","","","","","","",""
"12/23/16 11:45:07","","","","","","","","3.812","15.236","13.711","12.750","3.090","","",""
"12/23/16 11:30:17","8.625","14.095","","","","","","","","","","","","",""
"12/23/16 11:30:14","","","4.250","26.406","13.264","12.470","3.630","","","","","","","",""
"12/23/16 11:30:07","","","","","","","","3.750","15.236","11.505","12.750","3.060","","",""
"12/23/16 11:15:17","8.875","14.098","","","","","","","","","","","","",""
"12/23/16 11:15:14","","","4.625","26.414","13.234","12.490","3.630","","","","","","","",""
"12/23/16 11:15:07","","","","","","","","3.625","15.233","9.121","12.700","3.010","","",""
"12/23/16 11:00:17","9.062","14.099","","","","","","","","","","","","",""
"12/23/16 11:00:17","9.062","14.099","","","","","","","","","","","","",""
"12/23/16 11:00:14","","","5.000","26.415","11.356","12.530","3.620","","","","","","","",""
"12/23/16 11:00:14","","","5.000","26.415","11.356","12.530","3.620","","","","","","","",""
"12/23/16 11:00:07","","","","","","","","3.562","15.237","12.966","12.690","2.960","","",""
"12/23/16 11:00:07","","","","","","","","3.562","15.237","12.966","12.690","2.960","","",""
"12/23/16 11:00:00","","","","","","","","","","","","","8.513","12.241","21.561"
"12/23/16 11:00:00","","","","","","","","","","","","","8.513","12.241","21.561"
"12/23/16 10:45:17","9.312","14.098","","","","","","","","","","","","",""
"12/23/16 10:45:17","9.312","14.098","","","","","","","","","","","","",""
"12/23/16 10:45:14","","","5.062","26.415","12.102","12.530","3.600","","","","","","","",""
"12/23/16 10:45:14","","","5.062","26.415","12.102","12.530","3.600","","","","","","","",""
"12/23/16 10:45:07","","","","","","","","3.500","15.238","11.595","12.670","2.930","","",""
"12/23/16 10:45:07","","","","","","","","3.500","15.238","11.595","12.670","2.930","","",""
"12/23/16 10:30:17","8.562","14.100","","","","","","","","","","","","",""
"12/23/16 10:30:17","8.562","14.100","","","","","","","","","","","","",""
"12/23/16 10:30:14","","","5.125","26.414","8.852","12.530","3.570","","","","","","","",""
"12/23/16 10:30:14","","","5.125","26.414","8.852","12.530","3.570","","","","","","","",""
"12/23/16 10:30:07","","","","","","","","3.437","15.240","11.148","11.120","4.060","","",""
"12/23/16 10:30:07","","","","","","","","3.437","15.240","11.148","11.120","4.060","","",""
"12/23/16 10:15:17","7.250","14.102","","","","","","","","","","","","",""
"12/23/16 10:15:17","7.250","14.102","","","","","","","","","","","","",""
"12/23/16 10:15:14","","","4.687","26.419","12.668","12.530","3.580","","","","","","","",""
"12/23/16 10:15:14","","","4.687","26.419","12.668","12.530","3.580","","","","","","","",""
"12/23/16 10:15:07","","","","","","","","3.625","15.242","12.131","11.840","2.870","","",""
"12/23/16 10:15:07","","","","","","","","3.625","15.242","12.131","11.840","2.870","","",""
"12/23/16 01:00:17","0.750","14.030","","","","","","","","","","","","",""
"12/23/16 01:00:17","0.750","14.030","","","","","","","","","","","","",""
"12/23/16 01:00:14","","","3.687","26.326","5.037","1,128.000","1,128.000","","","","","","","",""
"12/23/16 01:00:14","","","3.687","26.326","5.037","1,128.000","1,128.000","","","","","","","",""
"12/23/16 01:00:07","","","","","","","","3.375","15.162","5.723","6.419","5.120","","",""
"12/23/16 01:00:07","","","","","","","","3.375","15.162","5.723","6.419","5.120","","",""
"12/23/16 01:00:00","","","","","","","","","","","","","-4.182","7.822","7.324"
"12/23/16 01:00:00","","","","","","","","","","","","","-4.182","7.822","7.324"
"12/23/16 00:45:17","0.812","14.028","","","","","","","","","","","","",""
"12/23/16 00:45:17","0.812","14.028","","","","","","","","","","","","",""
"12/23/16 00:45:14","","","3.687","26.325","6.289","12.620","3.520","","","","","","","",""
"12/23/16 00:45:14","","","3.687","26.325","6.289","12.620","3.520","","","","","","","",""
"12/23/16 00:45:07","","","","","","","","3.375","15.153","6.319","12.520","3.010","","",""
"12/23/16 00:45:07","","","","","","","","3.375","15.153","6.319","12.520","3.010","","",""
"12/23/16 00:30:17","1.062","14.030","","","","","","","","","","","","",""
"12/23/16 00:30:17","1.062","14.030","","","","","","","","","","","","",""
"12/23/16 00:30:14","","","3.687","26.328","6.498","12.670","3.510","","","","","","","",""
"12/23/16 00:30:14","","","3.687","26.328","6.498","12.670","3.510","","","","","","","",""
"12/23/16 00:30:07","","","","","","","","3.375","15.150","6.438","12.480","3.090","","",""
"12/23/16 00:30:07","","","","","","","","3.375","15.150","6.438","12.480","3.090","","",""
"12/23/16 00:15:17","1.375","14.027","","","","","","","","","","","","",""
"12/23/16 00:15:17","1.375","14.027","","","","","","","","","","","","",""
"12/23/16 00:15:14","","","3.687","26.321","6.826","12.670","3.480","","","","","","","",""
"12/23/16 00:15:14","","","3.687","26.321","6.826","12.670","3.480","","","","","","","",""
"12/23/16 00:15:07","","","","","","","","3.437","15.144","6.647","12.520","3.080","","",""
"12/23/16 00:15:07","","","","","","","","3.437","15.144","6.647","12.520","3.080","","",""
"12/23/16 00:00:17","1.437","14.026","","","","","","","","","","","","",""
"12/23/16 00:00:14","","","3.750","26.326","6.736","12.650","3.470","","","","","","","",""
"12/23/16 00:00:07","","","","","","","","3.437","15.151","6.706","12.530","3.090","","",""
"12/23/16 00:00:00","","","","","","","","","","","","","-3.210","8.304","7.840"
"12/22/16 23:45:17","1.562","14.026","","","","","","","","","","","","",""
"12/22/16 23:45:14","","","3.875","26.324","8.018","12.670","3.480","","","","","","","",""
"12/22/16 23:45:07","","","","","","","","3.437","15.153","8.077","12.490","3.040","","",""
"12/22/16 23:30:17","1.812","14.023","","","","","","","","","","","","",""
"12/22/16 23:30:14","","","3.625","26.322","8.405","12.640","3.490","","","","","","","",""
"12/22/16 23:30:07","","","","","","","","3.437","15.150","8.495","12.490","3.000","","",""
"12/22/16 23:15:17","2.062","14.025","","","","","","","","","","","","",""
"12/22/16 23:15:14","","","3.625","26.322","9.031","12.660","3.470","","","","","","","",""
