"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"10/21/17 00:00:17","12.625","14.011","","","","","","","","","","","","",""
"10/21/17 00:00:14","","","15.750","26.481","8.495","6.610","15.990","","","","","","","",""
"10/21/17 00:00:07","","","","","","","","18.125","15.256","8.525","7.900","17.870","","",""
"10/21/17 00:00:00","","","","","","","","","","","","","10.355","8.129","7.621"
"10/20/17 23:45:17","12.750","14.009","","","","","","","","","","","","",""
"10/20/17 23:45:14","","","15.750","26.476","8.495","6.610","15.980","","","","","","","",""
"10/20/17 23:45:07","","","","","","","","18.187","15.255","8.554","7.919","17.890","","",""
"10/20/17 23:30:17","12.875","14.010","","","","","","","","","","","","",""
"10/20/17 23:30:14","","","15.750","26.477","8.554","6.639","15.990","","","","","","","",""
"10/20/17 23:30:07","","","","","","","","18.187","15.254","8.554","7.919","17.910","","",""
"10/20/17 23:15:17","13.062","14.011","","","","","","","","","","","","",""
"10/20/17 23:15:14","","","15.750","26.480","8.525","6.650","15.990","","","","","","","",""
"10/20/17 23:15:07","","","","","","","","18.250","15.260","8.554","7.929","17.950","","",""
"10/20/17 23:00:17","13.187","14.011","","","","","","","","","","","","",""
"10/20/17 23:00:14","","","15.750","26.479","8.525","6.639","15.990","","","","","","","",""
"10/20/17 23:00:07","","","","","","","","18.312","15.257","8.525","7.919","17.990","","",""
"10/20/17 23:00:00","","","","","","","","","","","","","11.071","8.102","7.639"
"10/20/17 22:45:17","13.312","14.008","","","","","","","","","","","","",""
"10/20/17 22:45:14","","","15.750","26.475","8.554","6.629","15.990","","","","","","","",""
"10/20/17 22:45:07","","","","","","","","18.375","15.248","8.525","7.980","18.060","","",""
"10/20/17 22:30:17","13.562","14.007","","","","","","","","","","","","",""
"10/20/17 22:30:14","","","15.750","26.474","8.554","6.629","15.980","","","","","","","",""
"10/20/17 22:30:07","","","","","","","","18.375","15.250","8.554","8.000","18.100","","",""
"10/20/17 22:15:17","13.812","14.007","","","","","","","","","","","","",""
"10/20/17 22:15:14","","","15.750","26.474","8.554","6.610","15.980","","","","","","","",""
"10/20/17 22:15:07","","","","","","","","18.437","15.252","8.584","8.000","18.150","","",""
"10/20/17 22:00:17","14.000","14.002","","","","","","","","","","","","",""
"10/20/17 22:00:14","","","15.750","26.469","8.525","6.620","15.980","","","","","","","",""
"10/20/17 22:00:07","","","","","","","","18.500","15.246","8.525","8.040","18.170","","",""
"10/20/17 22:00:00","","","","","","","","","","","","","12.022","8.111","7.639"
"10/20/17 21:45:17","14.250","14.001","","","","","","","","","","","","",""
"10/20/17 21:45:14","","","15.687","26.457","8.554","6.610","15.990","","","","","","","",""
"10/20/17 21:45:07","","","","","","","","18.500","15.247","8.584","7.980","18.220","","",""
"10/20/17 21:30:17","14.500","14.000","","","","","","","","","","","","",""
"10/20/17 21:30:14","","","15.750","26.463","8.554","6.620","15.980","","","","","","","",""
"10/20/17 21:30:07","","","","","","","","18.562","15.238","8.554","7.990","18.270","","",""
"10/20/17 21:15:17","14.812","13.996","","","","","","","","","","","","",""
"10/20/17 21:15:14","","","15.750","26.461","8.554","6.589","15.990","","","","","","","",""
"10/20/17 21:15:07","","","","","","","","18.625","15.236","8.584","8.000","18.270","","",""
"10/20/17 21:00:17","15.125","13.993","","","","","","","","","","","","",""
"10/20/17 21:00:14","","","15.750","26.450","8.495","6.589","15.980","","","","","","","",""
"10/20/17 21:00:07","","","","","","","","18.687","15.231","8.525","7.969","18.250","","",""
"10/20/17 21:00:00","","","","","","","","","","","","","13.461","8.111","7.630"
"10/20/17 20:45:17","15.437","13.993","","","","","","","","","","","","",""
"10/20/17 20:45:14","","","15.750","26.458","8.584","6.580","15.980","","","","","","","",""
"10/20/17 20:45:07","","","","","","","","18.750","15.238","8.584","7.980","18.300","","",""
"10/20/17 20:30:17","15.812","13.993","","","","","","","","","","","","",""
"10/20/17 20:30:14","","","15.750","26.459","8.584","6.570","15.990","","","","","","","",""
"10/20/17 20:30:07","","","","","","","","18.875","15.237","8.584","7.980","18.360","","",""
"10/20/17 20:15:17","16.312","13.994","","","","","","","","","","","","",""
"10/20/17 20:15:14","","","15.750","26.454","8.584","6.559","15.980","","","","","","","",""
"10/20/17 20:15:07","","","","","","","","18.937","15.236","8.584","7.980","18.400","","",""
"10/20/17 20:00:17","16.750","13.993","","","","","","","","","","","","",""
"10/20/17 20:00:14","","","15.750","26.460","8.495","6.549","15.980","","","","","","","",""
"10/20/17 20:00:07","","","","","","","","19.000","15.235","8.554","7.969","18.440","","",""
"10/20/17 20:00:00","","","","","","","","","","","","","15.802","8.120","7.639"
"10/20/17 19:45:17","17.375","13.991","","","","","","","","","","","","",""
"10/20/17 19:45:14","","","15.687","26.458","8.584","6.570","15.990","","","","","","","",""
"10/20/17 19:45:07","","","","","","","","19.062","15.233","8.614","7.980","18.490","","",""
"10/20/17 19:30:17","17.937","13.989","","","","","","","","","","","","",""
"10/20/17 19:30:14","","","15.750","26.455","8.584","6.549","15.980","","","","","","","",""
"10/20/17 19:30:07","","","","","","","","19.000","15.233","8.614","7.959","18.540","","",""
"10/20/17 19:15:17","18.625","13.989","","","","","","","","","","","","",""
"10/20/17 19:15:14","","","15.750","26.456","8.584","6.599","15.980","","","","","","","",""
"10/20/17 19:15:07","","","","","","","","19.000","15.229","8.614","7.940","18.560","","",""
"10/20/17 19:00:17","19.375","13.986","","","","","","","","","","","","",""
"10/20/17 19:00:14","","","15.750","26.456","8.525","6.580","15.990","","","","","","","",""
"10/20/17 19:00:07","","","","","","","","19.062","15.228","8.554","7.879","18.560","","",""
"10/20/17 19:00:00","","","","","","","","","","","","","19.103","8.094","7.630"
"10/20/17 18:45:17","20.250","13.985","","","","","","","","","","","","",""
"10/20/17 18:45:14","","","15.750","26.438","8.584","6.589","15.980","","","","","","","",""
"10/20/17 18:45:07","","","","","","","","19.125","15.223","8.614","7.900","18.380","","",""
