"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"05/23/17 00:00:07","","","","","","","","21.625","15.127","13.026","8.520","21.330","","",""
"05/23/17 00:00:00","","","","","","","","","","","","","14.475","13.099","13.090"
"05/22/17 23:45:17","16.625","13.874","","","","","","","","","","","","",""
"05/22/17 23:45:14","","","10.125","26.302","12.996","9.879","10.220","","","","","","","",""
"05/22/17 23:45:07","","","","","","","","21.687","15.127","13.026","8.520","21.420","","",""
"05/22/17 23:30:17","17.062","13.877","","","","","","","","","","","","",""
"05/22/17 23:30:14","","","10.125","26.306","13.026","9.849","10.210","","","","","","","",""
"05/22/17 23:30:07","","","","","","","","21.687","15.131","13.055","8.559","21.440","","",""
"05/22/17 23:15:17","17.562","13.875","","","","","","","","","","","","",""
"05/22/17 23:15:14","","","10.125","26.299","12.996","9.849","10.210","","","","","","","",""
"05/22/17 23:15:07","","","","","","","","21.750","15.126","13.026","8.549","21.460","","",""
"05/22/17 23:00:17","18.000","13.878","","","","","","","","","","","","",""
"05/22/17 23:00:14","","","10.125","26.306","13.026","9.870","10.200","","","","","","","",""
"05/22/17 23:00:14","","","10.125","26.306","13.026","9.870","10.200","","","","","","","",""
"05/22/17 23:00:07","","","","","","","","21.875","15.133","13.026","8.540","21.490","","",""
"05/22/17 23:00:07","","","","","","","","21.875","15.133","13.026","8.540","21.490","","",""
"05/22/17 23:00:00","","","","","","","","","","","","","16.424","13.125","13.108"
"05/22/17 23:00:00","","","","","","","","","","","","","16.424","13.125","13.108"
"05/22/17 22:45:17","18.250","13.881","","","","","","","","","","","","",""
"05/22/17 22:45:17","18.250","13.881","","","","","","","","","","","","",""
"05/22/17 22:45:14","","","10.125","26.307","13.026","9.879","10.210","","","","","","","",""
"05/22/17 22:45:14","","","10.125","26.307","13.026","9.879","10.210","","","","","","","",""
"05/22/17 22:45:07","","","","","","","","21.937","15.134","13.055","8.500","21.570","","",""
"05/22/17 22:45:07","","","","","","","","21.937","15.134","13.055","8.500","21.570","","",""
"05/22/17 22:30:17","18.500","13.878","","","","","","","","","","","","",""
"05/22/17 22:30:17","18.500","13.878","","","","","","","","","","","","",""
"05/22/17 22:30:14","","","10.125","26.308","13.055","9.889","10.210","","","","","","","",""
"05/22/17 22:30:14","","","10.125","26.308","13.055","9.889","10.210","","","","","","","",""
"05/22/17 22:30:07","","","","","","","","22.062","15.129","13.055","8.500","21.670","","",""
"05/22/17 22:30:07","","","","","","","","22.062","15.129","13.055","8.500","21.670","","",""
"05/22/17 22:15:17","19.000","13.877","","","","","","","","","","","","",""
"05/22/17 22:15:17","19.000","13.877","","","","","","","","","","","","",""
"05/22/17 22:15:14","","","10.125","26.309","13.055","9.879","10.210","","","","","","","",""
"05/22/17 22:15:14","","","10.125","26.309","13.055","9.879","10.210","","","","","","","",""
"05/22/17 22:15:07","","","","","","","","22.187","15.134","13.055","8.509","21.770","","",""
"05/22/17 22:15:07","","","","","","","","22.187","15.134","13.055","8.509","21.770","","",""
"05/22/17 22:00:17","19.125","13.881","","","","","","","","","","","","",""
"05/22/17 22:00:17","19.125","13.881","","","","","","","","","","","","",""
"05/22/17 22:00:17","19.125","13.881","","","","","","","","","","","","",""
"05/22/17 22:00:17","19.125","13.881","","","","","","","","","","","","",""
"05/22/17 22:00:14","","","10.125","26.314","13.026","9.889","10.210","","","","","","","",""
"05/22/17 22:00:14","","","10.125","26.314","13.026","9.889","10.210","","","","","","","",""
"05/22/17 22:00:14","","","10.125","26.314","13.026","9.889","10.210","","","","","","","",""
"05/22/17 22:00:14","","","10.125","26.314","13.026","9.889","10.210","","","","","","","",""
"05/22/17 22:00:07","","","","","","","","22.250","15.134","13.026","8.500","21.860","","",""
"05/22/17 22:00:07","","","","","","","","22.250","15.134","13.026","8.500","21.860","","",""
"05/22/17 22:00:07","","","","","","","","22.250","15.134","13.026","8.500","21.860","","",""
"05/22/17 22:00:07","","","","","","","","22.250","15.134","13.026","8.500","21.860","","",""
"05/22/17 22:00:00","","","","","","","","","","","","","17.929","13.169","13.117"
"05/22/17 22:00:00","","","","","","","","","","","","","17.929","13.169","13.117"
"05/22/17 22:00:00","","","","","","","","","","","","","17.929","13.169","13.117"
"05/22/17 22:00:00","","","","","","","","","","","","","17.929","13.169","13.117"
"05/22/17 21:45:17","19.312","13.880","","","","","","","","","","","","",""
"05/22/17 21:45:17","19.312","13.880","","","","","","","","","","","","",""
"05/22/17 21:45:17","19.312","13.880","","","","","","","","","","","","",""
"05/22/17 21:45:17","19.312","13.880","","","","","","","","","","","","",""
"05/22/17 21:45:14","","","10.125","26.307","13.055","9.879","10.220","","","","","","","",""
"05/22/17 21:45:14","","","10.125","26.307","13.055","9.879","10.220","","","","","","","",""
"05/22/17 21:45:14","","","10.125","26.307","13.055","9.879","10.220","","","","","","","",""
"05/22/17 21:45:14","","","10.125","26.307","13.055","9.879","10.220","","","","","","","",""
"05/22/17 21:45:07","","","","","","","","22.312","15.135","13.085","8.530","21.930","","",""
"05/22/17 21:45:07","","","","","","","","22.312","15.135","13.085","8.530","21.930","","",""
"05/22/17 21:45:07","","","","","","","","22.312","15.135","13.085","8.530","21.930","","",""
"05/22/17 21:45:07","","","","","","","","22.312","15.135","13.085","8.530","21.930","","",""
