"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"07/23/17 00:00:07","","","","","","","","29.437","14.968","10.820","9.969","29.270","","",""
"07/23/17 00:00:00","","","","","","","","","","","","","25.022","10.561","10.369"
"07/22/17 23:45:17","25.750","13.833","","","","","","","","","","","","",""
"07/22/17 23:45:14","","","13.812","26.159","10.850","7.520","13.970","","","","","","","",""
"07/22/17 23:45:07","","","","","","","","29.500","14.954","10.850","10.070","29.300","","",""
"07/22/17 23:30:17","26.000","13.833","","","","","","","","","","","","",""
"07/22/17 23:30:14","","","13.812","26.157","10.850","7.520","13.960","","","","","","","",""
"07/22/17 23:30:07","","","","","","","","29.500","14.953","10.850","10.150","29.320","","",""
"07/22/17 23:15:17","26.125","13.834","","","","","","","","","","","","",""
"07/22/17 23:15:14","","","13.812","26.150","10.820","7.509","13.960","","","","","","","",""
"07/22/17 23:15:07","","","","","","","","29.562","14.956","10.850","10.230","29.380","","",""
"07/22/17 23:00:17","26.187","13.832","","","","","","","","","","","","",""
"07/22/17 23:00:14","","","13.750","26.157","10.820","7.509","13.960","","","","","","","",""
"07/22/17 23:00:07","","","","","","","","29.625","14.953","10.820","10.220","29.410","","",""
"07/22/17 23:00:00","","","","","","","","","","","","","25.682","10.579","10.378"
"07/22/17 22:45:17","26.312","13.834","","","","","","","","","","","","",""
"07/22/17 22:45:14","","","13.750","26.165","10.850","7.509","13.960","","","","","","","",""
"07/22/17 22:45:07","","","","","","","","29.625","14.955","10.850","10.330","29.420","","",""
"07/22/17 22:30:17","26.375","13.836","","","","","","","","","","","","",""
"07/22/17 22:30:14","","","13.750","26.157","10.820","7.490","13.960","","","","","","","",""
"07/22/17 22:30:07","","","","","","","","29.687","14.962","10.850","10.420","29.260","","",""
"07/22/17 22:15:17","26.625","13.830","","","","","","","","","","","","",""
"07/22/17 22:15:14","","","13.750","26.151","10.820","7.500","13.970","","","","","","","",""
"07/22/17 22:15:07","","","","","","","","29.687","14.956","10.850","10.460","28.970","","",""
"07/22/17 22:00:17","26.937","13.834","","","","","","","","","","","","",""
"07/22/17 22:00:14","","","13.750","26.161","10.820","7.500","13.960","","","","","","","",""
"07/22/17 22:00:07","","","","","","","","29.687","14.973","10.850","10.520","28.960","","",""
"07/22/17 22:00:00","","","","","","","","","","","","","26.650","10.588","10.369"
"07/22/17 21:45:17","27.312","13.832","","","","","","","","","","","","",""
"07/22/17 21:45:14","","","13.812","26.161","10.879","7.480","13.960","","","","","","","",""
"07/22/17 21:45:07","","","","","","","","29.437","14.975","10.879","10.650","29.080","","",""
"07/22/17 21:30:17","27.750","13.830","","","","","","","","","","","","",""
"07/22/17 21:30:14","","","13.812","26.149","10.820","7.500","13.960","","","","","","","",""
"07/22/17 21:30:07","","","","","","","","29.437","14.982","10.879","10.810","29.040","","",""
"07/22/17 21:15:17","28.312","13.829","","","","","","","","","","","","",""
"07/22/17 21:15:14","","","13.750","26.147","10.850","7.520","13.960","","","","","","","",""
"07/22/17 21:15:07","","","","","","","","29.187","14.949","10.879","10.860","28.900","","",""
"07/22/17 21:00:17","28.875","13.829","","","","","","","","","","","","",""
"07/22/17 21:00:14","","","13.812","26.156","10.820","7.500","13.960","","","","","","","",""
"07/22/17 21:00:07","","","","","","","","29.250","14.948","10.850","11.000","28.650","","",""
"07/22/17 21:00:00","","","","","","","","","","","","","28.945","10.605","10.395"
"07/22/17 20:45:17","29.562","13.827","","","","","","","","","","","","",""
"07/22/17 20:45:14","","","13.750","26.150","10.850","7.500","13.950","","","","","","","",""
"07/22/17 20:45:07","","","","","","","","29.312","14.947","10.879","11.190","28.460","","",""
"07/22/17 20:30:17","30.250","13.825","","","","","","","","","","","","",""
"07/22/17 20:30:14","","","13.750","26.143","10.850","7.520","13.960","","","","","","","",""
"07/22/17 20:30:07","","","","","","","","29.375","14.945","10.879","11.260","28.330","","",""
"07/22/17 20:15:17","31.187","13.822","","","","","","","","","","","","",""
"07/22/17 20:15:14","","","13.750","26.141","10.850","7.530","13.950","","","","","","","",""
"07/22/17 20:15:07","","","","","","","","29.375","14.941","10.879","11.350","28.310","","",""
"07/22/17 20:00:17","32.187","13.817","","","","","","","","","","","","",""
"07/22/17 20:00:14","","","13.812","26.134","10.850","7.520","13.950","","","","","","","",""
"07/22/17 20:00:07","","","","","","","","29.437","14.938","10.850","11.370","28.320","","",""
"07/22/17 20:00:00","","","","","","","","","","","","","32.879","10.588","16.074"
"07/22/17 19:45:17","33.250","13.815","","","","","","","","","","","","",""
"07/22/17 19:45:14","","","13.750","26.134","10.879","7.520","13.960","","","","","","","",""
"07/22/17 19:45:07","","","","","","","","29.500","14.935","10.879","11.400","28.270","","",""
"07/22/17 19:30:17","34.375","13.811","","","","","","","","","","","","",""
"07/22/17 19:30:14","","","13.750","26.133","10.879","7.500","13.950","","","","","","","",""
"07/22/17 19:30:07","","","","","","","","29.437","14.934","10.909","11.450","28.260","","",""
"07/22/17 19:15:17","36.000","13.805","","","","","","","","","","","","",""
"07/22/17 19:15:14","","","13.750","26.128","10.879","7.520","13.950","","","","","","","",""
