"Reading Date","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 08:00:09","12.812","26.475","13.026","9.059","12.960","","",""
"- null date -","","","","","","","",""
"11/02/15 08:00:00","","","","","","11.828","13.047","13.003"
"- null date -","","","","","","","",""
"11/02/15 07:45:09","12.812","26.479","13.055","9.059","12.950","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 07:30:09","12.812","26.473","13.026","9.080","12.950","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 07:15:09","12.812","26.478","13.026","9.070","12.950","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 07:00:09","12.812","26.478","13.055","9.059","12.960","","",""
"- null date -","","","","","","","",""
"11/02/15 07:00:00","","","","","","11.561","13.134","13.099"
"- null date -","","","","","","","",""
"11/02/15 06:45:09","12.812","26.472","13.115","9.089","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 06:30:09","12.812","26.463","13.115","9.099","12.950","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 06:15:09","12.812","26.461","13.085","9.080","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 06:00:09","12.812","26.464","13.055","9.059","12.940","","",""
"- null date -","","","","","","","",""
"11/02/15 06:00:00","","","","","","11.610","13.152","13.099"
"- null date -","","","","","","","",""
"11/02/15 05:45:09","12.812","26.463","13.115","9.049","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 05:30:09","12.875","26.458","13.115","9.040","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 05:15:09","12.812","26.468","13.115","9.030","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 05:00:09","12.812","26.460","13.115","9.080","12.930","","",""
"- null date -","","","","","","","",""
"11/02/15 05:00:00","","","","","","11.828","13.178","13.125"
"- null date -","","","","","","","",""
"11/02/15 04:45:09","12.812","26.462","13.145","9.099","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 04:30:09","12.812","26.462","13.115","9.089","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 04:15:09","12.812","26.465","13.115","9.080","12.950","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 04:00:09","12.812","26.466","13.115","9.099","12.940","","",""
"- null date -","","","","","","","",""
"11/02/15 04:00:00","","","","","","12.337","13.169","13.152"
"- null date -","","","","","","","",""
"11/02/15 03:45:09","12.812","26.462","13.145","9.120","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 03:30:09","12.812","26.463","13.145","9.120","12.950","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 03:15:09","12.812","26.463","13.115","9.120","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 03:00:09","12.812","26.461","13.115","9.099","12.940","","",""
"- null date -","","","","","","","",""
"11/02/15 03:00:00","","","","","","12.769","13.195","13.169"
"- null date -","","","","","","","",""
"11/02/15 02:45:09","12.812","26.465","13.175","9.129","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 02:30:09","12.812","26.462","13.145","9.099","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 02:15:09","12.812","26.468","13.145","9.099","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 02:00:09","12.812","26.468","13.145","9.070","12.940","","",""
"- null date -","","","","","","","",""
"11/02/15 02:00:00","","","","","","13.056","13.187","13.152"
"- null date -","","","","","","","",""
"11/02/15 01:45:09","12.812","26.452","13.145","9.030","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 01:30:09","12.812","26.471","13.145","9.049","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 01:15:09","12.812","26.468","13.145","9.089","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 01:00:09","12.812","26.460","13.145","9.099","12.930","","",""
"- null date -","","","","","","","",""
"11/02/15 01:00:00","","","","","","13.223","13.213","13.178"
"- null date -","","","","","","","",""
"11/02/15 00:45:09","12.812","26.462","13.175","9.110","12.950","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 00:30:09","12.812","26.464","13.175","9.139","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 00:15:09","12.812","26.475","13.175","9.120","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/02/15 00:00:09","12.812","26.475","13.145","9.089","12.940","","",""
"- null date -","","","","","","","",""
"11/02/15 00:00:00","","","","","","13.223","13.230","13.178"
"- null date -","","","","","","","",""
"11/01/15 23:45:09","12.812","26.483","13.175","9.099","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 23:30:09","12.812","26.472","13.175","9.099","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 23:15:09","12.812","26.474","13.175","9.099","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 23:00:09","12.812","26.470","13.145","9.099","12.940","","",""
"- null date -","","","","","","","",""
"11/01/15 23:00:00","","","","","","12.913","13.222","13.204"
"- null date -","","","","","","","",""
"11/01/15 22:45:09","12.812","26.477","13.204","9.120","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 22:30:09","12.812","26.475","13.204","9.110","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 22:15:09","12.812","26.476","13.175","9.080","12.940","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 22:00:09","12.812","26.476","13.145","9.089","12.930","","",""
"- null date -","","","","","","","",""
"11/01/15 22:00:00","","","","","","13.032","13.239","12.539"
"- null date -","","","","","","","",""
"11/01/15 21:45:09","12.812","26.475","13.204","9.099","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 21:30:09","12.812","26.479","13.204","9.129","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 21:15:09","12.812","26.479","13.204","9.099","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 21:00:09","12.812","26.475","13.175","9.070","12.940","","",""
"- null date -","","","","","","","",""
"11/01/15 21:00:00","","","","","","13.532","13.274","13.047"
"- null date -","","","","","","","",""
"11/01/15 20:45:09","12.812","26.475","13.204","9.059","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 20:30:09","12.812","26.464","13.175","9.089","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 20:15:09","12.812","26.471","13.204","9.089","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 20:00:09","12.812","26.470","13.204","9.089","12.920","","",""
"- null date -","","","","","","","",""
"11/01/15 20:00:00","","","","","","13.793","13.239","13.222"
"- null date -","","","","","","","",""
"11/01/15 19:45:09","12.812","26.470","13.204","9.059","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 19:30:09","12.812","26.470","13.234","9.080","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 19:15:09","12.812","26.460","13.204","9.089","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 19:00:09","12.812","26.459","13.204","9.070","12.920","","",""
"- null date -","","","","","","","",""
"11/01/15 19:00:00","","","","","","14.428","13.274","13.257"
"- null date -","","","","","","","",""
"11/01/15 18:45:09","12.812","26.458","13.204","9.070","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 18:30:09","12.812","26.466","13.234","9.059","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 18:15:09","12.812","26.465","13.234","9.040","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 18:00:09","12.812","26.459","13.234","9.089","12.920","","",""
"- null date -","","","","","","","",""
"11/01/15 18:00:00","","","","","","15.013","13.300","13.300"
"- null date -","","","","","","","",""
"11/01/15 17:45:09","12.812","26.453","13.294","9.080","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 17:30:09","12.812","26.458","13.294","9.070","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 17:15:09","12.812","26.439","13.294","9.049","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 17:00:09","12.812","26.439","13.413","9.059","12.930","","",""
"- null date -","","","","","","","",""
"11/01/15 17:00:00","","","","","","17.589","13.475","16.739"
"- null date -","","","","","","","",""
"11/01/15 16:45:09","12.812","26.426","13.532","9.059","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 16:30:09","12.812","26.428","13.711","9.070","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 16:15:09","12.812","26.428","13.711","9.070","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 16:00:09","12.812","26.434","13.681","9.080","12.920","","",""
"- null date -","","","","","","","",""
"11/01/15 16:00:00","","","","","","18.224","14.062","19.023"
"- null date -","","","","","","","",""
"11/01/15 15:45:09","12.812","26.426","13.741","9.080","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 15:30:09","12.812","26.420","13.830","9.059","12.930","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 15:15:09","12.812","26.432","13.532","9.059","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 15:00:09","12.812","26.427","13.681","9.049","12.920","","",""
"- null date -","","","","","","","",""
"11/01/15 15:00:00","","","","","","18.968","14.079","18.192"
"- null date -","","","","","","","",""
"11/01/15 14:45:09","12.812","26.426","13.771","9.059","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 14:30:09","12.812","26.425","13.830","9.080","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 14:15:09","12.812","26.431","13.920","9.080","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 14:00:09","12.812","26.440","13.890","9.059","12.920","","",""
"- null date -","","","","","","","",""
"11/01/15 14:00:00","","","","","","19.484","14.079","20.301"
"- null date -","","","","","","","",""
"11/01/15 13:45:09","12.812","26.429","13.890","9.059","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 13:30:09","12.812","26.428","13.979","9.059","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 13:15:09","12.812","26.426","13.950","9.040","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 13:00:09","12.812","26.430","13.979","9.040","12.920","","",""
"- null date -","","","","","","","",""
"11/01/15 13:00:00","","","","","","19.395","14.070","21.211"
"- null date -","","","","","","","",""
"11/01/15 12:45:09","12.812","26.438","13.950","9.070","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 12:30:09","12.812","26.437","13.950","9.040","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 12:15:09","12.812","26.436","13.950","9.049","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 12:00:09","12.812","26.432","13.950","9.049","12.910","","",""
"- null date -","","","","","","","",""
"11/01/15 12:00:00","","","","","","17.997","14.053","21.001"
"- null date -","","","","","","","",""
"11/01/15 11:45:09","12.812","26.449","13.950","9.049","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 11:30:09","12.812","26.451","13.979","9.040","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 11:15:09","12.812","26.456","13.979","9.049","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 11:00:09","12.812","26.448","13.950","9.049","12.910","","",""
"- null date -","","","","","","","",""
"11/01/15 11:00:00","","","","","","15.106","14.062","20.677"
"- null date -","","","","","","","",""
"11/01/15 10:45:09","12.812","26.450","13.979","9.059","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 10:30:09","12.812","26.458","13.950","9.040","12.920","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 10:15:09","12.812","26.456","13.979","9.040","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 10:00:09","12.812","26.457","13.771","9.030","12.930","","",""
"- null date -","","","","","","","",""
"11/01/15 10:00:00","","","","","","12.721","13.948","15.147"
"- null date -","","","","","","","",""
"11/01/15 09:45:09","12.812","26.458","13.711","9.030","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 09:30:09","12.812","26.463","13.681","9.030","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 09:15:09","12.812","26.452","13.503","9.040","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 09:00:09","12.812","26.454","13.294","9.020","12.910","","",""
"- null date -","","","","","","","",""
"11/01/15 09:00:00","","","","","","11.439","13.379","14.499"
"- null date -","","","","","","","",""
"11/01/15 08:45:09","12.750","26.446","13.204","9.040","12.910","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 08:30:09","12.812","26.446","13.115","9.020","12.900","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 08:15:09","12.812","26.448","13.055","9.020","12.900","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 08:00:09","12.812","26.448","13.055","9.030","12.900","","",""
"- null date -","","","","","","","",""
"11/01/15 08:00:00","","","","","","10.578","13.090","13.930"
"- null date -","","","","","","","",""
"11/01/15 07:45:09","12.750","26.450","13.085","9.049","12.900","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 07:30:09","12.750","26.437","13.026","9.040","12.890","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 07:15:09","12.812","26.431","13.055","9.040","12.890","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 07:00:09","12.750","26.439","13.085","9.040","12.900","","",""
"11/01/15 07:00:09","12.750","26.439","13.085","9.040","12.900","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 07:00:00","","","","","","9.302","13.108","12.180"
"11/01/15 07:00:00","","","","","","9.302","13.108","12.180"
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 06:45:09","12.750","26.449","13.115","9.040","12.900","","",""
"11/01/15 06:45:09","12.750","26.449","13.115","9.040","12.900","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 06:30:09","12.750","26.435","13.085","9.059","12.900","","",""
"11/01/15 06:30:09","12.750","26.435","13.085","9.059","12.900","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 06:15:09","12.750","26.443","13.085","9.059","12.890","","",""
"11/01/15 06:15:09","12.750","26.443","13.085","9.059","12.890","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 06:00:09","12.750","26.438","13.085","9.080","12.890","","",""
"- null date -","","","","","","","",""
"11/01/15 06:00:00","","","","","","9.252","13.143","13.108"
"- null date -","","","","","","","",""
"11/01/15 05:45:09","12.750","26.444","13.115","9.059","12.890","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 05:30:09","12.750","26.436","13.115","9.049","12.890","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 05:15:09","12.750","26.439","13.115","9.049","12.880","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 05:00:09","12.750","26.437","13.115","9.059","12.880","","",""
"- null date -","","","","","","","",""
"11/01/15 05:00:00","","","","","","9.353","13.160","13.125"
"- null date -","","","","","","","",""
"11/01/15 04:45:09","12.750","26.434","13.115","9.040","12.890","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 04:30:09","12.750","26.437","13.145","9.030","12.890","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 04:15:09","12.750","26.446","13.145","9.030","12.880","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 04:00:09","12.750","26.440","13.115","9.030","12.880","","",""
"- null date -","","","","","","","",""
"11/01/15 04:00:00","","","","","","9.227","13.187","13.152"
"- null date -","","","","","","","",""
"11/01/15 03:45:09","12.750","26.444","13.145","9.049","12.880","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 03:30:09","12.750","26.439","13.145","9.049","12.880","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 03:15:09","12.750","26.443","13.115","9.040","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 03:00:09","12.750","26.434","13.115","9.040","12.870","","",""
"- null date -","","","","","","","",""
"11/01/15 03:00:00","","","","","","8.794","13.204","13.169"
"- null date -","","","","","","","",""
"11/01/15 02:45:09","12.750","26.445","13.145","9.059","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 02:30:09","12.750","26.447","13.175","9.080","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 02:15:09","12.750","26.454","13.145","9.049","12.880","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 02:00:09","12.750","26.454","13.145","9.049","12.880","","",""
"- null date -","","","","","","","",""
"11/01/15 02:00:00","","","","","","8.539","13.204","13.195"
"- null date -","","","","","","","",""
"11/01/15 01:45:09","12.750","26.451","13.145","9.049","12.880","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 01:30:09","12.750","26.453","13.175","9.040","12.890","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 01:15:09","12.750","26.448","13.145","9.040","12.890","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 01:00:09","12.750","26.448","13.145","9.040","12.880","","",""
"- null date -","","","","","","","",""
"11/01/15 01:00:00","","","","","","8.692","13.222","13.187"
"- null date -","","","","","","","",""
"11/01/15 01:45:09","12.750","26.444","13.175","9.030","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 01:30:09","12.750","26.450","13.175","9.030","12.880","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 01:15:09","12.750","26.452","13.145","9.020","12.880","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 01:00:09","12.750","26.450","13.145","9.030","12.870","","",""
"- null date -","","","","","","","",""
"11/01/15 01:00:00","","","","","","8.667","13.222","13.204"
"- null date -","","","","","","","",""
"11/01/15 00:45:09","12.750","26.462","13.175","9.020","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 00:30:09","12.750","26.455","13.175","9.020","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 00:15:09","12.750","26.461","13.175","9.020","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"11/01/15 00:00:09","12.750","26.465","13.145","9.009","12.870","","",""
"- null date -","","","","","","","",""
"11/01/15 00:00:00","","","","","","8.564","13.222","13.195"
"- null date -","","","","","","","",""
"10/31/15 23:45:09","12.750","26.469","13.175","9.030","12.880","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 23:30:09","12.750","26.470","13.175","8.980","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 23:15:09","12.750","26.472","13.145","8.990","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 23:00:09","12.750","26.466","13.145","8.969","12.870","","",""
"10/31/15 23:00:09","12.750","26.466","13.145","8.969","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 23:00:00","","","","","","8.615","13.248","13.187"
"10/31/15 23:00:00","","","","","","8.615","13.248","13.187"
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 22:45:09","12.750","26.475","13.175","8.980","12.860","","",""
"10/31/15 22:45:09","12.750","26.475","13.175","8.980","12.860","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 22:30:09","12.750","26.476","13.204","8.990","12.860","","",""
"10/31/15 22:30:09","12.750","26.476","13.204","8.990","12.860","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 22:15:09","12.750","26.472","13.145","8.990","12.870","","",""
"10/31/15 22:15:09","12.750","26.472","13.145","8.990","12.870","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 22:00:09","12.750","26.478","13.175","8.980","12.850","","",""
"10/31/15 22:00:09","12.750","26.478","13.175","8.980","12.850","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 22:00:00","","","","","","8.590","13.248","13.222"
"10/31/15 22:00:00","","","","","","8.590","13.248","13.222"
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 21:45:09","12.750","26.481","13.204","8.990","12.850","","",""
"10/31/15 21:45:09","12.750","26.481","13.204","8.990","12.850","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 21:30:09","12.750","26.481","13.204","8.969","12.860","","",""
"10/31/15 21:30:09","12.750","26.481","13.204","8.969","12.860","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 21:15:09","12.750","26.483","13.204","8.980","12.850","","",""
"10/31/15 21:15:09","12.750","26.483","13.204","8.980","12.850","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 21:00:09","12.750","26.477","13.175","8.950","12.860","","",""
"- null date -","","","","","","","",""
"10/31/15 21:00:00","","","","","","8.718","13.265","13.222"
"- null date -","","","","","","","",""
"10/31/15 20:45:09","12.750","26.482","13.204","8.959","12.850","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 20:30:09","12.750","26.474","13.204","8.940","12.850","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 20:15:09","12.750","26.489","13.204","8.929","12.860","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 20:00:09","12.750","26.492","13.204","8.900","12.850","","",""
"- null date -","","","","","","","",""
"10/31/15 20:00:00","","","","","","8.667","13.283","13.248"
"- null date -","","","","","","","",""
"10/31/15 19:45:09","12.750","26.491","13.234","8.929","12.850","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 19:30:09","12.750","26.493","13.264","8.929","12.840","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 19:15:09","12.750","26.500","13.234","8.910","12.840","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 19:00:09","12.750","26.492","13.234","8.889","12.840","","",""
"- null date -","","","","","","","",""
"10/31/15 19:00:00","","","","","","9.150","13.335","13.318"
"- null date -","","","","","","","",""
"10/31/15 18:45:09","12.687","26.486","13.294","8.830","12.840","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 18:30:09","12.750","26.497","13.324","8.820","12.830","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 18:15:09","12.750","26.494","13.353","8.889","12.830","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 18:00:09","12.750","26.491","13.562","8.849","12.830","","",""
"10/31/15 18:00:09","12.750","26.491","13.562","8.849","12.830","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 18:00:00","","","","","","11.170","13.659","17.684"
"10/31/15 18:00:00","","","","","","11.170","13.659","17.684"
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 17:45:09","12.750","26.497","13.711","8.860","12.830","","",""
"10/31/15 17:45:09","12.750","26.497","13.711","8.860","12.830","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 17:30:09","12.750","26.496","13.771","8.790","12.830","","",""
"10/31/15 17:30:09","12.750","26.496","13.771","8.790","12.830","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 17:15:09","12.750","26.501","13.771","8.799","12.840","","",""
"10/31/15 17:15:09","12.750","26.501","13.771","8.799","12.840","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 17:00:09","12.750","26.501","13.771","8.870","12.830","","",""
"- null date -","","","","","","","",""
"10/31/15 17:00:00","","","","","","11.561","14.053","20.239"
"- null date -","","","","","","","",""
"10/31/15 16:45:09","12.750","26.497","13.890","8.870","12.830","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 16:30:09","12.750","26.493","13.979","8.830","12.830","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 16:15:09","12.750","26.499","13.979","8.849","12.820","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 16:00:09","12.687","26.501","13.950","8.860","12.810","","",""
"- null date -","","","","","","","",""
"10/31/15 16:00:00","","","","","","12.697","14.079","21.289"
"- null date -","","","","","","","",""
"10/31/15 15:45:09","12.750","26.500","13.979","8.860","12.820","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 15:30:09","12.750","26.505","13.950","8.860","12.800","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 15:15:09","12.687","26.499","13.979","8.870","12.810","","",""
"- null date -","","","","","","","",""
"- null date -","","","","","","","",""
"10/31/15 15:00:09","12.750","26.504","13.979","8.849","12.820","","",""
"- null date -","","","","","","","",""
"10/31/15 15:00:00","","","","","","13.175","14.070","21.648"
