"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"03/22/17 00:00:17","12.187","13.869","","","","","","","","","","","","",""
"03/22/17 00:00:14","","","6.562","26.243","12.966","11.390","6.540","","","","","","","",""
"03/22/17 00:00:07","","","","","","","","9.812","15.086","12.966","11.670","9.299","","",""
"03/22/17 00:00:00","","","","","","","","","","","","","9.906","13.108","13.073"
"03/21/17 23:45:17","12.500","13.862","","","","","","","","","","","","",""
"03/21/17 23:45:14","","","6.562","26.239","12.996","11.430","6.530","","","","","","","",""
"03/21/17 23:45:07","","","","","","","","10.000","15.096","13.026","11.670","9.419","","",""
"03/21/17 23:30:17","12.875","13.859","","","","","","","","","","","","",""
"03/21/17 23:30:14","","","6.562","26.237","12.996","11.510","6.540","","","","","","","",""
"03/21/17 23:30:07","","","","","","","","10.125","15.085","13.026","11.640","9.629","","",""
"03/21/17 23:15:17","13.187","13.869","","","","","","","","","","","","",""
"03/21/17 23:15:14","","","6.562","26.238","12.996","11.510","6.530","","","","","","","",""
"03/21/17 23:15:07","","","","","","","","10.187","15.097","13.026","11.670","9.450","","",""
"03/21/17 23:00:17","13.312","13.869","","","","","","","","","","","","",""
"03/21/17 23:00:14","","","6.562","26.235","12.966","11.510","6.540","","","","","","","",""
"03/21/17 23:00:07","","","","","","","","10.187","15.100","12.996","11.680","9.480","","",""
"03/21/17 23:00:00","","","","","","","","","","","","","11.268","13.125","13.099"
"03/21/17 22:45:17","13.562","13.866","","","","","","","","","","","","",""
"03/21/17 22:45:14","","","6.500","26.236","13.026","11.510","6.530","","","","","","","",""
"03/21/17 22:45:07","","","","","","","","10.187","15.094","13.026","11.640","9.580","","",""
"03/21/17 22:30:17","13.750","13.862","","","","","","","","","","","","",""
"03/21/17 22:30:14","","","6.562","26.242","13.026","11.470","6.520","","","","","","","",""
"03/21/17 22:30:07","","","","","","","","10.312","15.101","13.026","11.640","9.799","","",""
"03/21/17 22:15:17","14.125","13.865","","","","","","","","","","","","",""
"03/21/17 22:15:14","","","6.500","26.233","13.026","11.440","6.520","","","","","","","",""
"03/21/17 22:15:07","","","","","","","","10.500","15.093","13.026","11.600","9.950","","",""
"03/21/17 22:00:17","14.125","13.870","","","","","","","","","","","","",""
"03/21/17 22:00:14","","","6.562","26.242","12.996","11.400","6.530","","","","","","","",""
"03/21/17 22:00:07","","","","","","","","10.625","15.096","13.026","11.570","10.140","","",""
"03/21/17 22:00:00","","","","","","","","","","","","","12.071","13.125","13.108"
"03/21/17 21:45:17","14.125","13.874","","","","","","","","","","","","",""
"03/21/17 21:45:14","","","6.562","26.244","13.026","11.500","6.520","","","","","","","",""
"03/21/17 21:45:07","","","","","","","","10.687","15.104","13.055","11.620","10.120","","",""
"03/21/17 21:30:17","14.312","13.874","","","","","","","","","","","","",""
"03/21/17 21:30:14","","","6.562","26.245","13.055","11.510","6.530","","","","","","","",""
"03/21/17 21:30:07","","","","","","","","10.750","15.093","13.055","11.620","10.130","","",""
"03/21/17 21:15:17","14.312","13.872","","","","","","","","","","","","",""
"03/21/17 21:15:14","","","6.562","26.241","13.026","11.470","6.530","","","","","","","",""
"03/21/17 21:15:07","","","","","","","","10.812","15.103","13.055","11.660","10.110","","",""
