Advanced Calibration Data,,,,,,,,,,,
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0,0,0,0,0,0,0,0,0
,Pressure(psi),unknown,0,-0.000189,0.995379,-0.000032,0.003576,0.347366,0,1,0
,Power(V),unknown,1,0,0,0,0,0,0,0,0
,DO(ppm),3/8/2014 9:06,1,0,0,0,0,0,0,0,0
,DO Temp(degC),unknown,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,
Field Calibration Data,,,,,,,,,,,
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7,,
,Temperature(degC),unknown,1,0,0,0,0,1,0,,
,Pressure(psi),unknown,1,0,0,0,0,1,0,,
,Power(V),unknown,1,0,0,0,0,1,0,,
,DO(ppm),3/8/2014 9:06,1,0,0,0,0,1,0,,
,DO Temp(degC),unknown,1,0,0,0,0,1,0,,
,,,,,,,,,,,
Sensor/Session information,,,,,,,,,,,
SensorSN,###############################################################################################################################################################################################################################################################,,Modbus Addr.,1,,,,,,,
Sensor Type,DO2,,Initialized w/fw Rev,2. 130,,,,,,,
Sensor Name,FCR DO (1),,Uploaded,Aqua4Plus 1.9.501,,,,,,,
Session Name,FCRDO,,Exported,Aqua4Plus 1.9.501,,,,,,,
# Records,1914-09-12 00:00:00,,,,,,,,,,
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),,,,,
,Sensor Range,Custom,Custom,Custom,Custom,Custom,,,,,
,Minimum,9.375,26.043425,12.847247,3.62,8.929999,,,,,
,Maximum,14.75,26.44873,14.009759,11.969999,13.559999,,,,,
,Mean,12.152263,26.308207,13.531221,9.480092,11.840865,,,,,
,Variance,1.9763998,0.0075461,0.1769974,3.4829631,2.0287648,,,,,
,Std Deviation,1.4058449,0.0868686,0.4207106,1.8662698,1.4243471,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),,,,,
1,2015-06-08 16:00:00,9.5,26.308601,13.950144,3.66,9.129999,,,,,
2,2015-06-08 16:15:00,9.5,26.302538,13.979951,3.62,9.07,,,,,
3,2015-06-08 16:30:00,9.5,26.296209,13.950144,4.47,8.959999,,,,,
4,2015-06-08 16:45:00,9.5,26.300535,13.979951,5.05,8.929999,,,,,
5,2015-06-08 17:00:00,9.5,26.296473,13.950144,5.679999,8.969999,,,,,
6,2015-06-08 17:15:00,9.4375,26.315001,13.652063,5.74,8.98,,,,,
7,2015-06-08 17:30:00,9.375,26.347559,13.503023,5.78,9.02,,,,,
8,2015-06-08 17:45:00,9.375,26.351887,13.413599,5.669999,9.02,,,,,
9,2015-06-08 18:00:00,9.375,26.362644,13.264559,6.009999,9.03,,,,,
10,2015-06-08 18:15:00,9.4375,26.369431,13.204943,6.08,9.03,,,,,
11,2015-06-08 18:30:00,9.375,26.369873,13.681871,6,9.02,,,,,
12,2015-06-08 18:45:00,9.375,26.374512,13.801103,6.099999,9.04,,,,,
13,2015-06-08 19:00:00,9.4375,26.372541,13.979951,6.179999,9.04,,,,,
14,2015-06-08 19:15:00,9.4375,26.368958,13.771296,6.219999,9.049999,,,,,
15,2015-06-08 19:30:00,9.4375,26.374125,13.950144,6.309999,9.03,,,,,
16,2015-06-08 19:45:00,9.4375,26.377449,13.741487,6.379999,9.07,,,,,
17,2015-06-08 20:00:00,9.5625,26.386059,13.532831,6.459999,9.059999,,,,,
18,2015-06-08 20:15:00,9.5,26.387924,13.383791,6.48,9.049999,,,,,
19,2015-06-08 20:30:00,9.5,26.387871,13.324175,6.49,9.07,,,,,
20,2015-06-08 20:45:00,9.5,26.394093,13.264559,6.469999,9.08,,,,,
21,2015-06-08 21:00:00,9.5,26.396099,13.175136,6.54,9.08,,,,,
22,2015-06-08 21:15:00,9.5,26.396574,13.175136,6.57,9.089999,,,,,
23,2015-06-08 21:30:00,9.4375,26.396116,13.145327,6.54,9.099999,,,,,
24,2015-06-08 21:45:00,9.4375,26.394642,13.145327,6.589999,9.099999,,,,,
25,2015-06-08 22:00:00,9.4375,26.404135,13.11552,6.57,9.089999,,,,,
26,2015-06-08 22:15:00,9.4375,26.40329,13.145327,6.589999,9.089999,,,,,
27,2015-06-08 22:30:00,9.4375,26.397383,13.145327,6.58,9.089999,,,,,
28,2015-06-08 22:45:00,9.4375,26.393583,13.145327,6.49,9.099999,,,,,
29,2015-06-08 23:00:00,9.4375,26.393799,13.11552,6.459999,9.11,,,,,
30,2015-06-08 23:15:00,9.4375,26.395958,13.145327,6.57,9.099999,,,,,
31,2015-06-08 23:30:00,9.4375,26.39522,13.145327,6.629999,9.11,,,,,
32,2015-06-08 23:45:00,9.4375,26.399597,13.11552,6.69,9.11,,,,,
33,2015-06-09 00:00:00,9.4375,26.400496,13.11552,6.7,9.12,,,,,
34,2015-06-09 00:15:00,9.5,26.393778,13.11552,6.759999,9.12,,,,,
35,2015-06-09 00:30:00,9.5,26.391457,13.11552,6.759999,9.129999,,,,,
36,2015-06-09 00:45:00,9.5,26.389927,13.11552,6.75,9.129999,,,,,
37,2015-06-09 01:00:00,9.4375,26.387413,13.11552,6.709999,9.129999,,,,,
38,2015-06-09 01:15:00,9.5,26.385496,13.11552,6.759999,9.139999,,,,,
39,2015-06-09 01:30:00,9.4375,26.385778,13.11552,6.78,9.15,,,,,
40,2015-06-09 01:45:00,9.4375,26.379766,13.11552,6.75,9.16,,,,,
41,2015-06-09 02:00:00,9.5,26.377163,13.085711,6.73,9.16,,,,,
42,2015-06-09 02:15:00,9.5,26.376371,13.11552,6.77,9.16,,,,,
43,2015-06-09 02:30:00,9.5,26.370468,13.11552,6.759999,9.15,,,,,
44,2015-06-09 02:45:00,9.5,26.365351,13.11552,6.77,9.16,,,,,
45,2015-06-09 03:00:00,9.5,26.367828,13.085711,6.759999,9.16,,,,,
46,2015-06-09 03:15:00,9.5,26.364138,13.085711,6.77,9.16,,,,,
47,2015-06-09 03:30:00,9.4375,26.362732,13.085711,6.77,9.15,,,,,
48,2015-06-09 03:45:00,9.5,26.362978,13.085711,6.78,9.169999,,,,,
49,2015-06-09 04:00:00,9.5,26.365086,13.055903,6.77,9.179999,,,,,
50,2015-06-09 04:15:00,9.5,26.367355,13.055903,6.809999,9.179999,,,,,
51,2015-06-09 04:30:00,9.5,26.364347,13.055903,6.839999,9.179999,,,,,
52,2015-06-09 04:45:00,9.5,26.364296,13.085711,6.86,9.19,,,,,
53,2015-06-09 05:00:00,9.5,26.366774,13.026095,6.839999,9.19,,,,,
54,2015-06-09 05:15:00,9.5,26.370468,13.055903,6.86,9.19,,,,,
55,2015-06-09 05:30:00,9.5,26.372208,13.026095,6.889999,9.19,,,,,
56,2015-06-09 05:45:00,9.5,26.373104,13.026095,6.87,9.2,,,,,
57,2015-06-09 06:00:00,9.5,26.368568,12.996287,6.889999,9.209999,,,,,
58,2015-06-09 06:15:00,9.5,26.3682,12.996287,6.9,9.2,,,,,
59,2015-06-09 06:30:00,9.5625,26.37282,13.026095,6.87,9.209999,,,,,
60,2015-06-09 06:45:00,9.5,26.372208,13.11552,6.9,9.209999,,,,,
61,2015-06-09 07:00:00,9.5625,26.366808,13.503023,6.86,9.209999,,,,,
62,2015-06-09 07:15:00,9.5625,26.369553,13.830912,6.91,9.209999,,,,,
63,2015-06-09 07:30:00,9.5625,26.37414,13.950144,6.929999,9.219999,,,,,
64,2015-06-09 07:45:00,9.5625,26.368023,13.979951,6.929999,9.209999,,,,,
65,2015-06-09 08:00:00,9.5625,26.37108,13.950144,6.919999,9.219999,,,,,
66,2015-06-09 08:15:00,9.5625,26.370554,13.920335,6.919999,9.23,,,,,
67,2015-06-09 08:30:00,9.5625,26.371714,13.979951,6.919999,9.23,,,,,
68,2015-06-09 08:45:00,9.5625,26.370554,13.979951,6.919999,9.219999,,,,,
69,2015-06-09 09:00:00,9.5625,26.371187,13.950144,6.889999,9.23,,,,,
70,2015-06-09 09:15:00,9.5625,26.367495,13.979951,6.91,9.23,,,,,
71,2015-06-09 09:30:00,9.5625,26.369076,13.979951,6.919999,9.24,,,,,
72,2015-06-09 09:45:00,9.625,26.36442,13.950144,6.91,9.24,,,,,
73,2015-06-09 10:00:00,9.625,26.364264,13.950144,6.889999,9.24,,,,,
74,2015-06-09 10:15:00,9.625,26.36384,13.950144,6.919999,9.24,,,,,
75,2015-06-09 10:30:00,9.625,26.363312,13.979951,6.919999,9.25,,,,,
76,2015-06-09 10:45:00,9.625,26.362362,13.950144,6.919999,9.24,,,,,
77,2015-06-09 11:00:00,9.625,26.359251,13.979951,6.929999,9.24,,,,,
78,2015-06-09 11:15:00,9.625,26.360201,13.979951,6.95,9.24,,,,,
79,2015-06-09 11:30:00,9.5625,26.35927,13.711679,6.94,9.25,,,,,
80,2015-06-09 11:45:00,9.5625,26.358845,13.562639,6.94,9.25,,,,,
81,2015-06-09 12:00:00,9.625,26.356508,13.950144,6.959999,9.25,,,,,
82,2015-06-09 12:15:00,9.625,26.350552,13.860719,6.99,9.259999,,,,,
83,2015-06-09 12:30:00,9.625,26.350023,13.920335,6.99,9.25,,,,,
84,2015-06-09 12:45:00,9.625,26.354662,13.741487,7,9.25,,,,,
85,2015-06-09 13:00:00,9.625,26.350813,13.592447,6.99,9.259999,,,,,
86,2015-06-09 13:15:00,9.625,26.356508,13.503023,6.98,9.27,,,,,
87,2015-06-09 13:30:00,9.5625,26.353992,13.503023,7.009999,9.259999,,,,,
88,2015-06-09 13:45:00,9.5625,26.348877,13.443407,7,9.28,,,,,
89,2015-06-09 14:00:00,9.625,26.349651,13.383791,6.99,9.259999,,,,,
90,2015-06-09 14:15:00,9.625,26.344484,13.353984,7,9.27,,,,,
91,2015-06-09 14:30:00,9.625,26.341846,13.353984,7,9.27,,,,,
92,2015-06-09 14:45:00,9.625,26.338158,13.324175,7,9.27,,,,,
93,2015-06-09 15:00:00,9.625,26.338051,13.294368,6.98,9.28,,,,,
94,2015-06-09 15:15:00,9.625,26.334621,13.294368,7.009999,9.27,,,,,
95,2015-06-09 15:30:00,9.625,26.333199,13.294368,7.02,9.28,,,,,
96,2015-06-09 15:45:00,9.5625,26.329996,13.324175,6.98,9.28,,,,,
97,2015-06-09 16:00:00,9.625,26.329559,13.294368,7.03,9.27,,,,,
98,2015-06-09 16:15:00,9.625,26.326078,13.294368,7,9.28,,,,,
99,2015-06-09 16:30:00,9.625,26.328291,13.294368,7,9.28,,,,,
100,2015-06-09 16:45:00,9.625,26.32576,13.294368,7,9.28,,,,,
101,2015-06-09 17:00:00,9.625,26.326235,13.264559,6.99,9.28,,,,,
102,2015-06-09 17:15:00,9.625,26.322227,13.264559,7.04,9.28,,,,,
103,2015-06-09 17:30:00,9.625,26.321911,13.264559,7.03,9.29,,,,,
104,2015-06-09 17:45:00,9.625,26.318481,13.264559,7.059999,9.29,,,,,
105,2015-06-09 18:00:00,9.625,26.320486,13.264559,7.04,9.28,,,,,
106,2015-06-09 18:15:00,9.625,26.321964,13.264559,7.04,9.299999,,,,,
107,2015-06-09 18:30:00,9.625,26.32666,13.264559,7.049999,9.28,,,,,
108,2015-06-09 18:45:00,9.625,26.328081,13.234752,7.059999,9.29,,,,,
109,2015-06-09 19:00:00,9.625,26.333567,13.979951,7.049999,9.29,,,,,
110,2015-06-09 19:15:00,9.625,26.331665,13.979951,7.03,9.29,,,,,
111,2015-06-09 19:30:00,9.6875,26.334759,13.920335,7.049999,9.28,,,,,
112,2015-06-09 19:45:00,9.625,26.336153,13.860719,7.03,9.299999,,,,,
113,2015-06-09 20:00:00,9.625,26.337627,13.592447,7.02,9.299999,,,,,
114,2015-06-09 20:15:00,9.625,26.343166,13.443407,7.049999,9.299999,,,,,
115,2015-06-09 20:30:00,9.625,26.346699,13.353984,7.04,9.299999,,,,,
116,2015-06-09 20:45:00,9.625,26.351448,13.294368,7.049999,9.309999,,,,,
117,2015-06-09 21:00:00,9.625,26.35862,13.204943,7.049999,9.299999,,,,,
118,2015-06-09 21:15:00,9.625,26.358829,13.175136,7.049999,9.309999,,,,,
119,2015-06-09 21:30:00,9.625,26.366951,13.145327,7.059999,9.309999,,,,,
120,2015-06-09 21:45:00,9.625,26.366161,13.145327,7.049999,9.309999,,,,,
121,2015-06-09 22:00:00,9.625,26.368954,13.085711,7.049999,9.32,,,,,
122,2015-06-09 22:15:00,9.625,26.370327,13.11552,7.02,9.32,,,,,
123,2015-06-09 22:30:00,9.625,26.36964,13.11552,7.08,9.32,,,,,
124,2015-06-09 22:45:00,9.625,26.367691,13.11552,7.099999,9.32,,,,,
125,2015-06-09 23:00:00,9.625,26.367109,13.085711,7.04,9.33,,,,,
126,2015-06-09 23:15:00,9.625,26.369799,13.11552,7.08,9.32,,,,,
127,2015-06-09 23:30:00,9.625,26.371592,13.11552,7.08,9.32,,,,,
128,2015-06-09 23:45:00,9.625,26.362522,13.11552,7.059999,9.33,,,,,
129,2015-06-10 00:00:00,9.6875,26.365349,13.085711,7.04,9.33,,,,,
130,2015-06-10 00:15:00,9.625,26.370222,13.085711,7.04,9.339999,,,,,
131,2015-06-10 00:30:00,9.625,26.370062,13.11552,7.049999,9.33,,,,,
132,2015-06-10 00:45:00,9.625,26.370062,13.085711,7.049999,9.33,,,,,
133,2015-06-10 01:00:00,9.625,26.36463,13.085711,7.089999,9.339999,,,,,
134,2015-06-10 01:15:00,9.6875,26.365768,13.11552,7.099999,9.339999,,,,,
135,2015-06-10 01:30:00,9.625,26.364368,13.085711,7.08,9.339999,,,,,
136,2015-06-10 01:45:00,9.625,26.362309,13.055903,7.099999,9.339999,,,,,
137,2015-06-10 02:00:00,9.6875,26.360865,13.055903,7.059999,9.33,,,,,
138,2015-06-10 02:15:00,9.6875,26.356222,13.055903,7.049999,9.33,,,,,
139,2015-06-10 02:30:00,9.625,26.35841,13.085711,7.07,9.33,,,,,
140,2015-06-10 02:45:00,9.625,26.355877,13.055903,7.07,9.339999,,,,,
141,2015-06-10 03:00:00,9.625,26.352606,13.026095,7.009999,9.339999,,,,,
142,2015-06-10 03:15:00,9.6875,26.354429,13.055903,7.009999,9.339999,,,,,
143,2015-06-10 03:30:00,9.6875,26.350687,13.026095,7.08,9.33,,,,,
144,2015-06-10 03:45:00,9.6875,26.353693,13.026095,7.049999,9.349999,,,,,
145,2015-06-10 04:00:00,9.6875,26.359703,12.996287,7.07,9.339999,,,,,
146,2015-06-10 04:15:00,9.625,26.358194,12.996287,7.059999,9.349999,,,,,
147,2015-06-10 04:30:00,9.6875,26.36134,12.996287,7.049999,9.339999,,,,,
148,2015-06-10 04:45:00,9.6875,26.363449,12.996287,7.049999,9.36,,,,,
149,2015-06-10 05:00:00,9.6875,26.365929,12.996287,7.08,9.349999,,,,,
150,2015-06-10 05:15:00,9.6875,26.365349,12.996287,7.089999,9.349999,,,,,
151,2015-06-10 05:30:00,9.6875,26.370253,12.996287,7.08,9.36,,,,,
152,2015-06-10 05:45:00,9.6875,26.37368,12.996287,7.11,9.349999,,,,,
153,2015-06-10 06:00:00,9.6875,26.3731,12.936671,7.11,9.36,,,,,
154,2015-06-10 06:15:00,9.6875,26.372995,12.936671,7.11,9.36,,,,,
