Advanced Calibration Data,,,,,,,,,,,
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
155,2015-06-10 06:30:00,9.6875,26.373997,12.966479,7.099999,9.36,,,,,
156,2015-06-10 06:45:00,9.6875,26.378639,13.026095,7.099999,9.349999,,,,,
157,2015-06-10 07:00:00,9.6875,26.37711,13.145327,7.089999,9.36,,,,,
158,2015-06-10 07:15:00,9.6875,26.377003,13.383791,7.11,9.37,,,,,
159,2015-06-10 07:30:00,9.6875,26.380905,13.771296,7.11,9.36,,,,,
160,2015-06-10 07:45:00,9.75,26.374928,13.950144,7.11,9.37,,,,,
161,2015-06-10 08:00:00,9.6875,26.379641,13.950144,7.12,9.36,,,,,
162,2015-06-10 08:15:00,9.75,26.377142,13.979951,7.11,9.37,,,,,
163,2015-06-10 08:30:00,9.75,26.380571,13.979951,7.12,9.37,,,,,
164,2015-06-10 08:45:00,9.75,26.382362,13.979951,7.11,9.37,,,,,
165,2015-06-10 09:00:00,9.6875,26.382542,13.979951,7.12,9.37,,,,,
166,2015-06-10 09:15:00,9.75,26.381624,13.950144,7.12,9.37,,,,,
167,2015-06-10 09:30:00,9.75,26.387741,13.979951,7.12,9.36,,,,,
168,2015-06-10 09:45:00,9.75,26.383945,13.979951,7.16,9.37,,,,,
169,2015-06-10 10:00:00,9.75,26.382946,13.979951,7.15,9.37,,,,,
170,2015-06-10 10:15:00,9.75,26.380884,13.950144,7.15,9.379999,,,,,
171,2015-06-10 10:30:00,9.75,26.379198,13.979951,7.139999,9.379999,,,,,
172,2015-06-10 10:45:00,9.75,26.378092,13.979951,7.16,9.379999,,,,,
173,2015-06-10 11:00:00,9.75,26.378038,13.979951,7.129999,9.389999,,,,,
174,2015-06-10 11:15:00,9.75,26.376245,13.950144,7.139999,9.379999,,,,,
175,2015-06-10 11:30:00,9.75,26.373028,13.979951,7.129999,9.379999,,,,,
176,2015-06-10 11:45:00,9.75,26.372608,13.979951,7.12,9.389999,,,,,
177,2015-06-10 12:00:00,9.75,26.372028,13.950144,7.12,9.389999,,,,,
178,2015-06-10 12:15:00,9.75,26.376245,13.979951,7.11,9.389999,,,,,
179,2015-06-10 12:30:00,9.75,26.369495,13.979951,7.129999,9.389999,,,,,
180,2015-06-10 12:45:00,9.75,26.371237,13.979951,7.139999,9.4,,,,,
181,2015-06-10 13:00:00,9.75,26.368122,13.950144,7.15,9.4,,,,,
182,2015-06-10 13:15:00,9.75,26.363432,13.950144,7.16,9.4,,,,,
183,2015-06-10 13:30:00,9.75,26.361319,13.979951,7.139999,9.4,,,,,
184,2015-06-10 13:45:00,9.75,26.361744,13.979951,7.11,9.4,,,,,
185,2015-06-10 14:00:00,9.75,26.362904,13.979951,7.139999,9.4,,,,,
186,2015-06-10 14:15:00,9.75,26.354465,13.979951,7.139999,9.41,,,,,
187,2015-06-10 14:30:00,9.75,26.359159,13.979951,7.129999,9.4,,,,,
188,2015-06-10 14:45:00,9.75,26.355783,13.950144,7.15,9.4,,,,,
189,2015-06-10 15:00:00,9.75,26.353781,13.979951,7.15,9.41,,,,,
190,2015-06-10 15:15:00,9.75,26.353939,13.979951,7.16,9.41,,,,,
191,2015-06-10 15:30:00,9.75,26.354465,13.562639,7.169999,9.4,,,,,
192,2015-06-10 15:45:00,9.75,26.351145,13.473215,7.15,9.41,,,,,
193,2015-06-10 16:00:00,9.75,26.346134,13.413599,7.129999,9.41,,,,,
194,2015-06-10 16:15:00,9.75,26.351088,13.353984,7.15,9.4,,,,,
195,2015-06-10 16:30:00,9.75,26.349773,13.353984,7.139999,9.4,,,,,
196,2015-06-10 16:45:00,9.75,26.346292,13.353984,7.15,9.419999,,,,,
197,2015-06-10 17:00:00,9.75,26.342493,13.979951,7.129999,9.419999,,,,,
198,2015-06-10 17:15:00,9.75,26.342812,13.950144,7.16,9.41,,,,,
199,2015-06-10 17:30:00,9.75,26.345343,13.950144,7.15,9.419999,,,,,
200,2015-06-10 17:45:00,9.8125,26.347433,13.950144,7.15,9.4,,,,,
201,2015-06-10 18:00:00,9.75,26.340122,13.979951,7.129999,9.41,,,,,
202,2015-06-10 18:15:00,9.75,26.343441,13.979951,7.099999,9.41,,,,,
203,2015-06-10 18:30:00,9.75,26.346766,13.979951,7.089999,9.419999,,,,,
204,2015-06-10 18:45:00,9.8125,26.346064,13.979951,7.16,9.41,,,,,
205,2015-06-10 19:00:00,9.75,26.349823,13.950144,7.169999,9.419999,,,,,
206,2015-06-10 19:15:00,9.75,26.349564,13.950144,7.169999,9.419999,,,,,
207,2015-06-10 19:30:00,9.75,26.351669,13.741487,7.16,9.419999,,,,,
208,2015-06-10 19:45:00,9.75,26.353939,13.681871,7.179999,9.419999,,,,,
209,2015-06-10 20:00:00,9.75,26.350773,13.532831,7.179999,9.419999,,,,,
210,2015-06-10 20:15:00,9.75,26.352884,13.353984,7.19,9.429999,,,,,
211,2015-06-10 20:30:00,9.75,26.355045,13.294368,7.179999,9.429999,,,,,
212,2015-06-10 20:45:00,9.75,26.366596,13.234752,7.169999,9.419999,,,,,
213,2015-06-10 21:00:00,9.75,26.366173,13.175136,7.15,9.419999,,,,,
214,2015-06-10 21:15:00,9.75,26.370129,13.175136,7.2,9.429999,,,,,
215,2015-06-10 21:30:00,9.75,26.3715,13.175136,7.169999,9.429999,,,,,
216,2015-06-10 21:45:00,9.75,26.371819,13.175136,7.15,9.419999,,,,,
217,2015-06-10 22:00:00,9.75,26.373343,13.11552,7.169999,9.429999,,,,,
218,2015-06-10 22:15:00,10.875,26.37908,13.026095,7.169999,9.54,,,,,
219,2015-06-10 22:30:00,9.8125,26.376966,13.145327,7.11,9.45,,,,,
220,2015-06-10 22:45:00,9.75,26.375031,13.145327,7.169999,9.44,,,,,
221,2015-06-10 23:00:00,9.75,26.374979,13.11552,7.2,9.45,,,,,
222,2015-06-10 23:15:00,9.75,26.376667,13.145327,7.19,9.429999,,,,,
223,2015-06-10 23:30:00,9.75,26.375824,13.145327,7.19,9.45,,,,,
224,2015-06-10 23:45:00,10.875,26.380026,13.026095,7.2,9.509999,,,,,
225,2015-06-11 00:00:00,9.8125,26.380604,13.085711,7.179999,9.459999,,,,,
226,2015-06-11 00:15:00,9.75,26.377354,13.11552,7.2,9.45,,,,,
227,2015-06-11 00:30:00,9.75,26.371712,13.145327,7.2,9.45,,,,,
228,2015-06-11 00:45:00,9.75,26.371975,13.145327,7.19,9.45,,,,,
229,2015-06-11 01:00:00,9.75,26.3715,13.085711,7.209999,9.44,,,,,
230,2015-06-11 01:15:00,9.75,26.374243,13.11552,7.179999,9.45,,,,,
231,2015-06-11 01:30:00,9.75,26.377985,13.085711,7.19,9.45,,,,,
232,2015-06-11 01:45:00,9.75,26.374031,13.085711,7.169999,9.45,,,,,
233,2015-06-11 02:00:00,9.75,26.373924,13.085711,7.169999,9.45,,,,,
234,2015-06-11 02:15:00,9.75,26.375824,13.11552,7.179999,9.45,,,,,
235,2015-06-11 02:30:00,9.75,26.371237,13.085711,7.179999,9.459999,,,,,
236,2015-06-11 02:45:00,9.75,26.375771,13.085711,7.2,9.459999,,,,,
237,2015-06-11 03:00:00,9.75,26.369019,13.055903,7.219999,9.45,,,,,
238,2015-06-11 03:15:00,9.75,26.372818,13.085711,7.2,9.459999,,,,,
239,2015-06-11 03:30:00,9.8125,26.37085,13.085711,7.2,9.459999,,,,,
240,2015-06-11 03:45:00,9.75,26.370653,13.055903,7.179999,9.459999,,,,,
241,2015-06-11 04:00:00,9.75,26.372871,13.026095,7.19,9.459999,,,,,
242,2015-06-11 04:15:00,9.75,26.367861,13.026095,7.16,9.459999,,,,,
243,2015-06-11 04:30:00,9.75,26.368176,13.055903,7.179999,9.45,,,,,
244,2015-06-11 04:45:00,9.75,26.371819,13.055903,7.15,9.459999,,,,,
245,2015-06-11 05:00:00,9.75,26.375561,13.026095,7.169999,9.459999,,,,,
246,2015-06-11 05:15:00,9.75,26.376089,13.026095,7.16,9.459999,,,,,
247,2015-06-11 05:30:00,9.75,26.379303,13.026095,7.2,9.459999,,,,,
248,2015-06-11 05:45:00,9.8125,26.380394,13.026095,7.2,9.469999,,,,,
249,2015-06-11 06:00:00,9.75,26.37999,12.936671,7.19,9.459999,,,,,
250,2015-06-11 06:15:00,9.75,26.379885,12.996287,7.169999,9.469999,,,,,
251,2015-06-11 06:30:00,9.8125,26.382553,13.026095,7.19,9.469999,,,,,
252,2015-06-11 06:45:00,9.8125,26.384718,13.145327,7.15,9.459999,,,,,
253,2015-06-11 07:00:00,9.8125,26.38398,13.324175,7.169999,9.459999,,,,,
254,2015-06-11 07:15:00,9.8125,26.387564,13.652063,7.169999,9.459999,,,,,
255,2015-06-11 07:30:00,9.8125,26.388357,13.890528,7.169999,9.459999,,,,,
256,2015-06-11 07:45:00,9.8125,26.386301,13.950144,7.169999,9.459999,,,,,
257,2015-06-11 08:00:00,9.8125,26.389729,13.950144,7.2,9.469999,,,,,
258,2015-06-11 08:15:00,9.8125,26.389572,13.979951,7.19,9.469999,,,,,
259,2015-06-11 08:30:00,9.8125,26.387779,13.950144,7.19,9.469999,,,,,
260,2015-06-11 08:45:00,9.8125,26.392471,13.979951,7.19,9.469999,,,,,
261,2015-06-11 09:00:00,9.8125,26.394262,13.979951,7.179999,9.469999,,,,,
262,2015-06-11 09:15:00,9.8125,26.395159,13.979951,7.2,9.469999,,,,,
263,2015-06-11 09:30:00,9.8125,26.397217,13.979951,7.169999,9.48,,,,,
264,2015-06-11 09:45:00,9.875,26.394083,13.979951,7.179999,9.48,,,,,
265,2015-06-11 10:00:00,9.8125,26.391838,13.950144,7.2,9.48,,,,,
266,2015-06-11 10:15:00,9.875,26.392607,13.979951,7.2,9.49,,,,,
267,2015-06-11 10:30:00,9.875,26.396563,13.950144,7.209999,9.48,,,,,
268,2015-06-11 10:45:00,9.8125,26.396849,13.950144,7.209999,9.48,,,,,
269,2015-06-11 11:00:00,9.875,26.389231,13.950144,7.179999,9.48,,,,,
270,2015-06-11 11:15:00,9.875,26.390656,13.950144,7.209999,9.5,,,,,
271,2015-06-11 11:30:00,9.875,26.390341,13.979951,7.209999,9.49,,,,,
272,2015-06-11 11:45:00,9.875,26.390553,13.979951,7.19,9.49,,,,,
273,2015-06-11 12:00:00,9.875,26.388496,13.950144,7.2,9.49,,,,,
274,2015-06-11 12:15:00,9.875,26.386175,13.979951,7.219999,9.5,,,,,
275,2015-06-11 12:30:00,9.8125,26.39015,13.979951,7.2,9.49,,,,,
276,2015-06-11 12:45:00,9.875,26.385435,13.950144,7.2,9.5,,,,,
277,2015-06-11 13:00:00,9.875,26.379528,13.950144,7.219999,9.5,,,,,
278,2015-06-11 13:15:00,9.875,26.377947,13.979951,7.209999,9.49,,,,,
279,2015-06-11 13:30:00,9.875,26.376841,13.950144,7.179999,9.49,,,,,
280,2015-06-11 13:45:00,9.8125,26.369005,13.979951,7.169999,9.49,,,,,
281,2015-06-11 14:00:00,9.875,26.373043,13.950144,7.16,9.5,,,,,
282,2015-06-11 14:15:00,9.875,26.373674,13.979951,7.2,9.49,,,,,
283,2015-06-11 14:30:00,9.875,26.365501,13.979951,7.2,9.5,,,,,
284,2015-06-11 14:45:00,9.875,26.366714,13.950144,7.2,9.49,,,,,
285,2015-06-11 15:00:00,9.875,26.361916,13.979951,7.2,9.5,,,,,
286,2015-06-11 15:15:00,9.875,26.361599,13.979951,7.19,9.49,,,,,
287,2015-06-11 15:30:00,9.875,26.363129,13.950144,7.16,9.5,,,,,
288,2015-06-11 15:45:00,9.875,26.361704,13.979951,7.139999,9.509999,,,,,
289,2015-06-11 16:00:00,9.875,26.354692,13.950144,7.16,9.5,,,,,
290,2015-06-11 16:15:00,9.875,26.355745,13.979951,7.2,9.49,,,,,
291,2015-06-11 16:30:00,9.875,26.354216,13.979951,7.209999,9.5,,,,,
292,2015-06-11 16:45:00,9.875,26.353214,13.979951,7.2,9.509999,,,,,
293,2015-06-11 17:00:00,9.875,26.354952,13.979951,7.2,9.5,,,,,
294,2015-06-11 17:15:00,9.875,26.353109,13.979951,7.179999,9.509999,,,,,
295,2015-06-11 17:30:00,9.875,26.35042,13.979951,7.219999,9.509999,,,,,
296,2015-06-11 17:45:00,9.875,26.349892,13.979951,7.209999,9.509999,,,,,
297,2015-06-11 18:00:00,9.875,26.350788,13.950144,7.2,9.509999,,,,,
298,2015-06-11 18:15:00,9.875,26.352108,13.950144,7.19,9.509999,,,,,
