"","Rec #","Date","Temperature(degC)","Pressure(psi)","Power(V)","DO(ppm)","DO Temp(degC)","X8","X9","X10","X11","X12"
"872",2256,2015-04-24 01:45:00,7.5625,26.445507,13.055903,8.15,7.04,NA,NA,NA,NA,NA
"873",2257,2015-04-24 02:00:00,7.5625,26.441284,13.026095,8.209999,7.04,NA,NA,NA,NA,NA
"874",2258,2015-04-24 02:15:00,7.5625,26.444767,13.055903,8.429999,7.07,NA,NA,NA,NA,NA
"875",2259,2015-04-24 02:30:00,7.5625,26.440334,13.026095,8.27,7.07,NA,NA,NA,NA,NA
"876",2260,2015-04-24 02:45:00,7.5625,26.442181,13.055903,7.959999,7.049999,NA,NA,NA,NA,NA
"877",2261,2015-04-24 03:00:00,7.5625,26.440865,13.026095,7.95,7.07,NA,NA,NA,NA,NA
"878",2262,2015-04-24 03:15:00,7.625,26.440271,13.026095,8.009999,7.07,NA,NA,NA,NA,NA
"879",2263,2015-04-24 03:30:00,7.625,26.44808,13.026095,8.209999,7.02,NA,NA,NA,NA,NA
"880",2264,2015-04-24 03:45:00,7.5625,26.453789,13.026095,8.2,7.03,NA,NA,NA,NA,NA
"881",2265,2015-04-24 04:00:00,7.625,26.45425,12.966479,8.2,7.049999,NA,NA,NA,NA,NA
"882",2266,2015-04-24 04:15:00,7.625,26.458633,12.966479,7.959999,7.07,NA,NA,NA,NA,NA
"883",2267,2015-04-24 04:30:00,7.625,26.453831,12.966479,7.94,7.059999,NA,NA,NA,NA,NA
"884",2268,2015-04-24 04:45:00,7.625,26.450613,12.966479,8.03,7,NA,NA,NA,NA,NA
"885",2269,2015-04-24 05:00:00,7.625,26.454676,12.936671,8.049999,6.99,NA,NA,NA,NA,NA
"886",2270,2015-04-24 05:15:00,7.625,26.453249,12.906863,7.919999,7.02,NA,NA,NA,NA,NA
"887",2271,2015-04-24 05:30:00,7.6875,26.451233,12.936671,8.099999,7.129999,NA,NA,NA,NA,NA
"888",2272,2015-04-24 05:45:00,7.6875,26.463844,12.936671,8,7.07,NA,NA,NA,NA,NA
"889",2273,2015-04-24 06:00:00,7.6875,26.458038,12.906863,8.209999,7.07,NA,NA,NA,NA,NA
"890",2274,2015-04-24 06:15:00,7.75,26.46188,12.936671,8.03,7.07,NA,NA,NA,NA,NA
"891",2275,2015-04-24 06:30:00,7.75,26.464729,12.877055,8.169999,7.07,NA,NA,NA,NA,NA
"892",2276,2015-04-24 06:45:00,7.6875,26.467117,12.877055,8.12,7.049999,NA,NA,NA,NA,NA
"893",2277,2015-04-24 07:00:00,7.6875,26.470228,12.877055,8.04,7.03,NA,NA,NA,NA,NA
"894",2278,2015-04-24 07:15:00,7.625,26.471928,12.906863,7.87,7.04,NA,NA,NA,NA,NA
"895",2279,2015-04-24 07:30:00,7.625,26.470396,12.966479,7.879999,7.049999,NA,NA,NA,NA,NA
"896",2280,2015-04-24 07:45:00,7.5625,26.471516,13.11552,8.139999,7.049999,NA,NA,NA,NA,NA
"897",2281,2015-04-24 08:00:00,7.5625,26.468668,13.294368,8.02,6.99,NA,NA,NA,NA,NA
"898",2282,2015-04-24 08:15:00,7.5625,26.470409,13.622255,7.83,7,NA,NA,NA,NA,NA
"899",2283,2015-04-24 08:30:00,7.5,26.476068,13.920335,7.99,7,NA,NA,NA,NA,NA
"900",2284,2015-04-24 08:45:00,7.5,26.475538,13.950144,8.03,7,NA,NA,NA,NA,NA
"901",2285,2015-04-24 09:00:00,7.5625,26.472784,13.950144,8.009999,7,NA,NA,NA,NA,NA
"902",2286,2015-04-24 09:15:00,7.5625,26.478058,13.950144,8.059999,6.98,NA,NA,NA,NA,NA
"903",2287,2015-04-24 09:30:00,7.5625,26.473099,13.950144,7.95,7.009999,NA,NA,NA,NA,NA
"904",2288,2015-04-24 09:45:00,7.5625,26.475315,13.950144,7.87,7.03,NA,NA,NA,NA,NA
"905",2289,2015-04-24 10:00:00,7.625,26.477837,13.979951,7.83,7.03,NA,NA,NA,NA,NA
"906",2290,2015-04-24 10:15:00,7.625,26.476515,13.950144,7.929999,7.04,NA,NA,NA,NA,NA
"907",2291,2015-04-24 10:30:00,7.625,26.483589,13.950144,7.889999,7.08,NA,NA,NA,NA,NA
"908",2292,2015-04-24 10:45:00,7.625,26.478994,13.950144,8.02,7.099999,NA,NA,NA,NA,NA
"909",2293,2015-04-24 11:00:00,7.625,26.47752,13.979951,8.099999,7.169999,NA,NA,NA,NA,NA
"910",2294,2015-04-24 11:15:00,7.625,26.479263,13.979951,8.389999,7.169999,NA,NA,NA,NA,NA
"911",2295,2015-04-24 11:30:00,7.6875,26.478563,13.950144,8.4,7.179999,NA,NA,NA,NA,NA
"912",2296,2015-04-24 11:45:00,7.6875,26.476084,13.979951,8.349999,7.12,NA,NA,NA,NA,NA
"913",2297,2015-04-24 12:00:00,7.6875,26.470278,13.979951,8.309999,7.15,NA,NA,NA,NA,NA
"914",2298,2015-04-24 12:15:00,7.6875,26.467642,13.979951,8.339999,7.16,NA,NA,NA,NA,NA
"915",2299,2015-04-24 12:30:00,7.6875,26.464584,13.979951,8.15,7.089999,NA,NA,NA,NA,NA
"916",2300,2015-04-24 12:45:00,7.625,26.45536,13.979951,8.049999,7.049999,NA,NA,NA,NA,NA
"917",2301,2015-04-24 13:00:00,7.625,26.451614,13.950144,8.07,7.089999,NA,NA,NA,NA,NA
"918",2302,2015-04-24 13:15:00,7.6875,26.449282,13.979951,8.209999,7.11,NA,NA,NA,NA,NA
"919",2303,2015-04-24 13:30:00,7.625,26.449556,13.950144,8.419999,7.089999,NA,NA,NA,NA,NA
"920",2304,2015-04-24 13:45:00,7.6875,26.458988,13.950144,8.549999,7.089999,NA,NA,NA,NA,NA
"921",2305,2015-04-24 14:00:00,7.625,26.458633,13.979951,8.2,7,NA,NA,NA,NA,NA
"922",2306,2015-04-24 14:15:00,7.625,26.453144,13.979951,8,6.98,NA,NA,NA,NA,NA
"923",2307,2015-04-24 14:30:00,7.5625,26.447561,13.950144,7.98,6.969999,NA,NA,NA,NA,NA
"924",2308,2015-04-24 14:45:00,7.5625,26.447037,13.950144,8,6.98,NA,NA,NA,NA,NA
"925",2309,2015-04-24 15:00:00,7.5625,26.4473,13.979951,7.959999,7,NA,NA,NA,NA,NA
"926",2310,2015-04-24 15:15:00,7.5625,26.44171,13.950144,7.849999,7.009999,NA,NA,NA,NA,NA
"927",2311,2015-04-24 15:30:00,7.625,26.434677,13.950144,8.219999,7.03,NA,NA,NA,NA,NA
"928",2312,2015-04-24 15:45:00,7.625,26.425659,13.979951,8.12,7.089999,NA,NA,NA,NA,NA
"929",2313,2015-04-24 16:00:00,7.625,26.429193,13.979951,8.16,7.139999,NA,NA,NA,NA,NA
"930",2314,2015-04-24 16:15:00,7.625,26.430246,13.979951,8.2,7.179999,NA,NA,NA,NA,NA
"931",2315,2015-04-24 16:30:00,7.6875,26.431976,13.979951,8.29,7.2,NA,NA,NA,NA,NA
"932",2316,2015-04-24 16:45:00,7.6875,26.427597,13.979951,8.219999,7.129999,NA,NA,NA,NA,NA
"933",2317,2015-04-24 17:00:00,7.75,26.428696,13.950144,8.15,7.23,NA,NA,NA,NA,NA
"934",2318,2015-04-24 17:15:00,7.75,26.431753,13.979951,8.36,7.209999,NA,NA,NA,NA,NA
"935",2319,2015-04-24 17:30:00,7.8125,26.425781,13.979951,8.299999,7.209999,NA,NA,NA,NA,NA
"936",2320,2015-04-24 17:45:00,7.75,26.422365,13.979951,8.339999,7.179999,NA,NA,NA,NA,NA
"937",2321,2015-04-24 18:00:00,7.75,26.427324,13.979951,8.309999,7.099999,NA,NA,NA,NA,NA
"938",2322,2015-04-24 18:15:00,7.75,26.422894,13.950144,8.299999,7.209999,NA,NA,NA,NA,NA
"939",2323,2015-04-24 18:30:00,7.75,26.421047,13.979951,8.16,7.049999,NA,NA,NA,NA,NA
"940",2324,2015-04-24 18:45:00,7.75,26.418777,13.979951,8.12,7.04,NA,NA,NA,NA,NA
"941",2325,2015-04-24 19:00:00,7.75,26.420412,13.860719,8.23,7.03,NA,NA,NA,NA,NA
"942",2326,2015-04-24 19:15:00,7.75,26.423368,13.681871,8.209999,7.02,NA,NA,NA,NA,NA
"943",2327,2015-04-24 19:30:00,7.6875,26.432241,13.562639,7.91,7.03,NA,NA,NA,NA,NA
"944",2328,2015-04-24 19:45:00,7.625,26.43721,13.443407,7.879999,7.03,NA,NA,NA,NA,NA
"945",2329,2015-04-24 20:00:00,7.625,26.437738,13.294368,8,7.009999,NA,NA,NA,NA,NA
"946",2330,2015-04-24 20:15:00,7.625,26.432201,13.234752,8.059999,7,NA,NA,NA,NA,NA
"947",2331,2015-04-24 20:30:00,7.625,26.42956,13.204943,7.969999,7.009999,NA,NA,NA,NA,NA
"948",2332,2015-04-24 20:45:00,7.625,26.433571,13.204943,7.87,7.03,NA,NA,NA,NA,NA
"949",2333,2015-04-24 21:00:00,8.5625,26.436014,13.055903,7.879999,7.12,NA,NA,NA,NA,NA
"950",2334,2015-04-24 21:15:00,7.5625,26.43754,13.145327,7.919999,7.049999,NA,NA,NA,NA,NA
"951",2335,2015-04-24 21:30:00,7.5625,26.438805,13.175136,7.79,7.049999,NA,NA,NA,NA,NA
"952",2336,2015-04-24 21:45:00,7.5625,26.440916,13.145327,8.04,7.059999,NA,NA,NA,NA,NA
"953",2337,2015-04-24 22:00:00,7.5625,26.436378,13.11552,7.889999,7.04,NA,NA,NA,NA,NA
"954",2338,2015-04-24 22:15:00,7.5625,26.43622,13.11552,8.099999,7.07,NA,NA,NA,NA,NA
"955",2339,2015-04-24 22:30:00,7.5625,26.436644,13.11552,8.19,7.12,NA,NA,NA,NA,NA
"956",2340,2015-04-24 22:45:00,7.625,26.435312,13.11552,8.179999,7.15,NA,NA,NA,NA,NA
"957",2341,2015-04-24 23:00:00,7.625,26.437687,13.085711,8.349999,7.179999,NA,NA,NA,NA,NA
"958",2342,2015-04-24 23:15:00,7.625,26.436052,13.11552,8.45,7.179999,NA,NA,NA,NA,NA
"959",2343,2015-04-24 23:30:00,7.625,26.428772,13.11552,8.45,7.2,NA,NA,NA,NA,NA
"960",2344,2015-04-24 23:45:00,7.625,26.433413,13.11552,8.419999,7.15,NA,NA,NA,NA,NA
"961",2345,2015-04-25 00:00:00,7.625,26.433413,13.085711,8.37,7.12,NA,NA,NA,NA,NA
"962",2346,2015-04-25 00:15:00,7.625,26.434677,13.085711,8.19,7.089999,NA,NA,NA,NA,NA
"963",2347,2015-04-25 00:30:00,7.625,26.433361,13.085711,8.2,7.07,NA,NA,NA,NA,NA
"964",2348,2015-04-25 00:45:00,7.625,26.431038,13.085711,8.139999,7.059999,NA,NA,NA,NA,NA
"965",2349,2015-04-25 01:00:00,7.625,26.425709,13.055903,8.089999,7.07,NA,NA,NA,NA,NA
"966",2350,2015-04-25 01:15:00,7.625,26.427452,13.085711,7.99,7.08,NA,NA,NA,NA,NA
"967",2351,2015-04-25 01:30:00,7.625,26.429193,13.085711,8.169999,7.139999,NA,NA,NA,NA,NA
"968",2352,2015-04-25 01:45:00,7.625,26.426346,13.085711,8.299999,7.19,NA,NA,NA,NA,NA
"969",2353,2015-04-25 02:00:00,7.6875,26.428493,13.055903,8.37,7.2,NA,NA,NA,NA,NA
"970",2354,2015-04-25 02:15:00,7.6875,26.424009,13.085711,8.379999,7.209999,NA,NA,NA,NA,NA
"971",2355,2015-04-25 02:30:00,7.6875,26.41979,13.085711,8.339999,7.209999,NA,NA,NA,NA,NA
"972",2356,2015-04-25 02:45:00,7.6875,26.420424,13.055903,8.309999,7.179999,NA,NA,NA,NA,NA
"973",2357,2015-04-25 03:00:00,7.6875,26.42,13.026095,8.29,7.169999,NA,NA,NA,NA,NA
"974",2358,2015-04-25 03:15:00,7.6875,26.417786,13.055903,8.089999,7.059999,NA,NA,NA,NA,NA
"975",2359,2015-04-25 03:30:00,7.6875,26.42248,13.055903,7.91,7.04,NA,NA,NA,NA,NA
"976",2360,2015-04-25 03:45:00,7.625,26.422758,13.026095,7.929999,7.089999,NA,NA,NA,NA,NA
"977",2361,2015-04-25 04:00:00,7.625,26.41806,12.996287,8.08,7.08,NA,NA,NA,NA,NA
"978",2362,2015-04-25 04:15:00,7.625,26.418007,13.026095,8.03,7.11,NA,NA,NA,NA,NA
"979",2363,2015-04-25 04:30:00,7.625,26.418747,13.026095,8.03,7.099999,NA,NA,NA,NA,NA
"980",2364,2015-04-25 04:45:00,7.625,26.418324,13.026095,7.959999,7.099999,NA,NA,NA,NA,NA
"981",2365,2015-04-25 05:00:00,8.625,26.425978,12.877055,7.82,7.209999,NA,NA,NA,NA,NA
"982",2366,2015-04-25 05:15:00,7.6875,26.417837,12.996287,8.009999,7.16,NA,NA,NA,NA,NA
"983",2367,2015-04-25 05:30:00,7.625,26.419271,12.996287,8.139999,7.129999,NA,NA,NA,NA,NA
"984",2368,2015-04-25 05:45:00,7.625,26.424391,12.996287,8.07,7.08,NA,NA,NA,NA,NA
"985",2369,2015-04-25 06:00:00,7.625,26.425343,12.966479,8.19,7.08,NA,NA,NA,NA,NA
"986",2370,2015-04-25 06:15:00,7.625,26.424551,12.936671,8.219999,7.07,NA,NA,NA,NA,NA
"987",2371,2015-04-25 06:30:00,7.625,26.421595,12.966479,8.179999,7.049999,NA,NA,NA,NA,NA
"988",2372,2015-04-25 06:45:00,7.625,26.424761,12.936671,8.04,7.03,NA,NA,NA,NA,NA
"989",2373,2015-04-25 07:00:00,7.625,26.420645,12.906863,7.969999,7.009999,NA,NA,NA,NA,NA
"990",2374,2015-04-25 07:15:00,7.625,26.424971,12.936671,7.95,7.02,NA,NA,NA,NA,NA
"991",2375,2015-04-25 07:30:00,7.625,26.432148,12.906863,7.879999,7.04,NA,NA,NA,NA,NA
"992",2376,2015-04-25 07:45:00,7.625,26.435734,12.906863,7.809999,7.049999,NA,NA,NA,NA,NA
"993",2377,2015-04-25 08:00:00,7.625,26.435102,12.936671,7.87,7.059999,NA,NA,NA,NA,NA
"994",2378,2015-04-25 08:15:00,7.625,26.436895,13.055903,7.87,7.07,NA,NA,NA,NA,NA
"995",2379,2015-04-25 08:30:00,7.625,26.432936,13.294368,8,7.08,NA,NA,NA,NA,NA
"996",2380,2015-04-25 08:45:00,7.625,26.436365,13.592447,8.089999,7.089999,NA,NA,NA,NA,NA
"997",2381,2015-04-25 09:00:00,7.6875,26.432877,13.920335,8.129999,7.099999,NA,NA,NA,NA,NA
"998",2382,2015-04-25 09:15:00,7.6875,26.431608,13.979951,8.179999,7.089999,NA,NA,NA,NA,NA
"999",2383,2015-04-25 09:30:00,7.625,26.425709,13.979951,8.19,7.11,NA,NA,NA,NA,NA
"1000",2384,2015-04-25 09:45:00,7.625,26.424866,13.979951,8.059999,7.12,NA,NA,NA,NA,NA
"1001",2385,2015-04-25 10:00:00,7.625,26.412256,13.979951,8.009999,7.139999,NA,NA,NA,NA,NA
"1002",2386,2015-04-25 10:15:00,7.6875,26.410717,13.950144,7.889999,7.129999,NA,NA,NA,NA,NA
"1003",2387,2015-04-25 10:30:00,7.625,26.417374,13.950144,7.86,7.139999,NA,NA,NA,NA,NA
"1004",2388,2015-04-25 10:45:00,7.625,26.412838,13.979951,7.82,7.15,NA,NA,NA,NA,NA
"1005",2389,2015-04-25 11:00:00,7.625,26.409882,13.979951,7.849999,7.16,NA,NA,NA,NA,NA
"1006",2390,2015-04-25 11:15:00,7.6875,26.405491,13.950144,7.879999,7.169999,NA,NA,NA,NA,NA
"1007",2391,2015-04-25 11:30:00,7.6875,26.413881,13.979951,7.879999,7.169999,NA,NA,NA,NA,NA
"1008",2392,2015-04-25 11:45:00,7.6875,26.412931,13.920335,7.91,7.19,NA,NA,NA,NA,NA
"1009",2393,2015-04-25 12:00:00,7.6875,26.411877,13.979951,7.91,7.2,NA,NA,NA,NA,NA
"1010",2394,2015-04-25 12:15:00,7.6875,26.404383,13.950144,7.99,7.209999,NA,NA,NA,NA,NA
"1011",2395,2015-04-25 12:30:00,7.6875,26.396366,13.950144,8.07,7.209999,NA,NA,NA,NA,NA
"1012",2396,2015-04-25 12:45:00,7.6875,26.389242,13.979951,8.139999,7.2,NA,NA,NA,NA,NA
"1013",2397,2015-04-25 13:00:00,7.6875,26.383226,13.950144,8.129999,7.179999,NA,NA,NA,NA,NA
"1014",2398,2015-04-25 13:15:00,7.75,26.383535,13.979951,7.879999,7.169999,NA,NA,NA,NA,NA
"1015",2399,2015-04-25 13:30:00,7.6875,26.379061,13.979951,7.919999,7.12,NA,NA,NA,NA,NA
"1016",2400,2015-04-25 13:45:00,7.75,26.380899,13.979951,7.83,7.099999,NA,NA,NA,NA,NA
"1017",2401,2015-04-25 14:00:00,7.75,26.36945,13.979951,7.639999,7.099999,NA,NA,NA,NA,NA
"1018",2402,2015-04-25 14:15:00,7.75,26.366388,13.979951,7.679999,7.07,NA,NA,NA,NA,NA
"1019",2403,2015-04-25 14:30:00,7.75,26.365599,13.979951,7.809999,7.07,NA,NA,NA,NA,NA
"1020",2404,2015-04-25 14:45:00,7.75,26.364544,13.979951,7.77,7.07,NA,NA,NA,NA,NA
"1021",2405,2015-04-25 15:00:00,7.75,26.359951,13.979951,7.679999,7.099999,NA,NA,NA,NA,NA
"1022",2406,2015-04-25 15:15:00,7.75,26.356682,13.979951,7.78,7.08,NA,NA,NA,NA,NA
"1023",2407,2015-04-25 15:30:00,7.75,26.34861,13.979951,7.95,7.07,NA,NA,NA,NA,NA
"1024",2408,2015-04-25 15:45:00,7.75,26.351301,13.979951,7.94,7.059999,NA,NA,NA,NA,NA
"1025",2409,2015-04-25 16:00:00,7.75,26.345232,13.950144,7.86,7.059999,NA,NA,NA,NA,NA
"1026",2410,2015-04-25 16:15:00,7.6875,26.345402,13.979951,7.849999,7.049999,NA,NA,NA,NA,NA
"1027",2411,2015-04-25 16:30:00,7.6875,26.339758,13.979951,7.91,7.059999,NA,NA,NA,NA,NA
"1028",2412,2015-04-25 16:45:00,7.625,26.340401,13.979951,7.83,7.07,NA,NA,NA,NA,NA
"1029",2413,2015-04-25 17:00:00,7.625,26.339556,13.860719,7.809999,7.07,NA,NA,NA,NA,NA
"1030",2414,2015-04-25 17:15:00,7.625,26.332008,13.860719,7.78,7.07,NA,NA,NA,NA,NA
"1031",2415,2015-04-25 17:30:00,7.625,26.329901,13.920335,7.79,7.07,NA,NA,NA,NA,NA
"1032",2416,2015-04-25 17:45:00,7.625,26.327896,13.860719,7.809999,7.089999,NA,NA,NA,NA,NA
"1033",2417,2015-04-25 18:00:00,7.625,26.323727,13.890528,7.839999,7.08,NA,NA,NA,NA,NA
"1034",2418,2015-04-25 18:15:00,7.625,26.320457,13.830912,7.799999,7.099999,NA,NA,NA,NA,NA
"1035",2419,2015-04-25 18:30:00,7.625,26.310169,13.711679,7.759999,7.11,NA,NA,NA,NA,NA
"1036",2420,2015-04-25 18:45:00,7.625,26.3146,13.592447,7.77,7.11,NA,NA,NA,NA,NA
"1037",2421,2015-04-25 19:00:00,7.625,26.307213,13.443407,7.78,7.12,NA,NA,NA,NA,NA
"1038",2422,2015-04-25 19:15:00,7.625,26.312649,13.383791,7.809999,7.11,NA,NA,NA,NA,NA
"1039",2423,2015-04-25 19:30:00,7.625,26.312277,13.294368,7.839999,7.12,NA,NA,NA,NA,NA
"1040",2424,2015-04-25 19:45:00,7.625,26.309219,13.234752,7.809999,7.139999,NA,NA,NA,NA,NA
"1041",2425,2015-04-25 20:00:00,7.625,26.303997,13.175136,7.809999,7.12,NA,NA,NA,NA,NA
"1042",2426,2015-04-25 20:15:00,7.625,26.306475,13.204943,7.809999,7.12,NA,NA,NA,NA,NA
"1043",2427,2015-04-25 20:30:00,7.625,26.305525,13.175136,7.86,7.139999,NA,NA,NA,NA,NA
"1044",2428,2015-04-25 20:45:00,7.625,26.312069,13.175136,7.83,7.15,NA,NA,NA,NA,NA
"1045",2429,2015-04-25 21:00:00,7.625,26.322409,13.145327,7.87,7.16,NA,NA,NA,NA,NA
"1046",2430,2015-04-25 21:15:00,7.625,26.315973,13.145327,7.849999,7.16,NA,NA,NA,NA,NA
"1047",2431,2015-04-25 21:30:00,7.625,26.314339,13.145327,7.94,7.15,NA,NA,NA,NA,NA
"1048",2432,2015-04-25 21:45:00,7.625,26.312807,13.145327,7.94,7.16,NA,NA,NA,NA,NA
"1049",2433,2015-04-25 22:00:00,7.625,26.315813,13.085711,7.929999,7.16,NA,NA,NA,NA,NA
"1050",2434,2015-04-25 22:15:00,7.6875,26.307364,13.145327,7.889999,7.16,NA,NA,NA,NA,NA
"1051",2435,2015-04-25 22:30:00,8.625,26.310402,12.996287,7.83,7.24,NA,NA,NA,NA,NA
"1052",2436,2015-04-25 22:45:00,7.6875,26.298025,13.085711,7.77,7.15,NA,NA,NA,NA,NA
"1053",2437,2015-04-25 23:00:00,7.6875,26.30504,13.026095,7.75,7.16,NA,NA,NA,NA,NA
"1054",2438,2015-04-25 23:15:00,7.625,26.304575,13.085711,7.679999,7.15,NA,NA,NA,NA,NA
"1055",2439,2015-04-25 23:30:00,7.625,26.297455,13.085711,7.679999,7.129999,NA,NA,NA,NA,NA
"1056",2440,2015-04-25 23:45:00,7.625,26.291231,13.085711,7.62,7.139999,NA,NA,NA,NA,NA
"1057",2441,2015-04-26 00:00:00,7.625,26.301727,12.996287,7.66,7.12,NA,NA,NA,NA,NA
"1058",2442,2015-04-26 00:15:00,7.625,26.302149,13.055903,7.62,7.11,NA,NA,NA,NA,NA
"1059",2443,2015-04-26 00:30:00,7.625,26.298351,13.055903,7.669999,7.12,NA,NA,NA,NA,NA
"1060",2444,2015-04-26 00:45:00,7.625,26.303101,13.026095,7.709999,7.129999,NA,NA,NA,NA,NA
"1061",2445,2015-04-26 01:00:00,7.625,26.297558,12.996287,7.74,7.12,NA,NA,NA,NA,NA
"1062",2446,2015-04-26 01:15:00,7.625,26.307264,12.996287,7.759999,7.139999,NA,NA,NA,NA,NA
"1063",2447,2015-04-26 01:30:00,7.625,26.298719,13.026095,8.009999,7.139999,NA,NA,NA,NA,NA
"1064",2448,2015-04-26 01:45:00,7.625,26.291178,12.996287,8.129999,7.16,NA,NA,NA,NA,NA
"1065",2449,2015-04-26 02:00:00,7.6875,26.289951,12.936671,7.919999,7.139999,NA,NA,NA,NA,NA
"1066",2450,2015-04-26 02:15:00,7.625,26.292231,12.966479,7.73,7.129999,NA,NA,NA,NA,NA
"1067",2451,2015-04-26 02:30:00,7.6875,26.288054,12.936671,7.669999,7.12,NA,NA,NA,NA,NA
"1068",2452,2015-04-26 02:45:00,7.6875,26.291798,12.936671,7.639999,7.11,NA,NA,NA,NA,NA
"1069",2453,2015-04-26 03:00:00,7.6875,26.295336,12.906863,7.629999,7.089999,NA,NA,NA,NA,NA
"1070",2454,2015-04-26 03:15:00,7.625,26.296768,12.906863,7.62,7.089999,NA,NA,NA,NA,NA
"1071",2455,2015-04-26 03:30:00,7.625,26.291914,12.936671,7.62,7.099999,NA,NA,NA,NA,NA
"1072",2456,2015-04-26 03:45:00,7.625,26.292128,12.906863,7.589999,7.11,NA,NA,NA,NA,NA
"1073",2457,2015-04-26 04:00:00,7.625,26.281839,12.877055,7.639999,7.139999,NA,NA,NA,NA,NA
"1074",2458,2015-04-26 04:15:00,7.625,26.277193,12.906863,7.709999,7.139999,NA,NA,NA,NA,NA
"1075",2459,2015-04-26 04:30:00,7.6875,26.282145,12.906863,7.719999,7.16,NA,NA,NA,NA,NA
"1076",2460,2015-04-26 04:45:00,7.625,26.285793,12.906863,7.9,7.129999,NA,NA,NA,NA,NA
"1077",2461,2015-04-26 05:00:00,7.625,26.287483,12.877055,7.69,7.12,NA,NA,NA,NA,NA
"1078",2462,2015-04-26 05:15:00,7.625,26.292599,12.877055,7.73,7.099999,NA,NA,NA,NA,NA
"1079",2463,2015-04-26 05:30:00,7.6875,26.294703,12.906863,7.86,7.07,NA,NA,NA,NA,NA
"1080",2464,2015-04-26 05:45:00,7.625,26.296873,12.906863,7.9,7.059999,NA,NA,NA,NA,NA
"1081",2465,2015-04-26 06:00:00,7.625,26.299725,12.877055,7.929999,7.059999,NA,NA,NA,NA,NA
"1082",2466,2015-04-26 06:15:00,7.625,26.308533,12.906863,7.799999,7.07,NA,NA,NA,NA,NA
"1083",2467,2015-04-26 06:30:00,7.625,26.308533,12.906863,7.74,7.059999,NA,NA,NA,NA,NA
"1084",2468,2015-04-26 06:45:00,7.625,26.307846,12.906863,7.809999,7.059999,NA,NA,NA,NA,NA
"1085",2469,2015-04-26 07:00:00,7.625,26.309692,12.847247,7.69,7.059999,NA,NA,NA,NA,NA
"1086",2470,2015-04-26 07:15:00,7.625,26.310379,12.877055,7.629999,7.099999,NA,NA,NA,NA,NA
"1087",2471,2015-04-26 07:30:00,7.625,26.313173,12.877055,7.629999,7.12,NA,NA,NA,NA,NA
"1088",2472,2015-04-26 07:45:00,7.6875,26.316383,12.996287,7.74,7.16,NA,NA,NA,NA,NA
"1089",2473,2015-04-26 08:00:00,7.6875,26.317913,13.264559,7.889999,7.169999,NA,NA,NA,NA,NA
"1090",2474,2015-04-26 08:15:00,7.6875,26.313379,13.443407,7.82,7.19,NA,NA,NA,NA,NA
"1091",2475,2015-04-26 08:30:00,7.6875,26.315592,13.711679,7.79,7.2,NA,NA,NA,NA,NA
"1092",2476,2015-04-26 08:45:00,7.6875,26.319445,13.950144,7.759999,7.16,NA,NA,NA,NA,NA
"1093",2477,2015-04-26 09:00:00,7.6875,26.322239,13.979951,7.679999,7.129999,NA,NA,NA,NA,NA
"1094",2478,2015-04-26 09:15:00,7.6875,26.325563,13.920335,7.66,7.089999,NA,NA,NA,NA,NA
"1095",2479,2015-04-26 09:30:00,7.6875,26.329891,13.920335,7.65,7.089999,NA,NA,NA,NA,NA
"1096",2480,2015-04-26 09:45:00,7.6875,26.329838,13.950144,7.66,7.07,NA,NA,NA,NA,NA
"1097",2481,2015-04-26 10:00:00,7.6875,26.330944,13.979951,7.669999,7.08,NA,NA,NA,NA,NA
"1098",2482,2015-04-26 10:15:00,7.6875,26.329203,13.979951,7.61,7.11,NA,NA,NA,NA,NA
"1099",2483,2015-04-26 10:30:00,7.6875,26.335321,13.979951,7.599999,7.12,NA,NA,NA,NA,NA
"1100",2484,2015-04-26 10:45:00,7.625,26.3375,13.950144,7.58,7.139999,NA,NA,NA,NA,NA
"1101",2485,2015-04-26 11:00:00,7.625,26.335756,13.979951,7.629999,7.12,NA,NA,NA,NA,NA
"1102",2486,2015-04-26 11:15:00,7.6875,26.338013,13.950144,7.66,7.129999,NA,NA,NA,NA,NA
"1103",2487,2015-04-26 11:30:00,7.6875,26.338383,13.950144,7.679999,7.12,NA,NA,NA,NA,NA
"1104",2488,2015-04-26 11:45:00,7.6875,26.33754,13.950144,7.679999,7.129999,NA,NA,NA,NA,NA
"1105",2489,2015-04-26 12:00:00,7.6875,26.33638,13.950144,7.66,7.129999,NA,NA,NA,NA,NA
"1106",2490,2015-04-26 12:15:00,7.6875,26.340864,13.979951,7.65,7.11,NA,NA,NA,NA,NA
"1107",2491,2015-04-26 12:30:00,7.6875,26.343872,13.979951,7.589999,7.11,NA,NA,NA,NA,NA
"1108",2492,2015-04-26 12:45:00,7.6875,26.340128,13.979951,7.589999,7.12,NA,NA,NA,NA,NA
"1109",2493,2015-04-26 13:00:00,7.6875,26.339649,13.979951,7.53,7.129999,NA,NA,NA,NA,NA
"1110",2494,2015-04-26 13:15:00,7.6875,26.338699,13.979951,7.58,7.129999,NA,NA,NA,NA,NA
"1111",2495,2015-04-26 13:30:00,7.6875,26.338858,13.950144,7.629999,7.129999,NA,NA,NA,NA,NA
"1112",2496,2015-04-26 13:45:00,7.6875,26.341024,13.920335,7.599999,7.15,NA,NA,NA,NA,NA
