"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"03/23/17 00:00:07","","","","","","","","9.375","15.279","12.906","11.690","8.910","","",""
"03/23/17 00:00:00","","","","","","","","","","","","","-0.674","13.055","13.011"
"03/22/17 23:45:17","3.687","14.052","","","","","","","","","","","","",""
"03/22/17 23:45:14","","","6.750","26.413","12.817","11.290","6.620","","","","","","","",""
"03/22/17 23:45:07","","","","","","","","10.687","15.295","12.847","11.810","8.969","","",""
"03/22/17 23:30:17","4.125","14.050","","","","","","","","","","","","",""
"03/22/17 23:30:14","","","6.687","26.412","12.936","11.220","6.620","","","","","","","",""
"03/22/17 23:30:07","","","","","","","","9.375","15.273","12.996","11.670","8.959","","",""
"03/22/17 23:15:17","4.375","14.049","","","","","","","","","","","","",""
"03/22/17 23:15:14","","","6.687","26.409","12.936","11.220","6.589","","","","","","","",""
"03/22/17 23:15:07","","","","","","","","9.437","15.272","12.966","11.690","8.990","","",""
"03/22/17 23:00:17","4.500","14.046","","","","","","","","","","","","",""
"03/22/17 23:00:17","4.500","14.046","","","","","","","","","","","","",""
"03/22/17 23:00:14","","","6.625","26.416","12.936","11.240","6.589","","","","","","","",""
"03/22/17 23:00:14","","","6.625","26.416","12.936","11.240","6.589","","","","","","","",""
"03/22/17 23:00:07","","","","","","","","9.500","15.268","12.966","11.660","9.009","","",""
"03/22/17 23:00:07","","","","","","","","9.500","15.268","12.966","11.660","9.009","","",""
"03/22/17 23:00:00","","","","","","","","","","","","","0.696","13.117","13.055"
"03/22/17 23:00:00","","","","","","","","","","","","","0.696","13.117","13.055"
"03/22/17 22:45:17","4.625","14.046","","","","","","","","","","","","",""
"03/22/17 22:45:17","4.625","14.046","","","","","","","","","","","","",""
"03/22/17 22:45:14","","","6.625","26.407","12.966","11.270","6.580","","","","","","","",""
"03/22/17 22:45:14","","","6.625","26.407","12.966","11.270","6.580","","","","","","","",""
"03/22/17 22:45:07","","","","","","","","9.562","15.270","12.996","11.660","9.070","","",""
"03/22/17 22:45:07","","","","","","","","9.562","15.270","12.996","11.660","9.070","","",""
"03/22/17 22:30:17","5.062","14.043","","","","","","","","","","","","",""
"03/22/17 22:30:17","5.062","14.043","","","","","","","","","","","","",""
"03/22/17 22:30:14","","","6.625","26.411","12.966","11.340","6.580","","","","","","","",""
"03/22/17 22:30:14","","","6.625","26.411","12.966","11.340","6.580","","","","","","","",""
"03/22/17 22:30:07","","","","","","","","9.562","15.262","12.996","11.620","9.179","","",""
"03/22/17 22:30:07","","","","","","","","9.562","15.262","12.996","11.620","9.179","","",""
"03/22/17 22:15:17","5.437","14.041","","","","","","","","","","","","",""
"03/22/17 22:15:17","5.437","14.041","","","","","","","","","","","","",""
"03/22/17 22:15:14","","","6.625","26.403","12.966","11.360","6.570","","","","","","","",""
"03/22/17 22:15:14","","","6.625","26.403","12.966","11.360","6.570","","","","","","","",""
"03/22/17 22:15:07","","","","","","","","9.625","15.267","12.996","11.640","9.219","","",""
"03/22/17 22:15:07","","","","","","","","9.625","15.267","12.996","11.640","9.219","","",""
"03/22/17 22:00:17","5.562","14.040","","","","","","","","","","","","",""
"03/22/17 22:00:17","5.562","14.040","","","","","","","","","","","","",""
"03/22/17 22:00:14","","","6.625","26.398","12.936","11.380","6.570","","","","","","","",""
"03/22/17 22:00:14","","","6.625","26.398","12.936","11.380","6.570","","","","","","","",""
"03/22/17 22:00:07","","","","","","","","9.625","15.250","12.966","11.630","9.230","","",""
"03/22/17 22:00:07","","","","","","","","9.625","15.250","12.966","11.630","9.230","","",""
"03/22/17 22:00:00","","","","","","","","","","","","","2.107","13.117","13.055"
"03/22/17 22:00:00","","","","","","","","","","","","","2.107","13.117","13.055"
"03/22/17 21:45:17","5.750","14.036","","","","","","","","","","","","",""
"03/22/17 21:45:17","5.750","14.036","","","","","","","","","","","","",""
"03/22/17 21:45:14","","","6.625","26.400","12.996","11.370","6.589","","","","","","","",""
"03/22/17 21:45:14","","","6.625","26.400","12.996","11.370","6.589","","","","","","","",""
"03/22/17 21:45:07","","","","","","","","9.687","15.255","13.026","11.630","9.270","","",""
"03/22/17 21:45:07","","","","","","","","9.687","15.255","13.026","11.630","9.270","","",""
"03/22/17 21:30:17","6.312","14.035","","","","","","","","","","","","",""
"03/22/17 21:30:17","6.312","14.035","","","","","","","","","","","","",""
"03/22/17 21:30:14","","","6.625","26.402","12.996","11.390","6.559","","","","","","","",""
"03/22/17 21:30:14","","","6.625","26.402","12.996","11.390","6.559","","","","","","","",""
"03/22/17 21:30:07","","","","","","","","9.812","15.252","12.996","11.600","9.330","","",""
"03/22/17 21:30:07","","","","","","","","9.812","15.252","12.996","11.600","9.330","","",""
"03/22/17 21:15:17","6.312","14.035","","","","","","","","","","","","",""
"03/22/17 21:15:17","6.312","14.035","","","","","","","","","","","","",""
"03/22/17 21:15:14","","","6.625","26.404","12.996","11.340","6.570","","","","","","","",""
