Advanced Calibration Data,,,,,,,,,,,
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0,0,0,0,0,0,0,0,0
,Pressure(psi),unknown,0,-0.000189,0.995379,-0.000032,0.003576,0.347366,0,1,0
,Power(V),unknown,1,0,0,0,0,0,0,0,0
,DO(ppm),3/8/2014 9:06,1,0,0,0,0,0,0,0,0
,DO Temp(degC),unknown,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,
Field Calibration Data,,,,,,,,,,,
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7,,
,Temperature(degC),unknown,1,0,0,0,0,1,0,,
,Pressure(psi),unknown,1,0,0,0,0,1,0,,
,Power(V),unknown,1,0,0,0,0,1,0,,
,DO(ppm),3/8/2014 9:06,1,0,0,0,0,1,0,,
,DO Temp(degC),unknown,1,0,0,0,0,1,0,,
,,,,,,,,,,,
Sensor/Session information,,,,,,,,,,,
SensorSN,###############################################################################################################################################################################################################################################################,,Modbus Addr.,1,,,,,,,
Sensor Type,DO2,,Initialized w/fw Rev,2. 130,,,,,,,
Sensor Name,FCR DO (1),,Uploaded,Aqua4Plus 1.9.501,,,,,,,
Session Name,FCRDO2014,,Exported,Aqua4Plus 1.9.501,,,,,,,
# Records,1929-03-07 00:00:00,,,,,,,,,,
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),,,,,
,Sensor Range,Custom,Custom,Custom,Custom,Custom,,,,,
,Minimum,2.375,26.131847,12.608783,4.61,2.15,,,,,
,Maximum,7.6875,26.754103,14.009759,14.839998,6.129999,,,,,
,Mean,4.352613,26.484037,13.323163,11.588188,3.889653,,,,,
,Variance,0.8378939,0.0120399,0.1547318,5.5554824,0.6295475,,,,,
,Std Deviation,0.9153654,0.1097264,0.3933596,2.3570071,0.7934403,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),,,,,
1,2014-12-10 12:00:00,5.6875,26.462719,13.950144,12.629999,5.259999,,,,,
2,2014-12-10 12:15:00,5.6875,26.46673,13.979951,12.669998,5.25,,,,,
3,2014-12-10 12:30:00,5.6875,26.461613,13.979951,12.639999,5.259999,,,,,
4,2014-12-10 12:45:00,5.6875,26.458973,13.532831,12.639999,5.25,,,,,
5,2014-12-10 13:00:00,5.6875,26.448153,13.950144,12.639999,5.27,,,,,
6,2014-12-10 13:15:00,5.75,26.454269,13.950144,12.669998,5.24,,,,,
7,2014-12-10 13:30:00,5.75,26.447832,13.950144,12.629999,5.259999,,,,,
8,2014-12-10 13:45:00,5.75,26.447304,13.950144,12.639999,5.25,,,,,
9,2014-12-10 14:00:00,5.75,26.448414,13.950144,12.65,5.259999,,,,,
10,2014-12-10 14:15:00,5.75,26.454323,13.950144,12.65,5.27,,,,,
11,2014-12-10 14:30:00,5.75,26.456749,13.950144,12.609999,5.28,,,,,
12,2014-12-10 14:45:00,5.75,26.452421,13.950144,12.629999,5.27,,,,,
13,2014-12-10 15:00:00,5.75,26.45195,13.950144,12.639999,5.29,,,,,
14,2014-12-10 15:15:00,5.75,26.451315,13.950144,12.639999,5.299999,,,,,
15,2014-12-10 15:30:00,5.8125,26.460602,13.920335,12.639999,5.309999,,,,,
16,2014-12-10 15:45:00,5.8125,26.463083,13.830912,12.65,5.37,,,,,
17,2014-12-10 16:00:00,5.8125,26.461342,13.830912,12.669998,5.36,,,,,
18,2014-12-10 16:15:00,5.8125,26.459652,13.592447,12.679998,5.379999,,,,,
19,2014-12-10 16:30:00,5.8125,26.453211,13.443407,12.689999,5.36,,,,,
20,2014-12-10 16:45:00,5.75,26.454905,13.383791,12.689999,5.33,,,,,
21,2014-12-10 17:00:00,5.75,26.463665,13.383791,12.669998,5.349999,,,,,
22,2014-12-10 17:15:00,5.75,26.462767,13.383791,12.689999,5.29,,,,,
23,2014-12-10 17:30:00,5.75,26.458544,13.353984,12.719999,5.29,,,,,
24,2014-12-10 17:45:00,5.6875,26.468369,13.383791,12.719999,5.28,,,,,
25,2014-12-10 18:00:00,5.6875,26.463936,13.353984,12.699999,5.27,,,,,
26,2014-12-10 18:15:00,5.6875,26.459551,13.324175,12.689999,5.27,,,,,
27,2014-12-10 18:30:00,5.6875,26.459339,13.353984,12.699999,5.27,,,,,
28,2014-12-10 18:45:00,5.6875,26.463196,13.324175,12.709999,5.259999,,,,,
29,2014-12-10 19:00:00,5.6875,26.460079,13.294368,12.689999,5.259999,,,,,
30,2014-12-10 19:15:00,5.6875,26.460978,13.324175,12.699999,5.25,,,,,
31,2014-12-10 19:30:00,5.6875,26.462877,13.324175,12.669998,5.259999,,,,,
32,2014-12-10 19:45:00,5.625,26.455811,13.324175,12.699999,5.25,,,,,
33,2014-12-10 20:00:00,5.6875,26.459183,13.294368,12.679998,5.24,,,,,
34,2014-12-10 20:15:00,5.6875,26.462931,13.294368,12.709999,5.209999,,,,,
35,2014-12-10 20:30:00,5.625,26.46114,13.294368,12.699999,5.19,,,,,
36,2014-12-10 20:45:00,5.625,26.461668,13.294368,12.719999,5.19,,,,,
37,2014-12-10 21:00:00,5.625,26.457022,13.294368,12.699999,5.2,,,,,
38,2014-12-10 21:15:00,5.625,26.457867,13.294368,12.719999,5.219999,,,,,
39,2014-12-10 21:30:00,5.625,26.461668,13.294368,12.699999,5.2,,,,,
40,2014-12-10 21:45:00,5.625,26.461035,13.264559,12.679998,5.19,,,,,
41,2014-12-10 22:00:00,5.625,26.457237,13.234752,12.709999,5.15,,,,,
42,2014-12-10 22:15:00,5.5625,26.454071,13.264559,12.719999,5.16,,,,,
43,2014-12-10 22:30:00,5.5625,26.454283,13.264559,12.699999,5.16,,,,,
44,2014-12-10 22:45:00,5.5625,26.4641,13.264559,12.679998,5.16,,,,,
45,2014-12-10 23:00:00,5.5625,26.463413,13.234752,12.679998,5.169999,,,,,
46,2014-12-10 23:15:00,5.5625,26.454544,13.264559,12.719999,5.15,,,,,
47,2014-12-10 23:30:00,5.5625,26.457239,13.234752,12.699999,5.12,,,,,
48,2014-12-10 23:45:00,5.5,26.465475,13.234752,12.709999,5.1,,,,,
49,2014-12-11 00:00:00,5.5,26.462572,13.234752,12.709999,5.1,,,,,
50,2014-12-11 00:15:00,5.5,26.461094,13.234752,12.73,5.09,,,,,
51,2014-12-11 00:30:00,5.5,26.460039,13.234752,12.709999,5.09,,,,,
52,2014-12-11 00:45:00,5.5,26.453598,13.234752,12.73,5.07,,,,,
53,2014-12-11 01:00:00,5.5,26.45566,13.234752,12.709999,5.06,,,,,
54,2014-12-11 01:15:00,5.5,26.447529,13.234752,12.719999,5.07,,,,,
55,2014-12-11 01:30:00,5.5,26.453861,13.234752,12.709999,5.06,,,,,
56,2014-12-11 01:45:00,5.4375,26.455769,13.234752,12.719999,5.04,,,,,
57,2014-12-11 02:00:00,5.5,26.452597,13.204943,12.73,5.04,,,,,
58,2014-12-11 02:15:00,5.4375,26.4545,13.234752,12.709999,5.04,,,,,
59,2014-12-11 02:30:00,5.4375,26.462576,13.204943,12.709999,5.04,,,,,
60,2014-12-11 02:45:00,5.4375,26.467377,13.234752,12.699999,5.05,,,,,
61,2014-12-11 03:00:00,5.4375,26.466322,13.204943,12.679998,5.04,,,,,
62,2014-12-11 03:15:00,5.4375,26.461098,13.204943,12.669998,5.04,,,,,
63,2014-12-11 03:30:00,5.4375,26.464581,13.204943,12.719999,5.03,,,,,
64,2014-12-11 03:45:00,5.4375,26.470966,13.204943,12.679998,5.03,,,,,
65,2014-12-11 04:00:00,5.4375,26.474186,13.175136,12.66,5.02,,,,,
66,2014-12-11 04:15:00,5.4375,26.470913,13.204943,12.679998,5.02,,,,,
67,2014-12-11 04:30:00,5.4375,26.471809,13.204943,12.679998,5.01,,,,,
68,2014-12-11 04:45:00,5.4375,26.470705,13.204943,12.689999,5.01,,,,,
69,2014-12-11 05:00:00,5.4375,26.475822,13.175136,12.709999,4.99,,,,,
70,2014-12-11 05:15:00,5.375,26.4725,13.204943,12.709999,4.93,,,,,
71,2014-12-11 05:30:00,5.3125,26.475456,13.204943,12.709999,4.93,,,,,
72,2014-12-11 05:45:00,5.375,26.478676,13.204943,12.74,4.9,,,,,
73,2014-12-11 06:00:00,5.3125,26.479784,13.204943,12.75,4.9,,,,,
74,2014-12-11 06:15:00,5.3125,26.479313,13.204943,12.74,4.89,,,,,
75,2014-12-11 06:30:00,5.3125,26.475456,13.175136,12.73,4.88,,,,,
76,2014-12-11 06:45:00,5.3125,26.4772,13.175136,12.75,4.85,,,,,
77,2014-12-11 07:00:00,5.25,26.486441,13.175136,12.759998,4.81,,,,,
78,2014-12-11 07:15:00,5.25,26.471504,13.175136,12.75,4.81,,,,,
79,2014-12-11 07:30:00,5.25,26.474773,13.175136,12.75,4.79,,,,,
80,2014-12-11 07:45:00,5.1875,26.474775,13.145327,12.75,4.79,,,,,
81,2014-12-11 08:00:00,5.1875,26.478313,13.204943,12.75,4.79,,,,,
82,2014-12-11 08:15:00,5.25,26.483324,13.264559,12.74,4.79,,,,,
83,2014-12-11 08:30:00,5.1875,26.485861,13.324175,12.75,4.76,,,,,
84,2014-12-11 08:45:00,5.1875,26.489397,13.324175,12.759998,4.76,,,,,
85,2014-12-11 09:00:00,5.1875,26.486019,13.503023,12.769999,4.77,,,,,
86,2014-12-11 09:15:00,5.1875,26.488079,13.950144,12.789999,4.72,,,,,
87,2014-12-11 09:30:00,5.1875,26.503172,13.979951,12.769999,4.75,,,,,
88,2014-12-11 09:45:00,5.1875,26.492302,13.950144,12.769999,4.76,,,,,
89,2014-12-11 10:00:00,5.1875,26.495308,13.950144,12.75,4.77,,,,,
90,2014-12-11 10:15:00,5.25,26.493988,13.979951,12.769999,4.77,,,,,
91,2014-12-11 10:30:00,5.25,26.496202,13.950144,12.769999,4.79,,,,,
92,2014-12-11 10:45:00,5.25,26.499266,13.950144,12.759998,4.79,,,,,
93,2014-12-11 11:00:00,5.25,26.495571,13.950144,12.779999,4.8,,,,,
94,2014-12-11 11:15:00,5.25,26.500162,13.950144,12.759998,4.78,,,,,
95,2014-12-11 11:30:00,5.25,26.502434,13.979951,12.769999,4.8,,,,,
96,2014-12-11 11:45:00,5.25,26.490028,13.950144,12.75,4.81,,,,,
97,2014-12-11 12:00:00,5.25,26.486019,13.950144,12.75,4.79,,,,,
98,2014-12-11 12:15:00,5.25,26.490976,13.950144,12.769999,4.79,,,,,
99,2014-12-11 12:30:00,5.25,26.483852,13.950144,12.769999,4.79,,,,,
100,2014-12-11 12:45:00,5.25,26.487074,13.950144,12.769999,4.77,,,,,
101,2014-12-11 13:00:00,5.25,26.475039,13.950144,12.75,4.75,,,,,
102,2014-12-11 13:15:00,5.25,26.469971,13.652063,12.75,4.76,,,,,
103,2014-12-11 13:30:00,5.25,26.486229,13.562639,12.75,4.87,,,,,
104,2014-12-11 13:45:00,5.3125,26.484432,13.592447,12.779999,4.88,,,,,
105,2014-12-11 14:00:00,5.3125,26.479364,13.950144,12.779999,4.86,,,,,
106,2014-12-11 14:15:00,5.3125,26.475882,13.979951,12.779999,4.82,,,,,
107,2014-12-11 14:30:00,5.25,26.471975,13.950144,12.769999,4.8,,,,,
108,2014-12-11 14:45:00,5.25,26.479683,13.950144,12.759998,4.76,,,,,
109,2014-12-11 15:00:00,5.1875,26.482534,13.652063,12.759998,4.72,,,,,
110,2014-12-11 15:15:00,5.1875,26.483698,13.592447,12.719999,4.77,,,,,
111,2014-12-11 15:30:00,5.25,26.483431,13.592447,12.769999,4.77,,,,,
112,2014-12-11 15:45:00,5.25,26.476252,13.562639,12.74,4.79,,,,,
113,2014-12-11 16:00:00,5.25,26.484961,13.890528,12.779999,4.8,,,,,
114,2014-12-11 16:15:00,5.25,26.49119,13.890528,12.759998,4.8,,,,,
115,2014-12-11 16:30:00,5.25,26.489288,13.830912,12.74,4.79,,,,,
116,2014-12-11 16:45:00,5.25,26.485014,13.652063,12.769999,4.79,,,,,
117,2014-12-11 17:00:00,5.25,26.489132,13.473215,12.73,4.8,,,,,
118,2014-12-11 17:15:00,5.1875,26.497156,13.383791,12.719999,4.79,,,,,
119,2014-12-11 17:30:00,5.25,26.502592,13.383791,12.74,4.8,,,,,
120,2014-12-11 17:45:00,5.1875,26.500904,13.353984,12.719999,4.79,,,,,
121,2014-12-11 18:00:00,5.1875,26.500113,13.324175,12.73,4.79,,,,,
122,2014-12-11 18:15:00,5.25,26.507658,13.324175,12.699999,4.79,,,,,
123,2014-12-11 18:30:00,5.25,26.506708,13.324175,12.719999,4.79,,,,,
124,2014-12-11 18:45:00,5.1875,26.503386,13.294368,12.719999,4.79,,,,,
125,2014-12-11 19:00:00,5.25,26.512093,13.264559,12.73,4.79,,,,,
126,2014-12-11 19:15:00,5.1875,26.513836,13.264559,12.73,4.79,,,,,
127,2014-12-11 19:30:00,5.1875,26.514627,13.294368,12.73,4.78,,,,,
128,2014-12-11 19:45:00,5.25,26.511196,13.264559,12.74,4.79,,,,,
129,2014-12-11 20:00:00,5.25,26.523335,13.234752,12.74,4.79,,,,,
130,2014-12-11 20:15:00,5.25,26.523758,13.234752,12.709999,4.79,,,,,
131,2014-12-11 20:30:00,5.25,26.521912,13.264559,12.73,4.79,,,,,
132,2014-12-11 20:45:00,5.1875,26.524868,13.204943,12.709999,4.8,,,,,
133,2014-12-11 21:00:00,5.1875,26.523495,13.204943,12.709999,4.79,,,,,
134,2014-12-11 21:15:00,5.1875,26.525183,13.234752,12.74,4.74,,,,,
135,2014-12-11 21:30:00,5.125,26.527615,13.234752,12.789999,4.72,,,,,
136,2014-12-11 21:45:00,5.125,26.531044,13.234752,12.809999,4.7,,,,,
137,2014-12-11 22:00:00,5.125,26.535006,13.204943,12.809999,4.7,,,,,
138,2014-12-11 22:15:00,5.125,26.536058,13.234752,12.82,4.68,,,,,
139,2014-12-11 22:30:00,5.125,26.526083,13.234752,12.82,4.67,,,,,
140,2014-12-11 22:45:00,5.125,26.53363,13.204943,12.809999,4.67,,,,,
141,2014-12-11 23:00:00,5.0625,26.536961,13.204943,12.82,4.66,,,,,
142,2014-12-11 23:15:00,5.0625,26.539337,13.204943,12.82,4.64,,,,,
143,2014-12-11 23:30:00,5.0625,26.546724,13.204943,12.839998,4.65,,,,,
144,2014-12-11 23:45:00,5.0625,26.53928,13.234752,12.83,4.62,,,,,
145,2014-12-12 00:00:00,5.0625,26.537226,13.175136,12.839998,4.61,,,,,
146,2014-12-12 00:15:00,5.0625,26.539337,13.175136,12.82,4.61,,,,,
147,2014-12-12 00:30:00,5.0625,26.549152,13.204943,12.839998,4.6,,,,,
148,2014-12-12 00:45:00,5,26.544033,13.204943,12.849998,4.56,,,,,
149,2014-12-12 01:00:00,5,26.538017,13.204943,12.849998,4.57,,,,,
150,2014-12-12 01:15:00,5,26.537807,13.175136,12.849998,4.55,,,,,
151,2014-12-12 01:30:00,5,26.546249,13.175136,12.889999,4.53,,,,,
152,2014-12-12 01:45:00,4.9375,26.54604,13.204943,12.869999,4.53,,,,,
153,2014-12-12 02:00:00,4.9375,26.54715,13.175136,12.869999,4.53,,,,,
154,2014-12-12 02:15:00,4.9375,26.547413,13.175136,12.869999,4.52,,,,,
