"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"04/22/17 00:00:17","18.625","13.842","","","","","","","","","","","","",""
"04/22/17 00:00:14","","","8.625","26.206","12.966","9.520","8.719","","","","","","","",""
"04/22/17 00:00:07","","","","","","","","20.500","15.056","12.996","8.690","20.250","","",""
"04/22/17 00:00:00","","","","","","","","","","","","","17.156","13.134","13.099"
"04/21/17 23:45:17","18.750","13.845","","","","","","","","","","","","",""
"04/21/17 23:45:14","","","8.625","26.211","13.026","9.509","8.709","","","","","","","",""
"04/21/17 23:45:07","","","","","","","","20.562","15.054","13.026","8.669","20.280","","",""
"04/21/17 23:30:17","19.000","13.847","","","","","","","","","","","","",""
"04/21/17 23:30:14","","","8.625","26.218","13.026","9.520","8.709","","","","","","","",""
"04/21/17 23:30:07","","","","","","","","20.562","15.063","13.026","8.700","20.290","","",""
"04/21/17 23:15:17","19.375","13.846","","","","","","","","","","","","",""
"04/21/17 23:15:14","","","8.625","26.209","13.026","9.520","8.700","","","","","","","",""
"04/21/17 23:15:07","","","","","","","","20.625","15.060","13.055","8.730","20.300","","",""
"04/21/17 23:00:17","20.062","13.849","","","","","","","","","","","","",""
"04/21/17 23:00:14","","","8.625","26.213","12.996","9.509","8.709","","","","","","","",""
"04/21/17 23:00:07","","","","","","","","20.625","15.062","13.026","8.719","20.320","","",""
"04/21/17 23:00:00","","","","","","","","","","","","","18.517","13.134","13.117"
"04/21/17 22:45:17","20.625","13.848","","","","","","","","","","","","",""
"04/21/17 22:45:14","","","8.625","26.213","13.055","9.520","8.709","","","","","","","",""
"04/21/17 22:45:07","","","","","","","","20.625","15.063","13.055","8.730","20.340","","",""
"04/21/17 22:30:17","20.812","13.847","","","","","","","","","","","","",""
"04/21/17 22:30:14","","","8.625","26.211","13.026","9.530","8.709","","","","","","","",""
"04/21/17 22:30:07","","","","","","","","20.687","15.065","13.055","8.719","20.370","","",""
"04/21/17 22:15:17","20.687","13.847","","","","","","","","","","","","",""
"04/21/17 22:15:14","","","8.625","26.212","12.936","9.520","8.709","","","","","","","",""
"04/21/17 22:15:07","","","","","","","","21.937","15.077","12.966","8.910","20.450","","",""
"04/21/17 22:00:17","20.750","13.845","","","","","","","","","","","","",""
"04/21/17 22:00:14","","","8.625","26.208","12.996","9.530","8.709","","","","","","","",""
"04/21/17 22:00:07","","","","","","","","20.687","15.052","13.055","8.709","20.360","","",""
"04/21/17 22:00:00","","","","","","","","","","","","","19.574","13.134","13.125"
"04/21/17 21:45:17","20.687","13.843","","","","","","","","","","","","",""
"04/21/17 21:45:14","","","8.625","26.206","13.055","9.530","8.700","","","","","","","",""
"04/21/17 21:45:07","","","","","","","","20.687","15.049","13.055","8.709","20.360","","",""
"04/21/17 21:30:17","20.875","13.841","","","","","","","","","","","","",""
"04/21/17 21:30:14","","","8.625","26.204","13.055","9.509","8.700","","","","","","","",""
"04/21/17 21:30:07","","","","","","","","20.687","15.046","13.055","8.740","20.330","","",""
"04/21/17 21:15:17","21.187","13.842","","","","","","","","","","","","",""
"04/21/17 21:15:14","","","8.625","26.202","13.055","9.500","8.700","","","","","","","",""
"04/21/17 21:15:07","","","","","","","","20.750","15.049","13.055","8.780","20.350","","",""
"04/21/17 21:00:17","21.500","13.839","","","","","","","","","","","","",""
"04/21/17 21:00:14","","","8.625","26.202","13.055","9.500","8.700","","","","","","","",""
"04/21/17 21:00:07","","","","","","","","20.750","15.044","13.055","8.750","20.330","","",""
"04/21/17 21:00:00","","","","","","","","","","","","","20.468","13.169","12.495"
"04/21/17 20:45:17","21.812","13.838","","","","","","","","","","","","",""
