"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"06/22/17 00:00:17","20.937","13.922","","","","","","","","","","","","",""
"06/22/17 00:00:14","","","12.250","26.332","10.820","9.759","12.400","","","","","","","",""
"06/22/17 00:00:07","","","","","","","","26.062","15.121","10.820","9.059","25.800","","",""
"06/22/17 00:00:00","","","","","","","","","","","","","19.775","10.579","10.386"
"06/21/17 23:45:17","21.125","13.920","","","","","","","","","","","","",""
"06/21/17 23:45:14","","","12.250","26.332","10.850","9.759","12.380","","","","","","","",""
"06/21/17 23:45:07","","","","","","","","26.125","15.122","10.850","9.099","25.840","","",""
"06/21/17 23:30:17","21.312","13.917","","","","","","","","","","","","",""
"06/21/17 23:30:14","","","12.250","26.328","10.820","9.730","12.390","","","","","","","",""
"06/21/17 23:30:07","","","","","","","","26.187","15.121","10.879","9.080","25.910","","",""
"06/21/17 23:15:17","21.562","13.916","","","","","","","","","","","","",""
"06/21/17 23:15:14","","","12.250","26.325","10.850","9.750","12.390","","","","","","","",""
"06/21/17 23:15:07","","","","","","","","26.312","15.118","10.850","9.129","25.970","","",""
"06/21/17 23:00:17","21.812","13.917","","","","","","","","","","","","",""
"06/21/17 23:00:14","","","12.250","26.328","10.820","9.770","12.380","","","","","","","",""
"06/21/17 23:00:07","","","","","","","","26.375","15.121","10.820","9.209","25.810","","",""
"06/21/17 23:00:00","","","","","","","","","","","","","20.935","10.579","10.378"
"06/21/17 22:45:17","22.125","13.918","","","","","","","","","","","","",""
"06/21/17 22:45:14","","","12.250","26.326","10.820","9.719","12.380","","","","","","","",""
"06/21/17 22:45:07","","","","","","","","26.375","15.116","10.879","9.320","25.650","","",""
"06/21/17 22:30:17","22.500","13.918","","","","","","","","","","","","",""
"06/21/17 22:30:14","","","12.250","26.327","10.850","9.780","12.380","","","","","","","",""
"06/21/17 22:30:07","","","","","","","","26.437","15.123","10.879","9.360","25.620","","",""
