"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"03/30/16 00:00:17","7.125","13.978","","","","","","","","","","","","",""
"03/30/16 00:00:14","","","7.375","26.532","12.459","8.240","6.719","","","","","","","",""
"03/30/16 00:00:07","","","","","","","","13.125","15.376","12.936","11.010","12.760","","",""
"03/30/16 00:00:00","","","","","","","","","","","","","3.725","13.055","13.003"
"03/29/16 23:45:17","7.312","13.973","","","","","","","","","","","","",""
"03/29/16 23:45:14","","","7.437","26.526","12.847","8.230","6.719","","","","","","","",""
"03/29/16 23:45:07","","","","","","","","13.187","15.376","13.026","11.000","12.770","","",""
"03/29/16 23:30:17","7.500","13.972","","","","","","","","","","","","",""
"03/29/16 23:30:14","","","7.500","26.527","12.787","8.290","6.730","","","","","","","",""
"03/29/16 23:30:07","","","","","","","","13.187","15.375","12.996","11.040","12.790","","",""
"03/29/16 23:15:17","7.562","13.970","","","","","","","","","","","","",""
"03/29/16 23:15:14","","","7.375","26.526","12.847","8.330","6.730","","","","","","","",""
"03/29/16 23:15:07","","","","","","","","13.187","15.372","13.055","11.030","12.830","","",""
"03/29/16 23:00:17","7.687","13.971","","","","","","","","","","","","",""
"03/29/16 23:00:14","","","7.500","26.526","12.400","8.410","6.730","","","","","","","",""
"03/29/16 23:00:07","","","","","","","","13.250","15.373","13.026","11.030","12.850","","",""
"03/29/16 23:00:00","","","","","","","","","","","","","4.484","13.134","13.099"
"03/29/16 22:45:17","7.750","13.972","","","","","","","","","","","","",""
"03/29/16 22:45:14","","","7.375","26.523","12.251","8.480","6.709","","","","","","","",""
"03/29/16 22:45:07","","","","","","","","13.312","15.373","13.085","11.050","12.880","","",""
"03/29/16 22:30:17","7.875","13.971","","","","","","","","","","","","",""
"03/29/16 22:30:14","","","7.562","26.527","12.877","8.339","6.730","","","","","","","",""
"03/29/16 22:30:07","","","","","","","","13.312","15.373","13.055","10.980","12.940","","",""
"03/29/16 22:15:17","8.187","13.971","","","","","","","","","","","","",""
"03/29/16 22:15:14","","","7.375","26.524","12.757","8.169","6.740","","","","","","","",""
"03/29/16 22:15:07","","","","","","","","13.375","15.372","12.936","11.010","12.980","","",""
"03/29/16 22:00:17","8.500","13.970","","","","","","","","","","","","",""
"03/29/16 22:00:14","","","7.500","26.525","12.787","8.179","6.740","","","","","","","",""
"03/29/16 22:00:07","","","","","","","","13.437","15.375","13.055","11.030","13.020","","",""
"03/29/16 22:00:00","","","","","","","","","","","","","5.612","13.187","13.125"
"03/29/16 21:45:17","8.875","13.967","","","","","","","","","","","","",""
"03/29/16 21:45:14","","","7.437","26.522","12.728","8.219","6.719","","","","","","","",""
"03/29/16 21:45:07","","","","","","","","13.500","15.369","13.026","11.010","13.070","","",""
"03/29/16 21:30:17","9.250","13.964","","","","","","","","","","","","",""
"03/29/16 21:30:14","","","7.437","26.515","12.787","8.280","6.750","","","","","","","",""
"03/29/16 21:30:07","","","","","","","","13.562","15.363","13.085","11.000","13.120","","",""
"03/29/16 21:15:17","9.750","13.963","","","","","","","","","","","","",""
"03/29/16 21:15:14","","","7.562","26.516","12.310","8.270","6.759","","","","","","","",""
"03/29/16 21:15:07","","","","","","","","13.625","15.362","13.055","11.020","13.180","","",""
"03/29/16 21:00:17","10.062","13.962","","","","","","","","","","","","",""
"03/29/16 21:00:14","","","7.437","26.513","12.429","8.070","6.770","","","","","","","",""
"03/29/16 21:00:07","","","","","","","","13.687","15.361","13.085","11.110","13.150","","",""
"03/29/16 21:00:00","","","","","","","","","","","","","7.634","13.213","13.178"
"03/29/16 20:45:17","10.562","13.959","","","","","","","","","","","","",""
"03/29/16 20:45:14","","","7.500","26.513","12.757","7.950","6.730","","","","","","","",""
"03/29/16 20:45:07","","","","","","","","13.812","15.355","13.085","11.030","13.130","","",""
"03/29/16 20:30:17","11.062","13.955","","","","","","","","","","","","",""
"03/29/16 20:30:14","","","7.312","26.509","11.923","7.950","6.700","","","","","","","",""
